“Gene”,”P_Sp14.CEL","P_Sp20.CEL","P_Sp25.CEL","P_Sp26.CEL","P_Sp29.CEL","P_Sp31.CEL","P_Sp33.CEL","countP"
"SNAI2",5.156540025,4.487631296,4.947462593,7.769702318,5.804595627,5.831598769,6.908033548,3
"SKAP2",101.5273271,82.25271034,105.4845607,29.48592979,88.49810556,56.09129468,122.2826136,9
"TOR1AIP2",103.0810187,59.34560962,74.53584884,11.8140092,27.38456276,35.51596182,70.82659826,9
"PPP6C",582.4576643,306.1739226,594.1273029,81.27844832,212.9327969,148.0150701,427.5080278,10
"CDH11",61.79664326,43.1762096,49.92418061,17.28479269,34.62830296,17.99432231,22.21824508,9
"YWHAQ",327.3342588,152.8889593,301.4464629,17.93342421,80.52778476,49.06742612,238.0150701,9
"AMD1",220.9158678,142.6784069,247.7150701,41.41712825,63.08428532,50.31518215,96.61507012,9
"MYL12A",89.67969347,76.6446793,89.53624055,37.44200179,56.3714804,57.10212554,59.40790758,4
"ABCA5",69.81845265,63.05465335,121.6079908,15.01846776,23.51926097,23.0854795,78.07196513,9
"TET3",47.35459039,35.01964638,57.21009591,20.77401227,18.89888465,16.28095741,25.90742217,9
"PPP2R2B",410.3839073,255.8150701,604.0106841,22.32489451,81.05635965,25.91918781,332.0524601,10
"NDUFS1",166.2222299,91.7599132,179.7318807,26.90477699,39.36760665,29.16789305,131.2962898,7
"ARF6",106.8286784,73.58495966,67.29037795,52.3119143,65.3277688,55.20422848,71.90807368,8
"LAMTOR5",226.221598,71.34925305,139.7150701,43.58846592,53.96695066,49.11528101,81.62441641,8
"DLG3",31.34284456,51.53086885,31.45554333,35.10088612,33.17050614,26.54034621,27.59163324,7
"PDHB",1013.340549,423.8150701,840.9387712,28.43084224,107.6367792,59.27453892,489.5512287,9
"SPRY2",38.4003011,45.11576343,57.75682341,14.88729608,23.28820341,18.41906697,24.43275207,6
"USP28",44.39725947,38.16007253,63.01507075,21.03673216,46.7472351,41.94589823,48.7972932,9
"KATNB1",204.9904151,73.8287783,130.6838665,39.91282073,63.82192837,56.2771197,158.5964109,10
"ESD",164.6703393,71.21507014,149.0538152,51.68675487,57.05382754,46.81877456,54.1150992,5
"TRIP13",25.12010383,45.10833562,26.73441612,26.90710217,19.2373701,24.98620213,20.4748999,4
"SLC35F6",20.44619976,31.06858902,31.82243171,39.51675067,40.12535783,33.39831125,27.5835139,4
"SOS2",108.1353164,84.01286687,142.2517085,33.74286193,61.65220843,62.39146316,84.22996567,10
"ZCCHC10",110.0150701,91.43959457,94.24012199,9.776718071,26.50816368,16.02682633,44.79127244,10
"GNA13",46.89955554,72.92463675,104.2460068,27.81931001,46.57817585,25.76087507,35.05540911,5
"PIAS4",23.47293749,19.05109782,20.33403547,14.99333899,19.292028,17.08504463,25.02057246,7
"PTPN14",3.424600409,4.586285613,3.698910791,6.020974507,8.650130242,9.613080122,4.602181937,4
"MARK3",4.987475156,7.722438124,6.599018509,7.07080212,9.655383314,7.613854085,7.317732308,9
"PLEKHF2",10.86955779,14.4845392,13.2051506,10.28201531,12.23076907,10.93816636,10.45590072,5
"ZBTB1",22.2617955,19.65882617,28.54573765,7.52814681,6.855438891,10.25579141,23.49601336,10
"VAMP4",47.56866019,16.26267494,26.03308324,6.814512531,6.541485269,5.716634446,26.63072336,5
"SRPK2",51.115182,20.78903155,37.6331307,14.67867792,10.72434856,11.28600832,22.39543359,7
"RUNDC3A",84.38681013,56.20206616,79.53537418,75.21416897,63.47283219,72.76597129,80.09525454,4
"FKBP1B",597.7235222,174.5150701,355.8822761,23.79776435,43.05372963,24.40002388,434.029608,8
"HDAC3",109.9523315,76.81507012,107.4295473,114.7107956,84.70016429,96.65214505,86.06804718,8
"CTSZ",19.57009323,12.46274971,22.11964337,16.55360004,12.83211089,15.5290313,15.84587526,4
"FANCD2",21.57614892,35.26549416,15.87376713,60.29662308,42.21487472,57.6127096,36.5899221,9
"GSK3B",67.90727186,57.99208088,64.88132728,38.73369548,52.11573935,42.88805549,83.67195801,9
"SMC3",31.1074969,38.24093028,47.15865752,10.19389555,27.25985922,21.29070774,33.52938423,8
"SLC35A3",31.31403807,15.61173923,29.57043711,18.71791828,16.23005874,15.55195858,22.78762143,5
"HM13",27.92069311,28.80516425,23.86861286,34.62863548,35.44105838,38.18135869,26.93805742,3
"SYNE2",18.64553624,10.04091251,12.23028127,9.885205423,11.00222605,7.124117583,7.772435734,8
"DCX",77.69407056,34.25391938,60.31089912,23.5658709,23.72950383,24.0413873,30.46788822,3
"KPNA3",31.73080467,15.92010848,21.83130969,16.76466603,15.70695321,18.43719713,28.84844265,3
"EFHC1",46.57911985,55.42799299,59.11507327,69.79376211,78.92309495,94.71507012,61.06075381,10
"MFN2",23.95825486,28.18354696,22.77090031,27.2545332,26.4867405,22.0239123,31.7581716,10
"ARL6IP5",1650.688718,751.6794842,1576.81507,33.72629451,224.9867638,162.2081802,1161.499028,10
"COMMD8",164.1752462,58.56124976,136.0582585,8.344018768,27.86303596,27.00846605,87.48961379,9
"GABARAPL1",53.08119842,52.31522709,59.3089069,61.49719221,49.61494602,51.30781491,47.97216495,5
"IQGAP1",24.84526078,23.72571761,24.79306791,28.45061208,26.37893801,17.81120367,18.54279424,4
"CDK12",35.44124688,21.63788951,18.64245949,11.17486436,25.74816893,12.2793405,25.50260106,7
"FBXL5",260.8054452,112.8257737,180.63485,68.83792364,103.6406593,97.91507012,135.3471691,3
"ACTR3",1587.71507,966.7118368,1453.128556,52.62285088,316.327588,174.9666352,1136.700063,10
"RCHY1",14.48971189,21.95643137,30.92741531,6.615473745,10.5593083,8.561632836,10.43975898,7
"TWIST1",17.48983665,17.32422118,68.00100311,26.72410734,22.26203656,32.13629859,47.20787929,9
"PFKM",524.4061955,165.9883484,293.9578053,47.29951777,96.43651986,40.00115737,242.4921264,8
"HLA-B",76.15569293,69.23371255,98.12144403,43.31012385,70.61507014,41.81155935,43.716276,3
"FOXO4",18.23569888,28.67884534,20.31251499,45.86435216,47.97775158,53.16506636,48.50423229,4
"HNF4A",17.04805276,21.63788951,16.27926651,27.58309839,24.95208856,25.96737086,19.09647888,5
"PPP4R2",51.56494972,43.29720236,91.97971426,5.644919383,27.35011821,17.42305114,21.03749604,8
"ZCCHC17",150.4020076,84.96430816,122.4572048,57.30182696,57.14356695,48.58255475,93.45806704,6
"PSMB1",259.4788716,84.70915757,198.3077436,12.39656849,34.22589802,16.73018914,75.2806845,8
"TLE1",95.11779601,88.87220794,142.3150701,109.5637407,96.95174253,67.3799689,101.3877453,10
"MFN1",57.29619571,30.34762853,63.02810855,9.007909881,14.02971992,10.69446451,20.7250813,7
"SH2B2",68.47566776,112.2925509,78.85864821,212.8160391,194.4150701,271.4498296,146.8150701,3
"NOL4",91.79937299,32.07434702,43.54596234,33.55852563,42.92633751,33.16582516,94.44795815,9
"MED28",113.5807848,35.92391856,64.81644911,27.41577459,49.11528101,21.54502763,38.79216569,7
"NXT2",29.06011731,17.06294723,18.38464581,11.88963901,15.33751396,13.7853544,11.29963401,7
"CBX4",258.7614689,162.1662429,352.8211943,88.46467115,167.0691153,153.1190702,299.7410064,10
"SVIP",83.84079824,50.94920833,61.72121173,47.17345273,44.05886199,47.02336036,64.88624923,5
"TGFA",46.81832556,57.1220338,69.31475857,40.69026026,29.53113606,54.87526325,40.24990031,9
"AGFG1",74.20672397,74.78154569,70.60713287,11.08064055,31.15058615,14.27329291,31.78182532,8
"PEX7",30.66549954,7.747916525,17.05923827,5.590233449,9.536064825,5.169299423,17.68979326,4
"SERPINI1",297.2078484,108.985817,162.9440883,15.33923477,62.67714683,31.24769852,66.49009635,8
"CYSTM1",188.5017725,132.4680782,215.9955365,64.45880134,94.40804661,67.92857064,259.6240738,9
"RIPK1",31.14338343,28.26081082,32.03737204,17.71829513,14.88167036,13.75899438,19.45604531,7
"LCP2",42.49697916,16.87572537,41.05687342,4.06259523,8.377692546,10.94991831,17.99106558,9
"CNOT6L",14.90698072,11.04354405,11.82228492,9.521764747,7.951979726,8.529713027,9.080211194,9
"SOS1",69.68229044,50.0149257,97.7805989,16.21668248,25.70175857,27.09948839,69.9836523,7
"TRAK1",12.79728365,27.0635273,14.89983526,22.33228447,19.11214903,20.38216422,18.44674324,3
"SNX22",82.20616393,91.54981625,90.41507012,122.3577523,123.9648532,106.2939195,110.8771073,7
"PNISR",48.94382282,43.26262822,77.08390135,81.31773044,71.60605669,81.10955444,64.04440626,10
"TSC22D1",2127.162983,1486.421769,2708.606948,265.4713703,685.7211238,350.035886,1903.054894,10
"KLHL12",118.8582494,81.18296297,103.7347472,5.541565208,19.90734372,17.99136018,85.7589427,9
"TUBA4A",572.7961537,192.1560664,317.1306029,23.35641437,43.02716532,22.94986923,315.5010144,10
"MAGED2",172.3077091,88.51507012,150.7150701,17.77984983,61.7346921,52.01999958,146.7326306,7
"MOB1A",122.5325526,49.75749981,63.34692647,28.6889728,38.72847892,26.09288026,48.24767426,7
"CHD4",48.93630317,39.71994509,69.21527441,55.23348892,60.45352869,43.97791184,56.26322506,4
"COPS3",138.0150701,82.56267743,156.0447487,14.4929048,17.92605604,14.66612719,32.92123842,7
"ANKRD10",62.50277224,43.48738272,66.4885817,22.84074202,35.42509865,35.22409463,42.1064302,9
"CTSK",15.00700574,14.10736651,13.54020058,14.96602536,14.0365018,14.60763683,14.90542773,8
"YWHAB",4977.86127,2179.61507,3310.151128,231.3802818,881.0657694,769.0261276,3045.546895,10
"C8orf33",25.26123929,10.47548745,35.06909059,9.737951781,15.27005928,14.35052665,13.52419537,4
"TARDBP",146.6538533,100.0806072,148.707983,30.96938663,52.3783845,46.59349637,66.46477443,8
"AP3M1",196.4923791,68.17577655,158.7510237,35.20463681,51.18536874,45.48832265,146.7288618,8
"UQCRC2",41.52435275,4.968407113,25.84018961,4.934774736,5.34009367,5.784642114,7.965630545,3
"SOX13",12.95933846,16.28945084,17.73914561,19.06139695,17.89209013,18.11179609,13.66508506,3
"UBR1",577.5571053,262.3927059,465.7472056,32.45755203,52.31512796,52.26989592,350.5618198,10
"RNF114",18.45669488,10.71979724,17.12783817,8.344435485,10.48920586,7.116660816,7.245438662,3
"ALDOC",384.2436318,269.0465055,640.6792969,84.83277272,120.4546697,91.02144055,195.5110824,4
"ARID1B",153.8150701,47.1664049,134.56337,35.79295448,85.54416481,125.8150701,207.4624952,10
"MAP3K5",361.3095506,223.320627,480.4430325,68.16097581,143.5042534,108.3361445,307.9902505,10
"KCNIP2",50.5481081,65.70899228,47.50078642,85.89446922,69.55045202,76.61363248,55.50512259,5
"HUWE1",29.6172386,19.06950319,20.79165434,15.85061343,13.57263232,16.48375678,15.47627165,4
"CDK9",18.44163171,20.59719475,26.05469571,49.49187981,25.40350702,28.20218869,26.4047979,3
"RAB1B",123.5903621,109.4612895,122.0147453,157.9936288,119.9248998,126.9242775,122.6670076,4
"SUMO1",115.8150701,27.79080233,49.5957716,16.38454045,32.84487718,16.13961398,36.02382366,3
"SSFA2",78.90307143,92.13197925,102.1240308,30.34762853,54.46245026,50.55822976,57.59993263,6
"TRIM8",293.1119159,149.5374358,214.7978387,56.03282396,165.5150701,129.7965352,150.6794241,10
"RBL1",6.158917081,4.991605169,5.929288955,6.29896025,6.099805166,5.837373583,5.076417915,9
"EFEMP2",61.93977951,55.63101913,59.22645013,63.81507075,84.84347166,87.04923869,49.27338978,3
"CEP290",40.3365299,18.00816052,29.24493313,7.328219071,14.34338778,11.78361409,28.5144518,9
"KLHL32",43.95739533,29.50541181,37.93354265,3.726714054,5.955336139,9.098978841,13.71743191,8
"RSRC1",56.43697854,42.83398894,39.54766194,8.763178049,14.00445789,11.85671152,36.09247109,7
"BARD1",7.977303267,5.484532441,5.71878122,5.934918543,6.401640236,7.790872688,6.077124302,5
"NIPSNAP3A",159.9783044,74.7672091,181.6150701,5.113549838,34.03212913,30.81041033,130.8144196,10
"NUP54",106.0486631,27.67029053,127.1491445,16.23815795,33.82865913,21.59411284,59.6590416,5
"UBE2J1",23.812403,13.89795838,63.48132913,14.47342425,12.00526925,15.73463977,22.93372371,10
"FLOT1",271.8020457,195.9893539,394.3732449,117.6090396,125.279488,103.5034533,204.747878,8
"CTNNA1",172.387782,131.5407126,138.8498622,57.22917247,115.7899868,82.0035023,88.86588907,6
"CHD1",122.7544983,75.01507013,170.6150701,16.38454045,43.30001629,41.46209368,54.9402173,9
"STRN3",25.74870265,12.08972034,28.18653325,5.941317775,8.300520312,6.672992191,13.41864126,10
"EPS8",91.81573335,115.4287029,56.14525641,22.64011176,46.46917117,24.87989864,40.9659937,10
"PTMA",115.7329672,149.2559165,129.1034166,132.7557902,158.6951851,180.7487751,141.7874899,5
"GPRIN2",130.4740384,80.66907218,126.2191759,95.37709935,109.8150701,117.866845,130.7464532,9
"OAT",1935.11507,1011.26463,1918.861761,52.04837647,280.2778241,122.8912062,1283.008234,10
"PCBP2",40.06709207,18.44959083,36.32912895,9.613080122,27.25008232,10.21653174,12.62861945,4
"STXBP1",2459.61507,929.9212766,1688.853446,141.0417429,569.3150701,241.6035948,1591.086117,10
"MEAF6",88.52691426,32.22223591,69.02833539,27.37567725,29.77788044,29.11293375,39.05604969,3
"NAA50",223.131157,166.0150701,194.3698597,30.87231324,59.00803386,34.12879116,94.05123647,7
"SGK223",82.83831647,56.72737483,54.87490938,78.5632943,70.04748357,70.57675942,60.46046552,5
"UBQLN4",99.27122845,215.920665,116.9748672,292.9650701,260.5001977,271.4266152,200.5150701,10
"LEF1",56.90635969,158.1132225,53.04730962,88.66556419,99.59233929,89.76211134,94.04828373,10
"OXCT1",89.13246419,33.48068796,104.0575541,18.21281013,25.01998086,18.45856115,67.13263234,5
"THRAP3",111.45371,65.51507039,82.13159786,83.72559074,71.443059,80.10534784,77.76450329,9
"MLLT10",38.49572671,20.44964878,32.96688052,28.29022529,28.89415435,29.60359256,31.0495036,4
"SCYL2",106.9154784,48.1533421,123.1828579,29.51193384,28.60408499,29.43654759,100.5772233,7
"EPRS",353.701184,216.4237677,544.8150701,32.88923389,109.0803168,70.77159427,307.7103677,10
"MIS18A",21.79799661,12.53209531,20.67721523,26.6007789,20.13192594,25.82986827,21.75847916,4
"PGM1",323.7416338,90.33916585,126.860653,30.7092503,45.33774651,35.35424236,120.8150701,8
"TPI1",418.9918149,199.1109504,400.1844544,60.95132045,133.9942921,81.32666002,182.1317595,8
"TBC1D4",372.0534371,174.7448046,389.022597,35.22264999,126.3451204,78.69412103,334.2707034,10
"ITPR1",148.4522929,119.1812506,374.5150701,21.77046923,88.73663795,36.69598118,140.2649794,8
"HCLS1",17.41942204,15.10164452,18.22202133,13.6917133,23.05125037,19.71980575,15.77800773,6
"PLEKHA2",173.9911073,92.57331922,162.4941453,91.75014607,121.033957,93.61821326,82.55975134,7
"LGR4",39.72520075,12.93836301,29.58791647,15.3054651,25.14759591,18.31698799,26.39302679,9
"SIRT1",26.56808252,20.75608895,35.69690891,5.378636488,9.048209737,9.951730441,12.90250884,6
"SKIV2L2",285.3769726,120.5156463,198.7186569,18.09701984,79.50343516,66.8925165,283.8329921,10
"MORF4L1",115.4925329,26.40048102,68.24200529,22.71852958,15.49767304,15.88915911,33.23790555,8
"RANBP2",101.6493801,53.84908177,58.79236587,40.67732359,65.1686978,54.85778287,66.61410745,6
"ARFGEF2",168.5396607,56.05228411,297.1703613,67.08955505,70.2027858,83.41507012,119.9515904,8
"CPOX",42.37791317,24.39390254,39.8949957,8.002683214,12.71460498,14.57937979,15.96240072,9
"ZPR1",74.46184671,61.61507154,73.34046379,70.35633022,71.86313028,71.04990898,75.49160445,9
"HECW2",107.9656426,71.2413128,135.7738182,79.01507012,75.27026567,66.61980458,94.36417937,10
"AKR1B1",275.6046213,156.1883924,239.9316218,76.94753973,77.84086488,76.47163621,114.527525,7
"GABARAP",298.6602347,139.3825703,269.3861039,48.38156767,122.6888907,67.88934697,114.4150701,9
"CD40",64.68982757,95.46344036,87.71794801,120.3425085,109.8155392,99.48832861,83.72568785,10
"CD36",9.894785168,21.36477632,5.956542486,26.32576263,22.97178801,25.62088949,18.64084898,5
"DSP",38.61237404,22.55319782,52.22714645,21.61945854,21.89854822,21.51657131,22.25526925,8
"PSMA1",247.8375861,106.231702,181.5643669,71.74895074,72.30602345,55.31508436,118.8253097,4
"NSUN2",187.9644525,105.9397814,213.3150701,66.11094773,81.42181146,69.90159417,105.242559,4
"SEPT8",147.5576648,153.8335534,352.5150701,124.0432724,164.2329017,151.2437302,164.045902,8
"USP25",191.9811317,93.24120107,246.5249572,50.2232562,62.29758271,59.13186552,129.9665197,9
"RPL6",351.1404963,167.6551876,256.7215572,56.11095151,139.6559022,81.35803974,160.8542945,10
"UQCRB",13.43675662,7.144621561,10.18075444,6.641804297,6.530114695,6.615387868,5.808200426,4
"TSPAN4",35.25566129,38.24806827,29.27879258,45.34026207,49.64201144,43.92609372,35.5169235,6
"SYNJ1",987.7849526,372.2912979,875.2539572,19.90239237,48.96434082,33.50111388,442.4193433,10
"KDM6A",20.21017742,9.169301979,22.14206559,4.798546459,5.709861725,7.763562981,14.23135503,7
"AHCYL2",19.1090325,18.0983039,21.77670559,35.75728781,32.86821681,28.34146494,25.94340075,4
"RANBP6",651.841506,264.9901447,602.6235821,34.9203147,67.24774783,45.81908122,352.0819257,9
"UTP14A",30.21012857,16.67405915,26.60344988,19.13849143,15.49565051,10.88839375,17.57918676,4
"SULT1A1",38.62741543,28.97647954,40.51476256,22.14978554,25.89583328,22.11096708,27.10884159,3
"ATP6V1E1",747.5683636,288.5343498,476.1863097,67.93609063,137.336042,99.91359955,266.3150701,6
"PCDH17",278.0122814,163.9233366,211.5323226,61.90380598,94.20723018,103.7543382,260.9530513,10
"CDK6",26.52455516,34.79057488,75.61507013,25.4911844,35.4240909,21.78320442,53.26648602,9
"RPS6",374.7757318,664.6710462,694.5411128,268.6405504,421.8145498,396.6759686,333.6150701,10
"HADHA",154.9947715,105.9184532,123.8520319,47.99699245,74.02286303,48.98212283,89.65393433,7
"DDB1",139.6220636,113.7929882,159.9313122,96.77500306,94.07955208,86.01752825,108.9738808,7
"KCNE4",55.31470279,15.43877022,12.00575107,21.27768515,22.2624738,16.42818085,17.14278392,6
"JMJD6",92.42988971,60.10106779,90.96288809,26.70114291,53.49254482,34.10690658,58.92392,5
"SEC24A",14.0626405,4.959957623,10.43509113,5.064473051,4.244163874,5.145447943,4.39477166,3
"FAM96B",169.9272226,86.16592743,192.6235107,81.51368083,74.19566305,73.98511636,78.79058601,8
"TAX1BP1",444.869621,292.790472,559.7611349,33.73091699,102.1948787,68.62349231,388.9150701,10
"TIA1",76.45063469,54.96011133,80.5285069,57.75881117,42.782728,50.597189,68.05223824,7
"TRA2B",34.31991695,23.37321354,46.14813303,27.2299814,26.51359094,26.09288026,25.23714842,6
"ELSPBP1",38.95046491,43.39264224,38.7426974,69.82248927,57.7150769,54.06464497,47.0865169,3
"LAMP1",3532.634655,2819.86507,4002.159495,844.1775675,2376.79174,1863.194848,3481.894985,10
"GNG4",105.7861861,45.71417649,148.3678683,22.47738437,25.08751796,27.85557457,71.03795453,8
"PDLIM2",70.16055973,60.05248293,87.41400038,68.01749907,68.40790733,60.38254724,76.19650619,3
"CD63",264.258277,178.9670993,559.2150701,99.31807495,121.0859642,110.1195035,197.247726,9
"RBM17",179.6576093,86.82577961,140.315454,13.93557381,60.79223073,24.67211818,60.91143364,10
"CYP2E1",47.62085965,23.51532006,37.40271985,30.05544274,33.94793014,29.648177,29.9496264,8
"YTHDF2",87.30356046,51.4760202,168.0585639,29.01271284,41.61712824,22.48008671,48.07342239,3
"PLCG2",69.19147943,55.967959,65.7981283,106.4559267,109.1835053,92.54410173,71.96693807,8
"GP6",17.26522028,21.68533256,17.00323781,22.79368721,24.32119736,24.9450516,20.95807189,6
"MAPT",240.1702134,185.6516953,279.2150701,128.9305646,243.1188858,113.0528248,268.8370652,10
"TAL1",34.15990028,16.56196515,13.4266836,17.34945299,16.18805513,14.6257698,16.73266267,10
"MSH6",74.37605619,33.26904111,71.44263883,22.89838452,44.43496868,27.29112224,42.7480596,3
"SEC23IP",59.66750151,15.66082204,42.51251083,9.777921534,17.19874028,12.15535416,25.1022183,8
"NRG2",73.71507013,51.44886222,69.92400175,43.1256255,59.91507327,76.41967452,65.23754413,7
"PCM1",106.8496212,25.66737573,98.83431985,31.34066461,48.35457082,28.05884369,36.99844055,5
"FUT11",47.71545681,32.61009037,63.53185071,27.36930209,33.40533275,22.91936225,29.51453749,7
"CSNK2A1",171.7150701,55.49347264,126.2150701,51.08538165,24.15487432,37.22068116,83.10248416,8
"TGS1",41.44673853,25.18946081,36.45489901,21.08352734,36.21211068,36.68779125,31.64613382,9
"CDK19",5.178666249,8.184518791,9.413906481,5.290971335,5.240688138,6.883054175,6.352003193,4
"LIMK1",56.38448153,60.62683631,58.75341775,47.2154574,44.52373821,33.89850404,66.33035001,3
"RNF213",18.84919299,15.55268595,27.13042629,18.39307252,29.92484763,32.3993584,27.21944496,7
"HNRNPH1",530.2532116,357.738156,439.4349362,73.62799387,243.090319,228.3998962,348.9164385,10
"MED22",36.94465382,21.10402173,42.88117541,25.00192932,19.49304556,17.44782927,17.6627461,3
"SUN1",224.328135,129.7013343,218.0911827,15.0021227,80.37359349,24.71753641,56.96945265,10
"ATXN7",24.05973786,19.04199728,37.07741055,8.10661603,13.60685655,4.94437131,17.95670035,9
"PRKCI",122.5150701,86.48260256,114.9678586,16.23754994,32.57828371,29.41811569,103.1377969,8
"PIGA",6.554912793,5.626397212,7.348362258,5.256482031,4.255172877,4.15231603,5.524283693,7
"LAGE3",119.1315704,43.1286016,86.4104506,38.1205658,53.31509922,45.84880694,49.58037748,3
"SENP7",62.40420283,54.11268892,63.65451409,16.37644896,27.08768423,23.04173769,32.64028072,10
"SKP1",3024.169762,1442.451043,2153.72608,50.2395104,627.3229911,260.043887,1727.841191,10
"AUH",287.0674055,196.2753754,276.8120218,42.47155998,36.90356132,33.19974316,242.5262784,9
"GNA11",91.34313942,116.7825778,131.5273247,139.0150996,121.5429932,106.3150701,130.0150701,6
"ZC3H15",329.8181456,163.9120908,402.5150701,31.69021176,84.56921,49.14377909,330.3284629,8
"BIRC2",339.3425368,181.3584918,304.6287183,14.00858707,99.75856626,31.34959866,173.9621593,9
"C1orf109",101.821233,36.33929054,54.56143088,6.007630018,17.45143809,13.9432284,75.42316346,8
"FHL1",717.4150701,255.0350869,396.989145,55.37433391,191.9444756,137.5147876,209.634397,9
"HAUS7",25.33238866,15.93495161,35.00315944,24.8514336,28.16404848,20.39122377,30.1354779,5
"TNIP2",97.9047312,48.49109965,110.8138956,50.63138056,63.10986482,92.57544206,58.51115674,5
"HEYL",46.83101571,69.67097771,44.97225839,54.27064462,58.04968307,54.2150992,39.43197296,6
"RPS7",1231.530568,848.5594136,1090.135148,224.4588596,845.3849449,528.9281101,770.5453582,10
"VDAC2",437.8172321,208.5305235,341.9650701,52.01071531,65.39019215,41.27066277,232.258034,10
"WASF1",319.1359378,219.9318263,765.5329581,64.26800089,119.8430557,56.73194964,282.7791842,8
"PSMB4",1342.061978,613.1565995,1060.094274,48.94634417,215.6150701,173.3031894,935.834155,9
"TRIM32",57.41532884,51.04347582,60.36139299,55.95252846,45.02200001,54.27544467,49.61594512,6
"RPS29",1283.238874,838.0539894,790.615775,234.1150701,846.0300392,659.7884113,574.5710783,10
"TNIK",61.01507154,41.29283617,61.71507154,42.28333297,35.27736873,36.95103957,37.75193099,8
"SRP14",645.4492858,495.3868548,796.0853607,75.82253077,305.3691128,178.1074993,590.514801,10
"MAGED1",567.8426346,215.1581074,479.1311271,44.19641918,75.60363213,59.39707053,356.7154386,6
"F8",115.8307676,68.4883931,93.53373995,45.14050026,45.56796929,46.6446426,63.31507075,10
"RPL23A",608.2711401,375.5796066,372.8112942,133.4545907,428.224617,266.7431845,343.9554832,10
"MED8",102.8256249,79.32367903,101.9150701,67.92707691,64.47191139,75.55460208,115.0417541,8
"TCOF1",35.88120289,31.02528067,41.33419141,54.8386016,58.28230873,44.6566242,43.93225537,3
"CHEK1",16.26888433,16.28509594,11.24762318,24.03576887,19.4937948,14.60763683,21.94697491,9
"FLOT2",71.01066916,93.08767822,84.04303318,86.5911372,56.16686384,78.54394365,67.73629082,8
"SOX6",70.24634351,39.31850159,34.2907719,45.1416693,39.72463132,50.31518215,25.49843413,5
"CSK",150.2472269,81.22559879,164.173263,39.51119429,90.96914418,37.97067473,105.6700208,6
"GPI",133.0633262,65.21289971,288.2678627,30.29562647,26.32118591,20.5239057,53.18941602,6
"DYNLT1",111.2793812,45.58478415,77.79713716,15.33923477,39.63838301,37.10954468,58.15863315,9
"NCKAP1",549.3150701,225.9150701,505.322134,23.97399505,85.96815357,45.04033689,290.2396805,10
"RPS28",1803.975923,908.9138056,1535.108231,273.492521,696.2165324,714.9301799,893.3661412,10
"RPL32",1236.247892,780.9284108,857.2168635,254.6801993,764.6433014,575.8409766,494.72251,10
"CTSD",34.86329228,22.99426824,54.34094158,35.57585291,29.26114634,27.66351258,29.17590031,3
"SMURF1",65.87475806,37.27778167,31.93776241,19.16576263,15.39630248,23.97832263,21.12844388,4
"ZDHHC17",194.4862275,96.96721325,118.3806713,19.24026893,49.30202839,37.22068116,141.1625283,9
"RLF",77.20731024,55.1962929,54.35074412,44.48131376,45.98448088,38.22252273,49.27640913,10
"TRNT1",151.8103614,65.53738422,130.502375,43.4419409,44.29494722,44.15123768,83.35203988,9
"CRYGS",16.48238994,23.0851868,9.551384705,16.76882738,15.38197617,17.46738358,13.07126954,8
"WAS",182.7741796,203.7505899,167.5716101,284.2710654,240.1880431,270.2917492,202.1445476,9
"USP49",35.78185978,52.47908683,52.96584033,40.35713994,35.99174595,36.61884646,41.91711617,6
"HSPA4L",57.21669236,20.12584396,39.70191333,8.377692546,9.498699345,11.02244459,35.0438891,5
"DUSP10",7.805618694,10.06917478,8.274404703,18.77343884,16.09834974,15.63416062,11.1674007,5
"RCAN2",1410.81507,646.9724362,956.3017631,55.78223513,142.4364494,79.7706954,721.9940032,10
"VPS25",40.37753676,33.50025235,37.75306333,41.89528133,36.35180842,37.53718155,35.40128939,5
"DUSP7",109.2214972,91.41101136,131.2326685,52.47819925,60.44624845,67.56473054,81.07141496,10
"CFL2",362.8150701,284.5196181,486.6150701,13.37029897,55.62923543,39.25210861,266.3178854,10
"SF3A1",210.8257297,105.7174326,185.3264953,71.07667871,102.0416376,85.44502359,98.34977422,6
"SH2B3",47.0154574,75.99332992,78.86726691,56.3842661,59.26107896,46.74038465,40.11567508,8
"NUP107",44.37106376,21.8761349,32.88916988,20.12607331,20.63218486,14.07844562,23.42268634,5
"ACAT1",5.723526559,3.398492077,6.21041594,4.633957163,4.175731161,3.640875408,4.244282381,3
"TTC19",103.9527224,47.38340996,82.8815659,24.35300277,32.6970838,23.75415595,43.39384458,10
"RGS2",460.4940741,322.6430137,577.9554686,35.20090703,73.09247493,55.47941594,237.9385114,10
"DMWD",73.42976696,125.9536166,94.06500211,205.0001486,158.5358037,154.3311277,139.4544601,4
"MAPK6",379.3150701,227.5758073,436.4211098,69.10194227,94.57099435,68.19359002,249.9732878,8
"MTHFD2",186.8739439,228.4035106,600.3978094,18.36175026,88.88588894,61.03530991,389.7150701,9
"ATP6V0C",296.9585075,172.3171882,246.149973,119.5157929,132.5485863,143.4818353,328.6719792,7
"GRB2",171.5459503,80.54877832,167.2309547,65.65401918,86.33705225,65.68362547,139.0968353,9
"CCDC14",199.2150701,105.8616192,134.958034,36.54242362,100.6589733,33.73211837,91.62480412,9
"AP3S1",1428.776484,1011.966386,1127.141653,104.8501516,383.3202829,276.3150701,1123.778685,9
