"SUID","name","selected","shared name"
"128427","IGBP1","false","IGBP1"
"128428","PPP4R2","false","PPP4R2"
"128430","PALLD","false","PALLD"
"128432","TRIM5","false","TRIM5"
"128433","USP21","false","USP21"
"128435","TRIM34","false","TRIM34"
"128437","DNM2","false","DNM2"
"128438","CCDC90B","false","CCDC90B"
"128440","PCGF3","false","PCGF3"
"128442","HSPA2","false","HSPA2"
"128443","CEP57","false","CEP57"
"128445","AKR1C1","false","AKR1C1"
"128447","TBP","false","TBP"
"128448","TCF12","false","TCF12"
"128450","RACK1","false","RACK1"
"128452","PNISR","false","PNISR"
"128454","PPP1R12B","false","PPP1R12B"
"128456","SAT1","false","SAT1"
"128458","CHD4","false","CHD4"
"128459","TWIST1","false","TWIST1"
"128461","WDR5","false","WDR5"
"128463","HDAC3","false","HDAC3"
"128465","CBX4","false","CBX4"
"128467","UBE2D2","false","UBE2D2"
"128469","PDE4B","false","PDE4B"
"128471","CHD3","false","CHD3"
"128473","IQGAP1","false","IQGAP1"
"128475","FAM9B","false","FAM9B"
"128476","CMTM6","false","CMTM6"
"128478","SPACIA1","false","SPACIA1"
"128479","MARK3","false","MARK3"
"128481","DNMT3B","false","DNMT3B"
"128483","ZFC3H1","false","ZFC3H1"
"128484","MIB1","false","MIB1"
"128486","ARRB2","false","ARRB2"
"128487","LIMA1","false","LIMA1"
"128489","MAP3K7","false","MAP3K7"
"128491","ANKRD10","false","ANKRD10"
"128493","MAPKBP1","false","MAPKBP1"
"128495","GRK5","false","GRK5"
"128496","BCLAF1","false","BCLAF1"
"128498","NF2","false","NF2"
"128499","RIT1","false","RIT1"
"128501","STX16","false","STX16"
"128504","NBPF1","false","NBPF1"
"128506","SEPT2","false","SEPT2"
"128508","PRPSAP1","false","PRPSAP1"
"128509","UBLCP1","false","UBLCP1"
"128511","EBNA1BP2","false","EBNA1BP2"
"128512","ADNP","false","ADNP"
"128514","SAP18","false","SAP18"
"128516","EMD","false","EMD"
"128518","RPS3A","false","RPS3A"
"128520","HDAC1","false","HDAC1"
"128522","HIST3H3","false","HIST3H3"
"128524","EED","false","EED"
"128526","RNF2","false","RNF2"
"128528","BMI1","false","BMI1"
"128531","POLR2I","false","POLR2I"
"128532","CPSF6","false","CPSF6"
"128534","CEP170B","false","CEP170B"
"128536","KAT2B","false","KAT2B"
"128538","KIAA0368","false","KIAA0368"
"128539","RCN2","false","RCN2"
"128541","KAT5","false","KAT5"
"128543","YWHAE","false","YWHAE"
"128545","CFTR","false","CFTR"
"128547","EGFR","false","EGFR"
"128549","ASB17","false","ASB17"
"128551","IRS4","false","IRS4"
"128553","TP53","false","TP53"
"128555","ZNF573","false","ZNF573"
"128557","SUMO1","false","SUMO1"
"128561","MAP3K5","false","MAP3K5"
"128562","TXN2","false","TXN2"
"128565","CDK12","false","CDK12"
"128569","DNTT","false","DNTT"
"128571","CTDP1","false","CTDP1"
"128572","MED8","false","MED8"
"128574","GTPBP4","false","GTPBP4"
"128575","IFRD1","false","IFRD1"
"128577","JMJD1C","false","JMJD1C"
"128579","CSDE1","false","CSDE1"
"128580","PLOD2","false","PLOD2"
"128582","RPL4","false","RPL4"
"128584","ZCCHC6","false","ZCCHC6"
"128586","SMNDC1","false","SMNDC1"
"128590","VCAM1","false","VCAM1"
"128591","FLNC","false","FLNC"
"128593","TCEA2","false","TCEA2"
"128596","KCTD12","false","KCTD12"
"128598","WWP2","false","WWP2"
"128600","EIF4B","false","EIF4B"
"128601","POT1","false","POT1"
"128603","CUL3","false","CUL3"
"128606","CSTF2","false","CSTF2"
"128609","SAFB","false","SAFB"
"128611","TP63","false","TP63"
"128614","ABI1","false","ABI1"
"128616","NDEL1","false","NDEL1"
"128618","IFITM2","false","IFITM2"
"128620","TRAF3IP1","false","TRAF3IP1"
"128622","ARMC1","false","ARMC1"
"128624","LPCAT4","false","LPCAT4"
"128626","TSNAX","false","TSNAX"
"128627","SEC24A","false","SEC24A"
"128629","ITGA6","false","ITGA6"
"128631","UCHL1","false","UCHL1"
"128633","PDGFB","false","PDGFB"
"128634","SPARC","false","SPARC"
"128636","ZNF417","false","ZNF417"
"128638","TSPYL5","false","TSPYL5"
"128640","MON2","false","MON2"
"128642","DIDO1","false","DIDO1"
"128644","KCNIP3","false","KCNIP3"
"128646","ARRB1","false","ARRB1"
"128648","NOTCH1","false","NOTCH1"
"128650","WASHC4","false","WASHC4"
"128652","FAM124A","false","FAM124A"
"128654","CDC25A","false","CDC25A"
"128656","PFN2","false","PFN2"
"128658","U2SURP","false","U2SURP"
"128659","SF3A2","false","SF3A2"
"128661","HNRNPA1","false","HNRNPA1"
"128664","ITSN2","false","ITSN2"
"128666","EIF3A","false","EIF3A"
"128668","TMEM38B","false","TMEM38B"
"128670","WDR11","false","WDR11"
"128673","CLNS1A","false","CLNS1A"
"128675","USP39","false","USP39"
"128677","HDAC2","false","HDAC2"
"128679","BRAP","false","BRAP"
"128681","HEATR3","false","HEATR3"
"128684","DAAM1","false","DAAM1"
"128686","CALD1","false","CALD1"
"128688","KBTBD7","false","KBTBD7"
"128689","NSMAF","false","NSMAF"
"128691","UBXN7","false","UBXN7"
"128693","MAP3K11","false","MAP3K11"
"128695","TCF3","false","TCF3"
"128697","ZCCHC8","false","ZCCHC8"
"128699","GOLGA7","false","GOLGA7"
"128701","CKB","false","CKB"
"128703","ACTN1","false","ACTN1"
"128706","RALGDS","false","RALGDS"
"128708","CNOT1","false","CNOT1"
"128710","SDHAF2","false","SDHAF2"
"128713","SSSCA1","false","SSSCA1"
"128715","ZRANB2","false","ZRANB2"
"128717","UCHL3","false","UCHL3"
"128719","VPS26A","false","VPS26A"
"128721","UFM1","false","UFM1"
"128723","SEC23A","false","SEC23A"
"128725","SERINC1","false","SERINC1"
"128726","SAMM50","false","SAMM50"
"128728","DDX21","false","DDX21"
"128730","TCF21","false","TCF21"
"128732","CEP85","false","CEP85"
"128734","DPP8","false","DPP8"
"128736","SCAF11","false","SCAF11"
"128738","ZNF750","false","ZNF750"
"128740","OAT","false","OAT"
"128742","CCHCR1","false","CCHCR1"
"128744","AIFM1","false","AIFM1"
"128745","CPOX","false","CPOX"
"128747","SRSF4","false","SRSF4"
"128750","CUL4A","false","CUL4A"
"128752","ELOC","false","ELOC"
"128754","PJA2","false","PJA2"
"128756","DCAF1","false","DCAF1"
"128758","DDB1","false","DDB1"
"128760","BRWD1","false","BRWD1"
"128762","MYOF","false","MYOF"
"128764","ANXA4","false","ANXA4"
"128766","DCP2","false","DCP2"
"128767","PHKB","false","PHKB"
"128770","UBE3A","false","UBE3A"
"128772","SUMO3","false","SUMO3"
"128774","KAT2A","false","KAT2A"
"128776","ITPR2","false","ITPR2"
"128778","ZNF292","false","ZNF292"
"128781","PHYH","false","PHYH"
"128784","ADRA2A","false","ADRA2A"
"128787","RPL7A","false","RPL7A"
"128789","CEP131","false","CEP131"
"128791","CNTROB","false","CNTROB"
"128793","NYNRIN","false","NYNRIN"
"128795","PTPN14","false","PTPN14"
"128797","PUM1","false","PUM1"
"128799","RPL36A","false","RPL36A"
"128801","SEC16A","false","SEC16A"
"128803","TNRC6B","false","TNRC6B"
"128805","TUBGCP2","false","TUBGCP2"
"128807","CSNK1E","false","CSNK1E"
"128809","ANXA1","false","ANXA1"
"128812","SMC5","false","SMC5"
"128814","TMX1","false","TMX1"
"128816","BCL6","false","BCL6"
"128818","YY1","false","YY1"
"128820","YY2","false","YY2"
"128822","ZIC3","false","ZIC3"
"128824","OGT","false","OGT"
"128827","SF3B1","false","SF3B1"
"128829","PRKAB2","false","PRKAB2"
"128831","ATF2","false","ATF2"
"128833","RPS3","false","RPS3"
"128836","SMAD2","false","SMAD2"
"128839","PTPRA","false","PTPRA"
"128841","H2AFY","false","H2AFY"
"128843","SUZ12","false","SUZ12"
"128847","HSPA4L","false","HSPA4L"
"128848","TCEAL1","false","TCEAL1"
"128851","FBL","false","FBL"
"128853","PMAIP1","false","PMAIP1"
"128855","LRCH2","false","LRCH2"
"128856","CRLF3","false","CRLF3"
"128858","SASH1","false","SASH1"
"128862","RELA","false","RELA"
"128865","TUBG1","false","TUBG1"
"128867","PCF11","false","PCF11"
"128869","DHX29","false","DHX29"
"128870","PAPOLG","false","PAPOLG"
"128873","NOTCH2","false","NOTCH2"
"128875","RPL17-C18orf32","false","RPL17-C18orf32"
"128878","COPS5","false","COPS5"
"128880","KIAA2010","false","KIAA2010"
"128882","ATP6V0C","false","ATP6V0C"
"128884","UPF3B","false","UPF3B"
"128886","NUCB1","false","NUCB1"
"128889","TERF1","false","TERF1"
"128891","GNB5","false","GNB5"
"128892","GNG5","false","GNG5"
"128894","NDUFV1","false","NDUFV1"
"128896","RAB7A","false","RAB7A"
"128898","ZNF211","false","ZNF211"
"128902","UBD","false","UBD"
"128904","TMOD2","false","TMOD2"
"128906","NAP1L4","false","NAP1L4"
"128908","LIG4","false","LIG4"
"128910","OS9","false","OS9"
"128912","ENO1","false","ENO1"
"128914","IGSF8","false","IGSF8"
"128917","FKBP4","false","FKBP4"
"128919","SYNPO2","false","SYNPO2"
"128921","SIAH2","false","SIAH2"
"128922","SETD2","false","SETD2"
"128924","XPO7","false","XPO7"
"128926","SF1","false","SF1"
"128928","RPS18","false","RPS18"
"128930","USP15","false","USP15"
"128933","CAMKK2","false","CAMKK2"
"128935","KCND2","false","KCND2"
"128937","STAU1","false","STAU1"
"128939","RASSF5","false","RASSF5"
"128941","SLPI","false","SLPI"
"128943","EIF3L","false","EIF3L"
"128945","NCOA3","false","NCOA3"
"128947","FBXW7","false","FBXW7"
"128949","PSAP","false","PSAP"
"128950","SGK223","false","SGK223"
"128952","THUMPD1","false","THUMPD1"
"128953","RANGRF","false","RANGRF"
"128955","SPG21","false","SPG21"
"128957","SRF","false","SRF"
"128959","STN1","false","STN1"
"128961","EPS8","false","EPS8"
"128963","SIRT7","false","SIRT7"
"128965","RFXAP","false","RFXAP"
"128968","MAGOH","false","MAGOH"
"128973","STAG2","false","STAG2"
"128977","GDI1","false","GDI1"
"128981","VAMP4","false","VAMP4"
"128983","ARID3B","false","ARID3B"
"128985","SURF1","false","SURF1"
"128987","SOX2","false","SOX2"
"128989","SPEN","false","SPEN"
"128991","ALAD","false","ALAD"
"128993","XRCC6","false","XRCC6"
"128996","KCTD20","false","KCTD20"
"128997","MARK4","false","MARK4"
"128999","ENO2","false","ENO2"
"129001","LDHA","false","LDHA"
"129003","VCP","false","VCP"
"129006","CCSER2","false","CCSER2"
"129008","CHMP6","false","CHMP6"
"129009","METTL9","false","METTL9"
"129011","EFEMP1","false","EFEMP1"
"129012","ATN1","false","ATN1"
"129014","KAT6A","false","KAT6A"
"129016","RPS6","false","RPS6"
"129018","TRA2A","false","TRA2A"
"129020","SLC26A2","false","SLC26A2"
"129021","MGAT4B","false","MGAT4B"
"129023","PRKACA","false","PRKACA"
"129025","CEP76","false","CEP76"
"129028","CBX1","false","CBX1"
"129030","SIRT1","false","SIRT1"
"129032","DCLRE1A","false","DCLRE1A"
"129034","UBE2A","false","UBE2A"
"129036","CUL4B","false","CUL4B"
"129038","PPP1CC","false","PPP1CC"
"129040","TFAP4","false","TFAP4"
"129043","CUL5","false","CUL5"
"129045","CUL1","false","CUL1"
"129047","SLX4","false","SLX4"
"129049","FOXO3","false","FOXO3"
"129051","UBE2D3","false","UBE2D3"
"129053","POLA1","false","POLA1"
"129055","SNU13","false","SNU13"
"129057","CHAF1B","false","CHAF1B"
"129059","HSP90B1","false","HSP90B1"
"129061","RECQL5","false","RECQL5"
"129063","MLH1","false","MLH1"
"129065","KIN","false","KIN"
"129067","FBXO6","false","FBXO6"
"129069","GNPDA1","false","GNPDA1"
"129071","HEXA","false","HEXA"
"129073","PLAA","false","PLAA"
"129075","SGTA","false","SGTA"
"129077","USP5","false","USP5"
"129079","WARS","false","WARS"
"129081","XPNPEP1","false","XPNPEP1"
"129083","ASB8","false","ASB8"
"129085","PARP10","false","PARP10"
"129087","ZBTB1","false","ZBTB1"
"129089","MAGED1","false","MAGED1"
"129091","ISG15","false","ISG15"
"129093","TRIM25","false","TRIM25"
"129095","USP18","false","USP18"
"129097","MCM7","false","MCM7"
"129099","TDG","false","TDG"
"129101","SIVA1","false","SIVA1"
"129103","FUS","false","FUS"
"129106","USP2","false","USP2"
"129108","CCND3","false","CCND3"
"129110","POLL","false","POLL"
"129112","RFC3","false","RFC3"
"129115","OTUB1","false","OTUB1"
"129117","PCLAF","false","PCLAF"
"129119","CLSPN","false","CLSPN"
"129121","AIRE","false","AIRE"
"129124","MBD1","false","MBD1"
"129126","FAN1","false","FAN1"
"129128","ATAD5","false","ATAD5"
"129130","FANCD2","false","FANCD2"
"129132","POLN","false","POLN"
"129134","L3MBTL1","false","L3MBTL1"
"129137","CDKN2A","false","CDKN2A"
"129139","SPAG1","false","SPAG1"
"129141","PFKM","false","PFKM"
"129143","TPI1","false","TPI1"
"129145","POLK","false","POLK"
"129147","CDC25C","false","CDC25C"
"129149","RPA3","false","RPA3"
"129151","CDK4","false","CDK4"
"129153","UBE2B","false","UBE2B"
"129156","RAD21","false","RAD21"
"129158","SMARCAD1","false","SMARCAD1"
"129160","E2F3","false","E2F3"
"129163","KDM5C","false","KDM5C"
"129165","PAGE2","false","PAGE2"
"129167","C8orf36","false","C8orf36"
"129170","ITGB1","false","ITGB1"
"129173","RPS24","false","RPS24"
"129175","TRMT10C","false","TRMT10C"
"129177","ZBTB5","false","ZBTB5"
"129178","PPARG","false","PPARG"
"129180","ID3","false","ID3"
"129182","RAP1B","false","RAP1B"
"129183","RPTOR","false","RPTOR"
"129185","PTPN11","false","PTPN11"
"129187","GRB2","false","GRB2"
"129188","MAP4K5","false","MAP4K5"
"129190","HCK","false","HCK"
"129192","PPP1CA","false","PPP1CA"
"129194","TTC9C","false","TTC9C"
"129196","MDC1","false","MDC1"
"129199","TMEM165","false","TMEM165"
"129203","CDK2","false","CDK2"
"129205","NCL","false","NCL"
"129208","MED4","false","MED4"
"129209","MED14","false","MED14"
"129212","EPAS1","false","EPAS1"
"129215","MED19","false","MED19"
"129217","MYC","false","MYC"
"129219","SURB7","false","SURB7"
"129221","BRD4","false","BRD4"
"129223","RBM12","false","RBM12"
"129225","STIP1","false","STIP1"
"129227","PARP1","false","PARP1"
"129229","MED12","false","MED12"
"129231","MED18","false","MED18"
"129234","VDR","false","VDR"
"129236","MED17","false","MED17"
"129238","ACTN2","false","ACTN2"
"129240","NECAB2","false","NECAB2"
"129242","MED10","false","MED10"
"129245","PSMD1","false","PSMD1"
"129248","SNRPA1","false","SNRPA1"
"129250","PYM1","false","PYM1"
"129252","SART1","false","SART1"
"129254","SMG1","false","SMG1"
"129257","SMG6","false","SMG6"
"129259","UPF3A","false","UPF3A"
"129262","SF3B5","false","SF3B5"
"129264","U2AF1","false","U2AF1"
"129266","RPLP1","false","RPLP1"
"129268","PSMC5","false","PSMC5"
"129270","CALU","false","CALU"
"129272","TXNDC9","false","TXNDC9"
"129274","MICB","false","MICB"
"129278","TUBB","false","TUBB"
"129281","PRKRA","false","PRKRA"
"129284","HCFC2","false","HCFC2"
"129287","ATP4A","false","ATP4A"
"129289","CLK2","false","CLK2"
"129291","RAB26","false","RAB26"
"129292","RPH3A","false","RPH3A"
"129294","MAPK1","false","MAPK1"
"129296","YWHAB","false","YWHAB"
"129298","DERL1","false","DERL1"
"129299","UBE2J1","false","UBE2J1"
"129301","NGLY1","false","NGLY1"
"129303","APP","false","APP"
"129305","ALB","false","ALB"
"129307","SHH","false","SHH"
"129309","SERPINA1","false","SERPINA1"
"129311","PTGS2","false","PTGS2"
"129313","HMOX1","false","HMOX1"
"129315","EPHX1","false","EPHX1"
"129317","YIF1B","false","YIF1B"
"129319","ARL6IP5","false","ARL6IP5"
"129321","EMC1","false","EMC1"
"129323","RNF103","false","RNF103"
"129325","AVPR2","false","AVPR2"
"129327","YOD1","false","YOD1"
"129329","CACNA1C","false","CACNA1C"
"129331","HLA-A","false","HLA-A"
"129336","ZBTB49","false","ZBTB49"
"129338","DYNC1LI1","false","DYNC1LI1"
"129340","GABPA","false","GABPA"
"129342","HOXB5","false","HOXB5"
"129344","TRAM1","false","TRAM1"
"129346","VAMP5","false","VAMP5"
"129348","PPP6R1","false","PPP6R1"
"129350","RPL38","false","RPL38"
"129352","SUMO2","false","SUMO2"
"129354","MEAF6","false","MEAF6"
"129356","HIST1H3F","false","HIST1H3F"
"129358","KMT2A","false","KMT2A"
"129360","FAM96B","false","FAM96B"
"129363","PIPOX","false","PIPOX"
"129365","ALPP","false","ALPP"
"129367","MECP2","false","MECP2"
"129369","EDEM1","false","EDEM1"
"129371","TK1","false","TK1"
"129373","AMFR","false","AMFR"
"129376","STX4","false","STX4"
"129378","NFIA","false","NFIA"
"129380","PSMD12","false","PSMD12"
"129382","EXD3","false","EXD3"
"129384","KPNB1","false","KPNB1"
"129387","RPS17","false","RPS17"
"129389","CSN3","false","CSN3"
"129391","KAT8","false","KAT8"
"129393","SLC35A2","false","SLC35A2"
"129395","ZNF638","false","ZNF638"
"129397","PML","false","PML"
"129399","RGS3","false","RGS3"
"129401","EWSR1","false","EWSR1"
"129403","DAZAP2","false","DAZAP2"
"129405","MRPL58","false","MRPL58"
"129407","GNAI2","false","GNAI2"
"129409","HOXA1","false","HOXA1"
"129411","SHC1","false","SHC1"
"129413","OGDH","false","OGDH"
"129415","TERF2IP","false","TERF2IP"
"129417","HSPA8","false","HSPA8"
"129419","ZNF17","false","ZNF17"
"129421","TRIM63","false","TRIM63"
"129423","SNX11","false","SNX11"
"129427","KLHL40","false","KLHL40"
"129429","PRKN","false","PRKN"
"129433","OBFC2B","false","OBFC2B"
"129435","USPL1","false","USPL1"
"129437","MAP4K3","false","MAP4K3"
"129439","ZBTB18","false","ZBTB18"
"129442","P3H1","false","P3H1"
"129444","MAT2B","false","MAT2B"
"129446","PFDN5","false","PFDN5"
"129448","TNPO3","false","TNPO3"
"129451","JUN","false","JUN"
"129453","RCAN1","false","RCAN1"
"129455","AKAP5","false","AKAP5"
"129457","IRF2","false","IRF2"
"129460","KMT5A","false","KMT5A"
"129462","COX5A","false","COX5A"
"129463","HNRNPA0","false","HNRNPA0"
"129465","IVL","false","IVL"
"129467","RABL2A","false","RABL2A"
"129469","SF3B3","false","SF3B3"
"129471","NAPA","false","NAPA"
"129473","FLOT1","false","FLOT1"
"129474","MAN2A1","false","MAN2A1"
"129476","ZNF264","false","ZNF264"
"129479","PPP2R2D","false","PPP2R2D"
"129481","CD4","false","CD4"
"129484","PCDH17","false","PCDH17"
"129485","ZP3","false","ZP3"
"129487","UBE2I","false","UBE2I"
"129489","RPL24","false","RPL24"
"129491","CSAD","false","CSAD"
"129493","MED24","false","MED24"
"129495","BBS4","false","BBS4"
"129497","EIF6","false","EIF6"
"129499","ELOA2","false","ELOA2"
"129500","ZCCHC10","false","ZCCHC10"
"129502","DZIP3","false","DZIP3"
"129504","SNIP1","false","SNIP1"
"129506","CTNNBL1","false","CTNNBL1"
"129509","TFCP2","false","TFCP2"
"129512","ARGLU1","false","ARGLU1"
"129514","DHX8","false","DHX8"
"129516","PPIG","false","PPIG"
"129518","SIAH1","false","SIAH1"
"129520","DACH1","false","DACH1"
"129522","PTPN3","false","PTPN3"
"129524","SULT4A1","false","SULT4A1"
"129526","CEP70","false","CEP70"
"129528","THAP1","false","THAP1"
"129530","PRR13","false","PRR13"
"129532","SFMBT1","false","SFMBT1"
"129534","KCTD6","false","KCTD6"
"129536","LNX1","false","LNX1"
"129538","PSME3","false","PSME3"
"129540","EPS8L2","false","EPS8L2"
"129542","ANXA5","false","ANXA5"
"129544","NRIP1","false","NRIP1"
"129546","PSMD3","false","PSMD3"
"129548","TBC1D4","false","TBC1D4"
"129550","ZDHHC17","false","ZDHHC17"
"129555","AKT1","false","AKT1"
"129557","MARK2","false","MARK2"
"129559","MYOD1","false","MYOD1"
"129561","MED16","false","MED16"
"129563","TTR","false","TTR"
"129565","RRP7A","false","RRP7A"
"129567","ZC3H15","false","ZC3H15"
"129569","CDK19","false","CDK19"
"129572","TRA2B","false","TRA2B"
"129575","HUWE1","false","HUWE1"
"129577","XPA","false","XPA"
"129579","HGS","false","HGS"
"129581","MYH10","false","MYH10"
"129583","MYO18A","false","MYO18A"
"129585","RNF41","false","RNF41"
"129587","MCM2","false","MCM2"
"129589","SMAD7","false","SMAD7"
"129591","DHX15","false","DHX15"
"129593","RASSF1","false","RASSF1"
"129596","GAPDH","false","GAPDH"
"129598","PNMA1","false","PNMA1"
"129601","SSBP1","false","SSBP1"
"129603","TPP1","false","TPP1"
"129604","HNRNPH1","false","HNRNPH1"
"129606","LRRC14","false","LRRC14"
"129607","COPS3","false","COPS3"
"129609","RPA2","false","RPA2"
"129611","DPF2","false","DPF2"
"129614","KLHL12","false","KLHL12"
"129616","SRPK2","false","SRPK2"
"129619","KHDRBS2","false","KHDRBS2"
"129621","UTP20","false","UTP20"
"129622","ZBTB7A","false","ZBTB7A"
"129624","TTLL12","false","TTLL12"
"129626","DRG1","false","DRG1"
"129629","SNTB1","false","SNTB1"
"129631","GRN","false","GRN"
"129633","FUBP3","false","FUBP3"
"129635","ZBTB48","false","ZBTB48"
"129637","SOX9","false","SOX9"
"129639","SKIL","false","SKIL"
"129641","ALG13","false","ALG13"
"129643","ATP5C1","false","ATP5C1"
"129645","HDAC6","false","HDAC6"
"129647","KIF7","false","KIF7"
"129649","KIF1BP","false","KIF1BP"
"129651","OSGIN1","false","OSGIN1"
"129653","TRAPPC2L","false","TRAPPC2L"
"129656","UTRN","false","UTRN"
"129659","DEDD","false","DEDD"
"129660","CASP10","false","CASP10"
"129662","HSP90AA1","false","HSP90AA1"
"129666","SP1","false","SP1"
"129668","COPS6","false","COPS6"
"129671","NCOR1","false","NCOR1"
"129674","RPL22","false","RPL22"
"129679","RPS15A","false","RPS15A"
"129682","BIRC2","false","BIRC2"
"129684","HCFC1","false","HCFC1"
"129689","RANBP9","false","RANBP9"
"129691","TPM1","false","TPM1"
"129693","SKP1","false","SKP1"
"129696","CCT3","false","CCT3"
"129698","PSMA1","false","PSMA1"
"129701","HSPA1L","false","HSPA1L"
"129703","TXNL1","false","TXNL1"
"129706","RPS19","false","RPS19"
"129708","PCM1","false","PCM1"
"129710","RAD18","false","RAD18"
"129712","GRWD1","false","GRWD1"
"129718","MST065","false","MST065"
"129720","LY6G5B","false","LY6G5B"
"129724","PLBD2","false","PLBD2"
"129727","ACAD9","false","ACAD9"
"129729","SERTAD1","false","SERTAD1"
"129731","KRTAP10-3","false","KRTAP10-3"
"129732","CLK4","false","CLK4"
"129737","CUL2","false","CUL2"
"129739","TNFAIP1","false","TNFAIP1"
"129741","KCTD10","false","KCTD10"
"129743","SHPRH","false","SHPRH"
"129745","LAMP2","false","LAMP2"
"129747","HSPC142","false","HSPC142"
"129749","RNF8","false","RNF8"
"129752","ERCC8","false","ERCC8"
"129754","AID","false","AID"
"129757","PTMA","false","PTMA"
"129762","H2AFV","false","H2AFV"
"129764","HK1-tb","false","HK1-tb"
"129766","PDCD10","false","PDCD10"
"129768","RAD23A","false","RAD23A"
"129770","USP10","false","USP10"
"129772","FBXO18","false","FBXO18"
"129774","MCM4","false","MCM4"
"129777","CHFR","false","CHFR"
"129779","USP4","false","USP4"
"129781","GADD45A","false","GADD45A"
"129783","MCL1","false","MCL1"
"129785","RUVBL2","false","RUVBL2"
"129787","TIMELESS","false","TIMELESS"
"129791","DMAP1","false","DMAP1"
"129793","ELP3","false","ELP3"
"129795","DDX11","false","DDX11"
"129797","MGMT","false","MGMT"
"129799","CHEK1","false","CHEK1"
"129801","FANCA","false","FANCA"
"129803","CCL2","false","CCL2"
"129805","SETMAR","false","SETMAR"
"129807","WDR48","false","WDR48"
"129809","USP1","false","USP1"
"129811","MAPK15","false","MAPK15"
"129813","MDM2","false","MDM2"
"129815","RYK","false","RYK"
"129817","XRCC1","false","XRCC1"
"129819","MME","false","MME"
"129821","HDAC5","false","HDAC5"
"129823","ANXA2","false","ANXA2"
"129825","GCK","false","GCK"
"129827","GPI","false","GPI"
"129831","CDK5","false","CDK5"
"129833","TOP1","false","TOP1"
"129835","RFC1","false","RFC1"
"129839","TAF4","false","TAF4"
"129841","TRAP1","false","TRAP1"
"129843","RHOC","false","RHOC"
"129845","ILK","false","ILK"
"129847","TIPRL","false","TIPRL"
"129849","HGD","false","HGD"
"129851","ADAMTS1","false","ADAMTS1"
"129853","EIF5A","false","EIF5A"
"129856","RAB3GAP2","false","RAB3GAP2"
"129858","GNE","false","GNE"
"129860","UBE4B","false","UBE4B"
"129862","HSPH1","false","HSPH1"
"129864","IFT20","false","IFT20"
"129866","U2AF2","false","U2AF2"
