Gene,P_3A.CEL,P_4Aa.CEL,P_5A.CEL,P_7Aa.CEL,P_8A.CEL,P_MW4.CEL,P_MW5.CEL,P_MW8.CEL
ITPR2,3.558030001,3.377465809,3.063680443,3.304669885,4.020194343,2.599650918,4.173322981,3.8728347
ITSN1,13.15924758,9.121553464,9.396353834,9.944514641,9.672148752,7.006809839,6.705185169,9.133348216
ITSN2,5.051818897,5.949948483,5.611825022,8.180933704,7.418055787,5.611825022,4.807227919,3.999219629
IVNS1ABP,5.15625098,7.062949856,3.865019613,3.724890227,6.848430624,5.197813452,4.071265247,5.15625098
IWS1,2.061850744,2.515445491,2.458852811,2.652266445,2.997285718,2.582561399,2.542451912,3.538339472
JMJD1C,12.37680495,4.688908123,4.890856941,4.009668269,6.848430624,4.562297904,5.006779722,6.867873975
JMJD6,11.1442422,11.84963741,12.01758343,12.19549051,14.37728335,10.64613706,10.86673979,15.59706716
JUN,46.55586506,32.26776136,50.92960065,36.11245569,45.93419836,34.66295812,37.81108688,57.68207562
JUNB,1.726317235,1.700943115,1.979830928,1.683330265,1.322744832,2.287311174,1.946692748,1.683330265
KALRN,2.800121646,2.568458044,6.610026352,2.376207883,2.283947674,3.146903803,2.099276824,2.724890451
KAT2A,8.260944932,7.85314892,7.709438684,7.759435607,9.930835429,8.069116059,8.496458529,7.404200612
KAT2B,3.768977671,3.263249305,2.760569181,1.644894806,2.351069253,1.864071104,2.674957402,2.254738753
KAT6A,3.252599099,3.377465809,3.701040643,3.242198372,3.312098796,3.299345498,4.397764118,7.491331831
KAT7,8.452371554,8.082935347,12.41125859,7.414426727,8.271822427,7.342647724,7.915489337,6.461352934
KAT8,8.619883265,9.255746221,10.65434888,8.487323929,13.13976221,8.098294774,9.670857543,7.794552535
KATNB1,52.2034911,36.22888951,39.35007454,63.21198303,49.04962172,43.42698353,21.06750942,37.78327049
KBTBD2,8.023250088,10.19147559,9.330559539,11.25866676,11.1442422,8.533281941,6.471135636,10.23548347
KBTBD7,0.916017948,1.240906954,1.034039031,1.051086947,1.511615232,1.068094764,0.892202626,1.04013854
KCMF1,31.95399681,33.56288394,28.93437708,31.95399681,40.88670627,22.40703532,24.53955644,29.39387568
KCNA2,7.069959155,14.52425308,11.06807381,11.23515128,12.82658067,7.521195064,11.23515128,13.37982923
KCNAB1,11.05247555,19.41037598,16.26772996,9.640106117,7.601845869,9.447247144,4.827203,8.360684111
KCND2,4.17337846,6.257707061,3.812159238,3.959362165,5.68798052,3.316836869,3.777903587,5.999948962
KCNE4,1.660050035,1.65429759,1.979830928,1.660050035,1.673385646,1.937238807,1.993745466,4.16905404
KCNIP2,1.615107539,1.788566662,1.436094874,2.211373676,1.934209428,2.11608995,1.590098801,1.870545481
KCTD10,18.05861769,13.96086353,14.77385857,15.5506841,20.5778994,11.23515128,13.66778223,15.5506841
KCTD12,2.283947674,5.007942559,2.480342655,2.06954522,2.283947674,1.533821907,5.042831093,6.422249381
KCTD20,47.61152296,44.77641606,45.75743757,33.65570806,36.03112709,35.04891322,34.17616136,36.62330674
KCTD6,11.12125662,8.356074121,10.37866188,10.39389339,10.39389339,9.450020071,10.94853356,10.99164531
KDM1A,2.868240881,2.729598811,3.115303138,3.115303138,4.306877704,3.920692216,3.16512154,1.967499134
KDM5A,6.219692135,3.974348757,4.080390422,4.095381175,4.080390422,4.167566537,4.4715389,4.080390422
KDM5C,2.283947674,2.021041151,2.283947674,1.658492441,2.222891143,2.378022942,2.283947674,2.889200908
KDM6A,1.523177708,1.612635586,1.523177708,1.556578286,1.43723913,1.873491633,1.794072718,2.591305136
KHDRBS1,31.10797523,17.324914,21.03985567,16.09367174,21.35640018,18.42378273,23.69580096,17.14587399
KHDRBS3,2.639478811,1.928933509,3.674515357,1.979830928,2.776468989,2.802427882,3.217304243,1.979830928
KIAA0141,1.578183611,1.785644105,1.50961458,1.74231351,1.623954364,2.59773962,2.53833058,1.56727354
KIAA0368,2.706718478,2.447807755,3.362028346,3.004317959,4.013710471,2.026711315,2.151203239,2.447557435
KIAA1191,75.31920319,80.16630484,91.45758517,86.50746666,103.4630675,53.23899379,44.98881883,69.27390518
KIF1B,15.27907478,12.41125859,11.53942556,11.53942556,11.12632077,10.38658463,13.11254406,9.715692541
KIF3A,198.8006776,247.7369192,249.0756194,256.5375079,318.4515968,226.6895911,180.2592791,269.1640133
KIF5B,5.124390634,2.125386494,3.120246074,3.419064938,2.659290564,2.764546572,2.83964796,3.10692292
KIN,1.979830928,1.169177933,1.090819811,0.930140691,1.320929661,1.200373377,1.365739289,1.298435948
KLF3,1.637730251,2.584622334,2.36825056,1.541746813,2.222807733,1.590453586,1.78742393,1.714442351
KLF6,28.52328038,22.07146045,23.10107915,18.22390783,19.32583023,17.67425746,22.21643597,22.30265498
KLHDC3,2.342970582,1.991966451,2.381394298,3.3693416,1.89066487,3.086546059,2.098342041,1.979830928
KLHL12,6.915462646,8.568822173,6.789536188,8.298295139,10.00214635,6.257707061,5.106419342,7.672226468
KLHL13,6.811897358,5.513284123,4.439057582,10.45717214,12.53892557,9.800718059,5.827347704,8.360684111
KLHL22,8.981570705,8.437715205,6.952225624,10.45694263,10.50712741,9.376827868,7.874477089,7.52859431
KMT2A,6.169997132,5.477053735,6.412938392,6.954163124,6.169997132,3.888170652,6.722581249,8.64089251
KMT2B,1.352740326,1.404776911,1.915229315,1.037152069,1.298569667,1.239150563,1.103737953,1.331731059
KMT2C,18.45699286,21.64196689,14.84723766,7.200188576,13.25566912,11.23515128,9.814208038,14.3816492
KMT2D,18.3596055,8.56948122,13.95959749,6.504442665,15.48019876,7.600919412,8.960594732,10.86597192
KMT2E,1.245978528,1.518324451,1.6752665,1.064948093,1.493965984,1.225864035,1.553521616,1.35577085
KPNA1,5.195415357,1.996223167,3.629408446,3.668445481,3.862173988,2.468288756,2.49101227,2.752955762
KPNA3,5.579985452,4.601634642,5.876271192,4.071930509,5.189811905,5.284118861,6.353827371,4.123720104
KPNB1,28.65442476,11.23515128,13.80129809,15.8229173,15.70515308,14.95162218,14.54670442,15.8229173
KRAS,26.48495123,25.07391736,27.72180314,29.84505146,42.61686483,18.13963071,24.11202443,29.73865986
KRIT1,4.328500546,3.04307041,2.989503289,2.98289177,2.899228786,3.134956697,2.490333637,3.505201737
KRR1,5.545738102,2.947633208,2.660511949,1.782291427,1.938909865,2.881980129,4.611172856,1.979830928
KTN1,92.36601383,76.16908587,74.29830949,61.72721039,74.03016485,64.95609099,62.00884429,48.03558786
L1CAM,144.8015811,93.55621625,101.0369847,85.84834666,107.0806773,91.27365903,100.3414207,75.12107394
L3MBTL1,3.564073665,2.63572148,2.471397685,3.540024083,3.909999581,3.074392933,2.929235632,3.540024083
LAGE3,14.9064529,24.5599814,18.29262652,23.42937537,17.00738521,10.59358683,11.23515128,12.61633322
LAMA4,1.437363393,1.566644841,1.343355556,1.800024758,1.780052729,1.374755674,1.841095485,1.575149841
LAMP1,680.7979115,655.6303551,553.162441,609.8262502,696.7574376,493.6355489,525.3919007,486.2624548
LAMP2,16.80370413,14.45923913,11.57294222,10.59347684,12.16739365,17.15865345,19.30246345,17.68420769
LAMTOR1,11.95359433,15.52302974,19.25154735,19.23209184,17.37444748,13.6495006,12.94924392,10.46578882
LAMTOR3,7.166056903,3.999219629,4.100067467,5.806421031,5.128001291,3.167063334,3.428521728,4.946995957
LAMTOR5,40.21198303,54.69009805,54.36501719,62.90226502,54.16715272,51.57561939,34.97117414,49.81648654
LAPTM5,1.915395407,6.525740867,2.44423794,1.778091021,4.807227919,1.958713531,4.593338384,3.068307094
LARP1,178.9197973,171.5603389,151.5756194,158.9471432,161.4938784,133.3938012,118.1649277,127.6961764
LASP1,29.72257294,29.20159367,32.91772746,29.13704625,29.72257294,30.67782532,26.72505684,30.75745837
LATS1,4.510646095,2.634096007,2.986938151,2.269512821,3.366579591,3.511838867,3.680035403,3.739736613
LATS2,17.01765403,6.774130774,7.200188576,7.719176781,4.202501211,3.111682519,10.49336602,5.013849685
LCOR,3.234848583,2.783966817,2.847570828,2.748631255,4.22568434,3.296356465,3.234848583,3.234848583
LCP2,2.957562084,1.979830928,3.93873262,1.576782026,1.979830928,1.187571595,1.58545501,1.717613869
LDHA,265.7571007,262.377527,359.1291298,351.1210739,404.4836004,284.7302281,201.9112339,282.3885809
LEF1,3.043188956,2.783966817,3.043188956,2.952664829,3.02265419,2.336073999,4.918707201,6.450150894
LGR4,1.746626579,1.477492051,1.609849399,1.52077282,1.374483758,1.563835476,1.404875566,2.382397515
LIG4,16.4253154,9.315480646,14.61724104,8.243155486,9.248317991,8.939678921,7.66277453,9.56048026
LIMA1,1.937207884,1.533212479,1.683330265,2.052957291,2.677968904,2.618790267,1.772505604,3.176692048
LIMK1,9.814208038,8.696415356,8.594445957,6.137753001,6.881527161,6.057207174,8.357114338,4.586134407
LIMK2,2.369152533,3.466601425,2.324478712,3.717141286,3.131691667,1.912699654,2.167726126,3.522123651
LMF1,2.828308021,2.84773574,1.9235034,2.454845551,2.6151713,2.168164154,1.563574909,2.051155206
LMO1,4.59658581,4.59658581,4.409650457,5.812941286,5.193439455,4.397700167,4.826131142,4.006520347
LMO2,7.612092859,9.843655762,6.638711868,6.540117315,4.677481872,4.697620095,4.459518458,6.156263728
LNPEP,1.331731059,1.523177708,1.303027706,1.23106457,1.236330596,1.200373377,2.025612941,1.331731059
LONRF1,26.01512205,21.54268885,28.52703472,18.50483163,26.20162096,10.41701868,8.578310554,18.87225324
LPCAT4,2.150365987,1.705377189,1.549733824,1.612955205,1.857107368,1.604977229,1.683330265,1.683330265
LPL,3.136542834,6.909897801,4.698720091,4.303866744,7.948488026,5.560642031,6.909897801,11.49664907
LPP,6.835408895,8.029818997,6.974245372,8.712517959,9.723299016,7.281077465,6.355585575,9.253573238
LRBA,3.759663757,2.299768223,1.470927233,1.922134067,2.511868935,2.299768223,1.405562675,2.1917707
LRCH2,1.891023733,1.091890761,1.557105393,1.185285562,1.25364953,1.200373377,1.357219183,1.721509058
LRCH3,1.042493794,1.331731059,1.523177708,1.276055322,1.441887382,1.331731059,1.166573353,1.549833537
LRIF1,1.567793542,1.732703168,2.256402744,1.342630347,1.556578286,1.131491345,1.373360002,1.342630347
LRPPRC,9.654568924,7.200188576,7.89544721,7.200188576,7.391344129,4.977285193,4.595449481,6.234612281
LRRC14,2.698756021,2.846065613,3.012053958,3.067388523,3.313155249,2.547740718,2.101174065,2.678332108
LRRC40,21.12850132,12.4317336,12.41125859,11.49517536,14.09462633,7.137482923,6.226955009,10.32515136
LRRC47,22.08318501,26.80739927,28.37495648,38.12107394,31.59490918,15.64545198,29.37664089,24.14937097
LSM3,7.571552641,8.077189077,7.727133096,9.952055127,9.088462026,5.510175298,7.960801727,6.084423311
LTV1,1.825338601,1.833708942,2.007446883,2.716662563,2.027891864,2.079677856,2.407229207,2.557185371
LUC7L2,4.941781886,4.97959676,4.317131609,4.317131609,3.088406322,5.284118861,3.537091868,5.350020687
LYN,1.225972534,1.735744826,1.313472154,1.451575491,1.322744832,1.322744832,1.336946135,1.331731059
LZTFL1,4.827282967,5.998077959,10.34075384,4.87361248,5.337527573,3.443918784,3.146785716,5.221640079
LZTR1,2.380116452,2.115910222,1.915382121,1.915382121,1.505088962,2.12125704,1.720688386,1.776187566
MACF1,71.93925575,77.72536993,72.37938286,58.6401425,63.44876568,66.24907089,54.79342177,65.40810954
MAD2L1BP,2.156729833,1.589337047,1.703278715,2.448467583,1.979830928,1.694302051,2.034882661,1.658200755
MADD,11.29054681,13.27263257,12.45814855,16.07797294,12.63901436,11.28236624,9.867016274,13.27263257
MAFF,56.87714745,48.33550525,73.92556576,38.5473332,26.0087068,27.39360189,45.90634696,51.39919944
MAGED1,49.62657407,59.6006402,52.40104023,74.51400164,68.33805228,43.56840244,38.5815318,56.26606884
MAGED2,30.15103618,24.21830855,26.48495123,31.27991709,27.8465177,23.00464555,17.34047164,26.48495123
MAGI1,12.41125859,13.71622438,14.70696651,13.34514553,13.71622438,15.08007321,10.7372914,10.76745977
MAML1,3.043188956,3.043188956,3.694449415,3.436627569,2.996629206,2.79832235,3.12190538,3.185733441
MAN2A1,2.197424914,3.823755734,2.479660728,2.604179898,2.706718478,2.22860815,3.706591574,9.843710988
MAP1LC3A,16.71354706,14.74872526,13.60424132,15.77554838,13.97565823,9.814208038,8.360684111,10.73123397
MAP2,487.7079941,432.9914082,405.6145365,442.1170321,556.3587118,368.2565138,346.3938012,413.6882657
MAP2K1,5.662781965,4.90780758,5.803151218,4.913317762,5.521773213,3.890006321,3.81188569,6.299313909
MAP2K4,16.5961887,15.10672373,17.79160207,12.76545132,20.71486185,9.814208038,8.64925121,18.6637763
MAP3K1,7.974275027,8.315078549,6.789536188,4.3764703,5.83278847,5.611825022,4.113767072,5.462242003
MAP3K5,6.243732585,2.255732521,4.631090461,3.237891324,4.631090461,3.222827434,4.506775709,5.33011038
MAP3K7,4.734273502,4.880526226,4.003762048,3.68118805,5.337527573,3.406957534,3.37326249,4.946995957
MAP4,107.3956883,126.1894009,102.7410717,100.8064171,111.8462694,118.8483467,118.0301648,160.572292
MAP4K3,1.794461514,2.347455762,2.880152402,2.283947674,3.09988568,2.283947674,2.082633861,2.39092892
MAP4K5,1.523177708,1.523177708,1.378262114,1.979830928,2.165112901,1.280014638,1.331731059,1.61401119
MAP7,17.02528147,23.364799,21.60371907,17.09404341,32.95774216,21.81365519,30.95535505,33.50231961
MAPK1,9.354674267,8.348613771,11.90367146,8.288566135,11.14082881,8.100795011,4.374314706,7.371281863
MAPK14,1.331731059,1.331731059,1.683330265,1.418002117,1.204019764,1.961705269,1.170482918,1.223849078
MAPK3,25.84538117,27.16732799,27.68951368,25.14616001,35.10462707,28.5844365,25.28410488,24.09400489
MAPK6,88.00583407,92.91439205,82.84834666,88.77167696,80.26814963,70.56743718,64.60232487,63.04467569
MAPK7,5.007578774,3.907031301,4.875832122,5.8778432,6.49358184,5.465626105,3.890381949,4.714738393
MAPK8,6.302443492,9.957651563,7.390918182,7.060907274,9.50830948,13.11835413,3.839151096,7.04635964
MAPRE1,8.06421412,12.64177394,9.416643756,12.26077374,13.62726126,12.1655237,13.43423751,15.1439063
MAPRE2,14.72817506,17.09905114,23.48657039,17.09905114,17.09905114,13.6699302,13.17290899,11.64535822
MAPRE3,6.14550655,8.297072795,7.940529241,6.131133918,6.294520092,6.257707061,4.639079485,4.595916588
MAPT,76.63611841,70.29381674,66.82713975,57.75743757,67.54982321,57.41152525,51.04808616,63.04740111
MARK3,7.751180463,6.318805257,6.789536188,8.406944736,6.789536188,6.487400585,7.109286385,5.379149767
MARK4,112.8744676,85.00762539,81.30705245,123.4537282,109.8060752,78.61628489,65.84779173,89.18146891
MAT2B,2.653057254,4.751652375,3.485737209,3.073863109,3.519399362,2.534417386,2.198422181,3.175920408
MBD1,9.168678892,11.22997321,8.78722079,9.843566303,9.227364753,11.72938217,7.697453292,8.457639046
MBIP,3.709634973,3.319993792,3.822947263,2.889024489,3.421435088,3.441510335,3.043188956,3.343728473
MBP,23.39619562,95.03016485,176.5678066,21.77192965,35.64259228,52.40369195,50.5824071,21.14855957
MCC,28.11018685,14.77385857,20.71795638,9.77436689,14.86471164,24.57747846,14.40597519,17.4935613
MCL1,25.42517392,27.16336137,29.30296659,17.87380728,20.31285805,17.29660316,30.58861309,29.53483803
MCM4,2.283947674,2.283947674,2.330442243,2.338235885,2.283947674,2.617077667,1.956485988,2.283947674
MCMBP,2.3873265,1.735744826,2.299768223,2.540034465,2.52671809,2.299768223,2.879379146,2.867416705
MCTS1,3.297412838,4.131475923,2.713608549,3.735103483,3.562439009,2.641144918,2.387522212,3.426502952
MDC1,5.25733482,3.662242548,2.512521741,3.709953357,3.115303138,2.637234105,2.579670264,3.115303138
MDH2,12.91938454,17.13974508,13.56567609,13.56567609,15.73833997,11.0225979,11.2374509,12.32034949
MDM2,19.40771141,22.4557689,18.92444061,18.41245864,17.24956255,15.53489732,21.58684504,15.16668791
MEAF6,13.3588541,11.59176049,15.42709316,11.38657817,14.85407473,8.696415356,10.0473313,11.84916537
MED12,7.337588345,5.337527573,4.553590075,6.50706491,7.676166451,4.75186565,4.935620591,4.652347136
MED14,3.043188956,2.338532576,4.328810713,4.040816327,4.017600194,2.506327456,3.109920677,2.044209737
MED16,2.430618308,3.71201528,3.429867646,2.004431268,3.19610076,2.414649567,1.671323914,2.644391182
MED19,34.16741159,22.11771761,26.11792,30.48481819,31.15302076,19.63500536,26.34482345,40.30289212
MED23,7.344022488,9.199148465,6.728896546,7.871740925,7.344022488,5.084409213,5.519404915,6.946623983
MED28,1.23704091,1.170482918,1.355624334,1.328885923,1.322744832,1.255736094,1.40666797,1.348179906
MED30,4.510646095,5.126816529,3.113704915,5.356208039,5.220047395,4.3764703,4.413669525,4.413669525
MED31,7.053229922,7.756787871,7.034360175,9.546886999,8.489023708,6.190922619,2.954409692,6.477175796
MED4,2.327660361,1.750172774,1.935697273,1.695441493,2.483967849,1.702386506,1.788686032,2.28909729
MED7,21.567693,14.42297868,15.83311062,26.29453513,18.68664981,18.24373731,17.50874719,18.35584205
MED8,11.57878222,14.99039762,15.20578514,12.79621836,15.83356438,11.72834217,10.45772426,16.18655367
MEGF10,12.34158863,10.73480851,11.06866518,15.39480557,8.446222829,12.5930767,19.6501967,20.51333976
MEIS2,6.463509556,7.303654766,7.083105149,6.040776825,7.146815704,9.676948413,9.81276594,5.105002367
MEN1,2.258241215,1.979830928,1.979830928,1.979830928,2.791053852,2.030389594,1.979830928,1.884162625
METTL9,18.5519276,21.65471696,20.31882223,13.49671402,16.36835624,12.5930767,13.65428484,21.48924109
MFAP1,9.814208038,9.814208038,9.814208038,8.496587142,12.75653688,9.814208038,11.9821699,7.634003646
MFN1,2.823520448,2.755662344,1.847754505,2.082708276,2.216515325,2.595614919,2.634346037,2.447557435
MFN2,23.48657039,12.41029581,13.86301628,8.878125456,13.13274304,10.907445,14.1388206,10.44191251
MGAT4B,21.83837934,16.62757784,17.26004255,17.94871444,16.62757784,7.998503844,14.1388206,16.62757784
MGEA5,1.331731059,1.982125941,1.624553048,1.470503165,1.524307316,1.450545186,1.407495194,1.71960492
MIA3,2.434066286,1.82522057,2.671820876,3.302548612,2.542584426,2.299768223,1.88005175,2.210984049
MIB1,2.659720152,2.252073205,3.025385354,1.55670903,1.964412222,2.201884558,1.969448412,2.77719496
MIEN1,14.77385857,15.22081736,15.41747073,17.44946582,14.77385857,13.77330352,13.5460114,14.60409391
MINK1,2.038347091,1.409588083,1.613252267,1.704854002,1.683330265,1.553767647,1.683330265,2.024017477
MINOS1,22.3117004,38.45125055,36.57561944,36.16804692,31.84835191,25.01790529,18.73001025,26.59715869
MIS18A,1.100067736,1.029362213,1.205520836,2.164404442,1.362340647,1.524590683,1.205520836,1.285087266
MITF,1.963122484,2.965199034,2.539268078,2.46587852,3.629408446,2.546334029,3.289682799,2.94741563
MLF1,2.036638745,1.676715938,2.129974307,1.838925834,1.836935438,1.789430948,1.507235274,2.396046937
MLF2,12.51575479,10.27257335,14.68690134,13.1091133,14.29107322,9.090159722,6.926735011,6.480834971
MLH1,3.097759215,3.369349478,2.684030428,3.237891324,3.193303835,2.613666478,2.943217756,2.975909219
MLH3,6.001912369,6.190911122,3.960207488,7.042449096,4.363724766,7.977917699,4.03717964,3.999219629
MLLT10,1.979830928,1.735744826,1.806200469,2.31410644,3.209655813,4.099630448,2.300667099,2.347704758
MLLT3,3.510645398,1.762597402,2.283947674,2.283947674,2.828475603,2.283947674,2.480429562,1.951714662
MLPH,3.284056208,4.535889369,3.284056208,2.970821783,3.36439251,3.284056208,3.065233847,4.161213203
MMP14,5.778949947,5.375696711,6.709205904,6.340432132,6.47871393,8.79525065,7.391782075,6.169658874
MOB1A,1.487075225,1.243345329,1.523177708,1.61089878,1.523177708,1.411741697,1.523177708,1.590453586
MON2,1.735744826,1.735744826,1.523177708,1.886325708,1.621243116,1.851414498,2.210923473,2.133648497
MORF4L1,172.8279927,210.4372633,233.7540865,226.4361912,245.5559861,174.4847103,188.2818581,214.3576908
