HGNC ID	Approved Symbol	Synonyms	UniProt ID(supplied by UniProt)
HGNC:11065	SLC7A7	y+LAT-1	Q9UM01
HGNC:11066	SLC7A8	"LPI-PC1, LAT2"	Q9UHI5
HGNC:11067	SLC7A9		P82251
HGNC:11058	SLC7A10	asc-1	Q9NS82
HGNC:11059	SLC7A11	xCT	Q9UPY5
HGNC:44064	SLC7A11-AS1	ENST00000512786	
HGNC:23092	SLC7A13	"AGT-1, XAT2"	Q8TCU3
HGNC:29326	SLC7A14	"KIAA1613, PPP1R142"	Q8TBB6
HGNC:32724	SLC7A15P		
HGNC:11068	SLC8A1		P32418
HGNC:44102	SLC8A1-AS1		
HGNC:11069	SLC8A2	"NCX2, KIAA1087"	Q9UPR5
HGNC:11070	SLC8A3	NCX3	P57103
HGNC:26175	SLC8B1	"FLJ22233, NCKX6, NCLX"	Q6J4K2
HGNC:11071	SLC9A1	PPP1R143	P19634
HGNC:11072	SLC9A2		Q9UBY0
HGNC:11073	SLC9A3		P48764
HGNC:40550	SLC9A3-AS1	UC011CLY.2	
HGNC:11074	SLC9A3P1		
HGNC:19325	SLC9A3P2		
HGNC:33492	SLC9A3P3		
HGNC:33493	SLC9A3P4~withdrawn		
HGNC:11075	SLC9A3R1	"NHERF, EBP50, NHERF1"	O14745
HGNC:11076	SLC9A3R2	"SIP-1, TKA-1, NHERF-2, E3KARP"	Q15599
HGNC:11077	SLC9A4	NHE4	Q6AI14
HGNC:11078	SLC9A5	NHE5	Q14940
HGNC:11079	SLC9A6	"NHE6, KIAA0267"	Q92581
HGNC:17123	SLC9A7	NHE7	Q96T83
HGNC:32679	SLC9A7P1		
HGNC:20728	SLC9A8	"KIAA0939, NHE8"	Q9Y2E8
HGNC:20653	SLC9A9	"FLJ35613, NHE9"	Q8IVB4
HGNC:40928	SLC9A9-AS1		
HGNC:40929	SLC9A9-AS2		
HGNC:24244	SLC9B1	NHA1	Q4ZJI4
HGNC:37492	SLC9B1P1		A6NJY1
HGNC:37493	SLC9B1P2		
HGNC:43582	SLC9B1P3		
HGNC:43583	SLC9B1P4		
HGNC:43584	SLC9B1P5		
HGNC:25143	SLC9B2	"FLJ23984, NHA2"	Q86UD5
HGNC:31401	SLC9C1	NHE	Q4G0N8
HGNC:28664	SLC9C2	MGC43026	Q5TAH2
HGNC:10905	SLC10A1	NTCP	Q14973
HGNC:10906	SLC10A2		Q12908
HGNC:22979	SLC10A3	"P3, DXS253E"	P09131
HGNC:22980	SLC10A4	MGC29802	Q96EP9
HGNC:22981	SLC10A5		Q5PT55
HGNC:48930	SLC10A5P1		
HGNC:30603	SLC10A6	SOAT	Q3KNW5
HGNC:23088	SLC10A7	"MGC25043, DKFZp566M114, DKFZp313H0531, DKFZp779O2438"	Q0GE19
HGNC:10907	SLC11A1		P49279
HGNC:10908	SLC11A2	"DCT1, DMT1"	P49281
HGNC:10910	SLC12A1	NKCC2	Q13621
HGNC:10911	SLC12A2	"NKCC1, BSC, BSC2, PPP1R141"	P55011
HGNC:10912	SLC12A3	NCCT	P55017
HGNC:10913	SLC12A4	KCC1	Q9UP95
HGNC:13818	SLC12A5	"KIAA1176, KCC2"	Q9H2X9
HGNC:53143	SLC12A5-AS1	RP11-465L10.10	
HGNC:10914	SLC12A6		Q9UHW9
HGNC:10915	SLC12A7	"KCC4, DKFZP434F076"	Q9Y666
HGNC:15595	SLC12A8	CCC9	A0AV02
HGNC:17435	SLC12A9	CIP1	Q9BXP2
HGNC:40807	SLC12A9-AS1	RP11-126L15.4	
HGNC:10916	SLC13A1	"NaSi-1, NAS1"	Q9BZW2
HGNC:10917	SLC13A2	NaDC-1	Q13183
HGNC:14430	SLC13A3	"NADC3, SDCT2"	Q8WWT9
HGNC:15827	SLC13A4	"SUT-1, SUT1"	Q9UKG4
HGNC:23089	SLC13A5	NACT	Q86YT5
HGNC:10918	SLC14A1	"HsT1341, RACH1, RACH2"	Q13336
HGNC:10919	SLC14A2	"HUT2, UT2"	Q15849
HGNC:51125	SLC14A2-AS1		
HGNC:10920	SLC15A1	"PEPT1, HPECT1, HPEPT1"	P46059
HGNC:10921	SLC15A2	PEPT2	Q16348
HGNC:18068	SLC15A3	"PHT2, hPTR3"	Q8IY34
HGNC:23090	SLC15A4	"PHT1, PTR4"	Q8N697
HGNC:33455	SLC15A5		A6NIM6
HGNC:10922	SLC16A1	"MCT, MCT1"	P53985
HGNC:49445	SLC16A1-AS1	ENST00000421157.1	
HGNC:48931	SLC16A1P1		
HGNC:10923	SLC16A2	"XPCT, MCT8, MCT7"	P36021
HGNC:10924	SLC16A3	"MCT3, MCT4"	O15427
HGNC:10925	SLC16A4	"MCT4, MCT5"	O15374
HGNC:10926	SLC16A5	"MCT5, MCT6"	O15375
HGNC:10927	SLC16A6	"MCT6, MCT7"	O15403
HGNC:48932	SLC16A6P1		
HGNC:10928	SLC16A7	MCT2	O60669
HGNC:16270	SLC16A8	"MCT3, REMP"	O95907
HGNC:23520	SLC16A9	"FLJ43803, MCT9"	Q7RTY1
HGNC:17027	SLC16A10	"TAT1, MCT10"	Q8TF71
HGNC:23093	SLC16A11	"FLJ90193, MCT11"	Q8NCK7
HGNC:23094	SLC16A12	MCT12	Q6ZSM3
HGNC:51205	SLC16A12-AS1		
HGNC:31037	SLC16A13	MCT13	Q7RTY0
HGNC:26417	SLC16A14	"FLJ30794, MCT14"	Q7RTX9
HGNC:43809	SLC16A14P1		
HGNC:10929	SLC17A1	NAPI-1	Q14916
HGNC:10930	SLC17A2	NPT3	O00624
HGNC:10931	SLC17A3	NPT4	O00476
HGNC:10932	SLC17A4	KIAA2138	Q9Y2C5
HGNC:10933	SLC17A5	"AST, SD, ISSD, NSD, SIALIN, SLD"	Q9NRA2
HGNC:16703	SLC17A6	"DNPI, VGLUT2"	Q9P2U8
HGNC:16704	SLC17A7	"BNPI, VGLUT1"	Q9P2U7
HGNC:20151	SLC17A8	VGLUT3	Q8NDX2
HGNC:16192	SLC17A9	"FLJ23412, VNUT"	Q9BYT1
HGNC:10934	SLC18A1	CGAT	P54219
HGNC:10935	SLC18A2	"SVMT, SVAT"	Q05940
HGNC:10936	SLC18A3	VACHT	Q16572
HGNC:21573	SLC18B1	dJ55C23.6	Q6NT16
HGNC:10937	SLC19A1	"FOLT, RFC1"	P41440
HGNC:10938	SLC19A2	THTR1	O60779
HGNC:16266	SLC19A3	THTR2	Q9BZV2
HGNC:10946	SLC20A1	"PiT-1, Glvr-1"	Q8WUM9
HGNC:20051	SLC20A1P1		
HGNC:42539	SLC20A1P2		
HGNC:42538	SLC20A1P3		
HGNC:10947	SLC20A2	"PiT-2, Glvr-2, Ram-1"	Q08357
HGNC:10948	SLC20A3~withdrawn		
HGNC:10949	SLC20A4~withdrawn		
HGNC:10950	SLC21A1~withdrawn		
HGNC:10957	SLC21A4~withdrawn		
HGNC:10958	SLC21A5~withdrawn		
HGNC:10960	SLC21A7~withdrawn		
HGNC:10951	SLC21A10~withdrawn		
HGNC:10954	SLC21A13~withdrawn		
HGNC:10963	SLC22A1	Oct-01	O15245
HGNC:10966	SLC22A2	Oct-02	O15244
HGNC:10967	SLC22A3	"OCT3, EMT"	O75751
HGNC:10968	SLC22A4	"OCTN1, MGC34546"	Q9H015
HGNC:10969	SLC22A5	"OCTN2, SCD"	O76082
HGNC:10970	SLC22A6	"ROAT1, PAHT, OAT1"	Q4U2R8
HGNC:10971	SLC22A7	"NLT, OAT2"	Q9Y694
HGNC:10972	SLC22A8	OAT3	Q8TCC7
HGNC:16261	SLC22A9	"OAT4, FLJ23666, UST3, OAT7"	Q8IVM8
HGNC:18057	SLC22A10	"OAT5, hOAT5"	Q63ZE4
HGNC:18120	SLC22A11	OAT4	Q9NSA0
HGNC:17989	SLC22A12	"OAT4L, RST, URAT1"	Q96S37
HGNC:8494	SLC22A13	"OCTL1, OCTL3, OAT10"	Q9Y226
HGNC:8495	SLC22A14	OCTL2	Q9Y267
HGNC:20301	SLC22A15	FLIPT1	Q8IZD6
HGNC:20302	SLC22A16	"FLIPT2, CT2, OKB1, OAT6"	Q86VW1
HGNC:23095	SLC22A17	"BOCT, BOIT, NGALR"	Q8WUG5
HGNC:10964	SLC22A18	"BWR1A, TSSC5, ITM"	Q96BI1
HGNC:10965	SLC22A18AS	"BWR1B, p27-BWR1B"	Q8N1D0
HGNC:29867	SLC22A20	"Oat6, FLJ16331"	A6NK97
HGNC:21106	SLC22A23	FLJ22174	A1A5C7
HGNC:28542	SLC22A24	"MGC34821, NET46"	Q8N4F4
HGNC:32935	SLC22A25	"UST6, HIMTP, MGC120420"	Q6T423
HGNC:27091	SLC22A31		A6NKX4
HGNC:10974	SLC23A1	"YSPL3, SVCT1"	Q9UHI7
HGNC:10973	SLC23A2	"SVCT2, KIAA0238, YSPL2"	Q9UGH3
HGNC:20601	SLC23A3	"SVCT3, FLJ31168, Yspl1"	Q6PIS1
HGNC:20602	SLC23A4P		
HGNC:10975	SLC24A1	"NCKX1, NCKX, RODX, KIAA0702, HsT17412, CSNB1D"	O60721
HGNC:10976	SLC24A2	NCKX2	Q9UI40
HGNC:10977	SLC24A3		Q9HC58
HGNC:10978	SLC24A4	NCKX4	Q8NFF2
HGNC:20611	SLC24A5	"JSX, OCA6"	Q71RS6
HGNC:10979	SLC25A1	CTP	P53007
HGNC:43845	SLC25A1P1		
HGNC:43847	SLC25A1P2		
HGNC:43846	SLC25A1P3		
HGNC:43848	SLC25A1P4		
HGNC:43849	SLC25A1P5		
HGNC:22921	SLC25A2	ORNT2	Q9BXI2
HGNC:10989	SLC25A3		Q00325
HGNC:26869	SLC25A3P1	FLJ40434	
HGNC:43784	SLC25A3P2		
HGNC:43785	SLC25A3P3		
HGNC:10990	SLC25A4	T1	P12235
HGNC:10991	SLC25A5	"T2, 2F1, T3"	P05141
HGNC:43438	SLC25A5-AS1		
HGNC:19250	SLC25A5P1	bK250D10.4	
HGNC:35470	SLC25A5P2	LOC344371	
HGNC:507	SLC25A5P3		
HGNC:35471	SLC25A5P4		
HGNC:511	SLC25A5P5	TCAG_29001	
HGNC:512	SLC25A5P6		
HGNC:513	SLC25A5P7		
HGNC:35469	SLC25A5P8		
HGNC:35468	SLC25A5P9		
HGNC:10992	SLC25A6	"ANT3Y, MGC17525"	P12236
HGNC:16554	SLC25A6P1	dJ1065O2.2	
HGNC:43850	SLC25A6P2		
HGNC:43852	SLC25A6P3		
HGNC:43853	SLC25A6P4		
HGNC:43854	SLC25A6P5		
HGNC:43855	SLC25A6P6		
HGNC:10980	SLC25A10		Q9UBX3
HGNC:10981	SLC25A11	OGC	Q02978
HGNC:10982	SLC25A12	Aralar	O75746
HGNC:10983	SLC25A13	"CITRIN, ARALAR2"	Q9UJS0
HGNC:10984	SLC25A14	"BMCP1, UCP5"	O95258
HGNC:43856	SLC25A14P1		
HGNC:10985	SLC25A15	"ORC1, D13S327"	Q9Y619
HGNC:18497	SLC25A15P1	SLC25A15PY1	
HGNC:39843	SLC25A15P2		
HGNC:39844	SLC25A15P3		
HGNC:39845	SLC25A15P4		
HGNC:39846	SLC25A15P5		
HGNC:10986	SLC25A16	"GDA, D10S105E, HGT.1, ML7"	P16260
HGNC:10987	SLC25A17	PMP34	O43808
HGNC:10988	SLC25A18		Q9H1K4
HGNC:43857	SLC25A18P1		
HGNC:14409	SLC25A19	"DNC, MUP1, TPC"	Q9HC21
HGNC:1421	SLC25A20	CAC	O43772
HGNC:1422	SLC25A20P1		
HGNC:14411	SLC25A21	"ODC1, ODC"	Q9BQT8
HGNC:44298	SLC25A21-AS1		
HGNC:19954	SLC25A22	"GC1, FLJ13044, NET44, EIEE3"	Q9H936
HGNC:19375	SLC25A23	"FLJ30339, MGC2615, APC2"	Q9BV35
HGNC:20662	SLC25A24	"DKFZp586G0123, APC1"	Q6NUK1
HGNC:48933	SLC25A24P1		
HGNC:48934	SLC25A24P2		
HGNC:20663	SLC25A25	"KIAA1896, PCSCL, MCSC"	Q6KCM7
HGNC:27844	SLC25A25-AS1		
HGNC:20661	SLC25A26		Q70HW3
HGNC:21065	SLC25A27	"UCP4, FLJ33552"	O95847
HGNC:23472	SLC25A28	"MRS3/4, MRS4L"	Q96A46
HGNC:20116	SLC25A29	FLJ38975	Q8N8R3
HGNC:27371	SLC25A30		Q5SVS4
HGNC:42795	SLC25A30-AS1		
HGNC:25319	SLC25A31	"DKFZP434N1235, ANT4"	Q9H0C2
HGNC:29683	SLC25A32	MFTC	Q9H2D1
HGNC:29681	SLC25A33	"MGC4399, BMSC-MCP, PNC1"	Q9BSK2
HGNC:27653	SLC25A34	DKFZp781A10161	Q6PIV7
HGNC:31921	SLC25A35	FLJ40217	Q3KQZ1
HGNC:25554	SLC25A36	"FLJ10618, PNC2"	Q96CQ1
HGNC:48935	SLC25A36P1		
HGNC:29786	SLC25A37	"MSCP, MFRN, MFRN1, HT015"	Q9NYZ2
HGNC:26054	SLC25A38	FLJ20551	Q96DW6
HGNC:43858	SLC25A38P1		
HGNC:24279	SLC25A39	"FLJ22407, CGI-69"	Q9BZJ4
HGNC:43859	SLC25A39P1		
HGNC:48936	SLC25A39P2		
HGNC:29680	SLC25A40	MCFP	Q8TBP6
HGNC:28533	SLC25A41	"FLJ40442, MGC34725, APC4"	Q8N5S1
HGNC:28380	SLC25A42	MGC26694	Q86VD7
HGNC:30557	SLC25A43		Q8WUT9
HGNC:29036	SLC25A44	"FLJ90431, KIAA0446"	Q96H78
HGNC:27442	SLC25A45		Q8N413
HGNC:25198	SLC25A46		Q96AG3
HGNC:20115	SLC25A47		Q6Q0C1
HGNC:43860	SLC25A47P1		
HGNC:30451	SLC25A48	"FLJ44862, HDMCP"	Q6ZT89
HGNC:23323	SLC25A51	"MGC14836, CG7943"	Q9H1U9
HGNC:23325	SLC25A51P1	bA707M13.1	
HGNC:23327	SLC25A51P2		
HGNC:31051	SLC25A51P3		
HGNC:23324	SLC25A52		Q3SY17
HGNC:31894	SLC25A53		Q5H9E4
HGNC:10993	SLC26A1	"SAT-1, EDM4"	Q9H2B4
HGNC:10994	SLC26A2	DTDST	P50443
HGNC:3018	SLC26A3		P40879
HGNC:8818	SLC26A4	PDS	O43511
HGNC:22385	SLC26A4-AS1		
HGNC:9359	SLC26A5	DFNB61	P58743
HGNC:14472	SLC26A6	DKFZp586E1422	Q9BXS9
HGNC:14467	SLC26A7	SUT2	Q8TE54
HGNC:14468	SLC26A8		Q96RN1
HGNC:14469	SLC26A9		Q7LBE3
HGNC:14470	SLC26A10		Q8NG04
HGNC:14471	SLC26A11		Q86WA9
HGNC:10995	SLC27A1	"FATP1, FATP, MGC71751, FLJ00336, ACSVL5"	Q6PCB7
HGNC:10996	SLC27A2	"FATP2, hFACVL1, VLACS, VLCS, HsT17226, ACSVL1"	O14975
HGNC:10997	SLC27A3	"FATP3, MGC4365, ACSVL3"	Q5K4L6
HGNC:10998	SLC27A4	"FATP4, ACSVL4"	Q6P1M0
HGNC:10999	SLC27A5	"FATP5, VLACSR, VLCS-H2, VLCSH2, FACVL3, FLJ22987, ACSVL6, ACSB"	Q9Y2P5
HGNC:11000	SLC27A6	"FATP6, VLCS-H1, FACVL2, ACSVL2"	Q9Y2P4
HGNC:11001	SLC28A1	CNT1	O00337
HGNC:11002	SLC28A2	"CNT2, SPNT1, HCNT2, HsT17153"	O43868
HGNC:16484	SLC28A3	CNT3	Q9HAS3
HGNC:11003	SLC29A1		Q99808
HGNC:11004	SLC29A2	DER12	Q14542
HGNC:23096	SLC29A3	"ENT3, FLJ11160"	Q9BZD2
HGNC:23097	SLC29A4	"FLJ34923, ENT4"	Q7RTT9
HGNC:43783	SLC29A4P1		
HGNC:43782	SLC29A4P2		
HGNC:11012	SLC30A1	ZRC1	Q9Y6M5
HGNC:11013	SLC30A2		Q9BRI3
HGNC:11014	SLC30A3		Q99726
HGNC:11015	SLC30A4		O14863
HGNC:19089	SLC30A5	"ZTL1, ZnT-5, FLJ12496, FLJ12756, ZNT5, MGC5499, ZNTL1"	Q8TAD4
HGNC:19305	SLC30A6	"FLJ31101, ZNT6"	Q6NXT4
HGNC:19306	SLC30A7	"ZnTL2, ZNT7"	Q8NEW0
HGNC:20303	SLC30A8	"ZnT-8, ZNT8"	Q8IWU4
HGNC:1329	SLC30A9	"HUEL, ZNT9, GAC63"	Q6PML9
HGNC:25355	SLC30A10	"DKFZp547M236, ZnT-10, ZRC1, ZNT8"	Q6XR72
HGNC:11016	SLC31A1	"hCTR1, CTR1"	O15431
HGNC:17124	SLC31A1P1	CTR1psi	
HGNC:11017	SLC31A2	"hCTR2, CTR2"	O15432
HGNC:11018	SLC32A1	"VGAT, bA122O1.1"	Q9H598
HGNC:95	SLC33A1	"AT-1, AT1"	O00400
HGNC:11019	SLC34A1	"NAPI-3, NPTIIa, SLC11"	Q06495
HGNC:11020	SLC34A2	NAPI-3B	O95436
HGNC:20305	SLC34A3	"NPTIIc, FLJ38680"	Q8N130
HGNC:11021	SLC35A1	"CMPST, hCST"	P78382
HGNC:11022	SLC35A2	"UGAT, UGT, UGT1, UGT2, UGTL"	P78381
HGNC:11023	SLC35A3		Q9Y2D2
HGNC:20753	SLC35A4		"L0R6Q1, Q96G79"
HGNC:20792	SLC35A5	FLJ20730	Q9BS91
HGNC:20798	SLC35B1	UGTREL1	P78383
HGNC:16872	SLC35B2	UGTrel4	Q8TB61
HGNC:21601	SLC35B3	"CGI-19, dJ453H5.1, PAPST2"	Q9H1N7
HGNC:20584	SLC35B4	"FLJ14697, YEA4"	Q969S0
HGNC:20197	SLC35C1	"FUCT1, FLJ11320"	Q96A29
HGNC:17117	SLC35C2	"CGI-15, bA394O2.1"	Q9NQQ7
HGNC:20800	SLC35D1	"UGTREL7, KIAA0260"	Q9NTN3
HGNC:20799	SLC35D2	"UGTrel8, SQV7L"	Q76EJ3
HGNC:15621	SLC35D3		Q5M8T2
HGNC:20803	SLC35E1	FLJ14251	Q96K37
HGNC:42046	SLC35E1P1		
HGNC:20863	SLC35E2	KIAA0447	P0CK97
HGNC:33941	SLC35E2B		P0CK96
HGNC:20864	SLC35E3	BLOV1	Q7Z769
HGNC:17058	SLC35E4		Q6ICL7
HGNC:21483	SLC35F1	dJ230I3.1	Q5T1Q4
HGNC:23615	SLC35F2	FLJ13018	Q8IXU6
HGNC:23616	SLC35F3	FLJ37712	Q8IY50
HGNC:19845	SLC35F4	FLJ37712	A4IF30
HGNC:23617	SLC35F5	FLJ22004	Q8WV83
HGNC:26055	SLC35F6	"FLJ20555, ANT2BP, TANGO9"	Q8N357
HGNC:26607	SLC35G1	"FLJ33990, C10orf60"	Q2M3R5
HGNC:28480	SLC35G2	"MGC3295, DKFZp564K2464"	Q8TBE7
HGNC:26848	SLC35G3	FLJ40154	Q8N808
HGNC:31043	SLC35G4		P0C7Q5
HGNC:15546	SLC35G5		Q96KT7
HGNC:31351	SLC35G6		P0C7Q6
HGNC:18761	SLC36A1	"LYAAT-1, PAT1, TRAMD3"	Q7Z2H8
HGNC:18762	SLC36A2	"PAT2, tramdorin, TRAMD1"	Q495M3
HGNC:19659	SLC36A3	"PAT3, TRAMD2, tramdorin2"	Q495N2
HGNC:19660	SLC36A4	"PAT4, FLJ38932"	Q6YBV0
HGNC:11024	SLC37A1		P57057
HGNC:20644	SLC37A2	FLJ00171	Q8TED4
HGNC:20651	SLC37A3	DKFZp761N0624	Q8NCC5
HGNC:4061	SLC37A4	"GSD1b, GSD1c, GSD1d"	O43826
HGNC:13447	SLC38A1	"ATA1, NAT2, SAT1"	Q9H2H9
HGNC:13448	SLC38A2	"SAT2, ATA2, KIAA1382, SNAT2"	Q96QD8
HGNC:18044	SLC38A3	"G17, SN1"	Q99624
HGNC:14679	SLC38A4	"PAAT, NAT3, ATA3"	Q969I6
HGNC:18070	SLC38A5	"SN2, JM24"	Q8WUX1
HGNC:19863	SLC38A6	NAT-1	Q8IZM9
HGNC:25582	SLC38A7	FLJ10815	Q9NVC3
HGNC:32434	SLC38A8		A6NNN8
HGNC:26907	SLC38A9	FLJ90709	Q8NBW4
HGNC:28237	SLC38A10	"MGC15523, PP1744"	Q9HBR0
HGNC:26836	SLC38A11	"FLJ39822, AVT2"	Q08AI6
HGNC:12876	SLC39A1	ZIP1	Q9NY26
HGNC:17127	SLC39A2	ZIP2	Q9NP94
HGNC:17128	SLC39A3	ZIP3	Q9BRY0
HGNC:17129	SLC39A4	"ZIP4, AWMS2"	Q6P5W5
HGNC:20502	SLC39A5		Q6ZMH5
HGNC:18607	SLC39A6	LIV-1	Q13433
HGNC:4927	SLC39A7	"H2-KE4, D6S2244E, KE4, RING5, ZIP7"	Q92504
HGNC:20862	SLC39A8	BIGM103	Q9C0K1
HGNC:20182	SLC39A9	FLJ11274	Q9NUM3
HGNC:20861	SLC39A10	"KIAA1265, FLJ90515, DKFZp564L2123"	Q9ULF5
HGNC:14463	SLC39A11		Q8N1S5
HGNC:20860	SLC39A12	FLJ30499	Q504Y0
HGNC:44881	SLC39A12-AS1		
HGNC:20859	SLC39A13	FLJ25785	Q96H72
HGNC:20858	SLC39A14	"KIAA0062, NET34, ZIP14"	Q15043
HGNC:10909	SLC40A1	"MTP1, IREG1, FPN1, HFE4"	Q9NP59
HGNC:19429	SLC41A1	MgtE	Q8IVJ1
HGNC:31045	SLC41A2	DKFZP434K0427	Q96JW4
HGNC:31046	SLC41A3	FLJ20473	Q96GZ6
HGNC:9225	SLC43A1	"R00504, PB39"	O75387
HGNC:23087	SLC43A2	MGC34680	Q8N370
HGNC:17466	SLC43A3	"SEEEG-1, Eeg1, DKFZp762A227, FOAP-13, PRO1659"	Q8NBI5
HGNC:18798	SLC44A1	"CDw92, CTL1, CHTL1, CD92"	Q8WWI5
HGNC:17292	SLC44A2	CTL2	Q8IWA5
HGNC:28689	SLC44A3	"MGC45474, CTL3"	Q8N4M1
HGNC:49057	SLC44A3-AS1		
HGNC:13941	SLC44A4	"NG22, CTL4, FLJ14491, TPPT"	Q53GD3
HGNC:28524	SLC44A5	"MGC34032, CTL5"	Q8NCS7
HGNC:17939	SLC45A1		Q9Y2W3
HGNC:16472	SLC45A2	"AIM-1, OCA4"	Q9UMX9
HGNC:8642	SLC45A3	"IPCA-6, prostein, IPCA-2, IPCA-8"	Q96JT2
HGNC:29196	SLC45A4	KIAA1126	Q5BKX6
HGNC:30521	SLC46A1	"HCP1, MGC9564, PCFT"	Q96NT5
HGNC:16055	SLC46A2	Ly110	Q9BY10
HGNC:27501	SLC46A3	"DKFZp686A1775, FLJ42613"	Q7Z3Q1
HGNC:25588	SLC47A1	"FLJ10847, MATE1"	Q96FL8
HGNC:51849	SLC47A1P1		
HGNC:26439	SLC47A2	"FLJ31196, MATE2, MATE2-K"	Q86VL8
HGNC:26035	SLC48A1	"FLJ20489, hHRG-1, HRG1"	Q6P1K1
HGNC:30657	SLC50A1	"SCP, RP11-540D14.5, slv, RZPDo834D038D, HsSWEET1, SWEET1"	Q9BRV3
HGNC:29955	SLC51A	OSTalpha	Q86UW1
HGNC:29956	SLC51B	OSTbeta	Q86UW2
HGNC:30225	SLC52A1	"FLJ10060, GPCR42, PAR2, hRFT1, RFVT1"	Q9NWF4
HGNC:30224	SLC52A2	"FLJ11856, PAR1, GPCR41, D15Ertd747e, RFVT2, hRFT3"	Q9HAB3
HGNC:16187	SLC52A3	"bA371L19.1, hRFT2, RFVT3"	Q9NQ40
HGNC:10956	SLCO1A2	"OATP, OATP1A2, OATP-A"	P46721
HGNC:10959	SLCO1B1	"OATP-C, LST-1, OATP1B1"	Q9Y6L6
HGNC:10961	SLCO1B3	"OATP8, OATP1B3"	Q9NPD5
HGNC:32934	SLCO1B7	"LST3, SLC21A21"	G3V0H7
HGNC:13819	SLCO1C1	"OATP-F, OATP1C1, OATP1"	Q9NYB5
HGNC:10955	SLCO2A1	"PGT, OATP2A1"	Q92959
HGNC:10962	SLCO2B1	"OATP-B, OATP2B1"	O94956
HGNC:10952	SLCO3A1	"OATP-D, OATP3A1"	Q9UIG8
HGNC:10953	SLCO4A1	"OATP-E, OATP4A1"	Q96BD0
HGNC:40537	SLCO4A1-AS1		
HGNC:23612	SLCO4C1	"SLC21A20, OATP4C1, OATPX, OATP-H"	Q6ZQN7
HGNC:19046	SLCO5A1	"OATPRP4, OATP-J, OATP5A1"	Q9H2Y9
HGNC:23613	SLCO6A1	"OATP6A1, OATPY, MGC26949, CT48"	Q86UG4
HGNC:11080	SLEB1~withdrawn		
HGNC:11081	SLEB2~withdrawn		
HGNC:14535	SLEB3		
HGNC:17420	SLEH1		
HGNC:18542	SLEN1		
HGNC:18543	SLEN2		
HGNC:18544	SLEN3		
HGNC:18176	SLEV1~withdrawn		
HGNC:25408	SLF1	"DKFZp761C121, DKFZp564C0469, BRCTx"	Q9BQI6
HGNC:17814	SLF2	"FLJ10512, FLJ25012"	Q8IX21
HGNC:28286	SLFN5	MGC19764	Q08AF3
HGNC:26633	SLFN11	FLJ34922	Q7Z7L1
HGNC:25500	SLFN12	FLJ10260	Q8IYM2
HGNC:33920	SLFN12L		Q6IEE8
HGNC:26481	SLFN13	FLJ31952	Q68D06
HGNC:32689	SLFN14		P0C7P3
HGNC:26313	SLFNL1	FLJ23878	Q499Z3
HGNC:44126	SLFNL1-AS1		
HGNC:11082	SLIL1~withdrawn		
HGNC:11083	SLIL2~withdrawn		
HGNC:11084	SLIL3~withdrawn		
HGNC:20495	SLIRP	DC50	Q9GZT3
HGNC:11085	SLIT1	"slit1, MEGF4, Slit-1, SLIT3"	O75093
HGNC:51198	SLIT1-AS1		
HGNC:11086	SLIT2	Slit-2	O94813
HGNC:41383	SLIT2-IT1		
HGNC:11087	SLIT3	"slit2, MEGF5, SLIT1, Slit-3"	O75094
HGNC:20297	SLITRK1	KIAA1910	Q96PX8
HGNC:13449	SLITRK2	"KIAA1854, CXorf2"	Q9H156
HGNC:23501	SLITRK3	KIAA0848	O94933
HGNC:23502	SLITRK4	DKFZp547M2010	Q8IW52
HGNC:20295	SLITRK5	"bA364G4.2, KIAA0918"	O94991
HGNC:23503	SLITRK6	FLJ22774	Q9H5Y7
HGNC:11088	SLK	"STK2, se20-9, KIAA0204"	Q9H2G2
HGNC:16643	SLMAP	"SLAP, KIAA1601"	Q14BN4
HGNC:11089	SLN	"MGC12301, MGC125854, MGC125855"	O00631
HGNC:11090	SLO~withdrawn		
HGNC:11091	SLOS~withdrawn		
HGNC:11092	SLPI	"HUSI-I, ALK1, ALP, BLPI, HUSI, WAP4, WFDC4"	P03973
HGNC:11093	SLS~withdrawn		
HGNC:20709	SLTM	"Met, FLJ13213"	Q9NWH9
HGNC:16939	SLU7	9G8	O95391
HGNC:18746	SLURP1	"ARS, ANUP, MDM, ArsB, LY6LS"	P55000
HGNC:25549	SLURP2		
HGNC:20922	SLX1A		Q9BQ83
HGNC:44437	SLX1A-SULT1A3		
HGNC:28748	SLX1B	MGC5178	Q9BQ83
HGNC:48353	SLX1B-SULT1A4		
HGNC:23845	SLX4	"KIAA1784, KIAA1987, FANCP"	Q8IY92
HGNC:16225	SLX4IP	dJ1099D15.3	Q5VYV7
HGNC:11096	SMA@~withdrawn		
HGNC:11095	SMA#~withdrawn		
HGNC:13984	SMAC3L~withdrawn		
HGNC:18793	SMAC3L2~withdrawn		
HGNC:6767	SMAD1	"MADR1, JV4-1"	Q15797
HGNC:49379	SMAD1-AS1	ENST00000513542	
HGNC:49381	SMAD1-AS2		
HGNC:6768	SMAD2	"MADR2, JV18-1"	Q15796
HGNC:6769	SMAD3	"JV15-2, HsT17436"	P84022
HGNC:6770	SMAD4	DPC4	Q13485
HGNC:6771	SMAD5	"Dwfc, JV5-1"	Q99717
HGNC:30586	SMAD5-AS1	DAMS	Q9Y6J3
HGNC:6772	SMAD6	HsT17432	O43541
