“Gene“,”P_GRN_GSM329677.CEL","P_GRN_GSM329679.CEL","P_GRN_GSM329681.CEL","P_GRN_GSM329683.CEL","P_GRN_GSM329686.CEL","P_GRN_GSM329689.CEL"
"ARL6IP1",1106.903625,2387.885133,1757.600395,1212.218789,1314.985363,1428.371424
"ACAT1",325.6092387,548.0759671,642.9668121,439.2349156,479.386041,406.5194441
"TOPORS",75.058846,105.8397528,101.229135,130.0702874,130.4996785,110.8657174
"PRDX4",104.8555667,293.8166595,464.7777044,220.7859079,213.9885903,160.3743517
"ZFP36",455.1811206,173.7096767,1269.164514,947.4416595,642.0767385,1070.099485
"CUL4A",59.91156989,61.65213451,95.10017542,78.32645399,95.36684008,87.9056074
"HINT1",1207.168867,2395.758218,1634.258202,1216.045826,1465.479511,1284.483755
"DVL1",378.2407994,388.2333261,358.4842222,343.1574619,323.6423518,397.932897
"JAK2",36.85041545,53.0004933,57.32001085,82.81124023,72.66405112,68.77435777
"UBE2Z",238.5213951,298.9416595,270.2001323,241.7108059,252.1335697,242.3637009
"ATP6V1H",284.3519816,1212.568651,650.9898305,467.588715,381.215688,487.6916461
"WASL",158.0641969,870.0752347,570.5607089,237.983347,329.3879441,247.7333341
"SUB1",191.6466709,537.7199568,124.1622117,164.4047502,183.7970183,143.1186739
"EXOSC4",190.5289437,214.35311,167.9950263,172.8345555,158.4664657,165.0464732
"CSNK1A1",360.3268002,535.0995725,634.2399206,618.6915944,602.4089782,511.2177774
"ZNF292",33.4176887,32.24675303,30.6562302,46.9872775,38.76768751,40.13771473
"FRAT1",85.84937974,77.66664431,117.4213259,91.82470406,106.3807594,103.9087183
"NUP43",220.8584363,247.9727829,271.6122868,489.0020101,450.2314505,220.3268251
"BCL6",818.7021213,692.6363661,2139.861415,1905.155781,2442.802175,1611.526595
"LMNA",370.8408859,264.63974,204.3796623,228.0582756,261.1083278,366.0207129
"KLF3",102.2610173,62.60044159,69.56845522,85.70729365,80.7987137,91.60814364
"BIRC3",17.29973349,15.5308731,19.65870665,30.65747846,27.1135279,21.72350853
"BBS10",53.35631109,59.0898788,55.09173142,68.13974958,56.71131095,51.09046043
"SART3",173.5846611,189.9028515,154.565061,197.9720418,189.4698765,152.4723084
"NRAS",59.15681023,65.5490897,68.49426487,51.6596063,55.28175751,48.60729941
"PDLIM2",227.6363479,234.4980011,418.1242097,393.5752238,289.0262952,207.1821695
"YY1",474.393057,448.5637727,732.8424299,718.9062548,640.226842,650.6582929
"SRI",829.895558,1313.440586,1033.958528,827.4097826,849.2726261,938.8166595
"GEMIN4",95.69713581,86.90299676,74.4080173,84.75624922,85.02459408,83.97142456
"TSG101",400.6650378,693.1528104,607.2194088,599.7248322,487.0090924,470.5483241
"ATP6V1B2",239.1814132,1515.267726,598.7634543,347.2683617,422.2111031,305.4910134
"SYNE1",15.99085795,16.40025127,19.29935892,20.4496527,22.57859055,22.47152617
"SMARCD3",692.1017753,642.9980057,434.8356111,465.935434,463.2463485,549.4826299
"PCGF3",106.9544229,131.7258754,82.80585776,67.70897848,70.81592962,102.2536201
"CS",667.6916595,1270.765566,814.2952196,769.4488816,851.3374928,915.0774211
"CTBP1",392.4363946,618.0943318,632.5206145,745.1101108,372.343803,607.4339902
"SUMO3",954.5433687,1968.695958,1648.606165,1159.477119,1166.751662,938.0843003
"VAPA",1241.204432,2231.795802,2250.399993,1576.915475,1912.580647,1804.327198
"TUBB",783.3999928,2263.966193,1173.26426,763.8755977,881.575216,989.0173019
"GLRX5",665.1056003,948.657158,722.0711408,590.9096173,679.0516955,623.511125
"CMTM6",269.3081197,201.4378562,691.7719701,627.1198814,445.620016,589.4773554
"L3MBTL1",22.40031713,34.09045379,37.04149922,34.55205183,39.04396204,30.03159337
"DBN1",376.4020529,440.4914678,470.9003618,420.5686543,271.0555733,386.7193052
"RNF8",180.1996233,164.7670096,194.0015669,201.446026,221.9185902,184.6635887
"NECAB2",149.7817788,208.6026266,122.1136692,113.3405942,99.56797565,125.8724434
"MUC1",70.41400708,57.31256215,74.0546352,64.45011831,62.47869154,65.87338821
"SRSF1",501.5666595,619.4457022,798.5186485,1093.91809,1039.276115,754.8166595
"SNIP1",26.50067382,35.32031991,31.28667655,28.43623699,33.71255464,28.63316003
"EWSR1",166.1768993,196.987076,172.7747063,200.2595656,176.0705728,162.7917729
"MYO15A",26.97957887,24.14765054,21.94768271,18.34169866,21.65757645,26.33738494
"DNAJB1",497.3999928,710.0201882,679.7078952,562.1360588,618.7333261,714.0220694
"EPS15",602.1612595,880.743464,859.0904377,791.5168027,886.6172231,636.668528
"PRKAA2",56.52161807,75.58452124,59.06420655,62.06083549,61.52866741,59.36201542
"MICB",20.98649545,17.61001552,22.69544869,23.37525245,22.14933891,19.77824202
"DYNC1H1",1075.391659,2080.279121,1278.945408,1019.975796,1305.123023,1134.79387
"HUWE1",8057.383452,7103.899993,10524.40925,8329.108765,9150.751712,9371.342798
"MAD2L1BP",117.4344216,164.4960184,105.7345533,96.30913067,128.4774887,92.3577177
"TXNIP",1861.42061,842.6497221,4227.765333,5232.06266,2861.170826,2861.698705
"DNPEP",20.06555023,19.53048085,19.09857125,22.7658007,21.71172759,18.95682425
"CCL2",97.61511445,71.54261709,137.9796307,126.3722645,113.5890497,253.8780764
"CYB5A",234.4954338,278.0287681,384.3142685,308.3352326,294.6812472,274.0669193
"RASA1",75.09071908,210.3961169,162.8890196,210.1121598,215.0204937,149.6370433
"PCF11",193.2451253,118.3915366,115.6848171,255.1144904,314.6877947,180.3279856
"HSP90AB1",1730.015578,3490.753438,1985.828106,1338.90597,1990.013173,2008.057036
"TXNL4B",152.4309618,203.5864671,221.5576028,213.2126097,185.2712194,110.8852574
"HTT",288.5974574,376.7601613,233.798296,232.9987976,240.7932397,279.4315276
"IKBKG",301.7915706,284.7133787,235.7885429,232.9018738,277.4495897,273.9208348
"NOL3",278.1473853,238.3786342,221.8618109,227.8118603,262.1329285,253.3756009
"FOS",154.3737012,114.1924891,1754.843075,446.7051927,197.1533622,432.4755903
"COPS3",114.2336673,300.1639998,182.2295279,120.3359986,208.2989127,138.8716452
"MCM4",76.41293516,71.51610156,33.24265663,47.5092184,48.85296957,24.96625966
"MBIP",70.60887616,80.19782192,56.13664501,81.88652116,68.06581063,70.36333728
"TERF2IP",966.584727,1894.587305,1173.158388,878.1689305,1119.756606,1117.511861
"SNTA1",814.6563347,543.2665294,626.8220588,778.2822126,556.1029062,636.7061909
"CSF3R",73.19677483,40.3366306,108.7026848,84.16459693,81.91872397,75.5351502
"VPS11",212.4166607,273.2060806,198.7653495,208.2572144,146.1887762,150.7400063
"IRF7",109.1429354,72.10835347,146.5044998,472.8809512,152.5960893,159.142698
"SH3GL2",232.1169467,1831.957186,506.0778534,194.1668752,396.3828423,388.1548336
"NCSTN",262.9284016,298.2223149,340.3166595,319.6592762,258.8829999,275.29863
"LRPPRC",209.620747,458.6068621,109.7216023,309.4599751,280.6826937,252.126257
"CCDC130",190.409674,191.802739,186.1617227,208.3236458,180.5515851,159.9034666
"DOCK9",547.3226586,392.4088511,469.5665758,1128.20269,1204.483326,695.9219961
"PSMD12",108.2354733,248.1130359,202.3106341,171.7587552,166.9917429,168.9758834
"PFDN5",2677.333323,2622.938408,2417.725395,2646.730269,2600.473103,2354.983326
"CTNNAL1",118.2283285,117.9966795,253.562251,159.3753045,186.7237605,189.5232173
"LRP2",34.39030106,24.73729389,29.61787284,26.20500206,52.11482197,27.29358878
"SNTB2",174.6476867,169.7580109,265.7821749,232.3554943,241.5852291,261.4408258
"DHX9",21.31256857,32.10305918,27.55557572,21.19180856,26.08966942,25.38906071
"GORASP2",329.3999928,697.1346217,583.1499928,466.3099383,458.0870011,336.4950638
"MBD3",118.3313761,95.46864894,76.24358119,89.52906862,104.3602307,114.1765458
"RPS6KA2",1114.442645,691.9075685,911.2366266,819.6535775,884.3583261,831.1838096
"COMMD8",189.9041363,189.9048495,211.5705556,245.3284511,226.8224041,206.8790411
"SEC23A",100.7005958,81.84072301,80.49123863,83.37587718,89.20245894,89.87068458
"MFN1",43.82768578,43.15048944,73.7730648,98.67426217,104.8607521,61.15464621
"ADRA1A",27.51128792,27.09728413,26.90300932,31.20293068,26.52801395,31.90721063
"RRS1",350.6185845,325.6291864,313.7212872,315.1296243,325.2796949,321.6627869
"CHMP6",169.9008109,147.9710197,108.3881054,142.8753621,107.2454236,118.5768135
"VPS26A",697.0877563,762.8938986,794.0719086,877.8314309,968.6345437,923.0369922
"PSMD3",230.5337961,425.1488446,270.0616538,280.9042244,285.1159109,207.8970075
"MCRS1",258.7038431,255.4204305,233.4208297,203.0104435,223.8167456,222.20699
"TNFAIP3",88.23295088,64.94575437,514.4580968,228.1382853,112.8222347,149.0602203
"RAC1",3469.207975,3247.556176,3136.564698,2966.560399,3456.325361,2922.462493
"YWHAB",3373.159238,7159.96097,4586.652583,3751.821478,3709.446866,3803.316764
"SMYD3",87.85932866,263.5954425,122.9529308,86.36085408,122.3970088,79.43171423
"ERG",36.24493137,26.41836789,28.23503703,32.0500751,29.85362754,29.71749003
"SNX3",1137.212493,2021.524993,1248.878591,818.0453369,1030.816659,1089.441659
"CIR1",71.65849198,77.96789432,64.42464549,110.2131682,83.95915338,78.51265396
"TIMELESS",37.84271574,33.07902558,55.71087632,40.55494403,57.12744747,45.697624
"PPP1CA",328.9746435,372.7401305,380.4555253,362.1822276,307.2333261,322.2701574
"KCTD20",97.91664263,89.34285038,94.84622788,86.40271014,72.67363138,90.55680039
"NUCB1",510.7135469,572.1633125,500.5666595,477.4867936,317.8409695,470.9579533
"FSCN1",137.71619,165.5694839,131.9485242,143.830002,148.861908,171.9853996
"PPP2CA",618.6758291,1483.568042,846.4521253,561.5249928,859.7273766,874.7886724
"ANKRD7",14.02949341,12.98626846,12.73335247,13.31794698,13.72004213,13.3135209
"GHR",24.09246661,22.62449763,64.14089394,40.99297335,18.59795666,24.99440743
"ASL",107.6237221,120.479824,89.15800573,97.73391685,107.3452716,86.69354673
"KCTD13",272.9787206,430.2674326,238.8197799,296.5429209,291.8999928,251.4357802
"BECN1",233.4000281,321.3999928,335.735217,254.6916629,305.315944,257.7023546
"NARS",1077.573666,1897.37888,1349.194227,1299.425419,1333.538495,1185.608326
"BNIP3L",739.0355018,1345.112271,1204.376582,1171.970889,1376.700712,909.5083646
"CYP2E1",87.74164763,121.5971242,66.52386102,59.42597261,57.55864651,53.43632696
"WIPI2",666.1880453,1267.293948,960.4110705,902.2749928,947.2668036,849.7170371
"TRIM2",41.56407709,33.75600501,27.17485556,60.34241206,51.49781387,28.44381498
"RND3",152.5520587,159.6216862,480.1353562,466.3859377,247.1430861,276.348488
"EIF3I",471.3548057,684.8589033,626.3051885,500.835184,424.159163,540.8554708
"SERPINI1",460.4416595,2584.39568,489.1782267,297.4803677,596.7078846,469.4633749
"TMPRSS3",30.13113117,26.83255783,37.168217,44.18919766,35.45937929,26.50067382
"LAMTOR3",142.9030898,230.0967512,316.8658891,278.4015552,267.7749937,247.810656
"NMT1",284.3329398,398.6158251,348.6868227,373.2179098,254.3265918,317.182015
"PAPSS1",789.5666595,1602.40747,971.3389183,737.8485745,939.8037772,892.977645
"RPS17",5830.314177,4621.280454,6159.170826,5323.88186,5767.810856,5593.885159
"TDP2",292.9337288,548.6161627,655.7333261,562.8197624,636.2858961,577.4705485
"XPO1",619.9920854,544.794301,753.4041734,922.3999928,1109.141041,1121.298533
"SNRNP70",111.4325006,83.41048263,83.72343996,86.59918181,104.6760011,104.4744541
"CORO1A",103.6115345,285.0336494,360.2793392,302.5596738,178.7654454,214.6354254
"A2M",2824.697125,2073.028547,2502.487329,2394.20714,3030.170826,2931.275264
"STX16",273.8493103,200.1944082,268.1617191,336.4833261,313.4695389,285.9416596
"HSD17B14",249.4477373,210.3601249,207.6734097,209.7040297,167.7011921,218.482712
"CEBPZ",184.6839582,156.7275698,161.2075795,294.5909636,301.4833492,173.5948256
"PTPN3",53.53693897,79.94361288,57.25858977,59.38588208,62.94079194,42.06314345
"VLDLR",71.14693648,88.21963032,59.11672319,60.51053008,68.78589193,44.49094233
"MAGED1",934.9777857,2462.349454,1587.271092,1079.076422,881.0890916,1083.655507
"SRP14",4057.425503,4354.916952,4199.235008,4616.35239,3392.179214,4075.662457
"MRC2",325.2046589,224.4851,513.5009538,547.266167,241.5727585,311.6171231
"TBCD",76.20936196,80.50752185,78.62308482,58.34328978,66.85593173,72.98197719
"NOTCH4",379.4434132,200.3225758,237.5731562,318.6309282,261.5911924,346.7060719
"WDR48",269.3377413,273.8254597,223.641766,287.5456604,250.9308715,219.5545667
"LCP2",88.27559081,84.45414794,165.6429155,128.8817649,104.0636527,149.2099918
"RNF19A",84.27949403,102.5054255,281.373897,324.3927001,167.8700118,128.8939612
"C1orf123",299.0026479,419.2327941,381.5939739,325.1070389,375.0915657,298.5566156
"NCK2",503.2966406,592.3166595,627.4002509,508.529483,541.7374448,716.8731496
"TBXA2R",76.24158711,67.67884574,46.78096771,51.83162551,58.55135975,55.06559702
"HUS1",33.29974231,39.94835673,34.16595625,35.85046308,35.22943177,28.10775808
"SH3GLB2",146.996225,254.6083295,102.360226,124.3474279,105.3635702,114.0847621
"POLR1C",77.10409978,145.2740324,134.3465444,128.4687616,126.4017292,84.57912852
"SYMPK",201.8616432,183.8465352,133.0128366,132.0116928,144.4447901,156.1137638
"KDM5A",303.6344239,226.8318342,341.7867847,501.2960442,403.48125,332.7439343
"CYP4F11",22.48907049,21.21763222,20.78267938,19.54099087,18.92029486,17.26228137
"MAP3K7CL",12.10438882,11.49686234,13.41604428,18.38496607,15.21933542,13.50768812
"RNF10",485.362362,689.7048211,548.2844969,447.5249928,480.6907249,488.0199676
"ATP6V1A",495.7161409,1821.316659,824.4242903,546.8070717,665.615659,774.2466434
"SMARCA2",462.0287983,771.5045648,464.2760616,445.6499928,359.2514466,337.4837712
"HIP1",214.0705008,116.1253797,161.2491059,220.5308627,418.5874928,242.8938022
"GOT1",214.134705,1412.730624,319.5249928,188.968301,300.2125157,322.330601
"LAPTM5",962.7958164,911.3583261,3572.359858,1970.185107,1539.029611,2081.476353
"MED1",185.2173209,170.6263543,258.3034218,220.5723433,244.4773589,137.0492187
"FEN1",70.23591766,171.351472,124.6011923,107.0265853,151.0005409,67.35026314
"RNASEL",124.2481147,92.15657534,102.6289471,90.97350046,83.58665538,119.0522357
"RAB14",16.24119826,20.14574032,15.94370695,20.47769331,18.0940372,13.227472
"WNK1",2606.84953,1408.553503,1257.846597,1534.774404,1985.341257,1988.899993
"TTF2",13.32415507,14.40243579,14.44060695,16.53209466,17.68312219,14.3113622
"CCNO",56.06619517,52.69948014,43.38777468,34.7710998,33.08484805,36.0212339
"CLCN6",252.5644443,381.6020745,233.4964023,224.04645,254.1447895,255.9147039
"TCEA2",304.4156395,1069.897364,471.8732562,406.2181535,390.4416496,299.4623074
"XPNPEP1",434.4160012,596.901317,576.4949214,616.8169547,515.6592279,457.1115603
"SRRM1",597.9626448,716.9489231,643.9362902,644.6010231,1035.282676,511.6795166
"ECHS1",1157.520652,1470.959419,1326.505192,1122.879383,990.4153252,1065.286593
"MEIS2",462.1499928,574.9450435,574.6737723,681.7035633,536.0591743,473.3599993
"RANBP6",169.1951367,516.9188865,244.4132535,219.6517598,259.8794909,204.3171623
"IMMT",255.3641279,699.8716074,441.7342375,342.1444173,306.9871957,312.5822474
"COPS7A",265.1875052,617.0752194,322.8583261,290.181294,225.3584022,270.7646659
"ARL1",318.9303478,578.5972505,392.734797,407.5515595,322.7942105,394.8036437
"MCL1",33.45399158,25.92339604,38.84792804,31.22945095,18.60661622,32.6404676
"RAB1A",149.6921386,165.2661976,165.584734,179.064321,168.5461202,179.5787834
"BCAP31",377.5924037,611.7277606,541.1375284,465.2683889,449.1410979,397.2708697
"TNFSF10",248.1697045,81.42106787,96.17316374,361.7466875,104.7428504,133.0393167
"SNX6",518.7410793,234.0681668,311.8555504,337.1601039,506.3576031,373.530129
"GRB10",350.6149815,402.6114942,290.3583262,308.5030594,430.2284803,348.3664
"RPN1",121.109807,181.6767078,238.2599132,149.3307336,152.2228076,153.3789107
"MYO1C",386.2978875,251.9708297,335.3517103,344.7137757,350.71526,386.7720567
"CBFA2T3",34.76813143,43.79967447,38.4383305,39.31858246,50.16298922,37.41191233
"SKIV2L2",167.5523038,239.9274475,228.2346123,229.0235875,283.1796476,240.4296618
"CDK6",46.59878866,36.9512328,30.3094361,35.9369819,40.49953881,37.51301496
"FANCC",109.3430863,61.74922248,86.35090539,98.29006035,121.9630004,125.5094033
"ALDOA",2204.039406,4712.332384,3757.442581,2482.563441,2321.014025,2828.174792
"PPP1R12A",92.58014854,202.6004572,176.0654918,167.6510738,193.6801678,167.8536716
"FLOT1",1125.364455,1545.633767,1185.227832,945.0259488,1166.399993,1232.176588
"AASDHPPT",245.6850432,520.5329824,331.265686,155.9214444,231.8166997,248.4017053
"UPF2",180.3610811,172.0363182,219.5814868,217.0516472,366.1300137,193.9026245
"APP",1062.858326,1679.763788,701.5208997,902.8773026,1013.056769,867.3614563
"CASP3",81.28344531,67.18196993,86.57075452,111.1103169,110.642067,90.88756138
"RIPK1",49.03023757,38.0927129,72.72046692,54.86434455,46.75277936,59.40979299
"MECP2",243.0144695,274.4484983,212.9330367,177.5517627,273.7062462,201.4062959
"PIAS3",162.6633183,177.6438449,165.9156765,200.6105875,163.0639862,121.6087221
"PSMD2",593.267342,858.5793045,755.8115503,682.5928304,661.2682551,617.7247955
"CRCP",214.8512995,186.3316089,160.4961419,133.6001593,164.1408565,148.8266803
"LEMD3",362.1010132,525.7248731,404.802594,440.8557621,506.8117399,399.0572118
"SHC1",84.86261734,60.96843283,77.82826463,87.43450383,46.79181507,90.47555296
"MEAF6",183.5689425,413.2582522,189.1287995,246.1276178,255.7685696,181.8948533
"TSC2",31.15740479,36.71038897,43.55584921,42.49501083,44.65380348,34.21067781
"RBBP8",108.0726429,71.13353564,93.66957979,141.0925534,188.4567877,100.9508935
"FUS",33.72069218,34.63996403,24.95232566,22.45682524,26.37618798,27.72176927
"GINS3",62.86930888,37.03502973,55.31640626,48.00225807,47.09529744,49.34071285
"POLB",187.0972552,406.5397659,310.2705274,300.1512497,482.2707966,250.5894376
"PPP1R9A",207.9655821,302.3107091,198.1091929,250.5377862,332.0026835,221.434253
"CEBPA",185.1023673,149.6839253,169.0974519,167.2281565,190.0685343,176.1028391
"CINP",38.66737774,35.23579661,29.15150151,31.08308876,24.33530271,18.58381307
"AP3S1",1034.965857,1042.925132,1048.648053,979.7127406,979.2146726,1075.311021
"DMWD",196.4414582,121.2070896,119.1214829,148.3375192,157.1915411,150.7329
"ING4",248.4021534,225.4305984,179.9070853,199.4512324,219.977112,217.8954223
"FXYD6",970.0530472,1777.24503,635.8166595,737.3166595,766.5227243,970.223461
"ATP5L",258.2552718,472.3068862,375.8807921,278.8908385,266.0504973,243.528636
"SAR1A",74.60803774,93.01599381,109.394521,58.09578743,51.8607374,57.68874809
"MLLT3",59.86928873,90.83026035,68.74476588,68.52442979,73.34276364,65.28152428
"FHL2",75.14797321,215.0586933,220.7737019,110.1908182,62.66973278,67.53667005
"HSP90AA1",3834.809238,4282.766144,4054.26969,3912.580885,4588.441659,6115.797966
"ATP8B1",537.9731384,346.8730923,677.1917424,888.4416595,623.115277,595.3590277
"CENPU",19.51028861,18.9066666,17.49595304,19.18543873,20.46420548,18.72670375
"RRP1B",314.3543152,260.5249947,379.3168711,352.3166595,336.6799145,305.8931502
"CDK13",28.76952379,28.53271037,38.2989961,28.89032775,35.54352956,33.74011046
"CANX",297.8784456,361.142389,489.0586834,304.8637285,325.6779783,410.514984
"RGS12",195.2392419,178.9639554,174.3220585,185.6461017,162.5603104,137.3339106
"GALNT12",26.34924041,22.11750854,23.71359749,20.2572294,34.09963614,24.98622264
"TIMP3",270.8328736,174.4703796,319.3946856,217.7509788,182.153218,267.7426272
"STIP1",300.4565405,516.941162,386.9396186,253.3744119,384.2373362,505.9312048
"RHOT2",245.6392077,200.0583173,221.6112589,247.7226371,226.9382478,207.7042951
"FAF2",499.3999928,603.2095693,588.9895029,648.6684351,503.6291595,577.3898774
"ADD1",696.8569212,800.1150782,649.4822866,657.3314983,739.5881674,641.982179
"RORB",41.72946254,68.2574516,42.4614488,39.78599344,35.86605464,42.4614488
"CD63",1648.247075,2317.976634,3364.247599,2535.972692,2489.358326,2519.200453
"CBX5",659.9180699,572.3528052,652.1809284,535.1202789,748.9971476,722.1479426
"PSMA2",342.1193152,522.6422881,710.6138312,596.0785944,551.0556948,372.7837066
"RPL32",8358.195297,6836.435904,7282.580176,6933.302154,7286.279382,7395.264225
"AES",1063.238889,1337.253774,983.4262973,932.3326281,1037.045653,1026.893252
"RGS2",130.5447992,273.2490441,1129.295826,540.4833261,181.4808809,342.2749928
"SOS1",60.33151152,83.52773497,75.62863528,124.1362896,84.34944958,104.6019473
"ATG12",126.1488413,107.5193968,125.8127753,186.6126847,198.0378811,153.2383956
"NUP133",102.4452789,193.4189811,250.3664166,230.5945522,220.5154974,150.364035
"SUV39H2",10.62870575,12.30513071,11.29070608,13.02238388,11.89236394,11.69374927
"ILF3",175.6808108,253.7162186,208.5763189,220.1517483,209.233685,200.1243617
"SLC39A1",114.3795694,113.3921,154.8389806,147.3717104,135.6030384,131.4952005
"ALAS1",154.6585777,324.4563705,217.8255168,166.595023,165.6979207,167.7011921
"PTP4A3",113.7206549,82.45095276,171.5266975,157.8614247,128.7034593,136.7980662
"WWP1",355.2708854,284.3583262,311.4569666,343.5279916,537.1811649,460.2749928
"HEXA",227.2115735,312.8652275,357.5156377,290.3849104,274.2535118,276.8166598
"PCDH17",737.0452016,722.8493779,533.7756295,492.3765182,762.9608324,822.479131
"F8",140.0640834,382.4416595,191.0772128,124.6742922,154.9375673,117.139726
"DNMT1",168.6595197,216.3509305,251.0152176,219.0072366,276.940913,191.0805154
"NOP2",195.2605831,232.5610977,217.5817016,269.8211657,244.9166549,251.6421752
"TNIP1",254.7570339,263.8403252,335.8589699,291.3266113,279.3015874,255.9573625
"NUP62",81.8250114,78.69738484,109.2603572,58.92247966,80.20048742,76.11401448
"GLI3",609.1753491,345.2957976,333.8999928,380.2117262,446.8283667,540.7086755
"SSRP1",150.1490068,279.4416597,268.0747208,228.7476195,251.2227898,208.8584499
"CUL3",339.8591675,572.2757564,658.1579639,568.4416595,741.3166595,629.8274251
"DIDO1",203.5345678,197.3833258,176.3611248,219.1028799,199.7757714,122.8458793
"SAP30BP",127.3445516,160.2248682,169.0340583,242.0818574,174.5050931,92.28610412
"ABL1",555.4230116,388.606225,595.5867954,514.7019595,567.0953327,597.1695879
"TUBGCP3",146.8462479,263.5147186,242.5752846,243.4521356,379.5608045,185.1728444
"YWHAH",186.4364447,1528.02482,374.3927745,265.0312084,296.3638437,300.9994533
"SF3B4",266.2749938,326.433847,286.880018,273.0873139,260.3134633,252.1792244
"WDR26",321.9540377,283.7613502,520.4522815,363.3617779,352.820674,415.600199
"EPS8L2",175.8764585,142.2026577,130.8733277,163.85531,139.0022699,121.8735897
"USP39",112.649365,116.7570481,135.096511,123.7271635,124.4296498,102.9985108
"WBP11",515.5246515,613.2045511,466.147481,476.3166386,480.3473454,366.586233
"SPAG5",81.79636166,73.98525261,62.42487284,49.66146081,60.34722679,82.15349394
"SEC23B",95.25642844,88.69474952,90.36894984,75.45307359,79.0849546,80.82351912
"PSMB3",322.6059852,761.548513,687.2413522,589.8293689,549.4602687,406.0393846
"CLK2",408.566635,290.4519511,401.2139114,510.1402194,395.3999928,431.3950686
"KCNAB1",120.1588756,402.8116481,121.782959,191.0081306,203.6611627,179.7732971
"MAP2K4",103.0620708,387.5867219,161.5496348,129.4957296,202.9839529,179.8172446
"RABIF",109.003828,221.1254341,145.3498119,120.7490647,98.76435765,102.5289115
"AMD1",241.6765455,234.0393805,304.4819145,413.4515429,603.6041007,246.8484792
"RECQL5",42.96880975,38.69110108,30.94038445,31.43584677,28.62247425,28.46032673
"RANBP2",235.5254523,295.0208478,298.1040017,431.6397535,410.5944028,334.2829547
"LZTFL1",114.7240771,249.27984,151.8422474,156.3256523,72.44399667,105.6451275
"EIF3H",1056.308927,1279.752488,1582.144679,1289.450583,1355.542333,1186.055295
"ARL6IP5",957.8583261,1354.283664,1244.041941,1110.239668,1218.836861,1105.457028
"PLK3",120.8592954,103.2164846,117.1321487,120.3365828,101.0164359,120.5783777
"UBE2A",432.154856,564.3335092,526.0666595,565.017424,496.9416595,503.6684959
"TCEAL1",220.8584363,468.2609995,357.4860818,239.0536352,270.6040452,241.3753782
"DZIP3",153.2564964,403.4822278,186.9159693,226.2069768,147.7129611,158.4547821
"MINK1",410.6036657,290.7841928,196.1490476,272.8717131,277.1000132,348.489226
"FKBP5",96.64188909,58.43643198,383.0982641,320.9076274,177.1442568,202.7709655
"RABAC1",465.5950738,1057.733326,724.5790386,592.6708261,711.8617511,603.8789811
"CLNS1A",799.6083261,781.770966,684.7184097,551.9928188,646.3203215,595.5626149
"PIH1D1",421.8172037,569.4836171,469.5180191,480.8500039,459.3367667,409.5718001
"PLAA",24.28081856,28.13097442,25.40167152,28.02227908,22.23691309,24.41372775
"ADRA2A",41.01661298,66.21323979,52.78174358,25.49390098,32.48989474,40.04149983
"CHD4",873.0384175,517.3876724,589.7662863,742.7474879,875.1451151,736.6379844
"ARHGAP24",26.11531902,24.3560761,25.53057991,31.69377044,29.68866587,24.3807428
"PFN2",1456.622468,3999.769501,2124.983326,1628.738049,1555.202458,1733.969573
"CCT5",226.738128,506.7979256,439.3913253,356.1374105,423.2880372,336.7902419
"JMJD6",170.1028701,115.5371722,144.9330083,85.17650684,161.6692202,184.5206731
"ZNF211",132.9288062,102.4878672,125.3974431,158.0723674,177.3498349,112.8067226
"SMU1",69.02516191,70.27157102,46.52672135,49.52317988,55.43779301,63.8278924
"SORBS3",902.0984918,400.5134254,467.1382783,738.4822444,734.0249928,614.0172787
"HCFC2",59.54468569,56.46183668,61.59919531,68.16914282,74.34677948,73.47085666
"ING1",46.06749082,75.93383304,100.4929755,75.06180548,88.60689578,68.73134901
"HIPK2",1138.849272,525.9416595,542.5666595,366.2467456,971.6178416,725.4733745
"KRT31",54.83956411,52.11576117,37.88041006,39.80852662,47.89177979,44.43807186
"PCSK5",85.38284902,63.31681808,106.0299894,108.0550828,94.75538351,90.82029826
"PDS5A",102.5872804,103.1491049,132.3892746,184.1388717,198.0155097,181.8508643
"FDFT1",1512.442276,1584.899993,2238.619638,2014.586418,2115.212493,1804.12754
"IKBKAP",16.9693723,14.60609446,12.9981737,14.74642409,15.46864421,15.6605683
"TRIM27",73.32391977,79.36638039,81.57948371,75.27298748,67.34031293,98.49910167
"UNC119",377.3207386,282.5791618,253.123095,231.8246675,304.7000109,321.6499928
"CGGBP1",126.4214269,120.282428,159.6546994,171.8848462,170.4855017,174.5053101
"POLR2L",608.0416464,713.3999928,831.2559223,663.547789,585.094381,604.3527931
"ECT2",17.19026867,29.52687497,23.12848983,38.45809308,33.9778958,18.37493074
"SRPK2",1509.588057,1924.055367,1094.45669,1301.350404,2311.440536,1353.362402
"UVRAG",106.9544229,116.5758951,131.7843201,128.8301613,127.8694844,93.30758768
"EPAS1",3132.090899,1881.949458,2776.418061,3845.076816,3632.855374,3005.045143
"ERCC8",67.83425016,58.22278808,71.29919251,71.23942355,79.82714349,66.29359709
"CIAO1",363.5818869,350.256427,339.7142986,386.1541475,424.3719192,312.8398608
"ARMC8",92.36741064,85.47943603,120.4509715,134.8052234,178.9876029,97.91014024
"KAT8",111.8570282,102.3193919,78.69290208,92.02132476,117.4503857,111.4534985
"CHCHD2",1578.633893,2793.449471,1819.951334,1580.393869,1666.754198,1562.095158
