"SUID","ALSOD","AverageShortestPathLength","BetweennessCentrality","C9","Cell.type","Cell.type.x","Cell.type.y","ClosenessCentrality","ClusteringCoefficient","DEG","DEGPPI","Degree","Eccentricity","GRN","IsSingleNode","Matching.Attribute","Matching.Attribute.1","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","OG_Gene","OG_Gene_GRN","OG_Gene_VCP","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient","VCP"
"17204","false","3.75085763","0.0","false","Neurons","","","0.26660569","0.0","false","false","1","6","false","false","","JAKMIP1","JAKMIP1","86.0","1","0","false","false","false","0","0.60702034","false","0","JAKMIP1","0","0.0","true"
"17205","false","3.8593482","0.0","false","NA","","","0.25911111","0.0","false","false","1","6","false","false","","UNKL","UNKL","167.0","1","0","false","false","false","0","0.59152169","false","0","UNKL","0","0.0","true"
"17206","false","4.29588336","0.00173049","false","NA","","","0.23278099","0.0","false","false","4","6","false","false","","CLCN5","CLCN5","1.75","4","0","false","false","true","0","0.52915952","false","0","CLCN5","129626","0.25","true"
"17207","false","3.98499142","0.0","false","NA","","","0.25094157","0.0","false","false","1","6","false","false","","MCM10","MCM10","79.0","1","0","false","false","false","0","0.57357265","false","0","MCM10","0","0.0","true"
"17208","false","3.40608919","0.0","false","NA","","","0.29359184","0.0","false","false","1","6","false","false","","PNRC1","PNRC1","475.0","1","0","false","false","false","0","0.65627297","false","0","PNRC1","0","0.0","true"
"17209","false","3.85548885","0.0","false","NA","","","0.25937048","0.0","false","false","1","6","false","false","","MIS12","MIS12","145.0","1","0","false","false","false","0","0.59207302","false","0","MIS12","0","0.0","true"
"17210","false","3.40608919","0.0","false","NA","","","0.29359184","0.0","false","false","1","6","false","false","","MERTK","MERTK","475.0","1","0","false","false","false","0","0.65627297","false","0","MERTK","0","0.0","true"
"17211","false","3.40608919","0.0","false","NA","","","0.29359184","0.0","false","false","1","6","false","false","","PDE6G","PDE6G","475.0","1","0","false","false","false","0","0.65627297","false","0","PDE6G","0","0.0","true"
"17212","false","3.40608919","0.0","false","NA","","","0.29359184","0.0","false","false","1","6","false","false","","CHRM4","CHRM4","475.0","1","0","false","false","false","0","0.65627297","false","0","CHRM4","0","0.0","true"
"17213","false","3.8593482","0.0","false","NA","","","0.25911111","0.0","false","false","1","6","false","false","","PLEKHB1","PLEKHB1","167.0","1","0","false","false","false","0","0.59152169","false","0","PLEKHB1","0","0.0","true"
"17214","false","3.38121784","0.0","false","NA","","","0.29575143","1.0","false","false","2","6","false","false","","PDGFRB","PDGFRB","280.5","2","0","false","false","false","0","0.65982602","false","0","PDGFRB","0","0.52725564","true"
"17215","false","3.8593482","0.0","false","NA","","","0.25911111","0.0","false","false","1","6","false","false","","ACVR1","ACVR1","167.0","1","0","false","false","false","0","0.59152169","false","0","ACVR1","0","0.0","true"
"17216","false","4.04331046","0.0","false","NA","","","0.24732209","0.0","false","false","1","7","false","false","","SYT3","SYT3","32.0","1","0","false","false","false","0","0.56524136","false","0","SYT3","0","0.0","true"
"17217","false","4.04331046","0.0","false","NA","","","0.24732209","0.0","false","false","1","7","false","false","","KLHL3","KLHL3","32.0","1","0","false","false","false","0","0.56524136","false","0","KLHL3","0","0.0","true"
"17218","false","4.04331046","0.0","false","NA","","","0.24732209","0.0","false","false","1","7","false","false","","PCSK7","PCSK7","32.0","1","0","false","false","false","0","0.56524136","false","0","PCSK7","0","0.0","true"
"17219","false","4.04331046","0.0","false","NA","","","0.24732209","0.0","false","false","1","7","false","false","","SYT2","SYT2","32.0","1","0","false","false","false","0","0.56524136","false","0","SYT2","0","0.0","true"
"17220","true","4.04331046","0.0","false","NA","","","0.24732209","0.0","false","false","1","7","false","false","","SYT9","SYT9","32.0","1","0","false","false","false","0","0.56524136","false","0","SYT9","0","0.0","true"
"17221","false","3.8593482","0.0","false","NA","","","0.25911111","0.0","false","false","1","6","false","false","","RAB30","RAB30","167.0","1","0","false","false","false","0","0.59152169","false","0","RAB30","0","0.0","true"
"17222","false","3.40608919","0.0","false","NA","","","0.29359184","0.0","false","false","1","6","false","false","","EPHB1","EPHB1","475.0","1","0","false","false","false","0","0.65627297","false","0","EPHB1","0","0.0","true"
"17223","false","3.8593482","0.0","false","NA","","","0.25911111","0.0","false","false","1","6","false","false","","RHOG","RHOG","167.0","1","0","false","false","false","0","0.59152169","false","0","RHOG","0","0.0","true"
"17224","false","3.98842196","0.0","false","NA","","","0.25072573","0.0","false","false","1","6","false","false","","TLR10","TLR10","31.0","1","0","false","false","false","0","0.57308258","false","0","TLR10","0","0.0","true"
"17225","false","3.75085763","0.0","false","NA","","","0.26660569","0.0","false","false","1","6","false","false","","IL2RG","IL2RG","86.0","1","0","false","false","false","0","0.60702034","false","0","IL2RG","0","0.0","true"
"17226","false","3.71740995","0.0","false","NA","","","0.2690045","0.0","false","false","1","6","false","false","","NME2","NME2","283.0","1","0","false","false","false","0","0.61179858","false","0","NME2","0","0.0","true"
"17227","false","3.40608919","0.0","false","NA","","","0.29359184","0.0","false","false","1","6","false","false","","AJUBA","AJUBA","475.0","1","0","false","false","false","0","0.65627297","false","0","AJUBA","0","0.0","true"
"17228","false","3.8593482","0.0","false","NA","","","0.25911111","0.0","false","false","1","6","false","false","","GSC","GSC","167.0","1","0","false","false","false","0","0.59152169","false","0","GSC","0","0.0","true"
"17229","false","3.8593482","0.0","false","NA","","","0.25911111","0.0","false","false","2","6","false","false","","INPP4A","INPP4A","167.0","2","0","false","false","false","1","0.59152169","false","0","INPP4A","0","0.0","true"
"17230","false","3.8593482","0.0","false","NA","","","0.25911111","0.0","false","false","1","6","false","false","","RAB2B","RAB2B","167.0","1","0","false","false","false","0","0.59152169","false","0","RAB2B","0","0.0","true"
"17231","false","3.8593482","0.0","false","NA","","","0.25911111","0.0","false","false","1","6","false","false","","VEPH1","VEPH1","167.0","1","0","false","false","false","0","0.59152169","false","0","VEPH1","0","0.0","true"
"17232","false","3.8593482","0.0","false","NA","","","0.25911111","0.0","false","false","1","6","false","false","","NAT9","NAT9","167.0","1","0","false","false","false","0","0.59152169","false","0","NAT9","0","0.0","true"
"17233","false","3.8593482","0.0","false","NA","","","0.25911111","0.0","false","false","1","6","false","false","","RHEBL1","RHEBL1","167.0","1","0","false","false","false","0","0.59152169","false","0","RHEBL1","0","0.0","true"
"17234","false","3.8593482","0.0","false","NA","","","0.25911111","0.0","false","false","1","6","false","false","","ZSCAN4","ZSCAN4","167.0","1","0","false","false","false","0","0.59152169","false","0","ZSCAN4","0","0.0","true"
"17235","false","3.8593482","0.0","false","NA","","","0.25911111","0.0","false","false","1","6","false","false","","EIF2AK4","EIF2AK4","167.0","1","0","false","false","false","0","0.59152169","false","0","EIF2AK4","0","0.0","true"
"17236","false","3.40608919","0.0","false","NA","","","0.29359184","0.0","false","false","1","6","false","false","","ADA","ADA","475.0","1","0","false","false","false","0","0.65627297","false","0","ADA","0","0.0","true"
"17237","false","4.00728988","0.0","false","NA","","","0.24954521","0.0","false","false","1","6","false","false","","GEMIN5","GEMIN5","50.0","1","0","false","false","false","0","0.57038716","false","0","GEMIN5","0","0.0","true"
"17238","false","3.97898799","0.0","false","NA","","","0.25132019","0.0","false","false","1","6","false","false","","RAPGEF6","RAPGEF6","53.0","1","0","false","false","false","0","0.57443029","false","0","RAPGEF6","0","0.0","true"
"17239","false","3.71740995","0.0","false","NA","","","0.2690045","0.0","false","false","3","6","false","false","","TINF2","TINF2","283.0","3","0","false","false","false","1","0.61179858","false","0","TINF2","0","0.0","true"
"17240","false","3.40608919","0.0","false","NA","","","0.29359184","0.0","false","false","1","6","false","false","","FLT3","FLT3","475.0","1","0","false","false","false","0","0.65627297","false","0","FLT3","0","0.0","true"
"17241","false","3.40608919","0.0","false","NA","","","0.29359184","0.0","false","false","1","6","false","false","","RALGPS1","RALGPS1","475.0","1","0","false","false","false","0","0.65627297","false","0","RALGPS1","0","0.0","true"
"17242","false","3.97898799","0.0","false","NA","","","0.25132019","0.0","false","false","1","6","false","false","","SLC25A34","SLC25A34","53.0","1","0","false","false","false","0","0.57443029","false","0","SLC25A34","0","0.0","true"
"17243","false","3.71740995","0.0","false","NA","","","0.2690045","0.0","false","false","1","6","false","false","","TINAG","TINAG","283.0","1","0","false","false","false","0","0.61179858","false","0","TINAG","0","0.0","true"
"17244","false","3.40608919","0.0","false","NA","","","0.29359184","0.0","false","false","1","6","false","false","","SIT1","SIT1","475.0","1","0","false","false","false","0","0.65627297","false","0","SIT1","0","0.0","true"
"17245","false","3.8593482","0.0","false","NA","","","0.25911111","0.0","false","false","1","6","false","false","","FBXL12","FBXL12","167.0","1","0","false","false","false","0","0.59152169","false","0","FBXL12","0","0.0","true"
"17246","false","3.40608919","0.0","false","NA","","","0.29359184","0.0","false","false","1","6","false","false","","SIGLEC7","SIGLEC7","475.0","1","0","false","false","false","0","0.65627297","false","0","SIGLEC7","0","0.0","true"
"17247","false","4.11835334","0.0","false","NA","","","0.24281549","0.0","false","false","2","6","false","false","","ABCG4","ABCG4","3.0","2","0","false","false","false","1","0.55452095","false","0","ABCG4","0","0.0","true"
"17248","false","3.75085763","0.0","false","NA","","","0.26660569","0.0","false","false","1","6","false","false","","OSMR","OSMR","86.0","1","0","false","false","false","0","0.60702034","false","0","OSMR","0","0.0","true"
"17249","false","3.40608919","0.0","false","NA","","","0.29359184","0.0","false","false","1","6","false","false","","MTA3","MTA3","475.0","1","0","false","false","false","0","0.65627297","false","0","MTA3","0","0.0","true"
"17250","false","3.8593482","0.0","false","NA","","","0.25911111","0.0","false","false","1","6","false","false","","FOXG1","FOXG1","167.0","1","0","false","false","false","0","0.59152169","false","0","FOXG1","0","0.0","true"
"17251","false","5.02058319","0.0","false","NA","","","0.19918005","0.0","false","false","2","7","false","false","","EXOC7","EXOC7","7.0","2","0","false","false","false","1","0.42563097","false","0","EXOC7","0","0.0","true"
"17252","false","3.85548885","0.0","false","NA","","","0.25937048","0.0","false","false","2","6","false","false","","INCENP","INCENP","145.0","2","0","false","false","false","1","0.59207302","false","0","INCENP","0","0.0","true"
"17253","false","3.8593482","0.0","false","NA","","","0.25911111","0.0","false","false","1","6","false","false","","RAB6B","RAB6B","167.0","1","0","false","false","false","0","0.59152169","false","0","RAB6B","0","0.0","true"
"17254","false","3.40608919","0.0","false","NA","","","0.29359184","0.0","false","false","1","6","false","false","","LY6G6F","LY6G6F","475.0","1","0","false","false","false","0","0.65627297","false","0","LY6G6F","0","0.0","true"
"17255","false","3.40608919","0.0","false","NA","","","0.29359184","0.0","false","false","1","6","false","false","","SYNJ2","SYNJ2","475.0","1","0","false","false","false","0","0.65627297","false","0","SYNJ2","0","0.0","true"
"17256","false","3.8593482","0.0","false","NA","","","0.25911111","0.0","false","false","1","6","false","false","","ZBTB44","ZBTB44","167.0","1","0","false","false","false","0","0.59152169","false","0","ZBTB44","0","0.0","true"
"17257","false","5.02058319","0.0","false","NA","","","0.19918005","0.0","false","false","1","7","false","false","","RTN4R","RTN4R","7.0","1","0","false","false","false","0","0.42563097","false","0","RTN4R","0","0.0","true"
"17258","false","3.40608919","0.0","false","NA","","","0.29359184","0.0","false","false","1","6","false","false","","FLT4","FLT4","475.0","1","0","false","false","false","0","0.65627297","false","0","FLT4","0","0.0","true"
"17259","false","4.00728988","0.0","false","NA","","","0.24954521","0.0","false","false","1","6","false","false","","GEMIN6","GEMIN6","50.0","1","0","false","false","false","0","0.57038716","false","0","GEMIN6","0","0.0","true"
"17260","false","3.40608919","0.0","false","NA","","","0.29359184","0.0","false","false","1","6","false","false","","PRKAR1A","PRKAR1A","475.0","1","0","false","false","false","0","0.65627297","false","0","PRKAR1A","0","0.0","true"
"17261","false","3.8593482","0.0","false","NA","","","0.25911111","0.0","false","false","1","6","false","false","","ARL4D","ARL4D","167.0","1","0","false","false","false","0","0.59152169","false","0","ARL4D","0","0.0","true"
"17262","false","3.97898799","0.0","false","NA","","","0.25132019","0.0","false","false","1","6","false","false","","GOPC","GOPC","53.0","1","0","false","false","false","0","0.57443029","false","0","GOPC","0","0.0","true"
"17263","false","3.97898799","0.0","false","NA","","","0.25132019","0.0","false","false","1","6","false","false","","SPTLC1","SPTLC1","53.0","1","0","false","false","false","0","0.57443029","false","0","SPTLC1","0","0.0","true"
"17264","false","3.97898799","0.0","false","NA","","","0.25132019","0.0","false","false","1","6","false","false","","PDLIM4","PDLIM4","53.0","1","0","false","false","false","0","0.57443029","false","0","PDLIM4","0","0.0","true"
"17265","false","3.97898799","0.0","false","NA","","","0.25132019","0.0","false","false","1","6","false","false","","AOX1","AOX1","53.0","1","0","false","false","false","0","0.57443029","false","0","AOX1","0","0.0","true"
"17266","false","4.58404803","0.0","false","NA","","","0.2181478","0.0","false","false","2","6","false","false","","GRK6","GRK6","23.0","2","0","false","false","false","1","0.48799314","false","0","GRK6","0","0.0","true"
"17267","false","3.8593482","0.0","false","NA","","","0.25911111","0.0","false","false","1","6","false","false","","RAB34","RAB34","167.0","1","0","false","false","false","0","0.59152169","false","0","RAB34","0","0.0","true"
"17268","false","3.40608919","0.0","false","NA","","","0.29359184","0.0","false","false","1","6","false","false","","SHC2","SHC2","475.0","1","0","false","false","false","0","0.65627297","false","0","SHC2","0","0.0","true"
"17269","false","3.97898799","0.0","false","Astrocytes","","","0.25132019","0.0","false","false","1","6","false","false","","PLTP","PLTP","53.0","1","0","false","false","false","0","0.57443029","false","0","PLTP","0","0.0","true"
"17270","false","3.97898799","0.0","false","Neurons","","","0.25132019","0.0","false","false","1","6","false","false","","LMO7","LMO7","53.0","1","0","false","false","false","0","0.57443029","false","0","LMO7","0","0.0","true"
"17271","false","3.8593482","0.0","false","NA","","","0.25911111","0.0","false","false","1","6","false","false","","PREB","PREB","167.0","1","0","false","false","false","0","0.59152169","false","0","PREB","0","0.0","true"
"17272","false","3.40608919","0.0","false","NA","","","0.29359184","0.0","false","false","1","6","false","false","","EPHA2","EPHA2","475.0","1","0","false","false","false","0","0.65627297","false","0","EPHA2","0","0.0","true"
"17273","false","3.75085763","0.0","false","NA","","","0.26660569","0.0","false","false","1","6","false","false","","FER","FER","86.0","1","0","false","false","false","0","0.60702034","false","0","FER","0","0.0","true"
"17274","false","4.58404803","0.0","false","NA","","","0.2181478","0.0","false","false","1","6","false","false","","MAPK8IP2","MAPK8IP2","23.0","1","0","false","false","false","0","0.48799314","false","0","MAPK8IP2","0","0.0","true"
"17275","false","3.9271012","0.0","false","Astrocytes","","","0.25464075","0.0","false","false","1","6","false","false","","BMPR1B","BMPR1B","41.0","1","0","false","false","false","0","0.58184269","false","0","BMPR1B","0","0.0","true"
"17276","true","3.8593482","0.0","false","NA","","","0.25911111","0.0","false","false","2","6","false","false","","SOX5","SOX5","167.0","2","0","false","false","false","1","0.59152169","false","0","SOX5","0","0.0","true"
"17277","false","3.40608919","0.0","false","NA","","","0.29359184","0.0","false","false","1","6","false","false","","RAPGEF1","RAPGEF1","475.0","1","0","false","false","false","0","0.65627297","false","0","RAPGEF1","0","0.0","true"
"17278","false","4.09691252","0.0","false","NA","","","0.24408625","0.0","false","false","1","6","false","false","","PDCD6","PDCD6","26.0","1","0","false","false","false","0","0.55758393","false","0","PDCD6","0","0.0","true"
"17279","false","3.8593482","0.0","false","NA","","","0.25911111","0.0","false","false","1","6","false","false","","HOXC8","HOXC8","167.0","1","0","false","false","false","0","0.59152169","false","0","HOXC8","0","0.0","true"
"17280","false","3.71740995","0.0","false","NA","","","0.2690045","0.0","false","false","1","6","false","false","","SALL1","SALL1","283.0","1","0","false","false","false","0","0.61179858","false","0","SALL1","0","0.0","true"
"17281","false","3.38121784","0.0","false","NA","","","0.29575143","1.0","false","false","2","6","false","false","","SOCS1","SOCS1","280.5","2","0","false","false","false","0","0.65982602","false","0","SOCS1","0","0.52725564","true"
"17282","false","3.40608919","0.0","false","Oligodendrocytes","","","0.29359184","0.0","false","false","1","6","false","false","","SHC4","SHC4","475.0","1","0","false","false","false","0","0.65627297","false","0","SHC4","0","0.0","true"
"17283","false","3.85548885","0.0","false","NA","","","0.25937048","0.0","false","false","1","6","false","false","","NSL1","NSL1","145.0","1","0","false","false","false","0","0.59207302","false","0","NSL1","0","0.0","true"
"17284","false","3.40608919","0.0","false","NA","","","0.29359184","0.0","false","false","1","6","false","false","","NTRK1","NTRK1","475.0","1","0","false","false","false","0","0.65627297","false","0","NTRK1","0","0.0","true"
"17285","false","3.8593482","0.0","false","NA","","","0.25911111","0.0","false","false","1","6","false","false","","ZNF76","ZNF76","167.0","1","0","false","false","false","0","0.59152169","false","0","ZNF76","0","0.0","true"
"17286","false","3.85548885","0.0","false","NA","","","0.25937048","0.0","false","false","1","6","false","false","","MGC3121","MGC3121","145.0","1","0","false","false","false","0","0.59207302","false","0","MGC3121","0","0.0","true"
"17287","false","4.00728988","0.0","false","NA","","","0.24954521","0.0","false","false","1","6","false","false","","STRAP","STRAP","50.0","1","0","false","false","false","0","0.57038716","false","0","STRAP","0","0.0","true"
"17288","false","3.85548885","0.0","false","NA","","","0.25937048","0.0","false","false","1","6","false","false","","FSHR","FSHR","145.0","1","0","false","false","false","0","0.59207302","false","0","FSHR","0","0.0","true"
"17289","false","3.40608919","0.0","false","NA","","","0.29359184","0.0","false","false","1","6","false","false","","CCL5","CCL5","475.0","1","0","false","false","false","0","0.65627297","false","0","CCL5","0","0.0","true"
"17290","false","4.00728988","0.0","false","NA","","","0.24954521","0.0","false","false","1","6","false","false","","SNRPD3","SNRPD3","50.0","1","0","false","false","false","0","0.57038716","false","0","SNRPD3","0","0.0","true"
"17291","false","4.00728988","0.0","false","NA","","","0.24954521","0.0","false","false","1","6","false","false","","SNRPG","SNRPG","50.0","1","0","false","false","false","0","0.57038716","false","0","SNRPG","0","0.0","true"
"17292","false","4.06646655","0.0","false","NA","","","0.24591374","0.0","false","false","1","6","false","false","","PDILT","PDILT","22.0","1","0","false","false","false","0","0.56193335","false","0","PDILT","0","0.0","true"
"17293","false","4.70969125","0.0","false","NA","","","0.21232814","0.0","false","false","1","6","false","false","","ACVR2A","ACVR2A","14.0","1","0","false","false","false","0","0.47004411","false","0","ACVR2A","0","0.0","true"
"17294","false","4.70969125","0.0","false","NA","","","0.21232814","0.0","false","false","1","6","false","false","","DLL1","DLL1","14.0","1","0","false","false","false","0","0.47004411","false","0","DLL1","0","0.0","true"
"17295","false","4.70969125","0.0","false","NA","","","0.21232814","0.0","false","false","1","6","false","false","","GRID2","GRID2","14.0","1","0","false","false","false","0","0.47004411","false","0","GRID2","0","0.0","true"
"17296","false","3.8593482","0.0","false","NA","","","0.25911111","0.0","false","false","1","6","false","false","","DKFZp781O1323","DKFZp781O1323","167.0","1","0","false","false","false","0","0.59152169","false","0","DKFZp781O1323","0","0.0","true"
"17297","false","3.40608919","0.0","false","NA","","","0.29359184","0.0","false","false","1","6","false","false","","TNK2","TNK2","475.0","1","0","false","false","false","0","0.65627297","false","0","TNK2","0","0.0","true"
"17298","false","3.8593482","0.0","false","NA","","","0.25911111","0.0","false","false","1","6","false","false","","HOXD13","HOXD13","167.0","1","0","false","false","false","0","0.59152169","false","0","HOXD13","0","0.0","true"
"17299","false","3.8593482","0.0","false","NA","","","0.25911111","0.0","false","false","1","6","false","false","","RFX1","RFX1","167.0","1","0","false","false","false","0","0.59152169","false","0","RFX1","0","0.0","true"
"17300","false","3.8593482","0.0","false","NA","","","0.25911111","0.0","false","false","1","6","false","false","","COL4A1","COL4A1","167.0","1","0","false","false","false","0","0.59152169","false","0","COL4A1","0","0.0","true"
"17301","false","3.8593482","0.0","false","NA","","","0.25911111","0.0","false","false","1","6","false","false","","NEUROG1","NEUROG1","167.0","1","0","false","false","false","0","0.59152169","false","0","NEUROG1","0","0.0","true"
"17302","false","3.8593482","0.0","false","NA","","","0.25911111","0.0","false","false","1","6","false","false","","RAB38","RAB38","167.0","1","0","false","false","false","0","0.59152169","false","0","RAB38","0","0.0","true"
"17303","false","3.8593482","0.0","false","NA","","","0.25911111","0.0","false","false","1","6","false","false","","ZNF521","ZNF521","167.0","1","0","false","false","false","0","0.59152169","false","0","ZNF521","0","0.0","true"
"17304","false","3.8593482","0.0","false","Neurons","","","0.25911111","0.0","false","false","1","6","false","false","","RASD2","RASD2","167.0","1","0","false","false","false","0","0.59152169","false","0","RASD2","0","0.0","true"
"17305","true","3.40608919","0.0","false","NA","","","0.29359184","0.0","false","false","1","6","false","false","","KDR","KDR","475.0","1","0","false","false","false","0","0.65627297","false","0","KDR","0","0.0","true"
"17306","false","3.40608919","0.0","false","NA","","","0.29359184","0.0","false","false","1","6","false","false","","NEU3","NEU3","475.0","1","0","false","false","false","0","0.65627297","false","0","NEU3","0","0.0","true"
"17307","false","3.40608919","0.0","false","Microglia","","","0.29359184","0.0","false","false","1","6","false","false","","BCL2A1","BCL2A1","475.0","1","0","false","false","false","0","0.65627297","false","0","BCL2A1","0","0.0","true"
"17308","false","4.00728988","0.0","false","NA","","","0.24954521","0.0","false","false","1","6","false","false","","GEMIN7","GEMIN7","50.0","1","0","false","false","false","0","0.57038716","false","0","GEMIN7","0","0.0","true"
"17309","false","3.97898799","0.0","false","NA","","","0.25132019","0.0","false","false","1","6","false","false","","SDHB","SDHB","53.0","1","0","false","false","false","0","0.57443029","false","0","SDHB","0","0.0","true"
"17310","false","3.40608919","0.0","false","NA","","","0.29359184","0.0","false","false","1","6","false","false","","MAPK12","MAPK12","475.0","1","0","false","false","false","0","0.65627297","false","0","MAPK12","0","0.0","true"
"17311","false","3.40608919","0.0","false","NA","","","0.29359184","0.0","false","false","1","6","false","false","","CHRND","CHRND","475.0","1","0","false","false","false","0","0.65627297","false","0","CHRND","0","0.0","true"
"17312","false","1.0","0.0","false","NA","","","1.0","0.0","false","false","1","1","false","false","","COMMD6","COMMD6","1.0","1","0","false","false","true","0","1.0","false","0","COMMD6","0","0.0","true"
"17313","false","3.40608919","0.0","false","NA","","","0.29359184","0.0","false","false","1","6","false","false","","TUB","TUB","475.0","1","0","false","false","false","0","0.65627297","false","0","TUB","0","0.0","true"
"17314","false","3.8593482","0.0","false","NA","","","0.25911111","0.0","false","false","1","6","false","false","","HOXA13","HOXA13","167.0","1","0","false","false","false","0","0.59152169","false","0","HOXA13","0","0.0","true"
"17315","false","3.85291595","7.1668E-4","false","NA","","","0.25954368","0.0","false","false","2","6","false","false","","VPS28","VPS28","74.0","2","0","false","false","false","0","0.59244058","false","0","VPS28","62664","0.5","true"
"17316","false","3.71740995","0.0","false","NA","","","0.2690045","0.0","false","false","3","6","false","false","","FBXO4","FBXO4","283.0","3","0","false","false","false","1","0.61179858","false","0","FBXO4","0","0.0","true"
"17317","false","3.8593482","0.0","false","NA","","","0.25911111","0.0","false","false","1","6","false","false","","RASL12","RASL12","167.0","1","0","false","false","false","0","0.59152169","false","0","RASL12","0","0.0","true"
"17318","false","5.16166381","0.0","false","NA","","","0.19373598","0.0","false","false","1","7","false","false","","ATG5","ATG5","12.0","1","0","false","false","false","0","0.4054766","false","0","ATG5","0","0.0","true"
"17319","false","3.8593482","0.0","false","NA","","","0.25911111","0.0","false","false","1","6","false","false","","GDF6","GDF6","167.0","1","0","false","false","false","0","0.59152169","false","0","GDF6","0","0.0","true"
"17320","false","3.20797599","0.03818655","false","NA","","","0.31172303","0.0","false","false","64","5","false","false","","UBE2W","UBE2W","1.734375","64","0","false","false","true","0","0.68457486","false","0","UBE2W","2235378","0.03059896","true"
"17321","false","4.0441681","0.0","false","Neurons","","","0.24726964","0.0","false","false","1","6","false","false","","KIF5A","KIF5A","38.0","1","0","false","false","false","0","0.56511884","false","0","KIF5A","0","0.0","true"
"17322","false","3.85548885","0.0","false","NA","","","0.25937048","0.0","false","false","1","6","false","false","","ARHGDIA","ARHGDIA","145.0","1","0","false","false","false","0","0.59207302","false","0","ARHGDIA","0","0.0","true"
"17323","false","4.11835334","0.0","false","NA","","","0.24281549","0.0","false","false","1","6","false","false","","ABCG5","ABCG5","3.0","1","0","false","false","false","0","0.55452095","false","0","ABCG5","0","0.0","true"
"17324","false","3.98499142","0.0","false","NA","","","0.25094157","0.0","false","false","1","6","false","false","","SYCE3","SYCE3","79.0","1","0","false","false","false","0","0.57357265","false","0","SYCE3","0","0.0","true"
"17325","false","1.875","0.0","false","NA","","","0.53333333","0.0","false","false","1","2","false","false","","TTC8","TTC8","8.0","1","0","false","false","false","0","0.5625","false","0","TTC8","0","0.0","true"
"17326","false","3.98499142","0.0","false","NA","","","0.25094157","0.0","false","false","1","6","false","false","","KIFC3","KIFC3","79.0","1","0","false","false","false","0","0.57357265","false","0","KIFC3","0","0.0","true"
"17327","false","3.87692967","0.0","false","NA","","","0.25793607","0.0","false","false","1","6","false","false","","CLPB","CLPB","56.0","1","0","false","false","false","0","0.58901005","false","0","CLPB","0","0.0","true"
"17328","false","3.85548885","0.0","false","NA","","","0.25937048","0.0","false","false","1","6","false","false","","LBR","LBR","145.0","1","0","false","false","false","0","0.59207302","false","0","LBR","0","0.0","true"
"17329","false","3.71740995","0.0","false","NA","","","0.2690045","0.0","false","false","1","6","false","false","","TRIOBP","TRIOBP","283.0","1","0","false","false","false","0","0.61179858","false","0","TRIOBP","0","0.0","true"
"17330","false","3.53816467","0.0","false","NA","","","0.28263241","0.0","false","false","1","6","false","false","","ARCN1","ARCN1","430.0","1","0","false","false","false","0","0.63740505","false","0","ARCN1","0","0.0","true"
"17331","false","4.36406518","0.0","false","NA","","","0.22914415","0.0","false","false","1","6","false","false","","ZNF839","ZNF839","38.0","1","0","false","false","false","0","0.51941926","false","0","ZNF839","0","0.0","true"
"17332","false","4.36406518","0.0","false","NA","","","0.22914415","0.0","false","false","1","6","false","false","","CENPJ","CENPJ","38.0","1","0","false","false","false","0","0.51941926","false","0","CENPJ","0","0.0","true"
"17333","false","4.36406518","0.0","false","NA","","","0.22914415","0.0","false","false","1","6","false","false","","EPB41L2","EPB41L2","38.0","1","0","false","false","false","0","0.51941926","false","0","EPB41L2","0","0.0","true"
"17334","false","4.36406518","0.0","false","NA","","","0.22914415","0.0","false","false","1","6","false","false","","MSL2","MSL2","38.0","1","0","false","false","false","0","0.51941926","false","0","MSL2","0","0.0","true"
"17335","false","4.36406518","0.0","false","NA","","","0.22914415","0.0","false","false","1","6","false","false","","WWTR1","WWTR1","38.0","1","0","false","false","false","0","0.51941926","false","0","WWTR1","0","0.0","true"
"17336","false","4.36406518","0.0","false","NA","","","0.22914415","0.0","false","false","1","6","false","false","","RAP1GAP2","RAP1GAP2","38.0","1","0","false","false","false","0","0.51941926","false","0","RAP1GAP2","0","0.0","true"
"17337","true","4.36406518","0.0","false","NA","","","0.22914415","0.0","false","false","1","6","false","false","","PVR","PVR","38.0","1","0","false","false","false","0","0.51941926","false","0","PVR","0","0.0","true"
"17338","false","4.36406518","0.0","false","Astrocytes","","","0.22914415","0.0","false","false","1","6","false","false","","TULP3","TULP3","38.0","1","0","false","false","false","0","0.51941926","false","0","TULP3","0","0.0","true"
"17339","false","1.0","0.0","false","NA","","","1.0","0.0","false","false","1","1","false","false","","HHATL","HHATL","1.0","1","0","false","false","true","0","1.0","false","0","HHATL","0","0.0","true"
"17340","false","3.53816467","0.0","false","NA","","","0.28263241","0.0","false","false","1","6","false","false","","NUP205","NUP205","430.0","1","0","false","false","false","0","0.63740505","false","0","NUP205","0","0.0","true"
"17341","false","3.98499142","0.0","false","NA","","","0.25094157","0.0","false","false","1","6","false","false","","KRT38","KRT38","79.0","1","0","false","false","false","0","0.57357265","false","0","KRT38","0","0.0","true"
"17342","false","3.96269297","1.0141E-4","false","NA","","","0.25235364","0.0","false","false","2","6","false","false","","C3orf62","C3orf62","54.0","2","0","false","false","false","0","0.57675815","false","0","C3orf62","3668","0.51456311","true"
