"Gene.symbol","Cell.type","SUID","name","selected","DEG","ALSOD"
"CAND1",NA,39081,"CAND1","false",FALSE,FALSE
"CAPN1",NA,42554,"CAPN1","false",FALSE,FALSE
"CAPNS1",NA,43122,"CAPNS1","false",FALSE,FALSE
"CAPZA1",NA,44048,"CAPZA1","false",FALSE,FALSE
"CARD11",NA,41181,"CARD11","false",FALSE,FALSE
"CASC3",NA,42244,"CASC3","false",FALSE,FALSE
"CASK",NA,42827,"CASK","false",FALSE,FALSE
"CASP10",NA,38745,"CASP10","false",FALSE,FALSE
"CASP2",NA,39186,"CASP2","false",FALSE,FALSE
"CASP3",NA,42569,"CASP3","false",FALSE,FALSE
"CASP7",NA,39539,"CASP7","false",FALSE,FALSE
"CASP8",NA,39233,"CASP8","false",FALSE,FALSE
"CATSPER1",NA,44350,"CATSPER1","false",FALSE,FALSE
"CAV1",NA,41379,"CAV1","false",FALSE,FALSE
"CBFA2T3",NA,44847,"CBFA2T3","false",FALSE,FALSE
"CBL",NA,39963,"CBL","false",FALSE,FALSE
"CBLB",NA,37808,"CBLB","false",TRUE,FALSE
"CBLC",NA,43256,"CBLC","false",FALSE,FALSE
"CBR1",NA,45575,"CBR1","false",FALSE,FALSE
"CBR3",NA,41800,"CBR3","false",FALSE,FALSE
"CBX1",NA,38314,"CBX1","false",FALSE,FALSE
"CBX3",NA,44911,"CBX3","false",FALSE,FALSE
"CBX4",NA,43008,"CBX4","false",FALSE,FALSE
"CBX5",NA,41268,"CBX5","false",FALSE,FALSE
"CBX8",NA,39422,"CBX8","false",FALSE,FALSE
"CCAR2",NA,41246,"CCAR2","false",FALSE,FALSE
"CCDC114",NA,44893,"CCDC114","false",FALSE,FALSE
"CCDC130",NA,44236,"CCDC130","false",FALSE,FALSE
"CCDC138",NA,41706,"CCDC138","false",FALSE,FALSE
"CCDC14",NA,41016,"CCDC14","false",FALSE,FALSE
"CCDC148",NA,41023,"CCDC148","false",FALSE,FALSE
"CCDC180",NA,44688,"CCDC180","false",FALSE,FALSE
"CCDC33",NA,43616,"CCDC33","false",FALSE,FALSE
"CCDC50",NA,42525,"CCDC50","false",FALSE,FALSE
"CCDC59",NA,41223,"CCDC59","false",FALSE,FALSE
"CCDC6",NA,39667,"CCDC6","false",FALSE,FALSE
"CCDC8",NA,39785,"CCDC8","false",FALSE,FALSE
"CCDC85B",NA,44622,"CCDC85B","false",FALSE,FALSE
"CCDC90B",NA,37873,"CCDC90B","false",TRUE,FALSE
"CCER1",NA,39641,"CCER1","false",FALSE,FALSE
"CCHCR1",NA,38107,"CCHCR1","false",FALSE,FALSE
"CCL18",NA,44065,"CCL18","false",FALSE,FALSE
"CCL2",NA,38884,"CCL2","false",FALSE,FALSE
"CCNA2",NA,42101,"CCNA2","false",FALSE,FALSE
"CCNB1",NA,42187,"CCNB1","false",FALSE,FALSE
"CCND1",NA,37793,"CCND1","false",FALSE,FALSE
"CCND3",NA,38394,"CCND3","false",FALSE,FALSE
"CCNE1",NA,42951,"CCNE1","false",FALSE,FALSE
"CCNH",NA,43499,"CCNH","false",FALSE,FALSE
"CCNJL",NA,39397,"CCNJL","false",FALSE,FALSE
"CCNK",NA,42046,"CCNK","false",FALSE,FALSE
"CCNL1",NA,41105,"CCNL1","false",TRUE,FALSE
"CCNO",NA,42103,"CCNO","false",FALSE,FALSE
"CCSER2",NA,43562,"CCSER2","false",FALSE,FALSE
"CCT3",NA,38781,"CCT3","false",FALSE,FALSE
"CCT7",NA,39479,"CCT7","false",FALSE,FALSE
"CD2AP",NA,41209,"CD2AP","false",FALSE,FALSE
"CD2BP2",NA,43494,"CD2BP2","false",FALSE,FALSE
"CD4",NA,38647,"CD4","false",FALSE,FALSE
"CD40",NA,43142,"CD40","false",FALSE,FALSE
"CD47",NA,43176,"CD47","false",FALSE,FALSE
"CD55",NA,41090,"CD55","false",FALSE,FALSE
"CD79A",NA,39753,"CD79A","false",FALSE,FALSE
"CD81",NA,40014,"CD81","false",FALSE,FALSE
"CDAN1",NA,42115,"CDAN1","false",FALSE,FALSE
"CDC14B",NA,44677,"CDC14B","false",FALSE,FALSE
"CDC2",NA,42403,"CDC2","false",FALSE,FALSE
"CDC25A",NA,38034,"CDC25A","false",FALSE,FALSE
"CDC25C",NA,38434,"CDC25C","false",FALSE,FALSE
"CDC34",NA,42299,"CDC34","false",FALSE,FALSE
"CDC37",NA,42234,"CDC37","false",FALSE,FALSE
"CDC42",NA,42216,"CDC42","false",FALSE,FALSE
"CDC42BPB",NA,43722,"CDC42BPB","false",FALSE,FALSE
"CDC42EP1",NA,39710,"CDC42EP1","false",FALSE,FALSE
"CDC6",NA,42411,"CDC6","false",FALSE,FALSE
"CDCA5",NA,41061,"CDCA5","false",FALSE,FALSE
"CDH11",NA,40627,"CDH11","false",TRUE,FALSE
"CDH2",NA,42865,"CDH2","false",FALSE,FALSE
"CDH22",NA,41049,"CDH22","false",TRUE,TRUE
"CDK1",NA,40981,"CDK1","false",FALSE,FALSE
"CDK11A",NA,41115,"CDK11A","false",FALSE,FALSE
"CDK12",NA,37974,"CDK12","false",TRUE,FALSE
"CDK13",NA,41694,"CDK13","false",FALSE,FALSE
"CDK19",NA,38965,"CDK19","false",FALSE,FALSE
"CDK2",NA,38477,"CDK2","false",FALSE,FALSE
"CDK20",NA,41636,"CDK20","false",FALSE,FALSE
"CDK4",NA,38438,"CDK4","false",FALSE,FALSE
"CDK5RAP3",NA,41829,"CDK5RAP3","false",FALSE,FALSE
"CDK6",NA,39525,"CDK6","false",FALSE,FALSE
"CDK9",NA,40961,"CDK9","false",FALSE,FALSE
"CDKN1A",NA,43808,"CDKN1A","false",FALSE,FALSE
"CDKN1B",NA,42937,"CDKN1B","false",FALSE,FALSE
"CDKN1C",NA,42331,"CDKN1C","false",FALSE,FALSE
"CDKN2A",NA,38424,"CDKN2A","false",FALSE,FALSE
"CDKN2B",NA,40899,"CDKN2B","false",FALSE,FALSE
"CDKN2C",NA,41464,"CDKN2C","false",FALSE,FALSE
"CDS1",NA,42082,"CDS1","false",FALSE,FALSE
"CDT1",NA,43780,"CDT1","false",FALSE,FALSE
"CEACAM1",NA,40082,"CEACAM1","false",FALSE,FALSE
"CEBPA",NA,39111,"CEBPA","false",FALSE,FALSE
"CEBPB",NA,45694,"CEBPB","false",FALSE,FALSE
"CEBPZ",NA,39643,"CEBPZ","false",TRUE,FALSE
"CELSR2",NA,44445,"CELSR2","false",FALSE,FALSE
"CENPA",NA,40204,"CENPA","false",FALSE,FALSE
"CENPF",NA,44458,"CENPF","false",FALSE,FALSE
"CENPH",NA,39908,"CENPH","false",FALSE,FALSE
"CENPI",NA,40160,"CENPI","false",FALSE,FALSE
"CENPK",NA,41067,"CENPK","false",FALSE,FALSE
"CENPL",NA,39875,"CENPL","false",FALSE,FALSE
"CENPM",NA,40164,"CENPM","false",FALSE,FALSE
"CENPN",NA,40162,"CENPN","false",FALSE,FALSE
"CENPO",NA,40207,"CENPO","false",FALSE,FALSE
"CENPP",NA,39914,"CENPP","false",FALSE,FALSE
"CENPQ",NA,39912,"CENPQ","false",FALSE,FALSE
"CENPT",NA,39910,"CENPT","false",FALSE,FALSE
"CENPU",NA,39874,"CENPU","false",TRUE,FALSE
"CENPX",NA,39071,"CENPX","false",FALSE,FALSE
"CEP126",NA,43166,"CEP126","false",FALSE,FALSE
"CEP131",NA,38138,"CEP131","false",FALSE,FALSE
"CEP170B",NA,37950,"CEP170B","false",TRUE,FALSE
"CEP19",NA,44285,"CEP19","false",FALSE,FALSE
"CEP192",NA,39556,"CEP192","false",FALSE,FALSE
"CEP250",NA,41065,"CEP250","false",FALSE,FALSE
"CEP27",NA,41315,"CEP27","false",FALSE,FALSE
"CEP290",NA,39970,"CEP290","false",FALSE,FALSE
"CEP57",NA,37876,"CEP57","false",TRUE,FALSE
"CEP57L1",NA,43987,"CEP57L1","false",FALSE,FALSE
"CEP63",NA,44760,"CEP63","false",FALSE,FALSE
"CEP70",NA,40808,"CEP70","false",FALSE,FALSE
"CEP72",NA,40551,"CEP72","false",FALSE,FALSE
"CEP76",NA,41317,"CEP76","false",FALSE,FALSE
"CEP85",NA,38099,"CEP85","false",FALSE,FALSE
"CETP",NA,42725,"CETP","false",FALSE,FALSE
"CFAP206",NA,39548,"CFAP206","false",FALSE,FALSE
"CFHR1",NA,40178,"CFHR1","false",FALSE,FALSE
"CFHR3",NA,40184,"CFHR3","false",FALSE,FALSE
"CFL1",NA,39552,"CFL1","false",FALSE,FALSE
"CFLAR",NA,39079,"CFLAR","false",FALSE,FALSE
"CFTR",NA,37957,"CFTR","false",FALSE,FALSE
"CGGBP1",NA,45584,"CGGBP1","false",FALSE,FALSE
"CHAF1A",NA,43518,"CHAF1A","false",FALSE,FALSE
"CHAF1B",NA,38343,"CHAF1B","false",FALSE,FALSE
"CHCHD2",NA,41736,"CHCHD2","false",FALSE,FALSE
"CHCHD3",NA,45538,"CHCHD3","false",FALSE,FALSE
"CHD1",NA,39102,"CHD1","false",TRUE,FALSE
"CHD3",NA,37899,"CHD3","false",FALSE,FALSE
"CHD4",NA,37888,"CHD4","false",FALSE,FALSE
"CHEK1",NA,38880,"CHEK1","false",FALSE,FALSE
"CHFR",NA,38858,"CHFR","false",FALSE,FALSE
"CHMP6",NA,38298,"CHMP6","false",FALSE,FALSE
"CHRD",NA,44363,"CHRD","false",FALSE,FALSE
"CHTF18",NA,42432,"CHTF18","false",FALSE,FALSE
"CHTF8",NA,42357,"CHTF8","false",FALSE,FALSE
"CHUK",NA,40468,"CHUK","false",FALSE,FALSE
"CIB3",NA,45323,"CIB3","false",FALSE,FALSE
"CIC",NA,41798,"CIC","false",FALSE,FALSE
"CINP",NA,41743,"CINP","false",FALSE,FALSE
"CIR1",NA,44295,"CIR1","false",FALSE,FALSE
"CIRBP",NA,45354,"CIRBP","false",FALSE,FALSE
"CKS1B",NA,43713,"CKS1B","false",FALSE,FALSE
"CKS2",NA,44946,"CKS2","false",FALSE,FALSE
"CLASRP",NA,42783,"CLASRP","false",FALSE,FALSE
"CLCN6",NA,44018,"CLCN6","false",TRUE,FALSE
"CLDN1",NA,45401,"CLDN1","false",FALSE,FALSE
"CLIC1",NA,40174,"CLIC1","false",FALSE,FALSE
"CLIC4",NA,45306,"CLIC4","false",TRUE,FALSE
"CLK1",NA,40126,"CLK1","false",FALSE,FALSE
"CLK2",NA,38546,"CLK2","false",FALSE,FALSE
"CLK4",NA,38814,"CLK4","false",TRUE,FALSE
"CLN3",NA,39073,"CLN3","false",FALSE,FALSE
"CLN5",NA,40657,"CLN5","false",FALSE,FALSE
"CLNS1A",NA,41438,"CLNS1A","false",FALSE,FALSE
"CLP1",NA,41407,"CLP1","false",FALSE,FALSE
"CLPP",NA,45281,"CLPP","false",FALSE,FALSE
"CLSPN",NA,38405,"CLSPN","false",FALSE,FALSE
"CLTC",NA,45673,"CLTC","false",FALSE,FALSE
"CMTM5",NA,44455,"CMTM5","false",FALSE,FALSE
"CNGB1",NA,42613,"CNGB1","false",FALSE,FALSE
"CNOT1",NA,38077,"CNOT1","false",TRUE,FALSE
"CNOT2",NA,44433,"CNOT2","false",FALSE,FALSE
"CNOT3",NA,41857,"CNOT3","false",FALSE,FALSE
"CNOT4",NA,40056,"CNOT4","false",FALSE,FALSE
"CNOT6",NA,44500,"CNOT6","false",FALSE,FALSE
"CNOT6L",NA,44657,"CNOT6L","false",FALSE,FALSE
"CNOT7",NA,43106,"CNOT7","false",FALSE,FALSE
"CNOT8",NA,41479,"CNOT8","false",FALSE,FALSE
"CNTF",NA,44666,"CNTF","false",FALSE,TRUE
"CNTFR",NA,44793,"CNTFR","false",FALSE,FALSE
"CNTN2",NA,43967,"CNTN2","false",FALSE,FALSE
"CNTROB",NA,38140,"CNTROB","false",FALSE,FALSE
"COIL",NA,41670,"COIL","false",FALSE,FALSE
"COL13A1",NA,42647,"COL13A1","false",FALSE,FALSE
"COL1A1",NA,42645,"COL1A1","false",FALSE,FALSE
"COL1A2",NA,43137,"COL1A2","false",FALSE,FALSE
"COL20A1",NA,40012,"COL20A1","false",FALSE,FALSE
"COL2A1",NA,43134,"COL2A1","false",FALSE,FALSE
"COL3A1",NA,42176,"COL3A1","false",FALSE,FALSE
"COL5A1",NA,41718,"COL5A1","false",FALSE,FALSE
"COL8A1",NA,43394,"COL8A1","false",FALSE,FALSE
"COMMD1",NA,45646,"COMMD1","false",FALSE,FALSE
"COMMD8",NA,43705,"COMMD8","false",FALSE,FALSE
"COPG1",NA,45151,"COPG1","false",FALSE,FALSE
"COPS2",NA,39780,"COPS2","false",FALSE,FALSE
"COPS3",NA,38697,"COPS3","false",FALSE,FALSE
"COPS4",NA,38951,"COPS4","false",FALSE,FALSE
"COPS5",NA,38755,"COPS5","false",FALSE,FALSE
"COPS6",NA,38753,"COPS6","false",FALSE,FALSE
"COPS7A",NA,42907,"COPS7A","false",FALSE,FALSE
"COPS7B",NA,42499,"COPS7B","false",FALSE,FALSE
"COPS8",NA,42935,"COPS8","false",FALSE,FALSE
"COX17",NA,44135,"COX17","false",FALSE,FALSE
"COX5A",NA,38633,"COX5A","false",TRUE,FALSE
"COX5B",NA,39630,"COX5B","false",FALSE,FALSE
"CPEB4",NA,39520,"CPEB4","false",FALSE,FALSE
"CPNE2",NA,42048,"CPNE2","false",FALSE,FALSE
"CPOX",NA,38110,"CPOX","false",TRUE,FALSE
"CPSF1",NA,43660,"CPSF1","false",FALSE,FALSE
"CPSF3L",NA,44338,"CPSF3L","false",FALSE,FALSE
"CPSF4",NA,44044,"CPSF4","false",FALSE,FALSE
"CPSF6",NA,37948,"CPSF6","false",TRUE,FALSE
"CPSF7",NA,43307,"CPSF7","false",TRUE,FALSE
"CPVL",NA,41966,"CPVL","false",FALSE,FALSE
"CRADD",NA,41108,"CRADD","false",FALSE,FALSE
"CRCT1",NA,43912,"CRCT1","false",FALSE,FALSE
"CREB1",NA,42641,"CREB1","false",FALSE,FALSE
"CREBBP",NA,43957,"CREBBP","false",FALSE,FALSE
"CREG1",NA,40863,"CREG1","false",TRUE,FALSE
"CRK",NA,40370,"CRK","false",FALSE,FALSE
"CRKL",NA,41533,"CRKL","false",FALSE,FALSE
"CRLF3",NA,38197,"CRLF3","false",TRUE,FALSE
"CRSP8",NA,43216,"CRSP8","false",FALSE,FALSE
"CRTC2",NA,37762,"CRTC2","false",FALSE,FALSE
"CRX",NA,44180,"CRX","false",FALSE,FALSE
"CRY1",NA,44024,"CRY1","false",TRUE,FALSE
"CS",NA,45343,"CS","false",FALSE,FALSE
"CSAD",NA,38658,"CSAD","false",FALSE,FALSE
"CSDE1",NA,37979,"CSDE1","false",FALSE,FALSE
"CSN2",NA,42956,"CSN2","false",FALSE,FALSE
"CSN3",NA,38584,"CSN3","false",FALSE,FALSE
"CSNK1A1",NA,41398,"CSNK1A1","false",FALSE,FALSE
"CSNK1E",NA,38156,"CSNK1E","false",FALSE,FALSE
"CSNK2A1",NA,39569,"CSNK2A1","false",FALSE,FALSE
"CSNK2A2",NA,40443,"CSNK2A2","false",FALSE,FALSE
"CSNK2B",NA,37780,"CSNK2B","false",FALSE,FALSE
"CSPG2",NA,43028,"CSPG2","false",FALSE,FALSE
"CSRP2",NA,42507,"CSRP2","false",FALSE,FALSE
"CSTA",NA,41187,"CSTA","false",FALSE,FALSE
"CSTB",NA,41567,"CSTB","false",FALSE,FALSE
"CSTF1",NA,43514,"CSTF1","false",FALSE,FALSE
"CSTF2",NA,37998,"CSTF2","false",FALSE,FALSE
"CTAGE5",NA,45736,"CTAGE5","false",FALSE,FALSE
"CTBP1",NA,42025,"CTBP1","false",FALSE,FALSE
"CTBP2",NA,42770,"CTBP2","false",TRUE,FALSE
"CTC1",NA,42107,"CTC1","false",FALSE,FALSE
"CTDP1",NA,38995,"CTDP1","false",FALSE,FALSE
"CTNNA1",NA,42270,"CTNNA1","false",FALSE,FALSE
"CTNNAL1",NA,42970,"CTNNAL1","false",FALSE,FALSE
"CTNNB1",NA,40071,"CTNNB1","false",FALSE,FALSE
"CTNNBIP1",NA,45499,"CTNNBIP1","false",FALSE,FALSE
"CTNNBL1",NA,39653,"CTNNBL1","false",FALSE,FALSE
"CTSA",NA,39581,"CTSA","false",FALSE,FALSE
"CTSK",NA,42652,"CTSK","false",FALSE,FALSE
"CTSL2",NA,44389,"CTSL2","false",FALSE,FALSE
"CTSZ",NA,44361,"CTSZ","false",FALSE,FALSE
"CTTNBP2NL",NA,40441,"CTTNBP2NL","false",FALSE,FALSE
"CUL1",NA,38331,"CUL1","false",FALSE,FALSE
"CUL2",NA,38818,"CUL2","false",FALSE,FALSE
"CUL3",NA,37995,"CUL3","false",FALSE,FALSE
"CUL4A",NA,38115,"CUL4A","false",FALSE,FALSE
"CUL4B",NA,38322,"CUL4B","false",FALSE,FALSE
"CUL5",NA,38329,"CUL5","false",FALSE,FALSE
"CXCL14",NA,44672,"CXCL14","false",FALSE,FALSE
"CXCL2",NA,41749,"CXCL2","false",FALSE,FALSE
"CYB5A",NA,40837,"CYB5A","false",FALSE,FALSE
"CYB5B",NA,45271,"CYB5B","false",FALSE,FALSE
"CYCS",NA,41216,"CYCS","false",FALSE,FALSE
"CYFIP1",NA,42130,"CYFIP1","false",FALSE,FALSE
"CYLC2",NA,44391,"CYLC2","false",FALSE,FALSE
"CYP27A1",NA,40176,"CYP27A1","false",FALSE,FALSE
"CYSTM1",NA,41254,"CYSTM1","false",FALSE,FALSE
"DAAM2",NA,39993,"DAAM2","false",FALSE,FALSE
"DAB2",NA,41400,"DAB2","false",FALSE,FALSE
"DACH1",NA,43689,"DACH1","false",FALSE,FALSE
"DAD1",NA,45118,"DAD1","false",FALSE,FALSE
"DAP3",NA,41572,"DAP3","false",FALSE,FALSE
"DARS",NA,42757,"DARS","false",FALSE,FALSE
"DAXX",NA,42807,"DAXX","false",FALSE,FALSE
"DAZ1",NA,44185,"DAZ1","false",FALSE,FALSE
"DAZAP2",NA,38596,"DAZAP2","false",FALSE,FALSE
"DBN1",NA,44216,"DBN1","false",FALSE,FALSE
"DCAF1",NA,38121,"DCAF1","false",FALSE,FALSE
"DCAF7",NA,40897,"DCAF7","false",FALSE,FALSE
"DCD",NA,41557,"DCD","false",FALSE,FALSE
"DCLRE1A",NA,38318,"DCLRE1A","false",FALSE,FALSE
"DCTD",NA,44877,"DCTD","false",FALSE,FALSE
"DCTN1",NA,38991,"DCTN1","false",FALSE,TRUE
"DCTN2",NA,41661,"DCTN2","false",FALSE,FALSE
"DCTPP1",NA,40930,"DCTPP1","false",FALSE,FALSE
"DCUN1D1",NA,40507,"DCUN1D1","false",FALSE,FALSE
"DDB1",NA,38123,"DDB1","false",FALSE,FALSE
"DDEFL1",NA,45698,"DDEFL1","false",FALSE,FALSE
"DDIT3",NA,44858,"DDIT3","false",FALSE,FALSE
"DDOST",NA,45080,"DDOST","false",FALSE,FALSE
"DDR2",NA,45724,"DDR2","false",FALSE,FALSE
"DDT",NA,45042,"DDT","false",FALSE,FALSE
"DDX1",NA,40457,"DDX1","false",FALSE,FALSE
"DDX11",NA,38876,"DDX11","false",FALSE,FALSE
"DDX17",NA,37778,"DDX17","false",FALSE,FALSE
"DDX20",NA,40757,"DDX20","false",FALSE,FALSE
"DDX21",NA,38097,"DDX21","false",TRUE,FALSE
"DDX24",NA,44231,"DDX24","false",FALSE,FALSE
"DDX39A",NA,43592,"DDX39A","false",FALSE,FALSE
"DDX3X",NA,40261,"DDX3X","false",FALSE,FALSE
"DDX42",NA,44450,"DDX42","false",FALSE,FALSE
"DDX48",NA,40431,"DDX48","false",FALSE,FALSE
"DDX58",NA,41790,"DDX58","false",FALSE,FALSE
"DEAF1",NA,45370,"DEAF1","false",FALSE,FALSE
"DEDD",NA,38744,"DEDD","false",TRUE,FALSE
"DEDD2",NA,42916,"DEDD2","false",FALSE,FALSE
"DEF6",NA,43586,"DEF6","false",FALSE,FALSE
"DENND4A",NA,43244,"DENND4A","false",TRUE,FALSE
"DEPP",NA,44334,"DEPP","false",FALSE,FALSE
"DES",NA,42577,"DES","false",FALSE,FALSE
"DGCR6",NA,39980,"DGCR6","false",FALSE,FALSE
"DGKZ",NA,42730,"DGKZ","false",FALSE,FALSE
"DHPS",NA,39982,"DHPS","false",FALSE,FALSE
"DHX15",NA,38683,"DHX15","false",FALSE,FALSE
"DHX29",NA,38204,"DHX29","false",TRUE,FALSE
"DHX8",NA,43671,"DHX8","false",FALSE,FALSE
"DHX9",NA,42334,"DHX9","false",FALSE,FALSE
"DIABLO",NA,39190,"DIABLO","false",FALSE,FALSE
"DIDO1",NA,38024,"DIDO1","false",TRUE,FALSE
"DISC1",NA,40786,"DISC1","false",FALSE,TRUE
"DISP1",NA,44627,"DISP1","false",FALSE,FALSE
"DKFZp451O0517",NA,39391,"DKFZp451O0517","false",FALSE,FALSE
"DKFZp564J0123",NA,40243,"DKFZp564J0123","false",FALSE,FALSE
"DKFZp762B153",NA,43295,"DKFZp762B153","false",FALSE,FALSE
"DLAT",NA,45136,"DLAT","false",FALSE,FALSE
"DLEU1",NA,44632,"DLEU1","false",FALSE,FALSE
"DLG4",NA,37823,"DLG4","false",FALSE,FALSE
"DMAP1",NA,38872,"DMAP1","false",FALSE,FALSE
"DMRT3",NA,41326,"DMRT3","false",FALSE,FALSE
"DMWD",NA,39483,"DMWD","false",FALSE,FALSE
"DNAJA1",NA,39920,"DNAJA1","false",FALSE,FALSE
"DNALI1",NA,44863,"DNALI1","false",FALSE,FALSE
"DNM2",NA,37872,"DNM2","false",FALSE,FALSE
"DNMBP",NA,43162,"DNMBP","false",FALSE,FALSE
"DNMT1",NA,42397,"DNMT1","false",FALSE,FALSE
"DNMT3B",NA,37906,"DNMT3B","false",FALSE,FALSE
"DNPEP",NA,45690,"DNPEP","false",FALSE,FALSE
"DNTT",NA,37977,"DNTT","false",FALSE,FALSE
"DNTTIP2",NA,42350,"DNTTIP2","false",FALSE,FALSE
"DOC2B",NA,42964,"DOC2B","false",FALSE,TRUE
"DOCK2",NA,43546,"DOCK2","false",FALSE,FALSE
"DOCK6",NA,40283,"DOCK6","false",FALSE,FALSE
"DOCK7",NA,41494,"DOCK7","false",FALSE,FALSE
"DOCK9",NA,44536,"DOCK9","false",FALSE,FALSE
"DOT1L",NA,40210,"DOT1L","false",FALSE,FALSE
"DPF2",NA,38699,"DPF2","false",FALSE,FALSE
"DPP8",NA,38101,"DPP8","false",FALSE,FALSE
"DPPA2",NA,43645,"DPPA2","false",FALSE,FALSE
"DPY30",NA,42262,"DPY30","false",FALSE,FALSE
"DPYSL2",NA,42589,"DPYSL2","false",FALSE,FALSE
"DRG1",NA,38713,"DRG1","false",TRUE,FALSE
"DSC1",NA,40381,"DSC1","false",FALSE,FALSE
"DSCC1",NA,42434,"DSCC1","false",FALSE,FALSE
"DSP",NA,41918,"DSP","false",FALSE,FALSE
"DST",NA,43241,"DST","false",FALSE,FALSE
"DSTN",NA,41741,"DSTN","false",FALSE,FALSE
"DTX2",NA,44341,"DTX2","false",FALSE,FALSE
"DUSP23",NA,44766,"DUSP23","false",FALSE,FALSE
"DUSP3",NA,43647,"DUSP3","false",FALSE,FALSE
"DUSP7",NA,43970,"DUSP7","false",FALSE,FALSE
"DVL1",NA,42791,"DVL1","false",FALSE,FALSE
"DVL2",NA,45534,"DVL2","false",FALSE,FALSE
"DVL3",NA,43424,"DVL3","false",FALSE,FALSE
"DYNC1H1",NA,39729,"DYNC1H1","false",FALSE,TRUE
"DYNC1I2",NA,42615,"DYNC1I2","false",FALSE,FALSE
"DYNC1LI1",NA,38552,"DYNC1LI1","false",FALSE,FALSE
"DYNLL1",NA,42442,"DYNLL1","false",FALSE,FALSE
"DYNLRB1",NA,41690,"DYNLRB1","false",FALSE,FALSE
"DYNLT1",NA,42883,"DYNLT1","false",FALSE,FALSE
"DYNLT3",NA,42918,"DYNLT3","false",FALSE,FALSE
"DYRK1A",NA,40287,"DYRK1A","false",FALSE,FALSE
"DYSF",NA,42540,"DYSF","false",FALSE,FALSE
"DZIP3",NA,43901,"DZIP3","false",FALSE,FALSE
"E2F1",NA,43057,"E2F1","false",FALSE,FALSE
"E2F3",NA,38448,"E2F3","false",FALSE,FALSE
"EAF1",NA,39942,"EAF1","false",FALSE,FALSE
"EBNA1BP2",NA,37927,"EBNA1BP2","false",FALSE,FALSE
"ECHS1",NA,45000,"ECHS1","false",FALSE,FALSE
"ECT2",NA,41703,"ECT2","false",FALSE,FALSE
"EDC4",NA,42197,"EDC4","false",FALSE,FALSE
"EED",NA,37940,"EED","false",FALSE,FALSE
"EEF1A1",NA,37786,"EEF1A1","false",TRUE,FALSE
"EEF1B2",NA,39132,"EEF1B2","false",FALSE,FALSE
"EEF1D",NA,43003,"EEF1D","false",FALSE,FALSE
"EEF1G",NA,41003,"EEF1G","false",FALSE,FALSE
"EEF2",NA,40817,"EEF2","false",FALSE,FALSE
"EFEMP2",NA,41006,"EFEMP2","false",FALSE,FALSE
"EFHC1",NA,43950,"EFHC1","false",FALSE,FALSE
"EFTUD2",NA,39134,"EFTUD2","false",FALSE,FALSE
"EGFL9",NA,41350,"EGFL9","false",FALSE,FALSE
"EGFR",NA,37959,"EGFR","false",FALSE,FALSE
"EGLN3",NA,44806,"EGLN3","false",FALSE,FALSE
"EHMT2",NA,42690,"EHMT2","false",FALSE,FALSE
"EIF1B",NA,41158,"EIF1B","false",TRUE,FALSE
"EIF2S1",NA,41521,"EIF2S1","false",FALSE,FALSE
"EIF2S2",NA,43212,"EIF2S2","false",FALSE,FALSE
"EIF2S3",NA,41167,"EIF2S3","false",FALSE,FALSE
"EIF3A",NA,38046,"EIF3A","false",FALSE,FALSE
"EIF3CL",NA,39561,"EIF3CL","false",FALSE,FALSE
"EIF3D",NA,41343,"EIF3D","false",FALSE,FALSE
"EIF3E",NA,37855,"EIF3E","false",TRUE,FALSE
"EIF3F",NA,40041,"EIF3F","false",FALSE,FALSE
"EIF3G",NA,40043,"EIF3G","false",FALSE,FALSE
"EIF3H",NA,40045,"EIF3H","false",FALSE,FALSE
"EIF3I",NA,41160,"EIF3I","false",FALSE,FALSE
"EIF3K",NA,41518,"EIF3K","false",FALSE,FALSE
"EIF3L",NA,38260,"EIF3L","false",FALSE,FALSE
"EIF3M",NA,41165,"EIF3M","false",FALSE,FALSE
"EIF3S1",NA,39976,"EIF3S1","false",FALSE,FALSE
"EIF3S8",NA,40039,"EIF3S8","false",FALSE,FALSE
"EIF3S9",NA,41804,"EIF3S9","false",FALSE,FALSE
"EIF4A1",NA,40483,"EIF4A1","false",FALSE,FALSE
"EIF4E2",NA,44428,"EIF4E2","false",FALSE,FALSE
"EIF4EBP1",NA,39762,"EIF4EBP1","false",FALSE,FALSE
"EIF4ENIF1",NA,42841,"EIF4ENIF1","false",FALSE,FALSE
"EIF4G1",NA,39901,"EIF4G1","false",FALSE,FALSE
"EIF5A",NA,38927,"EIF5A","false",FALSE,FALSE
"EIF5A2",NA,39694,"EIF5A2","false",FALSE,FALSE
"EIF6",NA,38662,"EIF6","false",FALSE,FALSE
"EL52",NA,42236,"EL52","false",FALSE,FALSE
"ELAC2",NA,43011,"ELAC2","false",FALSE,FALSE
"ELF1",NA,41051,"ELF1","false",FALSE,FALSE
"ELL",NA,39944,"ELL","false",FALSE,FALSE
"ELL2",NA,41659,"ELL2","false",FALSE,FALSE
"ELOA",NA,41423,"ELOA","false",FALSE,FALSE
"ELOB",NA,38953,"ELOB","false",FALSE,FALSE
"ELOC",NA,38117,"ELOC","false",FALSE,FALSE
"ELP3",NA,38874,"ELP3","false",FALSE,TRUE
"ELSPBP1",NA,41010,"ELSPBP1","false",FALSE,FALSE
"EMD",NA,37932,"EMD","false",FALSE,FALSE
