SrNo	V1	V2
53611	Q13435	Q15366
53612	P07900	P23443
53613	Q6SZW1	Q96A33
53614	P19438	Q7Z7A1
53615	P12757	P48307
53616	P04626	Q63HR2
53617	Q05513	Q9NQZ8
53618	O15530	Q13867
53619	O75365	Q9UIA9
53620	P0CG48	Q9UNK9
53621	P0CG48	Q9BTE3
53622	P0CG48	Q9UEW8
53623	P49711	P61956
53624	P49450	P68431
53625	P17482	Q9BXG8
53626	Q6UB99	Q9Y6Q9
53627	P52435	Q9NWA0
53628	B7Z8H0	Q14566
53629	O75419	Q14566
53630	O75888	P19438
53631	P19438	P42575
53632	P19438	P78560
53633	P49711	Q9UQE7
53634	P19438	Q13077
53635	P19438	Q53HF2
53636	P07900	Q9UGR2
53637	A0A024RBG4	P09417
53638	P19438	P78356
53639	Q13620	Q15843
53640	A0A024RDK3	P62269
53641	Q16667	Q96HJ5
53642	P01023	P02760
53643	A4D299	Q8WTS6
53644	Q14566	Q70CQ1
53645	O95831	Q504Q3
53646	O95831	Q96DB2
53647	A0A087WW00	A0A090N8Y8
53648	F6U4U2	P28482
53649	O43149	Q5T447
53650	A0A023T787	Q99496
53651	Q15170	Q96JP0
53652	P68431	Q53ET0
53653	P68431	Q9Y232
53654	P68431	Q16531
53655	P68431	Q8IX03
53656	P68431	Q8N5Y2
53657	F1T0G5	P59768
53658	A0A024R2M7	A0A024R3Z2
53659	P68431	Q96RI1
53660	B4DUR3	P68431
53661	P68431	Q13627
53662	P68431	Q15573
53663	Q13111	Q96LI5
53664	P50402	Q14566
53665	P68431	Q86U86
53666	Q9H668	Q9NWA0
53667	A0A024R8F3	P61978
53668	B4DXH2	Q9Y5X3
53669	P68363	Q71U36
53670	P16104	P29590
53671	B1ALF6	P68431
53672	A0A024R0R3	Q04724
53673	P16104	Q9UL16
53674	P49336	Q71F56
53675	Q7L8A9	Q8N300
53676	P16104	Q6ZW49
53677	Q14566	Q9Y468
53678	P68431	Q9BY41
53679	P00533	P16104
53680	P68431	Q03164
53681	Q13043	Q9Y5X3
53682	Q14566	Q9UQL6
53683	P09936	Q71U36
53684	Q71U36	Q9BXM7
53685	A0A024R6T1	Q71U36
53686	B4DZT3	O43149
53687	O43149	Q99417
53688	Q71U36	Q9GZM8
53689	O00233	P31943
53690	A0A024R7T3	O00233
53691	P16104	Q14697
53692	Q9HAV4	Q9Y5X3
53693	O00233	Q9NQW7
53694	Q99698	Q9NRX2
53695	Q71U36	Q96CW1
53696	O00233	P06737
53697	Q04724	Q9UJU2
53698	A0A024R9C1	O00233
53699	P28482	P78428
53700	Q9BQ52	Q9Y5X3
53701	P42858	Q71U36
53702	Q14137	Q9Y5X3
53703	Q01196	Q04724
53704	O00233	Q96BH3
53705	A0A024R3Z2	Q96GX9
53706	A0A024R2M7	P0CG48
53707	Q13885	Q71U36
53708	B4DZD9	P28482
53709	P27694	Q96L21
53710	B2R4R0	C6EMX8
53711	B7Z2F8	P28482
53712	P23258	Q96L21
53713	O00233	P28070
53714	A0A024R3Z2	Q9H4B7
53715	A0A023T787	P05067
53716	O95793	O95831
53717	A0AVK6	Q12800
53718	P49760	Q15696
53719	G5EA09	O75828
53720	A2RUM7	Q71U36
53721	B0QZ35	Q15843
53722	Q8IXW5	Q9NRZ9
53723	A0A023T787	Q15022
53724	P68371	Q71U36
53725	P98082	Q13435
53726	A0A023T787	P38159
53727	A0A023T787	Q08211
53728	Q9H6T3	Q9NRZ9
53729	O43464	Q71U36
53730	A0A023T787	P54727
53731	A0A023T787	A0A024RCM3
53732	A0A023T787	A6NIH7
53733	A0A023T787	B2ZZ89
53734	A0A023T787	Q9NZI6
53735	P06576	Q71U36
53736	A0A023T787	P62249
53737	O94817	Q9Y4P1
53738	A0A023T787	P52298
53739	O75381	Q71U36
53740	P11441	Q71U36
53741	Q71U36	Q9NRD1
53742	B3KXA5	Q71U36
53743	O43156	Q71U36
53744	Q504Q3	Q71U36
53745	E5KN55	Q71U36
53746	P10144	Q71U36
53747	A0A024R534	F5GXF0
53748	A0A023T787	Q8ND04
53749	A0A023T787	Q9UPR3
53750	P43351	Q71U36
53751	P48431	Q71U36
53752	G5EA09	Q96GX9
53753	B0QZ35	Q8WTS6
53754	Q53HF2	Q71U36
53755	Q5R372	Q9Y3P9
53756	Q71U36	Q96CW5
53757	Q71U36	Q99614
53758	A0A024RD80	Q71U36
53759	A0A024R534	O75323
53760	Q71U36	Q9BV73
53761	A0A024R9Y7	Q71U36
53762	Q1W6H9	Q71U36
53763	A0A024R534	A0A024R5H0
53764	Q9ULM2	Q9Y2Y4
53765	A0A023T787	D3DU92
53766	A8K2S7	Q71U36
53767	P11047	Q13347
53768	Q71U36	Q96CS3
53769	Q99996	Q9GZV8
53770	Q6XZF7	Q71U36
53771	Q71U36	Q96L34
53772	Q71U36	Q92930
53773	D3DU92	Q9ULM2
53774	P38159	Q9ULM2
53775	Q04724	Q13620
53776	P16104	Q13535
53777	P21741	Q71U36
53778	A0A024R244	Q71U36
53779	Q71U36	Q8NFA0
53780	P61981	Q15843
53781	A0A024R1V6	P63279
53782	Q01804	Q71U36
53783	B2R4R0	Q9UK53
53784	A0A023T787	Q9UK80
53785	A2VCK2	B4E3T4
53786	P04637	Q15843
53787	B0QY90	P16104
53788	P16104	P29401
53789	A0A024R2T6	P16104
53790	O75679	P63279
53791	A0A024R6J0	Q9GZV8
53792	Q96GN5	Q9GZV8
53793	P36956	Q86TJ2
53794	A2VCK2	Q5JR59
53795	A0A024R534	D6W5D9
53796	A0A024R534	L8B7P7
53797	P04637	P16104
53798	P35609	Q9NRC1
53799	A0A023T787	Q8IYB3
53800	A0A024R534	Q8WW38
53801	A0A024R534	P68431
53802	P16104	P68104
53803	P16104	Q08211
53804	O75943	P16104
53805	P16104	Q9Y5B9
53806	P13010	P16104
53807	A0A024R4Z6	P16104
53808	A0A024R9D3	Q15843
53809	P62906	Q15843
53810	Q92604	Q9H1C4
53811	P16104	Q9BXW9
53812	B2R4R0	P25440
53813	O95996	Q9UM13
53814	P16104	P78527
53815	E7CU85	P16104
53816	Q15014	Q71U36
53817	P16104	P45983
53818	P16104	Q92831
53819	P16104	Q16778
53820	P16104	Q9H7Z6
53821	B2R4R0	Q15573
53822	P16104	Q02809
53823	P08758	P16104
53824	P16104	Q13043
53825	O75376	Q13901
53826	P14625	P16104
53827	P04179	P16104
53828	O95881	P16104
53829	A0A024R534	O60315
53830	A0A024R534	Q8NHZ7
53831	B2R4R0	Q9Y6Q9
53832	B4DF66	P16104
53833	P16104	P31946
53834	A0A024R534	Q96ST3
53835	P08133	P16104
53836	P16104	Q9Y4L1
53837	P16104	P62258
53838	B4DJ51	P16104
53839	P00558	P16104
53840	P16104	P60842
53841	A0A090N8Y2	P16104
53842	A0A024RDF6	P16104
53843	P16104	P62937
53844	P16104	Q9H488
53845	P07195	P16104
53846	P16104	Q86V81
53847	P16104	Q99729
53848	A0A024R475	Q96EY1
53849	Q04206	Q96EY1
53850	P62269	Q96EY1
53851	O14949	Q96EY1
53852	A0A024R9C1	P16104
53853	P16104	P20290
53854	A0A024R8S5	P16104
53855	E9PAV3	P16104
53856	A0A024R2B8	A0A024R534
53857	O96019	Q8WUZ0
53858	E5KR07	P07900
53859	P16104	Q15233
53860	P16104	P38646
53861	K7ELL7	P16104
53862	Q71U36	Q9UQL6
53863	P01106	Q71U36
53864	Q6R327	Q71U36
53865	P26358	Q9NRZ9
53866	B0QZ35	Q04724
53867	N0E4C7	Q9BW71
53868	O95793	Q71U36
53869	A0A024RAV5	P28332
53870	O75179	P28332
53871	Q6PD56	Q9Y5X3
53872	D7RIH8	Q53HF2
53873	A0A024RD80	D7RIH8
53874	A3KLL5	D7RIH8
53875	D7RIH8	P62258
53876	P16104	Q15572
53877	P40337	Q71U36
53878	P53350	Q71U36
53879	P63279	Q9UHX1
53880	B3KNU0	Q13564
53881	O94903	Q13564
53882	Q13564	Q14669
53883	B3KSC8	Q13564
53884	P12814	Q71U36
53885	O14980	Q13564
53886	P11137	Q71U36
53887	P05556	Q71U36
53888	O94810	P07900
53889	B5B2P4	Q71U36
53890	O14775	O94810
53891	P0CG48	Q9UK11
53892	Q14974	Q71U36
53893	C4P096	Q6N002
53894	A0A023T787	P61956
53895	B2RB70	P0CG48
53896	O76021	P0CG48
53897	P0CG48	P17482
53898	P0CG48	P11047
53899	P19957	P23490
53900	B2R4R0	P06748
53901	F1D8S3	Q13901
53902	P10827	Q13901
53903	A0A024RC40	Q6N002
53904	Q6N002	Q9GZM8
53905	F1D8P7	Q9H9A7
53906	F1D8P7	Q2QGD7
53907	F1D8P7	Q86YN6
53908	C9JE98	F1D8P7
53909	F1D8P7	Q9Y600
53910	F1D8P7	O75376
53911	F1D8P7	O43597
53912	P01040	P23490
53913	Q9BZV1	Q9UGR2
53914	O95793	P49327
53915	B2R4R0	O15379
53916	A0A024RD80	P49327
53917	A0A024R534	B3KWV4
53918	P61956	Q9NR48
53919	P06748	Q9H0U6
53920	Q96DB2	Q96PK6
53921	Q96PK6	Q9UKV0
53922	O15205	Q96PK6
53923	A0A024R475	Q96PK6
53924	A0A024R3Z2	O14503
53925	P09661	Q96PK6
53926	Q8N3U4	Q96PK6
53927	P04264	P23490
53928	O43439	Q9GZV8
53929	A6NNY8	Q9UPT9
53930	O00233	Q13309
53931	A0A024R534	Q9UQL6
53932	C4P096	Q9Y3P9
53933	P01023	P62993
53934	P07900	P49327
53935	E9KL35	P22460
53936	A0A024R1S7	Q8WUZ0
53937	B2R4R0	Q8TDB6
53938	B3KWV4	Q8NC44
53939	B2R4R0	Q53T94
53940	O43374	Q9HAZ1
53941	Q01196	Q96PK6
53942	P60411	Q96E40
53943	P60369	Q96E40
53944	A0A024R475	P25705
53945	Q16719	Q9UHD1
53946	Q9HAV4	Q9UHD1
53947	Q13451	Q9UHD1
53948	B3KT21	Q13158
53949	O95905	P49810
53950	P49810	Q9NXK8
53951	P49810	Q9Y6B2
53952	P56945	Q86T64
53953	P62993	Q86T64
53954	O75828	P0CG48
53955	A6NNY8	P0CG48
53956	O75569	Q9Y5X3
53957	P0CG48	Q9C0E2
53958	P0CG48	Q6ZS86
53959	P48431	Q9C0E2
53960	A0A024RB77	O00233
53961	A0A024R534	Q9H4L7
53962	P61224	Q04724
53963	B2RBV7	P17483
53964	A0A024RDV8	P01023
53965	Q8N3F8	Q9P2P5
53966	B2R4R0	Q9Y468
53967	P49810	Q53EL6
53968	P49810	Q14204
53969	P30626	P49810
53970	P49810	Q9Y4K3
53971	Q16352	Q504Q3
53972	B4DUF9	P02545
53973	B4DUF9	Q9NUX5
53974	B4DUF9	Q01658
53975	B4DUF9	Q9NZL4
53976	A0A024R1U0	B4DUF9
53977	B4DUF9	Q9Y3C4
53978	B4DUF9	Q05086
53979	B4DUF9	Q9H788
53980	B4DUF9	O95714
53981	B4DUF9	P98187
53982	P49810	Q6PIL6
53983	A0A024RB77	P28749
53984	A0A024R778	O00305
53985	E9PEP6	G3XA84
53986	G3XA84	P17948
53987	A0A024QZM6	E5KRK5
53988	A0A024R284	P49810
53989	O95817	Q15038
53990	A4D177	Q9NRC8
53991	P28482	Q15046
53992	P0CG48	Q8NDX6
53993	P80297	Q9NYB0
53994	P80297	Q9NUX5
53995	B4DZT3	O43567
53996	Q0VD86	Q9UJX2
53997	P62993	Q0VD86
53998	J3KN16	Q9NX47
53999	P33778	Q15843
54000	A4D177	O00305
54001	Q0VD86	Q9BTL3
54002	A0A090N7U0	A4D177
54003	Q0VD86	Q9BWG6
54004	A0A024R534	Q9P2D1
54005	Q0VD86	Q14CS0
54006	A0A024RB77	Q0VD86
54007	O43567	O95295
54008	P26196	Q8TF42
54009	A0A024R978	P85037
54010	P26196	Q96CW1
54011	A0A087WW00	Q9NX47
54012	O15205	Q15046
54013	B0ZTD4	P48742
54014	O15083	P33241
54015	Q15046	Q7L4K8
54016	Q8WUM0	Q96DB2
54017	P14868	Q15046
54018	A0A024R1U2	P09661
54019	P02545	Q8WUM0
54020	A0A024RBS2	P62847
54021	A0A024R1U2	Q9BWJ5
54022	A0A024R1U2	Q14562
54023	A0A024R1A3	Q15046
54024	O43615	O95182
54025	O95182	Q01995
54026	A0A024R1U0	O95182
54027	O95182	Q9NR12
54028	O95182	Q643R0
54029	O60493	O95182
54030	O60828	O95182
54031	O95182	Q9Y4P3
54032	O95182	P48382
54033	O15400	O95182
54034	O95182	Q8TAP9
54035	O95182	Q6P1L8
54036	Q549N5	Q969X1
54037	O00409	P78362
54038	B2R4R9	O95182
54039	A4D177	P62258
54040	A8K6Q8	Q86VI4
54041	A0A024R542	A4D177
54042	O95182	Q8WXI9
54043	O00409	Q9GZQ5
54044	E9PLD1	O95182
54045	A0A024R2M6	O95182
54046	O95071	P52294
54047	Q13627	Q6ZSY5
54048	P46013	Q96RG2
54049	A0A024R6Q1	P62314
54050	B0ZTD4	Q86YN6
54051	B0ZTD4	Q04724
54052	Q6ZW49	Q9NWW7
54053	A4D177	P20823
54054	A0A024RCP5	A4D177
54055	A0A024RBS2	P07900
54056	O60869	P05412
54057	Q16557	Q9BZL6
54058	O00257	P33778
54059	A0A024R3Z2	P46013
54060	P0CG48	P80297
54061	Q53FP9	Q9Y6H5
54062	Q13200	Q53FP9
54063	O60260	Q9NX47
54064	P33778	Q969P0
54065	A0A024RBS2	Q969P0
54066	P00533	Q3ZTS7
54067	O75159	Q969X1
54068	P05091	P40429
54069	O95897	Q9UL45
54070	A4D177	P40337
54071	A0A024R1U2	Q9UPE1
54072	P26196	P31946
54073	P31946	Q9Y4F5
54074	A4D177	Q9P2P5
54075	A4D177	P61604
54076	P50402	P61978
54077	A4D177	O75874
54078	Q12904	Q15046
54079	Q15046	Q9Y266
54080	Q15046	Q9Y3U8
54081	A4D177	P55809
54082	A4D177	P20962
54083	A4D177	P52888
54084	A4D177	Q00987
54085	A0A024R3Z2	Q15046
54086	P26196	Q8WWM7
54087	A1L3A7	P26196
54088	P26196	Q86TB9
54089	Q969T4	Q9NX47
54090	O00429	Q9NX47
54091	Q15645	Q5W111
54092	A0A024R6X7	Q9UKN7
54093	P33778	Q5VTR2
54094	P16442	Q9BSE2
54095	P15884	P26196
54096	A0A024R9C1	O43395
54097	Q00653	Q13547
54098	P09417	Q3ZTS7
54099	F1D8T0	P63279
54100	Q08AG5	Q5JR59
54101	Q08AG5	Q9GZM8
54102	A4D177	P55854
54103	O95817	Q96FN4
54104	A4D177	Q13112
54105	A0A024R4I4	A4D177
54106	A4D177	Q15022
54107	A4D177	E9PJK2
54108	A0A024R1U2	Q99496
54109	A0A024R1U2	P35226
54110	P11387	P61978
54111	A0A024R475	Q9BYJ9
54112	P63279	Q99576
54113	A0A024R471	Q16531
54114	O15315	Q06609
54115	O15315	Q8IZU0
54116	O15315	O43543
54117	A4D177	Q9H410
54118	O15315	O43502
54119	O15083	O75334
54120	O15083	Q9Y2X7
54121	A0A087WU38	O15083
54122	Q15046	Q16539
54123	Q7Z465	Q92626
54124	A0A024R9C1	O43290
54125	P61978	Q8NE01
54126	A0A024R1A3	P05161
54127	A8K517	Q9BY44
54128	A0A024RB75	Q13547
54129	Q04864	Q13547
54130	Q13547	Q14566
54131	P17480	Q13547
54132	O00444	Q13547
54133	O95782	Q9UK23
54134	P46783	Q9BY44
54135	P27986	Q13547
54136	Q13547	Q8N726
54137	A0A024R9C1	Q9UPQ9
54138	A0A024RB05	P13765
54139	F2YGU2	Q13547
54140	A0A024R9C1	A0JLR2
54141	B7Z3V6	Q13547
54142	Q9BY44	Q9UBQ5
54143	O95817	Q9BZZ5
54144	A0A024R5M8	Q13547
54145	P61978	Q9H4L7
54146	Q00341	Q9BY44
54147	A0A024RD25	A4D177
54148	A4D177	Q9Y689
54149	A0A024R9C1	B2RBV7
54150	A4D105	P61026
54151	O15083	Q3ZCW0
54152	A0A024R475	A0A024R9C1
54153	P62081	Q9BY44
54154	A0A024R9C1	Q93034
54155	A0A024R9K2	Q13547
54156	A0A024R9C1	Q13617
54157	A0A024R9C1	Q15843
54158	A0A024R9C1	Q13111
54159	A4D177	Q06587
54160	A4D177	Q9BYE7
54161	P63279	Q5BIX2
54162	P25705	Q8NC51
54163	A4D177	P41229
54164	P11308	Q13435
54165	O43918	Q13547
54166	Q13435	Q9NZC7
54167	A0A024R9C1	P62424
54168	O14503	P61956
54169	A0A024R9C1	Q59GL1
54170	P61956	Q9NRZ9
54171	A0A024RA27	Q9BTC8
54172	A0A087WW00	O43567
54173	A0A087WW00	Q6ZSG1
54174	O43567	P61077
54175	P61077	Q6ZSG1
54176	A0A024R497	Q9NRC8
54177	A3R0T8	A4D177
54178	A4D177	Q9BZ95
54179	A0A024R5H0	A4D177
54180	A0A024R475	A0A024R745
54181	A0A024R475	Q7L014
54182	P98179	Q13620
54183	P98179	Q93034
54184	P98179	Q13617
54185	A0A024R7W9	P98179
54186	P98179	Q96GG9
54187	A0A024R705	O14964
54188	P52701	Q8IY92
54189	Q16531	Q8IY92
54190	P61201	Q02779
54191	P33778	Q13627
54192	A4D177	P49450
54193	P03886	P50222
54194	P78543	Q9UKT7
54195	B7Z3D6	P52732
54196	A4D177	B2R4P9
54197	P05067	Q96C36
54198	P05067	Q5T5D7
54199	P05067	Q96N21
54200	P05067	Q9H972
54201	P05067	Q9P219
54202	P27540	Q9BTC8
54203	A0A024R497	P05067
54204	P05067	Q8IY92
54205	O14717	P05067
54206	P62906	Q71UM5
54207	A0A024R2Q4	Q71UM5
54208	P62424	Q71UM5
54209	P60866	Q71UM5
54210	P62249	Q71UM5
54211	A2A3R6	Q71UM5
54212	P84098	Q71UM5
54213	A0A024R9H2	Q8IWZ8
54214	P62318	Q71UM5
54215	P32969	Q71UM5
54216	P62899	Q71UM5
54217	P56192	Q59H77
54218	A0A024R753	Q9H1D9
54219	A0A024R5Q5	A4D177
54220	P48431	Q9BTC8
54221	A0A024R9H2	O60828
54222	P09651	P98179
54223	A0A024R9H2	Q549N5
54224	O14818	P98179
54225	A0A024R9H2	O43819
54226	Q13547	Q96GM5
54227	P03886	Q6ZW49
54228	A0A024R9C1	Q96BA7
54229	A0A024R497	A8K379
54230	P12757	Q96C36
54231	A0A024RBS2	B4DT49
54232	P00441	Q9NX47
54233	P45984	Q02779
54234	Q02779	Q16539
54235	Q15046	Q15843
54236	P52732	Q504Q3
54237	Q13547	Q92922
54238	A4D177	Q16695
54239	A0A024QZB8	O60762
54240	Q969P0	Q96A08
54241	P06748	P52732
54242	A0A024RB05	O43567
54243	O00264	O43567
54244	O14717	Q9UPU7
54245	A0A024RDA5	B7Z7Q4
54246	A0A024RDA5	O43765
54247	A0A024RBK3	P03886
54248	A0A024R9H2	P32754
54249	P60604	Q9H1D9
54250	P78362	Q7L014
54251	A0A024R497	Q8NE63
54252	A0A024R497	P31152
54253	A0A024R778	Q9Y6H5
54254	A0A024R497	Q9UPN7
54255	A0A024R778	Q13332
54256	P04637	P55774
54257	O00213	Q7L014
54258	P56192	Q12904
54259	P56192	Q7L4K8
54260	Q71UM5	Q7L4K8
54261	P46776	P56192
54262	A0A024RBS2	P56192
54263	P05198	Q71UM5
54264	B4DXM8	Q15046
54265	P62081	Q71UM5
54266	A4D177	Q9H4L7
54267	P98179	Q00987
54268	Q8IY92	Q9H816
54269	O43567	P0CG48
54270	A0A024R497	O95793
54271	P0CG48	Q6ZWI9
54272	P61956	Q96C36
54273	P0CG48	Q6PGP7
54274	P08754	Q9P219
54275	A0A024R2B8	Q9BTC8
54276	Q15025	Q8NEF3
54277	A0A024QZ47	Q9C0D9
54278	A0A024R7K7	Q9BTC8
54279	Q7L523	Q9Y2Q5
54280	P37231	P52732
54281	Q16576	Q9BTC8
54282	Q01664	Q9BTC8
54283	O60264	Q13547
54284	Q9BTC8	Q9BVE2
54285	A0A024R534	Q9UGL1
54286	P46087	Q8NHQ1
54287	P05412	Q9BTC8
54288	P29144	Q9NRC8
54289	A0A024R475	Q8NGX2
54290	O43719	P32121
54291	P33778	P68431
54292	P61956	Q15046
54293	A0A024R9C1	P19320
54294	A0A024RCQ4	P51572
54295	A0A024R475	A0A024RC40
54296	A4D177	Q7Z3K3
54297	A0A024R475	O75323
54298	A0A024R475	P23109
54299	A4D177	P17098
54300	O43719	Q14204
54301	A0A024R534	O60341
54302	A0A024RAM2	A0A024RDX3
54303	A0A024RCQ4	P60604
54304	O43541	P36894
54305	G5E962	Q7Z614
54306	A0A024RCQ4	Q9Y385
54307	P62841	P62847
54308	O15205	P62841
54309	P02144	P05067
54310	A0A024R2Q7	P05067
54311	A0A024RC40	E9PJK2
54312	O14617	O43719
54313	P62841	Q93050
54314	P39210	P62841
54315	P07900	P36894
54316	O75604	Q7Z419
54317	Q504Q3	Q7Z419
54318	C4P096	P35609
54319	Q7Z6J9	Q92989
54320	O75376	P52732
54321	Q16394	Q93063
54322	P68104	Q8IYB3
54323	P36894	Q7Z4F3
54324	A0A024R9C1	Q01081
54325	A0A024R4K3	P25705
54326	P52732	Q14203
54327	P78396	Q96A08
54328	P35609	Q9UQP3
54329	P28482	Q8WXH0
54330	P35609	Q86TC9
54331	A4D2P0	Q02779
54332	P23284	P30101
54333	P84074	Q02779
54334	P42858	Q02779
54335	Q02779	Q05193
54336	O95817	Q9UNQ2
54337	O95817	Q13363
54338	B2R4R0	Q9NYB0
54339	A0A024R9C1	Q9BWF3
54340	O14964	Q02779
54341	A0A024R9H2	Q96RU7
54342	P30566	P53634
54343	P08708	P62841
54344	Q5SRE5	Q8IY92
54345	A0A024R169	Q8IY92
54346	A0A024R4X7	Q8IY92
54347	Q8IY92	Q9NWU2
54348	P52294	Q8IY92
54349	Q14764	Q8WWB5
54350	P36894	Q9Y4E8
54351	P29144	P61956
54352	P04637	P62841
54353	P62841	Q96CW5
54354	Q99457	Q9UJ04
54355	Q6P499	Q92838
54356	A0A024RDV7	Q13547
54357	P52294	Q13547
54358	O95793	Q16352
54359	A0A024R134	O15209
54360	E1P5S2	O15209
54361	A0A024R9C1	P09913
54362	Q6NX49	Q9GZM8
54363	O00425	Q8WWB5
54364	A0A024RC40	Q13547
54365	O00716	Q13547
54366	A0A024R475	P61221
54367	O95817	Q9UDY4
54368	O15105	P36894
54369	P36894	P68106
54370	A0A024R9C1	P11441
54371	A0A024R2Q7	P14210
54372	B4DV00	Q9NZL3
54373	A8MTJ3	Q9P2W3
54374	F1T0J1	P36894
54375	P06729	P19256
54376	A0A024R534	Q16576
54377	P98179	Q13111
54378	A0A024R3T8	Q96A08
54379	O75323	P23381
54380	Q13547	Q5T5X7
54381	Q16777	Q96A08
54382	O95793	Q13435
54383	A0A024R5H6	A0A087WV25
54384	O75323	P78542
54385	Q7L523	Q9UKF6
54386	A0A024R6H0	Q7L523
54387	O95639	Q7L523
54388	Q12996	Q7L523
54389	A0A024R497	Q86WV6
54390	O60684	Q7L2J0
54391	P45983	Q9P219
54392	D3DQW7	Q9BWJ1
54393	P40337	Q71UM5
54394	P61956	Q9H972
54395	P03886	P0CG48
54396	P0CG48	P98179
54397	P0CG48	Q96EW2
54398	D3DQW7	P0CG48
54399	O14933	Q7Z419
54400	A0A024R534	Q92769
54401	P61956	Q8IY92
54402	P55854	Q8WUM0
54403	Q13547	Q8N344
54404	A0A024R475	C9JR72
54405	C9JR72	P0CG48
54406	A4D2P0	O60684
54407	A6H8W8	Q9P219
54408	B7Z9I1	Q13547
54409	B1AQP2	Q13547
54410	O15209	P15976
54411	Q13547	Q9P2K3
54412	Q13547	Q92766
54413	O15212	Q13547
54414	O94992	Q13547
54415	Q13547	Q92610
54416	O15417	Q13547
54417	Q13547	Q96K83
54418	A0A024R6Q2	Q13547
54419	Q13547	Q96KM6
54420	A0A024R689	Q13547
54421	A8K3Z7	Q13547
54422	O15014	Q13547
54423	O95817	Q9BQC3
54424	O95817	Q9BU89
54425	A0A024R9C1	O43765
54426	A0A024RCQ4	Q86WV6
54427	A0A024RDV8	P36894
54428	Q13547	Q8N5A5
54429	Q13547	Q4G0J3
54430	A0A024R7E4	P07900
54431	A0A024R1K8	Q13547
54432	A0A024R9C1	A4D105
54433	A0A024R1A3	A0A024R9C1
54434	P61956	P62841
54435	B7Z2P9	P36894
54436	A0A024RCQ4	O95870
54437	A0A024R9C1	Q9NZC7
54438	O43719	P61956
54439	P36894	Q8N6C5
54440	B7Z563	Q9NP50
54441	Q13547	Q8TBJ5
54442	A0A024R9C1	P04637
54443	Q13547	Q9NQX0
54444	B2R4R0	Q14566
54445	A0A024RC40	P61981
54446	A0A024RC40	Q96PK6
54447	Q13547	Q16531
54448	Q13547	Q13620
54449	P12830	Q13547
54450	Q13547	Q8WUU5
54451	O43684	Q13547
54452	A0A024R9C1	Q9UJX4
54453	O95817	P30411
54454	P0CG48	Q01718
54455	P19827	P42336
54456	O76081	Q8TBP0
54457	P04626	Q92625
54458	P05161	Q53HF2
54459	P52943	Q96FF1
54460	Q6PIZ9	Q9UL19
54461	P62258	Q6PIZ9
54462	P05161	P07355
54463	A4D1N4	X6REB3
54464	P08047	P68363
54465	A0A024R7E4	A0A024R7M7
54466	Q13547	Q5THR3
54467	A0A024R3F5	Q13547
54468	G5EA09	Q9NP64
54469	P68363	Q96CW1
54470	Q01362	Q13191
54471	P58872	Q9NZJ5
54472	P29353	Q5T9A4
54473	P68363	Q8TF42
54474	Q5T9A4	Q93034
54475	O15357	P68363
54476	Q15796	Q5T9A4
54477	P14868	P62993
54478	P06454	Q13547
54479	O15205	Q5T9A4
54480	O15205	P51570
54481	A0A024R3Z2	Q9H2Y7
54482	P07900	Q9NWS0
54483	P10451	P68104
54484	P02649	P55316
54485	H6UYS5	P68363
54486	A0A024R3X4	Q13547
54487	P05067	P51570
54488	Q13547	Q9NYJ8
54489	P68363	Q01959
54490	P01023	P68363
54491	A0A024R475	Q13158
54492	A2RUM7	P68363
54493	P05067	Q99962
54494	P13473	P68363
54495	P14868	P54136
54496	P68363	Q9BVA1
54497	P40227	P68363
54498	P43686	P68363
54499	P14868	P49588
54500	A0A024R7I5	P14868
54501	P14868	Q99471
54502	P68363	P78371
54503	P68363	Q7Z497
54504	P14868	Q9NQW7
54505	A4D1U3	P68363
54506	P45973	Q4VC05
54507	P68363	Q15293
54508	P51570	Q9H8V3
54509	P19320	P68363
54510	P12757	Q9H2Y7
54511	P68363	Q9H492
54512	A4D1N4	Q504Q3
54513	E9KL37	Q504Q3
54514	Q63HR2	Q8TBP0
54515	O95817	P52943
54516	A0A024RCB7	P68363
54517	B2R4R0	P33991
54518	A4D1N4	Q9BY41
54519	A4D1N4	P06748
54520	P00533	P14868
54521	P25705	P40692
54522	A4D2L1	P60369
54523	O15372	P61221
54524	P14868	P62424
54525	A0A024R4E3	P22460
54526	A0A024QZM6	P63010
54527	Q13435	Q8IYB3
54528	P68363	Q15796
54529	Q5JR59	Q8NFP7
54530	Q5T9A4	Q9NRD1
54531	P49354	Q13627
54532	E9KL37	O95835
54533	P50591	Q13158
54534	P68104	Q53HF2
54535	A0A024R4E2	P68363
54536	P68363	Q9NRD1
54537	P05198	P14868
54538	E9PJK2	Q8WUM0
54539	A0A024RDM3	E9KL37
54540	P14868	P46776
54541	O60260	Q5T9A4
54542	P51570	P61956
54543	P04632	Q9NZL9
54544	P14868	Q7L4K8
54545	P49354	P52789
54546	A0A024RCF9	Q8IXW5
54547	P14868	P56192
54548	P04632	Q96CN7
54549	O43143	O43252
54550	O43252	Q13564
54551	O43252	P26038
54552	O94903	P04632
54553	P14868	P28066
54554	P04632	P61981
54555	P68363	Q9BSJ2
54556	P68363	Q9Y2K1
54557	A0A024R730	Q6IBR2
54558	A0A024R9C1	P25705
54559	Q9BXB1	Q9ULH0
54560	P68363	Q8TAP6
54561	A4D1N4	Q96D09
54562	P0CG48	Q96IZ7
54563	P68363	Q9BV73
