ID	Master molecule name	Maximal radius	Reached from set	Reachable total	Score	FDR	Z-Score	Ranks sum	Hits	Hit names
10036	chaf1a	4.0	628	2661	0.2947292	0.0	3.9038372	198	["1000","10006","10013","10014","10015","10019","10023","10025","10036","10040","10054","10062","10134","10140","10163","1017","10174","1019","1020","1021","10211","1024","1025","10252","10253","1026","1027","1028","1029","10298","1030","1031","10376","10397","10401","10421","10445","10452","10454","10458","10460","10472","10492","10499","1051","10514","10521","10524","1053","10542","10572","1058","10580","10591","10598","10606","1063","10645","10657","10672","10718","10726","10755","10758","10769","1080","10817","10856","10891","10910","10912","10919","10920","10921","10923","10928","10963","10987","11034","11075","11091","1111","11124","1114","11140","11143","11151","11156","11184","11186","11196","11221","11274","11279","112858","11332","11338","114034","1147","115426","1161","1163","1164","1173","119","1191","1200","1201","1203","1234","124790","125950","1263","1270","1277","1278","1280","136319","1385","1386","1387","1398","1399","1406","142","1431","1432","1436","1445","1457","1459","146","1468","1482","1488","1490","1493","1495","1499","150","150684","1509","1513","151742","1540","1600","1601","1604","1616","161882","1630","1641","1642","1647","1649","1660","1674","1725","1739","174","1741","1742","1749","176","1778","1785","1786","1789","1791","1796","1808","1810","1827","1832","1855","1856","1859","1869","1870","1871","1894","1915","1917","1938","1956","1965","1968","1975","1978","1981","2","2011","2017","2023","2033","204851","2052","2057","2058","2059","2060","2064","2065","2066","2069","207","2073","2074","2081","2099","2100","2113","2114","2122","2130","2153","2157","2176","2177","2178","2185","2189","2192","2237","2242","2247","225689","2272","2274","2275","2280","2281","22822","2287","2288","2289","229","22905","22915","22927","22934","22954","22981","2305","2309","23118","2313","23157","2316","23163","23212","23287","2332","23327","2335","23385","23411","23462","23468","23476","23499","23513","23523","2353","23564","2357","23607","23636","23640","23645","23770","2475","25","2521","252969","2533","2534","253980","2547","2549","255877","25898","25913","25942","2597","26088","26227","2623","2648","2661","2670","2673","2690","26986","27030","27071","273","27335","27342","2737","274","27429","2776","2802","2821","2869","2885","2887","2896","28964","28996","29072","29101","29110","2920","2932","2950","2956","2957","2959","2962","2975","29950","29979","29993","30011","3014","302","3040","3054","3055","3059","3064","3065","3066","308","30812","3084","3090","3091","3092","3105","3146","3159","3162","3164","3172","3176","3178","3183","3192","3205","3216","322","326","3265","3267","3276","328","3280","3297","330","3308","3309","331","3312","3313","3320","3329","333","3337","334","3364","3383","3397","3398","3476","3482","3486","3488","351","3516","355","3551","356","3603","3609","3621","3636","3654","3660","3665","3667","3688","369","3692","3693","3702","3708","3717","3725","3726","3728","3732","3737","3739","3741","3751","3799","3815","382","3832","3836","3837","3845","3866","387","3875","3880","390","3925","3932","3937","3939","3981","400","4000","4004","4005","4023","4026","4035","4036","404281","4067","4069","4086","4087","4088","4089","4091","4092","4093","4097","4133","4134","4137","4140","4145","4155","4163","4170","4172","4173","4174","4175","4176","4193","4204","4208","4214","4215","4217","4218","4221","4255","4286","4292","4296","4297","4303","4313","4314","4323","4361","4436","4437","4478","4488","4522","4582","4595","4597","4602","4609","4616","4654","4659","4673","4684","4686","4690","4691","472","4734","4735","4738","4739","4771","4772","4773","4783","4790","4792","4809","4843","4846","4851","4853","4854","4855","4867","4869","4893","4904","4905","4921","5036","5037","5045","5048","5052","5058","5062","50628","50855","5093","51","5105","51053","51100","5111","51132","51147","51168","51176","5125","5144","51466","51497","5154","5155","51588","51701","51741","5175","5217","5230","5245","5265","5292","5294","5295","5300","5307","5329","5335","5338","5340","5347","5359","5366","5371","54205","5423","5424","5426","54472","54535","546","5468","5469","5478","5479","54802","54840","5501","5511","5515","5516","5518","55243","55249","55294","5536","55363","55502","55553","55607","5566","55666","55740","55832","5584","5586","55869","5590","55929","5594","5595","5598","5599","5604","5608","5610","5621","56478","56616","5663","56852","5688","57085","5710","57154","5728","5743","5747","57521","5753","5764","5774","5775","57787","578","5781","57819","5783","5784"]	["a2m","abi1","abl1","acan","acot7","acox1","add2","adra1d","adra2a","afp","agtpbp1","agtrap","ahsa1","aire","akt1","aldob","amph","anxa2","anxa5","ap2m1","apbb1","apex1","aplp1","aplp2","app","aptx","araf","arf6","arl1","atf2","atm","atrx","baiap2","bak1","bcap31","bcl6b","bin1","birc3","birc4","brd4","c6orf108","cabin1","camkk2","cand1","cbx5","cchcr1","ccr5","cd2ap","cd2bp2","cd55","cd82","cdc37","cdh2","cdk2","cdk4","cdk5","cdk6","cdk8","cdk9","cdkn1a","cdkn1b","cdkn1c","cdkn2a","cdkn2b","cdkn2c","cebpb","cebpe","cenpa","cenpf","cftr","chaf1a","chek1","chgb","chuk","cks1b","cks2","cln3","cln5","clu","cntf","col1a1","col1a2","col2a1","commd1","cops5","cops8","coro1a","creb1","crebbp","crk","crkl","crx","cs","csf1r","csk","csnk2a1","csnk2a2","ctbp2","ctgf","ctla4","ctnna1","ctnnb1","ctsd","ctsk","cttn","cxcl2","cycs","cyld","dab1","dab2","dapp1","daxx","dcc","dcx","ddah2","ddb1","ddit3","ddr2","ddx17","des","dhps","dhx9","diablo","dlg1","dlg3","dlg4","dlx5","dmap1","dnajb1","dnm2","dnmt1","dnmt3b","dntt","dok1","dpysl2","dr1","dscr1","dsp","dstn","dusp10","dvl1","dvl2","dync1h1","dyrk1a","e2f1","e2f2","e2f3","ect2","eef1a1","eef1a2","eef2","egfr","ehmt2","eif2ak2","eif2s1","eif2s3","eif3s12","eif4b","eif4ebp1","eif4enif1","eif4g1","enah","eno1","ep300","ephx1","epn2","epor","eprs","eps15","eps8","erbb2","erbb3","erbb4","ercc5","ercc6","ercc8","ereg","ern1","esr1","esr2","ets1","ets2","evi1","evl","ewsr1","f5","f8","faf1","fancc","fancd2","fance","fancg","fas","faslg","fbln1","fbxw7","fen1","fes","fgf2","fhit","fhl2","fhl3","fkbp1a","fkbp1b","fkbp3","fkbp4","fkbp5","fkbp8","fli1","flna","flot1","fmr1","fn1","fos","foxm1","foxo3a","fpr1","frap1","frat1","frs3","furin","fus","fyb","fyn","gab1","gadd45a","gadd45b","gadd45g","gapdh","gata1","gcn5l2","gdf9","gemin4","gfap","gfpt1","gga1","gga3","ghr","gipc1","git1","gli3","gmnn","gna13","gnaq","golga3","gpi","grb10","grb2","grk5","grn","gsk3b","gstp1","gtf2a1","gtf2b","gtf2f1","gtf3c1","h2afx","habp4","hba2","hbxip","hcfc1","hck","hcls1","hd","hdac1","hdac2","hdac5","hdac6","hdac8","hemgn","hes1","hes6","hexim2","hey1","hic1","hif1a","hip1","hipk1","hipk2","hla-a","hmga1","hmgb1","hmox1","hnf4a","hnmt","hnrpa1","hnrpc","hnrpu","hoxa9","hoxb6","hras","hrb","hsf1","hsp90aa1","hspa4","hspa5","hspa8","hspa9","hspbp1","hspd1","htatip","htra2","hus1","icam1","id1","id2","igbp1","igf2r","igfbp3","igfbp5","ikbkb","il16","ilf3","ing1","ing4","inppl1","irak1","irf2","irf7","irs1","itgb1","itgb4bp","itgb5","itk","itpr1","jak2","jun","junb","jup","kcna2","kcna4","kcna5","kcnd2","kctd13","khdrbs1","kiaa1303","kif11","kif5b","kirrel","kit","klf8","kpna1","kpnb1","kras","krt15","krt18","krt19","lck","lcp2","ldha","lef1","lig4","lmna","lmo1","lmo2","lpl","lpp","lrp1","lrp2","lsm2","lyn","lyz","macf1","mafg","map2","map2k1","map2k6","map3k1","map3k11","map3k3","map3k5","map3k7ip1","map3k7ip2","map4","map4k1","mapk1","mapk14","mapk15","mapk3","mapk7","mapk8","mapt","mark2","mark3","mark4","matk","mbp","mcc","mcl1","mcm3","mcm4","mcm5","mcm6","mcm7","mcrs1","mdm2","mecp2","mef2c","men1","mgmt","mitf","mlh1","mlh3","mll","mllt7","mmp14","mmp2","mmp3","mmrn1","mre11a","msh2","msh3","msh6","msn","msx2","mthfd1","mtpn","muc1","mutyh","mvd","myb","mybbp1a","myc","myo15a","myod1","myst2","nap1l1","ncam1","ncbp1","nck1","ncl","ncoa2","ncstn","ndrg1","nedd4","nedd4l","nedd8","nedd9","neil2","nf2","nfatc1","nfatc2","nfil3","nfkb1","nfkbia","nhp2l1","nkx2-5","nlk","nos2a","nos3","notch1","notch2","notch3","notch4","nphp1","nploc4","npm1","nr1h3","nr4a1","nras","nrg1","nrg3","nsf","nudc","nup62","pa2g4","pabpc1","pacsin1","pafah1b1","paics","pak1","pak2","pak4","pard6a","parp1","pcbp1","pck1","pcna","pcsk5","pdcd6ip","pde4d","pdgfa","pdgfb","pebp1","pecam1","pfn2","pgk1","phb","phgdh","phlda1","pias3","pias4","pik3cg","pik3r1","pim1","pin1","pitx1","pkn2","plaur","plcg1","pld2","plg","plk1","plk2","plk3","plscr1","pmaip1","pml","polb","pold1","pole","pot1","pparbp","pparg","ppargc1a","ppia","ppib","ppm1l","ppp1cc","ppp1r12a","ppp1r15a","ppp1r8","ppp1r9a","ppp2ca","ppp2cb","ppp2r1a","ppp5c","prdx1","prkaca","prkci","prkcz","prmt1","prnp","psen1","psma7","psmd4","pten","ptgs2","ptk2","ptk2b","ptk6","ptn","ptp4a3","ptpn11","ptpn13","ptpn14","ptpn3","ptpn4","rab8a","rabgef1","rad18","ralbp1","rassf1","raver1","rbpj","rchy1","rhoa","rnd3","rnf12","rnps1","rp4-691n24.1","rpia","rrs1","ruvbl2","sae2","scrib","sec23ip","sept2","sept6","serpina1","sertad1","setd2","sh2b3","sh3glb1","sh3kbp1","sin3a","sirt1","siva1","slc25a10","smad1","smad2","smad3","smad4","smad6","smad7","smad9","smurf1","sorbs1","sorbs3","sox6","sox8","spry1","spry2","ssu72","stip1","stmn1","stmn2","sub1","sugt1","syncrip","tacc3","tbk1","th1l","thrap5","tob1","toe1","tollip","tom1l1","tomm40","tp53rk","tpp1","traf3ip2","trim32","trit1","tuba1b","u2af2","ubqln1","uhrf2","usp18","wasf2","wdr5","wwox","xrcc6","ybx1","yy1ap1","yy2","zfpm1","znf238"]
1019	cdk4	4.0	762	3485	0.5433252	0.0	2.4990191	115	["1000","10006","10013","10014","10015","10019","10020","10023","10025","10036","10040","10054","10062","10084","10134","10140","10155","10163","1017","10174","1019","1020","10204","1021","10210","10211","10226","1024","1025","10250","10252","10253","1026","10269","1027","10277","1028","10285","10286","1029","10298","1030","1031","10318","10376","10397","10401","10421","10445","10452","10454","10458","10460","10472","10492","10497","10499","1051","10514","10516","10521","10524","1053","10542","10564","10567","10572","1058","10580","10591","10598","10606","10618","1063","10645","10657","10672","10681","1071","10718","10726","10755","10758","10768","10769","10772","1080","10817","10856","10857","10891","10910","10912","10919","10920","10921","10923","10928","10935","10963","10987","11034","11059","11060","11075","11091","1111","11124","11127","1114","11140","11143","11146","11151","11156","11184","11186","11190","11196","11221","11269","11273","11274","11279","112858","113","11332","11337","11338","114034","1147","115426","1161","1163","1164","1173","119","1191","1200","1201","1203","1234","124790","125950","1263","1270","1271","1277","1278","1280","128178","1308","136319","1385","1386","1387","139716","1398","1399","1406","1407","142","1431","1432","1436","1445","1457","1459","146","1468","1476","1477","1478","148022","1482","1487","1488","1490","1493","1495","1499","150","150684","1509","1513","151742","152","1540","1571","1593","1600","1601","1604","1616","161882","1630","1641","1642","1647","1649","166","1660","1674","171024","1725","1739","174","1740","1741","1742","1749","176","1778","1785","1786","1789","1791","1796","1808","1810","1822","1827","1832","1855","1856","1859","1869","1870","1871","1894","1915","1917","1938","1956","1965","1968","1975","1978","1981","2","2010","2011","2017","2023","2033","2034","204851","2052","2057","2058","2059","2060","2064","2065","2066","2069","207","2073","2074","2081","2099","2100","2113","2114","2122","2130","2153","2157","2175","2176","2177","2178","2185","2188","2189","2192","2204","2222","2237","2242","2247","225689","2272","2274","2275","2280","2281","22822","2287","2288","2289","22895","229","22905","22906","22915","22927","22934","22954","22981","2305","2309","231","23118","2313","23157","2316","23163","23191","23212","23224","23287","2332","23327","23345","2335","23385","23411","23462","23468","23476","23499","23512","23513","23523","2353","23534","23564","2357","23607","23636","23640","23644","23645","23770","2475","25","2521","252969","2533","2534","253980","2547","2549","255877","2566","25897","25898","25913","25942","2597","26019","26088","26227","2623","2648","2661","267","2670","2673","2690","26986","27030","27071","27101","27173","27185","27297","273","27335","27342","27347","2737","274","27429","2776","2801","2802","2821","2869","2885","2887","2896","28964","28996","29072","29101","29110","2920","2923","2932","2950","2956","2957","2959","2962","2975","29950","29979","29993","30011","301","3014","302","3030","3040","3054","3055","3059","3064","3065","3066","308","30812","30818","30819","3084","3090","3091","3092","310","3105","311","3146","3159","3162","3163","3164","3172","3176","3178","3183","3192","3205","3216","3219","322","3251","326","3265","3267","3273","3276","328","3280","329","3297","330","3308","3309","331","3312","3313","3315","3320","3329","333","3336","3337","3339","334","335","3364","3383","3397","3398","3476","3482","3486","3488","351","3516","355","3551","356","3603","3609","3621","3636","3646","3654","3656","3660","3665","3667","3680","3688","369","3690","3691","3692","3693","3702","3708","3717","3725","3726","3728","3732","3737","3739","3741","3751","3799","3815","382","3832","3836","3837","3845","3866","387","3875","3880","390","3916","3925","3932","3937","3939","3981","3984","3985","400","4000","4001","4004","4005","4012","4023","4026","4035","4036","404281","4067","4069","4086","4087","4088","4089","409","4091","4092","4093","4097","4133","4134","4137","4140","4145","4152","4155","4163","4170","4172","4173","4174","4175","4176","4191","4193","4204","4208","4214","4215","4217","4218","4221","4255","4277","4286","4292","4296","4297","4303","4313","4314","4323","435","4361","4436","4437","4478","4488","4502","4522","4582","4595","4597","4602","4609","4616","4654","4659","4673","4684","4686","4690","4691","4703","472","4734","4735","4738","4739","4771","4772","4773","4783","4790","4792","4809","4843","4846","4851","4853","4854","4855","4860","4867","4869","4884","4893","4904","4905","4921","4927","5036","5037","5045","5048","5052","5058","5062","50628","50674","50855","5092","5093","51","5105","51053","51100","5111","51125","51132","51135","51147","51168","51176","5125","51274","51324","51366","51380","5141","5144","51466","51497","5154","5155","51562","51588","51592","51684","51701","51741","5175","5213","5217","5230","5245","5265","5272","5277","5292","5294","5295","5300","5307","5329","5335","5338","5340","5347","5359","5366","5371","5411","54205","5423","5424","5426","54472","54535","546","5468","5469","5478","5479","54802","54822","54840","5501","5511","5515","5516","5518","55243","55249","55294","5534","5536","55363","55502","55553","55607","5566","55666","55723","55740","55832","5584","5586","55869","5590","55929","5594","5595","5598","5599","5604","5608","5610","5621","5629","56478","56616","5663","56852","5688","570","5700","57085","5710","57154","5728","5743","5747","57510","57521","5753","5757","5764","5774","5775","57787","578","5781","57819","5783","5784"]	["a2m","abi1","abl1","acan","acot7","acox1","adcy7","add2","adra1d","adra2a","adra2c","aes","afp","agtpbp1","agtrap","ahcyl1","ahsa1","aire","akr1b1","akt1","aldob","amfr","amph","anxa1","anxa11","anxa2","anxa5","anxa7","ap2m1","apbb1","apex1","aplp1","aplp2","apoa1","app","aptx","araf","arf6","arfgef2","arl1","arrb2","asf1b","asl","atf2","atm","atn1","atrx","atxn2l","baat","baiap2","bak1","bcap31","bcas2","bcl6b","bin1","birc2","birc3","birc4","brd4","c6orf108","cabin1","cacybp","camkk2","cand1","cbx5","cchcr1","ccr5","cd2ap","cd2bp2","cd55","cd82","cdc37","cdh2","cdk2","cdk4","cdk5","cdk6","cdk8","cdk9","cdkn1a","cdkn1b","cdkn1c","cdkn2a","cdkn2b","cdkn2c","cebpb","cebpe","cenpa","cenpf","cep250","cetp","cftr","chaf1a","chek1","chgb","chuk","cks1b","cks2","cln3","cln5","clu","cntf","cntfr","col17a1","col1a1","col1a2","col2a1","commd1","cops5","cops8","coro1a","creb1","crebbp","crk","crkl","crx","cry1","cs","csad","csf1r","csk","csnk2a1","csnk2a2","cstb","cstf1","cstf2","ctbp1","ctbp2","ctgf","ctla4","ctnna1","ctnnb1","ctsd","ctsk","cttn","cxcl2","cycs","cyfip1","cyld","cyp27a1","cyp2e1","dab1","dab2","dapp1","daxx","dcc","dcx","ddah2","ddb1","ddit3","ddr2","ddx17","ddx19b","des","dhps","dhx9","diablo","disc1","dlg1","dlg2","dlg3","dlg4","dlx5","dmap1","dnajb1","dnm2","dnmt1","dnmt3b","dntt","dok1","dpysl2","dr1","dscr1","dsp","dstn","dusp10","dvl1","dvl2","dync1h1","dyrk1a","e2f1","e2f2","e2f3","ect2","edaradd","edc4","edd1","eef1a1","eef1a2","eef2","egfr","ehmt2","eif2ak2","eif2s1","eif2s3","eif3s12","eif3s6","eif4b","eif4ebp1","eif4enif1","eif4g1","emd","enah","eno1","ep300","epas1","ephx1","epn2","epor","eprs","eps15","eps8","erbb2","erbb3","erbb4","ercc5","ercc6","ercc8","ereg","ern1","esr1","esr2","ets1","ets2","evi1","evl","ewsr1","f5","f8","faf1","fanca","fancc","fancd2","fance","fancf","fancg","fas","faslg","fbln1","fbln5","fbxw7","fcar","fdft1","fen1","fes","fgf2","fhit","fhl2","fhl3","fkbp1a","fkbp1b","fkbp3","fkbp4","fkbp5","fkbp8","fli1","flna","flot1","fmr1","fn1","fos","foxm1","foxo3a","fpr1","frap1","frat1","frs3","furin","fus","fusip1","fyb","fyn","gab1","gab3","gabarap","gabrg2","gadd45a","gadd45b","gadd45g","gapdh","gata1","gcn5l2","gdf9","gemin4","gfap","gfpt1","gga1","gga3","ghr","gipc1","git1","gli3","glmn","gmnn","gna13","gnaq","gnb5","gne","golga2","golga3","golga7","gpi","grb10","grb2","grk5","grn","gsk3b","gstp1","gtf2a1","gtf2b","gtf2f1","gtf3c1","h2afx","habp4","hadha","hba2","hbxip","hcfc1","hck","hcls1","hd","hdac1","hdac2","hdac5","hdac6","hdac8","hemgn","hes1","hes6","hexim2","hey1","hic1","hif1a","hip1","hipk1","hipk2","hla-a","hmga1","hmgb1","hmox1","hmox2","hnf4a","hnmt","hnrpa1","hnrpc","hnrpu","hoxa9","hoxb6","hoxb9","hprt1","hras","hrb","hrg","hsf1","hsp90aa1","hspa4","hspa5","hspa8","hspa9","hspb1","hspbp1","hspd1","hspe1","hspg2","htatip","htra2","hus1","icam1","id1","id2","igbp1","igf2r","igfbp3","igfbp5","ikbkb","il16","ilf3","ing1","ing4","inppl1","irak1","irak2","irak4","irf2","irf7","irs1","itga9","itgb1","itgb3","itgb4","itgb4bp","itgb5","itk","itpr1","jak2","jun","junb","jup","kcna2","kcna4","kcna5","kcnd2","kcnip2","kcnip3","kctd13","khdrbs1","kiaa1303","kif11","kif3a","kif5b","kirrel","kit","klf3","klf8","kpna1","kpnb1","kras","krt15","krt18","krt19","lamp1","lck","lcp2","ldha","lef1","lig4","limk1","limk2","lmna","lmnb1","lmo1","lmo2","lnpep","lpl","lpp","lrp1","lrp2","lsm2","lyn","lyz","m6prbp1","macf1","mafg","map2","map2k1","map2k6","map3k1","map3k11","map3k3","map3k5","map3k7ip1","map3k7ip2","map4","map4k1","mapk1","mapk14","mapk15","mapk3","mapk7","mapk8","mapt","mark2","mark3","mark4","matk","mbd1","mbip","mbp","mcc","mcl1","mcm3","mcm4","mcm5","mcm6","mcm7","mcrs1","mdh2","mdm2","mecp2","mef2c","men1","mgmt","micb","mitf","mlh1","mlh3","mll","mllt7","mmp14","mmp2","mmp3","mmrn1","mre11a","msh2","msh3","msh6","msn","msx2","mt2a","mthfd1","mtpn","muc1","mutyh","mvd","myb","mybbp1a","myc","myo15a","myod1","myst2","nap1l1","ncam1","ncbp1","nck1","ncl","ncoa2","ncstn","ndrg1","neb","nedd4","nedd4l","nedd8","nedd9","neil2","neurog3","nf2","nfatc1","nfatc2","nfil3","nfkb1","nfkbia","nhp2l1","nkx2-5","nlk","nos2a","nos3","notch1","notch2","notch3","notch4","np","nphp1","nploc4","npm1","nptx1","nr1h3","nr4a1","nras","nrg1","nrg3","nsf","nudc","nup62","nup88","nutf2","pa2g4","pabpc1","pacsin1","pafah1b1","paics","pak1","pak2","pak4","pard6a","parp1","pcbd1","pcbp1","pck1","pcna","pcsk5","pdcd6ip","pde4a","pde4d","pdgfa","pdgfb","pdia3","pebp1","pecam1","pfkm","pfn2","pgk1","pgrmc1","phb","phgdh","phlda1","pias3","pias4","piga","pik3cg","pik3r1","pim1","pin1","pitx1","pkn2","plaur","plcg1","pld2","plg","plk1","plk2","plk3","plscr1","pmaip1","pml","pnn","polb","pold1","pole","pot1","pparbp","pparg","ppargc1a","ppia","ppib","ppm1l","ppp1cc","ppp1r12a","ppp1r15a","ppp1r8","ppp1r9a","ppp2ca","ppp2cb","ppp2r1a","ppp3r1","ppp5c","pqbp1","prdx1","prdx3","prkaca","prkci","prkcz","prmt1","prnp","prox1","psen1","psma7","psmc1","psmd4","pten","ptgs2","ptk2","ptk2b","ptk6","ptma","ptn","ptp4a3","ptpn11","ptpn13","ptpn14","ptpn3","ptpn4","rab8a","rabac1","rabgef1","rad18","ralbp1","rassf1","raver1","rbpj","rchy1","rcp9","rhoa","rnd3","rnf12","rnf19","rnps1","rp4-691n24.1","rph3a","rpia","rrs1","ruvbl2","sae2","scrib","sec23ip","sept2","sept6","serpina1","serpinb9","sertad1","setd2","sh2b3","sh3glb1","sh3kbp1","sin3a","sirt1","siva1","slc25a10","slc39a1","smad1","smad2","smad3","smad4","smad6","smad7","smad9","smndc1","smurf1","sorbs1","sorbs3","sox6","sox8","spg21","spry1","spry2","srrm1","ssu72","stip1","stk39","stmn1","stmn2","sub1","sufu","sugt1","suz12","syncrip","syne1","syne2","synpo2","tacc3","tbk1","tgoln2","th1l","thrap5","ticam1","tnip1","tnpo3","tob1","toe1","tollip","tom1l1","tomm40","topors","tp53rk","tpp1","traf3ip2","trak1","trim28","trim32","trim33","trit1","trpm7","tuba1b","u2af2","ube4b","ubqln1","uhrf2","unc13b","upf2","usp18","wasf2","wdr5","wwox","wwp1","wwp2","xpo5","xrcc6","ybx1","yy1ap1","yy2","zfpm1","zmpste24","znf238"]
