GeneSymbol,GeneSymbol.1,INT
ASL,GDI1,PPI
GDI1,NEDD8,PPI
PLOD2,UGP2,PPI
ICAM1,EIF3E,PPI
SUZ12,LIMA1,PPI
SRSF10,SUZ12,PPI
SUMO3,BCLAF1,PPI
SUMO3,EEF1A1,PPI
GDI1,SUMO3,PPI
ZNF12,SUMO3,PPI
SUZ12,CEP57,PPI
ANXA1,CUL5,PPI
APP,ZCCHC8,PPI
ZCCHC8,THOC6,PPI
PSMA1,ZCCHC8,PPI
ZCCHC8,PSMD13,PPI
PSMC4,ZCCHC8,PPI
UBXN7,NUBP2,PPI
GDI1,RAB1A,PPI
ANXA1,HMGA1,PPI
PPP4R2,NUBP2,PPI
ANXA1,WWOX,PPI
MEIS2,ANXA1,PPI
PCMT1,GDI1,PPI
ZCCHC8,RNF2,PPI
BMI1,ZCCHC8,PPI
PPM1B,ANXA1,PPI
ANXA1,ATG4B,PPI
GRB2,MAP4K3,PPI
SMNDC1,HIST3H3,PPI
PPP2R2B,ZCCHC8,PPI
APBB1,ANXA1,PPI
ANXA1,CCT7,PPI
UBE2D1,ANXA1,PPI
ARRB1,BCLAF1,PPI
OAT,DMWD,PPI
COPS5,DHX29,PPI
COPS5,EEF1A1,PPI
COPS5,U2SURP,PPI
VARS,EEF1A1,PPI
DIDO1,PCDHA2,PPI
PLSCR1,APP,PPI
PLSCR1,FBLN1,PPI
PLSCR1,RBL1,PPI
PLSCR1,ARNT2,PPI
PLSCR1,KRTAP10-3,PPI
PLSCR1,EGFR,PPI
PLSCR1,RASD1,PPI
PLSCR1,SF1,PPI
PLSCR1,NEU4,PPI
PLSCR1,IP6K2,PPI
PLOD2,RPL24,PPI
PLOD2,PACSIN2,PPI
BARD1,DRG1,PPI
BARD1,BCLAF1,PPI
CPSF6,BARD1,PPI
SRSF10,BARD1,PPI
SF3A2,PNN,PPI
SAP18,PNN,PPI
HNRNPA1,PNN,PPI
CPEB4,SAV1,PPI
CDK2,PNN,PPI
CDK2,EIF3E,PPI
APP,TMOD2,PPI
UCHL1,CDK6,PPI
SRPK1,BCLAF1,PPI
UCHL1,SMN1,PPI
SMN1,SMC5,PPI
EEF1A1,SMN1,PPI
PPP1R12B,IL16,PPI
LIG4,EEF1A1,PPI
RGS2,EIF3E,PPI
CASP7,ROCK1,PPI
ROCK1,MON2,PPI
ROCK1,WASHC2A,PPI
MAGEB4,ROCK1,PPI
POLR3C,ROCK1,PPI
ROCK1,CFAP206,PPI
ROCK1,GAB1,PPI
CFL1,ROCK1,PPI
LIMK2,ROCK1,PPI
CEP192,ZBTB10,PPI
PAN2,TMOD2,PPI
NPM1,EIF3E,PPI
EIF3CL,EIF3E,PPI
PLOD2,NARS,PPI
PLOD2,GANAB,PPI
MAGOH,PNN,PPI
BARD1,PNN,PPI
CSNK2A1,PNN,PPI
PCLAF,PNN,PPI
CLK2,PNN,PPI
SRPK1,PNN,PPI
SUMO3,PNN,PPI
PPCDC,TXN2,PPI
MAP3K7CL,REL,PPI
WWP2,DIDO1,PPI
CDK2,OAT,PPI
OAT,CTSA,PPI
OAT,SUMO2,PPI
STAU1,OAT,PPI
RNPC2,PNN,PPI
OAT,HDAC5,PPI
PLSCR1,PHLDA1,PPI
ZNF292,ALB,PPI
SAT1,HIF1A,PPI
SRRM1,PNN,PPI
RTCA,DDX21,PPI
UBC,PNN,PPI
KEAP1,MCMBP,PPI
UBD,STAG2,PPI
STAG2,HDAC8,PPI
SULT2A1,TMX1,PPI
SULT2A1,PRDX4,PPI
DIDO1,WWOX,PPI
SRRM1,STAG2,PPI
PDS5A,STAG2,PPI
TRIM6,TRIM5,PPI
PLOD2,HNRNPA1,PPI
RPL17-C18orf32,EEF1A1,PPI
LMO1,REL,PPI
SEM1,EEF1A1,PPI
EPS8,CTNNA3,PPI
YBX1,EEF1A1,PPI
ANXA1,SLX1B,PPI
TK1,SMC5,PPI
GDI1,CUL5,PPI
HCLS1,QKI,PPI
COX5B,COX5A,PPI
TRIM27,EIF3E,PPI
REL,SNRNP25,PPI
NUP160,NUP43,PPI
KRTAP10-8,CLK4,PPI
PLSCR1,CCER1,PPI
CEBPZ,SIRT7,PPI
REL,PTK6,PPI
EED,CEBPZ,PPI
CEBPZ,RNF2,PPI
EGFR,CEBPZ,PPI
SOX2,ZBTB10,PPI
ZBTB5,SOX2,PPI
SOX2,ZCCHC8,PPI
U2SURP,CTNNBL1,PPI
TP53,CEBPZ,PPI
TP73,CEBPZ,PPI
FHIT,REL,PPI
FTL,CEP57,PPI
NR2B3,CEBPZ,PPI
STAT6,CEBPZ,PPI
CEBPZ,LZTR1,PPI
CCDC6,PPP4R2,PPI
HMOX2,CEBPZ,PPI
CEBPZ,UBE3A,PPI
PRKRA,CEBPZ,PPI
UBC,CEBPZ,PPI
HECW2,DRG1,PPI
POLR2C,EIF3E,PPI
PLSCR1,ATN1,PPI
UBXN7,RBX1,PPI
ZBTB5,SUMO2,PPI
SUMO2,CDK12,PPI
RAB8A,COX5A,PPI
UBE2L6,SPEN,PPI
EPS8,ZZZ3,PPI
KIRREL,SAV1,PPI
NOTCH2,SPEN,PPI
PCBP3,SPEN,PPI
REL,EIF5A2,PPI
CNOT1,NANOS2,PPI
EED,SPEN,PPI
BMI1,SPEN,PPI
KIAA0753,SAV1,PPI
NCOR1,SPEN,PPI
RPS9,EIF3E,PPI
RUNX1,SPEN,PPI
RBPJ,SPEN,PPI
RUNX1T1,SPEN,PPI
UCHL1,TNFRSF1A,PPI
PLSCR1,CDC42EP1,PPI
NUP107,CPSF6,PPI
SRSF10,EPRS,PPI
PLOD2,FAF1,PPI
SUMO1,TPP1,PPI
EIF3E,GPRASP2,PPI
JMJD6,NAA50,PPI
NUP107,NUP43,PPI
FXR2,CPSF6,PPI
PABPC1,EEF1A1,PPI
DYNC1H1,FLNC,PPI
RPS7,CEP57,PPI
SUPT6H,CEP57,PPI
GABARAPL1,NSMAF,PPI
BAG3,BCLAF1,PPI
PLOD2,TPP2,PPI
PSMC2,TRIM5,PPI
PSMC2,ZCCHC8,PPI
BAG3,TIMP2,PPI
PSMA7,TIMP2,PPI
FAS,TMX1,PPI
MGMT,CDK12,PPI
MGMT,ANXA1,PPI
RPL8,TXN2,PPI
CD79A,HCLS1,PPI
UNK,SAV1,PPI
RPA3,LIMA1,PPI
RPA3,DIDO1,PPI
RPS23,EEF1A1,PPI
RPS23,SAMM50,PPI
REL,EIF4EBP1,PPI
RPS23,CEP57,PPI
RAB24,GDI1,PPI
BAG3,LAPTM5,PPI
IPPK,CDK12,PPI
RPS26,TMEM165,PPI
HNRNPK,EEF1A1,PPI
FHL2,REL,PPI
U2AF1,DIDO1,PPI
CNOT1,EPAS1,PPI
CNOT1,RNF219,PPI
EIF3E,COPS2,PPI
REL,TMEM268,PPI
REL,ARNT2,PPI
CEP57,CCDC8,PPI
LASP1,REL,PPI
CNOT1,CCDC8,PPI
CPSF6,CCDC8,PPI
CCDC8,DRG1,PPI
EEF1A1,CCDC8,PPI
RIT1,ASB4,PPI
TERF1,DDX21,PPI
KRT18,CNOT1,PPI
PPP4C,EEF1A1,PPI
FBLN5,CEP57,PPI
CUL4A,DDX21,PPI
CNOT1,GTF2A1,PPI
GRK5,DDX21,PPI
RPS24,DDX21,PPI
RPL6,DDX21,PPI
PDS5A,DDX21,PPI
MYO1C,DDX21,PPI
SAP18,DDX21,PPI
RNPS1,DDX21,PPI
SON,DDX21,PPI
SFRS5,DDX21,PPI
RNPC2,DDX21,PPI
DDX21,SUPT16H,PPI
NOP2,DDX21,PPI
DDX21,PCDHA2,PPI
LAMP2,DDX21,PPI
LMNB1,DDX21,PPI
YWHAE,DDX21,PPI
APTX,DDX21,PPI
H2AFX,DDX21,PPI
VCAM1,DDX21,PPI
AID,DDX21,PPI
CSNK2A1,DDX21,PPI
WAS,CBLB,PPI
CEP57,ATAD3A,PPI
DDX21,SRPK3,PPI
ERG,DDX21,PPI
DDX21,WWOX,PPI
SUMO3,DDX21,PPI
USP5,TRIM5,PPI
STAU1,DDX21,PPI
KPNA3,DDX21,PPI
EED,DDX21,PPI
UBE2I,DDX21,PPI
CRLF3,MOB1A,PPI
SAV1,MOB1A,PPI
CTNNBL1,DDX21,PPI
SRRM1,DDX21,PPI
NPM1,DDX21,PPI
ANXA1,S100A11,PPI
ASXL2,HECW2,PPI
PLOD2,ITGB1BP2,PPI
RPL30,CEP57,PPI
HNRNPK,CBLB,PPI
CRLF3,DOCK8,PPI
IRS4,CEP57,PPI
CRLF3,LRCH3,PPI
LRCH3,LIMA1,PPI
CNOT1,POLR1C,PPI
PRDX4,SIRT7,PPI
PRDX4,CUL2,PPI
CENPU,CENPL,PPI
UBL4A,PRDX4,PPI
NPM1,PRDX4,PPI
PRDX4,PLG,PPI
PRDX4,ALG12,PPI
A1BG,PRDX4,PPI
PRDX3,PRDX4,PPI
PRDX4,TLN1,PPI
MDM2,PRDX4,PPI
PRDX4,NEDD8,PPI
TPP1,EGFR,PPI
EGFR,MON2,PPI
REL,ACTN3,PPI
BMI1,PRDX4,PPI
TERF1,PRDX4,PPI
H2AFX,PRDX4,PPI
PRDX4,MRPL58,PPI
PRDX4,HDAC5,PPI
EGFR,SAMM50,PPI
EIF4G1,CENPU,PPI
CENPU,SPTBN4,PPI
EGFR,BCLAF1,PPI
SUMO2,PRDX4,PPI
UBC,PRDX4,PPI
CENPU,CENPH,PPI
CENPU,CENPT,PPI
CENPU,CENPQ,PPI
CENPP,CENPU,PPI
PLA2G2A,UCHL1,PPI
EIF3E,TRIM55,PPI
TPP1,DNAJA1,PPI
SRSF10,ZNF687,PPI
TDO2,REL,PPI
PLSCR1,LONRF1,PPI
REL,TSSK3,PPI
PSMB6,ZCCHC8,PPI
OTUD6A,TRIM5,PPI
CNOT1,RQCD1,PPI
RPL7,TMX1,PPI
CUL4A,NUP43,PPI
MED26,ICE1,PPI
EAF1,ICE1,PPI
ELL,ICE1,PPI
SUMO1,NUP43,PPI
UBC,ICE1,PPI
ZNF606,CDK12,PPI
TRMT1,THUMPD2,PPI
SUMO3,NUP43,PPI
NUP43,NUP85,PPI
SUMO3,THUMPD2,PPI
ANXA1,USP25,PPI
USPL1,ICE1,PPI
UBC,NUP43,PPI
UBC,THUMPD2,PPI
CSNK2B,EPS8,PPI
CBL,EEF1A1,PPI
SAT1,APLP1,PPI
CENPU,UPF2,PPI
SRSF10,NCSTN,PPI
CEP290,CEP57,PPI
U2SURP,PRPF40A,PPI
PRPF40A,ZCCHC8,PPI
PRPF40A,ASXL2,PPI
EIF3S1,EIF3E,PPI
PTGER3,REL,PPI
REL,DGCR6,PPI
DHPS,REL,PPI
REL,FLNA,PPI
POLE2,REL,PPI
GRB2,REL,PPI
REL,NEDD9,PPI
RNPC2,REL,PPI
MEMO1,REL,PPI
REL,DAAM2,PPI
ACF,REL,PPI
REL,GLYCTK,PPI
REL,RASSF5,PPI
REL,C11orf68,PPI
RPL21,EEF1A1,PPI
RPS2,EEF1A1,PPI
PHF3,MAPK3,PPI
CDK2,REL,PPI
BMI1,PHF3,PPI
RPS18,CEP57,PPI
REL,COL20A1,PPI
CD81,EEF1A1,PPI
CD81,EIF3E,PPI
SAT1,NIF3L1,PPI
EEF1A1,RUVBL2,PPI
EEF1A1,RBM3,PPI
HCLS1,LZTR1,PPI
HRSP12,SPEN,PPI
UBQLN1,SPARC,PPI
LZTR1,TRIM5,PPI
TXNDC17,USP3,PPI
CNOT1,PEX14,PPI
HIST1H2AE,USP3,PPI
EIF4G1,USP3,PPI
LRP1,USP3,PPI
EIF3A,USP3,PPI
EIF3S8,USP3,PPI
EIF3F,USP3,PPI
EIF3G,USP3,PPI
EIF3H,USP3,PPI
NXN,USP3,PPI
UBC,USP3,PPI
EPS8,PROSER2,PPI
LYN,TMX1,PPI
UBB,TRIM5,PPI
CDK12,VPS51,PPI
CNOT1,CNOT4,PPI
NEDD8,BCLAF1,PPI
UBE2I,DRG1,PPI
PTPN12,WASF1,PPI
PLOD2,PTPN12,PPI
SLC38A2,COX5A,PPI
STRN,CPSF6,PPI
PCNA,ZRANB3,PPI
ZNF440,MAP4K5,PPI
CTNNB1,UCHL1,PPI
UBXN7,ATP6V1B2,PPI
TRIM24,CDK12,PPI
HDAC11,BCLAF1,PPI
UBXN7,KLHDC3,PPI
HDAC6,CEP57,PPI
CEACAM1,CEP57,PPI
RPL37A,DDX21,PPI
SNRP70,TXN2,PPI
CUL3,ZBTB10,PPI
SASH1,IRAK1,PPI
NOTCH1,WDR11,PPI
PPP1CC,GOLGA7,PPI
FOXM1,DHX29,PPI
KAT7,SAT1,PPI
SASH1,SKIL,PPI
LPL,LMF1,PPI
UBXN7,WDR11,PPI
SASH1,SUV39H2,PPI
SDCBP,REL,PPI
UBXN7,UBR5,PPI
RFC5,EEF1A1,PPI
EGFR,OAT,PPI
EGFR,LIMA1,PPI
EEF1A1,PCDHA4,PPI
TARDBP,DDX21,PPI
TARDBP,U2SURP,PPI
SYK,CBLB,PPI
EEF1A1,TP63,PPI
EEF1A1,MAPK14,PPI
HTRA2,EEF1A1,PPI
PPP1R12B,PAN2,PPI
OSBP,KCTD12,PPI
ITPR2,CCDC8,PPI
CCDC8,LIMA1,PPI
CLK1,BCLAF1,PPI
APP,LPL,PPI
UQCRH,EEF1A1,PPI
INPPL1,EEF1A1,PPI
FGR,HCLS1,PPI
INPPL1,PPP4R2,PPI
LPL,PLK1,PPI
INPPL1,FLNC,PPI
VASP,PPP4R2,PPI
EEF1A1,RBBP8,PPI
ZFC3H1,VPS72,PPI
EGFR,EEF1A1,PPI
POLR2H,CEP57,PPI
NPM1,EEF1A1,PPI
EEF1A1,IMMT,PPI
ZBTB5,DCX,PPI
TMPRSS3,EEF1A1,PPI
MME,CPSF6,PPI
CDC25A,EEF1A1,PPI
PFN2,EEF1A1,PPI
CUL3,PRDX4,PPI
ZNF593,PRDX4,PPI
CENPU,CENPI,PPI
CENPU,CENPN,PPI
CENPU,CENPM,PPI
MLF1,CENPU,PPI
PAXIP1,CENPU,PPI
PLK2,CENPU,PPI
CENPU,PLK3,PPI
CLIC1,PRDX4,PPI
CYP27A1,PRDX4,PPI
CFHR1,PRDX4,PPI
MT-CO1,PRDX4,PPI
PRDX2,PRDX4,PPI
CFHR3,PRDX4,PPI
PRDX4,RCHY1,PPI
TBXA2R,PRDX4,PPI
TUBG1,PRDX4,PPI
SUMO1,PRDX4,PPI
CSNK1E,PRDX4,PPI
HUWE1,PRDX4,PPI
EED,PRDX4,PPI
BMI1,BCLAF1,PPI
BMI1,LIMA1,PPI
BMI1,DIDO1,PPI
SNRPD2,CRLF3,PPI
PRDX4,TERF2,PPI
CENPU,GIT1,PPI
NR4A1,PRDX4,PPI
UBC,CENPU,PPI
CENPA,CENPU,PPI
SUMO2,CENPU,PPI
CENPU,CENPO,PPI
HNRNPA1,SRSF4,PPI
DOT1L,DDX21,PPI
CUL3,SRSF4,PPI
LAMP1,LAPTM5,PPI
S100A9,DDX21,PPI
TP53BP1,ZBTB10,PPI
ANXA7,EEF1A1,PPI
SUMO1,EEF1A1,PPI
SUMO2,TMX1,PPI
RASSF6,SAV1,PPI
FLNC,TRIM55,PPI
SRSF4,WRNIP1,PPI
SF3A3,FLNC,PPI
SEC14L4,REL,PPI
REL,TTC21A,PPI
ADSL,REL,PPI
BZRAP1,REL,PPI
REL,MVP,PPI
REL,LNPEP,PPI
REL,PLEKHN1,PPI
REL,DKFZp564J0123,PPI
RECK,REL,PPI
REL,PRDM10,PPI
RNF213,REL,PPI
NKRF,REL,PPI
MAGOH,SRSF4,PPI
JMJD6,CLK4,PPI
TRA2B,SRSF4,PPI
SRSF4,SRSF2,PPI
SOX2,SRSF4,PPI
U2SURP,MDC1,PPI
U2SURP,PAXIP1,PPI
DDX3X,EIF3E,PPI
RPA3,U2SURP,PPI
U2SURP,SUMO3,PPI
SRSF4,TICAM1,PPI
ING5,KAT6A,PPI
SRSF4,SRPK3,PPI
U2SURP,SUMO2,PPI
CEP57,MRPL40,PPI
PCNA,HIST2H3D,PPI
HCTP4,THUMPD2,PPI
THUMPD2,SNX8,PPI
SP1,REL,PPI
HIST2H3D,KAT6A,PPI
PAF1,CHD1,PPI
NPM1,SAMM50,PPI
CRLF3,DOCK6,PPI
ZFC3H1,HTT,PPI
SRSF4,DYRK1A,PPI
RPS23,DDX21,PPI
PLIN3,PPP4R2,PPI
HNRNPUL2,CEP57,PPI
RPS23,EIF3E,PPI
EIF3E,NEDD8,PPI
NDUFB8,SAMM50,PPI
HCLS1,SH2D4A,PPI
SRSF4,SRRM1,PPI
PRPF40A,CDK12,PPI
PRPF40A,CPSF6,PPI
UBR5,TXN2,PPI
APP,ASXL2,PPI
PTBP3,TXN2,PPI
HSPA1L,TXN2,PPI
MST065,TXN2,PPI
TPM4,TXN2,PPI
SCYL2,SPEN,PPI
RARA,ASXL2,PPI
KRT18,TXN2,PPI
VIM,TXN2,PPI
PCNA,STK39,PPI
P15RS,MCMBP,PPI
XPOT,MCMBP,PPI
RELA,TXN2,PPI
KRT13,CEP57,PPI
MAGEA11,TXN2,PPI
PSME3,TXN2,PPI
MTUS2,TXN2,PPI
FLNC,NUP133,PPI
USP7,MCMBP,PPI
SF3B2,TMOD2,PPI
SUMO2,SRSF4,PPI
IRF2,HCFC2,PPI
UBC,MCMBP,PPI
TCEAL1,FEM1C,PPI
UCHL1,TUBA1A,PPI
H2AFX,EEF1A1,PPI
STAG2,RBM14,PPI
RASA4,CLK4,PPI
YWHAB,CEP170B,PPI
REL,HDAC1,PPI
EEF1A1,SRRM1,PPI
MS4A2,CBLB,PPI
SPP1,EEF1A1,PPI
EEF1A1,HSPA8,PPI
CUL3,EEF1A1,PPI
PPP1R12B,COPS6,PPI
SHBG,EIF3E,PPI
PLOD2,AP2B1,PPI
REL,TBK1,PPI
EEF1A1,GPX7,PPI
UBB,CEP57,PPI
MAGEA11,PDE4B,PPI
STAU1,EEF1A1,PPI
CRK,EEF1A1,PPI
EEF1A1,AP2M1,PPI
SRSF10,UTP14A,PPI
DHX15,SRSF10,PPI
SRSF10,TCOF1,PPI
SRSF10,RBM14,PPI
SRSF10,PAXIP1,PPI
DSC1,CEP57,PPI
PRMT1,HABP4,PPI
SRSF10,FUS,PPI
CHD3,HABP4,PPI
HABP4,KAT5,PPI
RPL11,EEF1A1,PPI
RPL7A,EEF1A1,PPI
SUMO2,EEF1A1,PPI
RPL5,EEF1A1,PPI
RPL10A,EEF1A1,PPI
RPL15,EEF1A1,PPI
ATXN1,SPEN,PPI
PLSCR1,EP300,PPI
EP300,SAV1,PPI
REL,ATXN1,PPI
EEF1A1,GORASP2,PPI
EEF1A1,HNRNPUL1,PPI
MIA3,SAV1,PPI
TPP1,NEDD8,PPI
RPL23A,EEF1A1,PPI
RPS14,EEF1A1,PPI
RPS3A,EEF1A1,PPI
HIST1H4L,KAT6A,PPI
PNN,SIRT7,PPI
GRK5,PNN,PPI
UBD,SNAPC3,PPI
CBLB,ITSN1,PPI
TMEM113,UCHL1,PPI
CBLB,TRAF6,PPI
CFLAR,CBLB,PPI
SNAPC2,SNAPC3,PPI
DDX48,PNN,PPI
CBLB,ABL1,PPI
CRK,CBLB,PPI
TGFB1I1,CBLB,PPI
HDAC11,PNN,PPI
SRPK2,PNN,PPI
PIN1,BCLAF1,PPI
CTTNBP2NL,FLNC,PPI
CSNK2A2,PNN,PPI
PNN,NFKBIL1,PPI
NEDD4,CBLB,PPI
SHC1,CBLB,PPI
KIT,CBLB,PPI
TCEA2,PNN,PPI
BAG3,ANXA1,PPI
RBMX,EEF1A1,PPI
SUMO2,PNN,PPI
NOP56,EEF1A1,PPI
DDX1,EEF1A1,PPI
EEF1A1,FUS,PPI
PLSCR1,ZNF587,PPI
EEF1A1,RPL18A,PPI
RPL18A,DIDO1,PPI
ATXN1L,SCAF11,PPI
CDK2,GDI1,PPI
CHUK,SASH1,PPI
EEF1A1,THRAP3,PPI
ACOT7,GDI1,PPI
FLNC,AP3S1,PPI
GNAI2,GDI1,PPI
HEXA,GDI1,PPI
RCC2,GDI1,PPI
SCRN1,GDI1,PPI
SGTA,GDI1,PPI
EIF4A1,EEF1A1,PPI
RAB3B,GDI1,PPI
RRP1B,DDX21,PPI
GDI1,MINOS1,PPI
PHGDH,EEF1A1,PPI
HNRNPL,EEF1A1,PPI
SART1,EEF1A1,PPI
EIF3E,RPS8,PPI
COX5A,NELFCD,PPI
MMRN1,CEP57,PPI
U2SURP,MFAP1,PPI
UBXN7,OXCT1,PPI
SUB1,CLK4,PPI
EEF1A1,DCUN1D1,PPI
SRSF10,S100A9,PPI
PEX7,PHYH,PPI
GDI1,DCUN1D1,PPI
PCNA,BAZ1B,PPI
CYP2E1,AGXT2,PPI
RPL12,EEF1A1,PPI
EPS8,TPRN,PPI
UBE2D1,TRIM5,PPI
TARDBP,BCLAF1,PPI
MRPS7,CEP57,PPI
CUL3,U2SURP,PPI
U2SURP,GRK5,PPI
ZCCHC8,THOC1,PPI
DIDO1,GNL3,PPI
RBM10,U2SURP,PPI
U2SURP,LMNA,PPI
TERT,U2SURP,PPI
U2SURP,WWOX,PPI
PPP2R1A,PPP1R12B,PPI
PPP2R1A,ZCCHC8,PPI
UBXN7,TYMS,PPI
ZFC3H1,CSNK2A1,PPI
SAT1,PRDX2,PPI
LPL,EMD,PPI
ZFC3H1,GOLGA2,PPI
ZFC3H1,MTUS2,PPI
ZFC3H1,SPAG5,PPI
CUL1,U2SURP,PPI
SAV1,CEP72,PPI
CUL3,MCMBP,PPI
UBD,MCMBP,PPI
RPL9P7,TXN2,PPI
GOLIM4,TXN2,PPI
UBXN7,SRXN1,PPI
RPS16,TXN2,PPI
ILF2,TXN2,PPI
SPTBN1,TXN2,PPI
VCP,TXN2,PPI
EPS8,SLC27A4,PPI
GPRASP2,TXN2,PPI
ALDOB,TXN2,PPI
TXN2,THAP1,PPI
MCMBP,MCM9,PPI
FKBP5,MCMBP,PPI
EPS15,LAPTM5,PPI
AP2B1,TXN2,PPI
MCM7,MCMBP,PPI
PHKA2,CEP57,PPI
TECPR1,MCMBP,PPI
EPS8,ABI1,PPI
UBC,TXN2,PPI
LAPTM5,GGA3,PPI
SUMO2,MCMBP,PPI
UBXN7,UBR1,PPI
FLNC,OTUD1,PPI
PIN1,CDK12,PPI
RPS11,CEP57,PPI
USP11,TCEAL1,PPI
GDI1,RAB11B,PPI
MRPL49,CEP57,PPI
TUBA4A,CEP57,PPI
PLCG2,CBLB,PPI
RRS1,DDX21,PPI
LSM3,CEP57,PPI
SQSTM1,TRIM5,PPI
ANXA1,ITGA4,PPI
ITGA4,DDX21,PPI
ITGA4,EIF3E,PPI
CUL1,SRSF4,PPI
YWHAH,SAV1,PPI
RCBTB2,PDE4B,PPI
SRSF4,CUL4B,PPI
SRSF4,SIRT7,PPI
NFX1,SRSF4,PPI
CTNNB1,CDH11,PPI
SRSF4,PAXIP1,PPI
ILF2,EEF1A1,PPI
SAP18,SRSF10,PPI
SRSF10,TRIM55,PPI
PHGDH,SRSF10,PPI
BCAS2,SRSF10,PPI
SRSF10,VASN,PPI
SRSF10,THOC6,PPI
SRSF10,PRKDC,PPI
SMU1,SRSF10,PPI
SRSF10,SRSF6,PPI
YWHAE,SRSF4,PPI
SYNCRIP,HABP4,PPI
STAU1,SRSF4,PPI
SRSF10,WWOX,PPI
SRSF10,STAU1,PPI
REL,KLHL32,PPI
EED,SRSF10,PPI
SRSF10,RNF2,PPI
SYMPK,KAT6A,PPI
FLNC,PSMD13,PPI
CLN5,RCN2,PPI
SASH1,KHDRBS1,PPI
TP53,HABP4,PPI
PPARGC1A,SRSF4,PPI
RECQL5,DHX29,PPI
MTHFD2,DHX29,PPI
DHX29,POGLUT1,PPI
DHX29,HAUS7,PPI
IFIT2,DHX29,PPI
SASH1,IRAK4,PPI
MAP3K7,SASH1,PPI
EEF1A1,SNW1,PPI
ZBTB10,FBXL17,PPI
NOS3,EFEMP1,PPI
KAT6A,ATXN1,PPI
EFEMP1,TNIP1,PPI
FABP5,CEP57,PPI
EFEMP1,TXNDC5,PPI
REL,EP300,PPI
EP300,KAT6A,PPI
UBE2D2,CBLB,PPI
SPRY1,CBLB,PPI
VAV2,CBLB,PPI
CBLB,PTK2B,PPI
SIRT2,CBLB,PPI
GABARAPL1,WDR11,PPI
PIK3R1,CBLB,PPI
IRS1,CBLB,PPI
EGFR,CBLB,PPI
GRB2,CBLB,PPI
DEDD,SHMT1,PPI
ZBTB10,MOB3C,PPI
CHUK,DHX29,PPI
PKP4,SAV1,PPI
UCHL1,NMRAL1,PPI
ACTR3,HCLS1,PPI
NDUFS3,SAMM50,PPI
UCHL1,ADRA2C,PPI
SART3,BCLAF1,PPI
FTSJ3,DDX21,PPI
PTPN5,ZBTB5,PPI
TNRC6A,SAV1,PPI
QARS,SAV1,PPI
ZBTB5,ST3GAL3,PPI
DDX21,SSR3,PPI
CPSF6,ZBTB8B,PPI
SLC25A17,SAMM50,PPI
TCEAL1,SSR3,PPI
PLOD2,RNF123,PPI
MYL6B,CEP57,PPI
REL,OCC1,PPI
PLOD2,FBXO6,PPI
TPP1,FBXO6,PPI
EEF1A1,FBXO6,PPI
DEDD,GTF3C3,PPI
SART3,CENPU,PPI
EEF1A2,CEP57,PPI
HIST3H3,DIDO1,PPI
HIST3H3,KAT6A,PPI
HSPA9,CEP57,PPI
PPP4R2,DDX20,PPI
H2AFX,TMX1,PPI
SUPT5H,PLOD2,PPI
CEP57,HINT3,PPI
LAPTM5,HEY1,PPI
REL,R3HDM2,PPI
RPS11,EEF1A1,PPI
RPS11,DDX21,PPI
FLNC,KCMF1,PPI
ANXA1,YWHAQ,PPI
YWHAQ,LIMA1,PPI
YWHAQ,EEF1A1,PPI
TSC22D1,CCDC90B,PPI
OFD1,SAV1,PPI
EED,DIDO1,PPI
EIF3G,EIF3E,PPI
EEF1A1,RPL10L,PPI
APOA1,PDE4B,PPI
CUL3,LPL,PPI
DISC1,PDE4B,PPI
-,LPL,PPI
CYP2E1,LAMC3,PPI
MAFG,CYP2E1,PPI
PPP2R1A,EEF1A1,PPI
PAFAH1B1,PDE4B,PPI
LAPTM5,EPN1,PPI
UBE2L3,UBXN7,PPI
EEF1A1,NIFK,PPI
EEF1A1,MRPL14,PPI
TRIT1,SMYD3,PPI
ZFC3H1,DOCK8,PPI
ZFC3H1,CEP70,PPI
ZFC3H1,TRIM27,PPI
ZFC3H1,HNRNPK,PPI
HNRNPUL1,SAMM50,PPI
MIA2,CEP57,PPI
GFI1B,EFEMP1,PPI
EEF2,EEF1A1,PPI
KHDRBS1,EFEMP1,PPI
EFEMP1,RIC8A,PPI
NR1H2,PCDH17,PPI
EIF3E,RUNDC3A,PPI
PLSCR1,FRAT1,PPI
GLMN,SAV1,PPI
DCC,EIF3E,PPI
REL,MORF4L1,PPI
ZBTB10,MORF4L1,PPI
SEC23B,MAN2A1,PPI
CYB5A,CYP2E1,PPI
CYP2E1,NMI,PPI
PTN,CYP2E1,PPI
CYP2E1,RPL13A,PPI
LATS2,SAV1,PPI
CEP57,S100A13,PPI
FANCG,CYP2E1,PPI
CYP2E1,STUB1,PPI
CUL1,EEF1A1,PPI
ZFC3H1,APP,PPI
EEF1A1,LGR4,PPI
SCAF11,LGR4,PPI
LGR4,DDX21,PPI
ZFC3H1,LGR4,PPI
CNOT1,LGR4,PPI
RPA1,EEF1A1,PPI
CREG1,IGF2R,PPI
RPA1,LIMA1,PPI
U2SURP,RPA1,PPI
RPA1,DIDO1,PPI
GIGYF2,CEP57,PPI
RPA1,ZCCHC8,PPI
MCM7,CEP57,PPI
NFKB2,EPS8,PPI
BLZF1,HCLS1,PPI
ITGA4,DRG1,PPI
LAPTM5,ITCH,PPI
