"","Node1","Node2","Mean","INT"
"1844","PLCB1","SLC26A2",0.414053185,"Correlation"
"1845","PLCB1","SSBP3",0.362962364,"Correlation"
"1846","PLCB1","TMOD2",0.60099176,"Correlation"
"1847","PLCB1","TRIM5",0.554207108,"Correlation"
"1848","PLCB1","UPF3B",0.66868372,"Correlation"
"1849","PLCB1","WIPI2",0.46754471,"Correlation"
"1850","PLEKHA2","CENPU",0.440716113,"Correlation"
"1851","PLEKHA2","FOXN3",0.420319963,"Correlation"
"1852","PLEKHA2","SRSF10",0.353687114,"Correlation"
"1853","PLEKHA2","STX2",0.381477378,"Correlation"
"1854","PLEKHA2","TWIST1",0.47449781,"Correlation"
"1856","PLOD2","AUTS2",0.410875889,"Correlation"
"1858","PLOD2","CARD8",0.486137147,"Correlation"
"1859","PLOD2","CLCN6",0.443642713,"Correlation"
"1861","PLOD2","DIDO1",0.334345148,"Correlation"
"1862","PLOD2","HEATR3",0.560477849,"Correlation"
"1863","PLOD2","NUP43",0.435177404,"Correlation"
"1864","PLOD2","PPP1R12B",0.334118006,"Correlation"
"1865","PLOD2","SSFA2",0.565701725,"Correlation"
"1866","PLOD2","TRAK1",0.491770811,"Correlation"
"1867","PLOD2","TSPYL5",0.359900883,"Correlation"
"1868","PLOD2","VDAC1",0.39891901,"Correlation"
"1869","PLOD2","ZBTB10",0.466752641,"Correlation"
"1870","PLSCR1","NAA50",0.497207325,"Correlation"
"1871","PLSCR1","PLEKHA2",0.416389032,"Correlation"
"1872","PLSCR1","PRDX4",0.337529638,"Correlation"
"1873","PLSCR1","TCF12",0.309157768,"Correlation"
"1874","PLSCR1","TMEM38B",0.532865139,"Correlation"
"1876","PNISR","CARD8",0.49601379,"Correlation"
"1877","PNISR","CENPU",0.457304081,"Correlation"
"1878","PNISR","CPSF6",0.355359836,"Correlation"
"1879","PNISR","DERL1",0.525012525,"Correlation"
"1880","PNISR","EFEMP1",0.330023163,"Correlation"
"1882","PNISR","HCFC2",0.487793579,"Correlation"
"1883","PNISR","KATNBL1",0.649787223,"Correlation"
"1884","PNISR","NCOA6",0.525531903,"Correlation"
"1885","PNISR","OGT",0.510132114,"Correlation"
"1886","PNISR","PALLD",0.48371759,"Correlation"
"1887","PNISR","PLSCR1",0.458231102,"Correlation"
"1888","PNISR","PTPRA",0.563309345,"Correlation"
"1889","PNISR","RBM5",0.490464519,"Correlation"
"1890","PNISR","SAT1",0.543419163,"Correlation"
"1891","PNISR","SEC24A",0.485980931,"Correlation"
"1892","PNISR","SRSF4",0.316596411,"Correlation"
"1893","PNISR","STAG2",0.391216871,"Correlation"
"1894","PNISR","ZBTB5",0.431951756,"Correlation"
"1895","PNN","ALDOA",0.35825343,"Correlation"
"1897","PNN","CEP170B",0.425729023,"Correlation"
"1898","PNN","CRISPLD2",0.300453386,"Correlation"
"1899","PNN","FOXN3",0.379691877,"Correlation"
"1901","PNN","GIN1",0.463369092,"Correlation"
"1902","PNN","GOLGA7",0.590413307,"Correlation"
"1903","PNN","HLA-B",0.396139481,"Correlation"
"1904","PNN","ICE1",0.412119122,"Correlation"
"1905","PNN","MAP4K5",0.399393433,"Correlation"
"1906","PNN","MED8",0.305976577,"Correlation"
"1907","PNN","NBR1",0.334685348,"Correlation"
"1908","PNN","NEK1",0.378129713,"Correlation"
"1909","PNN","PRDX4",0.435784727,"Correlation"
"1910","PNN","R3HCC1",0.380655211,"Correlation"
"1911","PNN","RCN2",0.500565456,"Correlation"
"1912","PNN","RSAD1",0.493368861,"Correlation"
"1913","PNN","SAT1",0.636101235,"Correlation"
"1914","PNN","SENP7",0.401703117,"Correlation"
"1915","PNN","SF3A1",0.383528155,"Correlation"
"1916","PNN","SLC35A3",0.422516971,"Correlation"
"1918","PNN","ZBTB5",0.50980418,"Correlation"
"1919","POT1","CPSF6",0.41339151,"Correlation"
"1920","PPFIA1","CLCN6",0.362731631,"Correlation"
"1921","PPFIA1","DIDO1",0.545340322,"Correlation"
"1923","PPFIA1","MYOF",0.473584177,"Correlation"
"1924","PPFIA1","SAMM50",0.375615887,"Correlation"
"1925","PPFIA1","SETD2",0.510313869,"Correlation"
"1926","PPFIA1","SLC26A2",0.444829599,"Correlation"
"1927","PPFIA1","SNX11",0.433747667,"Correlation"
"1928","PPFIA1","SSBP3",0.531672413,"Correlation"
"1929","PPFIA1","SUN1",0.360953099,"Correlation"
"1930","PPFIA1","TCEAL1",0.410816634,"Correlation"
"1931","PPFIA1","THUMPD2",0.457004035,"Correlation"
"1932","PPFIA1","TRIM5",0.418041523,"Correlation"
"1933","PPFIA1","TWIST1",0.510365043,"Correlation"
"1934","PPFIA1","U2SURP",0.654839572,"Correlation"
"1935","PPFIA1","USP3",0.416260024,"Correlation"
"1936","PPFIA1","WIPI2",0.46408371,"Correlation"
"1937","PPFIA1","ZCCHC8",0.52211718,"Correlation"
"1938","PPP1R11","ANKRD27",0.536488185,"Correlation"
"1939","PPP1R11","ASXL2",0.485501508,"Correlation"
"1940","PPP1R11","C6orf120",0.408472821,"Correlation"
"1941","PPP1R11","CHD1",0.56633538,"Correlation"
"1942","PPP1R11","GSAP",0.441141405,"Correlation"
"1943","PPP1R11","HLA-B",0.435544602,"Correlation"
"1944","PPP1R11","HMGN4",0.649815333,"Correlation"
"1945","PPP1R11","HNMT",0.479576024,"Correlation"
"1946","PPP1R11","IMPDH1",0.412583263,"Correlation"
"1947","PPP1R11","JMJD1C",0.593834842,"Correlation"
"1948","PPP1R11","LPCAT4",0.462968494,"Correlation"
"1949","PPP1R11","MAP3K7",0.553115349,"Correlation"
"1950","PPP1R11","NBR1",0.529311426,"Correlation"
"1951","PPP1R11","NEK1",0.426115061,"Correlation"
"1952","PPP1R11","SLC12A5",0.528781513,"Correlation"
"1953","PPP1R11","SLC35A3",0.449418991,"Correlation"
"1954","PPP1R11","U2SURP",0.432806904,"Correlation"
"1955","PPP1R12B","ANKRD27",0.353206924,"Correlation"
"1956","PPP1R12B","RSAD1",0.421206183,"Correlation"
"1957","PPP3CA","CENPU",0.509358973,"Correlation"
"1958","PPP3CA","CEP57",0.421666487,"Correlation"
"1959","PPP3CA","CLCN6",0.358072973,"Correlation"
"1960","PPP3CA","KCNAB1",0.528207822,"Correlation"
"1961","PPP3CA","PPP1R12B",0.4107897,"Correlation"
"1962","PPP3CA","RCN2",0.360877684,"Correlation"
"1963","PPP3CA","RPRD1A",0.533761582,"Correlation"
"1964","PPP3CA","SNX11",0.433693722,"Correlation"
"1965","PPP3CA","UCHL1",0.436120089,"Correlation"
"1967","PPP4R2","CDH22",0.468776905,"Correlation"
"1968","PPP4R2","CPSF7",0.416964735,"Correlation"
"1969","PPP4R2","FOXN3",0.594195755,"Correlation"
"1970","PPP4R2","GDI1",0.341109381,"Correlation"
"1971","PPP4R2","KRIT1",0.447180924,"Correlation"
"1972","PPP4R2","MARK3",0.495150195,"Correlation"
"1973","PPP4R2","PALLD",0.35010594,"Correlation"
"1974","PPP4R2","PLEKHA2",0.634644722,"Correlation"
"1975","PPP4R2","PTPRA",0.510453711,"Correlation"
"1976","PPP4R2","R3HCC1",0.408183402,"Correlation"
"1977","PPP4R2","SASH1",0.494131114,"Correlation"
"1978","PPP4R2","SH3GLB1",0.331912124,"Correlation"
"1979","PPP4R2","SLC11A2",0.503871251,"Correlation"
"1980","PPP4R2","SNX11",0.370013081,"Correlation"
"1981","PPP4R2","SRSF10",0.461977651,"Correlation"
"1982","PPP4R2","SUN1",0.355252999,"Correlation"
"1983","PPP4R2","TCEAL1",0.496823601,"Correlation"
"1984","PPP4R2","TMEM38B",0.460050415,"Correlation"
"1985","PPP4R2","U2SURP",0.588566587,"Correlation"
"1986","PPP4R2","ZCCHC10",0.460518566,"Correlation"
"1987","PPP4R2","ZCCHC6",0.312043022,"Correlation"
"1988","PRDX4","CENPU",0.440620973,"Correlation"
"1989","PRDX4","CLCN6",0.352932935,"Correlation"
"1990","PRDX4","LPCAT4",0.473872067,"Correlation"
"1991","PRDX4","MED8",0.679857343,"Correlation"
"1992","PRDX4","NCOA6",0.65647236,"Correlation"
"1993","PRDX4","RBM12",0.617516426,"Correlation"
"1994","PROSER1","AKR1B1",0.473670573,"Correlation"
"1995","PROSER1","CCDC90B",0.483443254,"Correlation"
"1996","PROSER1","CEP170B",0.419339694,"Correlation"
"1997","PROSER1","CHD1",0.589516306,"Correlation"
"1998","PROSER1","DENND4A",0.533601716,"Correlation"
"1999","PROSER1","GSAP",0.610209617,"Correlation"
"2000","PROSER1","HNMT",0.523583216,"Correlation"
"2001","PROSER1","LRCH3",0.345848174,"Correlation"
"2002","PROSER1","MAN2A1",0.498748241,"Correlation"
"2003","PROSER1","MAP3K7",0.576322401,"Correlation"
"2004","PROSER1","MED8",0.369903412,"Correlation"
"2005","PROSER1","NEK1",0.345033754,"Correlation"
"2006","PROSER1","OGT",0.541746679,"Correlation"
"2007","PROSER1","PPP1R12B",0.398129829,"Correlation"
"2008","PROSER1","PRDX4",0.623442639,"Correlation"
"2009","PROSER1","RCN2",0.704703897,"Correlation"
"2010","PROSER1","RSAD1",0.638909106,"Correlation"
"2011","PROSER1","TMEM38B",0.427611599,"Correlation"
"2012","PROSER1","UPF3B",0.545901616,"Correlation"
"2013","PROSER1","ZCCHC10",0.526446458,"Correlation"
"2014","PROSER1","ZFX",0.438623356,"Correlation"
"2015","PRPF4B","ADAM17",0.422552123,"Correlation"
"2016","PRPF4B","ADNP",0.467182899,"Correlation"
"2017","PRPF4B","AKR1C1",0.503221289,"Correlation"
"2018","PRPF4B","BCLAF1",0.492765813,"Correlation"
"2019","PRPF4B","BNIP3",0.391549056,"Correlation"
"2020","PRPF4B","CREG1",0.469904858,"Correlation"
"2021","PRPF4B","DHX29",0.365872118,"Correlation"
"2022","PRPF4B","ESRRG",0.345995834,"Correlation"
"2023","PRPF4B","GSAP",0.417539162,"Correlation"
"2025","PRPF4B","HEXB",0.312874517,"Correlation"
"2026","PRPF4B","MGST3",0.393020542,"Correlation"
"2028","PRPF4B","NUP43",0.3758143,"Correlation"
"2029","PRPF4B","OAT",0.376558572,"Correlation"
"2030","PRPF4B","PLOD2",0.563304424,"Correlation"
"2031","PRPF4B","PRDX4",0.479014791,"Correlation"
"2032","PRPF4B","PRPSAP1",0.496284026,"Correlation"
"2033","PRPF4B","PSAP",0.545145622,"Correlation"
"2034","PRPF4B","RANGRF",0.388410364,"Correlation"
"2035","PRPF4B","SMC5",0.431152434,"Correlation"
"2036","PRPF4B","SNAPC3",0.343799964,"Correlation"
"2037","PRPF4B","STX2",0.363659951,"Correlation"
"2038","PRPF4B","TBC1D2B",0.425007182,"Correlation"
"2039","PRPF4B","TXN2",0.493916541,"Correlation"
"2040","PRPF4B","UNC13B",0.565621394,"Correlation"
"2041","PRPF4B","WDR11",0.468180349,"Correlation"
"2043","PRPF4B","ZNF83",0.57195827,"Correlation"
"2045","PRPSAP1","C6orf120",0.576016963,"Correlation"
"2046","PRPSAP1","CEP57",0.569898729,"Correlation"
"2047","PRPSAP1","ESRRG",0.44430798,"Correlation"
"2048","PRPSAP1","SEPT6",0.550563815,"Correlation"
"2049","PRPSAP1","SSBP3",0.343027724,"Correlation"
"2050","PRPSAP1","WSB1",0.490305609,"Correlation"
"2051","PRR11","MARK4",0.335400057,"Correlation"
"2052","PRR11","PLEKHA2",0.393724658,"Correlation"
"2053","PRR11","R3HCC1",0.398943295,"Correlation"
"2054","PRR11","RIT1",0.504004166,"Correlation"
"2055","PRR11","STAG2",0.407594448,"Correlation"
"2056","PSAP","ALDOA",0.343713639,"Correlation"
"2057","PSAP","ANXA1",0.573522081,"Correlation"
"2061","PSAP","CYP2E1",0.510084034,"Correlation"
"2062","PSAP","DIDO1",0.457912267,"Correlation"
"2063","PSAP","ENPP2",0.691675666,"Correlation"
"2064","PSAP","FAM65B",0.511503643,"Correlation"
"2065","PSAP","FHL1",0.502926812,"Correlation"
"2066","PSAP","HNMT",0.551549165,"Correlation"
"2067","PSAP","HNRNPA2B1",0.357749767,"Correlation"
"2068","PSAP","MAP4K5",0.379477337,"Correlation"
"2069","PSAP","OGT",0.541650701,"Correlation"
"2070","PSAP","PDE4A",0.356781944,"Correlation"
"2071","PSAP","PRDX4",0.397419925,"Correlation"
"2072","PSAP","RAB27A",0.36176291,"Correlation"
"2073","PSAP","RPRD1A",0.43534619,"Correlation"
"2074","PSAP","SENP7",0.387529627,"Correlation"
"2075","PSAP","SPOCK1",0.403979925,"Correlation"
"2076","PSAP","TMED10",0.36253681,"Correlation"
"2077","PSAP","TRIT1",0.394394343,"Correlation"
"2078","PSAP","TWIST1",0.447347914,"Correlation"
"2079","PSAP","TXN2",0.493909359,"Correlation"
"2080","PSAP","ZBTB5",0.46942528,"Correlation"
"2081","PTPRA","CXorf56",0.361591217,"Correlation"
"2082","PTPRA","FHL1",0.509584021,"Correlation"
"2084","PTPRA","HNMT",0.458213927,"Correlation"
"2085","PTPRA","JMJD1C",0.389612884,"Correlation"
"2086","PTPRA","NAA50",0.445177019,"Correlation"
"2088","PTPRA","RAP1B",0.398273374,"Correlation"
"2090","PTPRA","SENP7",0.500459652,"Correlation"
"2091","PTPRA","SLC35A3",0.306065458,"Correlation"
"2092","PTPRA","STAG2",0.549309773,"Correlation"
"2093","PTPRA","TCF12",0.401842061,"Correlation"
"2094","PTPRA","TMEM38B",0.420239133,"Correlation"
"2095","PTPRA","TMOD2",0.372698544,"Correlation"
"2096","PTPRA","TPP1",0.403978931,"Correlation"
"2097","PUM2","ABL1",0.309131473,"Correlation"
"2100","PUM2","DOLPP1",0.428144976,"Correlation"
"2101","PUM2","GOLGA7",0.342879621,"Correlation"
"2102","PUM2","HLA-B",0.380542089,"Correlation"
"2104","PUM2","HNRNPA2B1",0.34894958,"Correlation"
"2105","PUM2","ITGA6",0.469741615,"Correlation"
"2106","PUM2","MED14",0.402436616,"Correlation"
"2107","PUM2","RCN2",0.475804424,"Correlation"
"2108","PUM2","SH3GLB1",0.43089582,"Correlation"
"2109","PUM2","STX2",0.42310655,"Correlation"
"2112","R3HCC1","DENND4A",0.457368204,"Correlation"
"2113","R3HCC1","TWIST1",0.4473129,"Correlation"
"2114","RAB27A","DOLPP1",0.472994326,"Correlation"
"2115","RAB27A","ESRRG",0.46836709,"Correlation"
"2116","RAB27A","HEXB",0.437451807,"Correlation"
"2117","RAB27A","HNRNPA2B1",0.510567945,"Correlation"
"2118","RAB27A","LRCH3",0.427556197,"Correlation"
"2119","RAB27A","MAN2A1",0.472304819,"Correlation"
"2120","RAB27A","MAP3K7",0.381716405,"Correlation"
"2121","RAB27A","MON2",0.544691035,"Correlation"
"2122","RAB27A","PDE4A",0.513241579,"Correlation"
"2123","RAB27A","PDE4B",0.458218416,"Correlation"
"2124","RAB27A","PLSCR1",0.48798532,"Correlation"
"2125","RAB27A","SF3A1",0.688495655,"Correlation"
"2126","RAB27A","STRN3",0.4975341,"Correlation"
"2127","RAB27A","TPP1",0.377008367,"Correlation"
"2128","RAB27A","USP3",0.404659596,"Correlation"
"2129","RANGRF","ALDOA",0.522978857,"Correlation"
"2130","RANGRF","ANXA1",0.582390817,"Correlation"
"2131","RANGRF","CEP170B",0.461960458,"Correlation"
"2132","RANGRF","CEP57",0.524937154,"Correlation"
"2133","RANGRF","DEDD",0.701433586,"Correlation"
"2134","RANGRF","MAP4K5",0.536814925,"Correlation"
"2135","RANGRF","MARK3",0.42607426,"Correlation"
"2136","RANGRF","MARK4",0.408230985,"Correlation"
"2137","RANGRF","MGST3",0.530175788,"Correlation"
"2138","RANGRF","NBPF1",0.627221145,"Correlation"
"2139","RANGRF","NEK1",0.339557746,"Correlation"
"2140","RANGRF","PROSER1",0.360169408,"Correlation"
"2141","RANGRF","SAV1",0.495612476,"Correlation"
"2142","RANGRF","SSBP3",0.423275336,"Correlation"
"2143","RANGRF","TXN2",0.580050995,"Correlation"
"2144","RANGRF","ZNF83",0.447177339,"Correlation"
"2145","RAP1A","AASS",0.348881723,"Correlation"
"2146","RAP1A","ABCA8",0.466251175,"Correlation"
"2147","RAP1A","ABL1",0.374827462,"Correlation"
"2148","RAP1A","AHR",0.301044956,"Correlation"
"2149","RAP1A","AKR1B1",0.377919804,"Correlation"
"2150","RAP1A","AUH",0.3357995,"Correlation"
"2151","RAP1A","CENPU",0.333408555,"Correlation"
"2154","RAP1A","ERBB4",0.339317148,"Correlation"
"2156","RAP1A","HEXB",0.353353493,"Correlation"
"2157","RAP1A","KLF6",0.320117733,"Correlation"
"2159","RAP1A","PPFIA1",0.352874914,"Correlation"
"2161","RAP1A","SAT1",0.410114423,"Correlation"
"2162","RAP1A","SF3A1",0.300901309,"Correlation"
"2163","RAP1A","SH2B3",0.422284526,"Correlation"
"2164","RAP1A","SOCS2",0.432936302,"Correlation"
"2165","RAP1A","SRSF10",0.383124309,"Correlation"
"2166","RAP1A","SSFA2",0.390706697,"Correlation"
"2167","RAP1A","STAG2",0.414083407,"Correlation"
"2170","RAP1A","YY1AP1",0.472064452,"Correlation"
"2173","RAP1B","CLIC4",0.49599112,"Correlation"
"2174","RAP1B","DOLPP1",0.313991173,"Correlation"
"2177","RAP1B","SSFA2",0.326618627,"Correlation"
"2178","RAP1B","TMOD2",0.435400501,"Correlation"
"2179","RAP1B","UBXN7",0.307325432,"Correlation"
"2180","RAP1B","YY1AP1",0.449582436,"Correlation"
"2181","RAP1B","ZFX",0.460981927,"Correlation"
"2183","RBM12","TRIM5",0.495452668,"Correlation"
"2184","RBM5","AUH",0.458261295,"Correlation"
"2185","RBM5","CEP170B",0.41436742,"Correlation"
"2186","RBM5","HABP4",0.388391026,"Correlation"
"2187","RBM5","JMJD1C",0.347029196,"Correlation"
"2188","RBM5","MAN2A1",0.446679954,"Correlation"
"2189","RBM5","MGST3",0.43206539,"Correlation"
"2190","RBM5","PLSCR1",0.510897133,"Correlation"
"2191","RBM5","TRIM5",0.3680797,"Correlation"
"2192","RBPJ","BNIP3",0.476834053,"Correlation"
"2193","RBPJ","CCNL1",0.447281503,"Correlation"
"2194","RBPJ","CDH11",0.416797267,"Correlation"
"2195","RBPJ","CPOX",0.428415234,"Correlation"
"2196","RBPJ","GPNMB",0.506200909,"Correlation"
"2197","RBPJ","HIPK1",0.43822067,"Correlation"
"2198","RBPJ","KATNBL1",0.520166711,"Correlation"
"2199","RBPJ","LPCAT4",0.501757223,"Correlation"
"2200","RBPJ","MARK3",0.414590435,"Correlation"
"2201","RBPJ","MCMBP",0.540263153,"Correlation"
"2202","RBPJ","PNN",0.47795197,"Correlation"
"2203","RBPJ","PRPSAP1",0.427438334,"Correlation"
"2204","RBPJ","PSAP",0.344572519,"Correlation"
"2205","RBPJ","ROCK1",0.463436816,"Correlation"
"2206","RBPJ","SEPT8",0.526947499,"Correlation"
"2207","RBPJ","TARDBP",0.419451246,"Correlation"
"2208","RBPJ","TNFAIP3",0.452987455,"Correlation"
"2209","RBPJ","ZCCHC8",0.379524487,"Correlation"
"2210","RBPJ","ZFX",0.378564224,"Correlation"
"2211","RCN2","CBLB",0.502714545,"Correlation"
"2212","RCN2","CLCN6",0.460785212,"Correlation"
"2213","RCN2","DENND4A",0.373438734,"Correlation"
"2214","RCN2","GIPC1",0.67848524,"Correlation"
"2215","RCN2","LPCAT4",0.382726101,"Correlation"
"2216","RCN2","MARK4",0.552523702,"Correlation"
"2217","RCN2","MED8",0.516064246,"Correlation"
"2218","RCN2","TRIM5",0.430770598,"Correlation"
"2219","REL","AKR1B1",0.374029484,"Correlation"
"2220","REL","AKR1C1",0.323199023,"Correlation"
"2221","REL","ATP8B1",0.505145263,"Correlation"
"2222","REL","DOLPP1",0.399251239,"Correlation"
"2223","REL","EIF3E",0.663602687,"Correlation"
"2224","REL","RSAD1",0.616610371,"Correlation"
"2225","REL","TMEM165",0.389916864,"Correlation"
"2226","RIT1","HNMT",0.529376536,"Correlation"
"2227","RIT1","RFX7",0.425412082,"Correlation"
"2228","RIT1","TMEM165",0.404568879,"Correlation"
"2229","ROCK1","AGO3",0.444642102,"Correlation"
"2230","ROCK1","KATNBL1",0.419664873,"Correlation"
"2231","ROCK1","TGOLN2",0.381746698,"Correlation"
"2232","ROCK1","TMED10",0.439920752,"Correlation"
"2233","ROCK1","ZNF573",0.384606082,"Correlation"
"2234","RPH3A","ABI1",0.377931301,"Correlation"
"2235","RPH3A","CEBPZ",0.42805191,"Correlation"
"2236","RPH3A","CEP57",0.425060152,"Correlation"
"2237","RPH3A","DENND4A",0.378907547,"Correlation"
"2238","RPH3A","FOXN3",0.467679379,"Correlation"
"2239","RPH3A","GDI1",0.648546516,"Correlation"
"2240","RPH3A","GIN1",0.410436137,"Correlation"
"2241","RPH3A","GOLGA7",0.409402775,"Correlation"
"2242","RPH3A","HEXB",0.68234291,"Correlation"
"2243","RPH3A","HMGN4",0.393510841,"Correlation"
"2244","RPH3A","KCNAB1",0.496827192,"Correlation"
"2245","RPH3A","LPP",0.481431803,"Correlation"
"2246","RPH3A","MGST3",0.551752496,"Correlation"
"2247","RPH3A","NAA50",0.442132791,"Correlation"
"2248","RPH3A","NBR1",0.679015793,"Correlation"
"2249","RPH3A","PLCB1",0.463746139,"Correlation"
"2250","RPH3A","PRDX4",0.454672474,"Correlation"
"2251","RPH3A","SENP7",0.400083495,"Correlation"
"2253","RPH3A","UNC13B",0.426201586,"Correlation"
"2254","RPRD1A","CENPU",0.425885473,"Correlation"
"2255","RPRD1A","CPSF6",0.482392444,"Correlation"
"2257","RPRD1A","ENPP2",0.383265297,"Correlation"
"2258","RPRD1A","LRRC14",0.607218272,"Correlation"
"2259","RPRD1A","MARK3",0.502062003,"Correlation"
"2260","RPRD1A","MGST3",0.437168714,"Correlation"
"2261","RPRD1A","RIT1",0.417210582,"Correlation"
"2262","RPRD1A","SPOCK1",0.445740147,"Correlation"
"2263","RPRD1A","UBXN7",0.562783019,"Correlation"
"2264","RPRD1A","UCHL1",0.527247873,"Correlation"
"2265","RPS6KA2","ALMS1",0.41337579,"Correlation"
"2266","RPS6KA2","CMTM6",0.447588485,"Correlation"
"2267","RPS6KA2","CPSF6",0.539021589,"Correlation"
"2268","RPS6KA2","GIN1",0.454733056,"Correlation"
"2269","RPS6KA2","GNA13",0.54355878,"Correlation"
"2270","RPS6KA2","GOLGA7",0.329627097,"Correlation"
"2271","RPS6KA2","HCFC2",0.679453704,"Correlation"
"2272","RPS6KA2","IFRD1",0.426484999,"Correlation"
"2273","RPS6KA2","PIGA",0.513373953,"Correlation"
"2274","RPS6KA2","PLCB1",0.481795295,"Correlation"
"2275","RPS6KA2","POT1",0.330032264,"Correlation"
"2276","RPS6KA2","PPFIA1",0.365976793,"Correlation"
"2277","RPS6KA2","PROSER1",0.458001172,"Correlation"
"2278","RPS6KA2","PRPSAP1",0.425936672,"Correlation"
"2279","RPS6KA2","PRR11",0.592824797,"Correlation"
"2280","RPS6KA2","PTPRA",0.472065152,"Correlation"
"2281","RPS6KA2","RAP1B",0.557291218,"Correlation"
"2282","RPS6KA2","RBM5",0.429037669,"Correlation"
"2283","RPS6KA2","SH3GLB1",0.524849772,"Correlation"
"2284","RPS6KA2","SLC35A3",0.354095616,"Correlation"
"2285","RPS6KA2","SRSF10",0.563411746,"Correlation"
"2286","RPS6KA2","TMEM165",0.467901355,"Correlation"
"2288","RPS6KA2","ZFX",0.481604811,"Correlation"
"2289","RSAD1","AKR1C1",0.392121287,"Correlation"
"2290","RSAD1","DENND4A",0.658014488,"Correlation"
"2291","RSAD1","FOXN3",0.324153567,"Correlation"
"2292","RSAD1","LRCH3",0.47553858,"Correlation"
"2293","RSAD1","PRDX4",0.350578591,"Correlation"
"2294","RSAD1","RCN2",0.560753092,"Correlation"
"2295","SAMM50","ALDOA",0.445369173,"Correlation"
"2296","SAMM50","MAP4K5",0.428881194,"Correlation"
"2297","SAMM50","POT1",0.325869963,"Correlation"
"2298","SAMM50","RBM12",0.42180992,"Correlation"
"2299","SAMM50","ZFX",0.42534582,"Correlation"
"2300","SASH1","ANKRD27",0.3070845,"Correlation"
"2301","SASH1","BTG1",0.481681391,"Correlation"
"2303","SASH1","CPOX",0.467448575,"Correlation"
"2304","SASH1","DOLPP1",0.490412447,"Correlation"
"2305","SASH1","FAM65B",0.67278719,"Correlation"
"2306","SASH1","HEATR3",0.450146108,"Correlation"
"2307","SASH1","IFRD1",0.385384795,"Correlation"
"2308","SASH1","JMJD1C",0.33278254,"Correlation"
"2309","SASH1","MON2",0.41089989,"Correlation"
"2310","SASH1","NAA50",0.460797533,"Correlation"
"2311","SASH1","PHKB",0.548217567,"Correlation"
"2312","SASH1","PIGA",0.528658037,"Correlation"
"2313","SASH1","ROCK1",0.500842639,"Correlation"
"2316","SASH1","ZBTB5",0.340373163,"Correlation"
"2317","SASH1","ZFC3H1",0.313788606,"Correlation"
"2319","SAT1","CCDC90B",0.52775667,"Correlation"
"2321","SAT1","DOLPP1",0.322503232,"Correlation"
"2322","SAT1","JMJD1C",0.394558464,"Correlation"
"2324","SAT1","MARK4",0.324383215,"Correlation"
"2325","SAT1","POT1",0.359936795,"Correlation"
"2326","SAT1","PTPRA",0.309253847,"Correlation"
"2327","SAT1","TXN2",0.399388602,"Correlation"
"2328","SAT1","ZCCHC8",0.466618186,"Correlation"
"2329","SCAF11","ADAMTS1",0.328075867,"Correlation"
"2330","SCAF11","CLK4",0.533381592,"Correlation"
"2331","SCAF11","CXorf56",0.549922402,"Correlation"
"2332","SCAF11","KIAA0141",0.368614818,"Correlation"
"2333","SCAF11","PIGA",0.328841416,"Correlation"
"2334","SCAF11","REL",0.48452578,"Correlation"
"2335","SCAF11","SENP7",0.409193505,"Correlation"
"2336","SCAF11","TMEM165",0.615539863,"Correlation"
"2337","SEC24A","DERL1",0.461159554,"Correlation"
"2338","SEC24A","FHL1",0.40556184,"Correlation"
"2339","SEC24A","HCFC2",0.623368706,"Correlation"
"2340","SEC24A","KLF6",0.539188752,"Correlation"
"2341","SEC24A","PALLD",0.400435431,"Correlation"
"2342","SEC24A","SETD2",0.351197659,"Correlation"
"2343","SEC24A","SH2B3",0.407757847,"Correlation"
"2344","SEC24A","SMNDC1",0.369489909,"Correlation"
"2345","SEC24A","STAG2",0.408989621,"Correlation"
"2347","SEC24A","TPP1",0.373377684,"Correlation"
"2348","SENP7","CPSF6",0.514220175,"Correlation"
"2350","SENP7","RFX7",0.397358062,"Correlation"
"2352","SEPT6","BCLAF1",0.436933027,"Correlation"
"2353","SEPT6","CENPU",0.567325727,"Correlation"
"2354","SEPT6","CHD1",0.375535984,"Correlation"
"2355","SEPT6","CYP2E1",0.598429757,"Correlation"
"2356","SEPT6","DEDD",0.485642074,"Correlation"
"2357","SEPT6","GIPC1",0.496693421,"Correlation"
"2358","SEPT6","LPCAT4",0.483106624,"Correlation"
"2360","SEPT6","SRSF10",0.465554383,"Correlation"
"2361","SEPT6","TCEAL1",0.407496588,"Correlation"
"2362","SEPT6","TMEM38B",0.357139841,"Correlation"
"2363","SEPT6","USP3",0.549477679,"Correlation"
"2364","SEPT8","AKR1B1",0.40897795,"Correlation"
"2365","SEPT8","ALDOA",0.389803742,"Correlation"
"2368","SEPT8","CMTM6",0.350718236,"Correlation"
"2369","SEPT8","MLH3",0.500765819,"Correlation"
"2370","SEPT8","PLSCR1",0.558547835,"Correlation"
"2372","SEPT8","SNX11",0.503298968,"Correlation"
"2373","SEPT8","ZBTB10",0.381749682,"Correlation"
"2374","SEPT8","ZCCHC8",0.418377864,"Correlation"
"2375","SEPT8","ZNF83",0.522947641,"Correlation"
"2376","SETD2","ALDOA",0.314676255,"Correlation"
"2377","SETD2","ATM",0.325322322,"Correlation"
"2379","SETD2","CHD1",0.466052575,"Correlation"
"2380","SETD2","HEXB",0.328001078,"Correlation"
