"","p.adj","p.vec","reg.mat"
"AAAS:ARL6IP5",0.823493234932349,0.333333333333333,1
"AAAS:CDC123",0.823493234932349,0.333333333333333,1
"AAAS:LRRC40",0.823493234932349,0.333333333333333,-1
"AAAS:PSMD6",0.823493234932349,0.333333333333333,-1
"AAAS:SUMO1",0.823493234932349,0.333333333333333,-1
"AAAS:UBE2D2",0.823493234932349,0.333333333333333,1
"ADAM15:ARMC1",0.823493234932349,0.333333333333333,1
"ADAM15:GGH",0.823493234932349,0.333333333333333,-1
"ADAM15:HSPE1",0.823493234932349,0.333333333333333,-1
"ADAM15:MYH9",0.823493234932349,0.333333333333333,1
"ADAM15:PRKCE",0.823493234932349,0.333333333333333,1
"ADAM15:PSMC6",0.823493234932349,0.333333333333333,-1
"ADAM15:RNF11",0.823493234932349,0.333333333333333,-1
"ADAM15:SARAF",0.823493234932349,0.333333333333333,-1
"ADAM15:SPI1",0.823493234932349,0.333333333333333,1
"AGTPBP1:ANKMY2",0.823493234932349,0.333333333333333,1
"AGTPBP1:ATP6V1E1",0.823493234932349,0.333333333333333,1
"AGTPBP1:BCAS2",0.823493234932349,0.333333333333333,1
"AGTPBP1:CDC42",0.823493234932349,0.333333333333333,-1
"AGTPBP1:CHCHD2",0.823493234932349,0.333333333333333,1
"AGTPBP1:CLCN6",0.823493234932349,0.333333333333333,1
"AGTPBP1:COPS2",0.823493234932349,0.333333333333333,1
"AGTPBP1:COPS5",0.823493234932349,0.333333333333333,1
"AGTPBP1:COPS7A",0.823493234932349,0.333333333333333,1
"AGTPBP1:CS",0.823493234932349,0.333333333333333,1
"AGTPBP1:DDB1",0.823493234932349,0.333333333333333,1
"AGTPBP1:DDX1",0.823493234932349,0.333333333333333,1
"AGTPBP1:EFEMP2",0.823493234932349,0.333333333333333,1
"AGTPBP1:EPRS",0.823493234932349,0.333333333333333,1
"AGTPBP1:GARS",0.823493234932349,0.333333333333333,1
"AGTPBP1:GOT1",0.823493234932349,0.333333333333333,1
"AGTPBP1:GULP1",0.823493234932349,0.333333333333333,-1
"AGTPBP1:IKBKB",0.823493234932349,0.333333333333333,1
"AGTPBP1:NDFIP1",0.823493234932349,0.333333333333333,1
"AGTPBP1:OXCT1",0.823493234932349,0.333333333333333,1
"AGTPBP1:PAFAH1B1",0.823493234932349,0.333333333333333,1
"AGTPBP1:PDHB",0.823493234932349,0.333333333333333,1
"AGTPBP1:PSMD12",0.823493234932349,0.333333333333333,1
"AGTPBP1:RAB14",0.823493234932349,0.333333333333333,1
"AGTPBP1:RAN",0.823493234932349,0.333333333333333,1
"AGTPBP1:RASA1",0.823493234932349,0.333333333333333,1
"AGTPBP1:SNAP91",0.823493234932349,0.333333333333333,1
"AGTPBP1:STK39",0.823493234932349,0.333333333333333,1
"AGTPBP1:TBK1",0.823493234932349,0.333333333333333,1
"AGTPBP1:TMEM30A",0.823493234932349,0.333333333333333,1
"AGTPBP1:TUBA1B",0.823493234932349,0.333333333333333,1
"AGTPBP1:USP14",0.823493234932349,0.333333333333333,1
"AGTPBP1:VDAC2",0.823493234932349,0.333333333333333,1
"AGTPBP1:WASF1",0.823493234932349,0.333333333333333,1
"AGTPBP1:YWHAQ",0.823493234932349,0.333333333333333,1
"AGTPBP1:ZC3H15",0.823493234932349,0.333333333333333,-1
"AKAP12:AGTPBP1",0.823493234932349,0.333333333333333,1
"AKAP12:ANKMY2",0.823493234932349,0.333333333333333,1
"AKAP12:ATP6V1E1",0.823493234932349,0.333333333333333,1
"AKAP12:BCAS2",0.823493234932349,0.333333333333333,1
"AKAP12:CDC42",0.823493234932349,0.333333333333333,-1
"AKAP12:CHCHD2",0.823493234932349,0.333333333333333,1
"AKAP12:CLCN6",0.823493234932349,0.333333333333333,1
"AKAP12:COPS2",0.823493234932349,0.333333333333333,1
"AKAP12:COPS5",0.823493234932349,0.333333333333333,1
"AKAP12:COPS7A",0.823493234932349,0.333333333333333,1
"AKAP12:CS",0.823493234932349,0.333333333333333,1
"AKAP12:DDB1",0.823493234932349,0.333333333333333,1
"AKAP12:DDX1",0.823493234932349,0.333333333333333,1
"AKAP12:EFEMP2",0.823493234932349,0.333333333333333,1
"AKAP12:ELP3",0.823493234932349,0.333333333333333,1
"AKAP12:EPRS",0.823493234932349,0.333333333333333,1
"AKAP12:GARS",0.823493234932349,0.333333333333333,1
"AKAP12:GOT1",0.823493234932349,0.333333333333333,1
"AKAP12:GULP1",0.823493234932349,0.333333333333333,-1
"AKAP12:IKBKB",0.823493234932349,0.333333333333333,1
"AKAP12:KIF3A",0.823493234932349,0.333333333333333,1
"AKAP12:MAPRE2",0.823493234932349,0.333333333333333,1
"AKAP12:NDFIP1",0.823493234932349,0.333333333333333,1
"AKAP12:OXCT1",0.823493234932349,0.333333333333333,1
"AKAP12:PAFAH1B1",0.823493234932349,0.333333333333333,1
"AKAP12:PDHB",0.823493234932349,0.333333333333333,1
"AKAP12:PFN2",0.823493234932349,0.333333333333333,1
"AKAP12:PSMD12",0.823493234932349,0.333333333333333,1
"AKAP12:RAB14",0.823493234932349,0.333333333333333,1
"AKAP12:RAN",0.823493234932349,0.333333333333333,1
"AKAP12:RASA1",0.823493234932349,0.333333333333333,1
"AKAP12:SNAP91",0.823493234932349,0.333333333333333,1
"AKAP12:STK39",0.823493234932349,0.333333333333333,1
"AKAP12:TBK1",0.823493234932349,0.333333333333333,1
"AKAP12:TMEM30A",0.823493234932349,0.333333333333333,1
"AKAP12:TUBA1B",0.823493234932349,0.333333333333333,1
