"","X","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sample_control_1","sample_control_2","sample_control_3","sample_control_4","sample_control_5","sample_control_6","sample_control_7","sample_control_8","sample_control_9","sample_C9_1","sample_C9_2","sample_C9_3","sample_C9_4","sample_C9_5","sample_C9_6","sample_C9_7","sample_sALS_1","sample_sALS_2","sample_sALS_3","sample_sALS_4","sample_sALS_5","sample_sALS_6","sample_sALS_7","sample_sALS_8","sample_sALS_9","sample_sALS_10"
"NKTR",3924,"ENSG00000114857",411.970953402163,0.294428014366817,0.156401108206229,1.88251872217291,0.0597656203053004,0.43044392288722,269.20869393345,315.121750481621,304.84933694654,217.218418810402,478.794146331303,399.981216778934,352.474340228426,359.272721026493,370.171767273508,513.715306592355,543.727847013439,826.191734512215,657.273952445944,851.15192397729,236.227173901839,406.698666835083,238.014958847511,317.881709645944,369.167906090215,286.439805160193,263.794992681598,433.427389296863,401.091589946927,614.684869888329,423.231647752107,261.4309220577
"TUG1",17397,"ENSG00000253352",1113.04437424974,0.144516344762961,0.0771716893871769,1.87266011552384,0.0611153342893578,0.431678956147719,963.940807310097,956.23151870285,1126.7002139811,863.231638389389,1032.82737280038,962.485215071448,1278.71759027853,1113.667501837,1036.92032138336,1492.49321664576,1160.57771483213,1145.54265433614,1010.77491042263,1079.68531582743,915.015750761751,1166.47977754628,1193.54103150232,1316.03027793421,1216.78476509835,1085.50489269445,953.544670515732,1160.6892512582,1028.64443545037,1037.850715034,1304.86654833267,1336.4056225467
"NAV2",10399,"ENSG00000166833",586.708351581944,0.197472471198565,0.10581514215913,1.86620239002841,0.06201305483376,0.434066930738988,438.549646569008,471.777103450932,577.206895033574,475.341604799386,486.611193618344,687.072357775978,508.749371332939,459.027402786561,660.15795884682,769.857478960131,665.597881688865,514.051964490767,541.602385156937,587.52875936276,516.929216964208,657.779515813656,644.72013124714,549.935357687483,663.492070025325,577.514558623949,437.37438180542,509.25564030705,455.314707474543,873.691550968871,832.394653473673,692.883352866212
"DCN",276,"ENSG00000011465",631.265616809341,0.295174658943111,0.158282776838448,1.86485646031079,0.0622015267687069,0.434429147394857,670.127017694557,431.93412350498,576.251254478882,455.594475816622,303.887713283745,718.214447646844,355.896421201518,606.321425072911,570.086490252079,410.686052902523,505.29191300042,1755.39989477408,1066.98913003971,642.412762917321,497.972715354802,325.620476019086,813.41034479926,700.399366919896,754.406554360975,516.333241016918,454.503926784744,619.551278140049,864.380285293178,687.644498361721,634.261278210221,475.328949195818
"UBE2L3",13236,"ENSG00000185651",3501.12381757555,-0.192650399439837,0.103867218920607,-1.85477575544881,0.063628255564185,0.435827885677531,4637.33685678912,3147.59541573021,3053.27157223885,4134.20250346291,3139.52161665811,3681.57893692143,5313.35105755343,3388.54184603729,4111.43301158677,4662.07372946488,3684.22489441865,3390.27057142107,3738.2456045363,3879.66923487323,2890.86649543454,3547.17084819988,3455.83855297526,2598.15317350618,2552.95218639502,3147.12989811928,3121.00309523293,3200.29686649811,2396.18335544834,3947.11590041052,3596.88281247497,2614.309220577
"CRYL1",10114,"ENSG00000165475",1327.88235192532,-0.228330706335911,0.124720355036074,-1.83074131139115,0.067139163841088,0.442327222004169,1926.43425605066,966.192263689338,952.773633027273,1465.51907236368,1171.57996214537,1643.71843099664,1299.25007611708,1386.43420977469,2617.56475196668,1171.95776072183,1201.82603426074,1482.4063665375,1250.76638648019,1725.69702979751,1245.29633649488,884.01382244539,1630.28692686329,1043.71161333752,1028.06833549253,1215.28344519422,1244.74693516425,978.873785767866,1153.03864624902,1526.68022580573,1104.38839939746,1208.43244391706
"PTPN13",9675,"ENSG00000163629",606.928268477275,0.225289374623535,0.123293032427558,1.82726769053966,0.0676595306143365,0.442900475466465,441.444363708077,419.256811703996,531.336148408389,406.226653359712,592.141331993407,630.627319885034,370.725438751581,533.843414106612,908.403713754277,450.752984893013,513.729069247181,724.205473020059,657.273952445944,666.705682523438,567.965952066457,519.81582015095,611.213171021035,612.452093917851,779.201413725243,771.255397712883,529.873924693772,1036.60665869608,651.474809118567,585.501018498972,747.982801290427,520.119561716194
"COL1A2",9969,"ENSG00000164692",114.409677851631,0.324449292998064,0.178186856111175,1.82083740674808,0.068631576254654,0.444074604196255,85.3941556025461,106.851628036871,74.5399632659251,64.8834238005096,73.2848183160157,173.227874906691,44.4870526501897,42.863339818779,97.760496401609,67.2552072697512,116.245263844253,279.174513781559,287.5573541951,42.2876748699077,40.8293880817992,41.8468081630954,183.710575032787,79.4704274114859,270.906796757745,132.559521481902,54.8145439338385,176.645357466912,156.290162285482,116.735405557427,118.41107042372,46.6188007865129
"TMED10",11071,"ENSG00000170348",3412.23428805047,0.156106762469443,0.085853230457321,1.81829806098031,0.0690185890108574,0.444757755507695,3405.6347141151,2735.58278219821,3084.80771054367,2598.15797044649,3156.13284214308,3223.20630163462,2858.57830618911,3183.57714835841,4192.7170198308,2300.98666573957,3964.52597417213,3568.48898796797,3707.97640935787,3212.96355234979,3869.31361696623,2702.38840840739,3783.97568070678,3380.1421792352,3399.19155321625,3577.25310068992,4296.08988081459,3987.87665539937,3896.88787290384,3441.87047323228,3715.29388289869,3474.47179979482
"PNISR",5826,"ENSG00000132424",722.604502813256,0.200675239919281,0.111721334781676,1.7962123377011,0.0724607532748354,0.449672949189518,518.154367893415,735.284084457115,625.944563322832,691.149514396733,723.076874051355,564.450378909444,679.853419987514,716.986775150486,596.448871304199,970.192138912581,829.653697598093,1180.56823909102,912.400026092724,789.969756080403,609.524436364003,857.205710965907,752.173486454997,596.558008435554,709.867640317752,703.585152480863,484.19513808224,538.55291910644,546.218169212017,899.227420934559,837.084200817187,719.39208272521
"CST3",2334,"ENSG00000101439",24375.6716393986,-0.301499316892197,0.169625583001808,-1.77744012168839,0.0754958544510144,0.456899146278561,53016.7444020553,11377.8873413838,14093.786900588,36186.6138609147,15336.0696462649,24566.2429565709,31261.8503828487,25030.6317872645,55837.7199334763,28009.6473850662,23973.7107442667,26521.5788092481,23381.8722326535,39322.139202435,23259.6274747421,14414.9176994313,25441.0261109871,13619.112046931,17260.8954300291,19824.6008839997,14988.351856909,9440.61725076825,9123.83692280862,36273.7032862588,26328.2911733215,15875.9869031403
"MCMBP",14168,"ENSG00000197771",516.470024454643,0.143297785680965,0.0808286624253581,1.77285855513561,0.0762521477047018,0.457744969193832,532.627953588762,397.524277188022,472.086434017526,478.162623225495,494.428240905386,458.372635286807,457.418156736566,409.150061906527,641.484605601569,419.271824043343,517.478916467963,627.370032815385,469.17252526569,552.438986598368,579.6314915184,512.623399997918,628.544357344882,571.127471663879,526.202015397247,572.879610320387,548.145439338385,597.147476705221,536.649383765967,445.053733687692,562.745681221638,420.483301211685
"IFI16",9657,"ENSG00000163565",206.638708988516,0.294865074441393,0.171949739446183,1.71483292380143,0.0863758633459831,0.473856667035603,176.577745483231,99.6074498648802,92.6971338050607,141.050921305456,200.311836730443,230.6461031061,101.521735535048,151.190689542602,293.281489204827,140.234261966715,361.860256805496,393.522746363674,288.638396880044,242.029458297982,162.588456111451,109.194015050577,201.041761356635,79.4704274114859,85.4045155880349,105.676821321236,207.838479082471,323.131751463864,414.647369328831,306.430439588247,301.303416820752,162.708755686261
"CYCS",11364,"ENSG00000172115",5799.23356651306,-0.176135170444686,0.102715346371204,-1.71478923712285,0.0863838755296722,0.473856667035603,5401.54218150343,7853.59466071005,7038.29268530177,8808.63003552571,5575.50897748247,6447.3857935777,4894.71648517856,6063.21425072911,4784.77216095965,5095.65517207626,4689.18394958832,3967.16255561913,4926.31151528975,4040.72229448416,5980.77625776784,7389.23092267408,5563.31080995516,6810.08582631493,5588.02663820637,5491.48675006144,6003.3345304206,4909.01756823902,6052.25679462659,5129.06188167947,5752.90220365537,6523.88982771261
"CCDC93",5062,"ENSG00000125633",322.893916145883,0.186589168923298,0.108842556191682,1.71430344390935,0.0864730109808627,0.474005905438061,204.07755830439,289.767126879651,366.965973001477,197.471289827638,389.875233441204,289.037521613974,248.671217377983,275.884041742687,374.565497448861,313.380646639905,286.863312389849,496.539172113326,310.259250578924,324.805332511418,282.160235493863,400.813959437148,313.116766250851,354.967909104637,385.23864827076,288.293784481618,269.504841008039,397.23663313291,353.247662716677,286.366541758064,325.923540374199,370.208123892897
"NACA",13904,"ENSG00000196531",5699.63068414036,-0.160233418102802,0.0942359587423197,-1.70034263184977,0.0890664958657708,0.477355568194804,7018.24170367366,5666.75837504018,5093.56415650488,6919.95819924566,4664.82296854212,6803.57344647573,6975.34171681821,6318.05628928803,5932.63416927067,5763.91435920336,6232.24608094025,7151.40027554089,6523.01156095201,3967.8435356658,4358.53717773207,5224.31245661144,6336.28171999878,5212.20043249466,3867.99806082584,5592.52862307911,4739.17411094645,5854.28565185465,4922.34271320552,6243.52020661054,5537.18302585374,5270.66677127517
"MCL1",7394,"ENSG00000143384",2153.88049058101,0.261134517783935,0.156360670250963,1.67007801491774,0.0949039292864384,0.488018438228148,1959.72350314996,1112.88687167216,1112.36560566073,1877.38776257562,1256.59035139195,2626.64064254584,1405.33458628292,2313.84101676282,2743.88449450808,2741.72291763496,2411.15176296304,5344.49216789199,2735.03799290829,3125.68898932041,1653.59021731287,1423.44533392279,2129.42509299011,1587.28933683208,1801.30061640785,1549.92671271147,1636.44253035814,2420.47223963199,1701.64901182255,3128.14407079669,2723.45461974555,1479.00430730545
"TCF4",13923,"ENSG00000196628",3172.89196622657,0.171650595207237,0.104189676209624,1.64748179907849,0.099459054278117,0.494646009315702,2634.19259655312,2712.03920313924,4207.685362306,2435.94941094522,2979.27214727376,2797.92213683561,2866.56316179299,2794.68975618439,2728.50643889434,2651.57232065636,3964.52597417213,2864.88680009784,2498.28964490555,2851.2689715476,2885.76282192431,3105.16393697719,2997.13982160409,4752.33155920686,4322.11131844179,3218.50810199415,2760.14068100183,2888.36701575166,4081.0869927403,2932.97706463037,3361.23305846341,4203.00482385072
"PNN",2233,"ENSG00000100941",816.443213162156,0.182024775628358,0.111238063545923,1.63635332930091,0.101765660840903,0.49929304742589,635.390412025725,731.66199537112,642.190452752585,655.886784070369,755.322194110402,765.900772761608,719.777698006915,1052.10015918821,720.571748757927,814.217296521031,972.147891987822,1416.47585405773,1122.12230697186,917.732518453315,662.748460113491,953.976454843065,627.388944923293,737.485566378589,727.775038747502,599.762310481052,743.422252102684,847.89771584118,883.517856185278,970.363058696116,819.49839827901,732.189400588174
"WSB1",3299,"ENSG00000109046",271.825308967163,0.280309628215855,0.1741913948144,1.60920479748454,0.107571567742344,0.508954295667014,121.578119840913,186.537587928776,177.749143172591,125.535319961856,373.26400795624,246.217148041533,190.495840835428,289.912043865196,247.147322363618,497.97472616752,312.17478113013,480.056543993382,595.654519404137,442.670979489246,114.468105872187,415.85265612076,174.467275660068,98.5433299902425,138.667546814981,153.880283678292,166.727571132092,257.643716500521,290.253158530181,525.309325008424,304.820577328387,139.856402359539
"MAP2K5",6645,"ENSG00000137764",737.586393025737,0.176782390195577,0.110264948062729,1.60325101767614,0.108879245964393,0.510383270765562,638.285129164794,838.513623407991,807.516268714188,503.551789060477,693.762946724949,574.18228199409,492.779660125178,886.881467523101,619.515954724803,477.941260172274,770.593603870771,796.316971044816,910.237940722836,768.376049763854,741.490851414104,725.780579078685,841.140242917416,733.24714358331,798.027140279595,874.151250051981,891.878308590164,797.058320277532,1003.92507304807,587.325009210807,505.298726263596,899.468626939779
"GNAI3",851,"ENSG00000065135",618.019547703218,0.208374925980792,0.131755825839499,1.58152343285851,0.11375840540534,0.517609519206298,607.890599204566,411.107111260505,395.635189642218,400.584616507494,390.852364352084,602.404800939562,659.320934148965,632.039428964178,851.285221474685,611.020712854974,910.275412844913,1023.98327195155,991.316142093635,708.093619630156,550.467642888543,495.623134181661,668.983792100527,447.153604901961,490.84638260005,509.84431339193,588.114377623475,659.188772986283,637.919029736663,696.764451920895,613.15831516441,514.63499691778
"LPP",7632,"ENSG00000145012",482.772614849705,0.185728965792118,0.118553984130164,1.56661935197555,0.117203691715637,0.521947499158121,474.733610807375,363.114430871063,433.860811829872,406.226653359712,339.064426075433,514.817673177752,331.941854389877,457.46873588406,614.023792005611,436.443366324981,434.044815805556,734.507115595024,767.54030631023,547.940297782421,360.902626794476,436.776060202308,479.496154959791,459.868873287798,490.387218537749,525.603137624044,311.757718623706,410.161903191465,510.33522378933,558.14115782145,640.123212389613,512.806808651642
"SF3B1",4022,"ENSG00000115524",2533.68722894713,0.142867709683814,0.0913885938468408,1.56329913471749,0.11798225174339,0.522747819560615,1709.33047062046,2472.07580119203,2647.12433649503,2025.49122994634,2794.5944051174,2505.96504429624,1805.71806013462,3033.16579226705,2245.19611960549,1979.02024795885,2478.64901293713,3237.80626131159,2620.44746830422,2665.02325456737,2315.60958121061,2553.30915432637,2412.50113627962,3152.32695398894,3074.56256116926,2609.47589490597,2377.58084313024,2837.52762018801,2872.23043138932,2177.84490993076,2389.3243715202,2883.96698983232
"LPAR1",14254,"ENSG00000198121",2902.76265027844,-0.261946076543164,0.168824773194823,-1.55158553798783,0.120761425747642,0.524485226575326,6102.06372915821,2433.13834351757,1727.79812288196,1911.23998368892,4306.21592424908,2824.19827516415,4804.60168622049,2547.64105213798,4294.87124640777,3508.71847288149,3052.37563771682,2253.9993954024,3333.93564036725,5249.96984821088,1629.53004219324,2661.8493129994,1699.61167215868,1275.76526137905,1523.96552277789,2441.69076631699,3436.1867228525,1420.05633709986,2132.24435689479,5017.79844825755,2843.03807700515,1039.32502929932
"PTPRB",5245,"ENSG00000127329",455.121691887884,0.263609418736842,0.169966938676599,1.55094526494014,0.120914801563271,0.524485226575326,366.181718092274,390.28009901603,488.332323447278,263.765222841202,482.702669974823,694.857880243695,181.37029157385,182.364027592624,328.431330607653,293.347180644659,149.056427026098,790.135985499837,416.201433703435,682.900962260849,269.765599826174,454.430182396114,785.680446681103,570.067865965059,500.029663846075,373.576833267178,288.91832531794,342.950498886981,1057.35079178852,609.212897752825,535.780783996435,335.472546836279
"RPL12",14215,"ENSG00000197958",3543.40104925209,-0.205195453398855,0.133206260634965,-1.5404340037828,0.123454598148266,0.52919681547327,7126.79359638876,2733.77173765521,2776.13581137836,4366.93652361691,2712.51540860346,3556.0373871295,4640.3417995121,2750.26774946311,4872.64676446671,3624.62638328255,3926.09004015911,4118.59670147112,3219.34511576319,3409.10638472511,2723.90346202861,2345.38282626599,3941.111770043,2711.5309832799,2448.26278019033,3323.25793365467,2890.32522284469,3248.55120805005,3320.36854977933,5150.94977022149,3823.1534717995,2368.41789878147
"RBM39",5661,"ENSG00000131051",1876.01803105,0.194689363434509,0.126421420056173,1.54000297851427,0.123559627397323,0.52919681547327,1681.8306577993,1548.44308426314,1471.68645422467,1335.75222476267,1991.39279637387,1854.90072793345,1445.25886430232,1991.97630139635,1858.54786417441,1638.45132603968,2513.33509972936,3309.91775933634,2886.38396880044,2449.08619140189,1157.07569438956,1996.87737703271,1445.42093940891,1548.08392597575,1698.44786645237,1447.03086037237,1715.23843726303,2226.59318875367,2072.43944785698,2234.38862199764,1884.02564525661,1373.88348200253
"PPFIBP1",3466,"ENSG00000110841",1311.88956704719,0.160903165757894,0.104609318244956,1.53813415914936,0.124015815381946,0.530291515251025,1128.93968423705,1250.52625694,1700.08454679591,1011.33510576012,1643.53419210051,1056.88467499251,1091.64383041619,1026.38215529695,962.226908402354,1021.7067657575,1187.76410718281,1480.34603802251,1126.44647771163,1268.63024609723,1006.8818739458,1303.13576045389,1294.06191218064,1519.47457210761,1605.69672586752,1460.93570528306,1137.40178662715,1306.31396058458,1625.09872825415,1829.46268397031,1473.69025269916,1590.52379153985
"SCN1B",2906,"ENSG00000105711",7978.99594614594,-0.205099967061974,0.134271197002406,-1.52750531492096,0.126635406610047,0.53314486518301,9093.7538923864,8956.52078739572,5129.87849758315,10559.0719689264,9559.27170114109,10429.6805358147,10476.1305522908,8419.13927385945,7424.30556380309,9218.25628152632,4484.81727605568,6192.31735181163,10586.6510136565,11446.4638232971,6720.07982053471,12656.6979002037,7708.91167684753,5616.96980944382,6269.42610666144,7362.15188537947,6090.12422498251,5628.52426816523,8055.32254799971,8158.71045403708,6436.40372897248,4774.31365701877
"RPL22",4122,"ENSG00000116251",3078.56839759697,-0.13132510285623,0.0861545731935303,-1.52429636626755,0.127434694480906,0.534383570669763,4030.89361615408,2827.9460538911,2966.30828176194,3496.65233916225,2600.14535385224,3310.79342939643,3700.41022556963,3255.27582587345,3299.69136169026,3083.72280141093,3514.54430767825,3988.79600502656,3376.09630508007,2451.78540469145,2550.37856268096,2550.03987243863,2938.21378810301,2940.40581422498,2320.61517087058,3010.86241799452,2790.97386196461,3109.81997608823,2558.05530924402,3640.68546082227,2875.86490840975,2853.80188344105
"GLG1",1767,"ENSG00000090863",2347.00997941615,0.164255439954525,0.109042182833257,1.50634768753389,0.131977942265909,0.538932701440567,2153.6695514676,1977.66064095362,2466.50827165837,1582.59133704721,2332.41148427106,1966.81761340687,2398.87876213715,2625.57439726303,1899.18986829643,2604.35057938185,1299.32206200108,1983.06619568082,2115.60053443538,2578.64842930118,2559.12771726992,2261.03535356225,2798.40888509063,3092.98903485503,2986.40306120741,2574.25028779889,2471.22235568388,2047.36277727504,2636.99778917393,1740.0871390904,2700.00688302798,3170.07845348288
"IL13RA1",5737,"ENSG00000131724",434.587542038213,0.241670010383175,0.16065591797267,1.5042708257052,0.132511647768228,0.539994090802069,405.26039946971,235.435790589717,369.832894665551,232.734020154002,334.178771521032,599.485230014168,262.35954127035,380.314724210258,516.263295604002,269.020829079005,391.859034571754,957.022595214274,629.1668426374,313.108741589955,497.243619139055,213.811035458315,702.490752326633,299.868412766007,280.09007800377,337.424236499386,389.411655863311,697.964583161947,700.913533923158,412.221900874666,422.059260916229,449.73431346989
"RBPJ",10683,"ENSG00000168214",1698.33338031804,0.115085793930471,0.0771383527255542,1.49193999954767,0.135714875397493,0.544546734444146,1773.01424767998,1313.91281594492,1674.28225181924,1313.18407735379,1721.70466497093,1725.46641690766,1688.22661339181,1700.50559062865,1541.10085900514,1635.58940232608,2044.60419713157,1903.74354785358,1780.47730210275,1931.73697756791,1395.49015693864,1836.68256453336,1544.78640766564,1670.99818703884,1605.23756180521,1862.32222837161,1652.43010567217,1609.62696462533,1742.31634996826,2362.06797182607,1684.71988315728,1442.44054198269
"RAB31",10735,"ENSG00000168461",3422.96791624621,-0.218734295934363,0.148843625565838,-1.46955769924867,0.14168158395165,0.550502139130019,4478.1274141403,2074.551524004,2607.94307375269,4018.54074799243,2026.56950916555,5457.65124986924,4018.66375606714,3760.2839022838,6398.36956785812,3140.96127568306,3093.62395714543,4577.01979605707,2590.17827312579,3491.88225893855,2660.47209125867,2204.14984871554,3922.62517129757,2578.0206652286,2707.23131132825,3179.57453624422,2110.35994145278,2398.06843819716,2133.83915446914,5541.28378255414,4716.51224073885,3110.6623348334
"SFPQ",4147,"ENSG00000116560",2519.07873614839,0.139355537391645,0.0953770124342959,1.46110193467892,0.143987469376968,0.552444633749522,2687.7448636259,2560.81698379892,2548.69335936182,2544.55862035042,2368.56532797363,1703.08303981298,2133.09713989371,2257.72900827278,2342.9566160071,2501.32132569202,3144.24689462599,4238.09575534072,2538.28822424848,2632.63269509255,2193.85051318096,2723.31181248894,2409.03489901485,2642.65661285661,2515.30073328632,2418.51602479917,2515.75917263013,2022.3739218285,2163.34290959446,2342.00407399589,3048.20577328387,2299.86083880131
"MTDH",7934,"ENSG00000147649",1807.11384723342,0.168069947370544,0.115203430472084,1.45889707174362,0.144593439223702,0.552867389281513,1260.64931406471,2009.35392045608,2172.17098081343,1344.21528004099,2191.70463310431,1483.14203009999,1081.37758749692,1928.07095839381,1416.97798155141,1196.28411228749,1636.80831187149,1602.9355846646,1416.16591727662,1696.00568361225,1828.57330909201,2001.45437167555,2041.61374894928,2380.93400524812,2208.11997560677,2295.2263999244,2170.88433371306,1937.92882411261,2195.23886108129,1517.56027224656,1721.06387506951,2250.49975561559
"FAM46A",3719,"ENSG00000112773",38.4698431026301,0.24944884087468,0.172061869391087,1.4497624706593,0.147124768327738,0.555711115385418,52.1049085032485,32.5988017739608,25.8022949766664,19.7471289827638,19.5426182176042,32.1152801793304,25.0952604693378,28.056004245019,50.5278970165619,47.2217412745062,48.7480138701704,523.323442808236,86.4834147955189,67.4803322392143,21.143790256646,26.1542551019346,49.6827341283639,37.0861994586934,39.4881093579086,19.4667828749646,15.9875753140362,27.5739094582497,31.0985526996623,89.3755448799054,51.5850207786502,21.0241650605843
"ARIH1",10273,"ENSG00000166233",1331.45901332717,0.153398094822045,0.107645788323753,1.42502644284316,0.154149557548844,0.565890871172425,945.125145906146,1351.03922907637,1676.19353292862,1100.19718618255,1419.77121350894,1184.37260540137,944.494348573258,1391.88954393344,1061.0858373478,1037.44734618233,1380.8812390531,1188.80955315099,1194.5521668631,1133.6695816188,1368.51359695602,1531.33163621827,1295.21732460223,1940.13803453908,1676.86715552421,1514.70110560439,1499.40617052354,1309.76069926686,1602.77156221336,959.419114425107,1144.24955181733,1766.02986508908
"PRKAR2A",3865,"ENSG00000114302",725.027125141143,0.156559418129273,0.111154555085563,1.40848405185697,0.158987786104134,0.571399097666779,521.049085032485,757.016618973089,827.584720362707,667.170857774805,798.315954189131,571.262711068696,574.909603479375,680.358102941711,619.515954724803,510.853382878749,494.042371338073,509.931307460781,627.004757267512,664.906206997059,747.323621140075,883.359966067842,824.964469015158,873.115095827525,952.306265212819,830.582735998489,885.026490598434,864.269724582015,1000.73547789939,669.404591243373,648.329920240762,847.365261354853
"SKIV2L2",513,"ENSG00000039123",784.553485914322,0.197500297362168,0.141186627929815,1.39885979471333,0.161855031152552,0.575029309915779,493.549272211326,783.276764846558,1023.49103407443,535.993500960732,954.656899929965,582.940994770271,418.634572374862,805.051455141795,700.799962968837,465.062603461046,779.968221922727,794.256642529823,596.73556208908,535.343969097767,826.795108656435,874.205976782164,815.721169642439,1211.12931375105,1041.84325736157,1069.74606846234,829.069976999307,979.735470438436,1099.61292750857,448.701715111362,642.46798606137,1089.60020661811
"MYOF",6725,"ENSG00000138119",85.7754303507268,0.246264041720372,0.176360875121076,1.39636436682062,0.162604799751448,0.575438157972081,85.3941556025461,55.2368585614335,113.72122600827,53.5993500960732,82.0789965139376,48.6595154232279,54.7532955694642,38.9666725625264,96.6620638577707,47.2217412745062,33.7486249870411,101.986261492156,105.942183124511,75.5779721079201,37.9130032188136,79.1166216833522,179.088925346428,37.0861994586934,83.5678593388298,77.8671314998584,29.6912112974958,128.391015914975,192.17310770817,140.44728481128,202.822922606965,48.4469890526507
"RANBP2",8477,"ENSG00000153201",1919.28252102677,0.191895411389359,0.137774871615637,1.39281865509342,0.163674635692124,0.575941701414947,1191.17610272704,1980.37720776812,2589.78590321355,1435.89837888954,2635.32206664392,1502.60583626928,1214.83874544749,1605.42690957609,1329.10337804435,1233.48912056437,1765.24057918329,2183.94822589264,1518.8649723463,1332.51162728369,1504.8545893006,2226.38096555218,1859.05858633808,3171.3998565677,2766.46347536511,2261.85477213874,1876.25616006868,2468.72658118392,2318.0382743056,1515.73628153472,1667.1340806191,2746.85286987199
"PLA2G16",11989,"ENSG00000176485",2388.73983879352,-0.204348132690494,0.147248089824559,-1.38778121287663,0.16520367729708,0.578141795587065,4524.44288836541,1665.2554572865,1269.09065663011,1850.58808752758,3680.85214128575,2612.04278791888,2826.63888377359,2224.21766986901,3451.27505273995,2562.85268553456,1962.10755827436,2509.48013126154,2659.36500496221,4299.84677028274,1835.13517503373,1992.95423876742,1950.33616764368,1258.81157019794,1580.44270244095,2135.78417828183,2239.40251363036,2039.60761523991,2318.83567309277,2394.8998046391,2649.59424908521,1613.37614486658
"HMOX2",2591,"ENSG00000103415",2394.24072173293,-0.103026692050175,0.0757109779434278,-1.36078934454074,0.173580270197794,0.58742797224979,2619.71901085777,2685.77905726577,2090.94153366467,3031.18429885424,2491.68382274453,2415.45834560903,2668.08246535369,2536.73038382047,2082.62810311742,2494.16651640801,2184.28600610571,2120.07804192785,2583.69201701613,2425.69300955896,2960.13063593045,2720.69638697875,2174.48617743211,2210.33748773813,2100.67558502828,2060.69801576411,2872.05370820008,2267.09236827047,2240.69059195003,1957.14203379875,2083.33140735594,2172.80175430473
"AR",10850,"ENSG00000169083",123.292599265381,0.203952169365541,0.150570062271577,1.3545333400851,0.175566284123851,0.589240288316671,65.1311356290606,111.379239394366,112.765585453579,129.766847601019,140.70685116675,104.131363005708,103.803122850443,138.721354322594,74.6934129810046,91.5815588354059,115.307802039057,151.43414585199,108.104268494399,53.9842657913715,100.615277773005,219.041886478702,199.886348935045,169.53691181117,179.073984297493,157.588242321142,86.7896945619109,109.433953162429,159.479757434166,78.4316006088966,96.1357205420298,148.083249557159
"SLC16A7",4365,"ENSG00000118596",117.335073498449,0.238797252963594,0.177731596234275,1.34358357221316,0.179083084674051,0.59034668909061,40.526039946971,105.946105765373,201.640157039874,47.9573132438549,191.517658532521,43.7935638809051,39.924278019401,112.224016980076,30.7561112274725,45.790779417703,91.8712569091673,64.9003482222812,33.5123232332636,53.9842657913715,114.468105872187,157.579386989156,61.2368583442624,392.05410856333,270.447632695444,179.835994178244,66.2342405867215,116.327430526991,211.310678600269,47.4237585077049,59.791728629799,269.65776925532
"OSBPL8",1776,"ENSG00000091039",1634.10618742395,0.18347009386626,0.140136849670913,1.30922091011114,0.190459531168098,0.60018995141223,1215.78119840913,1921.51826012069,2278.24708238417,1342.80477082794,1641.57993027875,1219.40745650609,1017.49874266588,1387.21354322594,1211.57109585365,945.865787346926,1715.55510350792,1498.88899465745,1112.39292280736,1274.02867267637,1539.85120765643,1584.29400279969,1440.79928972255,3084.51218926447,2496.93417079427,1999.51669815708,1669.5596506515,1791.44243011566,2307.67209007238,1183.76997198079,1402.17465571058,2203.88095482907
"ZFHX3",7084,"ENSG00000140836",311.891627989201,0.189986631149729,0.146786391750869,1.29430684195972,0.195559454103269,0.605103653658552,316.971526728095,185.632065657277,190.172470383578,176.31365163182,429.937600787292,237.458435265352,303.424512947448,247.828037497668,418.502799202393,367.757197198427,327.174170013259,596.465105090489,482.145037485018,403.082517908907,187.377727446829,286.389093366184,347.779138898547,254.305367716755,245.652773331176,217.842570267461,247.807417367561,348.120606910403,357.234656652531,304.606448876412,407.990618885688,221.210780202669
"PPIC",10824,"ENSG00000168938",47.7103926133489,0.211934250775047,0.163920120740559,1.2929117537101,0.196041581866503,0.605487800274845,49.2101913641791,33.5043240454597,32.4917788595058,23.9786566219275,21.4968800393646,80.7747956025584,33.080116073218,30.3940045987706,65.9059526302982,41.4978938472933,46.8730902597792,91.684618917191,76.754030631023,57.5832168441296,30.6220410613494,55.5777920916111,64.703095609032,33.907382362234,33.9781406102935,53.7654003213308,41.1109079503789,50.839395563648,43.8569332943955,82.0795820325662,41.0335392557444,23.7664474597909
"SNRPB",5101,"ENSG00000125835",888.326956435171,-0.13876704364368,0.107582104026159,-1.28987107009859,0.197095426863413,0.60576855604606,956.704014462424,769.693930774074,791.270379284435,1318.82611420601,884.303474346589,957.619263529126,921.680475419315,855.70812947308,1112.7121669082,828.526915089063,837.153392039657,730.386458565038,977.262587189364,1028.40026332563,1266.44012675152,865.705843874036,747.551836768638,913.380112382678,755.324882485577,740.664738909367,1125.98208997427,647.986872268869,1006.31726940959,713.180368327409,585.021031103328,758.698130447172
