"SUID","ALSOD","AverageShortestPathLength","BetweennessCentrality","Cell.type","Cell.type.x","Cell.type.y","ClosenessCentrality","ClusteringCoefficient","DEG","Degree","Eccentricity","IsSingleNode","Matching.Attribute","Matching.Attribute.1","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","OG_Gene","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"126658","false","3.66854249","3.9972E-4","NA","NA","NA","0.27258782","0.0","false","4","8","false","SDHAF2","SDHAF2","SDHAF2","101.5","4","0","false","0","0.73314575","false","0","SDHAF2","84602","0.26728723"
"126659","false","4.09229038","0.0","NA","NA","NA","0.24436194","0.0","false","1","8","false","UBR1","UBR1","UBR1","71.0","1","0","false","0","0.69077096","false","0","UBR1","0","0.0"
"126660","false",,,"NA","NA",,,,"false",,,,,"MGRN1","MGRN1",,,,"false",,,"false",,"MGRN1",,
"126661","false",,,,"NA",,,,"false",,,,,"MALT1","MALT1",,,,"false",,,"false",,"MALT1",,
"126662","false","3.73044457","1.2471E-4","NA","NA","NA","0.26806456","0.0","false","2","8","false","TFAP2C","TFAP2C","TFAP2C","156.5","2","0","false","0","0.72695554","false","0","TFAP2C","18192","0.50323625"
"126663","false","3.74366911","0.0","NA","NA","NA","0.26711762","0.0","false","1","8","false","KCNE3","KCNE3","KCNE3","292.0","1","0","false","0","0.72563309","false","0","KCNE3","0","0.0"
"126664","false",,,,"NA",,,,"false",,,,,"MPP5","MPP5",,,,"false",,,"false",,"MPP5",,
"126665","false",,,"NA","NA",,,,"false",,,,,"LDOC1","LDOC1",,,,"false",,,"false",,"LDOC1",,
"126666","false","4.2290377","0.0","NA","NA","NA","0.23646041","0.0","false","2","8","false","HOMEZ","HOMEZ","HOMEZ","28.0","2","0","false","1","0.67709623","false","0","HOMEZ","0","0.0"
"126667","false",,,,"NA",,,,"false",,,,,"FAM50B","FAM50B",,,,"false",,,"false",,"FAM50B",,
"126668","false","3.97439505","0.0","NA","NA","NA","0.25161062","0.0","false","2","6","false","TGFBR1","TGFBR1","TGFBR1","124.0","2","0","false","1","0.7025605","false","0","TGFBR1","0","0.0"
"126669","false","3.70793472","6.495E-5","NA","NA","NA","0.26969191","0.0","false","2","8","false","RNF10","RNF10","RNF10","160.5","2","0","false","0","0.72920653","false","0","RNF10","17612","0.51785714"
"126670","false",,,,"NA",,,,"false",,,,,"DLST","DLST",,,,"false",,,"false",,"DLST",,
"126671","false","3.64472222","0.0","Neurons","Neurons","Neurons","0.27436933","0.0","false","1","5","false","NREP","NREP","NREP","311.0","1","0","false","0","0.47105556","false","0","NREP","0","0.0"
"126672","false",,,,"NA",,,,"false",,,,,"VPS4B","VPS4B",,,,"false",,,"false",,"VPS4B",,
"126673","false","3.53095104","0.00114098","NA","NA","NA","0.28320982","0.0","false","4","7","false","DYNLL1","DYNLL1","DYNLL1","149.0","4","0","false","0","0.7469049","false","0","DYNLL1","160984","0.26523297"
"126674","false","3.73861111","0.0","NA","NA","NA","0.26747901","0.0","false","1","5","false","ABI2","ABI2","ABI2","64.0","1","0","false","0","0.45227778","false","0","ABI2","0","0.0"
"126675","false","3.81888889","0.0","NA","NA","NA","0.26185627","0.0","false","1","5","false","CLDN1","CLDN1","CLDN1","38.0","1","0","false","0","0.43622222","false","0","CLDN1","0","0.0"
"126676","false","3.64472222","0.0","NA","NA","NA","0.27436933","0.0","false","1","5","false","PAPSS1","PAPSS1","PAPSS1","311.0","1","0","false","0","0.47105556","false","0","PAPSS1","0","0.0"
"126677","false",,,,"NA",,,,"false",,,,,"EIF2B2","EIF2B2",,,,"false",,,"false",,"EIF2B2",,
"126678","false","4.08610017","0.0","NA","NA","NA","0.24473213","0.0","false","1","8","false","GATA1","GATA1","GATA1","55.0","1","0","false","0","0.69138998","false","0","GATA1","0","0.0"
"126679","false",,,,"NA",,,,"false",,,,,"C12orf76","C12orf76",,,,"true",,,"false",,"C12orf76",,
"126680","false","3.75773776","8.6109E-4","NA","NA","NA","0.26611756","0.0","false","4","6","false","FKBP5","FKBP5","FKBP5","120.33333333","4","0","false","1","0.72422622","false","0","FKBP5","106626","0.34095238"
"126681","false",,,,"NA",,,,"false",,,,,"HBS1L","HBS1L",,,,"false",,,"false",,"HBS1L",,
"126682","false","3.31694444","2.1227E-4","NA","NA","NA","0.30148229","0.0","false","3","4","false","SSR1","SSR1","SSR1","219.33333333","3","0","false","0","0.53661111","false","0","SSR1","87362","0.35910088"
"126683","false","3.70793472","6.495E-5","Microglia","Microglia","Microglia","0.26969191","0.0","false","2","8","false","SERPINB9","SERPINB9","SERPINB9","160.5","2","0","false","0","0.72920653","false","0","SERPINB9","17612","0.51785714"
"126684","false","3.70315138","4.3669E-4","NA","NA","NA","0.27004027","0.0","false","3","8","false","CCND1","CCND1","CCND1","91.66666667","3","0","false","0","0.72968486","false","0","CCND1","185102","0.33957553"
"126685","false",,,"NA","NA",,,,"false",,,,,"ROPN1","ROPN1",,,,"false",,,"false",,"ROPN1",,
"126686","false","3.64472222","0.0","NA","NA","NA","0.27436933","0.0","false","1","5","false","ORMDL3","ORMDL3","ORMDL3","311.0","1","0","false","0","0.47105556","false","0","ORMDL3","0","0.0"
"126687","false","3.22944444","3.98E-4","NA","NA","NA","0.30965078","0.0","false","3","4","false","HSPE1","HSPE1","HSPE1","232.66666667","3","0","false","0","0.55411111","false","0","HSPE1","120658","0.35751029"
"126688","false",,,,"NA",,,,"false",,,,,"COL16A1","COL16A1",,,,"false",,,"false",,"COL16A1",,
"126689","false",,,,"NA",,,,"false",,,,,"RAC3","RAC3",,,,"false",,,"false",,"RAC3",,
"126690","false","3.53194444","3.4E-6","NA","NA","NA","0.28313016","0.0","false","2","5","false","HMGA1","HMGA1","HMGA1","65.5","2","0","false","0","0.49361111","false","0","HMGA1","588","0.516"
"126691","false","4.01772651","2.5265E-4","NA","NA","NA","0.24889698","0.0","false","3","8","false","A2M","A2M","A2M","13.33333333","3","0","false","0","0.69822735","false","0","A2M","50232","0.34259259"
"126692","false","3.53388889","3.4109E-4","NA","NA","NA","0.28297438","0.0","false","2","5","false","ZBTB16","ZBTB16","ZBTB16","224.0","2","0","false","0","0.49322222","false","0","ZBTB16","50194","0.50681818"
"126693","false",,,,"NA",,,,"false",,,,,"BMP2","BMP2",,,,"false",,,"false",,"BMP2",,
"126694","false","3.73100732","1.0358E-4","Neurons","Neurons","Neurons","0.26802413","0.0","false","2","8","false","PTPN4","PTPN4","PTPN4","158.0","2","0","false","0","0.72689927","false","0","PTPN4","17974","0.50645161"
"126695","false","3.74366911","0.0","NA","NA","NA","0.26711762","0.0","false","1","8","false","CKS2","CKS2","CKS2","292.0","1","0","false","0","0.72563309","false","0","CKS2","0","0.0"
"126696","false","3.63477772","2.641E-4","NA","NA","NA","0.27511999","0.0","false","3","7","false","RPLP1","RPLP1","RPLP1","126.0","3","0","false","0","0.73652223","false","0","RPLP1","48156","0.34153005"
"126697","false","3.57555556","8.867E-5","Neurons","Neurons","Neurons","0.27967682","0.0","false","2","5","false","STMN2","STMN2","STMN2","185.5","2","0","false","0","0.48488889","false","0","STMN2","17234","0.50826446"
"126698","false","3.19611111","4.8708E-4","NA","NA","NA","0.31288024","0.1","false","5","4","false","EIF3F","EIF3F","EIF3F","164.8","5","0","false","0","0.56077778","false","0","EIF3F","168688","0.2319209"
"126699","false","3.74366911","0.0","NA","NA","NA","0.26711762","0.0","false","1","8","false","ANKRD24","ANKRD24","ANKRD24","292.0","1","0","false","0","0.72563309","false","0","ANKRD24","0","0.0"
"126700","false","3.64472222","0.0","NA","NA","NA","0.27436933","0.0","false","1","5","false","LAMTOR5","LAMTOR5","LAMTOR5","311.0","1","0","false","0","0.47105556","false","0","LAMTOR5","0","0.0"
"126701","false","3.64472222","0.0","NA","NA","NA","0.27436933","0.0","false","1","5","false","MAGED2","MAGED2","MAGED2","311.0","1","0","false","0","0.47105556","false","0","MAGED2","0","0.0"
"126702","false","3.64472222","0.0","NA","NA","NA","0.27436933","0.0","false","1","5","false","RSRC1","RSRC1","RSRC1","311.0","1","0","false","0","0.47105556","false","0","RSRC1","0","0.0"
"126703","false","3.5325","8.959E-5","NA","NA","NA","0.28308563","0.0","false","2","4","false","LSM3","LSM3","LSM3","219.5","2","0","false","0","0.4935","false","0","LSM3","33344","0.52147971"
"126704","false",,,,"NA",,,,"false",,,,,"BTBD10","BTBD10",,,,"false",,,"false",,"BTBD10",,
"126705","false","3.58277778","2.244E-5","NA","NA","NA","0.27911304","0.0","false","2","4","false","TRDMT1","TRDMT1","TRDMT1","166.5","2","0","false","0","0.48344444","false","0","TRDMT1","3238","0.50457317"
"126706","false",,,,"Microglia",,,,"false",,,,,"TRIB1","TRIB1",,,,"false",,,"false",,"TRIB1",,
"126707","false",,,,"NA",,,,"false",,,,,"FAM120B","FAM120B",,,,"false",,,"false",,"FAM120B",,
"126708","false","3.70793472","6.495E-5","NA","NA","NA","0.26969191","0.0","false","2","8","false","PSMD11","PSMD11","PSMD11","160.5","2","0","false","0","0.72920653","false","0","PSMD11","17612","0.51785714"
"126709","false","3.66601013","1.7464E-4","NA","NA","NA","0.27277611","0.0","false","2","6","false","MNAT1","MNAT1","MNAT1","168.5","2","0","false","0","0.73339899","false","0","MNAT1","29782","0.50451807"
"126710","false","3.46638889","3.137E-4","NA","NA","NA","0.28848465","0.0","false","2","4","false","ARIH2","ARIH2","ARIH2","270.5","2","0","false","0","0.50672222","false","0","ARIH2","83586","0.51235741"
"126711","false",,,,"NA",,,,"false",,,,,"HLA-DQA1","HLA-DQA1",,,,"false",,,"false",,"HLA-DQA1",,
"126712","false","3.64603264","1.1308E-4","NA","NA","NA","0.27427072","0.0","false","2","7","false","ZNF16","ZNF16","ZNF16","168.5","2","0","false","0","0.73539674","false","0","ZNF16","21796","0.50757576"
"126713","false",,,,"NA",,,,"false",,,,,"RP11-311P8.3","RP11-311P8.3",,,,"false",,,"false",,"RP11-311P8.3",,
"126714","false","3.37888889","1.121E-4","NA","NA","NA","0.29595528","0.0","false","3","4","false","BTBD2","BTBD2","BTBD2","144.0","3","0","false","0","0.52422222","false","0","BTBD2","21514","0.3504902"
"126715","false","3.83722222","0.0","NA","NA","NA","0.26060518","0.0","false","1","5","false","CANX","CANX","CANX","38.0","1","0","false","0","0.43255556","false","0","CANX","0","0.0"
"126716","false","3.85722222","0.0","NA","NA","NA","0.25925392","0.0","false","1","5","false","BHLHE40","BHLHE40","BHLHE40","28.0","1","0","false","0","0.42855556","false","0","BHLHE40","0","0.0"
"126717","false","3.71356218","3.658E-5","NA","NA","NA","0.26928322","0.0","false","2","6","false","MAPRE1","MAPRE1","MAPRE1","145.0","2","0","false","0","0.72864378","false","0","MAPRE1","11990","0.52554745"
"126718","false",,,"NA","NA",,,,"false",,,,,"CXCR4","CXCR4",,,,"false",,,"false",,"CXCR4",,
"126719","false","3.85706246","0.01605322","NA","NA","NA","0.25926466","0.0","true","41","7","false","MLH3","MLH3","MLH3","1.7804878","41","0","false","0","0.71429375","false","0","MLH3","4985346","0.02787456"
"126720","false",,,,"NA",,,,"false",,,,,"NDRG4","NDRG4",,,,"true",,,"false",,"NDRG4",,
"126721","false","3.77416667","0.0","NA","NA","NA","0.26495915","0.0","false","1","5","false","AGTRAP","AGTRAP","AGTRAP","80.0","1","0","false","0","0.44516667","false","0","AGTRAP","0","0.0"
"126722","false","4.07681486","1.1087E-4","NA","NA","NA","0.24528953","0.0","false","2","7","false","MUC1","MUC1","MUC1","67.5","2","0","false","0","0.69231851","false","0","MUC1","33720","0.51153846"
"126723","false","3.70793472","6.495E-5","NA","NA","NA","0.26969191","0.0","false","2","8","false","DLEU1","DLEU1","DLEU1","160.5","2","0","false","0","0.72920653","false","0","DLEU1","17612","0.51785714"
"126724","false","3.74366911","0.0","NA","NA","NA","0.26711762","0.0","false","1","8","false","MLLT3","MLLT3","MLLT3","292.0","1","0","false","0","0.72563309","false","0","MLLT3","0","0.0"
"126725","false","4.04727068","0.0","NA","NA","NA","0.24708009","0.0","false","1","8","false","LRRK2","LRRK2","LRRK2","60.0","1","0","false","0","0.69527293","false","0","LRRK2","0","0.0"
"126726","false",,,,"NA",,,,"false",,,,,"UBXN11","UBXN11",,,,"false",,,"false",,"UBXN11",,
"126727","false","3.78444444","0.0","NA","NA","NA","0.26423958","0.0","false","1","5","false","ZBED1","ZBED1","ZBED1","62.0","1","0","false","0","0.44311111","false","0","ZBED1","0","0.0"
"126728","false",,,,"NA",,,,"false",,,,,"CPE","CPE",,,,"false",,,"false",,"CPE",,
"126729","false","2.69944444","0.02413494","NA","NA","NA","0.37044659","0.03306931","true","102","4","false","ABI1","ABI1","ABI1","23.28712871","102","0","false","1","0.66011111","false","0","ABI1","3028696","0.02328641"
"126730","false","3.97439505","0.0","NA","NA","NA","0.25161062","0.0","false","2","6","false","CDC37","CDC37","CDC37","124.0","2","0","false","1","0.7025605","false","0","CDC37","0","0.0"
"126731","false","3.64472222","0.0","NA","NA","NA","0.27436933","0.0","false","1","5","false","PASK","PASK","PASK","311.0","1","0","false","0","0.47105556","false","0","PASK","0","0.0"
"126732","false",,,,"NA",,,,"false",,,,,"ALG11","ALG11",,,,"false",,,"false",,"ALG11",,
"126733","false",,,"NA","NA",,,,"false",,,,,"STAMBP","STAMBP",,,,"false",,,"false",,"STAMBP",,
"126734","true","4.0585256","0.0","NA","NA","NA","0.2463949","0.0","false","1","6","false","PFN1","PFN1","PFN1","35.0","1","0","false","0","0.69414744","false","0","PFN1","0","0.0"
"126735","false","3.95666854","1.2502E-4","NA","NA","NA","0.25273788","0.0","false","2","6","false","UBR4","UBR4","UBR4","86.5","2","0","false","0","0.70433315","false","0","UBR4","20082","0.50892857"
"126736","false","3.68527778","0.0","NA","NA","NA","0.27134997","0.0","false","1","5","false","TP53TG1","TP53TG1","TP53TG1","102.0","1","0","false","0","0.46294444","false","0","TP53TG1","0","0.0"
"126737","false","3.33555556","5.855E-5","NA","NA","NA","0.29980013","0.33333333","false","3","4","false","PTP4A3","PTP4A3","PTP4A3","123.33333333","3","0","false","0","0.53288889","false","0","PTP4A3","6568","0.35755814"
"126738","false","3.69805556","0.0","NA","NA","NA","0.27041238","0.0","false","1","5","false","TNFRSF1B","TNFRSF1B","TNFRSF1B","73.0","1","0","false","0","0.46038889","false","0","TNFRSF1B","0","0.0"
"126739","false",,,,"NA",,,,"false",,,,,"PHC2","PHC2",,,,"false",,,"false",,"PHC2",,
"126740","false",,,"NA","NA",,,,"false",,,,,"HMBOX1","HMBOX1",,,,"false",,,"false",,"HMBOX1",,
"126741","false",,,,"NA",,,,"false",,,,,"CRTC3","CRTC3",,,,"true",,,"false",,"CRTC3",,
"126742","false",,,,"NA",,,,"false",,,,,"RNF32","RNF32",,,,"false",,,"false",,"RNF32",,
"126743","false","3.91193022","3.0568E-4","NA","NA","NA","0.25562828","0.16666667","false","4","7","false","FBXW7","FBXW7","FBXW7","55.25","4","0","false","0","0.70880698","false","0","FBXW7","60728","0.2912234"
"126744","false","4.03916667","0.0","NA","NA","NA","0.24757582","0.0","false","1","5","false","TGFB1","TGFB1","TGFB1","55.0","1","0","false","0","0.39216667","false","0","TGFB1","0","0.0"
"126745","false",,,,"NA",,,,"false",,,,,"TBRG4","TBRG4",,,,"false",,,"false",,"TBRG4",,
"126746","false","3.74366911","0.0","NA","NA","NA","0.26711762","0.0","false","1","8","false","PKN2","PKN2","PKN2","292.0","1","0","false","0","0.72563309","false","0","PKN2","0","0.0"
"126747","false","3.83398987","9.3295E-4","NA","NA","NA","0.26082489","0.0","false","3","7","false","HSP90AB1","HSP90AB1","HSP90AB1","89.66666667","3","0","false","0","0.71660101","false","0","HSP90AB1","221692","0.33713561"
"126748","false","3.75239167","3.5724E-4","NA","NA","NA","0.2664967","0.0","false","4","7","false","DBN1","DBN1","DBN1","82.66666667","4","0","false","1","0.72476083","false","0","DBN1","31230","0.33746556"
"126749","false",,,,"NA",,,,"false",,,,,"MITD1","MITD1",,,,"false",,,"false",,"MITD1",,
"126750","false","3.64472222","0.0","NA","NA","NA","0.27436933","0.0","false","1","5","false","CCDC130","CCDC130","CCDC130","311.0","1","0","false","0","0.47105556","false","0","CCDC130","0","0.0"
"126751","false",,,,"Neurons",,,,"false",,,,,"L3MBTL3","L3MBTL3",,,,"false",,,"false",,"L3MBTL3",,
"126752","false","3.455","1.2913E-4","NA","NA","NA","0.2894356","0.0","false","3","4","false","DYSF","DYSF","DYSF","158.33333333","3","0","false","0","0.509","false","0","DYSF","40636","0.35676493"
"126753","false",,,"NA","NA",,,,"false",,,,,"ECSIT","ECSIT",,,,"false",,,"false",,"ECSIT",,
"126754","false",,,,"NA",,,,"false",,,,,"DMD","DMD",,,,"false",,,"false",,"DMD",,
"126755","false",,,,"NA",,,,"false",,,,,"APPL1","APPL1",,,,"false",,,"false",,"APPL1",,
"126756","false","3.74366911","0.0","NA","NA","NA","0.26711762","0.0","false","1","8","false","COX17","COX17","COX17","292.0","1","0","false","0","0.72563309","false","0","COX17","0","0.0"
"126757","false","4.0073157","0.0","NA","NA","NA","0.2495436","0.0","false","1","6","false","ITGB5","ITGB5","ITGB5","62.0","1","0","true","0","0.69926843","false","0","ITGB5","0","0.0"
"126758","false","4.00337648","5.347E-5","NA","NA","NA","0.24978915","0.0","false","3","8","false","MLF1","MLF1","MLF1","36.0","3","0","false","1","0.69966235","false","0","MLF1","13032","0.50724638"
"126759","false","3.64472222","0.0","NA","NA","NA","0.27436933","0.0","false","1","5","false","MRM1","MRM1","MRM1","311.0","1","0","false","0","0.47105556","false","0","MRM1","0","0.0"
"126760","false","3.64472222","0.0","NA","NA","NA","0.27436933","0.0","false","1","5","false","NELL1","NELL1","NELL1","311.0","1","0","false","0","0.47105556","false","0","NELL1","0","0.0"
"126761","false","3.74366911","0.0","NA","NA","NA","0.26711762","0.0","false","1","8","false","TSPY1","TSPY1","TSPY1","292.0","1","0","false","0","0.72563309","false","0","TSPY1","0","0.0"
"126762","false","3.74366911","0.0","Astrocytes","Astrocytes","Astrocytes","0.26711762","0.0","false","1","8","false","BBS2","BBS2","BBS2","292.0","1","0","false","0","0.72563309","false","0","BBS2","0","0.0"
"126763","false","3.74366911","0.0","NA","NA","NA","0.26711762","0.0","false","1","8","false","BBS1","BBS1","BBS1","292.0","1","0","false","0","0.72563309","false","0","BBS1","0","0.0"
"126764","false","3.35527778","0.0","NA","NA","NA","0.29803792","1.0","false","2","4","false","RAD23A","RAD23A","RAD23A","296.5","2","0","false","0","0.52894444","false","0","RAD23A","0","0.53423423"
"126765","false","3.56583333","8.674E-5","NA","NA","NA","0.28043935","0.0","false","2","4","false","RAD23B","RAD23B","RAD23B","198.0","2","0","false","0","0.48683333","false","0","RAD23B","24360","0.51570681"
"126766","false","3.64575127","0.00296756","NA","NA","NA","0.27429189","0.0","true","4","8","false","RAB27A","RAB27A","RAB27A","90.75","4","0","false","0","0.73542487","false","0","RAB27A","650758","0.25716332"
"126767","false","3.74366911","0.0","NA","NA","NA","0.26711762","0.0","false","1","8","false","CCL18","CCL18","CCL18","292.0","1","0","false","0","0.72563309","false","0","CCL18","0","0.0"
"126768","false","3.70793472","6.495E-5","NA","NA","NA","0.26969191","0.0","false","2","8","false","LAMTOR1","LAMTOR1","LAMTOR1","160.5","2","0","false","0","0.72920653","false","0","LAMTOR1","17612","0.51785714"
"126769","false","3.74254361","1.959E-5","NA","NA","NA","0.26719796","0.0","false","2","8","false","CRADD","CRADD","CRADD","148.0","2","0","false","0","0.72574564","false","0","CRADD","2204","0.50342466"
"126770","false","3.74366911","0.0","NA","NA","NA","0.26711762","0.0","false","1","8","false","BRMS1","BRMS1","BRMS1","292.0","1","0","false","0","0.72563309","false","0","BRMS1","0","0.0"
"126771","false","3.64472222","0.0","NA","NA","NA","0.27436933","0.0","false","1","5","false","TMSB4X","TMSB4X","TMSB4X","311.0","1","0","false","0","0.47105556","false","0","TMSB4X","0","0.0"
"126772","false","3.64472222","0.0","NA","NA","NA","0.27436933","0.0","false","1","5","false","PSG9","PSG9","PSG9","311.0","1","0","false","0","0.47105556","false","0","PSG9","0","0.0"
"126773","false","3.64472222","0.0","NA","NA","NA","0.27436933","0.0","false","1","5","false","PAEP","PAEP","PAEP","311.0","1","0","false","0","0.47105556","false","0","PAEP","0","0.0"
"126774","false","3.53833333","2.518E-5","Neurons","Neurons","Neurons","0.28261894","0.0","false","2","4","false","PAFAH1B3","PAFAH1B3","PAFAH1B3","181.5","2","0","false","0","0.49233333","false","0","PAFAH1B3","5922","0.51719198"
"126775","false",,,"NA","NA",,,,"false",,,,,"RBPMS","RBPMS",,,,"false",,,"false",,"RBPMS",,
"126776","false","3.64472222","0.0","NA","NA","NA","0.27436933","0.0","false","1","5","false","DUSP7","DUSP7","DUSP7","311.0","1","0","false","0","0.47105556","false","0","DUSP7","0","0.0"
"126777","false",,,,"Neurons",,,,"false",,,,,"SEC61A2","SEC61A2",,,,"true",,,"false",,"SEC61A2",,
"126778","false","5.08384918","0.0","NA","NA","NA","0.19670135","0.0","false","1","8","false","PHB","PHB","PHB","17.0","1","0","false","0","0.59161508","false","0","PHB","0","0.0"
"126779","false",,,,"NA",,,,"false",,,,,"ZC2HC1C","ZC2HC1C",,,,"false",,,"false",,"ZC2HC1C",,
"126780","false","4.01547552","5.577E-5","NA","NA","NA","0.24903651","0.0","false","2","6","false","CFAP206","CFAP206","CFAP206","47.0","2","0","false","0","0.69845245","false","0","CFAP206","7758","0.51685393"
"126781","false","3.64472222","0.0","NA","NA","NA","0.27436933","0.0","false","1","5","false","CRCT1","CRCT1","CRCT1","311.0","1","0","false","0","0.47105556","false","0","CRCT1","0","0.0"
"126782","false",,,,"NA",,,,"false",,,,,"CDX4","CDX4",,,,"false",,,"false",,"CDX4",,
"126783","false","3.74366911","0.0","NA","NA","NA","0.26711762","0.0","false","1","8","false","GUSBP1","GUSBP1","GUSBP1","292.0","1","0","false","0","0.72563309","false","0","GUSBP1","0","0.0"
"126784","false","3.60157569","0.00594706","NA","NA","NA","0.27765625","0.0","false","12","7","false","ZDHHC17","ZDHHC17","ZDHHC17","54.5","12","0","false","1","0.73984243","false","0","ZDHHC17","1945404","0.11122661"
"126785","false","3.07416667","0.00147894","NA","NA","NA","0.32529141","0.11111111","false","10","4","false","XRCC6","XRCC6","XRCC6","82.1","10","0","false","0","0.58516667","false","0","XRCC6","161506","0.11786744"
"126786","false","3.518852","0.00124391","NA","NA","NA","0.28418359","0.16666667","false","5","6","false","CDKN2A","CDKN2A","CDKN2A","157.5","5","0","false","1","0.7481148","false","0","CDKN2A","143432","0.26746167"
"126787","false",,,,"NA",,,,"false",,,,,"BUB1","BUB1",,,,"false",,,"false",,"BUB1",,
"126788","false","3.77333333","0.0","NA","NA","NA","0.26501767","0.0","false","1","5","false","STK11","STK11","STK11","75.0","1","0","false","0","0.44533333","false","0","STK11","0","0.0"
"126789","false",,,"NA","NA",,,,"false",,,,,"USP8","USP8",,,,"false",,,"false",,"USP8",,
"126790","false","3.83877321","2.4654E-4","NA","NA","NA","0.26049989","0.0","false","2","6","false","PRKAB2","PRKAB2","PRKAB2","140.5","2","0","false","0","0.71612268","false","0","PRKAB2","36692","0.50727273"
"126791","false","4.16657288","0.0","NA","NA","NA","0.2400054","0.0","false","1","8","false","PTCD3","PTCD3","PTCD3","4.0","1","0","false","0","0.68334271","false","0","PTCD3","0","0.0"
"126792","false","3.81472222","0.0","NA","NA","NA","0.26214229","0.0","false","1","5","false","FKBP8","FKBP8","FKBP8","74.0","1","0","false","0","0.43705556","false","0","FKBP8","0","0.0"
"126793","false",,,,"NA",,,,"false",,,,,"DKFZp547I014","DKFZp547I014",,,,"false",,,"false",,"DKFZp547I014",,
"126794","false","4.04727068","0.0","NA","NA","NA","0.24708009","0.0","false","1","8","false","DCD","DCD","DCD","60.0","1","0","false","0","0.69527293","false","0","DCD","0","0.0"
"126795","false","3.44777778","7.863E-5","NA","NA","NA","0.29004189","0.0","false","2","4","false","VAPA","VAPA","VAPA","190.5","2","0","false","0","0.51044444","false","0","VAPA","15668","0.51216216"
"126796","false",,,,"NA",,,,"false",,,,,"SERINC3","SERINC3",,,,"false",,,"false",,"SERINC3",,
"126797","false","3.55055556","7.81E-6","NA","NA","NA","0.28164606","0.0","false","3","5","false","TMBIM4","TMBIM4","TMBIM4","27.66666667","3","0","false","0","0.48988889","false","0","TMBIM4","826","0.34188034"
"126798","false",,,,"NA",,,,"false",,,,,"NEK6","NEK6",,,,"false",,,"false",,"NEK6",,
"126799","false","3.38222222","2.0679E-4","NA","NA","NA","0.2956636","0.0","false","5","4","false","ITGB1","ITGB1","ITGB1","68.8","5","0","false","0","0.52355556","false","0","ITGB1","28834","0.22302632"
"126800","false","3.62070906","8.0599E-4","NA","NA","NA","0.276189","0.0","false","5","7","false","MCC","MCC","MCC","73.4","5","0","false","0","0.73792909","false","0","MCC","204394","0.21169591"
"126801","false","3.61705121","3.6691E-4","NA","NA","NA","0.2764683","0.0","false","5","6","false","TK1","TK1","TK1","78.2","5","0","false","0","0.73829488","false","0","TK1","70562","0.21504178"
"126802","false",,,,"Neurons",,,,"false",,,,,"FBXL2","FBXL2",,,,"false",,,"false",,"FBXL2",,
"126803","false","3.64969049","0.00221095","NA","NA","NA","0.27399584","0.04444444","false","12","6","false","YWHAG","YWHAG","YWHAG","55.4","12","0","false","2","0.73503095","false","0","YWHAG","445324","0.11839827"
"126804","true",,,"NA","NA",,,,"false",,,,,"VAPB","VAPB",,,,"false",,,"false",,"VAPB",,
"126805","false",,,,"NA",,,,"false",,,,,"PATJ","PATJ",,,,"true",,,"false",,"PATJ",,
"126806","false","3.83833333","0.0","NA","NA","NA","0.26052974","0.0","false","1","5","false","PRKCA","PRKCA","PRKCA","38.0","1","0","false","0","0.43233333","false","0","PRKCA","0","0.0"
"126807","false",,,,"NA",,,,"false",,,,,"WDR47","WDR47",,,,"false",,,"false",,"WDR47",,
"126808","false",,,,"NA",,,,"false",,,,,"BMP7","BMP7",,,,"false",,,"false",,"BMP7",,
"126809","false",,,,"NA",,,,"false",,,,,"VPS37B","VPS37B",,,,"false",,,"false",,"VPS37B",,
"126810","false",,,,"NA",,,,"false",,,,,"AURKA","AURKA",,,,"false",,,"false",,"AURKA",,
"126811","false","3.59333333","0.0","NA","NA","NA","0.27829314","1.0","false","2","5","false","ESR1","ESR1","ESR1","62.5","2","0","false","0","0.48133333","false","0","ESR1","0","0.51652893"
"126812","false","3.97720878","0.0","NA","NA","NA","0.25143261","0.0","false","2","6","false","HIC1","HIC1","HIC1","85.0","2","0","false","1","0.70227912","false","0","HIC1","0","0.0"
"126813","false","3.52305556","1.4312E-4","NA","NA","NA","0.28384452","0.0","false","2","4","false","MAP3K14","MAP3K14","MAP3K14","230.5","2","0","false","0","0.49538889","false","0","MAP3K14","43686","0.51457399"
"126814","false","3.77658976","4.9319E-4","NA","NA","NA","0.26478915","0.0","false","5","6","false","NUDT21","NUDT21","NUDT21","53.75","5","0","false","1","0.72234102","false","0","NUDT21","206134","0.25985222"
"126815","false",,,"NA","NA",,,,"false",,,,,"PELO","PELO",,,,"false",,,"false",,"PELO",,
"126816","false","3.74366911","0.0","NA","NA","NA","0.26711762","0.0","false","1","8","false","PTPRCAP","PTPRCAP","PTPRCAP","292.0","1","0","false","0","0.72563309","false","0","PTPRCAP","0","0.0"
"126817","false",,,,"NA",,,,"false",,,,,"FSBP","FSBP",,,,"false",,,"false",,"FSBP",,
"126818","false",,,,"NA",,,,"false",,,,,"AKAP9","AKAP9",,,,"false",,,"false",,"AKAP9",,
"126819","false",,,"NA","NA",,,,"false",,,,,"INO80E","INO80E",,,,"false",,,"false",,"INO80E",,
