"SUID","ALSOD","AverageShortestPathLength","BetweennessCentrality","Cell.type","ClosenessCentrality","ClusteringCoefficient","DEG","Degree","Eccentricity","IsSingleNode","Matching.Attribute","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"10492","false","3.30444444","3.3809E-4","NA","0.30262273","0.0","false","2","4","false","DNTT","DNTT","256.0","2","0","0","0.53911111","false","0","DNTT","66772","0.51"
"10493","false","3.68555556","0.0","NA","0.27132951","1.0","false","2","5","false","CTDP1","CTDP1","73.5","2","0","0","0.46288889","false","0","CTDP1","0","0.60743802"
"10494","false","3.71638889","0.0","NA","0.26907841","0.0","false","1","5","false","GTPBP4","GTPBP4","52.0","1","0","0","0.45672222","false","0","GTPBP4","0","0.0"
"10495","false","3.52722222","5.34E-5","NA","0.28350921","0.0","false","2","5","false","CSDE1","CSDE1","168.5","2","0","0","0.49455556","false","0","CSDE1","10878","0.51223242"
"10496","false","3.54361111","0.0","NA","0.28219801","1.0","false","2","4","false","RPL4","RPL4","171.5","2","0","0","0.49127778","false","0","RPL4","0","0.51347305"
"10497","false","3.09055556","6.6737E-4","Endothelial","0.32356642","0.03571429","false","8","4","false","VCAM1","VCAM1","109.5","8","0","0","0.58188889","false","0","VCAM1","182396","0.15513552"
"10498","false","3.47666667","2.25E-5","NA","0.28763183","0.0","false","3","5","false","TCEA2","TCEA2","71.33333333","3","0","0","0.50466667","false","0","TCEA2","4982","0.36823735"
"10499","false","3.53083333","3.7E-6","NA","0.28321926","0.0","false","2","5","false","WWP2","WWP2","69.0","2","0","0","0.49383333","false","0","WWP2","1006","0.52713178"
"10500","false","3.70583333","0.0","NA","0.26984484","0.0","false","1","5","false","EIF4B","EIF4B","210.0","1","0","0","0.45883333","false","0","EIF4B","0","0.0"
"10501","false","2.72361111","0.00476025","NA","0.36715961","0.08658009","false","22","4","false","CUL3","CUL3","81.0","22","0","0","0.65527778","false","0","CUL3","765174","0.06747813"
"10502","false","3.69222222","0.0","NA","0.2708396","0.0","false","1","5","false","CSTF2","CSTF2","83.0","1","0","0","0.46155556","false","0","CSTF2","0","0.0"
"10503","false","3.4","5.96E-6","NA","0.29411765","0.0","false","3","4","false","SAFB","SAFB","59.0","3","0","0","0.52","false","0","SAFB","1348","0.35802469"
"10504","false","3.30444444","1.5556E-4","NA","0.30262273","0.0","false","4","4","false","TP63","TP63","129.0","4","0","0","0.53911111","false","0","TP63","43338","0.26834382"
"10505","false","3.64472222","0.0","NA","0.27436933","0.0","false","1","5","false","TRAF3IP1","TRAF3IP1","311.0","1","0","0","0.47105556","false","0","TRAF3IP1","0","0.0"
"10506","false","3.55666667","1.1445E-4","NA","0.28116214","0.0","false","4","5","false","TSNAX","TSNAX","45.0","4","0","0","0.48866667","false","0","TSNAX","7516","0.26190476"
"10507","false","4.03888889","0.0","NA","0.24759285","0.0","false","1","5","false","PDGFB","PDGFB","32.0","1","0","0","0.39222222","false","0","PDGFB","0","0.0"
"10508","false","3.35916667","6.7375E-4","NA","0.29769288","0.33333333","false","4","4","false","ZNF417","ZNF417","121.0","4","0","0","0.52816667","false","0","ZNF417","78264","0.26193059"
"10509","false","3.81472222","0.0","NA","0.26214229","0.0","false","1","5","false","KCNIP3","KCNIP3","74.0","1","0","0","0.43705556","false","0","KCNIP3","0","0.0"
"10510","false","3.28583333","2.1916E-4","NA","0.3043368","0.2","false","6","4","false","ARRB1","ARRB1","78.83333333","6","0","0","0.54283333","false","0","ARRB1","27574","0.19287469"
"10511","false","3.28416667","7.4923E-4","NA","0.30449125","0.04761905","false","7","4","false","NOTCH1","NOTCH1","75.0","7","0","0","0.54316667","false","0","NOTCH1","104030","0.1594114"
"10512","false","3.895","0.0","NA","0.25673941","0.0","false","1","5","false","WASHC4","WASHC4","56.0","1","0","0","0.421","false","0","WASHC4","0","0.0"
"10513","false","3.895","0.0","Oligodendrocytes","0.25673941","0.0","false","1","5","false","FAM124A","FAM124A","56.0","1","0","0","0.421","false","0","FAM124A","0","0.0"
"10514","false","3.59638889","8.937E-5","NA","0.27805669","0.0","false","2","4","false","CDC25A","CDC25A","183.5","2","0","0","0.48072222","false","0","CDC25A","17168","0.50977654"
"10515","false","3.28444444","4.2428E-4","NA","0.30446549","0.0","false","4","4","false","PFN2","PFN2","179.0","4","0","0","0.54311111","false","0","PFN2","122504","0.27134146"
"10516","false","3.33361111","2.136E-5","NA","0.299975","0.2","false","5","4","false","SF3A2","SF3A2","57.0","5","0","0","0.53327778","false","0","SF3A2","4646","0.24716157"
"10517","true","3.28083333","2.5472E-4","NA","0.30480061","0.0952381","false","7","4","false","HNRNPA1","HNRNPA1","68.0","7","0","0","0.54383333","false","0","HNRNPA1","36516","0.17513915"
"10518","false","3.46416667","3.939E-5","NA","0.28866971","0.0","false","4","5","false","ITSN2","ITSN2","56.66666667","4","0","1","0.50716667","false","0","ITSN2","4960","0.3436214"
"10519","false","3.41944444","2.3639E-4","NA","0.29244517","0.33333333","false","4","4","false","EIF3A","EIF3A","114.5","4","0","0","0.51611111","false","0","EIF3A","37208","0.26945755"
"10520","false","3.6775","7.75E-6","NA","0.27192386","0.0","false","2","5","false","CLNS1A","CLNS1A","53.5","2","0","0","0.4645","false","0","CLNS1A","1864","0.53030303"
"10521","false","3.60166667","1.047E-5","NA","0.27764924","0.0","false","2","5","false","USP39","USP39","71.0","2","0","0","0.47966667","false","0","USP39","2238","0.51470588"
"10522","false","3.45333333","8.458E-5","NA","0.28957529","0.0","false","4","5","false","HDAC2","HDAC2","65.5","4","0","0","0.50933333","false","0","HDAC2","12006","0.27922078"
"10523","false","3.82694444","0.0","NA","0.26130507","0.0","false","1","5","false","BRAP","BRAP","56.0","1","0","0","0.43461111","false","0","BRAP","0","0.0"
"10524","false","3.73611111","0.0","NA","0.26765799","0.0","false","1","5","false","DAAM1","DAAM1","150.0","1","0","0","0.45277778","false","0","DAAM1","0","0.0"
"10525","false","3.69055556","9.75E-6","NA","0.27096191","0.0","false","2","5","false","KBTBD7","KBTBD7","65.0","2","0","0","0.46188889","false","0","KBTBD7","1988","0.50793651"
"10526","false","3.56611111","3.543E-5","NA","0.28041751","0.0","false","2","5","false","MAP3K11","MAP3K11","77.5","2","0","0","0.48677778","false","0","MAP3K11","4460","0.51"
"10527","false","3.73916667","1.965E-5","NA","0.26743927","0.0","false","4","5","false","TCF3","TCF3","60.5","4","0","2","0.45216667","false","0","TCF3","2428","0.52192982"
"10528","false","3.70583333","0.0","NA","0.26984484","0.0","false","1","5","false","CKB","CKB","210.0","1","0","0","0.45883333","false","0","CKB","0","0.0"
"10529","false","3.52972222","3.984E-5","NA","0.28330841","0.0","false","4","5","false","ACTN1","ACTN1","44.5","4","0","0","0.49405556","false","0","ACTN1","7378","0.26851852"
"10530","false","3.66222222","7.34E-6","NA","0.27305825","0.0","false","2","5","false","RALGDS","RALGDS","43.0","2","0","0","0.46755556","false","0","RALGDS","642","0.51219512"
"10531","false","3.40805556","1.787E-4","NA","0.29342245","0.0","false","4","4","false","SDHAF2","SDHAF2","120.5","4","0","0","0.51838889","false","0","SDHAF2","38888","0.26914414"
"10532","false","3.34972222","2.3016E-4","NA","0.29853222","0.16666667","false","4","4","false","SSSCA1","SSSCA1","120.0","4","0","0","0.53005556","false","0","SSSCA1","40608","0.26975169"
"10533","false","3.88138889","0.0","NA","0.25763973","0.0","false","1","5","false","ZRANB2","ZRANB2","85.0","1","0","0","0.42372222","false","0","ZRANB2","0","0.0"
"10534","false","3.88138889","0.0","NA","0.25763973","0.0","false","1","5","false","UCHL3","UCHL3","85.0","1","0","0","0.42372222","false","0","UCHL3","0","0.0"
"10535","false","3.80027778","1.572E-5","NA","0.26313866","0.0","false","2","5","false","VPS26A","VPS26A","72.5","2","0","0","0.43994444","false","0","VPS26A","3714","0.54166667"
"10536","false","3.6175","4.236E-5","NA","0.276434","0.0","false","2","5","false","UFM1","UFM1","90.5","2","0","0","0.4765","false","0","UFM1","5990","0.51142857"
"10537","false","3.42444444","3.3232E-4","NA","0.29201817","0.0","false","4","4","false","SEC23A","SEC23A","120.5","4","0","0","0.51511111","false","0","SEC23A","54650","0.26914414"
"10538","false","3.83916667","0.0","NA","0.26047319","0.0","false","1","5","false","SERINC1","SERINC1","39.0","1","0","0","0.43216667","false","0","SERINC1","0","0.0"
"10539","false","3.87972222","0.0","NA","0.25775041","0.0","false","1","5","false","TCF21","TCF21","65.0","1","0","0","0.42405556","false","0","TCF21","0","0.0"
"10540","false","4.02694444","0.0","NA","0.24832724","0.0","false","1","5","false","CEP85","CEP85","63.0","1","0","0","0.39461111","false","0","CEP85","0","0.0"
"10541","false","3.88138889","0.0","NA","0.25763973","0.0","false","1","5","false","DPP8","DPP8","85.0","1","0","0","0.42372222","false","0","DPP8","0","0.0"
"10542","false","3.70416667","0.0","NA","0.26996625","0.0","false","1","5","false","ZNF750","ZNF750","100.0","1","0","0","0.45916667","false","0","ZNF750","0","0.0"
"10543","false","3.59888889","8.894E-5","NA","0.27786354","0.0","false","2","5","false","CCHCR1","CCHCR1","91.0","2","0","0","0.48022222","false","0","CCHCR1","6894","0.50561798"
"10544","false","3.52388889","2.121E-5","NA","0.28377739","0.0","false","2","5","false","AIFM1","AIFM1","153.0","2","0","0","0.49522222","false","0","AIFM1","2298","0.50331126"
