"","SUID","ALSOD","AverageShortestPathLength","BetweennessCentrality","Cell.type","Cell.type.x","Cell.type.y","ClosenessCentrality","ClusteringCoefficient","DEG","Degree","Eccentricity","IsSingleNode","Matching.Attribute","Matching.Attribute.1","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared.name","Stress","TopologicalCoefficient","C9","VCP"
"2656",129313,"false",4.04023635,0,NA,"","",0.24751027,0,"false",1,8,"false","","SAP30BP","SAP30BP",68,1,0,0,0.69597636,"false",0,"SAP30BP",0,0,FALSE,FALSE
"2657",129314,"false",3.82695554,0.00045169,NA,"","",0.26130432,0,"false",3,6,"false","","CDKN2C","CDKN2C",98.33333333,3,0,0,0.71730445,"false",0,"CDKN2C",57784,0.34638197,FALSE,FALSE
"2658",129315,"false",4.01266179,0,NA,"","",0.24921114,0,"false",1,7,"false","","RSPH14","RSPH14",213,1,0,0,0.69873382,"false",0,"RSPH14",0,0,FALSE,FALSE
"2659",129316,"false",4.84608891,0,"Neurons","","",0.20635197,0,"false",1,8,"false","","RGS7BP","RGS7BP",24,1,0,0,0.61539111,"false",0,"RGS7BP",0,0,FALSE,FALSE
"2660",129317,"false",3.67079347,0.00021988,NA,"","",0.27242067,0,"false",3,6,"false","","KRT7","KRT7",99,3,0,0,0.73292065,"false",0,"KRT7",43742,0.34385965,FALSE,FALSE
"2661",129318,"false",3.9853686,0,NA,"","",0.25091782,0,"false",1,6,"false","","CDC123","CDC123",62,1,0,0,0.70146314,"false",0,"CDC123",0,0,FALSE,FALSE
"2662",129319,"false",4.0523354,0,NA,"","",0.24677128,0,"false",1,8,"false","","MIS18A","MIS18A",63,1,0,0,0.69476646,"false",0,"MIS18A",0,0,FALSE,FALSE
"2663",129320,"false",4.04023635,0,NA,"","",0.24751027,0,"false",1,8,"false","","FBXL22","FBXL22",68,1,0,0,0.69597636,"false",0,"FBXL22",0,0,FALSE,FALSE
"2664",129321,"false",3.96032639,0.00017611,NA,"","",0.25250444,0,"false",3,6,"false","","KMT2B","KMT2B",45,3,0,0,0.70396736,"false",0,"KMT2B",177722,0.36065574,FALSE,FALSE
"2665",129322,"false",4.11564434,0,NA,"","",0.24297532,0,"false",1,8,"false","","GEMIN4","GEMIN4",22,1,0,0,0.68843557,"false",0,"GEMIN4",0,0,FALSE,FALSE
"2666",129323,"false",4.759426,9.964e-05,NA,"","",0.21010937,0,"false",2,8,"false","","BNIP3L","BNIP3L",16,2,0,0,0.6240574,"false",0,"BNIP3L",26764,0.5,FALSE,FALSE
"2667",129324,"false",4.09088351,1.43e-05,NA,"","",0.24444597,0,"false",3,8,"false","","CNOT8","CNOT8",26.5,3,0,1,0.69091165,"false",0,"CNOT8",3496,0.53125,FALSE,FALSE
"2668",129325,"false",3.97861564,0,"Neurons","","",0.25134371,0,"false",1,6,"false","","NTN4","NTN4",120,1,0,0,0.70213844,"false",0,"NTN4",0,0,FALSE,FALSE
"2669",129326,"false",3.74366911,0.00036776,NA,"","",0.26711762,0,"false",3,6,"false","","OTUD4","OTUD4",102,3,0,0,0.72563309,"false",0,"OTUD4",55566,0.34121622,FALSE,FALSE
"2670",129327,"false",3.95835678,2.605e-05,NA,"","",0.25263008,0.33333333,"false",3,7,"false","","DOCK7","DOCK7",24.66666667,3,0,0,0.70416432,"false",0,"DOCK7",3596,0.38020833,FALSE,FALSE
"2671",129328,"false",3.9330332,0,NA,"","",0.25425669,1,"false",4,6,"false","","TAB2","TAB2",84.5,4,0,1,0.70669668,"false",0,"TAB2",0,0.51212121,FALSE,FALSE
"2672",129329,"false",4.07231289,0,NA,"","",0.2455607,0,"false",1,6,"false","","TRIM38","TRIM38",37,1,0,0,0.69276871,"false",0,"TRIM38",0,0,FALSE,FALSE
"2673",129330,"false",3.71356218,3.658e-05,"Neurons","","",0.26928322,0,"false",2,6,"false","","HPRT1","HPRT1",145,2,0,0,0.72864378,"false",0,"HPRT1",11990,0.52554745,FALSE,FALSE
"2674",129331,"false",4.07231289,0,NA,"","",0.2455607,0,"false",1,6,"false","","YARS","YARS",37,1,0,0,0.69276871,"false",0,"YARS",0,0,FALSE,FALSE
"2675",129332,"false",3.71356218,3.658e-05,NA,"","",0.26928322,0,"false",2,6,"false","","SHMT2","SHMT2",145,2,0,0,0.72864378,"false",0,"SHMT2",11990,0.52554745,FALSE,FALSE
"2676",129333,"false",4.07231289,0,NA,"","",0.2455607,0,"false",1,6,"false","","EIF2S1","EIF2S1",37,1,0,0,0.69276871,"false",0,"EIF2S1",0,0,FALSE,FALSE
"2677",129334,"false",3.71356218,3.658e-05,NA,"","",0.26928322,0,"false",2,6,"false","","ACAT1","ACAT1",145,2,0,0,0.72864378,"false",0,"ACAT1",11990,0.52554745,FALSE,FALSE
"2678",129335,"false",3.92346652,0,NA,"","",0.25487665,0,"false",1,8,"false","","TRIM16","TRIM16",186,1,0,0,0.70765335,"false",0,"TRIM16",0,0,FALSE,FALSE
"2679",129336,"false",3.67163759,0.00094808,NA,"","",0.27235804,0,"false",3,6,"false","","ACTR2","ACTR2",114.33333333,3,0,0,0.73283624,"false",0,"ACTR2",56928,0.33630069,FALSE,FALSE
"2680",129337,"false",3.97720878,0,NA,"","",0.25143261,0,"false",1,6,"false","","ZBP1","ZBP1",85,1,0,0,0.70227912,"false",0,"ZBP1",0,0,FALSE,FALSE
"2681",129338,"false",3.81035453,0.00054181,NA,"","",0.26244277,0,"false",4,6,"false","","CRKL","CRKL",70.5,4,0,0,0.71896455,"false",0,"CRKL",64528,0.26833977,FALSE,FALSE
"2682",129339,"false",3.97720878,0,NA,"","",0.25143261,0,"false",2,6,"false","","ZEB1","ZEB1",85,2,0,1,0.70227912,"false",0,"ZEB1",0,0,FALSE,FALSE
"2683",129340,"false",4.12014631,0,NA,"","",0.24270983,0,"false",1,8,"false","","ZFAND2B","ZFAND2B",50,1,0,0,0.68798537,"false",0,"ZFAND2B",0,0,FALSE,FALSE
"2684",129341,"false",4.04727068,0,NA,"","",0.24708009,0,"false",1,8,"false","","SFXN3","SFXN3",60,1,0,0,0.69527293,"false",0,"SFXN3",0,0,FALSE,FALSE
"2685",129342,"false",4.04727068,0,NA,"","",0.24708009,0,"false",1,8,"false","","SUGP1","SUGP1",60,1,0,0,0.69527293,"false",0,"SUGP1",0,0,FALSE,FALSE
"2686",129343,"false",4.04727068,0,NA,"","",0.24708009,0,"false",1,8,"false","","FLOT2","FLOT2",60,1,0,0,0.69527293,"false",0,"FLOT2",0,0,FALSE,FALSE
"2687",129344,"false",4.04727068,0,"Neurons","","",0.24708009,0,"false",1,8,"false","","ALDH5A1","ALDH5A1",60,1,0,0,0.69527293,"false",0,"ALDH5A1",0,0,FALSE,FALSE
"2688",129345,"false",4.04727068,0,NA,"","",0.24708009,0,"false",1,8,"false","","UBAC2","UBAC2",60,1,0,0,0.69527293,"false",0,"UBAC2",0,0,FALSE,FALSE
"2689",129346,"false",4.08441193,0,NA,"","",0.24483329,0,"false",1,8,"false","","TRIM29","TRIM29",20,1,0,0,0.69155881,"false",0,"TRIM29",0,0,FALSE,FALSE
"2690",129347,"false",4.16516601,0,NA,"","",0.24008647,0,"false",1,8,"false","","DAP3","DAP3",14,1,0,0,0.6834834,"false",0,"DAP3",0,0,FALSE,FALSE
"2691",129348,"false",4.01828925,0,NA,"","",0.24886212,0,"false",1,6,"false","","HNRNPU","HNRNPU",102,1,0,0,0.69817107,"false",0,"HNRNPU",0,0,FALSE,FALSE
"2692",129349,"false",3.68261114,3.01e-05,NA,"","",0.27154645,0,"false",2,7,"false","","MTHFD1","MTHFD1",130.5,2,0,0,0.73173889,"false",0,"MTHFD1",1724,0.50193798,FALSE,FALSE
"2693",129350,"false",4.16516601,0,NA,"","",0.24008647,0,"false",1,8,"false","","UQCRB","UQCRB",14,1,0,0,0.6834834,"false",0,"UQCRB",0,0,FALSE,FALSE
"2694",129351,"false",3.94738323,3.848e-05,NA,"","",0.25333238,0,"false",2,6,"false","","MAP3K1","MAP3K1",42.5,2,0,0,0.70526168,"false",0,"MAP3K1",4206,0.50609756,FALSE,FALSE
"2695",129352,"false",4.10523354,0,"Neurons","","",0.2435915,0,"false",1,7,"false","","BASP1","BASP1",17,1,0,0,0.68947665,"false",0,"BASP1",0,0,FALSE,FALSE
"2696",129353,"false",3.86043894,0.00044019,NA,"","",0.2590379,0,"false",3,6,"false","","EXOSC8","EXOSC8",76.66666667,3,0,0,0.71395611,"false",0,"EXOSC8",53338,0.33333333,FALSE,FALSE
"2697",129354,"false",4.01828925,0,"Neurons","","",0.24886212,0,"false",1,6,"false","","CPNE7","CPNE7",102,1,0,0,0.69817107,"false",0,"CPNE7",0,0,FALSE,FALSE
"2698",129355,"false",4.0073157,0,"Astrocytes","","",0.2495436,0,"false",1,6,"false","","NACC2","NACC2",62,1,0,0,0.69926843,"false",0,"NACC2",0,0,FALSE,FALSE
"2699",129356,"false",3.93866066,0.0005731,NA,"","",0.25389341,0,"false",4,6,"false","","PCBD1","PCBD1",23.25,4,0,0,0.70613393,"false",0,"PCBD1",173422,0.25872093,FALSE,FALSE
"2700",129357,"false",3.92346652,0,NA,"","",0.25487665,0,"false",1,8,"false","","SNX22","SNX22",186,1,0,0,0.70765335,"false",0,"SNX22",0,0,FALSE,FALSE
"2701",129358,"false",4.0585256,0,NA,"","",0.2463949,0,"false",1,6,"false","","VAV1","VAV1",48,1,0,0,0.69414744,"false",0,"VAV1",0,0,FALSE,FALSE
"2702",129359,"false",4.00647158,0,NA,"","",0.24959618,0,"false",1,6,"false","","TRIM35","TRIM35",45,1,0,0,0.69935284,"false",0,"TRIM35",0,0,FALSE,FALSE
"2703",129360,"false",4.07456387,0,NA,"","",0.24542504,0,"false",1,6,"false","","RBM7","RBM7",34,1,0,0,0.69254361,"false",0,"RBM7",0,0,FALSE,FALSE
"2704",129361,"false",3.98199212,2.551e-05,NA,"","",0.25113058,0,"false",2,6,"false","","TSR1","TSR1",35.5,2,0,0,0.70180079,"false",0,"TSR1",2020,0.50735294,FALSE,FALSE
"2705",129362,"false",4.1266179,0,NA,"","",0.2423292,0,"false",1,8,"false","","MORF4L2","MORF4L2",14,1,0,0,0.68733821,"false",0,"MORF4L2",0,0,FALSE,FALSE
"2706",129363,"false",4.1820484,0,NA,"","",0.23911727,0,"false",1,8,"false","","FBXW2","FBXW2",19,1,0,0,0.68179516,"false",0,"FBXW2",0,0,FALSE,FALSE
"2707",129364,"false",4.1820484,0,NA,"","",0.23911727,0,"false",1,8,"false","","FBXL3","FBXL3",19,1,0,0,0.68179516,"false",0,"FBXL3",0,0,FALSE,FALSE
"2708",129365,"false",4.01828925,0,NA,"","",0.24886212,0,"false",1,6,"false","","HSPA5","HSPA5",102,1,0,0,0.69817107,"false",0,"HSPA5",0,0,FALSE,FALSE
"2709",129366,"false",5.28812606,0,"Astrocytes","","",0.18910291,0,"false",1,8,"false","","AHCYL2","AHCYL2",14,1,0,0,0.57118739,"false",0,"AHCYL2",0,0,FALSE,FALSE
"2710",129367,"false",4.12999437,0,NA,"","",0.24213108,0,"false",1,6,"false","","CDK20","CDK20",23,1,0,0,0.68700056,"false",0,"CDK20",0,0,FALSE,FALSE
"2711",129368,"false",4.01209904,0,NA,"","",0.24924609,0,"false",1,8,"false","","PTEN","PTEN",56,1,0,0,0.6987901,"false",0,"PTEN",0,0,TRUE,FALSE
"2712",129369,"false",3.90911649,0.0002964,NA,"","",0.25581228,0,"false",5,6,"false","","VHL","VHL",38.8,5,0,0,0.70908835,"false",0,"VHL",56256,0.21235955,FALSE,FALSE
"2713",129370,"false",3.80472707,0.00091938,NA,"","",0.26283094,0,"false",2,7,"false","","PSMD4","PSMD4",138.5,2,0,0,0.71952729,"false",0,"PSMD4",138958,0.5,FALSE,FALSE
"2714",129371,"false",3.97861564,0,NA,"","",0.25134371,0,"false",1,6,"false","","NPDC1","NPDC1",120,1,0,0,0.70213844,"false",0,"NPDC1",0,0,FALSE,FALSE
"2715",129372,"false",3.85030951,6.639e-05,NA,"","",0.25971938,0,"false",3,7,"false","","NFKBIB","NFKBIB",120.5,3,0,1,0.71496905,"false",0,"NFKBIB",12554,0.51068376,FALSE,FALSE
"2716",129373,"false",3.85030951,6.639e-05,"Endothelial","","",0.25971938,0,"false",2,7,"false","","NFKBIA","NFKBIA",120.5,2,0,0,0.71496905,"false",0,"NFKBIA",12554,0.51068376,FALSE,FALSE
"2717",129374,"false",4.20962296,0,NA,"","",0.23755097,0,"false",1,8,"false","","ELL2","ELL2",8,1,0,0,0.6790377,"false",0,"ELL2",0,0,FALSE,FALSE
"2718",129375,"false",4.10495217,0,NA,"","",0.2436082,0,"false",2,8,"false","","ASB13","ASB13",38,2,0,1,0.68950478,"false",0,"ASB13",0,0,FALSE,FALSE
"2719",129376,"false",4.20877884,0,NA,"","",0.23759861,0,"false",1,8,"false","","TP53RK","TP53RK",15,1,0,0,0.67912212,"false",0,"TP53RK",0,0,FALSE,FALSE
"2720",129377,"false",4.2290377,0,NA,"","",0.23646041,0,"false",1,8,"false","","BCOR","BCOR",28,1,0,0,0.67709623,"false",0,"BCOR",0,0,FALSE,FALSE
"2721",129378,"false",3.70174451,0.00028862,NA,"","",0.2701429,0,"false",2,7,"false","","DYNLRB1","DYNLRB1",160.5,2,0,0,0.72982555,"false",0,"DYNLRB1",35326,0.50474684,FALSE,FALSE
"2722",129379,"false",4.12999437,0,NA,"","",0.24213108,0,"false",1,6,"false","","PRPF4","PRPF4",23,1,0,0,0.68700056,"false",0,"PRPF4",0,0,FALSE,FALSE
"2723",129380,"false",4.12999437,0,NA,"","",0.24213108,0,"false",1,6,"false","","CDK13","CDK13",23,1,0,0,0.68700056,"false",0,"CDK13",0,0,FALSE,FALSE
"2724",129381,"false",3.85790658,6.66e-06,NA,"","",0.25920794,0,"false",2,6,"false","","HDGF","HDGF",61.5,2,0,0,0.71420934,"false",0,"HDGF",2664,0.55,FALSE,FALSE
"2725",129382,"false",4.07709623,0,NA,"","",0.2452726,0,"false",1,6,"false","","WDR4","WDR4",55,1,0,0,0.69229038,"false",0,"WDR4",0,0,FALSE,FALSE
"2726",129383,"false",4.55346089,0,NA,"","",0.21961317,0,"false",1,8,"false","","CCDC138","CCDC138",54,1,0,0,0.64465391,"false",0,"CCDC138",0,0,FALSE,FALSE
"2727",129384,"false",3.97720878,0,NA,"","",0.25143261,0,"false",1,6,"false","","PROX1","PROX1",85,1,0,0,0.70227912,"false",0,"PROX1",0,0,FALSE,FALSE
"2728",129385,"false",4.17276308,0,NA,"","",0.23964936,0,"false",2,8,"false","","RPH3AL","RPH3AL",15,2,0,1,0.68272369,"false",0,"RPH3AL",0,0,FALSE,FALSE
"2729",129386,"false",4.17276308,0,"Neurons","","",0.23964936,0,"false",2,8,"false","","RIMS1","RIMS1",15,2,0,1,0.68272369,"false",0,"RIMS1",0,0,FALSE,FALSE
"2730",129387,"false",4.17276308,0,NA,"","",0.23964936,0,"false",2,8,"false","","STX1B","STX1B",15,2,0,1,0.68272369,"false",0,"STX1B",0,0,FALSE,FALSE
"2731",129388,"false",4.1181767,0,NA,"","",0.24282591,0,"false",1,7,"false","","MLLT1","MLLT1",18,1,0,0,0.68818233,"false",0,"MLLT1",0,0,FALSE,FALSE
"2732",129389,"false",5.46567248,0,NA,"","",0.1829601,0,"false",1,8,"false","","COL5A1","COL5A1",18,1,0,0,0.55343275,"false",0,"COL5A1",0,0,FALSE,FALSE
"2733",129390,"false",5.46567248,0,NA,"","",0.1829601,0,"false",1,8,"false","","ZNF579","ZNF579",18,1,0,0,0.55343275,"false",0,"ZNF579",0,0,FALSE,FALSE
"2734",129391,"false",3.82583005,0.00034238,NA,"","",0.26138119,0,"false",4,6,"false","","RIPK1","RIPK1",73,4,0,0,0.71741699,"false",0,"RIPK1",101372,0.27586207,FALSE,FALSE
"2735",129392,"false",4.06865504,0,NA,"","",0.24578147,0,"false",1,8,"false","","VPS29","VPS29",33,1,0,0,0.6931345,"false",0,"VPS29",0,0,FALSE,FALSE
"2736",129393,"false",4.06865504,0,NA,"","",0.24578147,0,"false",1,8,"false","","MAFF","MAFF",33,1,0,0,0.6931345,"false",0,"MAFF",0,0,FALSE,FALSE
"2737",129394,"false",3.97439505,0,NA,"","",0.25161062,0,"false",1,6,"false","","NOD2","NOD2",124,1,0,0,0.7025605,"false",0,"NOD2",0,0,FALSE,FALSE
"2738",129395,"false",4.01266179,0,NA,"","",0.24921114,0,"false",1,7,"false","","ZNF765","ZNF765",213,1,0,0,0.69873382,"false",0,"ZNF765",0,0,FALSE,FALSE
"2739",129396,"false",4.01209904,0,NA,"","",0.24924609,0,"false",3,8,"false","","PPP3R1","PPP3R1",56,3,0,1,0.6987901,"false",0,"PPP3R1",0,0,FALSE,FALSE
"2740",129397,"false",4.01266179,0,NA,"","",0.24921114,0,"false",1,7,"false","","CHCHD2","CHCHD2",213,1,0,0,0.69873382,"false",0,"CHCHD2",0,0,FALSE,FALSE
"2741",129398,"false",3.92543613,0.00033777,NA,"","",0.25474876,0,"false",2,7,"false","","MTA1","MTA1",50.5,2,0,0,0.70745639,"false",0,"MTA1",113822,0.5,FALSE,FALSE
"2742",129399,"false",4.01266179,0,NA,"","",0.24921114,0,"false",1,7,"false","","CINP","CINP",213,1,0,0,0.69873382,"false",0,"CINP",0,0,FALSE,FALSE
"2743",129400,"false",3.91249297,0,NA,"","",0.25559151,0,"false",1,6,"false","","PPIL1","PPIL1",58,1,0,0,0.7087507,"false",0,"PPIL1",0,0,FALSE,FALSE
"2744",129401,"false",4.09988745,0,NA,"","",0.24390913,0,"false",2,8,"false","","AP1M1","AP1M1",19,2,0,1,0.69001125,"false",0,"AP1M1",0,0,FALSE,FALSE
"2745",129402,"false",3.65785031,0.0006837,NA,"","",0.27338462,0,"false",3,6,"false","","OTUB2","OTUB2",105.33333333,3,0,0,0.73421497,"false",0,"OTUB2",48958,0.33764833,FALSE,FALSE
"2746",129403,"false",4.0073157,0,NA,"","",0.2495436,0,"false",1,6,"false","","CXCL2","CXCL2",62,1,0,0,0.69926843,"false",0,"CXCL2",0,0,FALSE,FALSE
"2747",129404,"false",4.16938661,0,NA,"","",0.23984343,0,"false",1,8,"false","","BATF2","BATF2",29,1,0,0,0.68306134,"false",0,"BATF2",0,0,FALSE,FALSE
"2748",129405,"false",4.02757456,0,NA,"","",0.24828839,0,"false",1,7,"false","","ERAF","ERAF",8,1,0,0,0.69724254,"false",0,"ERAF",0,0,FALSE,FALSE
"2749",129406,"false",4.10157569,0,NA,"","",0.24380874,0,"false",1,6,"false","","BRPF1","BRPF1",24,1,0,0,0.68984243,"false",0,"BRPF1",0,0,FALSE,FALSE
"2750",129407,"false",3.96314012,3.044e-05,NA,"","",0.25232517,0,"false",3,6,"false","","FHL3","FHL3",49,3,0,1,0.70368599,"false",0,"FHL3",13524,0.5106383,FALSE,FALSE
"2751",129408,"false",3.97439505,0,NA,"","",0.25161062,0,"false",1,6,"false","","NLK","NLK",124,1,0,0,0.7025605,"false",0,"NLK",0,0,FALSE,FALSE
"2752",129409,"false",4.01209904,0,NA,"","",0.24924609,0,"false",1,8,"false","","MRI1","MRI1",56,1,0,0,0.6987901,"false",0,"MRI1",0,0,FALSE,FALSE
"2753",129410,"false",4.01266179,0,NA,"","",0.24921114,0,"false",1,7,"false","","ATPAF2","ATPAF2",213,1,0,0,0.69873382,"false",0,"ATPAF2",0,0,FALSE,FALSE
"2754",129411,"false",4.16966798,0,"Neurons","","",0.23982725,0,"false",1,8,"false","","TCEAL2","TCEAL2",19,1,0,0,0.6830332,"false",0,"TCEAL2",0,0,FALSE,FALSE
"2755",129412,"false",4.01266179,0,NA,"","",0.24921114,0,"false",1,7,"false","","TRIM74","TRIM74",213,1,0,0,0.69873382,"false",0,"TRIM74",0,0,FALSE,FALSE
"2756",129413,"false",4.20343275,0,NA,"","",0.2379008,0,"false",2,8,"false","","RAN","RAN",5,2,0,1,0.67965672,"false",0,"RAN",0,0,FALSE,FALSE
"2757",129414,"false",3.15362971,0,NA,"","",0.31709493,1,"true",2,6,"false","","GIN1","GIN1",109,2,0,0,0.78463703,"false",0,"GIN1",0,0.50697674,FALSE,FALSE
"2758",129415,"false",3.97720878,0,NA,"","",0.25143261,0,"false",2,6,"false","","FTS","FTS",85,2,0,1,0.70227912,"false",0,"FTS",0,0,FALSE,FALSE
"2759",129416,"false",3.91333708,0.00019807,NA,"","",0.25553638,0.16666667,"false",5,6,"false","","NCK1","NCK1",40.75,5,0,1,0.70866629,"false",0,"NCK1",34092,0.27758621,FALSE,FALSE
"2760",129417,"false",4.0523354,0,NA,"","",0.24677128,0,"false",1,8,"false","","ZNF197","ZNF197",63,1,0,0,0.69476646,"false",0,"ZNF197",0,0,FALSE,FALSE
"2761",129418,"false",4.0523354,0,NA,"","",0.24677128,0,"false",1,8,"false","","ANK2","ANK2",63,1,0,0,0.69476646,"false",0,"ANK2",0,0,FALSE,FALSE
"2762",129419,"false",4.0523354,0,NA,"","",0.24677128,0,"false",1,8,"false","","DIXDC1","DIXDC1",63,1,0,0,0.69476646,"false",0,"DIXDC1",0,0,FALSE,FALSE
"2763",129420,"false",4.13590321,0,NA,"","",0.24178516,0,"false",1,8,"false","","TXLNG","TXLNG",27,1,0,0,0.68640968,"false",0,"TXLNG",0,0,FALSE,FALSE
"2764",129421,"false",4.13590321,0,NA,"","",0.24178516,0,"false",1,8,"false","","SH3BGRL3","SH3BGRL3",27,1,0,0,0.68640968,"false",0,"SH3BGRL3",0,0,FALSE,FALSE
"2765",129422,"false",4.13590321,0,NA,"","",0.24178516,0,"false",1,8,"false","","ATP6V1H","ATP6V1H",27,1,0,0,0.68640968,"false",0,"ATP6V1H",0,0,FALSE,FALSE
"2766",129423,"false",4.13590321,0,"Endothelial","","",0.24178516,0,"false",1,8,"false","","IFIH1","IFIH1",27,1,0,0,0.68640968,"false",0,"IFIH1",0,0,FALSE,FALSE
"2767",129424,"false",4.13590321,0,NA,"","",0.24178516,0,"false",1,8,"false","","DDX58","DDX58",27,1,0,0,0.68640968,"false",0,"DDX58",0,0,FALSE,FALSE
"2768",129425,"false",4.13590321,0,NA,"","",0.24178516,0,"false",1,8,"false","","HIST1H2BB","HIST1H2BB",27,1,0,0,0.68640968,"false",0,"HIST1H2BB",0,0,FALSE,FALSE
"2769",129426,"false",4.01266179,0,NA,"","",0.24921114,0,"false",1,7,"false","","HSPB7","HSPB7",213,1,0,0,0.69873382,"false",0,"HSPB7",0,0,FALSE,FALSE
"2770",129427,"false",4.14181204,0,NA,"","",0.24144022,0,"false",2,6,"false","","CIC","CIC",13,2,0,1,0.6858188,"false",0,"CIC",0,0,FALSE,FALSE
"2771",129428,"false",4.13590321,0,NA,"","",0.24178516,0,"false",1,8,"false","","CBR3","CBR3",27,1,0,0,0.68640968,"false",0,"CBR3",0,0,FALSE,FALSE
"2772",129429,"false",4.13590321,0,"Neurons","","",0.24178516,0,"false",1,8,"false","","GNAL","GNAL",27,1,0,0,0.68640968,"false",0,"GNAL",0,0,FALSE,FALSE
"2773",129430,"false",4.00703433,2.619e-05,NA,"","",0.24956113,0,"false",2,7,"false","","EIF3S9","EIF3S9",60.5,2,0,0,0.69929657,"false",0,"EIF3S9",6230,0.53603604,FALSE,FALSE
"2774",129431,"false",4.13590321,0,NA,"","",0.24178516,0,"true",1,8,"false","","GNA13","GNA13",27,1,0,0,0.68640968,"false",0,"GNA13",0,0,FALSE,FALSE
"2775",129432,"false",4.13590321,0,NA,"","",0.24178516,0,"false",1,8,"false","","WDTC1","WDTC1",27,1,0,0,0.68640968,"false",0,"WDTC1",0,0,FALSE,FALSE
"2776",129433,"false",4.13590321,0,"Neurons","","",0.24178516,0,"false",1,8,"false","","RIMBP2","RIMBP2",27,1,0,0,0.68640968,"false",0,"RIMBP2",0,0,FALSE,FALSE
"2777",129434,"false",4.13590321,0,NA,"","",0.24178516,0,"false",1,8,"false","","PRRC2B","PRRC2B",27,1,0,0,0.68640968,"false",0,"PRRC2B",0,0,FALSE,FALSE
"2778",129435,"false",4.13590321,0,NA,"","",0.24178516,0,"false",1,8,"false","","TOR1AIP2","TOR1AIP2",27,1,0,0,0.68640968,"false",0,"TOR1AIP2",0,0,FALSE,FALSE
"2779",129436,"false",3.97720878,0,NA,"","",0.25143261,0,"false",1,6,"false","","ZNF217","ZNF217",85,1,0,0,0.70227912,"false",0,"ZNF217",0,0,FALSE,FALSE
"2780",129437,"false",3.97720878,0,NA,"","",0.25143261,0,"false",2,6,"false","","ZFPM2","ZFPM2",85,2,0,1,0.70227912,"false",0,"ZFPM2",0,0,FALSE,FALSE
"2781",129438,"false",4.14181204,0,NA,"","",0.24144022,0,"false",1,6,"false","","IWS1","IWS1",13,1,0,0,0.6858188,"false",0,"IWS1",0,0,FALSE,FALSE
"2782",129439,"false",3.94850872,0.00037146,NA,"","",0.25326017,0,"false",2,6,"false","","SSX2IP","SSX2IP",15.5,2,0,0,0.70514913,"false",0,"SSX2IP",36732,0.5,FALSE,FALSE
"2783",129440,"false",4.07371975,0,NA,"","",0.24547589,0,"false",1,6,"false","","CDK5RAP3","CDK5RAP3",34,1,0,0,0.69262802,"false",0,"CDK5RAP3",0,0,FALSE,FALSE
"2784",129441,"false",3.9853686,0,NA,"","",0.25091782,0,"false",1,6,"false","","EPS8L3","EPS8L3",62,1,0,0,0.70146314,"false",0,"EPS8L3",0,0,FALSE,FALSE
"2785",129442,"false",4.1181767,0,NA,"","",0.24282591,0,"false",1,7,"false","","SSRP1","SSRP1",18,1,0,0,0.68818233,"false",0,"SSRP1",0,0,FALSE,FALSE
"2786",129443,"false",3.97720878,0,NA,"","",0.25143261,0,"false",1,6,"false","","DMRTB1","DMRTB1",85,1,0,0,0.70227912,"false",0,"DMRTB1",0,0,FALSE,FALSE
"2787",129444,"false",4.21834553,0,"Neurons","","",0.23705977,0,"false",1,8,"false","","PRKAA2","PRKAA2",5,1,0,0,0.67816545,"false",0,"PRKAA2",0,0,FALSE,FALSE
"2788",129445,"false",4.11395611,0,NA,"","",0.24307503,0,"false",2,8,"false","","CNOT3","CNOT3",34,2,0,1,0.68860439,"false",0,"CNOT3",0,0,FALSE,FALSE
"2789",129446,"false",4.11001688,0,NA,"","",0.243308,0,"false",1,8,"false","","NDUFS8","NDUFS8",25,1,0,0,0.68899831,"false",0,"NDUFS8",0,0,FALSE,FALSE
"2790",129447,"false",3.87619584,0,NA,"","",0.2579849,0,"false",1,6,"false","","RPL19","RPL19",94,1,0,0,0.71238042,"false",0,"RPL19",0,0,FALSE,FALSE
"2791",129448,"false",3.81288689,1.485e-05,NA,"","",0.26226847,0,"false",2,6,"false","","SRSF7","SRSF7",76,2,0,0,0.71871131,"false",0,"SRSF7",5708,0.53956835,FALSE,FALSE
"2792",129449,"false",4.0523354,0,NA,"","",0.24677128,0,"false",1,8,"false","","MRC2","MRC2",63,1,0,0,0.69476646,"false",0,"MRC2",0,0,FALSE,FALSE
"2793",129450,"false",4.12267867,0,NA,"","",0.24256074,0,"false",1,6,"false","","H2AFY2","H2AFY2",30,1,0,0,0.68773213,"false",0,"H2AFY2",0,0,FALSE,FALSE
"2794",129451,"false",3.87619584,0,NA,"","",0.2579849,0,"false",1,6,"false","","SMARCA1","SMARCA1",94,1,0,0,0.71238042,"false",0,"SMARCA1",0,0,FALSE,FALSE
"2795",129452,"false",4.01266179,0,NA,"","",0.24921114,0,"false",1,7,"false","","HAT1","HAT1",213,1,0,0,0.69873382,"false",0,"HAT1",0,0,FALSE,FALSE
