"","SUID","ALSOD","AverageShortestPathLength","BetweennessCentrality","Cell.type","Cell.type.x","Cell.type.y","ClosenessCentrality","ClusteringCoefficient","DEG","Degree","Eccentricity","IsSingleNode","Matching.Attribute","Matching.Attribute.1","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared.name","Stress","TopologicalCoefficient","C9","VCP"
"1",126658,"false",3.66854249,0.00039972,NA,NA,NA,0.27258782,0,"false",4,8,"false","SDHAF2","SDHAF2","SDHAF2",101.5,4,0,0,0.73314575,"false",0,"SDHAF2",84602,0.26728723,FALSE,FALSE
"2",126659,"false",4.09229038,0,NA,NA,NA,0.24436194,0,"false",1,8,"false","UBR1","UBR1","UBR1",71,1,0,0,0.69077096,"false",0,"UBR1",0,0,FALSE,FALSE
"3",126660,"false",NA,NA,NA,NA,"",NA,NA,"false",NA,NA,"","","MGRN1","MGRN1",NA,NA,NA,NA,NA,"false",NA,"MGRN1",NA,NA,FALSE,FALSE
"4",126661,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","MALT1","MALT1",NA,NA,NA,NA,NA,"false",NA,"MALT1",NA,NA,FALSE,FALSE
"5",126662,"false",3.73044457,0.00012471,NA,NA,NA,0.26806456,0,"false",2,8,"false","TFAP2C","TFAP2C","TFAP2C",156.5,2,0,0,0.72695554,"false",0,"TFAP2C",18192,0.50323625,FALSE,FALSE
"6",126663,"false",3.74366911,0,NA,NA,NA,0.26711762,0,"false",1,8,"false","KCNE3","KCNE3","KCNE3",292,1,0,0,0.72563309,"false",0,"KCNE3",0,0,FALSE,FALSE
"7",126664,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","MPP5","MPP5",NA,NA,NA,NA,NA,"false",NA,"MPP5",NA,NA,FALSE,FALSE
"8",126665,"false",NA,NA,NA,NA,"",NA,NA,"false",NA,NA,"","","LDOC1","LDOC1",NA,NA,NA,NA,NA,"false",NA,"LDOC1",NA,NA,FALSE,FALSE
"9",126666,"false",4.2290377,0,NA,NA,NA,0.23646041,0,"false",2,8,"false","HOMEZ","HOMEZ","HOMEZ",28,2,0,1,0.67709623,"false",0,"HOMEZ",0,0,FALSE,FALSE
"10",126667,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","FAM50B","FAM50B",NA,NA,NA,NA,NA,"false",NA,"FAM50B",NA,NA,FALSE,FALSE
"11",126668,"false",3.97439505,0,NA,NA,NA,0.25161062,0,"false",2,6,"false","TGFBR1","TGFBR1","TGFBR1",124,2,0,1,0.7025605,"false",0,"TGFBR1",0,0,FALSE,FALSE
"12",126669,"false",3.70793472,6.495e-05,NA,NA,NA,0.26969191,0,"false",2,8,"false","RNF10","RNF10","RNF10",160.5,2,0,0,0.72920653,"false",0,"RNF10",17612,0.51785714,FALSE,FALSE
"13",126670,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","DLST","DLST",NA,NA,NA,NA,NA,"false",NA,"DLST",NA,NA,FALSE,FALSE
"14",126671,"false",3.64472222,0,"Neurons","Neurons","Neurons",0.27436933,0,"false",1,5,"false","NREP","NREP","NREP",311,1,0,0,0.47105556,"false",0,"NREP",0,0,FALSE,FALSE
"15",126672,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","VPS4B","VPS4B",NA,NA,NA,NA,NA,"false",NA,"VPS4B",NA,NA,FALSE,FALSE
"16",126673,"false",3.53095104,0.00114098,NA,NA,NA,0.28320982,0,"false",4,7,"false","DYNLL1","DYNLL1","DYNLL1",149,4,0,0,0.7469049,"false",0,"DYNLL1",160984,0.26523297,FALSE,FALSE
"17",126674,"false",3.73861111,0,NA,NA,NA,0.26747901,0,"false",1,5,"false","ABI2","ABI2","ABI2",64,1,0,0,0.45227778,"false",0,"ABI2",0,0,FALSE,FALSE
"18",126675,"false",3.81888889,0,NA,NA,NA,0.26185627,0,"false",1,5,"false","CLDN1","CLDN1","CLDN1",38,1,0,0,0.43622222,"false",0,"CLDN1",0,0,FALSE,FALSE
"19",126676,"false",3.64472222,0,NA,NA,NA,0.27436933,0,"false",1,5,"false","PAPSS1","PAPSS1","PAPSS1",311,1,0,0,0.47105556,"false",0,"PAPSS1",0,0,FALSE,FALSE
"20",126677,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","EIF2B2","EIF2B2",NA,NA,NA,NA,NA,"false",NA,"EIF2B2",NA,NA,FALSE,FALSE
"21",126678,"false",4.08610017,0,NA,NA,NA,0.24473213,0,"false",1,8,"false","GATA1","GATA1","GATA1",55,1,0,0,0.69138998,"false",0,"GATA1",0,0,FALSE,FALSE
"22",126679,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","C12orf76","C12orf76",NA,NA,NA,NA,NA,"false",NA,"C12orf76",NA,NA,TRUE,FALSE
"23",126680,"false",3.75773776,0.00086109,NA,NA,NA,0.26611756,0,"false",4,6,"false","FKBP5","FKBP5","FKBP5",120.33333333,4,0,1,0.72422622,"false",0,"FKBP5",106626,0.34095238,FALSE,FALSE
"24",126681,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","HBS1L","HBS1L",NA,NA,NA,NA,NA,"false",NA,"HBS1L",NA,NA,FALSE,FALSE
"25",126682,"false",3.31694444,0.00021227,NA,NA,NA,0.30148229,0,"false",3,4,"false","SSR1","SSR1","SSR1",219.33333333,3,0,0,0.53661111,"false",0,"SSR1",87362,0.35910088,FALSE,FALSE
"26",126683,"false",3.70793472,6.495e-05,"Microglia","Microglia","Microglia",0.26969191,0,"false",2,8,"false","SERPINB9","SERPINB9","SERPINB9",160.5,2,0,0,0.72920653,"false",0,"SERPINB9",17612,0.51785714,FALSE,FALSE
"27",126684,"false",3.70315138,0.00043669,NA,NA,NA,0.27004027,0,"false",3,8,"false","CCND1","CCND1","CCND1",91.66666667,3,0,0,0.72968486,"false",0,"CCND1",185102,0.33957553,FALSE,FALSE
"28",126685,"false",NA,NA,NA,NA,"",NA,NA,"false",NA,NA,"","","ROPN1","ROPN1",NA,NA,NA,NA,NA,"false",NA,"ROPN1",NA,NA,FALSE,FALSE
"29",126686,"false",3.64472222,0,NA,NA,NA,0.27436933,0,"false",1,5,"false","ORMDL3","ORMDL3","ORMDL3",311,1,0,0,0.47105556,"false",0,"ORMDL3",0,0,FALSE,FALSE
"30",126687,"false",3.22944444,0.000398,NA,NA,NA,0.30965078,0,"false",3,4,"false","HSPE1","HSPE1","HSPE1",232.66666667,3,0,0,0.55411111,"false",0,"HSPE1",120658,0.35751029,FALSE,FALSE
"31",126688,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","COL16A1","COL16A1",NA,NA,NA,NA,NA,"false",NA,"COL16A1",NA,NA,FALSE,FALSE
"32",126689,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","RAC3","RAC3",NA,NA,NA,NA,NA,"false",NA,"RAC3",NA,NA,FALSE,FALSE
"33",126690,"false",3.53194444,3.4e-06,NA,NA,NA,0.28313016,0,"false",2,5,"false","HMGA1","HMGA1","HMGA1",65.5,2,0,0,0.49361111,"false",0,"HMGA1",588,0.516,FALSE,FALSE
"34",126691,"false",4.01772651,0.00025265,NA,NA,NA,0.24889698,0,"false",3,8,"false","A2M","A2M","A2M",13.33333333,3,0,0,0.69822735,"false",0,"A2M",50232,0.34259259,FALSE,FALSE
"35",126692,"false",3.53388889,0.00034109,NA,NA,NA,0.28297438,0,"false",2,5,"false","ZBTB16","ZBTB16","ZBTB16",224,2,0,0,0.49322222,"false",0,"ZBTB16",50194,0.50681818,FALSE,FALSE
"36",126693,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","BMP2","BMP2",NA,NA,NA,NA,NA,"false",NA,"BMP2",NA,NA,FALSE,FALSE
"37",126694,"false",3.73100732,0.00010358,"Neurons","Neurons","Neurons",0.26802413,0,"false",2,8,"false","PTPN4","PTPN4","PTPN4",158,2,0,0,0.72689927,"false",0,"PTPN4",17974,0.50645161,FALSE,TRUE
"38",126695,"false",3.74366911,0,NA,NA,NA,0.26711762,0,"false",1,8,"false","CKS2","CKS2","CKS2",292,1,0,0,0.72563309,"false",0,"CKS2",0,0,FALSE,FALSE
"39",126696,"false",3.63477772,0.0002641,NA,NA,NA,0.27511999,0,"false",3,7,"false","RPLP1","RPLP1","RPLP1",126,3,0,0,0.73652223,"false",0,"RPLP1",48156,0.34153005,FALSE,FALSE
"40",126697,"false",3.57555556,8.867e-05,"Neurons","Neurons","Neurons",0.27967682,0,"false",2,5,"false","STMN2","STMN2","STMN2",185.5,2,0,0,0.48488889,"false",0,"STMN2",17234,0.50826446,FALSE,FALSE
"41",126698,"false",3.19611111,0.00048708,NA,NA,NA,0.31288024,0.1,"false",5,4,"false","EIF3F","EIF3F","EIF3F",164.8,5,0,0,0.56077778,"false",0,"EIF3F",168688,0.2319209,FALSE,FALSE
"42",126699,"false",3.74366911,0,NA,NA,NA,0.26711762,0,"false",1,8,"false","ANKRD24","ANKRD24","ANKRD24",292,1,0,0,0.72563309,"false",0,"ANKRD24",0,0,FALSE,FALSE
"43",126700,"false",3.64472222,0,NA,NA,NA,0.27436933,0,"false",1,5,"false","LAMTOR5","LAMTOR5","LAMTOR5",311,1,0,0,0.47105556,"false",0,"LAMTOR5",0,0,FALSE,FALSE
"44",126701,"false",3.64472222,0,NA,NA,NA,0.27436933,0,"false",1,5,"false","MAGED2","MAGED2","MAGED2",311,1,0,0,0.47105556,"false",0,"MAGED2",0,0,FALSE,FALSE
"45",126702,"false",3.64472222,0,NA,NA,NA,0.27436933,0,"false",1,5,"false","RSRC1","RSRC1","RSRC1",311,1,0,0,0.47105556,"false",0,"RSRC1",0,0,FALSE,FALSE
"46",126703,"false",3.5325,8.959e-05,NA,NA,NA,0.28308563,0,"false",2,4,"false","LSM3","LSM3","LSM3",219.5,2,0,0,0.4935,"false",0,"LSM3",33344,0.52147971,FALSE,FALSE
"47",126704,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","BTBD10","BTBD10",NA,NA,NA,NA,NA,"false",NA,"BTBD10",NA,NA,FALSE,FALSE
"48",126705,"false",3.58277778,2.244e-05,NA,NA,NA,0.27911304,0,"false",2,4,"false","TRDMT1","TRDMT1","TRDMT1",166.5,2,0,0,0.48344444,"false",0,"TRDMT1",3238,0.50457317,FALSE,FALSE
"49",126706,"false",NA,NA,"","Microglia","",NA,NA,"false",NA,NA,"","","TRIB1","TRIB1",NA,NA,NA,NA,NA,"false",NA,"TRIB1",NA,NA,FALSE,FALSE
"50",126707,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","FAM120B","FAM120B",NA,NA,NA,NA,NA,"false",NA,"FAM120B",NA,NA,FALSE,FALSE
"51",126708,"false",3.70793472,6.495e-05,NA,NA,NA,0.26969191,0,"false",2,8,"false","PSMD11","PSMD11","PSMD11",160.5,2,0,0,0.72920653,"false",0,"PSMD11",17612,0.51785714,FALSE,FALSE
"52",126709,"false",3.66601013,0.00017464,NA,NA,NA,0.27277611,0,"false",2,6,"false","MNAT1","MNAT1","MNAT1",168.5,2,0,0,0.73339899,"false",0,"MNAT1",29782,0.50451807,FALSE,FALSE
"53",126710,"false",3.46638889,0.0003137,NA,NA,NA,0.28848465,0,"false",2,4,"false","ARIH2","ARIH2","ARIH2",270.5,2,0,0,0.50672222,"false",0,"ARIH2",83586,0.51235741,FALSE,FALSE
"54",126711,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","HLA-DQA1","HLA-DQA1",NA,NA,NA,NA,NA,"false",NA,"HLA-DQA1",NA,NA,FALSE,FALSE
"55",126712,"false",3.64603264,0.00011308,NA,NA,NA,0.27427072,0,"false",2,7,"false","ZNF16","ZNF16","ZNF16",168.5,2,0,0,0.73539674,"false",0,"ZNF16",21796,0.50757576,FALSE,FALSE
"56",126713,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","RP11-311P8.3","RP11-311P8.3",NA,NA,NA,NA,NA,"false",NA,"RP11-311P8.3",NA,NA,FALSE,FALSE
"57",126714,"false",3.37888889,0.0001121,NA,NA,NA,0.29595528,0,"false",3,4,"false","BTBD2","BTBD2","BTBD2",144,3,0,0,0.52422222,"false",0,"BTBD2",21514,0.3504902,FALSE,FALSE
"58",126715,"false",3.83722222,0,NA,NA,NA,0.26060518,0,"false",1,5,"false","CANX","CANX","CANX",38,1,0,0,0.43255556,"false",0,"CANX",0,0,FALSE,FALSE
"59",126716,"false",3.85722222,0,NA,NA,NA,0.25925392,0,"false",1,5,"false","BHLHE40","BHLHE40","BHLHE40",28,1,0,0,0.42855556,"false",0,"BHLHE40",0,0,FALSE,FALSE
"60",126717,"false",3.71356218,3.658e-05,NA,NA,NA,0.26928322,0,"false",2,6,"false","MAPRE1","MAPRE1","MAPRE1",145,2,0,0,0.72864378,"false",0,"MAPRE1",11990,0.52554745,FALSE,FALSE
"61",126718,"false",NA,NA,NA,NA,"",NA,NA,"false",NA,NA,"","","CXCR4","CXCR4",NA,NA,NA,NA,NA,"false",NA,"CXCR4",NA,NA,FALSE,FALSE
"62",126719,"false",3.85706246,0.01605322,NA,NA,NA,0.25926466,0,"true",41,7,"false","MLH3","MLH3","MLH3",1.7804878,41,0,0,0.71429375,"false",0,"MLH3",4985346,0.02787456,FALSE,FALSE
"63",126720,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","NDRG4","NDRG4",NA,NA,NA,NA,NA,"false",NA,"NDRG4",NA,NA,TRUE,FALSE
"64",126721,"false",3.77416667,0,NA,NA,NA,0.26495915,0,"false",1,5,"false","AGTRAP","AGTRAP","AGTRAP",80,1,0,0,0.44516667,"false",0,"AGTRAP",0,0,FALSE,FALSE
"65",126722,"false",4.07681486,0.00011087,NA,NA,NA,0.24528953,0,"false",2,7,"false","MUC1","MUC1","MUC1",67.5,2,0,0,0.69231851,"false",0,"MUC1",33720,0.51153846,FALSE,FALSE
"66",126723,"false",3.70793472,6.495e-05,NA,NA,NA,0.26969191,0,"false",2,8,"false","DLEU1","DLEU1","DLEU1",160.5,2,0,0,0.72920653,"false",0,"DLEU1",17612,0.51785714,FALSE,FALSE
"67",126724,"false",3.74366911,0,NA,NA,NA,0.26711762,0,"false",1,8,"false","MLLT3","MLLT3","MLLT3",292,1,0,0,0.72563309,"false",0,"MLLT3",0,0,FALSE,FALSE
"68",126725,"false",4.04727068,0,NA,NA,NA,0.24708009,0,"false",1,8,"false","LRRK2","LRRK2","LRRK2",60,1,0,0,0.69527293,"false",0,"LRRK2",0,0,FALSE,FALSE
"69",126726,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","UBXN11","UBXN11",NA,NA,NA,NA,NA,"false",NA,"UBXN11",NA,NA,FALSE,FALSE
"70",126727,"false",3.78444444,0,NA,NA,NA,0.26423958,0,"false",1,5,"false","ZBED1","ZBED1","ZBED1",62,1,0,0,0.44311111,"false",0,"ZBED1",0,0,FALSE,FALSE
"71",126728,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","CPE","CPE",NA,NA,NA,NA,NA,"false",NA,"CPE",NA,NA,FALSE,FALSE
"72",126729,"false",2.69944444,0.02413494,NA,NA,NA,0.37044659,0.03306931,"true",102,4,"false","ABI1","ABI1","ABI1",23.28712871,102,0,1,0.66011111,"false",0,"ABI1",3028696,0.02328641,FALSE,FALSE
"73",126730,"false",3.97439505,0,NA,NA,NA,0.25161062,0,"false",2,6,"false","CDC37","CDC37","CDC37",124,2,0,1,0.7025605,"false",0,"CDC37",0,0,FALSE,FALSE
"74",126731,"false",3.64472222,0,NA,NA,NA,0.27436933,0,"false",1,5,"false","PASK","PASK","PASK",311,1,0,0,0.47105556,"false",0,"PASK",0,0,FALSE,FALSE
"75",126732,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","ALG11","ALG11",NA,NA,NA,NA,NA,"false",NA,"ALG11",NA,NA,FALSE,FALSE
"76",126733,"false",NA,NA,NA,NA,"",NA,NA,"false",NA,NA,"","","STAMBP","STAMBP",NA,NA,NA,NA,NA,"false",NA,"STAMBP",NA,NA,FALSE,FALSE
"77",126734,"true",4.0585256,0,NA,NA,NA,0.2463949,0,"false",1,6,"false","PFN1","PFN1","PFN1",35,1,0,0,0.69414744,"false",0,"PFN1",0,0,FALSE,FALSE
"78",126735,"false",3.95666854,0.00012502,NA,NA,NA,0.25273788,0,"false",2,6,"false","UBR4","UBR4","UBR4",86.5,2,0,0,0.70433315,"false",0,"UBR4",20082,0.50892857,FALSE,FALSE
"79",126736,"false",3.68527778,0,NA,NA,NA,0.27134997,0,"false",1,5,"false","TP53TG1","TP53TG1","TP53TG1",102,1,0,0,0.46294444,"false",0,"TP53TG1",0,0,FALSE,FALSE
"80",126737,"false",3.33555556,5.855e-05,NA,NA,NA,0.29980013,0.33333333,"false",3,4,"false","PTP4A3","PTP4A3","PTP4A3",123.33333333,3,0,0,0.53288889,"false",0,"PTP4A3",6568,0.35755814,FALSE,FALSE
"81",126738,"false",3.69805556,0,NA,NA,NA,0.27041238,0,"false",1,5,"false","TNFRSF1B","TNFRSF1B","TNFRSF1B",73,1,0,0,0.46038889,"false",0,"TNFRSF1B",0,0,FALSE,FALSE
"82",126739,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","PHC2","PHC2",NA,NA,NA,NA,NA,"false",NA,"PHC2",NA,NA,FALSE,FALSE
"83",126740,"false",NA,NA,NA,NA,"",NA,NA,"false",NA,NA,"","","HMBOX1","HMBOX1",NA,NA,NA,NA,NA,"false",NA,"HMBOX1",NA,NA,FALSE,FALSE
"84",126741,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","CRTC3","CRTC3",NA,NA,NA,NA,NA,"false",NA,"CRTC3",NA,NA,TRUE,FALSE
"85",126742,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","RNF32","RNF32",NA,NA,NA,NA,NA,"false",NA,"RNF32",NA,NA,FALSE,FALSE
"86",126743,"false",3.91193022,0.00030568,NA,NA,NA,0.25562828,0.16666667,"false",4,7,"false","FBXW7","FBXW7","FBXW7",55.25,4,0,0,0.70880698,"false",0,"FBXW7",60728,0.2912234,FALSE,FALSE
"87",126744,"false",4.03916667,0,NA,NA,NA,0.24757582,0,"false",1,5,"false","TGFB1","TGFB1","TGFB1",55,1,0,0,0.39216667,"false",0,"TGFB1",0,0,FALSE,FALSE
"88",126745,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","TBRG4","TBRG4",NA,NA,NA,NA,NA,"false",NA,"TBRG4",NA,NA,FALSE,FALSE
"89",126746,"false",3.74366911,0,NA,NA,NA,0.26711762,0,"false",1,8,"false","PKN2","PKN2","PKN2",292,1,0,0,0.72563309,"false",0,"PKN2",0,0,FALSE,FALSE
"90",126747,"false",3.83398987,0.00093295,NA,NA,NA,0.26082489,0,"false",3,7,"false","HSP90AB1","HSP90AB1","HSP90AB1",89.66666667,3,0,0,0.71660101,"false",0,"HSP90AB1",221692,0.33713561,FALSE,FALSE
"91",126748,"false",3.75239167,0.00035724,NA,NA,NA,0.2664967,0,"false",4,7,"false","DBN1","DBN1","DBN1",82.66666667,4,0,1,0.72476083,"false",0,"DBN1",31230,0.33746556,FALSE,FALSE
"92",126749,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","MITD1","MITD1",NA,NA,NA,NA,NA,"false",NA,"MITD1",NA,NA,FALSE,FALSE
"93",126750,"false",3.64472222,0,NA,NA,NA,0.27436933,0,"false",1,5,"false","CCDC130","CCDC130","CCDC130",311,1,0,0,0.47105556,"false",0,"CCDC130",0,0,FALSE,FALSE
"94",126751,"false",NA,NA,"","Neurons","",NA,NA,"false",NA,NA,"","","L3MBTL3","L3MBTL3",NA,NA,NA,NA,NA,"false",NA,"L3MBTL3",NA,NA,FALSE,FALSE
"95",126752,"false",3.455,0.00012913,NA,NA,NA,0.2894356,0,"false",3,4,"false","DYSF","DYSF","DYSF",158.33333333,3,0,0,0.509,"false",0,"DYSF",40636,0.35676493,FALSE,FALSE
"96",126753,"false",NA,NA,NA,NA,"",NA,NA,"false",NA,NA,"","","ECSIT","ECSIT",NA,NA,NA,NA,NA,"false",NA,"ECSIT",NA,NA,FALSE,FALSE
"97",126754,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","DMD","DMD",NA,NA,NA,NA,NA,"false",NA,"DMD",NA,NA,FALSE,FALSE
"98",126755,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","APPL1","APPL1",NA,NA,NA,NA,NA,"false",NA,"APPL1",NA,NA,FALSE,FALSE
"99",126756,"false",3.74366911,0,NA,NA,NA,0.26711762,0,"false",1,8,"false","COX17","COX17","COX17",292,1,0,0,0.72563309,"false",0,"COX17",0,0,FALSE,FALSE
"100",126757,"false",4.0073157,0,NA,NA,NA,0.2495436,0,"false",1,6,"false","ITGB5","ITGB5","ITGB5",62,1,0,0,0.69926843,"false",0,"ITGB5",0,0,TRUE,FALSE
"101",126758,"false",4.00337648,5.347e-05,NA,NA,NA,0.24978915,0,"false",3,8,"false","MLF1","MLF1","MLF1",36,3,0,1,0.69966235,"false",0,"MLF1",13032,0.50724638,FALSE,FALSE
"102",126759,"false",3.64472222,0,NA,NA,NA,0.27436933,0,"false",1,5,"false","MRM1","MRM1","MRM1",311,1,0,0,0.47105556,"false",0,"MRM1",0,0,FALSE,FALSE
"103",126760,"false",3.64472222,0,NA,NA,NA,0.27436933,0,"false",1,5,"false","NELL1","NELL1","NELL1",311,1,0,0,0.47105556,"false",0,"NELL1",0,0,FALSE,FALSE
"104",126761,"false",3.74366911,0,NA,NA,NA,0.26711762,0,"false",1,8,"false","TSPY1","TSPY1","TSPY1",292,1,0,0,0.72563309,"false",0,"TSPY1",0,0,FALSE,FALSE
"105",126762,"false",3.74366911,0,"Astrocytes","Astrocytes","Astrocytes",0.26711762,0,"false",1,8,"false","BBS2","BBS2","BBS2",292,1,0,0,0.72563309,"false",0,"BBS2",0,0,FALSE,FALSE
"106",126763,"false",3.74366911,0,NA,NA,NA,0.26711762,0,"false",1,8,"false","BBS1","BBS1","BBS1",292,1,0,0,0.72563309,"false",0,"BBS1",0,0,FALSE,FALSE
"107",126764,"false",3.35527778,0,NA,NA,NA,0.29803792,1,"false",2,4,"false","RAD23A","RAD23A","RAD23A",296.5,2,0,0,0.52894444,"false",0,"RAD23A",0,0.53423423,FALSE,FALSE
"108",126765,"false",3.56583333,8.674e-05,NA,NA,NA,0.28043935,0,"false",2,4,"false","RAD23B","RAD23B","RAD23B",198,2,0,0,0.48683333,"false",0,"RAD23B",24360,0.51570681,FALSE,FALSE
"109",126766,"false",3.64575127,0.00296756,NA,NA,NA,0.27429189,0,"true",4,8,"false","RAB27A","RAB27A","RAB27A",90.75,4,0,0,0.73542487,"false",0,"RAB27A",650758,0.25716332,FALSE,FALSE
"110",126767,"false",3.74366911,0,NA,NA,NA,0.26711762,0,"false",1,8,"false","CCL18","CCL18","CCL18",292,1,0,0,0.72563309,"false",0,"CCL18",0,0,FALSE,FALSE
"111",126768,"false",3.70793472,6.495e-05,NA,NA,NA,0.26969191,0,"false",2,8,"false","LAMTOR1","LAMTOR1","LAMTOR1",160.5,2,0,0,0.72920653,"false",0,"LAMTOR1",17612,0.51785714,FALSE,FALSE
"112",126769,"false",3.74254361,1.959e-05,NA,NA,NA,0.26719796,0,"false",2,8,"false","CRADD","CRADD","CRADD",148,2,0,0,0.72574564,"false",0,"CRADD",2204,0.50342466,FALSE,FALSE
"113",126770,"false",3.74366911,0,NA,NA,NA,0.26711762,0,"false",1,8,"false","BRMS1","BRMS1","BRMS1",292,1,0,0,0.72563309,"false",0,"BRMS1",0,0,FALSE,FALSE
"114",126771,"false",3.64472222,0,NA,NA,NA,0.27436933,0,"false",1,5,"false","TMSB4X","TMSB4X","TMSB4X",311,1,0,0,0.47105556,"false",0,"TMSB4X",0,0,FALSE,FALSE
"115",126772,"false",3.64472222,0,NA,NA,NA,0.27436933,0,"false",1,5,"false","PSG9","PSG9","PSG9",311,1,0,0,0.47105556,"false",0,"PSG9",0,0,FALSE,FALSE
"116",126773,"false",3.64472222,0,NA,NA,NA,0.27436933,0,"false",1,5,"false","PAEP","PAEP","PAEP",311,1,0,0,0.47105556,"false",0,"PAEP",0,0,FALSE,FALSE
"117",126774,"false",3.53833333,2.518e-05,"Neurons","Neurons","Neurons",0.28261894,0,"false",2,4,"false","PAFAH1B3","PAFAH1B3","PAFAH1B3",181.5,2,0,0,0.49233333,"false",0,"PAFAH1B3",5922,0.51719198,FALSE,FALSE
"118",126775,"false",NA,NA,NA,NA,"",NA,NA,"false",NA,NA,"","","RBPMS","RBPMS",NA,NA,NA,NA,NA,"false",NA,"RBPMS",NA,NA,FALSE,FALSE
"119",126776,"false",3.64472222,0,NA,NA,NA,0.27436933,0,"false",1,5,"false","DUSP7","DUSP7","DUSP7",311,1,0,0,0.47105556,"false",0,"DUSP7",0,0,FALSE,FALSE
"120",126777,"false",NA,NA,"","Neurons","",NA,NA,"false",NA,NA,"","","SEC61A2","SEC61A2",NA,NA,NA,NA,NA,"false",NA,"SEC61A2",NA,NA,TRUE,FALSE
"121",126778,"false",5.08384918,0,NA,NA,NA,0.19670135,0,"false",1,8,"false","PHB","PHB","PHB",17,1,0,0,0.59161508,"false",0,"PHB",0,0,FALSE,FALSE
"122",126779,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","ZC2HC1C","ZC2HC1C",NA,NA,NA,NA,NA,"false",NA,"ZC2HC1C",NA,NA,FALSE,FALSE
"123",126780,"false",4.01547552,5.577e-05,NA,NA,NA,0.24903651,0,"false",2,6,"false","CFAP206","CFAP206","CFAP206",47,2,0,0,0.69845245,"false",0,"CFAP206",7758,0.51685393,FALSE,FALSE
"124",126781,"false",3.64472222,0,NA,NA,NA,0.27436933,0,"false",1,5,"false","CRCT1","CRCT1","CRCT1",311,1,0,0,0.47105556,"false",0,"CRCT1",0,0,FALSE,FALSE
"125",126782,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","CDX4","CDX4",NA,NA,NA,NA,NA,"false",NA,"CDX4",NA,NA,FALSE,FALSE
"126",126783,"false",3.74366911,0,NA,NA,NA,0.26711762,0,"false",1,8,"false","GUSBP1","GUSBP1","GUSBP1",292,1,0,0,0.72563309,"false",0,"GUSBP1",0,0,FALSE,FALSE
"127",126784,"false",3.60157569,0.00594706,NA,NA,NA,0.27765625,0,"false",12,7,"false","ZDHHC17","ZDHHC17","ZDHHC17",54.5,12,0,1,0.73984243,"false",0,"ZDHHC17",1945404,0.11122661,FALSE,FALSE
"128",126785,"false",3.07416667,0.00147894,NA,NA,NA,0.32529141,0.11111111,"false",10,4,"false","XRCC6","XRCC6","XRCC6",82.1,10,0,0,0.58516667,"false",0,"XRCC6",161506,0.11786744,FALSE,FALSE
"129",126786,"false",3.518852,0.00124391,NA,NA,NA,0.28418359,0.16666667,"false",5,6,"false","CDKN2A","CDKN2A","CDKN2A",157.5,5,0,1,0.7481148,"false",0,"CDKN2A",143432,0.26746167,FALSE,FALSE
"130",126787,"false",NA,NA,"",NA,"",NA,NA,"false",NA,NA,"","","BUB1","BUB1",NA,NA,NA,NA,NA,"false",NA,"BUB1",NA,NA,FALSE,FALSE
"131",126788,"false",3.77333333,0,NA,NA,NA,0.26501767,0,"false",1,5,"false","STK11","STK11","STK11",75,1,0,0,0.44533333,"false",0,"STK11",0,0,FALSE,FALSE
"132",126789,"false",NA,NA,NA,NA,"",NA,NA,"false",NA,NA,"","","USP8","USP8",NA,NA,NA,NA,NA,"false",NA,"USP8",NA,NA,FALSE,FALSE
