"SUID","ALSOD","AverageShortestPathLength","BetweennessCentrality","Cell.type","ClosenessCentrality","ClusteringCoefficient","DEG","Degree","Eccentricity","IsSingleNode","Matching.Attribute","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"106634","false","3.87291879","0.0","NA","0.25820319","0.0","false","1","7","false","GLRX5","GLRX5","253.0","1","0","0","0.71270812","false","0","GLRX5","0","0.0"
"106635","false","4.10431532","0.0","NA","0.243646","0.0","false","1","8","false","ADRA1A","ADRA1A","63.0","1","0","0","0.68956847","false","0","ADRA1A","0","0.0"
"106636","false","3.74074074","0.0","NA","0.26732673","0.0","false","1","8","false","CRCT1","CRCT1","292.0","1","0","0","0.72592593","false","0","CRCT1","0","0.0"
"106637","false","4.70166497","0.0","NA","0.21269061","0.0","false","1","8","false","RIF1","RIF1","19.0","1","0","0","0.6298335","false","0","RIF1","0","0.0"
"106638","false","5.16989467","0.0","NA","0.19342754","0.0","false","1","8","false","SEPT12","SEPT12","12.0","1","0","0","0.58301053","false","0","SEPT12","0","0.0"
"106639","false","4.02038736","0.0","NA","0.24873225","0.0","false","1","8","false","PLSCR3","PLSCR3","120.0","1","0","0","0.69796126","false","0","PLSCR3","0","0.0"
"106640","false","4.27319062","0.0","NA","0.23401718","0.0","false","1","8","false","ZBTB8A","ZBTB8A","43.0","1","0","0","0.67268094","false","0","ZBTB8A","0","0.0"
"106641","false","4.27319062","0.0","NA","0.23401718","0.0","false","1","8","false","DZIP3","DZIP3","43.0","1","0","0","0.67268094","false","0","DZIP3","0","0.0"
"106642","false","3.82908597","7.4627E-4","NA","0.26115893","0.0","false","2","8","false","NUDT14","NUDT14","128.0","2","0","0","0.7170914","false","0","NUDT14","25872","0.50197628"
"106643","false","4.37240911","0.0","NA","0.22870687","0.0","false","1","7","false","KIAA0408","KIAA0408","40.0","1","0","0","0.66275909","false","0","KIAA0408","0","0.0"
"106644","false","5.56133197","0.0","NA","0.17981304","0.0","false","1","9","false","STK24","STK24","4.0","1","0","0","0.5438668","false","0","STK24","0","0.0"
"106645","false","4.56167176","0.00137183","NA","0.21921788","0.0","true","4","8","false","STRN3","STRN3","2.25","4","0","0","0.64383282","false","0","STRN3","121820","0.25"
"106646","false","5.34522596","0.0","NA","0.18708283","0.0","false","1","8","false","ZNF17","ZNF17","16.0","1","0","0","0.5654774","false","0","ZNF17","0","0.0"
"106647","false","4.20523276","0.0","NA","0.23779897","0.0","false","1","8","false","HSD17B14","HSD17B14","9.0","1","0","0","0.67947672","false","0","HSD17B14","0","0.0"
"106648","false","4.20353381","6.6608E-4","NA","0.23789508","0.0","false","2","8","false","LDLRAD1","LDLRAD1","18.0","2","0","0","0.67964662","false","0","LDLRAD1","58096","0.5"
