Entity 1	Entity 2	Weight	Network group	Networks
COX8A	NDUFS6	0.038969345	Co-expression	"[Arijs-Rutgeerts-2009, Cheok-Evans-2003, Kang-Willman-2010, Mallon-McKay-2013, Rieger-Chu-2004, Roth-Zlotnik-2006]"
NDUFA1	NDUFA13	0.038934899	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Kang-Willman-2010, Roth-Zlotnik-2006, Smirnov-Cheung-2009]"
NDUFA8	ATP5O	0.038893935	Co-expression	"[Innocenti-Brown-2011, Roth-Zlotnik-2006, Salaverria-Siebert-2011]"
ATP5A1	COX8A	0.038852967	Co-expression	"[Arijs-Rutgeerts-2009, Roth-Zlotnik-2006, Smirnov-Cheung-2009]"
ATP5H	ATP5J2	0.038846818	Co-expression	"[Burington-Shaughnessy-2008, Cheok-Evans-2003, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
UQCRB	NDUFA13	0.038726696	Co-expression	"[Gysin-McMahon-2012, Mallon-McKay-2013, Salaverria-Siebert-2011]"
NDUFV2	PPA1	0.038697956	Co-expression	"[Bahr-Bowler-2013, Gysin-McMahon-2012]"
COX8A	ATP5H	0.03868021	Co-expression	"[Rieger-Chu-2004, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wang-Maris-2006]"
NDUFS4	ATP6V0E1	0.038661326	Co-expression	"[Burington-Shaughnessy-2008, Gysin-McMahon-2012, Smirnov-Cheung-2009]"
ATP5J	SDHD	0.038602119	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Innocenti-Brown-2011, Wu-Garvey-2007]"
NDUFAB1	COX17	0.038597403	Co-expression	"[Bahr-Bowler-2013, Gysin-McMahon-2012, Rieger-Chu-2004, Wu-Garvey-2007]"
ATP6V0B	ATP6V1F	0.038594733	Co-expression	"[Cheok-Evans-2003, Ramaswamy-Golub-2001, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Wang-Maris-2006]"
ATP5D	UQCR11	0.038571103	Co-expression	"[Burington-Shaughnessy-2008, Cheok-Evans-2003, Rieger-Chu-2004]"
SPARC	CDH11	0.038552587	Co-expression	"[Arijs-Rutgeerts-2009, Bild-Nevins-2006 B, Chen-Brown-2002, Mallon-McKay-2013, Salaverria-Siebert-2011]"
COX7A2	NDUFC1	0.038536567	Co-expression	"[Cheok-Evans-2003, Gysin-McMahon-2012, Mallon-McKay-2013, Rieger-Chu-2004, Wu-Garvey-2007]"
UQCRFS1	SDHA	0.038518853	Co-expression	"[Chen-Brown-2002, Cheok-Evans-2003, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Wu-Garvey-2007]"
SDHA	COX8A	0.038486905	Co-expression	"[Arijs-Rutgeerts-2009, Ramaswamy-Golub-2001, Wu-Garvey-2007]"
COX5A	NDUFA4	0.038484033	Co-expression	"[Bahr-Bowler-2013, Kang-Willman-2010, Roth-Zlotnik-2006]"
NDUFB3	NDUFS4	0.03841734	Co-expression	"[Roth-Zlotnik-2006, Smirnov-Cheung-2009, Wu-Garvey-2007]"
ATP5B	UQCRC1	0.038378198	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Mallon-McKay-2013, Ramaswamy-Golub-2001, Roth-Zlotnik-2006, Salaverria-Siebert-2011]"
UQCRB	NDUFB9	0.038354744	Co-expression	"[Arijs-Rutgeerts-2009, Kang-Willman-2010, Roth-Zlotnik-2006]"
COX5A	NDUFA6	0.038311817	Co-expression	"[Arijs-Rutgeerts-2009, Bild-Nevins-2006 B, Gysin-McMahon-2012, Innocenti-Brown-2011]"
COX8A	COX5A	0.038308714	Co-expression	"[Kang-Willman-2010, Roth-Zlotnik-2006, Smirnov-Cheung-2009, Wang-Maris-2006]"
NDUFB5	UQCRH	0.038255034	Co-expression	"[Arijs-Rutgeerts-2009, Burington-Shaughnessy-2008, Roth-Zlotnik-2006, Wu-Garvey-2007]"
COX6A1	NDUFB4	0.038254157	Co-expression	"[Bahr-Bowler-2013, Gysin-McMahon-2012, Smirnov-Cheung-2009]"
NDUFV1	NDUFB7	0.038249485	Co-expression	"[Burington-Shaughnessy-2008, Smirnov-Cheung-2009, Wang-Maris-2006, Wu-Garvey-2007]"
UQCRC1	SDHA	0.038231232	Co-expression	"[Burington-Shaughnessy-2008, Cheok-Evans-2003, Roth-Zlotnik-2006, Wu-Garvey-2007]"
NDUFA7	NDUFB4	0.038220663	Co-expression	"[Innocenti-Brown-2011, Mallon-McKay-2013, Smirnov-Cheung-2009]"
COX5B	NDUFA12	0.038202023	Co-expression	"[Arijs-Rutgeerts-2009, Kang-Willman-2010, Mallon-McKay-2013, Roth-Zlotnik-2006]"
COX5A	COX17	0.038170541	Co-expression	"[Gysin-McMahon-2012, Mallon-McKay-2013, Rieger-Chu-2004]"
ATP5J	COX6B1	0.038160142	Co-expression	"[Kang-Willman-2010, Mallon-McKay-2013, Roth-Zlotnik-2006, Smirnov-Cheung-2009]"
ATP6V1F	SDHB	0.038128522	Co-expression	"[Ramaswamy-Golub-2001, Wang-Maris-2006, Wu-Garvey-2007]"
UQCRC1	NDUFB7	0.038112395	Co-expression	"[Arijs-Rutgeerts-2009, Burington-Shaughnessy-2008, Roth-Zlotnik-2006, Wu-Garvey-2007]"
ATP6V1F	ATP6V1D	0.038100706	Co-expression	"[Gysin-McMahon-2012, Rieger-Chu-2004, Roth-Zlotnik-2006]"
UQCRH	NDUFB3	0.038092223	Co-expression	"[Innocenti-Brown-2011, Roth-Zlotnik-2006, Wu-Garvey-2007]"
NDUFV2	COX17	0.03803919	Co-expression	"[Bahr-Bowler-2013, Mallon-McKay-2013, Rieger-Chu-2004]"
NDUFB5	BBIP1	0.038017293	Co-expression	"[Gysin-McMahon-2012, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
NDUFB6	NDUFA12	0.038014733	Co-expression	"[Bahr-Bowler-2013, Innocenti-Brown-2011, Mallon-McKay-2013, Roth-Zlotnik-2006]"
NDUFA9	NDUFS3	0.037918657	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Kang-Willman-2010, Mallon-McKay-2013, Salaverria-Siebert-2011, Wu-Garvey-2007]"
NDUFB1	NDUFB9	0.037897483	Co-expression	"[Arijs-Rutgeerts-2009, Mallon-McKay-2013, Roth-Zlotnik-2006]"
ATP6V1F	ATP5J2	0.037895757	Co-expression	"[Burington-Shaughnessy-2008, Chen-Brown-2002, Gysin-McMahon-2012, Salaverria-Siebert-2011]"
UQCRFS1	NDUFB5	0.037873404	Co-expression	"[Arijs-Rutgeerts-2009, Burington-Shaughnessy-2008, Chen-Brown-2002, Cheok-Evans-2003, Innocenti-Brown-2011, Roth-Zlotnik-2006]"
UQCR11	COX6A1	0.037863583	Co-expression	"[Bahr-Bowler-2013, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wu-Garvey-2007]"
ATP5G1	COX11	0.037862902	Co-expression	"[Gysin-McMahon-2012, Kang-Willman-2010, Salaverria-Siebert-2011]"
COX17	NDUFA13	0.037844299	Co-expression	"[Mallon-McKay-2013, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
NDUFA1	NDUFB7	0.037824864	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Rieger-Chu-2004, Wu-Garvey-2007]"
COX17	COX6A1	0.037812057	Co-expression	"[Gysin-McMahon-2012, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
UQCRH	COX4I1	0.037809314	Co-expression	"[Bild-Nevins-2006 B, Cheok-Evans-2003, Ramaswamy-Golub-2001, Rieger-Chu-2004, Roth-Zlotnik-2006]"
ATP5H	COX6A1	0.0377032	Co-expression	"[Gysin-McMahon-2012, Mallon-McKay-2013, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
ATP5F1	UQCR11	0.037701626	Co-expression	"[Arijs-Rutgeerts-2009, Mallon-McKay-2013, Smirnov-Cheung-2009]"
ATP6V1E1	PFDN1	0.037673582	Co-expression	"[Bild-Nevins-2006 B, Roth-Zlotnik-2006, Wu-Garvey-2007]"
ATP5O	NDUFA13	0.03764386	Co-expression	"[Mallon-McKay-2013, Roth-Zlotnik-2006, Smirnov-Cheung-2009]"
CYC1	ATP5J	0.03763625	Co-expression	"[Mallon-McKay-2013, Roth-Zlotnik-2006, Wang-Maris-2006]"
UQCRQ	ATP5D	0.037621615	Co-expression	"[Chen-Brown-2002, Mallon-McKay-2013, Rieger-Chu-2004, Wu-Garvey-2007]"
UQCRFS1	UQCR11	0.037577654	Co-expression	"[Burington-Shaughnessy-2008, Innocenti-Brown-2011, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wu-Garvey-2007]"
NDUFS2	ATP5G3	0.03757559	Co-expression	"[Arijs-Rutgeerts-2009, Innocenti-Brown-2011, Roth-Zlotnik-2006]"
UQCR10	COX6A1	0.037491955	Co-expression	"[Arijs-Rutgeerts-2009, Gysin-McMahon-2012, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
COX8A	NDUFB7	0.03747403	Co-expression	"[Cheok-Evans-2003, Mallon-McKay-2013, Salaverria-Siebert-2011, Wu-Garvey-2007]"
NDUFAB1	SDHB	0.037442726	Co-expression	"[Burington-Shaughnessy-2008, Chen-Brown-2002, Smirnov-Cheung-2009, Wu-Garvey-2007]"
ATP5H	NDUFC1	0.037335095	Co-expression	"[Cheok-Evans-2003, Innocenti-Brown-2011, Rieger-Chu-2004, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wu-Garvey-2007]"
SDHB	SDHD	0.03729803	Co-expression	"[Bild-Nevins-2006 B, Innocenti-Brown-2011, Mallon-McKay-2013]"
NDUFB5	NDUFA9	0.037296728	Co-expression	"[Chen-Brown-2002, Innocenti-Brown-2011, Mallon-McKay-2013]"
SDHA	NDUFS3	0.037289135	Co-expression	"[Arijs-Rutgeerts-2009, Burington-Shaughnessy-2008, Cheok-Evans-2003, Wu-Garvey-2007]"
PPA1	ATP5L	0.037243562	Co-expression	"[Bahr-Bowler-2013, Kang-Willman-2010]"
NDUFA8	ATP5L	0.037192916	Co-expression	"[Arijs-Rutgeerts-2009, Innocenti-Brown-2011, Mallon-McKay-2013]"
CYC1	NDUFB9	0.037182337	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Kang-Willman-2010, Mallon-McKay-2013, Roth-Zlotnik-2006]"
UQCRH	ATP5F1	0.037148768	Co-expression	"[Ramaswamy-Golub-2001, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
COX8A	NDUFA6	0.037026409	Co-expression	"[Kang-Willman-2010, Rieger-Chu-2004, Roth-Zlotnik-2006, Smirnov-Cheung-2009]"
NDUFA9	NDUFA6	0.036982211	Co-expression	"[Kang-Willman-2010, Rieger-Chu-2004, Roth-Zlotnik-2006, Salaverria-Siebert-2011]"
COX5A	ATP5O	0.0369654	Co-expression	"[Bild-Nevins-2006 B, Burington-Shaughnessy-2008, Rieger-Chu-2004, Salaverria-Siebert-2011, Wu-Garvey-2007]"
COX7A2	ATP5J2	0.036957528	Co-expression	"[Rieger-Chu-2004, Smirnov-Cheung-2009, Wu-Garvey-2007]"
ATP6V1F	ATP6V1H	0.036940841	Co-expression	"[Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wu-Garvey-2007]"
ATP5G1	COX5A	0.03692681	Co-expression	"[Arijs-Rutgeerts-2009, Mallon-McKay-2013, Roth-Zlotnik-2006, Salaverria-Siebert-2011]"
ATP6V1F	NDUFA1	0.036881974	Co-expression	"[Bild-Nevins-2006 B, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
SPARC	TCF4	0.036864516	Co-expression	"[Chen-Brown-2002, Gysin-McMahon-2012, Innocenti-Brown-2011]"
NDUFA7	NDUFB6	0.036850762	Co-expression	"[Chen-Brown-2002, Innocenti-Brown-2011, Ramaswamy-Golub-2001, Salaverria-Siebert-2011]"
NDUFA9	ATP5J2	0.036831697	Co-expression	"[Arijs-Rutgeerts-2009, Mallon-McKay-2013, Smirnov-Cheung-2009]"
COX5A	NDUFS7	0.036752514	Co-expression	"[Burington-Shaughnessy-2008, Mallon-McKay-2013, Wang-Maris-2006]"
NDUFAB1	ATP5A1	0.036651111	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
NDUFB5	ATP5O	0.036601053	Co-expression	"[Burington-Shaughnessy-2008, Gysin-McMahon-2012, Kang-Willman-2010, Wu-Garvey-2007]"
UQCR11	ATP6V0E1	0.036595794	Co-expression	"[Gysin-McMahon-2012, Rieger-Chu-2004, Salaverria-Siebert-2011]"
COX4I1	NDUFA4	0.036534317	Co-expression	"[Innocenti-Brown-2011, Ramaswamy-Golub-2001, Roth-Zlotnik-2006]"
NDUFA2	COX6A1	0.036509257	Co-expression	"[Bahr-Bowler-2013, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
CYC1	NDUFB10	0.036480487	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Kang-Willman-2010, Ramaswamy-Golub-2001, Roth-Zlotnik-2006]"
NDUFA13	NDUFB10	0.036472861	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Kang-Willman-2010, Roth-Zlotnik-2006]"
CYC1	UQCR11	0.036430614	Co-expression	"[Roth-Zlotnik-2006, Wang-Maris-2006, Wu-Garvey-2007]"
NDUFS1	NDUFA1	0.036402661	Co-expression	"[Arijs-Rutgeerts-2009, Roth-Zlotnik-2006, Smirnov-Cheung-2009]"
COX7A2	COX7C	0.036400597	Co-expression	"[Arijs-Rutgeerts-2009, Innocenti-Brown-2011, Ramaswamy-Golub-2001, Rieger-Chu-2004, Smirnov-Cheung-2009]"
PPP2CB	NDUFS4	0.036390564	Co-expression	"[Bild-Nevins-2006 B, Cheok-Evans-2003, Smirnov-Cheung-2009]"
UQCRFS1	NDUFA3	0.036372671	Co-expression	"[Arijs-Rutgeerts-2009, Chen-Brown-2002, Gysin-McMahon-2012, Salaverria-Siebert-2011]"
CYC1	NDUFA1	0.036357034	Co-expression	"[Chen-Brown-2002, Mallon-McKay-2013, Roth-Zlotnik-2006, Wu-Garvey-2007]"
ATP5B	COX5A	0.036335889	Co-expression	"[Arijs-Rutgeerts-2009, Kang-Willman-2010, Ramaswamy-Golub-2001, Roth-Zlotnik-2006, Salaverria-Siebert-2011]"
ATP5A1	ATP5L	0.036277004	Co-expression	"[Arijs-Rutgeerts-2009, Kang-Willman-2010]"
NDUFB3	NDUFB4	0.03624399	Co-expression	"[Bahr-Bowler-2013, Innocenti-Brown-2011, Smirnov-Cheung-2009]"
NDUFS1	COX7B	0.036240901	Co-expression	"[Arijs-Rutgeerts-2009, Smirnov-Cheung-2009]"
NDUFA7	NDUFB11	0.03623983	Co-expression	"[Gysin-McMahon-2012, Mallon-McKay-2013, Roth-Zlotnik-2006]"
UQCRH	COX6C	0.036215913	Co-expression	"[Kang-Willman-2010, Ramaswamy-Golub-2001, Roth-Zlotnik-2006, Wu-Garvey-2007]"
NDUFAB1	COX7C	0.036194801	Co-expression	"[Arijs-Rutgeerts-2009, Bild-Nevins-2006 B, Rieger-Chu-2004, Roth-Zlotnik-2006]"
UQCRQ	NDUFB6	0.036150671	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Chen-Brown-2002, Ramaswamy-Golub-2001, Salaverria-Siebert-2011]"
NDUFA2	NDUFS7	0.036100017	Co-expression	"[Burington-Shaughnessy-2008, Cheok-Evans-2003, Smirnov-Cheung-2009]"
UQCRC1	NDUFS6	0.036060184	Co-expression	"[Burington-Shaughnessy-2008, Kang-Willman-2010, Roth-Zlotnik-2006, Wang-Maris-2006, Wu-Garvey-2007]"
NDUFA13	UQCR10	0.03604912	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
COX4I1	NDUFB1	0.036038189	Co-expression	"[Burington-Shaughnessy-2008, Cheok-Evans-2003, Rieger-Chu-2004, Wu-Garvey-2007]"
COX7A2	COX6A1	0.036016225	Co-expression	"[Ramaswamy-Golub-2001, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wu-Garvey-2007]"
BPTF	COX11	0.035959147	Co-expression	"[Bild-Nevins-2006 B, Wang-Maris-2006]"
NDUFB3	COX17	0.035951491	Co-expression	"[Rieger-Chu-2004, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
ATP5J	SDHC	0.03591493	Co-expression	"[Bild-Nevins-2006 B, Chen-Brown-2002, Gysin-McMahon-2012]"
COX8A	COX4I1	0.035906195	Co-expression	"[Cheok-Evans-2003, Innocenti-Brown-2011, Ramaswamy-Golub-2001, Wang-Maris-2006]"
NDUFB1	NDUFA4	0.035867082	Co-expression	"[Chen-Brown-2002, Mallon-McKay-2013]"
ATP5A1	NDUFB11	0.035855365	Co-expression	"[Gysin-McMahon-2012, Roth-Zlotnik-2006, Smirnov-Cheung-2009]"
ATP6V1F	COX6A1	0.035853814	Co-expression	"[Ramaswamy-Golub-2001, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
SDHA	UQCR11	0.035838193	Co-expression	"[Burington-Shaughnessy-2008, Roth-Zlotnik-2006, Wu-Garvey-2007]"
UQCRB	VPS13B	0.035827747	Co-expression	"[Bild-Nevins-2006 B, Wang-Maris-2006]"
NDUFS3	NDUFB9	0.035815071	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Mallon-McKay-2013, Roth-Zlotnik-2006]"
NDUFS8	NDUFB7	0.035808881	Co-expression	"[Burington-Shaughnessy-2008, Chen-Brown-2002, Salaverria-Siebert-2011, Wang-Maris-2006]"
COX5B	NDUFB2	0.035785489	Co-expression	"[Mallon-McKay-2013, Roth-Zlotnik-2006]"
NDUFS3	NDUFA13	0.035719099	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Mallon-McKay-2013, Roth-Zlotnik-2006, Salaverria-Siebert-2011]"
NDUFS4	NDUFB7	0.035706731	Co-expression	"[Burington-Shaughnessy-2008, Rieger-Chu-2004, Salaverria-Siebert-2011]"
NDUFS6	ATP5G3	0.035700556	Co-expression	"[Burington-Shaughnessy-2008, Kang-Willman-2010, Rieger-Chu-2004, Wu-Garvey-2007]"
ATP5O	NDUFA6	0.035669958	Co-expression	"[Arijs-Rutgeerts-2009, Bild-Nevins-2006 B, Mallon-McKay-2013]"
ATP5D	NDUFB11	0.035666402	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Roth-Zlotnik-2006]"
NDUFA13	NDUFB11	0.035663411	Co-expression	"[Bahr-Bowler-2013, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
GBAS	ATP5F1	0.035628476	Co-expression	"[Burington-Shaughnessy-2008, Rieger-Chu-2004, Roth-Zlotnik-2006]"
CYC1	COX8A	0.035626141	Co-expression	"[Bahr-Bowler-2013, Kang-Willman-2010, Mallon-McKay-2013, Roth-Zlotnik-2006, Wu-Garvey-2007]"
COX4I1	ATP5I	0.03553259	Co-expression	"[Cheok-Evans-2003, Roth-Zlotnik-2006, Wu-Garvey-2007]"
NDUFB6	NDUFA8	0.035506409	Co-expression	"[Gysin-McMahon-2012, Kang-Willman-2010, Mallon-McKay-2013, Ramaswamy-Golub-2001, Salaverria-Siebert-2011]"
ATP5B	NDUFAB1	0.035476189	Co-expression	"[Arijs-Rutgeerts-2009, Chen-Brown-2002, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
NDUFB5	ATP5H	0.035444482	Co-expression	"[Gysin-McMahon-2012, Rieger-Chu-2004, Salaverria-Siebert-2011, Wu-Garvey-2007]"
ATP5I	UQCR10	0.035440077	Co-expression	"[Arijs-Rutgeerts-2009, Gysin-McMahon-2012, Salaverria-Siebert-2011]"
PPP2CA	ATP5G3	0.035405244	Co-expression	"[Arijs-Rutgeerts-2009, Mallon-McKay-2013, Ramaswamy-Golub-2001, Salaverria-Siebert-2011]"
ATP6V0B	NDUFS5	0.035397701	Co-expression	"[Bild-Nevins-2006 B, Burington-Shaughnessy-2008]"
PFDN1	UQCR11	0.035391581	Co-expression	"[Burington-Shaughnessy-2008, Salaverria-Siebert-2011, Wu-Garvey-2007]"
NDUFAB1	COX6B1	0.035364831	Co-expression	"[Arijs-Rutgeerts-2009, Mallon-McKay-2013, Rieger-Chu-2004, Roth-Zlotnik-2006, Salaverria-Siebert-2011]"
UQCRH	ATP5C1	0.03534927	Co-expression	"[Roth-Zlotnik-2006, Wang-Maris-2006]"
CYC1	COX6C	0.035335048	Co-expression	"[Burington-Shaughnessy-2008, Chen-Brown-2002, Kang-Willman-2010, Mallon-McKay-2013]"
COX6A1	NDUFB2	0.035327943	Co-expression	"[Bahr-Bowler-2013, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
NDUFB3	NDUFA2	0.035294522	Co-expression	"[Cheok-Evans-2003, Mallon-McKay-2013, Rieger-Chu-2004, Smirnov-Cheung-2009]"
NDUFB6	ATP5J2	0.035274023	Co-expression	"[Burington-Shaughnessy-2008, Mallon-McKay-2013, Smirnov-Cheung-2009]"
NDUFAB1	NDUFA12	0.035265838	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Kang-Willman-2010, Mallon-McKay-2013, Roth-Zlotnik-2006]"
COX5A	ATP5F1	0.035247935	Co-expression	"[Arijs-Rutgeerts-2009, Innocenti-Brown-2011, Ramaswamy-Golub-2001, Rieger-Chu-2004, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
ATP5F1	NDUFB4	0.035235388	Co-expression	"[Arijs-Rutgeerts-2009, Gysin-McMahon-2012, Smirnov-Cheung-2009]"
COX8A	ATP5G3	0.035232041	Co-expression	"[Arijs-Rutgeerts-2009, Ramaswamy-Golub-2001, Rieger-Chu-2004, Roth-Zlotnik-2006, Salaverria-Siebert-2011]"
ATP5G1	UQCR10	0.035218919	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Kang-Willman-2010, Smirnov-Cheung-2009]"
NDUFC1	COX6A1	0.035209692	Co-expression	"[Gysin-McMahon-2012, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wu-Garvey-2007]"
NDUFV2	ATP5G3	0.035135413	Co-expression	"[Ramaswamy-Golub-2001, Rieger-Chu-2004, Roth-Zlotnik-2006, Smirnov-Cheung-2009]"
UQCRC1	COX8A	0.035123064	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Kang-Willman-2010, Ramaswamy-Golub-2001, Roth-Zlotnik-2006, Salaverria-Siebert-2011]"
NDUFA7	NDUFS7	0.035097221	Co-expression	"[Burington-Shaughnessy-2008, Gysin-McMahon-2012, Salaverria-Siebert-2011]"
NDUFS4	COX7B	0.035055831	Co-expression	"[Arijs-Rutgeerts-2009, Perou-Botstein-1999, Rieger-Chu-2004]"
NDUFS6	NDUFS8	0.035048625	Co-expression	"[Roth-Zlotnik-2006, Smirnov-Cheung-2009, Wu-Garvey-2007]"
COX8A	NDUFB11	0.035044421	Co-expression	"[Innocenti-Brown-2011, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
COX6C	COX17	0.035041502	Co-expression	"[Mallon-McKay-2013, Rieger-Chu-2004, Smirnov-Cheung-2009]"
UQCR11	NDUFA11	0.035032348	Co-expression	"[Bahr-Bowler-2013, Mallon-McKay-2013]"
ATP5J2	NDUFB4	0.034953559	Co-expression	"[Bahr-Bowler-2013, Gysin-McMahon-2012, Smirnov-Cheung-2009]"
COX4I1	ATP5L	0.034900719	Co-expression	"[Kang-Willman-2010, Mallon-McKay-2013]"
ATP5J	ATP5J2	0.034886892	Co-expression	"[Bahr-Bowler-2013, Mallon-McKay-2013, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
ATP5C1	COX4I1	0.034877201	Co-expression	"[Arijs-Rutgeerts-2009, Cheok-Evans-2003, Wu-Garvey-2007]"
ATP5L	NDUFA4	0.034873498	Co-expression	"[Innocenti-Brown-2011, Kang-Willman-2010, Salaverria-Siebert-2011]"
ATP5G1	SDHC	0.034856326	Co-expression	"[Arijs-Rutgeerts-2009, Chen-Brown-2002, Kang-Willman-2010, Ramaswamy-Golub-2001, Wu-Garvey-2007]"
SDHD	ATP5L	0.034796126	Co-expression	"[Bild-Nevins-2006 B, Burington-Shaughnessy-2008, Rieger-Chu-2004]"
UQCRFS1	NDUFB6	0.034771255	Co-expression	"[Burington-Shaughnessy-2008, Chen-Brown-2002, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
UQCRQ	NDUFB4	0.034742102	Co-expression	"[Arijs-Rutgeerts-2009, Innocenti-Brown-2011, Kang-Willman-2010, Salaverria-Siebert-2011]"
MXI1	BBIP1	0.034724777	Co-expression	"[Arijs-Rutgeerts-2009, Bild-Nevins-2006 B, Wang-Maris-2006]"
NDUFB6	UQCR10	0.034723123	Co-expression	"[Bahr-Bowler-2013, Innocenti-Brown-2011, Mallon-McKay-2013]"
ATP5J2	ATP5I	0.034716945	Co-expression	"[Bahr-Bowler-2013, Rieger-Chu-2004, Smirnov-Cheung-2009]"
NDUFS6	NDUFA3	0.034697053	Co-expression	"[Bahr-Bowler-2013, Roth-Zlotnik-2006, Smirnov-Cheung-2009]"
NDUFS3	NDUFS8	0.034554938	Co-expression	"[Burington-Shaughnessy-2008, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wang-Maris-2006, Wu-Garvey-2007]"
NDUFA7	COX7C	0.034546072	Co-expression	"[Innocenti-Brown-2011, Mallon-McKay-2013, Smirnov-Cheung-2009, Wu-Garvey-2007]"
UQCRC1	ATP6V1F	0.034538365	Co-expression	"[Bahr-Bowler-2013, Burington-Shaughnessy-2008, Ramaswamy-Golub-2001, Salaverria-Siebert-2011]"
UQCRC2	ATP5L	0.034511305	Co-expression	"[Kang-Willman-2010, Mallon-McKay-2013]"
NDUFA9	NDUFB6	0.034450783	Co-expression	"[Chen-Brown-2002, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
NDUFA8	UQCR11	0.034446753	Co-expression	"[Mallon-McKay-2013, Ramaswamy-Golub-2001, Roth-Zlotnik-2006]"
BGN	DCN	0.034434306	Co-expression	"[Gysin-McMahon-2012, Perou-Botstein-1999, Salaverria-Siebert-2011]"
NDUFB7	ATP5I	0.034379391	Co-expression	"[Mallon-McKay-2013, Rieger-Chu-2004, Wu-Garvey-2007]"
UQCRFS1	NDUFB9	0.034373775	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Mallon-McKay-2013, Roth-Zlotnik-2006]"
ATP5G3	SDHD	0.034316584	Co-expression	"[Bahr-Bowler-2013, Innocenti-Brown-2011]"
NDUFS4	NDUFB6	0.034300802	Co-expression	"[Burington-Shaughnessy-2008, Chen-Brown-2002, Ramaswamy-Golub-2001, Salaverria-Siebert-2011]"
SDHA	UQCRH	0.034276392	Co-expression	"[Cheok-Evans-2003, Roth-Zlotnik-2006, Wu-Garvey-2007]"
NDUFS3	ATP5J2	0.034265526	Co-expression	"[Arijs-Rutgeerts-2009, Gysin-McMahon-2012, Mallon-McKay-2013, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
COX6C	NDUFB4	0.034249846	Co-expression	"[Arijs-Rutgeerts-2009, Innocenti-Brown-2011, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
ATP5J	COX5A	0.034143006	Co-expression	"[Innocenti-Brown-2011, Rieger-Chu-2004, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
