Gene.Symbol,C_C05.CEL,C_C08.CEL,C_C10.CEL,P_Sp14.CEL,P_Sp20.CEL,P_Sp25.CEL,P_Sp26.CEL,P_Sp29.CEL,P_Sp31.CEL,P_Sp33.CEL
BRE-AS1,30.2894374285315,28.090544264175,25.5342232193784,45.0959388751743,42.3962870754762,38.9590613712171,47.5063452775306,30.867863474354,38.3754422024774,33.4840033313944
CCDC50,26.065026145084,24.7527547789816,20.6606506811604,53.0108040589194,39.5414986007828,44.5157661170299,31.2375744599593,32.3192827201219,32.996770995499,27.7670767395436
STC1,36.8890875777081,34.4076166937556,31.9545879204665,51.3982443344766,65.8516319446621,38.1344280700246,56.353114523836,41.7199341190977,48.9568226395793,48.6809961328454
ZBTB43,38.2879408443926,42.6162886990164,43.3507270792594,49.6060963425408,50.0559713242403,55.4392853704028,64.5252477122409,51.0116974892162,54.7364098968958,53.7651461740756
EMP1,49.0387912884508,14.2599171385526,18.8654291888139,49.1622635593468,52.0513478591053,83.779061794056,33.7779760384372,70.427980630555,68.7990790970848,36.0382401082461
KCTD15,20.3451548460217,14.7804366891013,24.6447600706863,18.7629794018196,9.18914159044866,9.88451357237187,11.416289852566,8.79450145684817,6.73544355427643,13.580865627064
GJC1,13.9545875527117,9.91447282586908,10.929821662512,9.01702770317617,9.53088674321512,8.25403227838294,7.86446500196254,8.68028034449983,8.2481458068577,8.9224901079443
LOC102725188 ,100.614910307984,48.2172923281531,109.098759842852,136.947408192819,144.210045313219,98.0150701237552,130.131002326282,149.398112441727,141.213325722025,141.585529908233
MOG,25.0289424210862,21.2274925580505,17.0700878968671,29.4073337636678,50.7272403595783,40.8480201168323,31.3871974714713,31.315283957046,29.6874402602485,24.0310952757456
FBXO44,56.9035638235029,65.2406638577463,59.3661893110896,32.2362985206221,40.4012792622568,43.2629571273684,59.5803080034552,43.768497021335,43.6856439306984,36.2597676602807
