Gene.Symbol,C_GSM329660.CEL,C_GSM329663.CEL,C_GSM329664.CEL,C_GSM329666.CEL,C_GSM329667.CEL,C_GSM329670.CEL,C_GSM329672.CEL,C_GSM329674.CEL,P_SP_GSM329692.CEL,P_SP_GSM329694.CEL,P_SP_GSM329697.CEL,P_SP_GSM329700.CEL,P_SP_GSM329703.CEL,P_SP_GSM329704.CEL,P_SP_GSM329707.CEL,P_SP_GSM329709.CEL,P_SP_GSM329711.CEL,P_SP_GSM329714.CEL
LAMP2,305.866249141372,228.988261874706,170.250329496553,161.266026492606,105.730125918862,154.077518392144,382.43760542783,202.298404045245,761.097625220488,589.096026275223,530.427612957014,331.864957787519,703.466210785856,458.668567465397,737.104185018533,334.279678599745,228.96023779518,569.745418155316
KCNJ4,1646.61269745756,2242.64689891969,1827.74452387634,1985.66297026024,2749.7920685743,2113.3337988026,2065.48051247122,2365.05239265149,552.291526947368,1266.80852760508,1740.60768585643,1188.4032707467,850.343651943264,1255.60309138727,967.742008045616,1576.66708135293,1466.50810356616,897.263060762771
GFRA2,87.6505958994449,163.840447609567,153.977842277273,166.71417452482,139.334818009032,166.485050564194,87.4205275130453,112.205978353212,41.943844758057,66.6153111238121,99.1943533060019,101.413765158079,55.536638475696,56.5035084231827,68.6644459582299,86.3561617934868,81.316675821432,63.5406830892902
PTMS,84.9164616896028,101.931614359821,128.677793480738,77.8920379735336,111.141595986431,88.2589082114775,76.437083719205,50.5307663482037,47.8440930478917,52.1609291927884,50.6953841398318,42.3807271754472,43.6449805673164,72.3846520206078,66.7804933327638,52.9982809362899,48.676168204354,46.3852333509121
VCAN,94.2156235872043,55.3654517723713,86.2138598497507,67.8721615015777,47.8260975373414,52.4410921892613,117.855635179107,89.0587195311172,316.611428860924,375.732285585879,121.37584655871,159.741228083568,345.616660160703,217.906178762579,148.929521382989,71.6110292683248,165.21950130035,222.627031980807
METTL3,243.72867507598,207.398709594703,166.151717267404,222.340526430414,182.171083472542,212.798247412167,308.937974098963,323.636269114524,439.751546715148,358.94065376196,313.898526726176,323.615425251153,431.488110606689,257.529433303078,386.890789687656,340.557456365779,378.386456959832,465.289266812018
RAB17,90.5594920114458,132.558233073319,152.100471773398,101.867647554439,157.081281164782,108.51815052714,88.2153409891787,85.708648453108,72.7745235274445,63.1454429117997,66.1413219102554,72.7549570919218,54.8193326439422,87.8508339649997,85.3093286951798,68.2118738202636,76.4539466310924,74.9921371972381
ABCA8,273.218505062412,98.2285688179851,49.293643131989,47.0711318874715,59.8345457415024,41.3112261737689,190.59474086899,88.7512324007678,623.147806875395,319.611112445975,232.487953998906,207.772499177026,507.974061503793,279.560120111315,334.151081620085,166.044626790338,144.701987833939,417.229864607983
TCF15,154.595263152962,159.464912164023,290.072107204226,181.411694429072,205.449561264747,135.72398018568,149.340876593928,93.7177054827682,82.8302925628351,92.9389976097736,95.0153959476263,82.750163483477,80.0902283947686,124.155798640191,131.253131850568,81.3409508906232,84.5847881716704,90.0462578129791
CACNA1I,99.1460639701083,109.340463508829,160.959877058875,107.063203535849,130.285319442569,106.992233422926,93.8931070992121,73.3988467514053,63.2457766432921,65.8809967567174,63.0926731975649,66.5936774841658,70.057958853224,90.6667180357634,86.8385333115282,62.8357371513006,60.4795099230347,79.0005526411011
LRIG1,785.724123020952,1298.19816623396,613.030691947128,654.304472741202,834.493441996182,641.199715776322,1114.18393241691,875.097255485824,2257.1685674654,1840.8828409556,1098.77967857651,1916.05745635429,1729.96923530237,1266.11436830037,2083.65953855795,1061.50268386568,1089.80164821864,1419.93548684697
RAB40C,115.423376987839,147.727365888993,170.891658347107,138.622177331242,129.090040359658,177.698144809304,138.082857040314,130.106157768443,84.7151565759304,91.319203486975,111.397915479839,84.6362747694535,97.5018546718522,125.459811462851,110.480628438827,122.483015578005,99.1239987851037,88.6934485198908
RHAG,50.4063940084996,47.6221699908758,84.9116398551945,56.7082893244789,77.5302656263902,53.5236277793434,48.6818554232827,45.2323640803844,29.6060742794722,32.7418048701161,30.8544039608787,31.5358117772074,38.0339475720917,46.7480047710283,45.6707988211501,35.8569595271286,32.4422828782149,42.6592522599666
PRDM8,72.9062772863504,60.6192334559039,116.115183620198,79.2110282042213,91.9361774209339,84.1684863991548,64.5563718701136,56.221677017749,30.4530598537928,43.3101373465546,58.8062569341966,47.3951450487489,44.0570669454851,56.9756628280043,55.5828295914316,53.6384590065356,43.5846977419036,46.8027332988219
MEX3D,121.522607852293,114.645444824288,193.442108741796,109.700272950859,133.025521468898,113.933329837566,100.337603971454,75.8927492396637,69.7450726938023,72.5972453651827,74.6964499399559,66.8577274593433,67.018255496196,93.4452666079192,87.1160849885162,73.4384673158195,71.5681472995805,81.9351784863151
