Gene.Symbol,C_GSM329660.CEL,C_GSM329663.CEL,C_GSM329664.CEL,C_GSM329666.CEL,C_GSM329667.CEL,C_GSM329670.CEL,C_GSM329672.CEL,C_GSM329674.CEL,P_SP_GSM329692.CEL,P_SP_GSM329694.CEL,P_SP_GSM329697.CEL,P_SP_GSM329700.CEL,P_SP_GSM329703.CEL,P_SP_GSM329704.CEL,P_SP_GSM329707.CEL,P_SP_GSM329709.CEL,P_SP_GSM329711.CEL,P_SP_GSM329714.CEL
CKM,23.1929798035645,23.611038411615,34.6732921427179,22.4588205397016,30.5699250484834,22.8047701288731,23.079213624001,21.1576745863213,18.3386657645862,20.8263649328921,20.5832412367886,18.2248938470721,19.8035165378438,24.3953952343769,26.5485227299016,22.1202615288154,19.1596088917206,26.2614027697798
KLK2,26.331090275866,31.29450677486,40.6584488690173,30.6720095057227,32.71482246656,29.0321544169415,28.8505595651452,27.2074745995465,26.834181432942,23.6470763136071,27.0165593222107,24.8778080148651,29.3288250088998,29.5073764664583,30.5301974187089,28.272550979737,26.3384132575624,27.754230942058
ARF3,2185.33523413206,2435.5570239308,1740.10015309748,3361.03121865305,2398.389350649,1970.61135256088,2334.67880177236,4441.77090381399,1100.34036569974,1768.59213966335,3546.36613688731,1958.84639804865,2185.66401855106,1645.72294056919,940.86599714908,3040.11301190984,1964.82150196661,1455.73582229644
MAP3K11,206.526759504116,184.425118182349,352.949281342077,201.212008427322,244.865122741187,173.820839235976,237.334073052789,243.279273391362,263.080170050795,302.258048842463,283.567432353316,243.220041140332,239.129788598667,328.376442161193,378.486075044385,259.244576648444,198.197371589558,250.228912938623
NACA,5016.52051522281,4275.53049869702,3357.90756609212,3303.23527897276,2984.32483800344,3584.77967857651,4017.8137828337,2913.30390085574,5281.81801056492,4226.42706670313,2690.87957855522,4773.27075622002,4625.00190079873,4670.08877599728,4006.76286596364,3688.12270954537,5004.57854646097,5086.25345359557
MIR6872 ,224.634114236931,234.812591567728,200.904119163797,197.047166619817,236.54567533086,140.535981010376,334.827906414614,182.822505633806,377.662766682948,337.557456368009,190.297786163573,217.169995299102,348.929982429641,308.543463738668,482.087345527921,259.835275465591,203.949891560556,181.839192698263
TARDBP,567.351701501746,655.72537013598,301.445841822323,404.619452083846,352.110216438483,490.959988977478,393.729069412569,398.878715333713,664.279678576507,491.508635337016,593.504959363994,567.474123020951,583.668546267808,411.866867086066,391.441482084942,593.22270169943,413.614472083323,745.734505390619
HS3ST3B1,24.203471242553,25.8956857928823,28.8741251759931,31.969095308418,24.0952481128214,26.6704339452204,23.2656327673136,25.1229040384965,21.6503715003543,21.3903662033907,23.7963725498336,21.3786563510748,24.2559082650043,24.3195620073806,29.6098743046287,22.6081261223132,23.1819467929355,23.499440215999
HSD17B6,177.328020198707,36.5719476018399,178.293097509941,155.271891922116,170.971069704711,17.8748639272028,342.483262679968,225.372023439734,206.171783486375,257.401060408131,204.743766618863,228.009775487449,133.973151856354,209.034183002143,254.431356861059,217.085828960049,304.969441010681,181.182316043375
DSCAM,274.168578115857,198.819454469544,356.136157871626,260.770227634854,284.83846165428,274.277517435221,261.393959175602,337.659621622992,223.383314413321,183.898143280662,240.78056816638,205.915997659976,230.446823766633,313.495372634374,275.739465730071,232.121450272322,246.32576943582,253.035834356155
RRM2,18.113311512499,19.9555681268512,16.8386315428402,18.4576640921037,15.9059443981814,15.5978737035138,15.6931106812756,15.3913080518163,17.9573892489217,13.6915877556917,14.0204038486054,14.4374574571185,15.5898053809644,15.1806061287545,16.4974888385972,15.670247870844,15.7981139244828,14.9086637568068
TBC1D8,24.0409281401097,28.4216299605817,36.1050143610598,26.7308205560682,30.8640819120361,34.5007167431307,28.1910804668036,27.5485517559827,26.3728009709744,25.2079548823527,23.4732671520822,27.2434437947137,24.7716109171217,24.8003299026252,23.1684043190782,27.2175297100484,28.1911559282225,31.555983588987
LOC101928274 ,41.1087191525706,34.5946164853437,31.6560231851489,36.0484523087425,33.1565456308443,31.1861488567598,36.9207837788523,29.220526417634,30.9876724297299,28.0829732035618,24.6392708516845,24.7461123023961,27.002152045602,35.3660274694848,35.8197859739357,28.272550979737,27.4519824816393,38.6600744829101
ATP5D,339.642631441391,277.843438979886,296.57912075573,334.777308248721,342.470215809557,274.279689226969,323.02008603774,341.997963456861,258.168614574216,295.531107916118,360.757826087795,230.669045988851,197.420732626253,289.19942997579,288.224125534631,373.754699425166,233.760697889244,215.600900945309
CRIPT,132.500940741786,68.5045870875143,92.4765872722914,98.9037569131218,105.976879822668,59.9421382311249,126.460627938041,132.800793798484,162.503960002547,139.314439332647,104.112495756212,130.979136675795,166.782803872691,111.165511256901,107.511316982435,116.964813912006,89.0288166654359,121.484265584896
CHGA,2064.12938807063,2862.86809094012,1167.8859238042,3201.39078968762,2548.09253722902,2547.89078968762,2300.12460034464,2196.49401982934,1056.83750502284,1552.63569587553,3682.1910489713,2030.64078968762,970.640789687619,1461.58544379386,813.810197878291,2533.59059792886,1833.7276624038,1820.88149575799
PNMA2,184.60742378122,338.113267736114,111.515629563126,395.434731491917,216.124816676688,277.357549288132,274.963904371796,356.611518190314,126.398228709871,242.85885440065,177.222303030497,249.49406086141,229.802003196503,134.638154940365,111.86315959283,220.729655924106,259.899161626128,165.724516520317
CEACAM5,58.1087787595914,65.7858467841254,105.313505031761,65.6867441215764,64.3539435462043,63.0349314798613,63.4899544362165,52.8263873472243,65.5113935658731,54.7891626354344,50.712582747619,48.4258649555397,58.3715288103288,63.8618698536748,64.4491567921001,61.6978940584604,54.0666980913244,49.1524174842026
SERPINA1,17.9430993903935,15.6843443378488,16.281914726564,14.0919568937396,15.0712531535546,13.3310052608997,14.7289931450343,13.3016626728328,13.9440982106867,12.4295625881882,13.9903680705988,14.3820941822159,12.5240120791482,13.8863103047687,13.4255417697717,14.3871136425593,13.6271837085511,14.0919262495252
TYK2,362.759129763238,387.535027933934,361.307452266941,286.778202559385,236.502202341753,353.149191648534,411.113011909843,389.642234610539,492.606831322741,491.763357582557,352.047861475917,307.133246594306,299.487234683368,518.131871044291,486.331785384152,386.612083467492,382.048343269966,481.0239161886
ANKRD34C,85.4692837835707,49.4959440518591,45.3229024300298,64.6840902042874,74.8437204611277,98.0347356423286,61.8261559944572,191.017880403903,27.8169262035825,41.3402886506684,139.806044602618,75.405960860882,30.7034764189013,40.2480654905595,29.0972914885106,67.7272486970826,44.5506946946983,69.2303489550391
ANP32A-IT1,23.730520658572,21.1622445872202,20.5414485090946,18.7280401472758,21.6398061851121,22.113383462219,19.7147005480526,20.9525773248843,24.6003743539759,26.3966452456162,21.9009660166771,25.2115776355779,22.4336998541614,26.1177101728435,22.0526539270471,17.9830689883863,23.4657499796355,24.8538514544251
NUDC,953.162142356431,1244.902775198,1146.76804878343,1199.38501644596,1068.07146608982,1023.69698647291,1069.84043638302,989.947314045231,705.803659738617,1020.23056051752,1305.1685674654,972.434058385041,660.178118676177,872.513476230573,861.543310570637,1191.39762523769,951.707023848015,895.691247763141
ETS1,36.2258436100908,38.919153072284,39.8197822619134,42.6662952413587,40.2835873136978,43.5256030334595,39.9985868091053,41.7038691096044,33.4546793588263,37.1379429112614,38.4103067354854,33.240932781403,32.1630913466825,37.363387196607,47.3837086179594,32.2189529529714,34.5456279789919,39.5368704074035
UPF3A,399.294667598408,306.532662772174,236.154517790628,251.835174090241,111.575135354636,256.39084333106,362.64466542979,264.956404862698,575.895561298552,329.258255363127,198.410561839452,415.701404779038,388.779051795748,321.707683417083,202.719013587772,287.822974746492,724.176173199157,591.09679869716
RAMP3,129.627314580288,175.64835110644,109.746256269194,141.919674624045,118.901521743841,99.7534136361661,163.515903148736,169.211710348011,165.397270919111,208.518954046251,122.295827418741,218.472085684833,192.909406024417,171.937435028192,165.677139009629,178.568855874901,101.353871471859,176.327037463315
BNIP3L,1279.27996310252,1642.8638994506,722.263500469881,1209.43113249457,1080.48373395616,1137.32045900106,1108.58314368305,1497.13945840878,1645.27078691622,1485.52949806982,1138.4124830867,1799.86301190984,1914.56022732911,1110.01008221502,960.979007824787,1517.49904746279,2467.94807997578,1442.17817890753
PLCL2,40.7908039044235,39.3045887745642,56.9146977802959,38.5444175647268,48.7961094808421,44.9209310271225,45.4626288942111,38.7467724200095,36.1649348282895,33.6211844284342,34.1679576988239,32.998692320818,40.391124521084,49.6447412174337,40.227802847876,40.1540145560703,39.0302150739215,41.8676015053808
CH25H,53.3882634441861,79.594655931584,44.8768237157607,44.5931283439799,88.4997098640376,79.6329070610546,36.5357092883853,25.4315210693032,73.4668755447792,85.5135573537648,64.9605839826065,91.2716501166061,180.704555183638,31.3556629709134,71.7470773118518,56.0934861172437,73.2292877638832,115.59572488138
EIF3F,12.7446871097293,13.2523630768811,14.0515805750199,13.9876573384067,14.6353592681362,12.7451758512975,13.2167276441513,13.4251256179746,13.0238078742055,11.0728047504874,13.3925377787673,12.4150294255928,12.6132410480041,12.994221995314,12.9743148004863,12.0117205113581,12.0506804741789,12.3004613484487
B3GNTL1,55.9361022082174,54.5214420544225,76.0487255467818,59.7912602734635,77.1493481266338,65.3832413348399,60.91191046091,52.3988021877793,52.7126672029123,51.8054658789695,48.6083198869319,47.4381619120539,44.8060582496569,65.5425716431176,77.573550403462,47.8541311112259,52.3517949892656,54.1661299529746
POU2F3,14.7781314453707,13.5899192013875,14.5268077029577,13.5071308048743,13.0818633345992,13.1247575541354,12.3236996981012,11.0452169374167,10.5376057928794,11.8306713386508,12.3922425010621,12.8332861963174,11.2135456442714,11.4332492863516,14.2977700625349,11.9756830495728,11.5591788057392,11.8946984305313
EDAR,81.7982290918981,87.1298953233785,112.529800965232,83.4574288940587,89.6472921096749,86.6731379111828,88.9137767587051,78.3581732660729,72.3748236561669,69.8262424297174,82.2664162315365,71.5196770218024,79.2027308918065,82.7062199265384,98.2028294338488,69.5796930483175,76.9446594127381,87.7643829349194
MAMLD1,240.802800656891,291.643431495641,179.663958876326,221.068107410603,224.455095540763,283.273285594299,251.180880489849,260.898542286928,172.942725188181,207.81209315257,277.296347219865,182.79126779556,162.423932113608,195.810845943291,137.309945195135,291.082660971879,257.023890106573,166.057568293171
RP3-334F4.2,15.4952129960774,20.1846301795638,21.6397537429156,16.1032381673637,18.6190666963405,18.5371497523512,21.9647464059208,17.5881744510897,19.4009222056494,19.7025750253101,21.6894140947214,18.7060839216256,18.5004717808559,26.3317258418111,24.8149479069638,23.1770291149045,20.5472106785012,19.5993997628793
OCA2,103.364410684367,97.8784347580011,84.2812440024626,84.9264624643194,77.4234331934976,184.515731313319,75.7174114318401,114.541866865549,74.2983452008089,77.9518841764756,81.2151795656506,69.1385710545843,65.6603862858608,77.0739049408817,71.1034728479452,110.343469905329,102.562759889002,84.5903105665174
THBD,26.28732219366,31.1466466720602,33.9732897398795,23.9179717715135,54.9026156361372,27.7857010602653,29.2214925334899,26.2815478346968,32.2974148599983,45.3936733708808,36.9356289672874,42.0611628420701,35.7427853192068,29.5940762531009,37.5427605975319,36.116591183509,30.2042130054018,54.7961207347273
ARHGEF10L,216.425507354728,146.519234549143,205.063886320979,198.00114571779,195.195647620279,137.485093913995,198.490335972821,209.406215384294,253.711249234161,233.254271201126,271.770111142469,161.5880215007,182.350283413217,230.145850248477,242.745499031991,236.211900481518,176.041801581768,222.076482447513
TEF,32.9538569431494,47.8359386557246,50.8392619121458,69.299442494229,42.4174920753551,42.5246229790479,60.7358263916918,63.8365833002506,28.2769845886739,38.6496421036902,60.8800702801475,29.596143207255,42.2957885582483,42.1536057973717,37.0635865577045,49.6040817197628,44.5050281926405,41.1950428121926
C1orf123,376.106962722688,380.890789687703,319.168567572992,468.399692395003,301.130865517948,326.438533980603,488.256222078892,418.064114135794,479.783384492576,542.387512214467,457.265564636312,459.01757087368,386.287026174629,395.602353096135,478.848707578941,529.542882554624,439.46830313795,318.389456673927
HOXC11,61.149610424812,74.7647172135338,71.9982128324608,68.1930866637756,81.7393129860977,86.0585139171406,84.2620430835214,64.0218711602848,58.0803820576853,58.6498112415645,60.6291213991307,58.1085269959543,53.5752456539384,85.0622181891416,77.497731767683,68.6330054345628,61.0453763066822,68.1190907541328
SRPK2,25.4628133549453,23.9036137162112,30.7254836965523,24.1513219840229,30.8361515383593,25.6346687871248,25.7226799635482,22.1000306583692,25.730946933522,21.4796881742635,22.8486624016712,20.9142385324541,21.1008974563758,27.2427637865078,25.0029126913395,21.9633759515951,23.4137428071599,23.5788286737572
AGL,371.054480108809,89.1090876603511,145.737738531315,224.502736426833,285.613015288716,59.3606611543631,251.21627135028,238.374916096374,344.06067332154,260.794815133252,155.90782475964,366.890789688112,366.651694638941,184.777294635208,179.208913185605,247.975820067279,615.372473392609,317.497595030964
RAP1A,677.099822168512,582.837084199067,617.326182419029,379.027527739629,640.684979655474,551.549974291573,611.539046280622,413.52891796351,1060.00984249361,681.024383596598,576.72088449907,522.891085963836,843.03962842537,744.498129362344,690.780281802237,438.916200361777,609.945558963958,809.330641949841
TCN1,27.3205729635912,28.5558915567558,30.2397146924213,25.7593844179841,36.2583931045661,27.0000061343589,27.4858370408382,22.3973783846618,21.2935663470012,20.8170579190841,22.4779930660669,21.3418078595538,22.882745567749,26.3950075873425,27.0928908717614,28.4109264882661,25.8293355024693,29.9981406240733
LINC00342,92.797960389578,49.4137023998362,42.6637754553629,46.3423372306646,31.1618732253632,57.9931714548952,44.7748216868494,43.8670242123834,237.92725984093,73.684562958284,29.0620866616377,93.3274426100747,86.3482506349576,47.6826035949318,45.9812713496279,37.7601839647383,302.66507433745,154.467788945022
SOCS6,18.3593786725889,18.6953463563216,15.2073957440558,16.8966597712573,19.8272520471366,16.6952669053282,19.5530455899763,17.5616392028157,85.1624688249377,27.5313581189856,22.9356109933807,16.5206438337345,21.3884916474495,22.059809155522,20.8910714357186,24.7682462921229,24.1023406248775,14.2476812754569
WSCD2,43.67778231859,33.1811938958999,65.812236894229,33.4546793588263,43.0639548727344,38.4509525263088,40.1565347242927,32.5725616427202,29.3368131674236,35.496800598395,34.6395661954214,31.1588766270825,28.0359618911593,42.8478739787408,31.0445266372068,29.0571354891318,34.8142559561979,45.0089705422252
HNRNPK,1614.62301503015,1925.65054503883,813.267037506785,1633.36301190984,1243.87074205591,1455.58523413206,1458.72412302095,1787.87980122171,2132.94767775576,1880.50190079873,1516.41620442243,2193.52967857651,2193.27726031233,1391.78718223734,1372.84210794911,1973.1684058649,2559.32183273674,1336.59685370379
NACA2,16.6190015168378,14.8229719092541,15.0716628294897,14.2976115003054,14.7681376223078,14.4457074223901,15.2200486307061,14.0023711466024,13.9288255238566,13.391948583909,13.8025028412559,13.0984549604185,12.3682057288197,14.1487801955017,15.0519210709537,15.120453348411,12.8263973911099,13.6520765065403
CCL23,15.9265046957027,15.2150907099667,20.2784486157046,15.0677277677113,16.5560714920976,15.3430958503078,15.9024054669869,13.6715588903912,13.7381472749829,14.7820036841177,13.6919530786232,13.6704391501065,13.8109146009261,15.793748872561,16.566599983219,14.3485605192835,14.104962613366,13.6120963111744
CST2,29.3540132893516,31.7903502252953,37.7525320984964,38.5020773317573,36.463766665097,38.9493014440222,35.3353080952917,32.1184936481159,28.2209108579953,31.7903502252953,28.8369070136004,24.5872156875688,28.118336050348,36.6115335658377,37.8374771576643,38.0402662936378,29.706946833702,24.3652158882126
IL15,13.9879678282917,15.22659806272,13.5842404008087,15.2595569202692,15.1647425752597,13.5246638532345,14.7085866411308,13.5154335826523,33.2419502658488,17.9394774699319,13.9689306249118,17.4619826553171,15.8188510596615,15.9939084713218,16.0805411455773,14.7706529539772,15.4810690531136,15.2701686883796
TUBGCP3,343.079849519677,170.501518924438,153.620840887692,337.795999561726,146.874462399808,270.26239081717,288.971204236184,316.183447850947,338.956374369204,304.612971200442,304.841653344925,353.554688843481,310.668567752716,221.317645455189,238.469009740888,299.98280875312,488.328188007058,299.415965988418
HOXC8,110.572023682819,99.5867047185604,158.238688075527,115.163061864734,151.130127877543,133.147533573265,111.770749320624,105.636081113189,95.2345472983096,91.7840748946882,102.206582110241,88.7564414423865,102.026566229672,142.97092201975,130.90402095918,88.6011841325267,95.7654168997909,115.215153107641
PIM1,126.86087229311,174.121927666405,143.483065769789,122.009426525581,208.803375118634,162.698229796416,117.588955122593,102.996905646933,141.622846261207,114.319537466578,128.805139653835,117.870333183833,116.367042990632,121.143990721651,126.556612489587,97.4690326520255,98.5960000730757,141.606886596681
HLCS,94.2873700884346,107.177699095257,118.841286228411,107.505707431811,85.0968347725588,99.1990223539326,103.192982615524,132.720799775979,105.607148259271,83.5339972146282,96.7903452558227,82.6178571847028,92.3636469283063,97.1408778201994,112.011137491793,99.1547864681688,89.4398396295576,70.8755405733527
PYY,16.3242521620691,19.8118935558517,22.0534936667545,22.0147605411926,18.0794737604261,18.3776764625234,19.5903790374069,17.0654350314632,17.3807539528315,15.9904702038067,16.4132599884764,15.8828449303018,16.4726108865605,20.410976086968,17.3493968040504,20.1239900552455,16.0812542139579,15.7359153904674
SPTBN4,450.547938572533,391.73634138001,630.259141512298,471.980528701197,554.143859256848,444.084610132402,481.207753250404,427.480049331978,243.759974602836,376.940746000983,509.279678576508,378.991074070661,280.46951187245,500.58837079433,406.298249711031,424.538554647341,450.612283864884,477.522840792508
S1PR4,110.806484651977,113.658086253926,180.901863942031,113.277878418204,140.882549613828,110.371578774152,102.309575884785,93.1052976275533,80.1853299261804,92.9597600190059,84.0817311459136,85.6437001431115,89.7375870820158,133.400535098957,145.100713667645,87.8529481879153,106.508643670099,97.4421996667914
DCAF15,91.2613458458924,87.5580662776137,168.16292282427,84.8101045932488,87.7865188247747,82.552162788872,79.6779111870225,75.5573608545643,69.2275285749879,69.5426865023636,73.7528049788467,56.9325391346467,70.9604171534659,87.5254761257203,110.531108052576,67.1641428540611,76.1006954105576,85.3388186994813
NSMCE4A,119.576962596992,102.851517688503,129.879462572636,134.709769696961,82.3218885368166,95.0857988294931,155.066729403037,152.468986178512,166.256971288874,189.17539954959,170.680680927209,133.451534283225,121.822997313767,120.620587440012,163.945992626629,143.439222430044,128.263064997893,110.077277376102
AHSA2,93.3195002924517,29.7670357974236,52.2743020523837,22.6547673474488,32.2706576482796,29.2615194150887,58.3239627044138,31.8598897818684,269.358769785919,81.546812452213,30.359045590993,48.2718730275443,75.4145479737575,71.6951291808275,52.4168445408522,30.4839246819277,37.1829047501762,171.984182212706
GPR37 ,865.168567465396,592.099552905887,499.446345243175,497.856254838318,673.259420274214,204.464644731938,1012.31148351831,977.388354283163,795.999897724434,1409.22663042407,829.166415499988,555.240094766624,1424.70394890021,908.170661613691,1841.20381668773,649.322611601629,680.072094733823,604.196345243174
SETD3,668.831972072441,605.660960657497,558.149732513378,630.089965335015,574.325468993301,573.835234132064,618.275911870426,638.256698897122,609.302753529063,576.897938318589,583.968049002534,559.473267519023,541.815815640707,572.589593282388,498.224123020952,527.619937211067,534.300059168668,593.848965065331
SLC9A3,26.3398412081775,25.3847849050881,32.5186387220286,26.3062609109616,36.8589947920752,22.6109011626964,26.7377849292069,21.5521120170025,23.2797031465963,20.3034619392953,23.978107648436,20.3547874343507,22.3973806180288,30.3459036760013,25.7610441026271,20.3070820725404,22.3731184761391,25.7494713176672
HOXD10,19.7964802855167,19.6787191768526,27.8220581301168,20.6689636981545,24.2045479485286,23.5068965099115,21.7195935202049,18.0867772879823,17.8350574922323,19.5804235833359,16.5533061372358,18.4515894146835,19.7577546548055,21.404984991416,23.4908059872499,20.363455878253,18.1780885878622,18.3320322897515
DCAF8,167.328776397039,177.963593162171,196.249959193826,427.525444434776,170.695727091416,174.693054783097,349.796164204218,349.168567469291,309.390910106632,379.478919303193,326.905917161203,335.971063977428,275.673040899604,224.860679467308,299.113012778162,439.779678576508,330.625885074582,211.405256310911
LOC101060747 ,1048.6685674654,561.168567465396,542.713481746562,732.652644320539,579.401807826605,330.001900831598,469.361720256047,357.145210367461,184.740689355901,381.314580360734,532.999420401567,552.803975617795,406.199955727327,560.342512976495,478.925819403717,453.594736103527,340.034082797851,285.819943564566
ATP2B4,63.6518882840722,109.740547732479,90.7178427373086,90.4837284938211,64.0874323179542,118.087834851848,86.2618869010208,126.842408152254,61.1037196837275,76.1313679914609,60.2485538044138,66.4785769470277,79.8029838324485,73.5635345168476,99.9294133274372,61.0721597072088,92.9879517225776,88.8293467112411
CD22,38.6162284925434,45.8715861439259,50.4039097983077,41.0235520548202,36.1672513513626,39.6805280912033,39.9948209142054,30.7192446982249,34.4796772872769,37.1208316602918,37.4938143687467,29.7927416463023,35.9071800237888,39.6313774251788,37.1208316602918,29.7490306973125,30.7787947718774,41.1676588516743
CDC23,125.452495411848,117.921764812324,59.2271626771269,108.863944787984,53.0765155144883,73.2955117503255,92.2592900797857,142.675740939572,119.052531678031,123.900739403569,139.513524140143,142.066987409907,100.75742995048,83.6076888715369,101.936917905354,134.510068854884,111.476612672406,116.587650301308
JUN,175.366575357059,326.982577376911,218.225408073469,156.699615424439,565.785438741186,419.294819285997,131.533642989139,179.464109203553,126.053255782378,310.681049076473,132.264774317613,163.380064910553,300.745577132222,203.168369210436,175.442581141616,104.598286416545,98.9299109413039,137.88519321814
FILIP1L,143.000271747089,60.7580270849262,39.8207430574789,59.0869327067499,127.157298399394,55.944588183826,77.0699617501165,42.1830901666998,164.486162156428,73.084310773528,140.342710062677,77.0187470872105,73.2478293090643,68.9278458111971,79.3578020399798,81.7755339457611,150.045980134403,106.920038193971
MALT1,30.0663548475139,51.2462852377522,22.2418762481575,17.5274086989233,24.0943164310834,33.9014847509054,23.2572962080675,24.0507669276037,47.7424340948189,33.9594418428655,21.2948451533905,44.868124729909,43.9632492553778,28.6624151740849,28.8259647992477,25.4490192309388,38.7127640972596,57.4147354785971
ADAM15,46.8246914640637,63.7536638538384,89.3027458616195,40.6903475848068,55.9218225935509,67.0397597803209,54.4356322563273,49.7177184002412,42.6839644299665,46.1263039321941,33.884385326853,44.4280706774357,47.4745205010856,52.166458971988,78.4817209705118,39.7747487873967,46.7412576339023,43.4057499918662
CLDN11,71.027523854758,88.1989645729134,97.0270941626767,64.0372650904333,94.3418317427929,89.7436768848833,83.9228268240374,74.7787753104125,71.3992137038451,63.4602309301544,71.4539142228483,62.9560580218074,79.5428533963069,79.772324495782,98.2436860603496,61.1566871017631,56.1717090542751,73.7632725419505
LOC101930075 ,56.8835969803251,95.596227628935,87.2649345957198,84.7229122572747,69.2654424494585,96.4856679810012,74.690142356717,66.5253401843559,54.1686209787819,62.7017323927711,47.6520949923549,60.4957992643959,75.7189697218373,67.3315177423197,70.9957527513901,59.6598668282282,88.0197954152076,79.5238006910641
RCC1,112.734528243061,105.454605329917,153.048841290265,103.707117688818,137.361853780235,122.80170017138,84.5569399812088,86.1421617224868,89.4900151741786,80.0985935257586,97.574436038579,82.6269636008413,86.1837704420242,134.148553512909,111.707489708353,76.5835424082482,79.3851667830877,108.438097082179
VWA8,290.305098950013,120.100594101446,140.793021861028,238.145950619207,160.765276721577,124.34322549596,230.085832821404,156.25172090076,203.508967335807,182.372081587186,213.875647163362,261.860203318137,247.612425442673,240.450713813667,179.42892457614,197.658320397327,234.388728902978,202.53440881505
BUB1B,24.6687265474865,24.0241540454487,34.6331898575351,30.0349076191831,28.8168004226254,23.2187675843274,27.6113319718119,27.7438613155626,24.5278797833582,21.7794233696919,27.3991801109102,21.8277961913671,21.3625241974826,26.1640124451397,25.1356889888752,26.2393072959197,24.7410578066455,26.2179196926177
PHF1,147.406497517676,183.873795071874,152.68677560611,159.745118360508,157.835306504296,132.785618581635,159.329312288398,145.418065159675,110.315117124998,149.387176678801,147.136297344413,157.924109871237,96.9669817088783,127.823801149995,146.517920629573,155.3533291533,140.612014432369,137.496906163742
TIMP4,36.6974484373254,26.7843479488402,41.8417143092917,38.4917841171097,60.9254844755237,36.0324094760426,50.6029048082352,44.5553313923293,50.9803558516893,58.3910767935153,53.3319252026056,30.5620525218369,49.0080821639002,57.3223391933313,81.4127573337197,56.5167470182276,40.6518276566494,46.8372131390462
ZFP36L2,423.444154640752,1044.5616287569,506.908233189353,254.224657966195,875.113011909841,625.243036310577,542.318910407315,376.350390106594,1671.1080791948,846.190663459214,402.673618007439,1025.77301534099,1571.01767903065,788.885802430069,882.771659191397,403.529457087157,394.746815555868,1462.90912898314
FSD1,347.594511140067,344.156967273663,270.573373476392,416.38370368836,328.59222057901,377.666737303481,401.121377150467,604.446345243175,178.083971744892,295.534205445744,459.503540910383,305.809936090366,263.713118779702,273.63939364289,185.763867103274,462.174783105166,348.176560457939,302.370387544755
GALNT4 ,23.3701151050099,29.6811873204927,27.4456376854794,22.0058939876643,31.3389762942105,28.3746243424543,23.8073823067288,24.9865735387437,26.3541236838625,26.5049386672112,22.5124573593657,29.2754535393039,35.5558752953649,36.3739718103406,35.9116607524943,26.7159437764979,30.5343082530805,37.5693439084154
CASP9,267.446051491661,255.901444126025,262.548829364504,264.701712059013,373.000362167804,219.168067185281,240.243166356615,279.864660620156,233.20187289039,287.390792603242,241.671121824706,215.47511500888,234.285075970537,237.257128054966,281.58543498328,242.978542217025,171.062977641813,189.675335925862
AIM1L,83.1620810812747,87.3561553903829,112.04151521664,85.648180337778,105.086172613581,90.558258449265,91.4706012761113,80.8896630277672,62.3739515689594,80.6876189582523,70.2862054635365,64.9379916471613,83.6975270026822,88.7049665677968,112.998983630984,79.6774835520994,79.317944838433,83.452238845995
RGP1,198.001231067232,171.4257415829,264.607756967604,235.70694540851,183.550409789898,167.514733404804,189.67837078076,221.256239226566,166.54658077466,192.565438296827,188.269960452499,226.457610221197,168.444153273246,166.919389985982,146.606769410367,168.999569609183,197.285382675483,146.309411843187
TMEM9B,813.080432749661,730.708608552646,557.019863148232,802.059653504934,661.179998258974,706.723751819632,811.26558116595,1022.05704842754,1176.03299058931,1076.42921993001,838.245835251742,724.265636935723,871.159489408004,791.005655294983,922.341752981721,848.37310966301,806.746950907548,787.869139494939
CXCR5,32.614861732148,32.4428438753276,58.2858869611094,34.2992032431462,42.0894492728179,35.6293291912272,38.2683735475811,29.3334371112552,24.927494380991,26.5960544594661,28.710441230363,25.80411531794,27.3117664399065,41.8358126374539,42.5824283346616,31.0226008111944,32.5537832056339,33.3417265637953
LAG3,24.280507549395,22.5715112423672,36.4645056272912,27.136300029996,39.1675124517634,22.8758381484809,23.6369087840404,18.8437507866084,20.459206942193,18.6895178553772,26.094700280638,20.7927149168372,18.7090354605724,22.3212606559447,24.9058657539191,24.0335491245442,23.69595639759,22.0335097404671
SERPINA2,19.1306969674262,17.4686949102797,25.4729931843934,20.9981992538852,25.1025020186702,18.2496673023678,22.9275187230961,16.7196119391394,18.044273840908,16.8864870281663,16.257902910704,17.922886807821,17.7010022924019,21.2922798522821,20.5930362178406,17.070698115394,18.2902904539131,17.8829454333257
MPZL2,19.7563600255335,25.908492089375,17.818888647998,15.5539154710548,17.8248200869597,18.1679531449381,19.4085020144353,13.2432893913746,19.7902814140285,24.2111415736983,18.9793412551411,26.3408799543386,28.4541875794882,17.2296114428099,30.3580157774487,14.8158513363975,20.0774272749767,25.3308109051894
HLA-DMB,189.383575245587,214.998877625627,147.425163226833,129.298156107575,173.342848051225,145.80976444225,358.710513671201,154.182392235753,439.815470747097,316.048746629213,261.512336242578,149.618305407296,226.403009528995,289.284789896022,317.418971626896,215.552108810069,164.157911989593,161.465871197688
SHARPIN,161.383474033307,161.79580307353,339.267927095775,187.541341742795,239.683983196868,148.061966474226,188.880533583339,131.322074180221,118.352184720087,150.043970325268,130.294894682018,115.100264676137,127.572342830108,212.707331708927,256.162082308858,147.484196689342,133.424886327844,119.157602233294
