Gene.Symbol,C_GSM329660.CEL,C_GSM329663.CEL,C_GSM329664.CEL,C_GSM329666.CEL,C_GSM329667.CEL,C_GSM329670.CEL,C_GSM329672.CEL,C_GSM329674.CEL,P_GRN_GSM329677.CEL,P_GRN_GSM329679.CEL,P_GRN_GSM329681.CEL,P_GRN_GSM329683.CEL,P_GRN_GSM329686.CEL,P_GRN_GSM329689.CEL
ATP6V0A1,1426.83160098346,1708.19793089445,1058.73579702366,1772.84080495711,1464.96467207157,1575.64045274762,1437.62197065541,1797.98697402032,696.678944680246,1308.6906029446,671.407492251515,543.160662950889,602.282465242227,642.034695482694
SV2B,2039.54485647688,2116.97825700494,1071.64709933774,2286.18522414675,1297.9560285141,1539.80408312592,1656.13933173324,1871.91373593334,197.055248905613,1402.08923437946,392.029673355784,163.048643535849,338.562262666771,251.017813575234
BCL11B,159.284794650395,85.7011438925888,99.7561105402533,134.088915520796,105.634169399079,136.330120721631,92.0670743788957,95.9014144096981,50.2958148467464,87.5448361023059,37.1751908437545,32.9010804150366,29.4110217201017,43.5393085090533
PTRF,185.980416471694,220.033785882226,228.975190936441,194.962132180306,238.400719135144,167.267122581995,239.521350019622,172.127925830004,508.708982698087,235.717630250529,713.141532633139,1010.70605968729,695.64755798272,567.345741455075
CYB5B,279.128303077039,423.59942755414,337.629378040513,350.814178242807,339.232091522426,255.066749466806,297.289047112587,312.190979678548,160.203690250827,229.532874808879,231.793450211351,148.740603907156,183.111309219687,159.492167326783
LRP12,150.233745138823,123.572509906259,74.5102769696924,114.958068923207,96.613908701526,126.002984235137,111.11351840249,101.310408975844,51.6094054980831,77.9863542390058,64.8198774970984,49.2900192813833,56.8254134419304,60.13167782142
COPG2IT1,1118.07468034067,593.69166972368,450.387512003452,836.83564657311,777.532294948974,763.187419285941,889.688454467019,834.339916097167,158.766837068695,663.703697105161,145.191807460427,99.1724570064378,82.1858292393203,127.289187009602
ABCA8,208.062304978822,73.1435962175134,39.978721911174,36.8740607990335,47.2737711617496,40.8999255200135,145.140216666002,68.4358250328172,308.878904685689,171.37489197612,485.187424853872,902.195367845824,902.259403730865,422.463764195266
CSRNP3,571.828952165458,472.287985050584,500.062420228147,515.583441544543,702.697244835299,477.52478517308,438.298462610799,475.557202213353,173.827140627754,434.38750429524,247.999082221612,142.104971690799,133.110884346548,205.184323867699
PLK2,567.503653694779,937.154812387609,141.946141196744,676.566186998664,526.384343221578,1124.22225208519,526.803520093747,1210.85188453092,52.2938673761093,313.329155918946,87.3145453113026,65.9651455128817,43.904392303851,43.03761390368
RBFOX2,1203.3339050474,1283.87494866518,875.056344304665,1462.27023000682,960.660191283093,1187.95636902948,1151.93864752444,1688.2641871504,457.62153300856,972.242961358,583.267805808032,497.586382095704,546.926836171342,526.51313220378
NOS1AP,330.966182951212,229.092463895665,254.848586909521,333.286970236218,253.446383055664,198.455874557712,250.997517015348,330.618997026324,142.098420422573,203.71440116212,158.585913783554,111.490456992298,121.087688232363,124.119772539797
CAMK1G,332.794809908638,481.28882056772,229.879232049391,659.375253642928,274.28034361657,489.590198731578,349.576876604509,245.946715648562,79.3137643918348,281.012267914915,63.0800909999725,57.2887497298824,43.4705461238791,72.0487034574225
GABBR2,3948.38609529882,2955.12494866517,2449.80352009375,3648.05069963144,3415.83877902449,3185.35959484429,3217.41629873529,5079.98505044252,445.232130893494,2941.18028060349,907.410662950889,320.204341107205,392.596271178887,621.874948665175
ELAVL4,1217.46546756016,1121.0088102822,413.732091522317,1206.04305049234,751.439332084874,1499.74581705535,923.841161095563,873.247394967413,214.546894409111,689.808121360234,147.689650521823,139.100101132824,98.5014733665214,187.746895033117
NEDD4L,752.124948665174,1182.93181638518,410.616241248776,609.58766581492,506.803520093745,1240.91963321018,624.437389613178,808.46277640941,222.413376140303,403.635543017958,251.030004824802,221.63086076822,219.179821162574,300.138728715307
