Row.names,logFC,AveExpr,t,P.Value,adj.P.Val,B,hgnc_symbol,Fold Change,countP
215359_x_at,0.701655729120661,5.27259502745255,4.2020808143731,0.00156482599628641,0.99997228760791,-3.97148021503896,ZNF44,1.62637024858851,8
215363_x_at,0.875542932105021,5.25092925478623,3.97215246957124,0.0022988548869943,0.99997228760791,-4.00474668447638,FOLH1,1.83469841196738,6
215363_x_at,0.875542932105021,5.25092925478623,3.97215246957124,0.0022988548869943,0.99997228760791,-4.00474668447638,FOLH1B,1.83469841196738,6
230943_at,-0.63982148371754,3.1291663451377,-3.88144035134093,0.00268025524809577,0.99997228760791,-4.01856801059543,SOX17,-1.55813634662668,8
203780_at,0.664149698762165,4.84842692774464,3.8778177758716,0.00269678889361623,0.99997228760791,-4.01912832205234,MPZL2,1.58463404013707,8
219587_at,0.509406768262503,5.18379867381668,3.84413051619063,0.00285571061119562,0.99997228760791,-4.02436976658911,TTC12,1.42346475093704,4
1563796_s_at,-0.762267523682496,5.42139280747455,-3.80157679553675,0.00307047080751714,0.99997228760791,-4.03107101705571,EARS2,-1.6961544235953,8
230538_at,0.733857071043004,3.86045859124779,3.37715063446641,0.00639145074582313,0.99997228760791,-4.10290661523458,SHC4,1.66307942597284,5
230147_at,-0.577090158954444,3.16205500288628,-3.29831633061772,0.00733627760021286,0.99997228760791,-4.11726067900644,F2RL2,-1.49183725379804,3
225215_s_at,0.650410170220904,7.35565806642788,3.29303542227753,0.00740446082509125,0.99997228760791,-4.11823353193027,MTRF1L,1.56961438681105,9
204912_at,0.548692984823706,5.00867578169725,3.19999545725382,0.00871772902166819,0.99997228760791,-4.13560515615622,IL10RA,1.46275990246685,3
231991_at,-0.556346857669904,5.16307514548551,-3.19801488891537,0.00874813095262957,0.99997228760791,-4.1359796996442,CCM2L,-1.47054084634487,5
231192_at,-0.463118729610014,2.22247927500532,-3.19497172206169,0.00879505435754822,0.99997228760791,-4.1365555742453,LPAR3,-1.37851859638264,3
213307_at,0.570306389741831,6.66106739996208,3.1583398111493,0.00938040424126343,0.99997228760791,-4.14352405616387,SHANK2,1.48483887710913,10
206765_at,-0.837757640251575,6.48306161962971,-3.1302919717135,0.00985524448822969,0.99997228760791,-4.14890488880694,KCNJ2,-1.78727005425159,7
202644_s_at,0.651070371244715,5.83237416039234,3.10800246310514,0.0102499542329026,0.99997228760791,-4.15320887634742,TNFAIP3,1.57033283259274,8
227475_at,-0.778325096051234,5.86743549753393,-3.09402249133061,0.0105056626922325,0.99997228760791,-4.15592086958811,FOXQ1,-1.71513851803008,9
1552275_s_at,-0.7942756920479,4.91244414288025,-3.0590862016754,0.0111733217572315,0.99997228760791,-4.16274021812569,PXK,-1.73420649384437,5
204595_s_at,0.525370641695985,5.47033592841001,3.02354842884351,0.011896589457315,0.99997228760791,-4.16973809747831,STC1,1.4393033028433,8
201324_at,1.18063049748608,5.38891408988669,3.00206425241378,0.0123566100000062,0.99997228760791,-4.1739982711018,EMP1,2.2667581899447,10
222668_at,-0.87088683761115,3.67552567225592,-3.00130493510405,0.0123731932701616,0.99997228760791,-4.17414924510219,KCTD15,-1.82878672665165,5
213757_at,-0.723555139807449,8.58461444527192,-2.93223963094241,0.013979389856185,0.99997228760791,-4.18799621849689,GPS2,-1.65124608370661,9
214650_x_at,0.662666229393954,4.84612838417712,2.9300807137752,0.0140328510781134,0.99997228760791,-4.1884326911498,MOG,1.58300545765176,6
230493_at,0.471631915750073,4.23783675386212,2.90476885771375,0.0146752015157229,0.99997228760791,-4.19356624533633,SHISA2,1.38667713196156,4
215483_at,0.553048227492703,3.53601628662596,2.90311397399512,0.0147182134655219,0.99997228760791,-4.19390291180018,AKAP9,1.46718238942173,7
1554469_at,0.370623023435995,2.22090369312972,2.89978946047373,0.0148050038602679,0.99997228760791,-4.19457962719229,ZBTB44,1.29291104977426,3
212100_s_at,0.402332254992221,5.4694360261928,2.8849880825773,0.0151976940270579,0.99997228760791,-4.19759867681352,POLDIP3,1.32164274706569,4
221952_x_at,0.583837415057693,5.85297580459977,2.86656516945497,0.0157011056641061,0.99997228760791,-4.20137043868675,TRMT5,1.49883068107264,8
221952_x_at,0.583837415057693,5.85297580459977,2.86656516945497,0.0157011056641061,0.99997228760791,-4.20137043868675,HMGN2P41,1.49883068107264,8
221952_x_at,0.583837415057693,5.85297580459977,2.86656516945497,0.0157011056641061,0.99997228760791,-4.20137043868675,HMGN2P3,1.49883068107264,8
223642_at,-0.929800309129831,3.74299445257631,-2.86037854576054,0.015873882122853,0.99997228760791,-4.20264050604809,ZIC2,-1.90501229524961,5
242301_at,-0.676011211259942,5.06399234773362,-2.84721827180472,0.0162477811141879,0.99997228760791,-4.20534797331081,CBLN2,-1.59771624878805,6
225335_at,0.353461456415996,5.33029337612626,2.84606935460495,0.0162808391643333,0.99997228760791,-4.20558471116558,ZNF496,1.27762235057167,5
203973_s_at,0.923895348996882,6.63234578926673,2.84021545782545,0.0164503238957758,0.99997228760791,-4.20679184556518,CEBPD,1.89723100290762,9
33322_i_at,0.384525929555126,6.96404294246997,2.83693865126284,0.0165459658599247,0.99997228760791,-4.20746822837848,SFN,1.30543075128405,5
222291_at,0.837689574316906,6.34565735657449,2.81246909752544,0.0172779941238398,0.99997228760791,-4.21253425755296,FAM149A,1.7871857333566,10
211600_at,-0.866684254502164,12.1126939734702,-2.8114515804337,0.0173091260944453,0.99997228760791,-4.21274549344887,MT-ND5,-1.82346720679414,10
211600_at,-0.866684254502164,12.1126939734702,-2.8114515804337,0.0173091260944453,0.99997228760791,-4.21274549344887,MTND5P11,-1.82346720679414,10
210739_x_at,-0.671234815614438,7.50233592847201,-2.81103133343549,0.0173220003427634,0.99997228760791,-4.21283274979474,SLC4A4,-1.59243536408193,10
217753_s_at,1.11091813582957,7.59267704334695,2.81027422966375,0.0173452183548297,0.99997228760791,-4.21298996775199,RPS26P8,2.15983055893838,10
217753_s_at,1.11091813582957,7.59267704334695,2.81027422966375,0.0173452183548297,0.99997228760791,-4.21298996775199,RPS26P6,2.15983055893838,10
217753_s_at,1.11091813582957,7.59267704334695,2.81027422966375,0.0173452183548297,0.99997228760791,-4.21298996775199,RPS26P47,2.15983055893838,10
217753_s_at,1.11091813582957,7.59267704334695,2.81027422966375,0.0173452183548297,0.99997228760791,-4.21298996775199,RPS26P28,2.15983055893838,10
217753_s_at,1.11091813582957,7.59267704334695,2.81027422966375,0.0173452183548297,0.99997228760791,-4.21298996775199,RPS26P3,2.15983055893838,10
