Row.names,logFC,AveExpr,t,P.Value,adj.P.Val,B,hgnc_symbol,Fold Change,countP
215646_s_at,1.57450464529928,7.09146768980809,6.20033352701672,1.82554048170086e-06,0.0159079996410747,4.95378557180471,VCAN,2.97833212926623,24
213110_s_at,1.67947831499177,7.60303012087003,6.13600875595834,2.14229918405638e-06,0.0159079996410747,4.81254061808218,COL4A5,3.20312103795904,22
203586_s_at,-0.859547360810079,7.23277344558594,-5.93076737351776,3.57932357090548e-06,0.0160826222520654,4.35830958522745,ARL4D,-1.81446893971338,24
204719_at,2.1385880225376,7.61287978496784,5.92740271193979,3.60969211564965e-06,0.0160826222520654,4.35081940819125,ABCA8,4.40330879950382,24
203042_at,1.58607314672819,8.52101137895697,5.70787653426536,6.27804331269423e-06,0.0181494651475683,3.85926349918585,LAMP2,3.00231041265639,24
205721_at,-1.1001666872998,7.51371594334428,-5.69307329682742,6.5177412210148e-06,0.0181494651475683,3.82592146573327,GFRA2,-2.1437946022883,15
211592_s_at,-0.497516104583054,4.95346373262918,-5.54886457178587,9.39766111066284e-06,0.0232612996180262,3.49991167979779,CACNA1C,-1.41178079851503,19
205608_s_at,1.65335793223534,6.2146032344518,5.38274345576817,1.43521177947151e-05,0.0239937752873504,3.12185147338402,ANGPT1,3.14564950651754,22
219551_at,0.638551237412782,5.49914607934932,5.30995153844408,1.72880374845898e-05,0.0239937752873504,2.9554231407664,EAF2,1.55676506176192,22
218276_s_at,0.81503639125632,6.97059635797844,5.26901756440364,1.91981825717687e-05,0.0239937752873504,2.86164482355306,SAV1,1.75934252981503,24
221667_s_at,0.757948697791134,10.712394460569,5.26279943845278,1.95064246513572e-05,0.0239937752873504,2.8473879104044,HSPB8,1.69108443875458,24
209301_at,0.927794480390251,9.67958503725108,5.22027025727114,2.17528107880927e-05,0.0239937752873504,2.74979902099562,CA2,1.90236553123499,24
211315_s_at,-0.70168025765695,5.20461187759771,-5.20527438364375,2.26056373618067e-05,0.0239937752873504,2.71535730164353,CACNA1G,-1.62639790018476,11
219999_at,0.621898671766977,7.08730360376878,5.14808949225149,2.61788590019915e-05,0.0239937752873504,2.58387337301537,MAN2A2,1.5388991312013,24
207883_s_at,-0.401786619813206,5.17703629095603,-5.14223625889648,2.65753004715333e-05,0.0239937752873504,2.5704026540245,TFR2,-1.32114298903986,10
