Row.names,logFC,AveExpr,t,P.Value,adj.P.Val,B,hgnc_symbol,Fold Change,countP
212788_x_at,1.5015856349912,7.7606010737566,9.09696836708025,6.30661422712895e-07,0.0272655068659074,4.36031312569918,FTLP3,2.83153749692995,11
212788_x_at,1.5015856349912,7.7606010737566,9.09696836708025,6.30661422712895e-07,0.0272655068659074,4.36031312569918,FTL,2.83153749692995,11
209050_s_at,0.993288770838138,5.1626475791658,8.72838925892844,9.97366506297482e-07,0.0272655068659074,4.10602715924149,RALGDS,1.99071786723091,10
201681_s_at,2.35097592184478,5.13231849256658,7.68201150679905,3.97371399614743e-06,0.0724209375797869,3.28837711764702,DLG5,5.10169242026008,10
223681_s_at,-1.39621734131358,2.54559908507316,-7.40206212599171,5.87872359346646e-06,0.078224440202613,3.04318662517095,PATJ,-2.63210554562502,11
228006_at,2.21764627932625,4.28347611663714,7.26431726683832,7.1535839234214e-06,0.078224440202613,2.91811898962755,PTEN,4.65133960866211,10
216834_at,3.72024250756348,4.26033403030961,6.64218226086934,1.78952936807728e-05,0.143850055667379,2.31501176548824,RGS1,13.1796715063342,8
209159_s_at,1.91390333914474,6.41346115492316,6.26457744209012,3.20152905267472e-05,0.143850055667379,1.91690390779786,NDRG4,3.76827261214509,11
227612_at,-1.12643479852751,5.23066710913716,-6.13367098423261,3.93472474472225e-05,0.143850055667379,1.77299842822278,ELAVL3,-2.18318562208589,11
235758_at,1.13682839633897,3.41873001787858,6.07122856093678,4.34506182503245e-05,0.143850055667379,1.70326851550158,PNMA6A,2.19897072299524,6
212501_at,1.61726335148009,3.71108100937757,6.07008657586891,4.35297378791829e-05,0.143850055667379,1.70198668160754,CEBPB,3.0679252914168,9
209047_at,2.42439138786317,4.07039669777333,6.05288955619525,4.47397412607761e-05,0.143850055667379,1.68265509907469,AQP1,5.36802499025498,10
208754_s_at,-0.840499711667619,4.35745850768889,-6.04070558229981,4.56184579834128e-05,0.143850055667379,1.66892631939662,NAP1L1,-1.79067027559956,11
208949_s_at,1.47551229420466,2.48244176615367,5.99171998861271,4.93392789584817e-05,0.143850055667379,1.61345745467833,LGALS3,2.78082372177275,6
209426_s_at,-1.38189615045669,1.8595851569822,-5.98356638439372,4.99890454079597e-05,0.143850055667379,1.60418229821222,C1QTNF3-AMACR,-2.60610669654895,4
209426_s_at,-1.38189615045669,1.8595851569822,-5.98356638439372,4.99890454079597e-05,0.143850055667379,1.60418229821222,AMACR,-2.60610669654895,4
201125_s_at,0.938112284390118,2.75520902900528,5.89623054366611,5.75426179728744e-05,0.150462395972878,1.50407150317255,ITGB5,1.91601955369406,3
213878_at,-0.911944437392007,3.99466470633943,-5.85171949457412,6.18464754895282e-05,0.150462395972878,1.45251218620502,PYROXD1,-1.88157974822884,9
