GeneSymbol,GeneSymbol.1,INT
CBX5,ZNF518A,PPI
CBX5,NSD3,PPI
CRKL,RPL31,PPI
CBX5,H2AFY2,PPI
CBX5,PPP2R5A,PPI
YWHAE,GRB2,PPI
PIK3R3,GRB2,PPI
ND4,GRB2,PPI
VASP,GRB2,PPI
C21orf58,GRB2,PPI
PDIA2,ERO1A,PPI
LYN,ERO1A,PPI
ERO1A,PPME1,PPI
LRSAM1,ERO1A,PPI
P3H1,ERO1A,PPI
CBS,ERO1A,PPI
DBNL,ERO1A,PPI
WASL,PFN1,PPI
OSBPL8,HECW2,PPI
H2AFX,ERO1A,PPI
RPS26,SERBP1,PPI
MAD2L2,CBX5,PPI
TERF1,NUDCD2,PPI
KRT9,GRB2,PPI
SNRP70,SNRPE,PPI
ANKRD1,TRIM55,PPI
TERF1,PRDX4,PPI
VAV2,SERBP1,PPI
GGCX,DCP2,PPI
ATXN3,TRIM55,PPI
ESPL1,TRIM55,PPI
YOD1,TRIM55,PPI
USP4,TRIM55,PPI
SRSF7,TRIM55,PPI
HNRNPU,TRIM55,PPI
PHGDH,TRIM55,PPI
MDM4,TRIM55,PPI
PCGF1,TRIM55,PPI
FLNA,TRIM55,PPI
SQSTM1,TRIM55,PPI
EIF3E,TRIM55,PPI
EHHADH,TRIM55,PPI
KRT18,HAUS1,PPI
STAM2,CBX5,PPI
KPNA2,MORF4L2,PPI
GRB2,AEBP1,PPI
NECAB2,HAUS1,PPI
INPPL1,GRB2,PPI
GRB2,KRT32,PPI
KRT18,GRB2,PPI
SH3PXD2B,GRB2,PPI
COA7,SDHAF2,PPI
CBX5,ZNF585B,PPI
CSNK2B,TERF1,PPI
SERBP1,UPF2,PPI
SMC1A,USP32,PPI
CASP2,GRB2,PPI
MYC,DNAJB11,PPI
GRB2,DNAJB11,PPI
GRB2,SH2D4A,PPI
CBX5,L3MBTL1,PPI
PRPS1L1,TERF1,PPI
BAG3,TERF1,PPI
WASL,PRPF40A,PPI
CBX5,RBBP7,PPI
GRB2,REL,PPI
RPS16,RPL31,PPI
RPS2,RPL31,PPI
GRB2,HIST1H3F,PPI
APCS,GRB2,PPI
RPS2,TERF1,PPI
TERF1,RPS16,PPI
CD81,SAMHD1,PPI
CDC42,GRB2,PPI
DBNL,TERF1,PPI
CBX5,ZNF773,PPI
NEDD8,SERBP1,PPI
TMEM85,EMC1,PPI
SERBP1,EIF2A,PPI
LUC7L3,SRSF7,PPI
JAK1,DTX3L,PPI
TNNI3,TRIM55,PPI
LUC7L3,BMI1,PPI
LUC7L3,RNF2,PPI
LUC7L3,SRPK1,PPI
ITSN2,LUC7L3,PPI
GRB2,AP2B1,PPI
ACTB,HAUS1,PPI
BAG3,GRB2,PPI
VMA21,COA7,PPI
TERF1,LARP7,PPI
APP,KCNN3,PPI
EMC2,EMC1,PPI
CD81,RPL31,PPI
GRB2,GAB1,PPI
UBE2I,TRIM55,PPI
PSMD14,GRB2,PPI
WIPF3,GRB2,PPI
CTNNB1,SERBP1,PPI
KPNA2,TAF10,PPI
TRIM39,CBX5,PPI
SYK,TERF1,PPI
STARD10,GRB2,PPI
SNRPE,MAPRE1,PPI
SYK,GRB2,PPI
UCHL3,TRIM55,PPI
UCHL3,TRIM54,PPI
AHCYL1,UCHL3,PPI
UCHL3,USP34,PPI
UCHL3,UBE2V1,PPI
UCHL3,ATP6V1F,PPI
UCHL3,SULT1A1,PPI
UBE4B,UCHL3,PPI
PBX1,UCHL3,PPI
TRIM27,UCHL3,PPI
CBX5,HIST3H2BB,PPI
UCHL3,COPS6,PPI
HAX1,POLR1D,PPI
USP5,TRIM55,PPI
UCHL3,USP5,PPI
MYC,ACTG1,PPI
WASL,ACTG1,PPI
SIAH1,ZMAT3,PPI
GRB2,PSTPIP2,PPI
KRT6A,GRB2,PPI
CAV1,KCNN3,PPI
DCP2,UPF3A,PPI
PTPRA,GRB2,PPI
CBX5,ZNF689,PPI
GHR,GRB2,PPI
GRB2,DCUN1D1,PPI
C1orf33,RPL31,PPI
TXNDC9,RRP9,PPI
LUC7L3,S100A9,PPI
DIAPH1,GRB2,PPI
DCP2,GGT7,PPI
BAG3,UCHL3,PPI
SAFB,TRIM55,PPI
THOC6,TRIM55,PPI
TRIM55,MYOT,PPI
MYBPC1,TRIM55,PPI
FLNC,TRIM55,PPI
TRIM55,PIAS3,PPI
DCAF6,TRIM55,PPI
TRIM55,GMEB1,PPI
ATP5B,TRIM55,PPI
CKM,TRIM55,PPI
UBE2D2,TRIM55,PPI
TERF1,PGM2,PPI
UCHL3,LONRF1,PPI
PDZD2,MYC,PPI
UBE2D1,TRIM55,PPI
ABCE1,DCP2,PPI
ING5,KAT6A,PPI
MYC,SHOC2,PPI
TERF1,GNL3,PPI
PSMD11,GRB2,PPI
DCP2,AP1M1,PPI
RBMY1A1,TERF1,PPI
FBP1,TERF1,PPI
DCP2,FBXO3,PPI
KPNA2,TBPL2,PPI
CBX5,HIST2H3D,PPI
HIST2H3D,KAT6A,PPI
TCAP,TRIM55,PPI
TERF1,DPYSL3,PPI
NCSTN,TRIM55,PPI
RPS23,SERBP1,PPI
ISG15,SERBP1,PPI
GRB2,GAREM2,PPI
PIK3CA,GRB2,PPI
TUBA1A,USP32,PPI
MYC,TUBA1A,PPI
A2M,GRB2,PPI
GRB2,DKFZp451F1115,PPI
GRB2,INCA1,PPI
ATP5A1,SERBP1,PPI
RPL31,RPS27L,PPI
DARS,GRB2,PPI
CBX5,BCL7A,PPI
GRB2,TRAT1,PPI
SHBG,GRB2,PPI
ILF2,RPL31,PPI
JAK1,IL9R,PPI
GRB2,GAB3,PPI
NOS2,RPL31,PPI
TERT,SERBP1,PPI
GRB2,PDCD6IP,PPI
DNMT1,CBX5,PPI
HIST1H4L,KAT6A,PPI
HIST1H4L,GRB2,PPI
HNRNPK,GRB2,PPI
RPL31,RPL18A,PPI
SERBP1,PIAS3,PPI
PSMC2,GRB2,PPI
KRT18,KPNA2,PPI
PLA2G2A,UCHL3,PPI
TERF1,JSRP1,PPI
RPS8,RPL31,PPI
RPS8,NIFK,PPI
KRT18,USP32,PPI
TERF1,RPS8,PPI
GRB2,VAV3,PPI
UCHL3,UBE2A,PPI
CBX5,UBE2A,PPI
SAP18,TRIM55,PPI
CORO1B,TERF1,PPI
TRIM55,MYOZ1,PPI
CORO1B,KPNA2,PPI
GRB2,RBM33,PPI
TERF1,RBM33,PPI
S100A9,TRIM55,PPI
MYC,EPC2,PPI
ETV6,GRB2,PPI
KPNA2,BTBD2,PPI
GRB2,CCT7,PPI
TERF1,LYAR,PPI
GRB2,LRRK1,PPI
RPS14,SERBP1,PPI
RPL31,LYAR,PPI
SERBP1,TOPORS,PPI
HTT,GRB2,PPI
H2AFX,CBX5,PPI
DCP2,QPCTL,PPI
IPO8,CBX5,PPI
CUL1,RPL31,PPI
CUL1,LUC7L3,PPI
CUL1,SERBP1,PPI
PIN1,PKIB,PPI
GRB2,LZTS2,PPI
TARDBP,RPL31,PPI
UCHL3,UBR1,PPI
GART,HIRIP3,PPI
MRPL41,TRIM55,PPI
OSBP,SAMHD1,PPI
MMGT1,EMC1,PPI
BAT4,GRB2,PPI
GRB2,PBXIP1,PPI
MT-ATP8,GRB2,PPI
CD3EAP,POLR1D,PPI
TERF1,MT1X,PPI
YWHAQ,GRB2,PPI
MRPL12,POLR1D,PPI
TNKS,RAPGEF2,PPI
GRB2,LAX1,PPI
CBX3,CBX5,PPI
TERF1,TUBB4B,PPI
HSPD1,GRB2,PPI
CBX5,ZNF552,PPI
KRT86,GRB2,PPI
KRT1,GRB2,PPI
ITGA4,GRB2,PPI
SQSTM1,DCP2,PPI
YWHAH,ALDH7A1,PPI
NIFK,SIRT7,PPI
TUBA1A,HAUS1,PPI
NIFK,NOP58,PPI
RPL19,NIFK,PPI
RPL5,NIFK,PPI
RPS15A,NIFK,PPI
FTSJ3,NIFK,PPI
RPL31,NIFK,PPI
NOP2,NIFK,PPI
RPL18,NIFK,PPI
RPS2,NIFK,PPI
ZNF638,WASL,PPI
WASL,HSP90AA1,PPI
HSP90AB1,WASL,PPI
NIFK,CBX8,PPI
WASL,HP,PPI
WASL,FCHSD2,PPI
IQGAP1,WASL,PPI
SUMO1,NIFK,PPI
LIN28B,NIFK,PPI
SUMO3,NIFK,PPI
SDCBP,WASL,PPI
TNIP1,NIFK,PPI
EED,NIFK,PPI
RNF2,NIFK,PPI
WASL,DNMBP,PPI
WASL,PACSIN1,PPI
WASL,VIPR1,PPI
GRB2,ELMO2,PPI
TERF1,ZNF281,PPI
ITSN2,WASL,PPI
SRSF10,TRIM55,PPI
ILF2,EMC1,PPI
SYMPK,KAT6A,PPI
TERF1,SH3BP1,PPI
TERF1,CHD8,PPI
GRB2,ACTG1,PPI
KRT16,GRB2,PPI
CBX5,HDAC5,PPI
KAT6A,ATXN1,PPI
TERF1,EP300,PPI
GRB2,EP300,PPI
EP300,KAT6A,PPI
KPNA2,EP300,PPI
CALCOCO2,RTN4IP1,PPI
RTN4IP1,PYM1,PPI
GRB2,CBLB,PPI
HP,GRB2,PPI
DDX48,RPL31,PPI
NBN,TERF1,PPI
CBX5,ELOC,PPI
TARDBP,SERBP1,PPI
KPNA2,SART3,PPI
TKT,TERF1,PPI
CBX5,SGO1,PPI
RNF10,GRB2,PPI
MYC,YWHAQ,PPI
YWHAQ,ALDH7A1,PPI
IGF2R,COA7,PPI
CBR1,GRB2,PPI
CDH1,UCHL3,PPI
WDR77,SMAD1,PPI
GRB2,TUBB4B,PPI
RPL37A,RPL31,PPI
WDR77,GRB2,PPI
CANX,EMC1,PPI
LAT,GRB2,PPI
CBX5,ZFP82,PPI
GART,FBXO6,PPI
PDGFRA,GRB2,PPI
LYN,TYW1,PPI
RNF10,TERF1,PPI
AK1,TERF1,PPI
TERF1,DPP3,PPI
CBX5,ZNF45,PPI
MMS19,TYW1,PPI
HIST3H3,KAT6A,PPI
GRB2,HOMEZ,PPI
SP1,CBX5,PPI
SUPT5H,GART,PPI
WDR77,MYC,PPI
ABCA1,ERBIN,PPI
ABCA1,TGM2,PPI
ABCA1,PRPF8,PPI
HGS,ABCA1,PPI
OTUB1,TRIM55,PPI
RPS11,RPL31,PPI
YWHAQ,SNRPE,PPI
RPL31,RPL10L,PPI
GALR3,MYC,PPI
GART,SWAP70,PPI
OCM2,TERF1,PPI
GRB2,TAB1,PPI
ITGA4,KPNA2,PPI
CUL3,NIFK,PPI
WASL,APP,PPI
WASL,WASF2,PPI
RPL18A,NIFK,PPI
RPL30,NIFK,PPI
RPL23,NIFK,PPI
RPL7,NIFK,PPI
RPL11,NIFK,PPI
RPL15,NIFK,PPI
SNU13,NIFK,PPI
GNL3,NIFK,PPI
RPS3,NIFK,PPI
EEF1A1,NIFK,PPI
UBE2L3,UCHL3,PPI
RPS6,NIFK,PPI
RPS24,NIFK,PPI
WASL,ACTR2,PPI
ACTR3,WASL,PPI
WASL,ZNF395,PPI
WASL,FNBP1L,PPI
APBB1,WASL,PPI
WASL,WWOX,PPI
CSNK2A2,NIFK,PPI
ZBTB16,CBX5,PPI
CCT4,GRB2,PPI
WASL,PACSIN3,PPI
WASL,PACSIN2,PPI
WASL,ITSN1,PPI
WASL,WIPF1,PPI
WASL,GRB2,PPI
UBE2L3,MYC,PPI
CLPX,GRB2,PPI
RPL12,RPL31,PPI
CBX5,NARF,PPI
SNW1,ZMAT3,PPI
EEF2,RPL31,PPI
SELENBP1,COA7,PPI
TERF1,HDGFRP2,PPI
MRPL19,TRIM55,PPI
ESD,GRB2,PPI
GRB2,SLAIN2,PPI
CHD3,SERBP1,PPI
DNM2,KCNN3,PPI
CUL1,SNRPE,PPI
ZMYM3,CBX5,PPI
BPGM,GRB2,PPI
EMC1,FBXO6,PPI
ARRB2,SERBP1,PPI
GRB2,CLTC,PPI
DYNLT3,SERBP1,PPI
GRB2,PSMD13,PPI
ANXA2,GRB2,PPI
POLR3H,POLR1D,PPI
SUPT5H,TERF1,PPI
SUPT5H,SAMHD1,PPI
MVK,TERF1,PPI
GRB2,TTYH2,PPI
HNRPD,GRB2,PPI
CDK9,SMAD1,PPI
ZNF593,UCHL3,PPI
GRB2,TSG101,PPI
SPTBN1,GRB2,PPI
GRB2,KIF3A,PPI
UBR1,UBE2Z,PPI
CAPN2,DCP2,PPI
PRAP1,GRB2,PPI
YWHAE,REEP1,PPI
TUBA4A,HAUS1,PPI
MYC,TUBA4A,PPI
DDX48,JAK1,PPI
PAK4,TERF1,PPI
POLR1B,POLR1D,PPI
CRCP,POLR1D,PPI
E2F4,POLR1D,PPI
DDIT3,POLR1D,PPI
RRS1,NIFK,PPI
GRB2,DOCK4,PPI
YWHAH,GRB2,PPI
WBP11,GRB2,PPI
RNF139,UBE2Z,PPI
DDX48,HAUS1,PPI
GRB2,POLR1D,PPI
ABCA1,ATXN10,PPI
ABCA1,LNX1,PPI
ABCA1,FUS,PPI
ABCA1,RELA,PPI
NR1H2,ABCA1,PPI
ABCA1,XPC,PPI
COPS5,ABCA1,PPI
ABCA1,COPS2,PPI
CNOT1,GRB2,PPI
ABCA1,CSNK2A2,PPI
CDK9,TERF1,PPI
UBC,LYRM2,PPI
UBC,EFR3B,PPI
CBX5,CHAF1B,PPI
COX6A1,GRB2,PPI
CUL3,EMC1,PPI
EMC1,DERL2,PPI
ENO1,EMC1,PPI
CLU,KNSTRN,PPI
GARS,DCP2,PPI
JAK1,IRS2,PPI
CLU,GRB2,PPI
EEF1G,GRB2,PPI
MYC,MRPL53,PPI
ANXA11,SIRT7,PPI
ANXA11,ZDHHC17,PPI
RPL4,NIFK,PPI
ANXA11,CEP55,PPI
NUTM2F,GRB2,PPI
GRB2,SPRY4,PPI
KPNB1,SAMHD1,PPI
SKAP2,GRB2,PPI
TERF1,DOCK2,PPI
SERBP1,UBA2,PPI
RBM18,TMEM27,PPI
CBX5,ZNF462,PPI
ZFP36,DCP2,PPI
GRB2,TUBA1C,PPI
G3BP2,RPL22L1,PPI
KDM1A,HAUS1,PPI
HAUS1,RAB11FIP5,PPI
HSPA8,HAUS1,PPI
HNRNPA2B1,HAUS1,PPI
HAUS1,SEPT9,PPI
HAUS1,PGAM5,PPI
HSPB1,HAUS1,PPI
HAUS1,CEP250,PPI
CEP27,HAUS1,PPI
KRT19,HAUS1,PPI
VPS52,HAUS1,PPI
HAUS1,SPAG5,PPI
MTUS2,HAUS1,PPI
HAUS1,FGFR1OP2,PPI
TFPT,HAUS1,PPI
HAUS1,WASHC3,PPI
CCHCR1,HAUS1,PPI
CEP55,HAUS1,PPI
HAUS1,CEP44,PPI
USHBP1,HAUS1,PPI
HAUS1,CCDC114,PPI
MIPOL1,HAUS1,PPI
INCA1,HAUS1,PPI
ALG2,ANXA11,PPI
UBC,DCP2,PPI
GCNT3,RBM18,PPI
EPHA3,RBM18,PPI
SLC25A5,ANXA11,PPI
DHX9,ZMAT3,PPI
DHX9,TRIM55,PPI
SF3B3,TRIM55,PPI
ZNF264,CBX5,PPI
ITGA2B,GRB2,PPI
GRB2,STK32C,PPI
UBC,RPL22L1,PPI
BARD1,SAMHD1,PPI
LUC7L3,BARD1,PPI
UBC,KAT6A,PPI
KLF11,TXNDC9,PPI
ANXA3,ANXA11,PPI
POLR1A,POLR1D,PPI
RPS10,RPL31,PPI
KIF11,RAPGEF2,PPI
PTPN13,RAPGEF2,PPI
FLNC,RAPGEF2,PPI
LMNA,RAPGEF2,PPI
HIST1H4L,RAPGEF2,PPI
SND1,RAPGEF2,PPI
KCTD17,RAPGEF2,PPI
KCTD5,RAPGEF2,PPI
SLC25A11,RAPGEF2,PPI
VSIG8,RAPGEF2,PPI
RALGDS,RAPGEF2,PPI
HNRNPA2B1,ZMAT3,PPI
MT-ATP8,RAPGEF2,PPI
PREI3,RAPGEF2,PPI
UBC,RAPGEF2,PPI
WIZ,CBX5,PPI
YWHAZ,RPL31,PPI
GRB2,HSPG2,PPI
CBX5,PPP2R5E,PPI
SAP30BP,TERF1,PPI
HELZ,GRB2,PPI
GSS,TERF1,PPI
EIF6,RPL31,PPI
UBE2Z,RNF150,PPI
SYNM,GRB2,PPI
TERF1,ACAT2,PPI
UBC,NIFK,PPI
UBC,OSBPL8,PPI
MYC,PTPN11,PPI
UBC,OSBPL2,PPI
MYC,PSMC5,PPI
MYC,TFAP2C,PPI
KRT34,GRB2,PPI
RPS20,SERBP1,PPI
WDR12,UBE2Z,PPI
CBX5,ZNF566,PPI
DCP2,EDC3,PPI
RPL18,RPL31,PPI
MYC,ERBIN,PPI
MYC,CDKN2A,PPI
MYC,MLH3,PPI
CHUK,MYC,PPI
MYC,KIAA1524,PPI
MYC,MICALL2,PPI
MYC,KNDC1,PPI
MYC,RPS27L,PPI
MYC,RIMS2,PPI
MYC,FOSL1,PPI
MYC,XDH,PPI
MYC,SDK1,PPI
MYC,RIN3,PPI
MYC,ADIPOR1,PPI
MYC,ZCCHC11,PPI
MYC,DNAJB12,PPI
MYC,MZT2B,PPI
MYC,RUNX1,PPI
MYC,RNF130,PPI
MYC,SSR1,PPI
MYC,P3H1,PPI
MYC,QPCTL,PPI
MYC,TP53,PPI
OPA1,MYC,PPI
MYC,ADNP,PPI
HELZ,MYC,PPI
MYC,TXN,PPI
MYC,AKAP6,PPI
MYC,TKT,PPI
MYC,ECSIT,PPI
MYC,SNRPC,PPI
HEL-S-103,MYC,PPI
MYC,RBPJ,PPI
MYC,FLNA,PPI
MYC,ANXA2,PPI
MYC,TCF12,PPI
SMTN,MYC,PPI
PLSCR1,ANXA11,PPI
MYH9,GRB2,PPI
SRP9,MYC,PPI
MYC,CDK6,PPI
UBC,TYW1,PPI
CASP7,TERF1,PPI
MYC,EFNB1,PPI
MYC,TONSL,PPI
XPOT,MYC,PPI
MYC,GPX2,PPI
CDK4,MYC,PPI
MYC,CEP57,PPI
BRD3,MYC,PPI
SMAD7,MYC,PPI
SNRPE,PRPF8,PPI
MYC,PAK2,PPI
MYC,SUMO3,PPI
MYC,NOTCH3,PPI
USP37,MYC,PPI
MYC,METTL13,PPI
MYC,FANCI,PPI
MYC,DDX24,PPI
MYC,PDS5A,PPI
RACGAP1,GRB2,PPI
MYC,CEBPA,PPI
MYC,MED12,PPI
MYC,HSP90AA1,PPI
TAF6L,MYC,PPI
MYC,ACTB,PPI
MYC,XPO5,PPI
MYC,MLH1,PPI
MYC,GTF3C3,PPI
MYC,TIAM1,PPI
MYC,MAPK1,PPI
MYC,TFAP2A,PPI
NFYB,MYC,PPI
MYC,MMS19,PPI
MYC,SNW1,PPI
MYC,MEN1,PPI
UCHL3,UBL7,PPI
MYC,SMARCB1,PPI
MYC,CDCA7L,PPI
GSK3A,MYC,PPI
MYC,KAT2B,PPI
SMARCA5,MYC,PPI
FOXO3,MYC,PPI
MYC,PARP10,PPI
SLC25A6,GRB2,PPI
MYC,MNT,PPI
MYC,HIF1A,PPI
MYC,TOP1,PPI
MYC,HIST1H2BL,PPI
MYC,JUN,PPI
PIM1,MYC,PPI
MYC,RIOX1,PPI
MYC,HDAC2,PPI
MYC,HDAC1,PPI
ACTL6A,MYC,PPI
MYC,EFTUD2,PPI
MYC,RPP30,PPI
RNGTT,MYC,PPI
MYC,DIMT1,PPI
NOP56,MYC,PPI
MYC,DDX20,PPI
U2SURP,MYC,PPI
MYC,MRPS34,PPI
MYC,RFC5,PPI
TNNI1,TRIM55,PPI
MYC,CHTF18,PPI
RFC3,MYC,PPI
MYC,RFC2,PPI
MYC,SMC2,PPI
MYC,MRPS22,PPI
MYC,MARS,PPI
MYC,EIF4A1,PPI
MYC,EIF3I,PPI
MYC,PRKDC,PPI
MYC,XRCC5,PPI
MYC,MSH6,PPI
IQGAP1,GRB2,PPI
MYC,PSMB3,PPI
MYC,TUBGCP2,PPI
MYC,PSMC4,PPI
MYC,PLK1,PPI
NCL,MYC,PPI
PSMA2,MYC,PPI
MYC,PSMA5,PPI
MYC,PSMA1,PPI
MYC,SLC25A11,PPI
MYC,BCR,PPI
MYC,PSME4,PPI
MYC,PSMA4,PPI
MYC,SQSTM1,PPI
MYC,PSMC2,PPI
PSMA7,MYC,PPI
MYC,PSMC3,PPI
MYC,PSMC6,PPI
MYC,RPN1,PPI
DNAJA2,MYC,PPI
MYC,PPP1CA,PPI
MYC,CCT2,PPI
MYC,MYO9B,PPI
MYC,CCT6A,PPI
AKAP8,MYC,PPI
RPS25,SERBP1,PPI
MYC,CCT3,PPI
MYC,CCT4,PPI
MYC,DNAJA3,PPI
MYC,C1QBP,PPI
MYC,IPO4,PPI
IRS4,MYC,PPI
MYC,USP22,PPI
CYR61,MYC,PPI
MYC,YWHAB,PPI
MYC,EIF3E,PPI
MYC,DYNC1H1,PPI
MYC,NUP133,PPI
XPO1,MYC,PPI
SLC25A12,MYC,PPI
MYC,NUP153,PPI
MYC,IPO9,PPI
MYC,RANBP2,PPI
MYO9A,MYC,PPI
MYC,MYO5C,PPI
MYC,KPNA2,PPI
SQOR,MYC,PPI
MYC,P4HA1,PPI
MYC,CD6,PPI
VAPB,OSBPL2,PPI
MYC,IDH3G,PPI
MYC,ATP5C1,PPI
CEPT1,MYC,PPI
MYC,ETFA,PPI
ILVBL,MYC,PPI
NDUFS2,MYC,PPI
ACOT8,MYC,PPI
MYC,SUCLG1,PPI
MYC,LRRC59,PPI
MCM7,MYC,PPI
MYC,CCAR2,PPI
CUL4A,MYC,PPI
PPP2CA,MYC,PPI
MYC,FBXW7,PPI
MYC,STUB1,PPI
DARS2,DCP2,PPI
ZYX,RTN4IP1,PPI
TRIM24,RNF141,PPI
TXNDC9,CEP76,PPI
NKX3-2,SMAD1,PPI
UCHL3,UBE2S,PPI
RNF8,JMJD1C,PPI
PSMC1,JMJD1C,PPI
JMJD1C,ESR2,PPI
PPARG,JMJD1C,PPI
GADD45A,JMJD1C,PPI
SNIP1,MYC,PPI
AKT1,KAT6A,PPI
SELL,GRB2,PPI
SNRPE,TOP2B,PPI
UCHL3,USP28,PPI
RAD21,RPL22L1,PPI
UBC,EMC1,PPI
CSNK2A2,TERF1,PPI
GLUD1,DCP2,PPI
GRB2,KRT83,PPI
CBX5,ADNP,PPI
UBC,RPL31,PPI
LOC51035,USP32,PPI
MYC,PRKCDBP,PPI
TEC,GRB2,PPI
SEPT2,TRIM55,PPI
PTPRE,GRB2,PPI
ATP4A,ANXA11,PPI
BRAP,TRIM55,PPI
PIAS1,SERBP1,PPI
UBC,TERF1,PPI
ANXA11,CCDC8,PPI
CASC3,GRB2,PPI
UBC,ALDH7A1,PPI
MYC,YBX1,PPI
BUD31,TRIM55,PPI
SMAD1,OAZ3,PPI
LMO2,GRB2,PPI
RPL31,CEP250,PPI
CBX5,KMT5C,PPI
COPB1,GRB2,PPI
UBC,USP32,PPI
SS18L1,SMAD1,PPI
TERF1,ZC3HAV1L,PPI
USP28,TRIM55,PPI
RPL6,RPL31,PPI
PSMB1,DCP2,PPI
GFPT2,DCP2,PPI
GFM1,TRIM55,PPI
PRKAB1,GRB2,PPI
S100A8,TERF1,PPI
YWHAZ,GRB2,PPI
ANXA11,MDM2,PPI
HDAC1,RUVBL1,PPI
MTOR,RUVBL1,PPI
COPS5,RUVBL1,PPI
GRB2,RUVBL1,PPI
UBXN6,RUVBL1,PPI
SRCAP,RUVBL1,PPI
SMARCA5,RUVBL1,PPI
CAD,RUVBL1,PPI
PSMC3,RUVBL1,PPI
SRSF2,RUVBL1,PPI
IGF1R,RUVBL1,PPI
HINT1,RUVBL1,PPI
DKC1,RUVBL1,PPI
EEF1AKMT3,RUVBL1,PPI
PAN2,RUVBL1,PPI
PRKDC,RUVBL1,PPI
HSPA4,RUVBL1,PPI
TUBA1A,RUVBL1,PPI
TUBB,RUVBL1,PPI
NCBP1,RUVBL1,PPI
UPF1,RUVBL1,PPI
RBM8,RUVBL1,PPI
USP49,RUVBL1,PPI
FBXO6,RUVBL1,PPI
NEDD8,RUVBL1,PPI
HLA-DRA,ANXA11,PPI
HUWE1,RUVBL1,PPI
ANXA11,HLA-DRB5,PPI
DNASE2,RUVBL1,PPI
PELO,RUVBL1,PPI
PSTPIP1,RUVBL1,PPI
FDFT1,RUVBL1,PPI
E2F7,RUVBL1,PPI
SMNDC1,RUVBL1,PPI
BRDG1,RUVBL1,PPI
LEF1,RUVBL1,PPI
RUVBL1,TRRAP,PPI
SMARCA2,RUVBL1,PPI
OFD1,RUVBL1,PPI
CCDC87,RUVBL1,PPI
NTPCR,RUVBL1,PPI
ACTB,RUVBL1,PPI
ACTG1,RUVBL1,PPI
DDX42,RUVBL1,PPI
DPCD,RUVBL1,PPI
KPNB1,RUVBL1,PPI
HSPA1L,RUVBL1,PPI
ELAVL1,RUVBL1,PPI
YEATS4,RUVBL1,PPI
PCBP1,RUVBL1,PPI
PCBP3,RUVBL1,PPI
SRI,RUVBL1,PPI
TTI2,RUVBL1,PPI
RORA,RUVBL1,PPI
RARA,RUVBL1,PPI
FBL,RUVBL1,PPI
-,RUVBL1,PPI
PIH1D1,RUVBL1,PPI
MORF4L2,RUVBL1,PPI
H2AFZ,RUVBL1,PPI
ACTR5,RUVBL1,PPI
TFPT,RUVBL1,PPI
INO80B,RUVBL1,PPI
INO80D,RUVBL1,PPI
DMAP1,RUVBL1,PPI
ING3,RUVBL1,PPI
MME,RUVBL1,PPI
PSMA3,RUVBL1,PPI
SMARCAD1,RUVBL1,PPI
SOX2,RUVBL1,PPI
HDGF,RUVBL1,PPI
SUMO2,RUVBL1,PPI
KAT5,RUVBL1,PPI
SUMO1,RUVBL1,PPI
HLA-DRB1,ANXA11,PPI
CD59,GRB2,PPI
MSH6,SAMHD1,PPI
ARMCX5,DCP2,PPI
MYC,PTRF,PPI
TERF1,FANCD2,PPI
SRM,TERF1,PPI
EIF4B,TERF1,PPI
EIF4B,SAMHD1,PPI
APP,BRWD1,PPI
CUL4A,BRWD1,PPI
MED4,NIFK,PPI
PPP2CA,CBX5,PPI
MED4,HAUS1,PPI
TARS,DCP2,PPI
PPP2CA,TERF1,PPI
TBP,CBX5,PPI
SYN1,GRB2,PPI
LUC7L3,UBC,PPI
GRB2,PSME1,PPI
GART,FARSB,PPI
MAFK,KAT6A,PPI
UBC,JAK1,PPI
UBC,KPNA2,PPI
SUMO2,SNRPE,PPI
AMOT,XPR1,PPI
RARS,GRB2,PPI
CBX5,ZNF324B,PPI
UBC,ABCG1,PPI
UBC,SNRPE,PPI
ABCA1,UBC,PPI
GRB2,CYFIP2,PPI
UBC,ADAT1,PPI
UBC,POLR1D,PPI
UBC,SAMHD1,PPI
UBC,GART,PPI
UCHL3,TTC9C,PPI
USP39,TRIM55,PPI
WASL,RHOQ,PPI
UBC,UBE2Z,PPI
MDC1,OSBPL8,PPI
MDC1,COA7,PPI
IDH3A,TERF1,PPI
GRB2,ALK,PPI
NUDT21,JMJD1C,PPI
GRB2,FUS,PPI
FUS,SERBP1,PPI
CAND1,USP32,PPI
KPNA2,CAND1,PPI
LUC7L3,CAND1,PPI
RPL23,RPL31,PPI
UCHL3,CSE1L,PPI
SNRPE,CAND1,PPI
KPNA2,CSE1L,PPI
UBC,CBX5,PPI
RPL31,CAND1,PPI
SNRNP200,MYC,PPI
SERBP1,FYTTD1,PPI
DYNC1I2,SERBP1,PPI
CIAO1,TYW1,PPI
RNF141,TRIM8,PPI
DTX3,RNF141,PPI
TERF1,OGFR,PPI
ANXA11,CUL5,PPI
ANXA11,STXBP2,PPI
BAG3,ANXA11,PPI
ANXA11,TFG,PPI
UCHL3,PJA1,PPI
SLC25A5,RPL31,PPI
KPNA2,TAF3,PPI
KRT7,GRB2,PPI
HNRNPH3,ANXA11,PPI
GRB2,PNMA5,PPI
ANXA11,HLA-DRB3,PPI
HLA-DRB4,ANXA11,PPI
UBC,ANXA11,PPI
