"SrNo","V1","V2"
40226,"P01106","Q12962"
40342,"P16333","P62993"
40390,"O14879","P62304"
40415,"P62899","P62917"
40540,"P45973","Q96GC6"
40678,"P45973","Q14839"
40764,"P54274","Q15785"
40777,"Q86XS8","Q9H832"
40796,"O43852","Q8N766"
40828,"A0A024R8N4","P15374"
40880,"O75955","Q8N766"
40908,"O95817","Q9NS18"
41039,"O43402","Q8N766"
41040,"A0A024QZT0","Q8N766"
41042,"A8K2S7","Q8N766"
41051,"A0A024RDV8","Q8N766"
41143,"A0A024RDV3","P45973"
41166,"A8K517","P62899"
41318,"A0A024R7M2","Q96CS2"
41353,"Q8IU60","Q8IZ69"
41382,"A0A024RC40","P62993"
41472,"O95817","Q9H832"
41734,"A0A024RB14","P62899"
41816,"O75643","P62993"
41879,"A0A0A0MSG2","Q9BYV6"
41936,"P62993","Q5T4S7"
41991,"P05141","P62993"
42036,"P52292","Q96PV4"
42108,"A0A024R9G7","P01106"
42214,"Q14204","Q8NC51"
42242,"P15374","Q969Q1"
42243,"P15374","Q9UK80"
42244,"P15374","Q9Y4E8"
42249,"P15374","Q96K21"
42251,"A0A024R284","P15374"
42253,"O95218","P15374"
42254,"P15374","P22061"
42255,"P15374","Q86T74"
42256,"P15374","Q99614"
42261,"P62993","P63151"
42385,"P22102","Q9H0W5"
42539,"P54274","Q9NR30"
42574,"P17661","Q9BYV6"
42588,"P45973","Q6AHZ1"
42615,"P45973","Q9BZ95"
42649,"P46109","P62899"
42672,"P45973","Q9P0M6"
42719,"P45973","Q15172"
42838,"P62258","P62993"
42857,"B4DXM8","P62993"
42979,"H9EC08","P62993"
42995,"A0A024R0V4","P62993"
43030,"P58505","P62993"
43100,"Q13087","Q96HE7"
43105,"A8K379","Q96HE7"
43111,"Q96HE7","Q9Y570"
43113,"A0A024R870","Q96HE7"
43115,"Q32P28","Q96HE7"
43116,"P35520","Q96HE7"
43117,"B4DUF9","Q96HE7"
43130,"O00401","P07737"
43184,"Q9BZF1","Q9P2P5"
43193,"P16104","Q96HE7"
43227,"A0A024RB14","Q8NC51"
43295,"A0A024R4I4","P45973"
43335,"P54274","Q8WVJ2"
43355,"P35527","P62993"
43383,"A0A024QZD5","P62304"
43508,"Q15327","Q9BYV6"
43669,"P54274","Q13162"
43782,"P52735","Q8NC51"
43902,"P38435","Q8IU60"
43906,"C9JQV6","Q9BYV6"
43907,"Q14674","Q9BYV6"
43908,"Q5VVQ6","Q9BYV6"
43909,"Q13107","Q9BYV6"
43910,"Q16629","Q9BYV6"
43911,"Q96BA7","Q9BYV6"
43912,"O43175","Q9BYV6"
43913,"O15151","Q9BYV6"
43914,"Q9BSM1","Q9BYV6"
43915,"Q60FE5","Q9BYV6"
43916,"Q13501","Q9BYV6"
43917,"P60228","Q9BYV6"
43918,"Q08426","Q9BYV6"
44022,"A0A024RAY2","Q96CS2"
44249,"O75886","P45973"
44255,"P52292","Q15014"
44279,"P62993","Q8IUX7"
44325,"Q7Z6G3","Q96CS2"
44333,"O15357","P62993"
44814,"P62993","Q14532"
44859,"A0A024RAY2","P62993"
44967,"A1X283","P62993"
45002,"Q96BR5","Q9NX18"
45146,"P45973","Q52M93"
45209,"N0E4C7","P54274"
45264,"Q8NC51","Q9HAU5"
45311,"Q14683","Q8NFA0"
45429,"P42575","P62993"
45536,"P01106","Q9UBS4"
45639,"P62993","Q9UBS4"
45726,"P62993","Q9H788"
45730,"P45973","Q9Y468"
45736,"P21108","P54274"
45742,"O95817","P54274"
45784,"O00401","O75400"
45843,"P45973","Q16576"
45883,"P62993","Q04864"
45957,"P62249","P62899"
45967,"P15880","P62899"
46144,"P62993","P68431"
46187,"P02743","P62993"
46265,"P15880","P54274"
46266,"P54274","P62249"
46295,"A0A024RCB7","Q9Y3Z3"
46579,"A0A024RAE4","P62993"
46682,"B4DUF9","P54274"
46727,"P45973","Q6PK81"
46736,"Q15843","Q8NC51"
46828,"A0A024R9N3","Q8N766"
46886,"Q8NC51","Q9BY44"
47049,"O95232","Q16629"
47090,"P23458","Q8TDB6"
47093,"P19429","Q9BYV6"
47118,"O95232","P35226"
47119,"O95232","Q99496"
47150,"O95232","Q96SB4"
47203,"A6H8W8","O95232"
47271,"P62993","P63010"
47333,"P60709","Q96CS2"
47380,"O95817","P62993"
47413,"Q3ZAQ7","Q96BR5"
47487,"P54274","Q4G0J3"
47515,"P05067","Q9UGI6"
47639,"Q15006","Q8N766"
47819,"A0A024RCB7","P62899"
47873,"P62993","Q9HA84"
47900,"P63279","Q9BYV6"
47973,"O00487","P62993"
47986,"A6NGB9","P62993"
48185,"A0A024R2Q3","Q8NC51"
48189,"P52292","Q12962"
48421,"A0A024RCP5","P45973"
49203,"A0A024R244","P54274"
49303,"A0A024R5L8","P62993"
49321,"P62304","Q15691"
49339,"A0A024R244","P62993"
49476,"P15374","Q9BYV6"
49477,"P15374","Q9BYV2"
49482,"A0A024R0A8","P15374"
49486,"P15374","Q70CQ2"
49487,"P15374","Q13404"
49489,"P15374","Q16864"
49491,"P15374","P50225"
49492,"O95155","P15374"
49496,"H0YLB0","P15374"
49500,"P14373","P15374"
49759,"P45973","Q8N257"
49796,"P15374","Q7L5N1"
49852,"O00165","Q9Y2S0"
50092,"P45974","Q9BYV6"
50095,"P15374","P45974"
50118,"P01106","P63261"
50129,"O00401","P63261"
50144,"Q8IUQ4","Q9HA38"
50262,"P62993","Q9H939"
50279,"P02538","P62993"
50469,"Q7Z4F3","Q9UGI6"
50539,"Q8IU60","Q9H1J1"
50756,"P18433","P62993"
50819,"P45973","Q96CS4"
50896,"P10912","P62993"
51076,"P62993","Q96GG9"
51142,"A0A024RAE1","P62899"
51152,"O14530","O43818"
51153,"O95232","P06702"
51184,"O60610","P62993"
51198,"Q8IU60","Q9UJ14"
51301,"O95817","P15374"
51328,"Q15424","Q9BYV6"
51329,"Q86W42","Q9BYV6"
51330,"Q9BYV6","Q9UBF9"
51331,"B3KPP3","Q9BYV6"
51332,"Q14315","Q9BYV6"
51333,"Q9BYV6","Q9Y6X2"
51334,"Q58WW2","Q9BYV6"
51335,"Q9BYV6","Q9Y692"
51336,"P06576","Q9BYV6"
51337,"P06732","Q9BYV6"
51338,"P62837","Q9BYV6"
51392,"P54274","Q96G03"
51419,"P15374","Q17RB8"
51475,"A0A024RE15","P01106"
51682,"A0A087WW00","Q9BYV6"
51917,"P61221","Q8IU60"
51959,"Q8WYH8","Q92794"
51974,"P01106","Q9UQ13"
51976,"P54274","Q9BVP2"
52062,"O00231","P62993"
52080,"Q8IU60","Q9BXS5"
52128,"P0DJD3","P54274"
52129,"P09467","P54274"
52208,"Q8IU60","Q9UK99"
52219,"P52292","Q6SJ96"
52251,"P45973","Q71DI3"
52281,"Q71DI3","Q92794"
52305,"A2TDC0","Q9BYV6"
52594,"P54274","Q14195"
52662,"Q92542","Q9BYV6"
52774,"A8K517","Q8NC51"
52778,"P05161","Q8NC51"
53176,"P62993","Q75VX8"
53259,"P42336","P62993"
53779,"Q71U36","Q8NFA0"
53863,"P01106","Q71U36"
53933,"P01023","P62993"
53953,"P62993","Q86T64"
53997,"P62993","Q0VD86"
54162,"P25705","Q8NC51"
54216,"P62899","Q71UM5"
54477,"P14868","P62993"
54506,"P45973","Q4VC05"
54588,"P62993","Q6PIZ9"
54661,"P04278","P62993"
54975,"F4ZW62","P62899"
55084,"P23458","Q01113"
55201,"P62993","Q8WWW8"
55271,"P35228","P62899"
55301,"O14746","Q8NC51"
55359,"P62993","Q8WUM4"
55592,"P26358","P45973"
55731,"B2R4R0","Q92794"
55733,"B2R4R0","P62993"
56100,"P61978","P62993"
56125,"P62899","Q02543"
56227,"Q8NC51","Q9Y6X2"
56447,"P35998","P62993"
56473,"A0A024RAY2","P52292"
56585,"A0A024RA96","P15374"
56652,"P54274","Q96MG2"
56737,"P62241","P62899"
56759,"P62241","Q9BYG3"
56771,"A0A024RAY2","Q8NFA0"
56850,"P54274","P62241"
56918,"P62993","Q9UKW4"
56964,"P15374","P49459"
56968,"P45973","P49459"
57050,"O00422","Q9BYV6"
57058,"A0A024R5K1","P54274"
57152,"Q9BYV6","Q9NP98"
57153,"A0A024R5K1","P52292"
57209,"P62993","Q96EV2"
57213,"P54274","Q96EV2"
57349,"P06702","Q9BYV6"
57442,"P01106","Q52LR7"
58130,"P41212","P62993"
58201,"P52292","Q9BX70"
58276,"P62993","Q99832"
58331,"P54274","Q9NX58"
58377,"P62993","Q38SD2"
58440,"P62263","Q8NC51"
58490,"P62899","Q9NX58"
58525,"Q8NC51","Q9NS56"
58541,"P42858","P62993"
58604,"P16104","P45973"
58672,"Q8IU60","Q9NXS2"
58732,"O15397","P45973"
59004,"A0A090N7U0","P62899"
59015,"A0A090N7U0","O95232"
59023,"A0A090N7U0","Q8NC51"
59089,"Q13526","Q9C010"
59206,"P62993","Q9BRK4"
59312,"A0A024R4E2","P62899"
59571,"P15374","Q8IWV7"
59586,"P22102","Q9BW71"
59705,"Q8IXM3","Q9BYV6"
59707,"P22059","Q9Y3Z3"
59755,"Q8N4V1","Q8N766"
59767,"A0A024RCU2","P62993"
59768,"P62993","Q96AQ6"
59830,"P03928","P62993"
59871,"O15446","Q9Y2S0"
60040,"P54274","P80297"
60055,"P27348","P62993"
60111,"P52815","Q9Y2S0"
60122,"O95271","Q9Y4G8"
60176,"P62993","Q8IWV1"
60243,"A4D177","P45973"
60303,"P54274","P68371"
60304,"A0A024R3X4","P62993"
60321,"P45973","Q9H707"
60375,"O43790","P62993"
60477,"P04264","P62993"
60637,"P13612","P62993"
60841,"Q13501","Q8IU60"
60893,"A0A024R1K7","P49419"
60973,"Q9BYG3","Q9NRC8"
60999,"Q71U36","Q96CS2"
61020,"Q9BYG3","Q9Y2X3"
61023,"P84098","Q9BYG3"
61024,"A2RUM7","Q9BYG3"
61026,"B2R4W8","Q9BYG3"
61027,"Q8IY81","Q9BYG3"
61031,"P62899","Q9BYG3"
61032,"P46087","Q9BYG3"
61039,"A0A024QZD1","Q9BYG3"
61046,"P15880","Q9BYG3"
61048,"A8K583","O00401"
61061,"O00401","P07900"
61062,"A0A024RD80","O00401"
61075,"Q9BYG3","Q9HC52"
61089,"O00401","P00738"
61091,"O00401","O94868"
61131,"A0A024RC65","O00401"
61133,"A0A024R3Z2","Q9BYG3"
61135,"Q6ZN17","Q9BYG3"
61139,"P55854","Q9BYG3"
61147,"G5EA09","O00401"
61148,"Q15025","Q9BYG3"
61156,"E9PJK2","Q9BYG3"
61158,"Q99496","Q9BYG3"
61173,"O00401","Q6XZF7"
61183,"O00401","Q5TZC3"
61187,"O00401","P32241"
61208,"P62993","Q96JJ3"
61228,"P54274","Q9Y2X9"
61263,"A6H8W8","O00401"
61348,"O75494","Q9BYV6"
61360,"F4ZW62","Q8N766"
61459,"A0A024R0R6","Q92794"
61503,"P54274","Q9Y3L3"
61604,"P54274","Q9HCK8"
61633,"P62993","P63261"
61637,"P08779","P62993"
61714,"P45973","Q9UQL6"
61981,"Q92794","Q96FF1"
62097,"P54274","Q09472"
62183,"P62993","Q09472"
62187,"Q09472","Q92794"
62238,"P52292","Q09472"
62410,"Q13137","Q8WWV3"
62412,"Q8WWV3","Q9BRP8"
62463,"P62993","Q13191"
62664,"P00738","P62993"
62696,"A0A024R8W0","P62899"
62869,"O60934","P54274"
62886,"P45973","Q15369"
63126,"A0A024R4E2","Q8NC51"
63154,"P52292","Q15020"
63155,"P29401","P54274"
63168,"P45973","Q5FBB7"
63203,"A0A024RBP0","P62993"
63298,"P01106","P27348"
63353,"P27348","P49419"
63385,"P11717","Q96BR5"
63424,"P16152","P62993"
63496,"P12830","P15374"
63509,"A0A024R0H7","Q15797"
63580,"P62993","P68371"
63832,"P61513","P62899"
63843,"A0A024R0H7","P62993"
64070,"P27824","Q8N766"
64317,"A0A024QZD6","P62993"
64461,"P45973","Q8N141"
64620,"P22102","Q9NRD1"
64950,"P16234","P62993"
65037,"A8K379","Q9NV66"
65042,"A0A024RBP0","P54274"
65043,"P00568","P54274"
65044,"P54274","Q9NY33"
65098,"P45973","Q02386"
65138,"Q96T76","Q9NV66"
65159,"Q16695","Q92794"
65197,"P62993","Q8IX15"
65330,"P08047","P45973"
65367,"O00267","P22102"
65392,"A0A024R0H7","P01106"
65438,"O95477","Q96RT1"
65450,"O95477","P21980"
65519,"O95477","Q6P2Q9"
65538,"O14964","O95477"
65625,"Q96FW1","Q9BYV6"
65686,"P62280","P62899"
65825,"P27348","P62304"
66068,"P62899","Q96L21"
66190,"O60755","P01106"
66284,"P22102","Q9UH65"
66349,"P0CE71","P54274"
66469,"P62993","Q15750"
66787,"P13612","P52292"
66868,"A0A024R475","Q9BYG3"
66877,"O00401","P05067"
66890,"O00401","Q9Y6W5"
66893,"Q02543","Q9BYG3"
66894,"A0A024R9D3","Q9BYG3"
66898,"A0A024R1Q8","Q9BYG3"
66899,"P18124","Q9BYG3"
66904,"P62913","Q9BYG3"
66907,"A0A024R2Q4","Q9BYG3"
66908,"P55769","Q9BYG3"
66909,"Q9BVP2","Q9BYG3"
66913,"P23396","Q9BYG3"
66916,"P68104","Q9BYG3"
66924,"A0A024R1A4","P15374"
66929,"A2A3R6","Q9BYG3"
66931,"P62847","Q9BYG3"
66953,"O00401","P61160"
66954,"A0A024RAI1","O00401"
66959,"O00401","Q9H8N7"
66963,"O00401","Q5T0N5"
66965,"O00213","O00401"
66975,"O00401","Q9NZC7"
66982,"P19784","Q9BYG3"
67007,"A0A024R3C6","P45973"
67012,"P50991","P62993"
67019,"O00401","Q9UKS6"
67020,"O00401","Q9UNF0"
67024,"O00401","Q6PD56"
67027,"O00401","Q2YDC4"
67037,"O00401","P62993"
67044,"A0A024R1A4","P01106"
67063,"A0A024R5X7","P62993"
67078,"P30050","P62899"
67183,"P45973","Q9UHQ1"
67213,"Q13573","Q9HA38"
67261,"P13639","P62899"
67290,"Q13228","Q96BR5"
67298,"P54274","Q7Z4V5"
67333,"P49406","Q9BYV6"
67865,"P10768","P62993"
68041,"P62993","Q9P270"
68073,"B3KWV4","Q8NC51"
68265,"P50570","Q9UGI6"
68343,"A0A090N7U0","P62304"
68791,"A8K3Z7","P45973"
69049,"A0A024R782","P62993"
69156,"Q8N766","Q9NRD1"
69205,"P32121","Q8NC51"
69499,"P62993","Q00610"
69525,"P51808","Q8NC51"
69595,"P62993","Q9UNM6"
69654,"P07355","P62993"
69671,"A0A024R1P3","Q9Y2S0"
69698,"O00267","P54274"
69708,"O00267","Q9Y3Z3"
69782,"B2RDU6","P54274"
69876,"P62993","Q9BSA4"
69980,"A0A024RDB4","P62993"
70225,"A0A024R880","Q15797"
70257,"O00488","P15374"
70267,"P62993","Q99816"
70281,"B2ZZ89","P62993"
70326,"P62993","Q9Y496"
70332,"Q8IWV7","Q9H832"
70445,"P17655","Q8IU60"
70552,"A6XND8","P62993"
70893,"P62258","Q9H902"
70953,"P68366","Q96CS2"
70965,"P01106","P68366"
71177,"A0A024R8W0","P23458"
71280,"O96013","P54274"
71463,"Q9H9Y6","Q9Y2S0"
71471,"O75575","Q9Y2S0"
71525,"Q16254","Q9Y2S0"
71526,"P35638","Q9Y2S0"
71694,"Q15050","Q9BYG3"
71814,"P62993","Q8N1I0"
71835,"A0A024R1K7","P62993"
71837,"A0A024RAW9","P62993"
71896,"Q8WU17","Q9H832"
72012,"A0A024R8W0","Q96CS2"
72073,"P62993","Q9Y2S0"
72140,"O95477","Q9UBB4"
72187,"O95477","Q8TBB1"
72280,"O95477","Q13344"
72281,"O95477","Q04206"
72292,"F1D8P7","O95477"
72301,"O95477","Q01831"
72317,"A0A024R7W9","O95477"
72329,"O95477","P61201"
72341,"A5YKK6","P62993"
72411,"O95477","P19784"
72472,"A0A024R880","P54274"
72561,"P0CG48","Q9NU23"
72584,"P0CG48","Q9Y2G0"
72898,"P45973","Q13112"
73289,"H6SG15","P62993"
73301,"A0A024R475","Q8N766"
73557,"Q8N766","Q9GZP9"
73558,"P06733","Q8N766"
73610,"P10909","Q9Y448"
73695,"P41250","Q8IU60"
73786,"P23458","Q9Y4H2"
73800,"P10909","P62993"
73850,"P26641","P62993"
73855,"P01106","Q96EL3"
73987,"P50995","Q9NRC8"
73993,"P50995","Q8IUH5"
74044,"P36578","Q9BYG3"
74048,"P50995","Q53EZ4"
74182,"A1L443","P62993"
74279,"P62993","Q9C004"
74281,"Q14974","Q9Y3Z3"
74333,"O75563","P62993"
74353,"P54274","Q92608"
74722,"Q8NC51","Q9UBT2"
74898,"Q96H35","Q9HBJ8"
75132,"P45973","Q96JM2"
75137,"P26651","Q8IU60"
75272,"P62993","Q9BQE3"
75303,"A0A024RDB2","Q6P5R6"
75352,"O60341","Q96CS2"
75382,"Q96CS2","Q9BXF6"
75383,"Q53HF2","Q96CS2"
75384,"A0A024RA27","Q96CS2"
75385,"Q96CS2","Q9UHD8"
75386,"Q96CS2","Q96HS1"
75387,"P04792","Q96CS2"
75388,"Q96CS2","Q9BV73"
75389,"A0A024R9P0","Q96CS2"
75401,"P08727","Q96CS2"
75403,"Q8N1B4","Q96CS2"
75406,"Q96CS2","Q96R06"
75408,"Q5JR59","Q96CS2"
75409,"Q96CS2","Q9NVK5"
75411,"A0A024R4Q5","Q96CS2"
75412,"Q96CS2","Q9Y3C0"
75414,"Q8TD31","Q96CS2"
75416,"Q53EZ4","Q96CS2"
75418,"Q96CS2","Q9C0F1"
75419,"A0A024R7H3","Q96CS2"
75420,"Q96CS2","Q96M63"
75421,"Q8TD10","Q96CS2"
75423,"Q0VD86","Q96CS2"
75438,"A0A024R184","P50995"
75445,"P0CG48","Q8IU60"
75519,"A0A024R5T9","Q96H35"
75532,"P29320","Q96H35"
75560,"P05141","P50995"
75723,"Q08211","Q9HA38"
75790,"Q08211","Q9BYV6"
75798,"Q15393","Q9BYV6"
75803,"O43296","P45973"
76073,"P08514","P62993"
76087,"P62993","Q86UX6"
76201,"P0CG48","Q6P5R6"
76223,"Q99728","Q9Y3Z3"
76287,"O95232","Q99728"
76319,"P0CG48","Q92794"
76471,"B7ZAX4","O14530"
76550,"P12429","P50995"
76708,"O95602","Q9Y2S0"
76709,"P46783","P62899"
76753,"P52732","Q9Y4G8"
76754,"Q12923","Q9Y4G8"
76755,"Q14315","Q9Y4G8"
76756,"P02545","Q9Y4G8"
76757,"B2R4R0","Q9Y4G8"
76758,"Q7KZF4","Q9Y4G8"
76759,"Q8N5Z5","Q9Y4G8"
76760,"Q9NXV2","Q9Y4G8"
76761,"Q02978","Q9Y4G8"
76762,"Q5VU13","Q9Y4G8"
76791,"Q12967","Q9Y4G8"
76800,"A0A024RA27","Q9HA38"
76838,"P03928","Q9Y4G8"
76839,"A0A024R3X9","Q9Y4G8"
76892,"P0CG48","Q9Y4G8"
76915,"O95785","P45973"
76920,"D0PNI1","P62899"
76941,"P62993","P98160"
76971,"P45973","Q16537"
76989,"A0A024R8R0","P54274"
77149,"A0A024R8K8","P62993"
77215,"P48637","P54274"
77265,"P56537","P62899"
77382,"Q9H832","Q9ULK6"
77571,"O15061","P62993"
77576,"P54274","Q9BWD1"
77729,"P0CG48","Q9BYG3"
77763,"P0CG48","Q9BZF1"
77781,"P01106","Q06124"
77793,"P0CG48","Q9H1P3"
77803,"P01106","P62195"
77816,"P01106","Q92754"
78046,"O76011","P62993"
78071,"P60866","Q8NC51"
78107,"Q53T99","Q9H832"
78111,"P45973","Q969W8"
78134,"Q8IU60","Q96F86"
78142,"A0A024QZD1","P62899"
78347,"P01106","Q96RT1"
78420,"P01106","Q8N726"
78422,"P01106","Q2M1Z1"
78424,"O15111","P01106"
78426,"P01106","Q8TCG1"
78427,"P01106","Q8IY33"
78429,"P01106","Q76NI1"
78430,"P01106","Q71UM5"
78431,"P01106","Q9UQ26"
78432,"P01106","P15407"
78433,"P01106","P47989"
78434,"P01106","Q7Z5N4"
78435,"P01106","Q8TB24"
78436,"P01106","Q96A54"
78437,"P01106","Q5TAX3"
78438,"P01106","Q9NXW2"
78439,"P01106","Q6NZ67"
78440,"P01106","Q01196"
78453,"P01106","Q86XS8"
78457,"P01106","P43307"
78464,"P01106","Q32P28"
78466,"P01106","Q9NXS2"
78470,"P01106","P04637"
78472,"E5KLJ5","P01106"
78474,"P01106","Q9H2P0"
78477,"A0A024R8K8","P01106"
78481,"P01106","P10599"
78482,"P01106","Q13023"
78484,"P01106","P29401"
78485,"P01106","Q9BQ95"
78488,"P01106","P09234"
78490,"A8K5I0","P01106"
78491,"P01106","Q06330"
78492,"P01106","Q60FE5"
78493,"P01106","P07355"
78497,"P01106","Q99081"
78498,"A0A087WVP4","P01106"
78502,"O15162","P50995"
78517,"A0A024R1N1","P62993"
78528,"A0A024R3P3","P01106"
78529,"P01106","Q00534"
78584,"P0CG48","Q9NV66"
78607,"B4DWA2","P54274"
78658,"P01106","P98172"
78662,"P01106","Q96HA7"
78664,"O43592","P01106"
78669,"P01106","P18283"
78670,"A0A024RBB6","P01106"
78679,"P01106","Q86XR8"
78680,"A0A024R8H6","P01106"
78698,"O15105","P01106"
78755,"P62304","Q6P2Q9"
78817,"P01106","Q13177"
78830,"P01106","P55854"
78832,"P01106","Q9UM47"
78833,"A0A024R416","P01106"
78845,"P01106","Q8N6R0"
78853,"P01106","Q9NVI1"
78959,"P01106","Q9GZR7"
78965,"P01106","Q29RF7"
79000,"A0A024R136","P62993"
79020,"P01106","P49715"
79076,"P01106","Q93074"
79118,"P01106","P07900"
79120,"A0A024R5A7","P01106"
79124,"P01106","P60709"
79139,"P01106","Q9HAV4"
79140,"P01106","P40692"
79141,"P01106","Q9Y5Q9"
79154,"P01106","Q13009"
79155,"P01106","P28482"
79156,"P01106","P05549"
79164,"A0A024RBG7","P01106"
79211,"P01106","Q96T76"
79217,"P01106","Q13573"
79253,"P01106","Q9GZQ5"
79275,"P15374","Q96S82"
79292,"P01106","Q9H836"
79295,"P01106","Q96GN5"
79296,"A0A024R0L5","P01106"
79298,"P01106","Q92831"
79299,"O60264","P01106"
79300,"O43524","P01106"
79301,"P01106","Q53GL7"
79302,"P12236","P62993"
79305,"P01106","Q99583"
79306,"P01106","Q16665"
79308,"P01106","P11387"
79310,"P01106","Q99880"
79312,"P01106","P05412"
79313,"A0A024RD25","P01106"
79314,"P01106","Q9H6W3"
79315,"P01106","Q92769"
79324,"P01106","Q13547"
79328,"O96019","P01106"
79349,"P01106","Q15029"
79355,"P01106","P78346"
79362,"O60942","P01106"
79363,"P01106","Q9UNQ2"
79367,"O00567","P01106"
79375,"P01106","Q9UHI6"
79380,"O15042","P01106"
79382,"P01106","P82930"
79388,"P01106","P40937"
79399,"P19237","Q9BYV6"
79401,"P01106","Q8WVB6"
79411,"A0A024RDQ8","P01106"
79413,"P01106","P35250"
79455,"P01106","Q05BV1"
79477,"P01106","P82650"
79489,"P01106","P56192"
79490,"P01106","P60842"
79495,"P01106","Q13347"
79498,"P01106","P78527"
79500,"P01106","P13010"
79501,"P01106","P52701"
79503,"A0A024RC65","P62993"
79522,"P01106","P49720"
79527,"P01106","Q9BSJ2"
79529,"P01106","P43686"
79530,"P01106","P53350"
79531,"A0A024R4A0","P01106"
79533,"A0A024RA52","P01106"
79534,"P01106","P28066"
79537,"P01106","P25786"
79542,"P01106","Q02978"
79544,"P01106","P11274"
79547,"P01106","Q14997"
79554,"P01106","P25789"
79563,"P01106","Q13501"
79567,"P01106","P35998"
79569,"O14818","P01106"
79571,"P01106","P17980"
79572,"P01106","P62333"
79587,"P01106","P04843"
79591,"A0A024R6S1","P01106"
79594,"P01106","P62136"
79630,"P01106","P78371"
79639,"P01106","Q8WVD2"
79640,"P01106","P40227"
79641,"O43823","P01106"
79644,"P62851","Q8NC51"
79646,"P01106","Q59H77"
79647,"P01106","P50991"
79648,"P01106","Q96EY1"
79651,"P01106","Q07021"
79652,"P01106","Q8TEX9"
79657,"O14654","P01106"
79660,"P01106","Q9UPT9"
79661,"O00622","P01106"
79662,"P01106","P31946"
79670,"P01106","P60228"
79676,"P01106","Q14204"
79722,"P01106","Q8WUM0"
79723,"O14980","P01106"
79724,"O75746","P01106"
79727,"P01106","P49790"
79728,"P01106","Q96P70"
79729,"P01106","P49792"
79738,"B2RTY4","P01106"
79741,"P01106","Q9NQX4"
79742,"P01106","P52292"
79746,"A0A024R5X2","P01106"
79747,"P01106","P13674"
79759,"P01106","P30203"
79800,"O95292","Q9H1P3"
79856,"P01106","P51553"
79857,"P01106","P36542"
79868,"A0A024R0C0","P01106"
79869,"P01106","P13804"
79870,"A1L0T0","P01106"
79875,"O75306","P01106"
79894,"O14734","P01106"
79947,"P01106","P53597"
79951,"P01106","Q96AG4"
79955,"C6EMX8","P01106"
79959,"P01106","Q8N163"
79961,"B2RBV7","P01106"
79962,"B3KUN1","P01106"
79963,"P01106","Q969H0"
80003,"P01106","Q9UNE7"
80070,"A0A024R8Z9","Q8IU60"
80079,"Q15942","Q8WWV3"
80126,"O15164","Q8WVD5"
80298,"O14530","Q8TAP6"
80304,"P78367","Q15797"
80395,"P15374","Q16763"
80452,"O76064","Q15652"
80453,"P62191","Q15652"
80454,"Q15652","Q7LCB3"
80455,"P37231","Q15652"
80456,"A5JUZ3","Q15652"
80462,"B1AK66","P01106"
80640,"B3KVH4","Q92794"
80659,"P14151","P62993"
80805,"P62304","Q02880"
80870,"P15374","Q96RU2"
80957,"A0A024R9J0","Q6P5R6"
81006,"P0CG48","Q8N766"
81111,"P19784","P54274"
81229,"E9KL48","Q8IU60"
81332,"P62993","P78385"
81385,"P45973","Q9H2P0"
81571,"P0CG48","P62899"
81684,"A0A024R539","Q8NFA0"
81836,"P01106","Q969G5"
81841,"P42680","P62993"
81883,"Q15019","Q9BYV6"
81979,"P23469","P62993"
82177,"P20648","P50995"
82182,"Q7Z569","Q9BYV6"
82265,"O75925","Q8NC51"
82304,"P0CG48","P54274"
82449,"P50995","Q9H0W5"
82482,"O15234","P62993"
82604,"P0CG48","P49419"
82801,"P01106","P67809"
82861,"P41223","Q9BYV6"
82951,"Q15797","Q9UMX2"
83062,"P25791","P62993"
83069,"P62899","Q9BV73"
83260,"P45973","Q86Y97"
83423,"P53618","P62993"
83596,"P0CG48","Q8NFA0"
83656,"O75177","Q15797"
83690,"P54274","Q96H79"
83892,"Q96RU2","Q9BYV6"
84008,"A0A024RBK3","P62899"
84129,"P20618","Q8IU60"
84354,"O94808","Q8IU60"
84362,"E5KND5","Q9BYV6"
84386,"A0A024RBN1","P62993"
84469,"P05109","P54274"
84588,"D0PNI1","P62993"
84589,"P50995","Q00987"
84591,"Q13547","Q9Y265"
84593,"P42345","Q9Y265"
84594,"A0A024R7W9","Q9Y265"
84598,"P62993","Q9Y265"
84599,"Q9BZV1","Q9Y265"
84601,"Q6ZRS2","Q9Y265"
84602,"O60264","Q9Y265"
84603,"P27708","Q9Y265"
84604,"P17980","Q9Y265"
84605,"Q53FN0","Q9Y265"
84606,"P08069","Q9Y265"
84608,"P49773","Q9Y265"
84609,"O60832","Q9Y265"
84611,"Q96AZ1","Q9Y265"
84612,"Q504Q3","Q9Y265"
84613,"P78527","Q9Y265"
84614,"P34932","Q9Y265"
84615,"Q71U36","Q9Y265"
84616,"P07437","Q9Y265"
84617,"A0A024R179","Q9Y265"
84618,"A0A024R7L5","Q9Y265"
84619,"A0A023T787","Q9Y265"
84623,"Q70CQ1","Q9Y265"
84625,"Q9NRD1","Q9Y265"
84626,"Q15843","Q9Y265"
84628,"P01903","P50995"
84629,"A0A024R9W5","Q9Y265"
84632,"P50995","Q30154"
84633,"O00115","Q9Y265"
84634,"Q9BRX2","Q9Y265"
84635,"O43586","Q9Y265"
84636,"P37268","Q9Y265"
84637,"Q96AV8","Q9Y265"
84638,"O75940","Q9Y265"
84641,"A0A024RD91","Q9Y265"
