"Gene.symbol","Cell.type","SUID","name","selected","OG_Gene","ALSOD","DEG"
"CCAR1",NA,120533,"CCAR1","false",FALSE,FALSE,FALSE
"CCAR2",NA,118043,"CCAR2","false",FALSE,FALSE,FALSE
"CCDC114",NA,117639,"CCDC114","false",FALSE,FALSE,FALSE
"CCDC172",NA,120508,"CCDC172","false",FALSE,FALSE,FALSE
"CCDC8",NA,116348,"CCDC8","false",FALSE,FALSE,FALSE
"CCDC87",NA,118209,"CCDC87","false",FALSE,FALSE,FALSE
"CCDC9",NA,115584,"CCDC9","false",FALSE,FALSE,FALSE
"CCHCR1",NA,117632,"CCHCR1","false",FALSE,FALSE,FALSE
"CCL5",NA,120023,"CCL5","false",FALSE,FALSE,FALSE
"CCND1",NA,120716,"CCND1","false",FALSE,FALSE,FALSE
"CCNT1",NA,116115,"CCNT1","false",FALSE,FALSE,FALSE
"CCR5",NA,119487,"CCR5","false",FALSE,FALSE,FALSE
"CCT2",NA,117976,"CCT2","false",FALSE,FALSE,FALSE
"CCT3",NA,115821,"CCT3","false",FALSE,FALSE,FALSE
"CCT4",NA,117442,"CCT4","false",FALSE,FALSE,FALSE
"CCT5",NA,115481,"CCT5","false",FALSE,FALSE,FALSE
"CCT6A",NA,117980,"CCT6A","false",FALSE,FALSE,FALSE
"CCT7",NA,117177,"CCT7","false",FALSE,FALSE,FALSE
"CCT8",NA,116008,"CCT8","false",FALSE,FALSE,FALSE
"CD164",NA,115901,"CD164","false",FALSE,FALSE,FALSE
"CD19",NA,119673,"CD19","false",FALSE,FALSE,FALSE
"CD22",NA,115522,"CD22","false",FALSE,FALSE,FALSE
"CD28",NA,115197,"CD28","false",FALSE,FALSE,FALSE
"CD2AP",NA,119995,"CD2AP","false",FALSE,FALSE,FALSE
"CD3EAP",NA,117219,"CD3EAP","false",FALSE,FALSE,FALSE
"CD59",NA,118270,"CD59","false",FALSE,FALSE,FALSE
"CD6",NA,118020,"CD6","false",FALSE,FALSE,FALSE
"CD72",NA,119451,"CD72","false",FALSE,FALSE,FALSE
"CD81",NA,116926,"CD81","false",FALSE,FALSE,FALSE
"CDC25A",NA,118987,"CDC25A","false",FALSE,FALSE,FALSE
"CDC37",NA,116123,"CDC37","false",FALSE,FALSE,FALSE
"CDC42",NA,116339,"CDC42","false",FALSE,FALSE,FALSE
"CDC5L",NA,115649,"CDC5L","false",FALSE,FALSE,FALSE
"CDC6",NA,115634,"CDC6","false",FALSE,FALSE,FALSE
"CDCA7L",NA,117872,"CDCA7L","false",FALSE,FALSE,FALSE
"CDCA8",NA,115109,"CDCA8","false",FALSE,FALSE,FALSE
"CDK1",NA,115373,"CDK1","false",FALSE,FALSE,FALSE
"CDK11A",NA,116665,"CDK11A","false",FALSE,FALSE,FALSE
"CDK13",NA,115753,"CDK13","false",FALSE,FALSE,FALSE
"CDK19",NA,115727,"CDK19","false",FALSE,FALSE,FALSE
"CDK2",NA,115375,"CDK2","false",FALSE,FALSE,FALSE
"CDK4",NA,117820,"CDK4","false",FALSE,FALSE,FALSE
"CDK5RAP3",NA,116646,"CDK5RAP3","false",FALSE,FALSE,FALSE
"CDK6",NA,117807,"CDK6","false",FALSE,FALSE,FALSE
"CDK7",NA,116617,"CDK7","false",FALSE,FALSE,FALSE
"CDK9",NA,116359,"CDK9","false",FALSE,FALSE,FALSE
"CDKN1B",NA,119589,"CDKN1B","false",FALSE,FALSE,FALSE
"CDKN2A",NA,117740,"CDKN2A","false",FALSE,FALSE,FALSE
"CDR2",NA,119132,"CDR2","false",FALSE,FALSE,FALSE
"CDT1",NA,116695,"CDT1","false",FALSE,FALSE,FALSE
"CDYL",NA,118859,"CDYL","false",FALSE,FALSE,FALSE
"CEBPA",NA,117845,"CEBPA","false",FALSE,FALSE,FALSE
"CEBPB",NA,118962,"CEBPB","false",FALSE,FALSE,FALSE
"CENPA",NA,119303,"CENPA","false",FALSE,FALSE,FALSE
"CENPH",NA,120289,"CENPH","false",FALSE,FALSE,FALSE
"CENPJ",NA,120239,"CENPJ","false",FALSE,FALSE,FALSE
"CEP126",NA,115084,"CEP126","false",FALSE,FALSE,FALSE
"CEP250",NA,116346,"CEP250","false",FALSE,FALSE,FALSE
"CEP27",NA,117616,"CEP27","false",FALSE,FALSE,FALSE
"CEP44",NA,117635,"CEP44","false",FALSE,FALSE,FALSE
"CEP55",NA,117579,"CEP55","false",FALSE,FALSE,FALSE
"CEP57",NA,117822,"CEP57","false",FALSE,FALSE,TRUE
"CEP57L1",NA,119200,"CEP57L1","false",FALSE,FALSE,FALSE
"CEP63",NA,120629,"CEP63","false",FALSE,FALSE,FALSE
"CEP70",NA,120700,"CEP70","false",FALSE,FALSE,FALSE
"CEP76",NA,116561,"CEP76","false",FALSE,FALSE,FALSE
"CEP85",NA,115258,"CEP85","false",FALSE,FALSE,FALSE
"CEPT1",NA,118028,"CEPT1","false",FALSE,FALSE,FALSE
"CFAP58",NA,116201,"CFAP58","false",FALSE,FALSE,FALSE
"CFL1",NA,116056,"CFL1","false",FALSE,FALSE,FALSE
"CGNL1",NA,120468,"CGNL1","false",FALSE,FALSE,FALSE
"CHAF1A",NA,120329,"CHAF1A","false",FALSE,FALSE,FALSE
"CHAF1B",NA,117559,"CHAF1B","false",FALSE,FALSE,FALSE
"CHAMP1",NA,118754,"CHAMP1","false",FALSE,FALSE,FALSE
"CHCHD3",NA,118924,"CHCHD3","false",FALSE,FALSE,FALSE
"CHD3",NA,116243,"CHD3","false",FALSE,FALSE,FALSE
"CHD4",NA,116723,"CHD4","false",FALSE,FALSE,FALSE
"CHD8",NA,117303,"CHD8","false",FALSE,FALSE,FALSE
"CHMP1B",NA,115175,"CHMP1B","false",FALSE,FALSE,FALSE
"CHMP3",NA,118722,"CHMP3","false",FALSE,FALSE,FALSE
"CHP",NA,120839,"CHP","false",FALSE,FALSE,FALSE
"CHRM4",NA,119528,"CHRM4","false",FALSE,FALSE,FALSE
"CHRND",NA,120142,"CHRND","false",FALSE,FALSE,FALSE
"CHTF18",NA,117921,"CHTF18","false",FALSE,FALSE,FALSE
"CHUK",NA,117744,"CHUK","false",FALSE,FALSE,FALSE
"CIAO1",NA,118353,"CIAO1","false",FALSE,FALSE,FALSE
"CKAP4",NA,118903,"CKAP4","false",FALSE,FALSE,FALSE
"CKB",NA,115256,"CKB","false",FALSE,FALSE,FALSE
"CKM",NA,117054,"CKM","false",FALSE,FALSE,FALSE
"CKS2",NA,118752,"CKS2","false",FALSE,FALSE,FALSE
"CLCN5",NA,119504,"CLCN5","false",TRUE,FALSE,FALSE
"CLK1",NA,119709,"CLK1","false",FALSE,FALSE,FALSE
"CLNS1A",NA,118802,"CLNS1A","false",FALSE,FALSE,FALSE
"CLPB",NA,120208,"CLPB","false",FALSE,FALSE,FALSE
"CLPX",NA,117452,"CLPX","false",FALSE,FALSE,FALSE
"CLTC",NA,117482,"CLTC","false",FALSE,FALSE,FALSE
"CNBP",NA,118637,"CNBP","false",FALSE,FALSE,FALSE
"CNOT1",NA,117551,"CNOT1","false",FALSE,FALSE,TRUE
"CNOT4",NA,120686,"CNOT4","false",FALSE,FALSE,FALSE
"COA7",NA,115271,"COA7","false",TRUE,FALSE,FALSE
"COL4A1",NA,120075,"COL4A1","false",FALSE,FALSE,FALSE
"COMMD1",NA,120145,"COMMD1","false",FALSE,FALSE,FALSE
"COMMD6",NA,120144,"COMMD6","false",TRUE,FALSE,FALSE
"COPB1",NA,118125,"COPB1","false",FALSE,FALSE,FALSE
"COPG1",NA,119083,"COPG1","false",FALSE,FALSE,FALSE
"COPS2",NA,117549,"COPS2","false",FALSE,FALSE,FALSE
"COPS4",NA,116668,"COPS4","false",FALSE,FALSE,FALSE
"COPS5",NA,115282,"COPS5","false",FALSE,FALSE,FALSE
"COPS6",NA,115223,"COPS6","false",FALSE,FALSE,FALSE
"CORO1B",NA,117162,"CORO1B","false",FALSE,FALSE,FALSE
"COX20",NA,115241,"COX20","false",TRUE,FALSE,FALSE
"COX6A1",NA,117561,"COX6A1","false",FALSE,FALSE,FALSE
"CPNE3",NA,115452,"CPNE3","false",FALSE,FALSE,FALSE
"CRCP",NA,117522,"CRCP","false",FALSE,FALSE,FALSE
"CREB1",NA,118989,"CREB1","false",FALSE,FALSE,FALSE
"CREB3L3",NA,118475,"CREB3L3","false",FALSE,FALSE,FALSE
"CREBBP",NA,119240,"CREBBP","false",FALSE,FALSE,FALSE
"CRK",NA,119866,"CRK","false",FALSE,FALSE,FALSE
"CRKL",NA,116798,"CRKL","false",FALSE,FALSE,FALSE
"CRYBB1",NA,115783,"CRYBB1","false",FALSE,FALSE,FALSE
"CRYM",NA,116060,"CRYM","false",FALSE,TRUE,FALSE
"CSDE1",NA,119566,"CSDE1","false",FALSE,FALSE,FALSE
"CSE1L",NA,116203,"CSE1L","false",FALSE,FALSE,FALSE
"CSF2RB",NA,119507,"CSF2RB","false",FALSE,FALSE,FALSE
"CSK",NA,116292,"CSK","false",FALSE,FALSE,FALSE
"CSN2",NA,115383,"CSN2","false",FALSE,FALSE,FALSE
"CSNK1A1",NA,116685,"CSNK1A1","false",FALSE,FALSE,FALSE
"CSNK2A1",NA,115104,"CSNK2A1","false",FALSE,FALSE,FALSE
"CSNK2A2",NA,117438,"CSNK2A2","false",FALSE,FALSE,FALSE
"CSNK2B",NA,116893,"CSNK2B","false",FALSE,FALSE,FALSE
"CSRP1",NA,115209,"CSRP1","false",FALSE,FALSE,FALSE
"CTCF",NA,116704,"CTCF","false",FALSE,FALSE,FALSE
"CTNNB1",NA,116969,"CTNNB1","false",FALSE,FALSE,FALSE
"CTNNBL1",NA,118544,"CTNNBL1","false",FALSE,FALSE,FALSE
"CTNND1",NA,118920,"CTNND1","false",FALSE,FALSE,FALSE
"CTNND2",NA,120044,"CTNND2","false",FALSE,FALSE,FALSE
"CTPS1",NA,118766,"CTPS1","false",FALSE,FALSE,FALSE
"CTTN",NA,115825,"CTTN","false",FALSE,FALSE,FALSE
"CTTNBP2",NA,115134,"CTTNBP2","false",FALSE,FALSE,FALSE
"CUL1",NA,117194,"CUL1","false",FALSE,FALSE,FALSE
"CUL2",NA,115352,"CUL2","false",FALSE,FALSE,FALSE
"CUL3",NA,115308,"CUL3","false",FALSE,FALSE,FALSE
"CUL4A",NA,118045,"CUL4A","false",FALSE,FALSE,FALSE
"CUL4B",NA,118550,"CUL4B","false",FALSE,FALSE,FALSE
"CUL5",NA,115320,"CUL5","false",FALSE,FALSE,FALSE
"CUTA",NA,115899,"CUTA","false",FALSE,FALSE,FALSE
"CXCR4",NA,119722,"CXCR4","false",FALSE,FALSE,FALSE
"CYFIP1",NA,115683,"CYFIP1","false",FALSE,FALSE,FALSE
"CYR61",NA,117996,"CYR61","false",FALSE,FALSE,FALSE
"DAB2",NA,115551,"DAB2","false",FALSE,FALSE,FALSE
"DAG1",NA,119453,"DAG1","false",FALSE,FALSE,FALSE
"DARS",NA,117115,"DARS","false",FALSE,FALSE,FALSE
"DARS2",NA,118052,"DARS2","false",FALSE,FALSE,FALSE
"DBN1",NA,115578,"DBN1","false",FALSE,FALSE,FALSE
"DBNL",NA,116825,"DBNL","false",FALSE,FALSE,FALSE
"DCAF1",NA,115348,"DCAF1","false",FALSE,FALSE,FALSE
"DCAF6",NA,117049,"DCAF6","false",FALSE,FALSE,FALSE
"DCLRE1B",NA,120394,"DCLRE1B","false",FALSE,FALSE,FALSE
"DCP1A",NA,119318,"DCP1A","false",FALSE,FALSE,FALSE
"DCP1B",NA,120184,"DCP1B","false",FALSE,FALSE,FALSE
"DCP2",NA,115260,"DCP2","false",TRUE,FALSE,FALSE
"DCTN1",NA,115528,"DCTN1","false",FALSE,TRUE,FALSE
"DCTN2",NA,116456,"DCTN2","false",FALSE,FALSE,FALSE
"DCUN1D1",NA,117024,"DCUN1D1","false",FALSE,FALSE,FALSE
"DDA1",NA,119169,"DDA1","false",FALSE,FALSE,FALSE
"DDB1",NA,115350,"DDB1","false",FALSE,FALSE,FALSE
"DDIT3",NA,116648,"DDIT3","false",FALSE,FALSE,FALSE
"DDX1",NA,119019,"DDX1","false",FALSE,FALSE,FALSE
"DDX17",NA,119257,"DDX17","false",FALSE,FALSE,FALSE
"DDX19B",NA,115408,"DDX19B","false",FALSE,FALSE,FALSE
"DDX20",NA,117911,"DDX20","false",FALSE,FALSE,FALSE
"DDX21",NA,116790,"DDX21","false",FALSE,FALSE,TRUE
"DDX23",NA,116071,"DDX23","false",FALSE,FALSE,FALSE
"DDX24",NA,115543,"DDX24","false",FALSE,FALSE,FALSE
"DDX39A",NA,115264,"DDX39A","false",FALSE,FALSE,FALSE
"DDX42",NA,118215,"DDX42","false",FALSE,FALSE,FALSE
"DDX48",NA,117324,"DDX48","false",FALSE,FALSE,FALSE
"DDX5",NA,118431,"DDX5","false",FALSE,FALSE,FALSE
"DDX56",NA,118671,"DDX56","false",FALSE,FALSE,FALSE
"DERL1",NA,115589,"DERL1","false",FALSE,FALSE,TRUE
"DERL2",NA,117564,"DERL2","false",FALSE,FALSE,FALSE
"DES",NA,116792,"DES","false",FALSE,FALSE,FALSE
"DHX15",NA,116549,"DHX15","false",FALSE,FALSE,FALSE
"DHX9",NA,115689,"DHX9","false",FALSE,FALSE,FALSE
"DIAPH1",NA,117032,"DIAPH1","false",FALSE,FALSE,FALSE
"DIMT1",NA,117907,"DIMT1","false",FALSE,FALSE,FALSE
"DKC1",NA,118165,"DKC1","false",FALSE,FALSE,FALSE
"DKFZp451F1115",NA,117107,"DKFZp451F1115","false",FALSE,FALSE,FALSE
"DKFZp451O0517",NA,115119,"DKFZp451O0517","false",FALSE,FALSE,FALSE
"DKFZp564J0123",NA,118880,"DKFZp564J0123","false",FALSE,FALSE,FALSE
"DKFZp686J11229",NA,119142,"DKFZp686J11229","false",FALSE,FALSE,FALSE
"DKFZp781O1323",NA,120051,"DKFZp781O1323","false",FALSE,FALSE,FALSE
"DLC1",NA,120308,"DLC1","false",FALSE,FALSE,FALSE
"DLG2",NA,119880,"DLG2","false",FALSE,FALSE,FALSE
"DLG5",NA,119720,"DLG5","false",FALSE,FALSE,FALSE
"DLL1",NA,120046,"DLL1","false",FALSE,FALSE,FALSE
"DMAP1",NA,118250,"DMAP1","false",FALSE,FALSE,FALSE
"DNAJA2",NA,117973,"DNAJA2","false",FALSE,FALSE,FALSE
"DNAJA3",NA,115565,"DNAJA3","false",FALSE,FALSE,FALSE
"DNAJB1",NA,118414,"DNAJB1","false",FALSE,FALSE,FALSE
"DNAJB11",NA,116901,"DNAJB11","false",FALSE,FALSE,FALSE
"DNAJB12",NA,117767,"DNAJB12","false",FALSE,FALSE,FALSE
"DNAJB4",NA,118592,"DNAJB4","false",FALSE,FALSE,FALSE
"DNASE2",NA,118190,"DNASE2","false",FALSE,FALSE,FALSE
"DNM2",NA,115152,"DNM2","false",FALSE,FALSE,FALSE
"DNM3",NA,115497,"DNM3","false",FALSE,FALSE,FALSE
"DNMBP",NA,117285,"DNMBP","false",FALSE,FALSE,FALSE
"DNMT1",NA,117134,"DNMT1","false",FALSE,FALSE,FALSE
"DNMT3A",NA,115095,"DNMT3A","false",FALSE,FALSE,FALSE
"DNMT3B",NA,119622,"DNMT3B","false",FALSE,FALSE,FALSE
"DNPH1",NA,115404,"DNPH1","false",FALSE,FALSE,FALSE
"DOCK2",NA,117588,"DOCK2","false",FALSE,FALSE,FALSE
"DOCK4",NA,117529,"DOCK4","false",FALSE,FALSE,FALSE
"DOK1",NA,115988,"DOK1","false",FALSE,FALSE,FALSE
"DOK3",NA,115827,"DOK3","false",FALSE,FALSE,FALSE
"DPM1",NA,119068,"DPM1","false",FALSE,FALSE,FALSE
"DPP3",NA,117367,"DPP3","false",FALSE,FALSE,FALSE
"DPPA4",NA,118791,"DPPA4","false",FALSE,FALSE,FALSE
"DPYSL3",NA,117091,"DPYSL3","false",FALSE,FALSE,FALSE
"DRG1",NA,118546,"DRG1","false",FALSE,FALSE,TRUE
"DROSHA",NA,119316,"DROSHA","false",FALSE,FALSE,FALSE
"DSN1",NA,118820,"DSN1","false",FALSE,FALSE,FALSE
"DST",NA,116117,"DST","false",FALSE,FALSE,FALSE
"DTX1",NA,119350,"DTX1","false",FALSE,FALSE,FALSE
"DTX3L",NA,116938,"DTX3L","false",FALSE,FALSE,FALSE
"DVL1",NA,116604,"DVL1","false",FALSE,FALSE,FALSE
"DYDC1",NA,119207,"DYDC1","false",FALSE,FALSE,FALSE
"DYNC1H1",NA,116515,"DYNC1H1","false",FALSE,TRUE,FALSE
"DYNC1I2",NA,118351,"DYNC1I2","false",FALSE,FALSE,FALSE
"DYNC1LI1",NA,115595,"DYNC1LI1","false",FALSE,FALSE,FALSE
"DYNLL1",NA,119813,"DYNLL1","false",FALSE,FALSE,FALSE
"DYNLT3",NA,117484,"DYNLT3","false",FALSE,FALSE,FALSE
"DYRK1A",NA,115791,"DYRK1A","false",FALSE,FALSE,FALSE
"DYSF",NA,120419,"DYSF","false",FALSE,FALSE,FALSE
"DZIP3",NA,116445,"DZIP3","false",FALSE,FALSE,FALSE
"E2F1",NA,115803,"E2F1","false",FALSE,FALSE,FALSE
"E2F3",NA,115439,"E2F3","false",FALSE,FALSE,FALSE
"E2F4",NA,117524,"E2F4","false",FALSE,FALSE,FALSE
"E2F7",NA,118198,"E2F7","false",FALSE,FALSE,FALSE
"EBNA1BP2",NA,116547,"EBNA1BP2","false",FALSE,FALSE,FALSE
"ECHS1",NA,115574,"ECHS1","false",FALSE,FALSE,FALSE
"ECSIT",NA,117788,"ECSIT","false",FALSE,FALSE,FALSE
"ECT2",NA,120646,"ECT2","false",FALSE,FALSE,FALSE
"EDC3",NA,117736,"EDC3","false",FALSE,FALSE,FALSE
"EDC4",NA,120798,"EDC4","false",FALSE,FALSE,FALSE
"EEA1",NA,120498,"EEA1","false",FALSE,FALSE,FALSE
"EED",NA,116344,"EED","false",FALSE,FALSE,FALSE
"EEF1A1",NA,116194,"EEF1A1","false",FALSE,FALSE,TRUE
"EEF1AKMT3",NA,118167,"EEF1AKMT3","false",FALSE,FALSE,FALSE
"EEF1G",NA,115640,"EEF1G","false",FALSE,FALSE,FALSE
"EEF2",NA,117460,"EEF2","false",FALSE,FALSE,FALSE
"EFNA3",NA,120639,"EFNA3","false",FALSE,FALSE,FALSE
"EFNB1",NA,117812,"EFNB1","false",FALSE,FALSE,FALSE
"EFR3B",NA,117557,"EFR3B","false",TRUE,FALSE,FALSE
"EFTUD2",NA,117901,"EFTUD2","false",FALSE,FALSE,FALSE
"EGF",NA,119971,"EGF","false",FALSE,FALSE,FALSE
"EGFR",NA,115947,"EGFR","false",FALSE,FALSE,FALSE
"EHHADH",NA,116870,"EHHADH","false",FALSE,FALSE,FALSE
"EIF2A",NA,116935,"EIF2A","false",FALSE,FALSE,FALSE
"EIF2AK2",NA,115659,"EIF2AK2","false",FALSE,FALSE,FALSE
"EIF2AK4",NA,119660,"EIF2AK4","false",FALSE,FALSE,FALSE
"EIF3E",NA,116868,"EIF3E","false",FALSE,FALSE,TRUE
"EIF3I",NA,117935,"EIF3I","false",FALSE,FALSE,FALSE
"EIF4A1",NA,117933,"EIF4A1","false",FALSE,FALSE,FALSE
"EIF4B",NA,118280,"EIF4B","false",FALSE,FALSE,FALSE
"EIF5",NA,118452,"EIF5","false",FALSE,FALSE,FALSE
"EIF5A",NA,115759,"EIF5A","false",FALSE,FALSE,FALSE
"EIF6",NA,117711,"EIF6","false",FALSE,FALSE,FALSE
"ELAVL1",NA,118221,"ELAVL1","false",FALSE,FALSE,FALSE
"ELF3",NA,116241,"ELF3","false",FALSE,FALSE,FALSE
"ELK1",NA,120021,"ELK1","false",FALSE,FALSE,FALSE
"ELMO2",NA,117291,"ELMO2","false",FALSE,FALSE,FALSE
"ELOA2",NA,119922,"ELOA2","false",FALSE,FALSE,FALSE
"ELOC",NA,117328,"ELOC","false",FALSE,FALSE,FALSE
"ELP2",NA,115673,"ELP2","false",FALSE,FALSE,FALSE
"ELP3",NA,115685,"ELP3","false",FALSE,TRUE,FALSE
"EMC1",NA,115588,"EMC1","false",TRUE,FALSE,FALSE
"EMC2",NA,116958,"EMC2","false",FALSE,FALSE,FALSE
"EMC3",NA,116432,"EMC3","false",FALSE,FALSE,FALSE
"EMC7",NA,119162,"EMC7","false",FALSE,FALSE,FALSE
"EMC8",NA,116737,"EMC8","false",FALSE,FALSE,FALSE
"ENO1",NA,115568,"ENO1","false",FALSE,FALSE,FALSE
"ENO2",NA,115427,"ENO2","false",FALSE,FALSE,FALSE
"EP300",NA,117311,"EP300","false",FALSE,FALSE,FALSE
"EP400",NA,119265,"EP400","false",FALSE,FALSE,FALSE
"EPB41",NA,118526,"EPB41","false",FALSE,FALSE,FALSE
"EPB41L1",NA,116073,"EPB41L1","false",FALSE,FALSE,FALSE
"EPB41L2",NA,120241,"EPB41L2","false",FALSE,FALSE,FALSE
"EPC1",NA,118673,"EPC1","false",FALSE,FALSE,FALSE
"EPC2",NA,117171,"EPC2","false",FALSE,FALSE,FALSE
"EPHA2",NA,119907,"EPHA2","false",FALSE,FALSE,FALSE
"EPHB1",NA,119580,"EPHB1","false",FALSE,FALSE,FALSE
"EPHB2",NA,119704,"EPHB2","false",FALSE,FALSE,FALSE
"EPHX2",NA,118441,"EPHX2","false",FALSE,FALSE,FALSE
"EPOR",NA,119391,"EPOR","false",FALSE,FALSE,FALSE
"EPPK1",NA,115978,"EPPK1","false",FALSE,FALSE,FALSE
"EPRS",NA,120454,"EPRS","false",FALSE,FALSE,FALSE
"EPS15",NA,115563,"EPS15","false",FALSE,FALSE,FALSE
"EPS15L1",NA,118443,"EPS15L1","false",FALSE,FALSE,FALSE
"EPS8",NA,115509,"EPS8","false",FALSE,FALSE,TRUE
"ERBB2",NA,115663,"ERBB2","false",FALSE,FALSE,FALSE
"ERBB4",NA,119396,"ERBB4","false",FALSE,TRUE,TRUE
"ERBIN",NA,117381,"ERBIN","false",FALSE,FALSE,FALSE
"ERC1",NA,118910,"ERC1","false",FALSE,FALSE,FALSE
"ERCC3",NA,119051,"ERCC3","false",FALSE,FALSE,FALSE
"ERO1A",NA,115607,"ERO1A","false",FALSE,FALSE,FALSE
"ERP44",NA,118747,"ERP44","false",FALSE,FALSE,FALSE
"ERP70",NA,115939,"ERP70","false",FALSE,FALSE,FALSE
"ERRFI1",NA,118420,"ERRFI1","false",FALSE,FALSE,FALSE
"ESD",NA,117468,"ESD","false",FALSE,FALSE,FALSE
"ESPL1",NA,116849,"ESPL1","false",FALSE,FALSE,FALSE
"ESR1",NA,119947,"ESR1","false",FALSE,FALSE,FALSE
"ESR2",NA,118067,"ESR2","false",FALSE,FALSE,FALSE
"ETFA",NA,118030,"ETFA","false",FALSE,FALSE,FALSE
"ETV3",NA,118899,"ETV3","false",FALSE,FALSE,FALSE
"ETV6",NA,117173,"ETV6","false",FALSE,FALSE,FALSE
"EURL",NA,115572,"EURL","false",FALSE,FALSE,FALSE
"EWSR1",NA,118659,"EWSR1","false",FALSE,TRUE,FALSE
"EXOC4",NA,118951,"EXOC4","false",FALSE,FALSE,FALSE
"EXOC7",NA,119771,"EXOC7","false",FALSE,FALSE,FALSE
"EXOSC8",NA,120462,"EXOSC8","false",FALSE,FALSE,FALSE
"FABP1",NA,115709,"FABP1","false",FALSE,FALSE,FALSE
"FADD",NA,119829,"FADD","false",FALSE,FALSE,FALSE
"FAF1",NA,115361,"FAF1","false",FALSE,FALSE,FALSE
"FAM53C",NA,120400,"FAM53C","false",FALSE,FALSE,FALSE
"FAM82C",NA,120844,"FAM82C","false",FALSE,FALSE,FALSE
"FAM96B",NA,115604,"FAM96B","false",FALSE,FALSE,FALSE
"FAM9B",NA,120357,"FAM9B","false",FALSE,FALSE,FALSE
"FANCD2",NA,115261,"FANCD2","false",FALSE,FALSE,FALSE
"FANCI",NA,117838,"FANCI","false",FALSE,FALSE,FALSE
"FARSB",NA,118299,"FARSB","false",FALSE,FALSE,FALSE
"FARSLA",NA,116183,"FARSLA","false",FALSE,FALSE,FALSE
"FASLG",NA,120165,"FASLG","false",FALSE,FALSE,FALSE
"FBL",NA,115297,"FBL","false",FALSE,FALSE,FALSE
"FBP1",NA,117080,"FBP1","false",FALSE,FALSE,FALSE
"FBXL12",NA,119729,"FBXL12","false",FALSE,FALSE,FALSE
"FBXO21",NA,115719,"FBXO21","false",FALSE,FALSE,FALSE
"FBXO3",NA,117082,"FBXO3","false",FALSE,FALSE,FALSE
"FBXO30",NA,119426,"FBXO30","false",FALSE,FALSE,FALSE
"FBXO4",NA,120154,"FBXO4","false",FALSE,FALSE,FALSE
"FBXO46",NA,116335,"FBXO46","false",FALSE,FALSE,FALSE
"FBXO6",NA,117359,"FBXO6","false",FALSE,FALSE,FALSE
"FBXO8",NA,119140,"FBXO8","false",FALSE,FALSE,FALSE
"FBXW4",NA,116320,"FBXW4","false",FALSE,FALSE,FALSE
"FBXW7",NA,118049,"FBXW7","false",FALSE,FALSE,FALSE
"FBXW8",NA,119119,"FBXW8","false",FALSE,FALSE,FALSE
"FCHSD2",NA,117272,"FCHSD2","false",FALSE,FALSE,FALSE
"FDFT1",NA,118196,"FDFT1","false",FALSE,FALSE,FALSE
"feat",NA,120369,"feat","false",FALSE,FALSE,FALSE
"FEN1",NA,115392,"FEN1","false",FALSE,FALSE,FALSE
"FER",NA,119911,"FER","false",FALSE,FALSE,FALSE
"FES",NA,115450,"FES","false",FALSE,FALSE,FALSE
"FEZ1",NA,119571,"FEZ1","false",FALSE,FALSE,FALSE
"FGD6",NA,115831,"FGD6","false",FALSE,FALSE,FALSE
"FGFR1",NA,119610,"FGFR1","false",FALSE,FALSE,FALSE
"FGFR1OP2",NA,117626,"FGFR1OP2","false",FALSE,FALSE,FALSE
"FGFR3",NA,119556,"FGFR3","false",FALSE,FALSE,FALSE
"FH",NA,118391,"FH","false",FALSE,FALSE,FALSE
"FHL2",NA,116760,"FHL2","false",FALSE,FALSE,FALSE
"FHOD1",NA,118762,"FHOD1","false",FALSE,FALSE,FALSE
"FKBP10",NA,115421,"FKBP10","false",FALSE,FALSE,FALSE
"FKBP8",NA,116058,"FKBP8","false",FALSE,FALSE,FALSE
"FLJ12886",NA,116332,"FLJ12886","false",FALSE,FALSE,FALSE
"FLJ13052",NA,115570,"FLJ13052","false",FALSE,FALSE,FALSE
"FLJ13057",NA,118492,"FLJ13057","false",FALSE,FALSE,FALSE
"FLNA",NA,115835,"FLNA","false",FALSE,FALSE,FALSE
"FLNC",NA,117045,"FLNC","false",FALSE,FALSE,TRUE
"FLOT1",NA,116733,"FLOT1","false",FALSE,FALSE,FALSE
"FLT1",NA,119499,"FLT1","false",FALSE,FALSE,FALSE
"FLT3",NA,119689,"FLT3","false",FALSE,FALSE,FALSE
"FLT4",NA,119808,"FLT4","false",FALSE,FALSE,FALSE
"FNBP1",NA,115444,"FNBP1","false",FALSE,FALSE,FALSE
"FOS",NA,120848,"FOS","false",FALSE,FALSE,FALSE
"FOSL1",NA,117755,"FOSL1","false",FALSE,FALSE,FALSE
"FOXG1",NA,119767,"FOXG1","false",FALSE,FALSE,FALSE
"FOXO3",NA,117879,"FOXO3","false",FALSE,FALSE,FALSE
"FRS2",NA,118559,"FRS2","false",FALSE,FALSE,FALSE
"FRZB",NA,120825,"FRZB","false",FALSE,FALSE,FALSE
"FSHR",NA,120018,"FSHR","false",FALSE,FALSE,FALSE
"FTH1",NA,115974,"FTH1","false",FALSE,FALSE,FALSE
"FTL",NA,116517,"FTL","false",FALSE,FALSE,FALSE
"FTSJ1",NA,120503,"FTSJ1","false",FALSE,FALSE,FALSE
"FTSJ3",NA,117256,"FTSJ3","false",FALSE,FALSE,FALSE
"FUS",NA,117541,"FUS","false",FALSE,TRUE,FALSE
