"Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Control_155_Cytoplasm","Control_159_Cytoplasm","Control_170_Cytoplasm","Control_2303_Cytoplasm","Control_155_Nucleus","Control_159_Nucleus","Control_170_Nucleus","Control_2303_Nucleus","hgnc_symbol.x","hgnc_symbol.y","hgnc_symbol"
"ENSG00000123243",94.3346150790733,4.10345303798333,0.548741387351146,7.47793611448062,7.54988811411323e-14,5.39697791399399e-11,7.56133434172622,18.9109521539197,8.22829978759209,196.634719004262,32.4670186998674,95.0356817947887,40.8239131350865,355.015001715344,"ITIH5","ITIH5","ITIH5"
"ENSG00000166482",882.953171052445,2.46780630970362,0.331456643593989,7.44533669002727,9.66974835589496e-14,6.56672610848827e-11,206.046360812039,197.934632544359,236.975033882652,1215.32383596026,598.426185581647,780.326992695986,755.2423929991,3073.34993394351,"MFAP4","MFAP4","MFAP4"
"ENSG00000060718",496.796125102385,3.43642301075919,0.469600979503301,7.31775094335175,2.52161298818318e-13,1.63088321930971e-10,48.2035064285046,2.52146028718929,16.4565995751842,881.824422671095,391.079997975676,4.5255086568947,135.461166311878,2494.29633891266,"COL11A1","COL11A1","COL11A1"
"ENSG00000204257",57.7641870744991,4.35411216841096,0.609046937447504,7.14905847266699,8.73751087157903e-13,5.39422148444484e-10,9.45166792715777,2.52146028718929,8.22829978759209,226.952847485095,11.0683018295003,10.3440197871879,7.42252966092481,186.124369831346,"HLA-DMA","HLA-DMA","HLA-DMA"
"ENSG00000162545",430.100689038168,-2.90966357404602,0.408188173579591,-7.12824075359613,1.01659850990786e-12,6.00323520068198e-10,805.282107393842,801.824371326194,1043.34841306668,90.0881532001905,211.035621549138,274.763025597178,179.996344277427,34.4674758946936,"CAMK2N1","CAMK2N1","CAMK2N1"
"ENSG00000103196",769.006773836987,3.42906661925679,0.484226791321399,7.08153014396262,1.42571346949915e-12,7.74561613709496e-10,58.6003411483782,110.944252636329,225.455414180023,1071.52928373688,356.399318909908,483.582925051034,1928.00207942522,1917.54057560812,"CRISPLD2","CRISPLD2","CRISPLD2"
"ENSG00000151632",152.290471825238,-3.19770350099293,0.4563782149628,-7.00669619222201,2.44011314699964e-12,1.27467756779035e-09,200.375360055745,115.987173210707,145.64090624038,23.3882705423571,336.476375616808,232.093943975028,129.894269066184,34.4674758946936,"AKR1C2","AKR1C2","AKR1C2"
"ENSG00000175183",267.8004066301,3.28478986378798,0.471162123206859,6.97167641878934,3.13186251645278e-12,1.57544284068377e-09,82.2295109662726,133.637395221032,145.64090624038,430.517424427833,59.7688298793014,185.545854932683,102.059782837716,1003.00354853558,"CSRP2","CSRP2","CSRP2"
"ENSG00000115129",555.548523113339,2.40816669240928,0.349268836112593,6.89487994180209,5.3910313431307e-12,2.61503527508575e-09,250.469200069681,250.885298575334,417.174799230919,1295.01720225274,260.474036387573,275.409526833878,278.344862284681,1416.61325927191,"TP53I3","TP53I3","TP53I3"
"ENSG00000111859",227.05521995405,2.53235194449862,0.368143387668411,6.87871092982804,6.03965738024868e-12,2.82864229443233e-09,63.3261751119571,26.4753330154875,122.601666835122,403.664224916238,146.101584149403,64.6501236699243,215.25336016682,774.36929176745,"NEDD9","NEDD9","NEDD9"
"ENSG00000118523",8833.44135940682,2.75117028260438,0.403672728156479,6.81534840158416,9.40355899856321e-12,4.25730461061618e-09,1539.676705334,1504.05106130841,1512.36150095943,14039.0259511105,6495.61740033938,9875.95289181764,6593.06197131647,29107.7833930688,"CTGF","CTGF","CTGF"
"ENSG00000118898",202.644715067144,-2.77314565199899,0.407861126123388,-6.79923992354211,1.05172541374044e-11,4.60791437723313e-09,180.526857408713,223.149235416252,68.2948882370144,27.7194317539048,377.060148991642,472.592404027147,218.964624997282,52.8501297051969,"PPL","PPL","PPL"
"ENSG00000187134",388.091053680123,-2.48858353451735,0.37027612392929,-6.72088577602315,1.80623148987133e-11,7.5936682389711e-09,213.607695153766,414.780217242638,554.587405683707,41.5791476308571,430.925884561877,641.329226805649,736.686068846788,71.2327835157001,"AKR1C1","AKR1C1","AKR1C1"
"ENSG00000081059",86.1064494657894,-4.04393093806007,0.601973478102591,-6.71778921358208,1.84502320634698e-11,7.5936682389711e-09,140.829852114651,156.330537805736,177.731275411989,6.92985793847619,68.6234713429016,64.0036224332251,68.6583993635545,5.74457931578227,"TCF7","TCF7","TCF7"
"ENSG00000231106",79.347435420325,-4.30891210221193,0.642919878495573,-6.70209810947943,2.05448015307716e-11,8.20704395267469e-09,142.720185700082,165.155648810898,65.8263983007367,8.66232242309524,91.4979617905355,137.05826218024,20.4119565675432,3.44674758946936,"LINC01436","LINC01436","LINC01436"
"ENSG00000169744",182.717499682796,-2.63661734531446,0.401896549472321,-6.56043787580726,5.36500026749804e-11,2.0819266752331e-08,332.698711035953,143.723236369789,208.17598462608,63.2349536885952,389.604224398409,114.430718895766,155.873122879421,53.9990455683533,"LDB2","LDB2","LDB2"
"ENSG00000124766",384.866742909713,2.80723301645575,0.429058414837566,6.54277580715558,6.03873249416986e-11,2.27827957599486e-08,136.104018151072,263.492600011281,413.060649337123,550.057473866548,98.876829676869,219.163919241043,313.601878174073,1084.57657481969,"SOX4","SOX4","SOX4"
"ENSG00000130635",13230.2924169379,2.42297840257346,0.374815554856927,6.46445530655298,1.01664338489224e-10,3.73190552800175e-08,2735.31269811946,4657.13715043862,4248.2711803338,18996.4730738479,8855.37935038884,11654.4777939773,19665.9923366203,35029.2957517771,"COL5A1","COL5A1","COL5A1"
"ENSG00000144476",253.969452100193,2.62109310922773,0.407433498418618,6.433180186217,1.24961365403571e-10,4.46638227608236e-08,49.1486732212204,69.3401578977054,55.9524385556262,394.135670250833,173.403395328837,275.409526833878,231.9540519039,782.411702809545,"ACKR3","ACKR3","ACKR3"
"ENSG00000170421",46.1913724325626,4.39317360471801,0.69821928447947,6.29196830046477,3.13465507033781e-10,1.0643721291332e-07,9.45166792715777,0,27.9762192778131,225.220383000476,5.16520752043345,1.93950371009773,5.56689724569361,94.2111007788292,"KRT8","KRT8","KRT8"
"ENSG00000134769",60.4984220586256,-3.4338817642414,0.547324159463795,-6.27394516552223,3.52012524547365e-10,1.16610588009812e-07,157.842854383535,13.8680315795411,43.6099888742381,18.1908770885,179.306489637904,23.2740445211728,35.2570158893929,12.638074494721,"DTNA","DTNA","DTNA"
"ENSG00000146966",73.9101499795708,-3.48611073403839,0.55710138557231,-6.25758762107027,3.90977998385414e-10,1.26434837477874e-07,120.981349467619,144.983966513384,74.8775280670881,10.3947869077143,85.5948674814686,81.4591558241046,64.9471345330921,8.04241104209518,"DENND2A","DENND2A","DENND2A"
"ENSG00000088340",320.306196946782,3.93472918075104,0.629219981626161,6.25334429237624,4.0175510314523e-10,1.26898553742291e-07,40.6421720867784,18.9109521539197,18.9250895114618,1362.58331715288,185.947470735604,106.026202818676,87.2147235158666,742.199647599069,"FER1L4","FER1L4","FER1L4"
"ENSG00000242265",438.376813929984,-2.19207372776756,0.351341257456632,-6.23915831472805,4.39931580072793e-10,1.3579888001247e-07,637.042418290434,234.495806708604,534.839486193486,176.711377431143,962.204372377889,239.851958815419,552.978459738899,168.890631883999,"PEG10","PEG10","PEG10"
"ENSG00000213694",136.988998496623,-2.86778957970446,0.46182014263824,-6.20975422016381,5.30675348353739e-10,1.60169612918677e-07,229.675530629934,132.376665077438,144.818076261621,38.114218661619,225.055470533172,197.829378429968,103.915415252947,24.1272331262855,"S1PR3","S1PR3","S1PR3"
"ENSG00000138379",65.2327619558913,-3.99124894491942,0.645454956501801,-6.18362118799267,6.26475981639212e-10,1.84973843100517e-07,42.53250567221,11.3465712923518,32.0903691716092,3.46492896923809,241.288979883106,22.6275432844735,155.873122879421,12.638074494721,"MSTN","MSTN","MSTN"
"ENSG00000122877",54.1208579029943,3.99507346666705,0.64683742525863,6.17631774331807,6.56138728804942e-10,1.89610132226143e-07,13.2323350980209,13.8680315795411,1.64565995751842,126.46990737719,11.0683018295003,5.17200989359394,1.8556324152312,259.654985073359,"EGR2","EGR2","EGR2"
"ENSG00000095752",119.041625187296,2.78923600518872,0.454661992058922,6.1347463696223,8.52951639940643e-10,2.41349774451538e-07,52.9293403920835,26.4753330154875,57.5980985131447,461.701785150976,43.5353205293677,30.3855581248644,55.6689724569361,224.038593315509,"IL11","IL11","IL11"
"ENSG00000176490",298.022252221969,-2.34497642461062,0.385657234930807,-6.08046786683865,1.19832366302072e-09,3.32155754921376e-07,479.199563906899,417.301677529827,601.488714472982,78.8271340501666,174.141282117471,228.861437791532,361.848320970085,42.5098869367888,"DIRAS1","DIRAS1","DIRAS1"
"ENSG00000114251",2128.75664555325,2.17237255953828,0.360762176281906,6.02161951102309,1.72680447745092e-09,4.66187594072768e-07,681.465257548075,516.899358873804,675.543412561311,4274.8561157975,1903.74791467404,1166.28823100543,1890.8894311206,5920.36344284521,"WNT5A","WNT5A","WNT5A"
"ENSG00000196562",147.566352537815,2.7784760945552,0.461585981779073,6.01941177642836,1.75052034293264e-09,4.66187594072768e-07,37.8066717086311,22.6931425847036,27.1533892990539,318.773465169905,93.7116221564355,75.6406446938114,118.760474574797,485.99141011518,"SULF2","SULF2","SULF2"
"ENSG00000133687",123.133287548563,-2.80560195988348,0.474011074959647,-5.91885318317157,3.24194197725635e-09,8.46770306444148e-07,147.446019663661,92.033300482409,252.608803479077,20.7895738154286,111.420905083636,60.7711162497288,283.911759530374,16.0848220841904,"TMTC1","TMTC1","TMTC1"
"ENSG00000139209",45.8122644580156,3.70096046282896,0.63106545696223,5.8646221592358,4.50156581086321e-09,1.14284274054419e-06,3.78066717086311,5.04292057437858,7.40546980883288,108.27903028869,23.6123772362672,12.2835234972856,22.2675889827744,183.826538105033,"SLC38A4","SLC38A4","SLC38A4"
"ENSG00000164308",88.8002799550398,3.77576127850259,0.643994397659011,5.86303435593211,4.54484139351846e-09,1.14284274054419e-06,8.50650113444199,5.04292057437858,22.2164094264987,141.195855496452,30.9912451226007,103.440197871879,109.482312498641,289.526797515426,"ERAP2","ERAP2","ERAP2"
"ENSG00000197632",145.08126912686,-3.80801012525514,0.649828071362984,-5.86002712574114,4.62791567736197e-09,1.14284274054419e-06,39.6970052940626,136.158855508222,199.124854859729,2.59869672692857,75.2644524406017,286.400047857765,415.66166101179,5.74457931578227,"SERPINB2","SERPINB2","SERPINB2"
"ENSG00000134824",250.809548147327,2.24266712079098,0.384013445563035,5.84007447318105,5.21774925707913e-09,1.26549054302944e-06,73.7230098318306,146.244696656979,92.9797875997907,400.199295947,149.79101809257,388.547243256245,139.17243114234,615.818902651859,"FADS2","FADS2","FADS2"
"ENSG00000219438",140.154909978516,2.81443245818674,0.482478052985698,5.83328597180805,5.43463055145134e-09,1.29496758157565e-06,36.8615049159153,390.82634451434,183.491085263304,185.373699854238,6.64098109770015,147.402281967427,89.0703559310978,81.5730262841082,"FAM19A5","FAM19A5","FAM19A5"
"ENSG00000273264",32.6958577684724,3.96614645908138,0.682093197884424,5.8146694196376,6.07538274296647e-09,1.40242917557575e-06,5.67100075629466,2.52146028718929,3.29131991503684,84.0245275040238,8.8546414636002,7.75801484039092,9.27816207615602,140.167735305087,"","",""
"ENSG00000114315",32.5360588144663,3.86736503897784,0.665157569077865,5.81420887134956,6.09213086135836e-09,1.40242917557575e-06,8.50650113444199,1.26073014359464,9.87395974511051,108.27903028869,6.64098109770015,1.29300247339849,12.9894269066184,111.444838726176,"HES1","HES1","HES1"
"ENSG00000175265",974.253322464312,3.56555051263283,0.614785356465149,5.7996672743375,6.64466276063708e-09,1.50413016024955e-06,142.720185700082,69.3401578977054,102.030917366142,3399.09531882257,711.32286424255,603.185653840394,488.031325205806,2278.30015663925,"GOLGA8A","GOLGA8A","GOLGA8A"
"ENSG00000102466",235.928008555777,2.4740179164061,0.427005066835018,5.79388421487277,6.87768834703982e-09,1.53135677261467e-06,42.53250567221,47.9077454565965,39.495838980442,267.665762873643,165.28664065387,362.040692551576,189.274506353583,773.220375904293,"FGF14","FGF14","FGF14"
"ENSG00000163710",96.1065894380022,-3.49022674641016,0.602719811351828,-5.79079479498443,7.00541242473776e-09,1.53463728310949e-06,50.0938400139362,36.5611741642447,39.495838980442,5.19739345385714,147.57735772667,237.912455105321,239.376581564825,12.638074494721,"PCOLCE2","PCOLCE2","PCOLCE2"
"ENSG00000163453",479.762242723758,2.1701205839079,0.375169577774993,5.7843724877112,7.27835067213657e-09,1.56911998141205e-06,100.187680027872,99.5976813439769,96.2711075148275,440.912211335548,346.806790657675,556.637564798048,617.925594271991,1579.75931184012,"IGFBP7","IGFBP7","IGFBP7"
"ENSG00000203805",101.759514407995,2.51412849307277,0.434868271111381,5.78135647065601,7.41006864831523e-09,1.57255550595965e-06,51.039006806652,35.30044402065,147.286566197898,247.742421300524,25.0881508135339,26.506550704669,107.62668008341,173.486295336625,"PLPP4","PLPP4","PLPP4"
"ENSG00000041982",5843.80244761509,2.46006968287695,0.427774124029752,5.7508613651111,8.87899028314088e-09,1.85529916962491e-06,519.841735993677,1024.97360674245,760.294900373509,4575.4387038789,5450.76970763456,8591.35493449624,9391.35565348512,16436.3903383162,"TNC","TNC","TNC"
"ENSG00000137962",1974.30086155166,-1.97629140664581,0.344540582483717,-5.73601923001106,9.6927661174894e-09,1.99465377890517e-06,3533.97863796429,1603.64874265239,2017.57910791758,729.367548024619,3600.14964174212,1226.41284601846,1992.94921395831,1090.32115413547,"ARHGAP29","ARHGAP29","ARHGAP29"
"ENSG00000119927",305.39150774017,2.25190335676415,0.394062720283419,5.71458105741272,1.09974619189754e-08,2.22936608632124e-06,87.9005117225673,123.551554072275,252.608803479077,623.687214462857,182.258036792438,175.848336382194,419.372925842252,577.904679167696,"GPAM","GPAM","GPAM"
"ENSG00000134107",413.283968278048,1.88946091335405,0.331619680692009,5.69767424361308,1.2145282953538e-08,2.42584166286696e-06,164.459021932545,354.265170350095,280.58502275689,654.00534294369,243.502640249006,415.700295197613,347.003261648235,846.750991146306,"BHLHE40","BHLHE40","BHLHE40"
"ENSG00000113389",298.160680271175,-2.27857354174153,0.400229320026546,-5.69316995963814,1.24702141773317e-08,2.44696968423972e-06,335.534211414101,413.519487099043,273.179552948058,75.3622050809286,464.130790050377,306.441586195441,428.651087918408,88.4665214630469,"NPR3","NPR3","NPR3"
"ENSG00000179715",39.5390072152371,3.53890445760351,0.62181514676493,5.69124839755849,1.26113884477088e-08,2.44696968423972e-06,9.45166792715777,32.7789837334607,27.1533892990539,98.7504756232857,8.11675467496685,18.1020346275788,18.556324152312,103.402427684081,"PCED1B","PCED1B","PCED1B"
"ENSG00000176170",737.09188194285,1.74945728032579,0.310786837022551,5.62912283250543,1.81128379259878e-08,3.41793213348143e-06,529.293403920835,368.133201929636,766.054710224824,1750.65536170755,368.205507528042,279.935035490772,575.246048721673,1259.21178601947,"SPHK1","SPHK1","SPHK1"
"ENSG00000104881",179.877779267074,2.19218051447984,0.389439548272844,5.62906495809713,1.81189157422076e-08,3.41793213348143e-06,64.2713419046728,100.858411487572,199.124854859729,282.391710992905,76.0023392292351,84.6916620076008,270.922332623756,360.759581031127,"PPP1R13L","PPP1R13L","PPP1R13L"
"ENSG00000075213",202.877463019437,-2.36722161833023,0.42220275534454,-5.60683602455046,2.06058711056524e-08,3.78201272104015e-06,134.21368456564,105.90133206195,152.223546070454,32.0505929654524,353.447771755375,404.063272937027,385.97154236809,55.1479614315098,"SEMA3A","SEMA3A","SEMA3A"
"ENSG00000042493",602.5989800671,-2.45647913485393,0.439509830902444,-5.5891335349884,2.28205419334191e-08,4.13264800719597e-06,847.814613066052,724.91983256692,540.599296044801,83.1582952617143,898.746108555421,963.286842681872,499.165119697194,263.101732662828,"CAPG","CAPG","CAPG"
"ENSG00000145358",48.9266564464353,-4.07623908509478,0.7306798604916,-5.57869363246483,2.42331618094638e-08,4.33072110126497e-06,91.6811788934304,20.1716822975143,130.829966622714,3.46492896923809,46.4868676839011,18.1020346275788,76.0809290244793,4.59566345262582,"DDIT4L","DDIT4L","DDIT4L"
"ENSG00000136928",318.313688758247,-2.14864584297966,0.386330868884192,-5.5616726905241,2.67201088696605e-08,4.71314959308738e-06,488.651231834057,269.796250729254,740.546980883288,124.737442892571,274.493885371606,96.9751855048865,497.309487281963,53.9990455683533,"GABBR2","GABBR2","GABBR2"
"ENSG00000197457",108.217697199395,-2.59766866218421,0.469974632479221,-5.52725292529286,3.25283852386863e-08,5.64262509964546e-06,384.682884635321,16.3894918667304,38.6730090016828,42.4453798731667,261.949809964839,24.5670469945712,31.5457510589305,65.4882041999179,"STMN3","STMN3","STMN3"
"ENSG00000168542",32441.4273921357,2.20716767114932,0.39943791524318,5.52568393464998,3.28204522803705e-08,5.64262509964546e-06,4654.9464541252,3748.15071690688,3905.15107919121,29551.5129463894,35817.0247202628,32222.9146395637,41924.3031573186,107707.415423328,"COL3A1","COL3A1","COL3A1"
"ENSG00000112984",259.436873857731,-2.16099382046413,0.39417556280886,-5.48231302078971,4.1980059533548e-08,7.12716460730811e-06,120.981349467619,205.499013405927,130.007136643955,34.6492896923809,453.800375009511,727.960392523348,321.024407834998,81.5730262841082,"KIF20A","KIF20A","KIF20A"
"ENSG00000119681",4883.746709484,2.33538894188655,0.426272439712865,5.47862991907159,4.28631806753845e-08,7.18725580164287e-06,975.412130082682,1011.1055751629,814.601678971617,7480.78164458505,4854.55718241881,4376.16687121718,5479.68252217774,14077.666071256,"LTBP2","LTBP2","LTBP2"
"ENSG00000168398",103.274746091105,-2.52570093912132,0.462064150303916,-5.46612615901943,4.59977019807348e-08,7.54952380832385e-06,133.268517772925,59.2543167489483,76.5231880246065,28.5856639962143,228.007017687705,139.644267127036,129.894269066184,31.0207283052243,"BDKRB2","BDKRB2","BDKRB2"
"ENSG00000174697",47.4985527839178,-3.76295883829889,0.688480950703335,-5.46559615695212,4.61353612200618e-08,7.54952380832385e-06,45.3680060503573,42.8648248822179,36.2045190654052,4.33116121154762,98.876829676869,100.207691688383,46.3908103807801,5.74457931578227,"LEP","LEP","LEP"
"ENSG00000198794",59.9186954489855,-3.35696817918284,0.614744566169254,-5.46075291092298,4.74119539101855e-08,7.58227765208742e-06,145.55568607823,25.2146028718929,144.818076261621,19.923341573119,61.2446034565681,11.6370222605864,68.6583993635545,2.29783172631291,"SCAMP5","SCAMP5","SCAMP5"
"ENSG00000163814",36.5428999696609,-3.99222438028699,0.731095899734637,-5.46060288634642,4.74520394954669e-08,7.58227765208742e-06,60.4906747338097,7.56438086156787,19.747919490221,2.59869672692857,110.683018295003,9.69751855048865,72.3696641940169,9.19132690525163,"CDCP1","CDCP1","CDCP1"
"ENSG00000198542",1811.17925299061,2.08065004266766,0.38143217513993,5.4548362153884,4.90180052057267e-08,7.74142496167651e-06,244.798199313386,443.777010545315,408.123669464568,1282.0237186181,1360.6632382399,3919.09049687081,2451.29042052042,4379.6672703524,"ITGBL1","ITGBL1","ITGBL1"
"ENSG00000130720",45.1230681087709,-3.15660924833698,0.579085904429162,-5.45102069346453,5.00815417682595e-08,7.8184770149023e-06,131.378184187493,13.8680315795411,45.2556488317565,11.2610191500238,92.9737353678021,11.6370222605864,40.8239131350865,13.7869903578774,"FIBCD1","FIBCD1","FIBCD1"
"ENSG00000093072",38.4796992414179,-3.66252623163352,0.674538270047239,-5.42967892893168,5.64555260444152e-08,8.71339721290054e-06,153.117020419956,45.3862851694072,12.3424496813881,15.5921803615714,56.0793959361346,17.4555333908796,5.56689724569361,2.29783172631291,"ADA2","ADA2","ADA2"
"ENSG00000105538",28.5076268866558,-6.00875194055225,1.10909442519307,-5.41770998398649,6.03672313222249e-08,9.21244646987032e-06,144.610519285514,0,13.9881096389066,1.73246448461905,51.6520752043345,1.93950371009773,12.9894269066184,1.14891586315645,"RASIP1","RASIP1","RASIP1"
"ENSG00000149212",261.943680143138,-2.14896458254706,0.398692907245324,-5.39002461166122,7.04480350192031e-08,0.0000106313912403424,693.75242585338,220.627775129063,382.615940123032,136.864694284905,302.533583339674,62.0641187231273,218.964624997282,78.1262786946389,"SESN3","SESN3","SESN3"
"ENSG00000049130",983.398527028939,-1.72325722476986,0.320408575193318,-5.37831181244176,7.51875164112775e-08,0.0000112219433834942,1084.106311245,1197.69363641491,1828.32821280296,304.047517050643,848.569806928353,800.368531033663,1527.18547773528,276.888723020705,"KITLG","KITLG","KITLG"
"ENSG00000151789",79.6337883351961,-2.71573867926498,0.50715947953237,-5.35480216552207,8.56500767701385e-08,0.0000126445580727394,148.391186456377,163.894918667304,88.0428077272354,27.7194317539048,87.8085278473687,60.7711162497288,50.1020752112425,10.3402427684081,"ZNF385D","ZNF385D","ZNF385D"
"ENSG00000149948",150.049077038848,-2.19744673889273,0.411457901265839,-5.34063565709238,9.26212379673739e-08,0.0000135266844523965,175.801023445135,187.848791395602,208.17598462608,46.7765410847143,199.967319719638,153.220793097721,192.985771184045,35.6163917578501,"HMGA2","HMGA2","HMGA2"
"ENSG00000080823",194.566134073154,-2.35309346937107,0.442275625476474,-5.32042313395866,1.03526183165387e-07,0.0000149584321250243,347.821379719406,213.063394267495,117.664686962567,97.8842433809762,359.350866064442,250.195978602607,128.038636650953,42.5098869367888,"MOK","MOK","MOK"
"ENSG00000113140",33030.0106059834,2.03005882994559,0.382515078739705,5.30713413085347,1.11362232437909e-07,0.000015921282536544,6791.02340566286,5745.14726436079,7591.42938403247,34422.3368448958,31103.403914473,43583.8808720795,39647.4421838299,95355.420978533,"SPARC","SPARC","SPARC"
"ENSG00000155792",182.755792894566,2.39060118751403,0.454299511634327,5.2621698379422,1.4236516309014e-07,0.0000201417046363571,46.3131728430731,389.565614370745,92.1569576210314,144.66078446569,37.6322262203009,348.464166580892,96.4928855920226,306.760535462773,"DEPTOR","DEPTOR","DEPTOR"
"ENSG00000134198",105.379135106727,2.33897575912397,0.448590133742354,5.21405974672496,1.84751919220139e-07,0.0000257349417213346,51.9841735993677,40.3433645950286,97.0939374935867,235.61516990819,35.4185658544008,55.5991063561349,122.471739405259,204.507023641849,"TSPAN2","TSPAN2","TSPAN2"
"ENSG00000196154",1552.20122521158,-2.31078709533603,0.443263578542913,-5.21312195992282,1.85688726895214e-07,0.0000257349417213346,1825.11707673417,2753.4346336107,2184.6135936057,209.628202638905,1334.83720063773,2628.67402841912,1068.84427117317,412.460794873167,"S100A4","S100A4","S100A4"
