"SUID","ALSOD","AverageShortestPathLength","BetweennessCentrality","Cell.type","ClosenessCentrality","ClusteringCoefficient","DEG","Degree","Eccentricity","IsSingleNode","Matching.Attribute","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"10895","false","2.97583333","0.00234042","NA","0.33604032","0.13333333","false","6","4","false","GAPDH","GAPDH","193.66666667","6","0","0","0.60483333","false","0","GAPDH","425338","0.18643523"
"83981",,,,,,,,,,,,"FAM107A",,,,,,"false",,"FAM107A",,
"10896","false","3.62194444","1.2E-5","NA","0.27609479","0.0","false","2","5","false","PNMA1","PNMA1","74.0","2","0","0","0.47561111","false","0","PNMA1","1610","0.51408451"
"10897","false","3.45194444","1.6955E-4","NA","0.2896918","0.0","false","3","4","false","SSBP1","SSBP1","159.33333333","3","0","0","0.50961111","false","0","SSBP1","45542","0.35342262"
"10922","false","3.23166667","7.8381E-4","NA","0.30943785","0.0","false","6","4","false","HSP90AA1","HSP90AA1","131.16666667","6","0","0","0.55366667","false","0","HSP90AA1","185290","0.18864734"
"12147","false","3.2725","1.2552E-4","NA","0.30557678","0.0","false","4","4","false","CEP250","CEP250","134.0","4","0","0","0.5455","false","0","CEP250","33696","0.27824268"
"10927","false","3.5325","8.959E-5","NA","0.28308563","0.0","false","2","4","false","RPS15A","RPS15A","219.5","2","0","0","0.4935","false","0","RPS15A","33344","0.52147971"
"12525","false","3.64472222","0.0","NA","0.27436933","0.0","false","1","5","false","RPS5","RPS5","311.0","1","0","0","0.47105556","false","0","RPS5","0","0.0"
"10935","false","3.48555556","2.009E-4","NA","0.28689831","0.0","false","3","4","false","HSPA1L","HSPA1L","119.33333333","3","0","0","0.50288889","false","0","HSPA1L","40314","0.35218254"
"10930","false","3.55111111","3.968E-5","NA","0.281602","0.0","false","2","4","false","RANBP9","RANBP9","194.0","2","0","0","0.48977778","false","0","RANBP9","12494","0.51466667"
"83991",,,,,,,,,,,,"RIN1",,,,,,"false",,"RIN1",,
"13492","false","3.77416667","0.0","NA","0.26495915","0.0","false","1","5","false","TRIP6","TRIP6","80.0","1","0","0","0.44516667","false","0","TRIP6","0","0.0"
"10640","false","3.46388889","2.6179E-4","NA","0.28869286","0.0","false","2","4","false","RPS6","RPS6","260.5","2","0","0","0.50722222","false","0","RPS6","66546","0.51183432"
"10946","false","3.69611111","3.49E-5","NA","0.27055464","0.0","false","2","5","false","KRTAP10-3","KRTAP10-3","81.5","2","0","0","0.46077778","false","0","KRTAP10-3","2782","0.50949367"
"10993","false","3.39972222","1.2784E-4","NA","0.29414168","0.0","false","2","4","false","TRAP1","TRAP1","298.0","2","0","0","0.52005556","false","0","TRAP1","70726","0.52846975"
