GeneSymbol,GeneSymbol.1,INT
RPA1,EEF1A1,PPI
EEF1A1,TOPORS,PPI
UPF3A,TOPORS,PPI
CUL3,RCN1,PPI
SCARB2,NONO,PPI
DYNC1H1,PRUNE2,PPI
TYMS,UBE2B,PPI
RALGDS,CASP8,PPI
SUMO1,CEBPD,PPI
SMAD4,CEBPD,PPI
DDX48,DOCK4,PPI
CEBPD,SUMO2,PPI
DDX48,EEF1A1,PPI
SULT1A1,RCN1,PPI
RCN1,HIPK4,PPI
ITGA4,EEF1A1,PPI
UBE2G2,RNF139,PPI
NPM1,DOCK4,PPI
GRB2,DOCK4,PPI
HNRNPL,DOCK4,PPI
YWHAB,DOCK4,PPI
EXOSC2,UPF3A,PPI
FAM107A,PPP2R2A,PPI
UBC,RWDD1,PPI
CTSH,UBC,PPI
AQP1,KRT31,PPI
TCF4,AQP1,PPI
RGS20,AQP1,PPI
SPRY2,AQP1,PPI
AQP1,IKZF3,PPI
AQP1,KIAA1958,PPI
UNK,UBE2B,PPI
CPOX,UBE2G2,PPI
EEF1G,EEF1A1,PPI
RAP1A,RALGDS,PPI
LRPAP1,RALGDS,PPI
UBE2B,UBR3,PPI
HIST1H2AD,EEF1A1,PPI
CHMP5,UBA2,PPI
UBC,KIAA1211,PPI
CDC14B,FZR1,PPI
UBC,SSBP2,PPI
EEF1A1,CEP250,PPI
UBC,PDDC1,PPI
UBC,SCARB2,PPI
SCN1A,SNTA1,PPI
APP,KCNIP4,PPI
KIAA0368,UBE2G2,PPI
SSBP2,CDK6,PPI
UBC,CISD2,PPI
RALGDS,RAPGEF2,PPI
SSBP2,DYRK2,PPI
SSBP2,EWSR1,PPI
C9orf72,MMS19,PPI
C9orf72,SRPK1,PPI
TSTA3,RCN1,PPI
CRX,C9orf72,PPI
REL,C9orf72,PPI
NMI,C9orf72,PPI
SPP1,CISD2,PPI
APP,CISD2,PPI
NR1C1,CDK3,PPI
HSPA2,EEF1A1,PPI
UBC,MTMR1,PPI
RPL18,EEF1A1,PPI
UBC,PYROXD1,PPI
CEP27,RCN1,PPI
SCN1A,NEDD8,PPI
EWSR1,PRUNE2,PPI
RCN1,ZYX,PPI
EEF1A1,CCAR2,PPI
TNFSF11,EEF1A1,PPI
AXUD1,AQP1,PPI
SCARB2,TAF15,PPI
GRK5,DOCK4,PPI
EEF1A1,SEPT2,PPI
UBC,UBE2B,PPI
EEF1A1,ABTB2,PPI
VAT1,ZFYVE21,PPI
PFKP,VAT1,PPI
PLIN3,VAT1,PPI
SIN3B,MXI1,PPI
PHLPP2,VAT1,PPI
NCBP1,VAT1,PPI
DFNA5,UBC,PPI
VAT1,S100A13,PPI
UBC,CEBPD,PPI
UBE1,UBE2G2,PPI
UBC,RCN1,PPI
RRAS2,RALGDS,PPI
UBC,EEF1A1,PPI
RCN1,CHMP4A,PPI
UBC,KCTD20,PPI
UBC,UBE2G2,PPI
CFTR,RCN1,PPI
AQP1,TRIM23,PPI
UBC,CTNND2,PPI
PRKN,EEF1A1,PPI
PRKN,UBE2G2,PPI
UBC,CHMP5,PPI
UBC,MXI1,PPI
AQP1,KRTAP4-12,PPI
UBC,HACD3,PPI
EEF1A1,CAND1,PPI
UBC,EML3,PPI
THBS1,SCARB2,PPI
RCN1,CEP250,PPI
FSD2,AQP1,PPI
FSD2,FAM107A,PPI
DDR1,MAPK6,PPI
RAP2B,RALGDS,PPI
CEBPB,CARM1,PPI
CSTB,CTSH,PPI
UBE2G2,RNF168,PPI
NQO1,HSPA4,PPI
MTRNR2L1,EEF1A1,PPI
MED26,CEBPB,PPI
MOS,GFAP,PPI
EEF1A1,MDM2,PPI
UBE2G2,MDM2,PPI
ZBTB7A,EEF1A1,PPI
HEL-S-103,EEF1A1,PPI
ARRB2,CDK3,PPI
APP,CDK3,PPI
CDK2,VAT1,PPI
RPL6,EEF1A1,PPI
NRAS,VAT1,PPI
WDR74,VAT1,PPI
RPS19,NQO1,PPI
ATP4A,VAT1,PPI
KDM2A,UBE2G2,PPI
PRKN,VAT1,PPI
MVP,VAT1,PPI
VAT1,TTC1,PPI
GARS,VAT1,PPI
TP53,VAT1,PPI
CCNE1,CDK3,PPI
H2AFX,VAT1,PPI
CDK3,EEF1A2,PPI
CDK3,STK3,PPI
CDK3,CDK5,PPI
CDK3,STK4,PPI
RPA2,EEF1A1,PPI
APLP1,EEF1A1,PPI
MGMT,EEF1A1,PPI
TRAF2,AQP1,PPI
CDK3,EIF2AK2,PPI
NEDD4L,CDK3,PPI
UBC,CDK3,PPI
RPS16,EEF1A1,PPI
NUP214,EEF1A1,PPI
AQP1,KRTAP10-3,PPI
RANBP2,EEF1A1,PPI
PPP1CB,EEF1A1,PPI
UBE2G2,ERLEC1,PPI
RAD52,EEF1A1,PPI
CPSF4,CSTF2T,PPI
PPAT,SELENOI,PPI
UBE2G2,CNNM3,PPI
ACTB,ANGPTL4,PPI
UBE2B,BIRC2,PPI
CEBPD,PIAS4,PPI
KCNIP4,KCNIP2,PPI
PSEN1,KCNIP4,PPI
UBE2G2,RBX1,PPI
UBE2G2,VAMP8,PPI
MXI1,CALCOCO2,PPI
APP,C9orf72,PPI
YWHAZ,EEF1A1,PPI
CPSF4,CDC73,PPI
APP,MXI1,PPI
LMNA,CISD2,PPI
CD74,APP,PPI
PSMA2,EEF1A1,PPI
MXI1,NOTCH2NL,PPI
CPSF4,RBBP6,PPI
RNF111,UBE2G2,PPI
BRF2,HACD3,PPI
UPF1,UPF3A,PPI
MXI1,KRT40,PPI
MYC,ANGPTL4,PPI
MYC,RCN1,PPI
IDH1,RCN1,PPI
MYC,CEBPB,PPI
GFAP,CEP76,PPI
TP53,UBE2B,PPI
UBD,GFAP,PPI
ATP6V1B1,SCARB2,PPI
UBE2C,UBE2B,PPI
UBE2B,UBE2V1,PPI
UBQLN1,UBE2B,PPI
UBE2B,SEC23A,PPI
UBE2B,UBA2,PPI
UBE2D1,UBE2B,PPI
UBE2B,TTC1,PPI
UBE2B,IGBP1,PPI
UBE2B,ZFYVE19,PPI
ZRANB2,UBE2B,PPI
ATP6V1B1,UBE2B,PPI
DSTN,UBE2B,PPI
PSMB2,UBE2B,PPI
SSSCA1,UBE2B,PPI
ALB,GFAP,PPI
CTNNB1,UBE2B,PPI
RNF40,UBE2B,PPI
GFAP,AES,PPI
GFAP,GOLGA2,PPI
GFAP,TRIM27,PPI
GFAP,RORA,PPI
GFAP,LGALS14,PPI
GFAP,PIH1D2,PPI
UBE2B,UNC119,PPI
GFAP,PSEN2,PPI
HGS,GFAP,PPI
POLH,UBE2B,PPI
PDLIM1,GFAP,PPI
GFAP,KIAA0408,PPI
PSMA6,EEF1A1,PPI
PYROXD1,LSM4,PPI
RAF1,EEF1A1,PPI
RPS5,EEF1A1,PPI
DYNC1I2,PRUNE2,PPI
UBE2B,UBQLN4,PPI
UBE2B,MDM2,PPI
FASLG,DOCK4,PPI
DDX1,SCARB2,PPI
AQP1,MTUS2,PPI
UBE2G2,TRIM43,PPI
NME1,PRKAA1,PPI
CTNNB1,TCF7L2,PPI
CCNC,CDK3,PPI
TAL1,SSBP2,PPI
BROX,CHMP5,PPI
MYL9,PRKAA1,PPI
NIPBL,MAU2,PPI
TP53,NQO1,PPI
FGF1,FGFR3,PPI
UBE2B,HIST3H2A,PPI
PSEN1,CTNND2,PPI
CEBPD,IPO4,PPI
FGF1,FGFR2,PPI
LDB2,SSBP2,PPI
CEBPD,SPAG5,PPI
MXI1,MYC,PPI
XPO1,CEBPD,PPI
UBR5,CEBPD,PPI
CEBPB,APOBEC3G,PPI
TRIM26,CEBPD,PPI
UPF3B,UPF3A,PPI
SCN1A,FGF12,PPI
FANCD2,CEBPD,PPI
UPF3A,UPF2,PPI
CKS1B,CDK3,PPI
CPSF4,CDC73,PPI
RAF1,RALGDS,PPI
UBE2B,HLTF,PPI
UBA52,UBE2B,PPI
DRP2,DTNA,PPI
GFI1B,DTNA,PPI
DTNBP1,DTNA,PPI
SNTG1,DTNA,PPI
SSBP2,LDB1,PPI
URGCP,CHMP5,PPI
FGF1,CSNK2A2,PPI
FAM107A,EFEMP2,PPI
TADA2A,FAM107A,PPI
RRAS,RALGDS,PPI
KRAS,RALGDS,PPI
RAP1GA1,RALGDS,PPI
MRAS,RALGDS,PPI
RALGDS,RIT1,PPI
RALGDS,CNKSR1,PPI
RALGDS,RIT2,PPI
RGS12,EEF1A1,PPI
MIF,CD74,PPI
GTF3A,CHMP5,PPI
SRF,CEBPB,PPI
LCK,CTNND2,PPI
GRIK2,PRKAA1,PPI
RAC1,HACD3,PPI
ELAVL2,ELAVL3,PPI
ATF2,CEBPB,PPI
PDCD10,CHMP5,PPI
RPL38,CHMP5,PPI
APOA2,C4A,PPI
CD74,CTSF,PPI
HMGB1,CEBPB,PPI
C3AR1,C4A,PPI
HEL-S-103,NQO1,PPI
TP53,NQO1,PPI
NQO1,DNAJB1,PPI
EEF1A1,ZCCHC10,PPI
UBE2J2,UBE2G2,PPI
CSTA,CTSH,PPI
UBE2G2,UBE3A,PPI
SIRT2,CDC14B,PPI
ALYREF,UPF3A,PPI
CHMP4B,CHMP5,PPI
C4B,EEF1A1,PPI
VIM,GFAP,PPI
SNTB2,DTNA,PPI
UBE2B,UNC119,PPI
CNOT4,UBE2B,PPI
GFAP,PSEN1,PPI
GFAP,S100A1,PPI
GFAP,PDZK1,PPI
GRAP2,GFAP,PPI
GFAP,PDLIM7,PPI
GFAP,CEP76,PPI
GFAP,SH3YL1,PPI
SMARCA4,CHMP5,PPI
FGF1,FGFR4,PPI
MID1,MID2,PPI
UPF1,UPF3A,PPI
SMG1,UPF3A,PPI
UPF3A,NXF1,PPI
RBM8,UPF3A,PPI
IFITM2,UPF3A,PPI
PLCG1,EEF1A1,PPI
EEF1A1,PLAUR,PPI
SHBG,EEF1A1,PPI
CSRP2,EEF1A1,PPI
EEF1A1,PABPC4,PPI
ZPR1,EEF1A1,PPI
EEF1A1,MAD2L1BP,PPI
EEF1A1,TP53BP2,PPI
CEBPB,MAPK3,PPI
PTN,DFNA5,PPI
PRUNE2,RCN3,PPI
TPT1,EEF1A1,PPI
FGF1,FGFR3,PPI
CEBPB,RUNX1,PPI
FGF1,FGFR2,PPI
EEF1A1,LAMA4,PPI
EEF1A1,ITSN1,PPI
CCNC,CDK3,PPI
CDK3,E2F1,PPI
E2F3,CDK3,PPI
CTNNB1,CTNND2,PPI
CDH2,CTNND2,PPI
SPHK1,CTNND2,PPI
CTTN,CTNND2,PPI
KIR3DL1,CDK3,PPI
CDK3,CABLES2,PPI
CABLES1,CDK3,PPI
NQO1,ING1,PPI
GFAP,ROCK1,PPI
CDC14B,TP53,PPI
RRAS2,RALGDS,PPI
CPSF4,MARK3,PPI
MAOA,NDRG1,PPI
MRPL42,EEF1A1,PPI
HIPK3,MTMR4,PPI
TRIM37,FAM107A,PPI
FAM107A,BEGAIN,PPI
DRG2,RWDD1,PPI
USHBP1,FAM107A,PPI
SLC2A1,STOM,PPI
FAM107A,KRT19,PPI
CEBPA,CEBPD,PPI
RB1,CEBPD,PPI
CEBPD,CEBPE,PPI
CREB1,CEBPB,PPI
UBE2B,CRMP1,PPI
SORBS3,DLG5,PPI
PQBP1,EEF1A1,PPI
SULT1E1,EEF1A1,PPI
MID1,PPP2CB,PPI
LANCL1,STOM,PPI
FAM107A,NINL,PPI
UBE2G2,CUL9,PPI
CD81,DLG5,PPI
CEBPD,RELA,PPI
FAS,EEF1A1,PPI
FAM107A,HOOK2,PPI
MTOR,PRKAA1,PPI
CFTR,PRKAA1,PPI
PRKAG3,PRKAA1,PPI
CBL,UBE2G2,PPI
SNTG2,DTNA,PPI
MID1,IGBP1,PPI
MID1,MID1IP1,PPI
PIGT,UPF3A,PPI
SYT1,FGF1,PPI
TERF1,DLG5,PPI
EEF1A1,MYOC,PPI
WARS,EEF1A1,PPI
EEF1A1,SARS2,PPI
RPA2,EEF1A1,PPI
