GeneSymbol,GeneSymbol.1,INT
EEF1A1,SMAD2,PPI
EEF1A1,TSPYL2,PPI
EEF1A1,MT-RNR2,PPI
AXIN1,EEF1A1,PPI
EEF1A1,XPO5,PPI
PSEN2,CTNND2,PPI
PSEN2,KCNIP4,PPI
DARS,EEF1A1,PPI
ARRB2,SMARCC2,PPI
PEX14,SMARCC2,PPI
NOVA1,SMARCC2,PPI
SRGAP3,SMARCC2,PPI
SMARCC2,PHYHIP,PPI
LRRC7,CTNND2,PPI
CEBPB,CEBPD,PPI
RB1,CEBPB,PPI
CCL3,CEBPB,PPI
CEBPB,CEBPA,PPI
EGFR,CEBPB,PPI
CEBPB,DDIT3,PPI
CEBPB,CEBPG,PPI
CEBPB,SMAD3,PPI
ELK1,CEBPB,PPI
CEBPB,SMARCC1,PPI
CEBPB,SMARCB1,PPI
CEBPB,MED23,PPI
CEBPB,SMARCA4,PPI
RPS6KA5,CEBPB,PPI
PTGES2,CEBPB,PPI
CD74,DMA,PPI
CEBPB,MAPK1,PPI
PRSS23,NIPBL,PPI
FGF1,FGFR1,PPI
FGF1,HSPA9,PPI
CEBPB,RPS6KA1,PPI
SP1,CEBPB,PPI
CEBPB,FOXO1,PPI
CEBPB,HOMER3,PPI
FIBP,FGF1,PPI
MYB,CEBPB,PPI
CEBPB,RELA,PPI
CEBPB,HNRNPK,PPI
FGF1,FGFBP1,PPI
STAT6,CEBPB,PPI
ATXN1,SMARCC2,PPI
ITSN1,SMARCC2,PPI
RELB,SMARCC2,PPI
SMARCC2,BAZ1B,PPI
POLR2C,SMARCC2,PPI
CEBPB,EP300,PPI
CEBPD,EP300,PPI
CTNNB1,DLG5,PPI
BMP4,NOG,PPI
KIF1B,EEF1A1,PPI
SNTA1,DTNA,PPI
UTRN,DTNA,PPI
SNTB1,DTNA,PPI
SYNM,DTNA,PPI
KCNJ12,DTNA,PPI
FGF1,S100A13,PPI
UBE2B,UBR2,PPI
ABCA1,DLG5,PPI
PRKAA1,TOMM34,PPI
CD74,HLA-DMB,PPI
NUDT18,RWDD1,PPI
IL1F5,SSBP2,PPI
EWSR1,SELENOI,PPI
EWSR1,PRUNE2,PPI
GFAP,CAMK2A,PPI
CST3,C4A,PPI
CPSF4,SLC12A9,PPI
CEBPB,HSF1,PPI
FXYD6,HAUS2,PPI
EEF1A1,ABTB2,PPI
CHMP1B,CHMP5,PPI
CEBPB,RUNX2,PPI
PRKAB1,PRKAA1,PPI
MEN1,GFAP,PPI
CEBPB,EGR1,PPI
CD74,CD44,PPI
CEBPB,CAMK2A,PPI
SPI1,CEBPD,PPI
BMP5,NOG,PPI
CEBPB,SPI1,PPI
CEBPD,CEBPG,PPI
ARRB2,RALGDS,PPI
HRAS,RALGDS,PPI
RAP1A,RALGDS,PPI
AFDN,RALGDS,PPI
RAP2A,RALGDS,PPI
RAP2B,RALGDS,PPI
ARRB1,RALGDS,PPI
MAPK3,RALGDS,PPI
PDPK1,RALGDS,PPI
NF2,RALGDS,PPI
PFN2,EEF1A1,PPI
GFAP,TUBGCP4,PPI
FAM107A,KRTAP4-12,PPI
CEBPB,TRIM28,PPI
EEF1A1,PCDHA4,PPI
POLR2C,EEF1A1,PPI
EEF1A1,XRN2,PPI
CTSL,CD74,PPI
C4A,C5AR2,PPI
ZNF91,CHMP5,PPI
FGF1,CSNK2A1,PPI
PFKFB2,PRKAA1,PPI
CAB39,PRKAA1,PPI
RWDD1,DRG1,PPI
MAGI2,CTNND2,PPI
UBE2B,RAD18,PPI
FGF1,RPS2,PPI
CDKN1A,CDK3,PPI
CDK3,CDKN3,PPI
CCNE1,CDK3,PPI
CDKN1B,CDK3,PPI
CCNE2,CDK3,PPI
CEBPB,NOLC1,PPI
ERBIN,CTNND2,PPI
CDH1,CTNND2,PPI
ABL1,CTNND2,PPI
PSEN1,CTNND2,PPI
STOM,ASIC1,PPI
STOM,ASIC2,PPI
SVIL,STOM,PPI
ACCN3,STOM,PPI
EEF1A1,TGIF1,PPI
SFTPB,CTSH,PPI
CEBPB,STAT5A,PPI
ACTB,EEF1A1,PPI
KCND2,KCNIP4,PPI
ACTA1,DTNA,PPI
SPIB,CEBPB,PPI
ZNF24,EEF1A1,PPI
CD74,CD1D,PPI
BGLAP,CTSH,PPI
CPSF4,FIP1L1,PPI
CD74,HLA-DQB1,PPI
CD74,HLA-DPA1,PPI
HLA-DPB1,CD74,PPI
GADD45G,EEF1A1,PPI
SRC,GFAP,PPI
CSNK2B,FGF1,PPI
MXI1,SMC3,PPI
MAX,MXI1,PPI
MXI1,SIN3A,PPI
SIN3B,MXI1,PPI
UBE2B,MED31,PPI
SSBP2,EWSR1,PPI
EWSR1,ELAVL3,PPI
RAF1,PRKAA1,PPI
CDC2,GFAP,PPI
S100B,GFAP,PPI
GFAP,PRKACA,PPI
PDLIM1,GFAP,PPI
GFAP,POM121,PPI
RIBC2,GFAP,PPI
GFAP,KIAA0408,PPI
EEF1A1,UBQLN4,PPI
TMPRSS3,EEF1A1,PPI
EEF1A1,NEU1,PPI
EFEMP2,FAM107A,PPI
PRKAA1,IKZF3,PPI
AKT1,GFAP,PPI
AKT1,CLASP2,PPI
FAM107A,KRT15,PPI
PML,SSBP2,PPI
SSBP2,PIN1,PPI
TOM1,SSBP2,PPI
PRKAA1,INO80E,PPI
CLASP2,AKAP9,PPI
NRAS,EEF1A1,PPI
FSBP,PRKAA1,PPI
EEF1A1,PTPRCAP,PPI
PELO,HACD3,PPI
NUDT21,CTNND2,PPI
EEF1A1,MAP3K14,PPI
HIC1,TCF7L2,PPI
CD68,RALGDS,PPI
HRAS,RALGDS,PPI
ESR1,ANGPTL4,PPI
AURKA,ANGPTL4,PPI
CASP8,ANGPTL4,PPI
VPS37B,PRKAA1,PPI
BMP7,NOG,PPI
GFAP,SMAD2,PPI
WDR47,FAM107A,PPI
TRIM37,FAM107A,PPI
USHBP1,FAM107A,PPI
PRKCA,PATJ,PPI
VAPB,HACD3,PPI
APPBP2,CHMP5,PPI
YWHAG,EML3,PPI
HACD3,FBXL2,PPI
TK1,EEF1A1,PPI
CDC14B,MCC,PPI
PRKAA1,TRIP6,PPI
PPP1CA,KCTD20,PPI
RALGDS,RIT1,PPI
ITGB1,ANGPTL4,PPI
NEK6,HACD3,PPI
TMBIM4,HACD3,PPI
SERINC3,HACD3,PPI
HACD3,VAPA,PPI
FAM107A,DCD,PPI
MXI1,DKFZp547I014,PPI
RAP1B,RALGDS,PPI
MAPK3,RALGDS,PPI
TERF1,DLG5,PPI
UBE2G2,AMFR,PPI
FKBP8,HACD3,PPI
GFI1B,DTNA,PPI
IFITM2,PTCD3,PPI
PRKAB2,PRKAA1,PPI
TTR,CTNND2,PPI
MXI1,NOTCH2NL,PPI
MXI1,CALCOCO2,PPI
NEK6,EML3,PPI
USP8,CHMP5,PPI
CDC14B,SIRT2,PPI
SMAD4,CDC14B,PPI
CDC14B,STK11,PPI
BUB1,CDC14B,PPI
CDC14B,CDKN2A,PPI
UBE2G2,CNNM3,PPI
XRCC6,TCF7L2,PPI
EEF1A1,ZDHHC17,PPI
PCNA,EEF1A1,PPI
GFAP,BIRC2,PPI
VIM,GFAP,PPI
EEF1A1,GUSBP1,PPI
GADD45A,EEF1A1,PPI
FAM107A,VIM,PPI
CDX4,PRKAA1,PPI
EEF1A1,ZCCHC10,PPI
EEF1A1,CRCT1,PPI
PRSS23,PDDC1,PPI
EEF1A1,BBS4,PPI
GFAP,PDLIM7,PPI
GRAP2,GFAP,PPI
GFAP,PDZK1,PPI
TMPRSS3,EEF1A1,PPI
GFAP,RORA,PPI
GFAP,LMO2,PPI
GFAP,CFAP206,PPI
GFAP,ZC2HC1C,PPI
GFAP,SH3YL1,PPI
TTR,EEF1A1,PPI
PHB,SEC61A2,PPI
EEF1A1,DUSP7,PPI
EEF1A1,MAD2L1BP,PPI
UBE2G2,RNF146,PPI
PRKAA1,RBPMS,PPI
FGFR4,ANGPTL4,PPI
CPSF4,MARK3,PPI
IFITM2,UPF3A,PPI
PIGT,UPF3A,PPI
HTT,UPF3A,PPI
PAFAH1B3,EEF1A1,PPI
PAEP,EEF1A1,PPI
EEF1A1,PSG9,PPI
TMSB4X,EEF1A1,PPI
EEF1A1,TP53BP2,PPI
EEF1A1,BRMS1,PPI
EEF1A1,CRADD,PPI
EEF1A1,LAMTOR1,PPI
CCL18,EEF1A1,PPI
RAB27A,EEF1A1,PPI
RAD23B,EEF1A1,PPI
RAD23A,EEF1A1,PPI
EEF1A1,BBS1,PPI
EEF1A1,BBS2,PPI
RAP2A,EEF1A1,PPI
RRAS,EEF1A1,PPI
EEF1A1,TSPY1,PPI
EEF1A1,NELL1,PPI
GSK3B,EEF1A1,PPI
KRAS,EEF1A1,PPI
EEF1A1,MRM1,PPI
EEF1A1,DIABLO,PPI
MLF1,RCN1,PPI
ITGB5,ANGPTL4,PPI
FAM107A,CALCOCO2,PPI
UTRN,DTNA,PPI
DRP2,DTNA,PPI
TADA2A,FAM107A,PPI
EEF1A1,COX17,PPI
PRUNE2,RCN3,PPI
SYNM,DTNA,PPI
APPL1,DTNA,PPI
DMD,DTNA,PPI
MXI1,MAX,PPI
ELAVL3,ECSIT,PPI
DYSF,EEF1A1,PPI
-,EEF1A1,PPI
PRKAA1,L3MBTL3,PPI
CCDC130,EEF1A1,PPI
-,C4A,PPI
MITD1,CHMP5,PPI
DBN1,NIPBL,PPI
HSP90AB1,CDK3,PPI
CDK3,CDKN3,PPI
CCNE2,CDK3,PPI
EEF1A1,PKN2,PPI
FGF1,SRPK1,PPI
TBRG4,MTMR4,PPI
TGFB1,ANGPTL4,PPI
FBXW7,ANGPTL4,PPI
ANGPTL4,BRMS1,PPI
NF2,PATJ,PPI
RBBP8,EEF1A1,PPI
RNF32,ELAVL3,PPI
TSPAN17,HACD3,PPI
YWHAG,CRTC3,PPI
PRKAA1,HMBOX1,PPI
EEF1A1,SMAD2,PPI
PRKAA1,PHC2,PPI
SMAD2,MTMR4,PPI
TNFRSF1B,HACD3,PPI
PTP4A3,HACD3,PPI
HACD3,TP53TG1,PPI
CDK6,NIPBL,PPI
UBE2B,UBR4,PPI
UBE2G2,USP15,PPI
PFN1,DLG5,PPI
STAMBP,CHMP5,PPI
UBE2G2,ALG11,PPI
EEF1A1,PASK,PPI
UBE2G2,RNF157,PPI
CDC37,PRKAA1,PPI
PRKAA1,ABI1,PPI
CPE,PRKAA1,PPI
HSP90AB1,PRKAA1,PPI
ZBED1,PRKAA1,PPI
PRKAA1,UBXN11,PPI
FAM107A,LRRK2,PPI
FAS,EEF1A1,PPI
TRAF2,FAM107A,PPI
CASP2,EEF1A1,PPI
MLLT3,EEF1A1,PPI
FAM107A,CCDC85B,PPI
DLEU1,EEF1A1,PPI
UBE2G2,ARL14,PPI
MUC1,CEBPB,PPI
AGTRAP,NDRG4,PPI
DDX48,UPF3A,PPI
POLE2,EEF1A1,PPI
MAPK14,EEF1A1,PPI
CDC14B,MLH3,PPI
CD74,CXCR4,PPI
SNCA,EEF1A1,PPI
CLASP2,MAPRE1,PPI
FAM107A,USP15,PPI
BHLHE40,PRKAA1,PPI
FAM107A,CANX,PPI
EEF1A1,BTBD2,PPI
MLLT6,UBE2G2,PPI
RP11-311P8.3,PYROXD1,PPI
ZNF16,EEF1A1,PPI
HLA-DQA1,CD74,PPI
ARIH2,EEF1A1,PPI
CDKN1A,EEF1A1,PPI
MNAT1,EEF1A1,PPI
PSMD11,EEF1A1,PPI
FAM107A,RINT1,PPI
KCNIP4,FAM120B,PPI
GSK3B,UPF3A,PPI
EEF1A1,PHYHIP,PPI
CEBPB,TRIB1,PPI
TRDMT1,EEF1A1,PPI
BTBD10,DLG5,PPI
LSM3,EEF1A1,PPI
EEF1A1,RSRC1,PPI
MAGED2,EEF1A1,PPI
EEF1A1,ITSN1,PPI
EEF1A1,LAMA4,PPI
LAMTOR5,EEF1A1,PPI
SMAD4,EEF1A1,PPI
EEF1A1,ANKRD24,PPI
EIF3F,EEF1A1,PPI
EEF1A1,STMN2,PPI
RPLP1,EEF1A1,PPI
EEF1A1,PLAUR,PPI
AXIN1,EEF1A1,PPI
CKS2,EEF1A1,PPI
PTPN4,EEF1A1,PPI
BMP2,NOG,PPI
ZBTB16,EEF1A1,PPI
FGF1,FGFR4,PPI
A2M,ELAVL3,PPI
ATXN1,RCN1,PPI
HMGA1,CEBPB,PPI
TP53,CEBPB,PPI
RAC3,RWDD1,PPI
EEF1A1,SPHK1,PPI
FAM107A,MID2,PPI
GFAP,COL16A1,PPI
ESR1,CEBPB,PPI
KIAA1841,SRPK1,PPI
CDKN2A,ANGPTL4,PPI
HSPE1,EEF1A1,PPI
ORMDL3,EEF1A1,PPI
PRKAA1,ROPN1,PPI
CBX5,NIPBL,PPI
CDC14B,CCND1,PPI
SERPINB9,EEF1A1,PPI
SSR1,EEF1A1,PPI
RWDD1,DRG1,PPI
FAM107A,LZTS2,PPI
TRIM3,UBE2G2,PPI
UBE2G2,RNF26,PPI
UBE2G2,RFFL,PPI
UBE2G2,BIRC8,PPI
UBE2G2,ZNRF4,PPI
UBE2G2,TRIM43,PPI
HBS1L,UBE2G2,PPI
FKBP5,C12orf76,PPI
SMAD4,CEBPB,PPI
GATA1,PRKAA1,PPI
EIF2B2,C9orf72,PPI
FGF1,FGFR1,PPI
PAPSS1,EEF1A1,PPI
CLDN1,PATJ,PPI
PRKAA1,ABI2,PPI
DDX48,UPF3A,PPI
DYNLL1,EEF1A1,PPI
VPS4B,CHMP5,PPI
C20orf24,HACD3,PPI
EEF1A1,NREP,PPI
DLST,DLG5,PPI
RBM8,UPF3A,PPI
EEF1A1,EXOSC4,PPI
RNF10,EEF1A1,PPI
MUC1,CEBPB,PPI
TGFBR1,DLG5,PPI
YWHAQ,EML3,PPI
KIF1B,EEF1A1,PPI
FAM50B,GFAP,PPI
PRKAA1,HOMEZ,PPI
LDOC1,FAM107A,PPI
PRSS23,NIPBL,PPI
KCNIP4,KCNIP2,PPI
MPP5,PATJ,PPI
EEF1A1,KCNE3,PPI
EEF1A1,TFAP2C,PPI
CORO1A,UBE2G2,PPI
UBE2G2,AUP1,PPI
UBE2G2,MALT1,PPI
MGRN1,UBE2G2,PPI
NDUFS4,UBE2G2,PPI
FARP2,UBE2G2,PPI
UBE2G2,TMEM45B,PPI
UBE2G2,POLR3F,PPI
CDC37,C12orf76,PPI
CEBPB,SMARCA2,PPI
FGF1,FGFR3,PPI
UBE2B,UBR1,PPI
AES,PRKAA1,PPI
MXI1,MAX,PPI
EEF1A1,SDHAF2,PPI
