"SrNo","V1","V2"
120942,"P22681","P60604"
121393,"Q9NY99","Q9Y4J8"
121561,"O15344","P78318"
121562,"O15344","Q9NPA3"
121600,"Q969N2","Q9H1J1"
121675,"A0A024RBE9","P05230"
121776,"P54274","Q8TDM6"
122231,"P68104","Q99972"
122232,"P23381","P68104"
122234,"P68104","Q9NP81"
122381,"P15927","P68104"
122638,"P68104","Q15796"
122679,"P68104","Q9H2G4"
122683,"P68104","Q8IVG9"
122684,"O15169","P68104"
122685,"P68104","Q9HAV4"
122788,"P49810","Q9UQB3"
122789,"P49810","Q6PIL6"
123008,"P14868","P68104"
123055,"P32121","Q8TAQ2"
123056,"O75381","Q8TAQ2"
123057,"P51513","Q8TAQ2"
123058,"O43295","Q8TAQ2"
123059,"Q8TAQ2","Q92561"
123135,"Q96NW7","Q9UQB3"
123447,"P17676","P49716"
123448,"A0A024RDV3","P17676"
123449,"A0N0R1","P17676"
123451,"P17676","P49715"
123458,"P00533","P17676"
123459,"P17676","P35638"
123469,"P17676","P53567"
123473,"P17676","P84022"
123474,"A0A024R1A7","P17676"
123476,"P17676","Q92922"
123477,"P17676","Q12824"
123479,"P17676","Q9ULK4"
123480,"P17676","P51532"
123481,"O75582","P17676"
123482,"A6NHH0","P17676"
123840,"P04233","Q31604"
124047,"P17676","P28482"
124133,"O95084","Q6KC79"
124140,"P05230","P11362"
124212,"P05230","P38646"
124213,"P17676","Q15418"
124214,"P08047","P17676"
124215,"P17676","Q12778"
124216,"P17676","Q9NSC5"
124217,"O43427","P05230"
124218,"P10242","P17676"
124219,"P17676","Q04206"
124221,"P17676","P61978"
124223,"P05230","Q14512"
124225,"B4DQB3","P17676"
124641,"P54253","Q8TAQ2"
124642,"Q15811","Q8TAQ2"
124643,"Q01201","Q8TAQ2"
124644,"Q8TAQ2","Q9UIG0"
124645,"P19387","Q8TAQ2"
124917,"P17676","Q09472"
124944,"P49716","Q09472"
125521,"B4DGU4","Q8TDM6"
126022,"P12644","Q13253"
126075,"O60333","P68104"
126470,"Q13424","Q9Y4J8"
126471,"P46939","Q9Y4J8"
126472,"Q13884","Q9Y4J8"
126476,"A0A075B7B1","Q9Y4J8"
126489,"Q14500","Q9Y4J8"
126687,"P05230","Q99584"
127376,"P63146","Q8IWV8"
127697,"O95477","Q8TDM6"
127893,"Q13131","Q15785"
128025,"P04233","P28068"
128119,"Q6ZVK8","Q9H446"
128741,"A0A024R518","P81877"
129461,"Q01844","Q9C0D9"
129474,"Q01844","Q8WUY3"
129564,"P14136","Q7LDD5"
129833,"P01034","P0C0L4"
129884,"O95639","Q9BXP2"
129906,"P17676","Q00613"
130133,"Q9H0Q3","Q9NVX0"
130339,"P68104","Q8N961"
130506,"Q7LBR1","Q9NZZ3"
130526,"P17676","Q13950"
130898,"A0A024RBN1","Q13131"
131215,"A0A024R5E3","P14136"
131254,"P17676","P18146"
131301,"P04233","P16070"
131332,"P17676","Q7LDD5"
131383,"P17947","P49716"
131405,"M9VUD0","Q13253"
131407,"P17676","P17947"
131497,"P49716","P53567"
131745,"P32121","Q12967"
131746,"P01112","Q12967"
131747,"A8KAH9","Q12967"
131748,"P55196","Q12967"
131749,"P10114","Q12967"
131750,"P61225","Q12967"
131752,"P49407","Q12967"
131754,"P27361","Q12967"
131755,"O15530","Q12967"
131756,"P35240","Q12967"
131776,"P35080","P68104"
131857,"P14136","Q9UGJ1"
132465,"O95990","Q9BQ66"
132508,"P17676","Q13263"
132552,"P68104","Q9UN74"
132761,"P19387","P68104"
132793,"P68104","Q9H0D6"
132830,"A0A024R276","P04233"
132958,"P0C0L4","Q9P296"
132998,"Q05481","Q9NZZ3"
133015,"P05230","P68400"
133201,"O60825","Q13131"
133211,"A0A024R496","Q13131"
133264,"Q9H446","Q9Y295"
133484,"Q86UL8","Q9UQB3"
133590,"P63146","Q9NS91"
133643,"P05230","P15880"
133654,"A0A024RCX5","Q00526"
133667,"Q00526","Q16667"
133668,"P24864","Q00526"
133675,"P46527","Q00526"
133685,"O96020","Q00526"
133707,"P17676","Q14978"
133768,"Q96RT1","Q9UQB3"
133769,"P12830","Q9UQB3"
133775,"A0A024R8E2","Q9UQB3"
133776,"P49768","Q9UQB3"
133806,"P27105","P78348"
133807,"P27105","Q16515"
133813,"O95425","P27105"
133814,"A0A090N7X8","P27105"
133842,"P68104","Q15583"
133907,"P07988","P09668"
133970,"P17676","P42229"
134205,"P60709","P68104"
134283,"A4D0V9","Q6PIL6"
134333,"P68133","Q9Y4J8"
134461,"A0A024R4I5","P17676"
134772,"P17028","P68104"
134805,"P04233","P15813"
134938,"P02818","P09668"
134994,"O95639","Q6UN15"
134998,"P04233","Q5SU54"
134999,"P04233","P20036"
135000,"I4EC15","P04233"
135137,"O95257","P68104"
135234,"P12931","P14136"
135450,"N0E4C7","P05230"
135614,"P50539","Q9UQE7"
135615,"A0A024R682","P50539"
135616,"P50539","Q96ST3"
135617,"O75182","P50539"
135691,"P63146","Q9Y3C7"
135749,"P81877","Q01844"
135763,"Q01844","Q14576"
135798,"L7RRS6","Q13131"
135830,"A0A024QZJ8","P14136"
135833,"P04271","P14136"
135835,"P14136","P17612"
135837,"O00151","P14136"
135838,"P14136","Q96HA1"
135839,"A0A087X0F7","P14136"
135841,"P14136","Q6ZU52"
136200,"P68104","Q9NRR5"
136250,"P57727","P68104"
136338,"P68104","Q5JQI0"
136591,"A0A024R5G1","O95990"
136616,"Q13131","Q9UKT9"
136707,"B0LPE5","P14136"
136718,"B0LPE5","O75122"
136733,"O95990","P19012"
136769,"P29590","P81877"
136772,"P81877","Q13526"
136777,"O60784","P81877"
137259,"Q13131","Q8NBZ0"
137751,"O75122","Q99996"
137906,"P01111","P68104"
138077,"O95073","Q13131"
138226,"P68104","Q14761"
138296,"Q9BRX2","Q9P035"
139112,"A0A024R6W2","Q9UQB3"
139270,"P68104","Q99558"
139299,"Q14526","Q9NQB0"
139324,"P34810","Q12967"
139351,"P01112","Q12967"
139422,"G4XH65","Q9BY76"
139423,"O14965","Q9BY76"
139424,"Q14790","Q9BY76"
139629,"A0A024RBU0","Q13131"
139793,"A8K571","Q13253"
139870,"P14136","Q15796"
140056,"O94967","O95990"
140127,"O94972","O95990"
140128,"A0A024R7H3","O95990"
140134,"P17252","Q8NI35"
140247,"O95292","Q9P035"
140400,"A0A024QZ47","Q9NZZ3"
140420,"P61981","Q32P44"
140706,"Q9P035","Q9UKC9"
140760,"P04183","P68104"
140927,"O60729","P23508"
141063,"Q13131","Q15654"
141118,"P62136","Q7Z5Y7"
141212,"Q12967","Q92963"
141269,"P05556","Q9BY76"
141721,"A0A024R8A6","Q9P035"
141730,"Q9HC24","Q9P035"
141731,"Q13530","Q9P035"
141751,"Q9P035","Q9P0L0"
141870,"O95990","P81605"
141961,"P50539","Q53RC5"
142201,"A0A024RB87","Q12967"
142264,"L7RXH5","Q12967"
142640,"P54274","Q8TDM6"
142809,"P60604","Q9UKV5"
142822,"Q14318","Q9P035"
143637,"Q5VTD9","Q9Y4J8"
144001,"Q01629","Q96EY7"
144043,"O43741","Q13131"
144049,"E9KL36","Q9UQB3"
144470,"P50539","Q7Z3S9"
144471,"P50539","Q13137"
144534,"A0A024R8A6","Q32P44"
144545,"A0A024R5S4","Q9NZZ3"
144813,"O60729","Q8IXJ6"
144857,"A0A024R274","O60729"
144858,"O60729","Q15831"
144859,"O43683","O60729"
144860,"O60729","Q8N726"
144884,"P60604","Q8NE01"
145019,"A0A024R1N4","Q9NQB0"
145321,"P68104","Q8IUH5"
145517,"P12004","P68104"
145965,"P14136","Q13490"
146045,"P08670","P14136"
146484,"P68104","Q15486"
146578,"P24522","P68104"
146668,"O95990","P08670"
146988,"O14627","Q13131"
147036,"P68104","Q8TBK6"
147326,"P68104","Q9UGL9"
147606,"O95084","Q8NB37"
147618,"P68104","Q96RK4"
147638,"P14136","Q9NR12"
147639,"O75791","P14136"
147640,"P14136","Q5T2W1"
147713,"P57727","P68104"
147746,"P14136","P35398"
147748,"P14136","P25791"
147749,"P14136","Q8IYR0"
147750,"P14136","Q53FD0"
147758,"P14136","Q96HL8"
148159,"E9KL36","P68104"
148239,"A8K401","Q9H9S3"
148252,"P68104","Q16829"
148972,"P68104","Q15013"
149072,"P60604","Q9NTX7"
149140,"Q13131","Q93062"
149619,"P22455","Q9BY76"
149735,"O95639","P27448"
149960,"Q01629","Q9H1J1"
149970,"Q969N2","Q9H1J1"
150116,"P42858","Q9H1J1"
150169,"A0A024R0L6","P68104"
150170,"A0A024R8D8","P68104"
150171,"P68104","Q00887"
150172,"A2VCK8","P68104"
150173,"P68104","Q13625"
150174,"P68104","Q9HCU9"
150175,"P68104","P78560"
150176,"P68104","Q6IAA8"
150178,"P55774","P68104"
150181,"A2RU94","P68104"
150182,"P54727","P68104"
150183,"A0A024R7G8","P68104"
150187,"P68104","Q8NFJ9"
150188,"P68104","Q9BXC9"
150191,"P10114","P68104"
150192,"A0A024QZF2","P68104"
150193,"P68104","Q01534"
150198,"P68104","Q92832"
150199,"P49841","P68104"
150200,"L7RSL8","P68104"
150201,"P68104","Q6IN84"
150288,"P68104","Q9NR28"
150407,"P58340","Q15293"
150500,"L7RT22","Q9BY76"
150677,"O95990","Q13137"
150791,"P46939","Q9Y4J8"
150792,"A0A024RCH3","Q9Y4J8"
150877,"O75478","O95990"
150985,"P68104","Q14061"
150988,"Q8WUY3","Q96D15"
151120,"O15061","Q9Y4J8"
151132,"Q9UKG1","Q9Y4J8"
151135,"P11532","Q9Y4J8"
151350,"P50539","P61244"
151404,"Q14576","Q9BQ95"
151756,"O75923","P68104"
151917,"A0A0A6YY93","P68104"
152203,"Q13131","Q96JM7"
152479,"P13994","P68104"
152504,"A0A0A6YY93","P0C0L4"
152733,"Q8WV92","Q9NZZ3"
152917,"Q16643","Q6KC79"
152993,"A0A024RD80","Q00526"
153009,"Q00526","Q16667"
153010,"A0A024R9B0","Q00526"
153201,"P68104","Q16513"
153252,"P05230","Q96SB4"
153333,"Q969Z0","Q9NYA4"
153373,"P01137","Q9BY76"
153391,"Q969H0","Q9BY76"
153392,"Q9BY76","Q9HCU9"
153395,"A0A024R1J8","Q8NI35"
153713,"A0A024RC34","P68104"
153746,"A0A024RD87","Q14576"
153982,"Q96FV3","Q9P035"
154043,"P61981","Q6UUV7"
154056,"Q13131","Q6NT76"
154100,"P68104","Q15796"
154137,"Q13131","Q8IXK0"
154205,"Q15796","Q9NYA4"
154310,"P20333","Q9P035"
154340,"O75365","Q9P035"
154348,"Q9P035","Q9Y2A0"
154660,"Q00534","Q6KC79"
155051,"P63146","Q5T4S7"
155385,"P60604","Q9Y4E8"
155483,"P07737","Q8TDM6"
156046,"O95630","Q9NZZ3"
156119,"P60604","Q2TAA5"
156155,"P68104","Q96RG2"
156207,"P60604","Q96PX1"
156480,"A0A024R7B7","Q13131"
156806,"Q13131","Q8IZP0"
156807,"P16870","Q13131"
156895,"A0A024RD80","Q13131"
156915,"A0A024RBU4","Q13131"
156916,"Q13131","Q5T124"
156998,"O95990","Q5S007"
157088,"P25445","P68104"
157554,"A0A024R8H5","O95990"
157657,"P42575","P68104"
157776,"P42568","P68104"
158102,"O95990","Q15834"
158202,"O43261","P68104"
158281,"P60604","Q8N4G2"
158287,"P15941","P17676"
158397,"Q6RW13","Q9ULP0"
158661,"A0A024R8W0","Q9H1J1"
158776,"P56282","P68104"
158972,"A0A024RD15","P68104"
159259,"O60729","Q9UHC1"
159374,"P04233","P61073"
159569,"P37840","P68104"
159704,"O75122","Q15691"
159851,"O95990","Q9Y4E8"
159866,"O14503","Q13131"
160058,"O95990","P27824"
160089,"P68104","Q9BX70"
160198,"P55198","P60604"
160246,"A8KAF9","Q8WU10"
160274,"P17020","P68104"
160305,"P01909","P04233"
160357,"O95376","P68104"
160845,"A0A024RCX5","P68104"
161139,"A0A024R688","P68104"
161150,"O00231","P68104"
161275,"O95990","Q6NUQ1"
161436,"Q6PIL6","Q96EK7"
161553,"P49841","Q9H1J1"
161646,"P68104","Q92561"
161668,"P17676","Q96RU8"
162045,"O14717","P68104"
162047,"D3DQW7","Q8TDM6"
162371,"P62310","P68104"
162382,"P68104","Q96IZ7"
162406,"A0A024R9Y7","P68104"
162409,"P68104","Q15811"
162410,"P68104","Q16363"
162411,"O43504","P68104"
162412,"A0A024R274","P68104"
162413,"P68104","Q8TF21"
162414,"O00303","P68104"
162415,"P68104","Q93045"
162416,"A0A024R608","P68104"
162417,"P68104","Q03405"
162418,"O15169","P68104"
162419,"P33552","P68104"
162420,"A0A024RAE8","P68104"
162429,"C8C060","Q13253"
162661,"A0A024R3C6","P68104"
162728,"P05230","P22455"
163120,"P01023","Q14576"
163158,"P54253","Q15293"
163292,"P17096","P17676"
163299,"K7PPA8","P17676"
163651,"P60763","Q9H446"
163710,"P68104","Q53ZR5"
163756,"O95990","Q9UJV3"
163820,"P14136","Q07092"
163826,"G4XH65","P17676"
163860,"Q6NSI8","Q96SB4"
163990,"K7PML8","Q9BY76"
164062,"P61604","P68104"
164156,"A0A024R1W6","P68104"
164387,"Q13131","Q9HAT0"
164550,"P45973","Q6KC79"
164686,"O60729","P24385"
164754,"A0A024QZT4","P68104"
164755,"P43307","P68104"
165101,"Q9H446","Q9Y295"
165433,"O95990","Q9BRK4"
165513,"O75382","P60604"
165516,"P60604","Q9BY78"
165517,"P60604","Q8WZ73"
165518,"P60604","Q6PIA0"
165519,"P60604","Q8WWF5"
165520,"P60604","Q96BQ3"
165532,"D9YZV0","P60604"
165545,"Q13451","Q8N812"
165790,"A0A024R274","P17676"
166096,"P15976","Q13131"
166120,"P49770","Q96LT7"
166208,"P05230","P11362"
166403,"O43252","P68104"
166561,"A5JSJ9","Q8NI35"
167057,"Q13131","Q9NYB9"
167280,"A0A024R8W0","Q9H1J1"
167609,"P63167","P68104"
167655,"A0A024R2C5","Q9NZZ3"
167721,"Q9BUV8","Q9P035"
167790,"P68104","Q16612"
168450,"A0A024R6C9","Q8TDM6"
168606,"A0A023T787","Q9H1J1"
168745,"P68104","Q9NPD3"
168757,"A0A024RBP0","P68104"
168784,"P15941","P17676"
168816,"P36897","Q8TDM6"
169060,"P27348","Q32P44"
169115,"O60333","P68104"
169157,"A0A024QZY3","P14136"
169222,"Q13131","Q8IX15"
169225,"O95751","O95990"
169264,"O95084","Q6KC79"
170508,"Q6PIL6","Q9NS61"
170583,"Q8N3R9","Q8NI35"
170635,"P68104","Q9Y6H6"
170657,"P68104","Q92754"
170736,"A0A024R611","P60604"
170737,"P60604","Q9Y679"
170738,"P60604","Q9UDY8"
170780,"O60291","P60604"
170979,"O43181","P60604"
170987,"O94887","P60604"
170996,"P60604","Q96B21"
170997,"P60604","Q9H1D9"
171077,"A0A024R7B7","Q8N812"
171360,"P17676","P51531"
171644,"P05230","P22607"
171658,"P63146","Q8IWV7"
171904,"Q08117","Q13131"
171971,"P50539","P61244"
171997,"P68104","Q9NX18"
