SUID,ALSOD,AverageShortestPathLength,BetweennessCentrality,Cell.type,Cell.type.x,Cell.type.y,ClosenessCentrality,ClusteringCoefficient,DEG,Degree,Eccentricity,IsSingleNode,Matching.Attribute,Matching.Attribute.1,name,NeighborhoodConnectivity,NumberOfDirectedEdges,NumberOfUndirectedEdges,OG_Gene,PartnerOfMultiEdgedNodePairs,Radiality,selected,SelfLoops,shared name,Stress,TopologicalCoefficient
94323,FALSE,2.97467642,0.04801599,NA,,,0.33617102,9.18E-04,TRUE,146,5,FALSE,,MAP3K7,MAP3K7,4.31451613,146,0,FALSE,19,0.80253236,FALSE,0,MAP3K7,7311928,0.01425752
94324,FALSE,3.2228475,2.05E-04,NA,,,0.31028462,0,TRUE,2,7,FALSE,,ANKRD10,ANKRD10,81,2,0,FALSE,0,0.77771525,FALSE,0,ANKRD10,30204,0.50314465
94325,FALSE,4.05458638,0,NA,,,0.24663428,0,FALSE,1,6,FALSE,,MAPKBP1,MAPKBP1,53,1,0,FALSE,0,0.69454136,FALSE,0,MAPKBP1,0,0
94326,FALSE,3.06330895,0.00731548,NA,,,0.32644438,0.00384615,TRUE,43,5,FALSE,,BCLAF1,BCLAF1,12.325,43,0,FALSE,3,0.79366911,FALSE,0,BCLAF1,2112004,0.057125
94327,FALSE,3.20033765,0.00442264,NA,,,0.31246703,0,TRUE,20,7,FALSE,,STX16,STX16,16.54545455,20,0,FALSE,8,0.77996624,FALSE,0,STX16,384358,0.09655562
94328,FALSE,3.22341024,0,NA,,,0.31023045,0,TRUE,1,7,FALSE,,NBPF1,NBPF1,160,1,0,FALSE,0,0.77765898,FALSE,0,NBPF1,0,0
94329,FALSE,3.13111986,0.00852305,NA,,,0.31937455,0,TRUE,34,7,FALSE,,PRPSAP1,PRPSAP1,10.125,34,0,FALSE,9,0.78688801,FALSE,0,PRPSAP1,906056,0.05431548
94330,FALSE,4.13083849,0,NA,,,0.2420816,0,FALSE,1,8,FALSE,,UBLCP1,UBLCP1,24,1,0,FALSE,0,0.68691615,FALSE,0,UBLCP1,0,0
94331,FALSE,4.12014631,0,NA,,,0.24270983,0,FALSE,1,8,FALSE,,EBNA1BP2,EBNA1BP2,23,1,0,FALSE,0,0.68798537,FALSE,0,EBNA1BP2,0,0
94332,FALSE,3.12042769,0.00398142,NA,,,0.32046889,0,TRUE,23,7,FALSE,,ADNP,ADNP,14.04347826,23,0,FALSE,0,0.78795723,FALSE,0,ADNP,829038,0.07718034
94333,FALSE,3.71806415,0.001952,NA,,,0.26895717,0,FALSE,8,6,FALSE,,SAP18,SAP18,50,8,0,FALSE,1,0.72819358,FALSE,0,SAP18,636300,0.17437722
94334,FALSE,3.98452448,3.10E-05,NA,,,0.25097098,0,FALSE,4,6,FALSE,,EMD,EMD,29,4,0,FALSE,1,0.70154755,FALSE,0,EMD,9178,0.36363636
94335,FALSE,3.84946539,3.54E-04,NA,,,0.25977633,0,FALSE,7,6,FALSE,,HIST3H3,HIST3H3,32.42857143,7,0,FALSE,0,0.71505346,FALSE,0,HIST3H3,59890,0.16034985
94336,FALSE,3.66094541,6.73E-04,NA,,,0.27315349,0,FALSE,10,6,FALSE,,EED,EED,45.22222222,10,0,FALSE,1,0.73390546,FALSE,0,EED,191320,0.13862766
94337,FALSE,3.91249297,0,NA,,,0.25559151,0,FALSE,1,6,FALSE,,POLR2I,POLR2I,58,1,0,FALSE,0,0.7087507,FALSE,0,POLR2I,0,0
94338,FALSE,2.91277434,0.01755998,NA,,,0.3433153,0.0030248,TRUE,62,5,FALSE,,CPSF6,CPSF6,13.32758621,62,0,FALSE,3,0.80872257,FALSE,0,CPSF6,2375966,0.0232244
94339,FALSE,3.2186269,7.72E-04,NA,,,0.31069149,0,TRUE,5,7,FALSE,,CEP170B,CEP170B,37.8,5,0,FALSE,0,0.77813731,FALSE,0,CEP170B,76940,0.23
94340,FALSE,3.05008441,0.01166434,NA,,,0.32785978,0,TRUE,41,7,FALSE,,RCN2,RCN2,8.6,41,0,FALSE,1,0.79499156,FALSE,0,RCN2,1911158,0.04342857
94341,FALSE,3.37225661,0.01056146,NA,,,0.29653734,0,FALSE,16,6,FALSE,,YWHAE,YWHAE,65.26666667,16,0,FALSE,1,0.76277434,FALSE,0,YWHAE,2577774,0.07846968
94342,FALSE,3.9895892,3.27E-05,NA,,,0.25065237,0,FALSE,2,8,FALSE,,ASB17,ASB17,50,2,0,FALSE,0,0.70104108,FALSE,0,ASB17,15190,0.52688172
94343,FALSE,3.22341024,0,NA,,,0.31023045,0,TRUE,1,7,FALSE,,ZNF573,ZNF573,160,1,0,FALSE,0,0.77765898,FALSE,0,ZNF573,0,0
94344,FALSE,3.8598762,2.79E-04,NA,,,0.25907567,0,FALSE,3,6,FALSE,,MAP3K5,MAP3K5,81.66666667,3,0,FALSE,0,0.71401238,FALSE,0,MAP3K5,68804,0.36011905
94345,FALSE,3.09003939,0.01707004,NA,,,0.32362047,0,TRUE,55,7,FALSE,,TXN2,TXN2,5.6,55,0,FALSE,5,0.79099606,FALSE,0,TXN2,2186618,0.02754491
94346,FALSE,3.13027575,0.00704856,NA,,,0.31946067,0,TRUE,24,5,FALSE,,CDK12,CDK12,12.26086957,24,0,FALSE,1,0.78697243,FALSE,0,CDK12,963984,0.06509173
94347,FALSE,3.57540799,5.29E-04,NA,,,0.27968836,0,FALSE,3,6,FALSE,,DNTT,DNTT,226,3,0,FALSE,1,0.7424592,FALSE,0,DNTT,128296,0.51020408
94348,FALSE,4.07118739,0,NA,,,0.24562859,1,FALSE,2,8,FALSE,,CTDP1,CTDP1,54,2,0,FALSE,0,0.69288126,FALSE,0,CTDP1,0,0.65853659
94349,FALSE,3.34383793,0.01269928,NA,,,0.29905756,0.01814224,TRUE,61,7,FALSE,,MED8,MED8,4.75471698,61,0,FALSE,8,0.76561621,FALSE,0,MED8,1277542,0.03121532
94350,FALSE,4.14575127,0,NA,,,0.2412108,0,FALSE,1,8,FALSE,,GTPBP4,GTPBP4,10,1,0,FALSE,0,0.68542487,FALSE,0,GTPBP4,0,0
94351,FALSE,3.14603264,0.00313942,NA,,,0.31786066,0,TRUE,10,7,FALSE,,IFRD1,IFRD1,21,10,0,FALSE,0,0.78539674,FALSE,0,IFRD1,176476,0.11111111
94352,FALSE,3.14518852,0.00247815,NA,,,0.31794597,0,TRUE,18,5,FALSE,,JMJD1C,JMJD1C,13.5,18,0,FALSE,2,0.78548115,FALSE,0,JMJD1C,463780,0.0748503
94353,FALSE,3.71947102,1.05E-04,NA,,,0.26885544,0,FALSE,2,7,FALSE,,CSDE1,CSDE1,144,2,0,FALSE,0,0.7280529,FALSE,0,CSDE1,16342,0.5088968
94354,FALSE,3.13927968,0.0100555,NA,,,0.31854441,0,TRUE,35,7,FALSE,,PLOD2,PLOD2,7.51428571,35,0,FALSE,0,0.78607203,FALSE,0,PLOD2,1293238,0.0390077
94355,FALSE,3.1893641,3.87E-04,NA,,,0.31354213,0,TRUE,5,7,FALSE,,ZCCHC6,ZCCHC6,43.8,5,0,FALSE,0,0.78106359,FALSE,0,ZCCHC6,213338,0.26097561
94356,FALSE,3.07400113,0.00972501,NA,,,0.32530892,0.00713012,TRUE,36,5,FALSE,,SMNDC1,SMNDC1,10.44117647,36,0,FALSE,2,0.79259989,FALSE,0,SMNDC1,746438,0.03645717
94357,FALSE,3.04051773,0.02302673,NA,,,0.32889136,0,TRUE,82,7,FALSE,,FLNC,FLNC,5.94117647,82,0,FALSE,14,0.79594823,FALSE,0,FLNC,3881498,0.02807487
94358,FALSE,3.80500844,7.77E-05,NA,,,0.26281151,0,FALSE,5,6,FALSE,,TCEA2,TCEA2,45.66666667,5,0,FALSE,1,0.71949916,FALSE,0,TCEA2,18410,0.35449735
94359,FALSE,3.00956669,0.00572431,Microglia,,,0.33227375,0,TRUE,16,7,FALSE,,KCTD12,KCTD12,29,16,0,FALSE,0,0.79904333,FALSE,0,KCTD12,576854,0.06845966
94360,FALSE,3.88463703,8.49E-06,NA,,,0.25742431,0,FALSE,5,6,FALSE,,WWP2,WWP2,44,5,0,FALSE,2,0.7115363,FALSE,0,WWP2,3086,0.5308642
94361,FALSE,3.92346652,0,NA,,,0.25487665,0,FALSE,1,8,FALSE,,EIF4B,EIF4B,186,1,0,FALSE,0,0.70765335,FALSE,0,EIF4B,0,0
94362,FALSE,2.92374789,0.08181909,NA,,,0.34202675,4.07E-04,TRUE,188,7,FALSE,,POT1,POT1,3.02688172,188,0,FALSE,2,0.80762521,FALSE,0,POT1,9095116,0.00985663
94363,FALSE,3.91249297,0,NA,,,0.25559151,0,FALSE,1,6,FALSE,,CSTF2,CSTF2,58,1,0,FALSE,0,0.7087507,FALSE,0,CSTF2,0,0
94364,FALSE,3.86888014,2.60E-05,NA,,,0.25847273,0,FALSE,3,6,FALSE,,SAFB,SAFB,28,3,0,FALSE,0,0.71311199,FALSE,0,SAFB,4652,0.34177215
94365,FALSE,3.05261677,0.02406424,NA,,,0.3275878,0,TRUE,80,7,FALSE,,NDEL1,NDEL1,5.36507937,80,0,FALSE,16,0.79473832,FALSE,0,NDEL1,3026442,0.02567694
94366,FALSE,3.07118739,7.92E-04,NA,,,0.32560696,0.1,TRUE,6,6,FALSE,,ARMC1,ARMC1,51.4,6,0,FALSE,1,0.79288126,FALSE,0,ARMC1,133374,0.22477876
94367,FALSE,3.22341024,0,Neurons,,,0.31023045,0,TRUE,1,7,FALSE,,LPCAT4,LPCAT4,160,1,0,FALSE,0,0.77765898,FALSE,0,LPCAT4,0,0
94368,FALSE,4.00759707,6.20E-04,NA,,,0.24952608,0,FALSE,4,6,FALSE,,TSNAX,TSNAX,27.75,4,0,FALSE,0,0.69924029,FALSE,0,TSNAX,138144,0.2547619
94369,FALSE,3.07934721,0.00814354,Astrocytes,,,0.32474415,0,TRUE,29,7,FALSE,,ITGA6,ITGA6,11.31818182,29,0,FALSE,6,0.79206528,FALSE,0,ITGA6,975886,0.05964267
94370,FALSE,3.03967361,0.01243877,Neurons,,,0.32898269,0,TRUE,55,7,FALSE,,UCHL1,UCHL1,7.79245283,55,0,FALSE,2,0.79603264,FALSE,0,UCHL1,2854010,0.03815985
94371,FALSE,5.46567248,0,NA,,,0.1829601,0,FALSE,1,8,FALSE,,PDGFB,PDGFB,18,1,0,FALSE,0,0.55343275,FALSE,0,PDGFB,0,0
94372,FALSE,4.46595385,0.00793665,NA,,,0.22391633,0,TRUE,19,7,FALSE,,SPARC,SPARC,1.72222222,19,0,FALSE,1,0.65340461,FALSE,0,SPARC,2099202,0.06018519
94373,FALSE,3.72650535,0.0013771,NA,,,0.26834793,0,FALSE,4,6,FALSE,,ZNF417,ZNF417,102.5,4,0,FALSE,0,0.72734947,FALSE,0,ZNF417,184892,0.25761421
94374,FALSE,3.2228475,4.25E-05,NA,,,0.31028462,0,TRUE,2,7,FALSE,,TSPYL5,TSPYL5,83,2,0,FALSE,0,0.77771525,FALSE,0,TSPYL5,10126,0.51572327
94375,FALSE,3.1736072,0.00149275,NA,,,0.31509886,0.03571429,TRUE,10,7,FALSE,,MON2,MON2,29.5,10,0,FALSE,2,0.78263928,FALSE,0,MON2,173144,0.14162562
94376,FALSE,3.12296005,0.00539402,NA,,,0.32020903,0,TRUE,32,5,FALSE,,DIDO1,DIDO1,12.4,32,0,FALSE,2,0.787704,FALSE,0,DIDO1,1170466,0.06627907
94377,FALSE,4.01209904,0,NA,,,0.24924609,0,FALSE,1,8,FALSE,,KCNIP3,KCNIP3,56,1,0,FALSE,0,0.6987901,FALSE,0,KCNIP3,0,0
94378,FALSE,3.70230726,0.00172426,NA,,,0.27010184,0,FALSE,9,6,FALSE,,NOTCH1,NOTCH1,57.42857143,9,0,FALSE,1,0.72976927,FALSE,0,NOTCH1,159036,0.15333851
94379,FALSE,4.08750703,0,NA,,,0.2446479,0,FALSE,1,8,FALSE,,WASHC4,WASHC4,41,1,0,FALSE,0,0.6912493,FALSE,0,WASHC4,0,0
94380,FALSE,4.08750703,0,Oligodendrocytes,,,0.2446479,0,FALSE,2,8,FALSE,,FAM124A,FAM124A,41,2,0,FALSE,1,0.6912493,FALSE,0,FAM124A,0,0
94381,FALSE,3.10664041,0.0045108,NA,,,0.32189113,0,TRUE,32,5,FALSE,,U2SURP,U2SURP,13.33333333,32,0,FALSE,2,0.78933596,FALSE,0,U2SURP,1143146,0.07088123
94382,FALSE,3.88604389,1.21E-04,NA,,,0.25733111,0.1,FALSE,5,6,FALSE,,SF3A2,SF3A2,31.8,5,0,FALSE,0,0.71139561,FALSE,0,SF3A2,14974,0.24375
94383,TRUE,3.6882386,5.22E-04,NA,,,0.27113213,0.04761905,FALSE,7,6,FALSE,,HNRNPA1,HNRNPA1,47.14285714,7,0,FALSE,0,0.73117614,FALSE,0,HNRNPA1,106776,0.17324094
94384,FALSE,3.87084975,1.51E-04,NA,,,0.25834121,0,FALSE,4,6,FALSE,,ITSN2,ITSN2,36.66666667,4,0,FALSE,1,0.71291503,FALSE,0,ITSN2,24374,0.33968254
94385,FALSE,3.79403489,8.17E-04,NA,,,0.26357164,0.16666667,FALSE,5,6,FALSE,,EIF3A,EIF3A,92.75,5,0,FALSE,1,0.72059651,FALSE,0,EIF3A,97506,0.2681686
94386,FALSE,3.22341024,0,NA,,,0.31023045,0,TRUE,1,7,FALSE,,TMEM38B,TMEM38B,160,1,0,FALSE,0,0.77765898,FALSE,0,TMEM38B,0,0
94387,FALSE,3.14153067,3.82E-04,NA,,,0.31831617,0.16666667,TRUE,4,7,FALSE,,WDR11,WDR11,60.25,4,0,FALSE,0,0.78584693,FALSE,0,WDR11,37254,0.25978261
94388,FALSE,4.05317952,1.79E-05,NA,,,0.24671989,0,FALSE,2,6,FALSE,,CLNS1A,CLNS1A,34.5,2,0,FALSE,0,0.69468205,FALSE,0,CLNS1A,4436,0.53174603
94389,FALSE,3.92318514,3.73E-05,NA,,,0.25489493,0,FALSE,2,6,FALSE,,USP39,USP39,48.5,2,0,FALSE,0,0.70768149,FALSE,0,USP39,6124,0.50531915
94390,FALSE,3.81148002,1.50E-04,NA,,,0.26236527,0,FALSE,4,6,FALSE,,HDAC2,HDAC2,45.5,4,0,FALSE,0,0.718852,FALSE,0,HDAC2,35766,0.28343949
94391,FALSE,4.08272369,0,NA,,,0.24493453,0,FALSE,1,8,FALSE,,BRAP,BRAP,32,1,0,FALSE,0,0.69172763,FALSE,0,BRAP,0,0
94392,FALSE,3.18317389,6.46E-04,NA,,,0.31415186,0,TRUE,5,7,FALSE,,HEATR3,HEATR3,47.2,5,0,FALSE,0,0.78168261,FALSE,0,HEATR3,149184,0.275
94393,FALSE,3.97439505,0,NA,,,0.25161062,0,FALSE,1,6,FALSE,,DAAM1,DAAM1,124,1,0,FALSE,0,0.7025605,FALSE,0,DAAM1,0,0
94394,FALSE,2.98593134,0.00389431,Endothelial,,,0.33490388,0.02597403,TRUE,24,7,FALSE,,CALD1,CALD1,23.5,24,0,FALSE,2,0.80140687,FALSE,0,CALD1,833064,0.06150453
94395,FALSE,4.05936972,1.67E-05,NA,,,0.24634366,0,FALSE,2,8,FALSE,,KBTBD7,KBTBD7,41,2,0,FALSE,0,0.69406303,FALSE,0,KBTBD7,3650,0.50632911
94396,FALSE,3.18880135,0.0019685,NA,,,0.31359746,0,TRUE,11,7,FALSE,,NSMAF,NSMAF,17.54545455,11,0,FALSE,0,0.78111986,FALSE,0,NSMAF,261348,0.1027668
94397,FALSE,3.87675858,8.86E-05,NA,,,0.25794745,0,FALSE,2,6,FALSE,,MAP3K11,MAP3K11,53.5,2,0,FALSE,0,0.71232414,FALSE,0,MAP3K11,11834,0.50480769
94398,FALSE,4.02335397,3.22E-05,NA,,,0.24854885,0,FALSE,4,6,FALSE,,TCF3,TCF3,42.5,4,0,FALSE,2,0.6976646,FALSE,0,TCF3,6382,0.52531646
94399,FALSE,3.07484524,0.00802157,NA,,,0.32521962,0,TRUE,35,5,FALSE,,ZCCHC8,ZCCHC8,10.61764706,35,0,FALSE,1,0.79251548,FALSE,0,ZCCHC8,1583580,0.05559334
94400,FALSE,3.22228475,6.40E-04,Oligodendrocytes,,,0.31033881,0,TRUE,3,7,FALSE,,GOLGA7,GOLGA7,54.33333333,3,0,FALSE,0,0.77777153,FALSE,0,GOLGA7,41784,0.33542977
94401,FALSE,3.92346652,0,NA,,,0.25487665,0,FALSE,1,8,FALSE,,CKB,CKB,186,1,0,FALSE,0,0.70765335,FALSE,0,CKB,0,0
94402,FALSE,3.92093416,7.18E-04,NA,,,0.25504126,0,FALSE,4,8,FALSE,,ACTN1,ACTN1,24.5,4,0,FALSE,0,0.70790658,FALSE,0,ACTN1,124222,0.26111111
94403,FALSE,3.11423748,0.01132648,NA,,,0.32110589,0,TRUE,41,7,FALSE,,CNOT1,CNOT1,8.35294118,41,0,FALSE,6,0.78857625,FALSE,0,CNOT1,1328624,0.04376751
94404,FALSE,4.09229038,0,NA,,,0.24436194,0,FALSE,1,8,FALSE,,UCHL3,UCHL3,71,1,0,FALSE,0,0.69077096,FALSE,0,UCHL3,0,0
94405,FALSE,4.05796286,2.42E-05,NA,,,0.24642907,0,FALSE,2,6,FALSE,,VPS26A,VPS26A,59,2,0,FALSE,0,0.69420371,FALSE,0,VPS26A,8482,0.54716981
94406,FALSE,4.11001688,0,NA,,,0.243308,0,FALSE,1,8,FALSE,,SERINC1,SERINC1,25,1,0,FALSE,0,0.68899831,FALSE,0,SERINC1,0,0
94407,FALSE,3.11029826,0.00793916,NA,,,0.32151257,0,TRUE,25,7,FALSE,,SAMM50,SAMM50,9.44,25,0,FALSE,0,0.78897017,FALSE,0,SAMM50,896432,0.05115152
94408,FALSE,2.87647721,0.03056504,NA,,,0.34764746,0.00320293,TRUE,94,5,FALSE,,DDX21,DDX21,11.11702128,94,0,FALSE,0,0.81235228,FALSE,0,DDX21,5751982,0.01862183
94409,FALSE,4.05458638,0,NA,,,0.24663428,0,FALSE,1,6,FALSE,,TCF21,TCF21,53,1,0,FALSE,0,0.69454136,FALSE,0,TCF21,0,0
94410,FALSE,4.55346089,0,NA,,,0.21961317,0,FALSE,1,8,FALSE,,CEP85,CEP85,54,1,0,FALSE,0,0.64465391,FALSE,0,CEP85,0,0
94411,FALSE,4.09229038,0,NA,,,0.24436194,0,FALSE,1,8,FALSE,,DPP8,DPP8,71,1,0,FALSE,0,0.69077096,FALSE,0,DPP8,0,0
94412,FALSE,3.15953855,0.00152709,NA,,,0.31650191,0.05833333,TRUE,16,5,FALSE,,SCAF11,SCAF11,20.875,16,0,FALSE,0,0.78404615,FALSE,0,SCAF11,396360,0.09656398
94413,FALSE,3.97720878,0,NA,,,0.25143261,0,FALSE,1,6,FALSE,,ZNF750,ZNF750,85,1,0,FALSE,0,0.70227912,FALSE,0,ZNF750,0,0
94414,FALSE,2.98255487,0.0054079,NA,,,0.33528302,0.00666667,TRUE,26,7,FALSE,,OAT,OAT,23.96,26,0,FALSE,1,0.80174451,FALSE,0,OAT,1078812,0.05508353
94415,FALSE,3.87422622,1.60E-04,NA,,,0.25811606,0,FALSE,3,7,FALSE,,CCHCR1,CCHCR1,70.5,3,0,FALSE,1,0.71257738,FALSE,0,CCHCR1,17144,0.50729927
94416,FALSE,3.73382105,6.20E-05,NA,,,0.26782216,0,FALSE,2,7,FALSE,,AIFM1,AIFM1,129.5,2,0,FALSE,0,0.7266179,FALSE,0,AIFM1,2342,0.5
94417,FALSE,3.06527856,0.00936231,NA,,,0.32623462,0.03145236,TRUE,49,6,FALSE,,SRSF4,SRSF4,11.85106383,49,0,FALSE,2,0.79347214,FALSE,0,SRSF4,2234106,0.04328129
94418,FALSE,3.92684299,2.90E-04,NA,,,0.25465749,0,FALSE,5,6,FALSE,,ELOC,ELOC,37.8,5,0,FALSE,0,0.7073157,FALSE,0,ELOC,33852,0.21395349
94419,FALSE,4.09229038,0,NA,,,0.24436194,0,FALSE,1,8,FALSE,,PJA2,PJA2,71,1,0,FALSE,0,0.69077096,FALSE,0,PJA2,0,0
94420,FALSE,4.09229038,0,NA,,,0.24436194,0,FALSE,1,8,FALSE,,DCAF1,DCAF1,71,1,0,FALSE,0,0.69077096,FALSE,0,DCAF1,0,0
94421,FALSE,3.57259426,0.0013782,NA,,,0.27990864,0,FALSE,6,6,FALSE,,DDB1,DDB1,91.33333333,6,0,FALSE,0,0.74274057,FALSE,0,DDB1,329382,0.18360434
94422,FALSE,4.09229038,0,NA,,,0.24436194,0,FALSE,1,8,FALSE,,BRWD1,BRWD1,71,1,0,FALSE,0,0.69077096,FALSE,0,BRWD1,0,0
94423,FALSE,3.11029826,0.00105647,NA,,,0.32151257,0,TRUE,11,7,FALSE,,MYOF,MYOF,25.18181818,11,0,FALSE,0,0.78897017,FALSE,0,MYOF,253494,0.14393939
94424,FALSE,3.86775464,1.69E-04,NA,,,0.25854794,0,FALSE,2,6,FALSE,,ANXA4,ANXA4,121.5,2,0,FALSE,0,0.71322454,FALSE,0,ANXA4,34464,0.50630252
94425,FALSE,3.962296,0.00330892,NA,,,0.25237892,0,TRUE,12,7,FALSE,,PHKB,PHKB,4.3,12,0,FALSE,2,0.7037704,FALSE,0,PHKB,1152484,0.10645161
94426,TRUE,3.22115926,0.00121791,NA,,,0.31044724,0,TRUE,6,7,FALSE,,ITPR2,ITPR2,35,6,0,FALSE,1,0.77788407,FALSE,0,ITPR2,92588,0.21383648
94427,FALSE,3.2228475,8.76E-05,NA,,,0.31028462,0,TRUE,2,7,FALSE,,ZNF292,ZNF292,82,2,0,FALSE,0,0.77771525,FALSE,0,ZNF292,15536,0.50943396
94428,FALSE,3.16263365,0.00420081,NA,,,0.31619217,0,TRUE,20,7,FALSE,,PHYH,PHYH,14.92857143,20,0,FALSE,5,0.78373663,FALSE,0,PHYH,404358,0.08493031
94429,FALSE,4.03939223,0,NA,,,0.24756199,0,FALSE,1,8,FALSE,,ADRA2A,ADRA2A,53,1,0,FALSE,0,0.69606078,FALSE,0,ADRA2A,0,0
94430,FALSE,3.87591446,5.95E-04,NA,,,0.25800363,0,FALSE,2,8,FALSE,,CEP131,CEP131,120,2,0,FALSE,0,0.71240855,FALSE,0,CEP131,131152,0.5021097
94431,FALSE,4.55346089,0,NA,,,0.21961317,0,FALSE,1,8,FALSE,,CNTROB,CNTROB,54,1,0,FALSE,0,0.64465391,FALSE,0,CNTROB,0,0
94432,FALSE,4.55346089,0,NA,,,0.21961317,0,FALSE,1,8,FALSE,,NYNRIN,NYNRIN,54,1,0,FALSE,0,0.64465391,FALSE,0,NYNRIN,0,0
94433,FALSE,4.55346089,0,NA,,,0.21961317,0,FALSE,1,8,FALSE,,PTPN14,PTPN14,54,1,0,FALSE,0,0.64465391,FALSE,0,PTPN14,0,0
94434,FALSE,4.55346089,0,NA,,,0.21961317,0,FALSE,1,8,FALSE,,PUM1,PUM1,54,1,0,FALSE,0,0.64465391,FALSE,0,PUM1,0,0
94435,FALSE,4.55346089,0,NA,,,0.21961317,0,FALSE,1,8,FALSE,,RPL36A,RPL36A,54,1,0,FALSE,0,0.64465391,FALSE,0,RPL36A,0,0
94436,FALSE,4.55346089,0,NA,,,0.21961317,0,FALSE,1,8,FALSE,,SEC16A,SEC16A,54,1,0,FALSE,0,0.64465391,FALSE,0,SEC16A,0,0
94437,FALSE,3.94991559,1.60E-04,NA,,,0.25316997,0,FALSE,3,8,FALSE,,TNRC6B,TNRC6B,32,3,0,FALSE,0,0.70500844,FALSE,0,TNRC6B,90070,0.34444444
94438,FALSE,4.01519415,1.31E-04,NA,,,0.24905396,0,FALSE,2,8,FALSE,,CSNK1E,CSNK1E,50.5,2,0,FALSE,0,0.69848059,FALSE,0,CSNK1E,113274,0.51030928
94439,FALSE,3.0585256,0.01565654,Endothelial,,,0.32695492,0,TRUE,62,5,FALSE,,ANXA1,ANXA1,8.68421053,62,0,FALSE,5,0.79414744,FALSE,0,ANXA1,4421826,0.04222094
94440,FALSE,3.16966798,0.00269132,NA,,,0.31549046,0,TRUE,12,7,FALSE,,SMC5,SMC5,21.41666667,12,0,FALSE,0,0.7830332,FALSE,0,SMC5,351546,0.12299197
94441,FALSE,3.11845808,0.0038055,NA,,,0.3206713,0,TRUE,13,7,FALSE,,TMX1,TMX1,25.61538462,13,0,FALSE,0,0.78815419,FALSE,0,TMX1,419590,0.09219245
94442,TRUE,3.92205965,4.37E-05,NA,,,0.25496808,0,FALSE,4,8,FALSE,,BCL6,BCL6,21.33333333,4,0,FALSE,1,0.70779403,FALSE,0,BCL6,23058,0.36969697
94443,FALSE,4.08272369,0,NA,,,0.24493453,0,FALSE,1,8,FALSE,,YY1,YY1,32,1,0,FALSE,0,0.69172763,FALSE,0,YY1,0,0
94444,FALSE,4.08272369,0,NA,,,0.24493453,0,FALSE,1,8,FALSE,,YY2,YY2,32,1,0,FALSE,0,0.69172763,FALSE,0,YY2,0,0
94445,FALSE,4.08272369,0,NA,,,0.24493453,0,FALSE,1,8,FALSE,,ZIC3,ZIC3,32,1,0,FALSE,0,0.69172763,FALSE,0,ZIC3,0,0
94446,FALSE,3.0773776,0.01877945,NA,,,0.324952,0,TRUE,67,5,FALSE,,OGT,OGT,6.8,67,0,FALSE,11,0.79226224,FALSE,0,OGT,3186630,0.03333333
94447,FALSE,4.07371975,0,NA,,,0.24547589,0,FALSE,2,6,FALSE,,SF3B1,SF3B1,34,2,0,FALSE,1,0.69262802,FALSE,0,SF3B1,0,0
94448,FALSE,3.9299381,8.62E-05,NA,,,0.25445693,0,FALSE,2,6,FALSE,,RPS3,RPS3,98,2,0,FALSE,0,0.70700619,FALSE,0,RPS3,25464,0.51871658
94449,FALSE,3.08441193,0.00534405,NA,,,0.32421091,0,TRUE,20,7,FALSE,,PTPRA,PTPRA,17.07692308,20,0,FALSE,5,0.79155881,FALSE,0,PTPRA,787398,0.09239611
94450,FALSE,4.12267867,0,NA,,,0.24256074,0,FALSE,1,6,FALSE,,H2AFY,H2AFY,30,1,0,FALSE,0,0.68773213,FALSE,0,H2AFY,0,0
94451,FALSE,3.72847496,2.67E-04,NA,,,0.26820617,0,FALSE,3,7,FALSE,,HSPA4L,HSPA4L,95.66666667,3,0,FALSE,0,0.7271525,FALSE,0,HSPA4L,79062,0.34299517
94452,FALSE,3.16994935,0.0048745,NA,,,0.31546245,0,TRUE,19,7,FALSE,,TCEAL1,TCEAL1,10.89473684,19,0,FALSE,0,0.78300506,FALSE,0,TCEAL1,470296,0.06033376
94453,FALSE,4.03939223,0,NA,,,0.24756199,0,FALSE,1,8,FALSE,,PMAIP1,PMAIP1,53,1,0,FALSE,0,0.69606078,FALSE,0,PMAIP1,0,0
94454,FALSE,4.05374226,0,Neurons,,,0.24668564,1,FALSE,2,7,FALSE,,LRCH2,LRCH2,14,2,0,FALSE,0,0.69462577,FALSE,0,LRCH2,0,0.66666667
94455,FALSE,3.1266179,0.00197631,NA,,,0.31983441,0.10909091,TRUE,11,7,FALSE,,CRLF3,CRLF3,18.36363636,11,0,FALSE,0,0.78733821,FALSE,0,CRLF3,221062,0.10055866
94456,FALSE,3.11283061,0.00202538,NA,,,0.32125102,0.07272727,TRUE,12,6,FALSE,,SASH1,SASH1,28.72727273,12,0,FALSE,1,0.78871694,FALSE,0,SASH1,244934,0.09751494
94457,FALSE,4.09257175,0,NA,,,0.24434514,0,FALSE,1,7,FALSE,,PCF11,PCF11,19,1,0,FALSE,0,0.69074282,FALSE,0,PCF11,0,0
94458,FALSE,3.21412493,0.00506676,NA,,,0.31112667,0,TRUE,15,7,FALSE,,DHX29,DHX29,13.42857143,15,0,FALSE,1,0.77858751,FALSE,0,DHX29,392302,0.07767857
