"SrNo","V1","V2"
110450,"P17600","P27986"
110470,"P04626","Q14289"
110472,"A0A087X2E3","P17600"
110473,"L7RT18","P17600"
110475,"O75914","P17600"
110476,"P17600","P27361"
110480,"O43747","P08247"
110481,"A0A024R5P0","P17600"
110519,"P17600","P20936"
110525,"A0A090N7W4","P17600"
110566,"P28223","P78559"
110606,"A0A024R2H1","Q9NRL2"
110731,"O43255","P08247"
110769,"Q969V6","Q9ULH7"
110770,"A8YXX4","P28223"
110808,"A0A024R324","O14578"
110880,"P28223","P51812"
110979,"P23921","Q5T3J3"
110988,"A0A024QZJ8","Q9NXR1"
110989,"P28482","Q9NXR1"
111031,"Q14831","Q9NY65"
111105,"A0A024RDR3","Q9NRL2"
111118,"A0A024R7N0","P28347"
111166,"O43281","Q14289"
111179,"Q16181","Q9NVA2"
111204,"P05106","Q14289"
111335,"O95502","Q15818"
111440,"P28347","Q99990"
111452,"Q06124","Q14289"
111765,"B4DJ51","Q14831"
111841,"O00189","O60359"
111869,"O15031","Q9NZN5"
111999,"Q5T3J3","Q8IX03"
112197,"P56537","Q5T3J3"
112296,"P04183","Q5T3J3"
112362,"A0A024R3I5","Q14289"
112534,"P55769","Q5T3J3"
112605,"P83916","Q5T3J3"
112685,"Q5T3J3","Q9Y3A3"
112731,"A0A024RDV3","O14682"
112757,"Q96FJ2","Q9NSC5"
112780,"D1MGQ2","P14384"
112785,"O15259","Q14289"
113213,"P63208","Q969H0"
113335,"Q15796","Q9NRL2"
113457,"P00491","Q5T3J3"
113480,"O95295","P49802"
113583,"A0A024R8M0","Q14289"
113643,"Q5T3J3","Q9BWV1"
113764,"P28347","Q8N8G2"
113782,"P23258","Q9NXR1"
113783,"Q70YC4","Q9NXR1"
113826,"P23458","Q14289"
113898,"Q15560","Q96CJ1"
113944,"P21817","Q9NSC5"
113996,"Q5T3J3","Q9UGL9"
114037,"L7RSL3","Q14289"
114074,"P42679","Q14289"
114339,"P31946","P49802"
114447,"O43251","Q9P2R6"
114455,"Q5T3J3","Q9UQ90"
114540,"P12883","P28347"
114787,"Q14831","Q4V328"
114981,"P78560","Q5T3J3"
114982,"Q00887","Q5T3J3"
114983,"Q13200","Q5T3J3"
114984,"P02774","Q5T3J3"
114985,"Q5T3J3","Q9H1D9"
114986,"A0A024RAE4","Q5T3J3"
114987,"A2RU94","Q5T3J3"
114988,"Q5T3J3","Q92963"
114991,"Q5T3J3","Q9BWC9"
115048,"A0A024R0L6","Q5T3J3"
115051,"P42330","Q5T3J3"
115052,"P30519","Q5T3J3"
115053,"P15927","Q5T3J3"
115162,"P04792","Q5T3J3"
115357,"P21860","Q14289"
115391,"Q13363","Q9UKV0"
115392,"P61956","Q9UKV0"
115393,"P45973","Q9UKV0"
115415,"A0A024RDY9","O75914"
115482,"P41594","Q9NSC5"
115491,"Q59H91","Q9NSC5"
115540,"A0A024R682","P28347"
115550,"Q96ST3","Q9UKV0"
115551,"A0A024R3C6","Q9UKV0"
115561,"A0A024R0Q7","P28223"
115577,"Q969H0","Q99466"
115596,"Q14061","Q5T3J3"
115620,"P40763","Q14289"
115679,"Q16637","Q5T3J3"
115828,"P22607","Q14289"
115967,"P55199","Q96CJ1"
116029,"P21802","Q14289"
116094,"P07948","Q14289"
116365,"Q16363","Q5T3J3"
116552,"P10242","Q969H0"
116604,"B4DJ51","P17677"
116620,"P17677","Q15276"
116622,"P17677","P51178"
116665,"A0A024RAI6","P17600"
116679,"P16298","Q9UPR5"
116773,"O00303","P28223"
116820,"P26367","Q9NSC5"
116832,"O75182","Q05195"
116833,"O75182","Q9UKV0"
116837,"A0A024R3C6","O75182"
117007,"O94875","Q9P1A6"
117017,"O94875","Q14289"
117084,"P05067","Q9NSC5"
117334,"P51681","Q14289"
117593,"Q05397","Q14289"
117595,"P29353","Q14289"
117648,"P78352","Q14289"
117804,"O14578","P78352"
117805,"P78352","Q9P1A6"
117822,"Q96A23","Q9C0C9"
117965,"A0A024R3Z2","Q969V6"
118071,"P28347","Q86T74"
118112,"A0A024RB53","Q92561"
118149,"A8K761","P28223"
118225,"Q12879","Q14289"
118504,"A0A024RD91","Q14289"
118516,"O15379","Q9UKV0"
118607,"A0A024RD16","P28347"
118625,"A0A024RD16","Q969V6"
118645,"A0A024RDR0","Q5T3J3"
118692,"P06239","Q14289"
118815,"P11166","Q14289"
118888,"E9KL35","Q9Y561"
118889,"O95295","Q9Y561"
118922,"Q14289","Q9ULH1"
119098,"O14522","Q16849"
119120,"P63279","Q969V6"
119127,"P49888","Q5T3J3"
119225,"P38432","Q9H2G4"
119403,"Q13547","Q9UKV0"
119415,"O75182","Q13547"
119424,"Q96PU8","Q9NVV9"
119632,"A0A024R5R9","P49802"
119700,"O43379","Q5T3J3"
119794,"O60674","P28223"
120029,"B3VK56","Q9P1A6"
120145,"Q14289","Q92796"
120258,"P62258","Q9UPR5"
120352,"O75182","Q9H2S9"
120505,"Q92561","Q96JG8"
120509,"O14832","Q92561"
120510,"O00267","Q92561"
120573,"O43251","Q15038"
120642,"P25445","Q5T3J3"
120676,"O43251","Q93062"
120723,"A0A024R7M7","Q14289"
120730,"O15031","Q92730"
120744,"P17677","P26378"
120755,"P48995","Q14571"
120899,"Q6ZR29","Q9NSC5"
121020,"O75182","Q13422"
121116,"Q15583","Q5T3J3"
121210,"A0A024QZE7","Q14289"
121291,"P62937","Q16849"
121358,"O60711","Q14289"
121438,"Q6ZRQ5","Q969H0"
121477,"P17612","Q14571"
121503,"A0A024RD16","Q9BPY8"
121549,"Q15669","Q5T3J3"
121665,"Q02078","Q9UKV0"
121733,"O75182","Q15047"
121782,"P00533","Q14289"
122306,"P23193","Q96CJ1"
122370,"A0A024R273","Q14289"
122510,"P26378","Q12926"
122511,"P26378","Q12986"
122547,"Q5T3J3","Q9H4M7"
122643,"O14744","Q92561"
122644,"Q92561","Q96DB2"
122645,"Q92561","Q96G25"
122665,"Q13627","Q92561"
122679,"P68104","Q9H2G4"
122680,"Q5T3J3","Q9UHY1"
122719,"P08247","P63027"
122760,"P61247","Q9BV94"
122792,"Q03013","Q5T3J3"
122885,"Q14289","Q9BZ71"
123011,"P68363","Q14831"
123025,"O00451","Q99748"
123042,"Q6ZTI6","Q969H0"
123059,"Q8TAQ2","Q92561"
123150,"A0A024R940","Q5T3J3"
123582,"Q99698","Q9UBB6"
123583,"Q9C0C4","Q9UBB6"
123716,"B3VK56","Q16849"
123766,"P20226","P28347"
123796,"O14737","Q5T3J3"
123813,"Q14571","Q9UBN4"
123827,"O43150","Q14289"
124000,"P05412","Q969H0"
124019,"O60264","Q9NRL2"
124123,"P43403","Q14289"
124142,"A0A024R8H5","O15519"
124144,"O15519","P49810"
124145,"O15519","P55212"
124146,"O15519","Q13077"
124147,"O14763","O15519"
124148,"O15519","O75618"
124150,"O15519","Q8WXF8"
124183,"A0A024R688","Q5T3J3"
124216,"P17676","Q9NSC5"
124345,"L7RT18","Q14289"
124351,"P08247","P62993"
124401,"Q14289","Q8TDY2"
124407,"P28360","P49802"
124534,"P28347","Q02078"
124595,"P68366","Q14831"
124900,"P61604","Q5T3J3"
125017,"O43251","P54253"
125151,"P54259","Q9H2X0"
125219,"P04156","Q14982"
125351,"O14936","Q9H2G4"
125374,"P20366","Q8TER5"
125456,"Q14831","Q71U36"
125532,"P28347","Q06413"
125572,"P20936","Q14289"
125667,"P05026","Q5T3J3"
125668,"P08754","P49802"
125673,"P43034","Q9NXR1"
125713,"P61513","Q5T3J3"
125859,"O14910","P48065"
125872,"A0A024RBP0","Q5T3J3"
125877,"O00231","Q5T3J3"
125989,"P27348","P49802"
126002,"P27348","Q9UPR5"
126147,"Q969H0","Q9Y5J3"
126179,"A0A024QZT4","Q5T3J3"
126232,"Q14289","Q8N5H7"
126256,"O15519","Q14790"
126257,"O14920","O15519"
126258,"A0A024QZU0","O15519"
126259,"O15519","O43353"
126260,"A0A024RCS3","O15519"
126261,"O15519","P42574"
126262,"O15519","P42575"
126263,"O15519","Q13158"
126264,"O14733","O15519"
126265,"O15519","Q92851"
126405,"O43251","Q9NWB1"
126482,"P05090","Q6EEV4"
126510,"Q13228","Q5T3J3"
126631,"P18847","Q5T3J3"
126751,"F1D8N3","O43251"
126882,"A0A090N7U0","Q969H0"
126927,"Q8TER5","Q99417"
126990,"O76061","Q8TER5"
127047,"P46531","Q969H0"
127066,"Q12873","Q5T3J3"
127085,"Q7Z2E3","Q9H2G4"
127142,"O75182","Q9Y6D9"
127200,"Q13017","Q14289"
127234,"P13497","Q9H2X0"
127235,"O43897","Q9H2X0"
127236,"Q9GZX9","Q9H2X0"
127237,"C8C060","Q9H2X0"
127377,"P05107","Q14289"
127433,"Q12929","Q9UQB8"
127434,"A4D2P0","Q9UQB8"
127435,"O60610","Q9UQB8"
127436,"Q8N8S7","Q9UQB8"
127437,"Q9NUP9","Q9UQB8"
127449,"Q15365","Q96PU8"
127450,"Q15366","Q96PU8"
127451,"Q96PK6","Q96PU8"
127452,"Q8WVD3","Q96PU8"
127453,"Q93062","Q96PU8"
127454,"Q96PU8","Q9NTK1"
127455,"Q96PU8","Q9NWB1"
127456,"Q92530","Q96PU8"
127459,"A8K4S1","Q9P1A6"
127710,"O14578","O15399"
127925,"P62993","Q14289"
127929,"P56945","Q14289"
127930,"O15530","Q14289"
128155,"A0A024QZQ6","Q5T3J3"
128253,"Q149N8","Q969H0"
128282,"O14490","Q9P1A6"
128295,"G4XH65","O43251"
128309,"P21333","Q14831"
128527,"A0A024QYV7","Q969H0"
128535,"O43251","P54259"
128540,"O95502","P47972"
128658,"P28223","Q13084"
128663,"P13385","Q5T3J3"
128683,"O75052","P17600"
128830,"A0A024R4S0","O94818"
128834,"P49768","Q969H0"
128956,"O94818","P56545"
129026,"P28223","P78352"
129205,"Q14289","Q9UKX2"
129275,"Q14678","Q9UQB8"
129348,"P28223","Q7Z6G8"
129434,"P26378","Q01844"
129555,"O15519","P45985"
129643,"Q5VTD9","Q9H2G4"
130125,"P09471","P49802"
130238,"Q05397","Q9HBL0"
130479,"O43679","Q9NQ69"
130485,"P34947","Q9P1A6"
130489,"O15031","O15085"
130568,"Q86YM7","Q9NSC5"
130604,"P19086","P49802"
130728,"A0A024R3Z2","Q9UKV0"
130766,"O43240","Q5T3J3"
130888,"P16389","Q14289"
130889,"P28223","Q13232"
130905,"O75182","Q13127"
130954,"P28347","Q14135"
130983,"P56524","Q9UKV0"
131001,"Q05586","Q16352"
131028,"P27824","Q05586"
131029,"P29323","Q05586"
131030,"P01112","Q05586"
131035,"P05771","Q05586"
131036,"P54760","Q05586"
131037,"P51812","Q05586"
131038,"Q05586","Q92796"
131039,"Q00839","Q05586"
131040,"L7RTI5","Q05586"
131041,"Q05586","Q07157"
131042,"P36507","Q05586"
131043,"Q05586","Q13115"
131044,"A0A024RC42","Q05586"
131045,"Q05193","Q05586"
131046,"P19174","Q05586"
131047,"O14578","Q05586"
131048,"P10114","Q05586"
131049,"B4DJ51","Q05586"
131050,"P21728","Q05586"
131051,"Q00610","Q05586"
131052,"Q05586","Q14114"
131055,"A0A024R1N1","Q05586"
131056,"A8K5I0","Q05586"
131057,"Q05586","Q8WY41"
131058,"P07196","Q05586"
131059,"Q05586","Q96PV0"
131062,"O75914","Q14161"
131064,"O75914","P49023"
131088,"P05109","Q5T3J3"
131172,"A0A024R8C1","Q6NZI2"
131250,"O00562","Q14289"
131363,"O94818","Q99873"
131429,"Q14289","Q9BZ72"
131442,"G5E962","O94818"
131540,"O60260","Q969H0"
131550,"P01133","P14384"
131762,"P17600","P62993"
131764,"P17600","P23297"
131765,"P08670","P17600"
131766,"P14598","P17600"
131767,"P17600","P49418"
131768,"A0A024R5E8","P17600"
131769,"P17600","P19174"
131771,"B0YIY3","P17600"
131791,"P17600","P35080"
131837,"A0A024R0H2","Q5T3J3"
131905,"A0A024RB10","Q9H2G4"
131926,"Q13748","Q14831"
131932,"Q16849","Q8WXG6"
132024,"O75052","Q07954"
132025,"B3VK56","O75052"
132026,"O75052","P98164"
132027,"A0A087X2E3","O75052"
132028,"O75052","Q59EX7"
132194,"A0A024R1J5","Q14831"
132223,"P08670","Q5T3J3"
132241,"P04278","Q9C0C9"
132242,"Q96FN4","Q9C0C9"
132243,"Q99829","Q9C0C9"
132244,"O95886","Q14289"
132306,"P41182","Q9UKV0"
132315,"P17028","Q5T3J3"
132485,"P27986","Q14289"
132540,"P31946","Q9UPR5"
132556,"Q5T3J3","Q9UN74"
132768,"P19387","Q5T3J3"
132786,"P28223","Q16288"
132795,"O43679","Q9NVW2"
132879,"O95571","Q5T3J3"
132893,"P15498","Q14289"
133103,"F6KD01","O60307"
133111,"P51811","P68400"
133145,"A0A024RAK5","Q5T3J3"
133156,"A0A024R8D8","Q5T3J3"
133157,"A0M8W4","Q5T3J3"
133158,"O43657","Q5T3J3"
133159,"E9PAV3","Q5T3J3"
133160,"Q15013","Q5T3J3"
133161,"P51114","Q5T3J3"
133162,"P82932","Q5T3J3"
133164,"Q02363","Q5T3J3"
133165,"A0A024R608","Q5T3J3"
133166,"P35226","Q5T3J3"
133167,"P21673","Q5T3J3"
133170,"O15182","Q5T3J3"
133171,"P16870","Q5T3J3"
133172,"P36405","Q5T3J3"
133173,"O60925","Q5T3J3"
133179,"P24864","Q969H0"
133460,"Q16849","Q9H254"
133506,"P02652","P05090"
133600,"Q969H0","Q96FE5"
133617,"P10619","P13473"
133621,"P09936","P13473"
133624,"O00189","P13473"
133669,"P05771","P17677"
133787,"Q02447","Q05586"
133789,"B4DGU4","Q05586"
133790,"O15399","Q05586"
133791,"Q05586","Q99996"
133792,"P78352","Q05586"
133793,"Q05586","Q15700"
133794,"Q05586","Q8TCU5"
133795,"P05129","Q05586"
133796,"P63151","Q05586"
133797,"Q05586","Q7LDD5"
133798,"P21359","Q05586"
133799,"Q05586","Q13344"
133800,"A0A024R407","Q05586"
133801,"Q05586","Q12879"
133802,"Q05586","Q13224"
133803,"A8K7B7","Q05586"
134015,"A0A077QP03","P51811"
134019,"P05090","P48357"
134083,"P67775","Q9NPH2"
134172,"P49023","Q14289"
134331,"O43679","P61968"
134426,"A6NHG8","Q05586"
134469,"O43251","Q96MA1"
134574,"Q05209","Q14289"
134583,"Q92769","Q9BPY8"
134793,"P63162","Q5T3J3"
134846,"Q14517","Q9NSC5"
134856,"O75052","Q9Y272"
134901,"O14682","P36897"
135021,"Q8IZQ8","Q969V6"
135105,"Q16891","Q5T3J3"
135225,"O95405","Q9Y561"
135257,"O95257","Q5T3J3"
135319,"Q12988","Q5T3J3"
135372,"P17677","P68400"
135476,"P17600","Q13177"
135536,"P22681","Q14289"
135617,"O75182","P50539"
135647,"Q9UBF9","Q9Y561"
135661,"Q6NZI2","Q9UQR1"
135678,"O75914","Q9Y2X7"
135696,"Q5T3J3","Q9Y2X7"
135715,"O15519","P55210"
135733,"Q01844","Q14289"
135791,"L7RRS6","O75914"
135803,"L7RRS6","O15519"
135861,"P22415","Q9UKV0"
135897,"P42568","Q5T3J3"
135908,"O60828","Q5T3J3"
135966,"O14514","Q92561"
135968,"A0A024R2U6","Q5T3J3"
135974,"P12931","P17600"
136009,"O43251","Q9BQY4"
136108,"P42773","Q5T3J3"
136111,"Q16849","Q9NRR5"
136465,"P05090","P0CAP2"
136709,"Q16181","Q9P0V9"
136774,"Q96PU5","Q9Y4G8"
136881,"P60411","Q9H2X0"
136945,"Q13332","Q16849"
137009,"P19174","Q9UPX8"
137010,"L7RT18","Q9UPX8"
137156,"Q14678","Q9UQB8"
137184,"P17600","P37840"
137274,"Q14289","Q9Y6R4"
137424,"Q9UQB8","Q9Y6W5"
137450,"A4D2P1","Q9UQB8"
137465,"Q9UI08","Q9UQB8"
137466,"A0A024RAE4","Q9UQB8"
138522,"Q96PU8","Q9UKM9"
139192,"O15031","Q9H3S1"
139307,"Q9NVA2","Q9Y4K3"
139466,"P18754","Q5T3J3"
139598,"O14578","P19105"
139681,"A0A024RAZ7","Q92561"
139718,"Q15796","Q96PU5"
139812,"Q15788","Q63ZY3"
139931,"P29474","Q63ZY3"
139932,"A0A024R6A3","Q63ZY3"
139983,"P40222","Q63ZY3"
139995,"Q08117","Q63ZY3"
140015,"P63167","Q63ZY3"
140024,"P25800","Q63ZY3"
140025,"P25791","Q63ZY3"
140027,"Q63ZY3","Q8N1B4"
140028,"Q08379","Q63ZY3"
140280,"O15198","Q9NRL2"
140325,"P42858","Q9NRL2"
140706,"Q9P035","Q9UKC9"
140709,"P60410","Q9H2X0"
140720,"P36873","Q9UKC9"
140724,"A0A024RBP2","O75182"
140734,"A0A024RD80","Q9UKC9"
140783,"O15379","Q9UKV0"
141115,"O15031","P30519"
141398,"P36873","Q9HBL0"
141404,"Q13118","Q9HBL0"
141433,"A0A024QYV7","Q969H0"
141475,"O43251","P54259"
141579,"O43516","P16333"
141581,"O43516","Q14247"
141761,"O43516","Q8WZ75"
141817,"P26371","Q9H2X0"
141834,"Q99719","Q9NVA2"
141872,"Q15019","Q9NVA2"
141952,"P60370","Q9H2X0"
142030,"B0LPF3","O43516"
142153,"A0A090N8Z7","O43516"
142155,"O00401","O43516"
142157,"A0A024R711","O43516"
142161,"A0A024QZM6","O43516"
142175,"A0A024QYX8","O43516"
142265,"O43251","Q92530"
142361,"B0LPF3","Q9P1A6"
142681,"O00757","Q969H0"
142892,"Q9UPW8","Q9Y2J2"
142940,"Q9ULA0","Q9UPW8"
142979,"A0A024R4Q5","Q96CJ1"
143168,"Q8N7W2","Q96CJ1"
143209,"P36406","Q96CJ1"
143276,"A0A024R4E9","O43251"
143314,"O43251","Q9BTD8"
143318,"O43251","P09234"
143347,"O43251","O76064"
143349,"A0A024R7T3","O43251"
143351,"O43251","Q6P1W5"
143416,"O43251","Q15717"
143447,"Q13425","Q16849"
143924,"P04183","Q5T3J3"
143945,"Q8IUH5","Q9UQB8"
144073,"O43251","Q96HR8"
144269,"O43251","P25788"
144461,"Q5T3J3","Q9H5I1"
144540,"A0A024RCX5","Q5T3J3"
144551,"P45973","Q5T3J3"
144558,"Q9H4A3","Q9UKV0"
144563,"Q9H4A3","Q9HBL0"
144591,"Q13526","Q5T3J3"
144665,"P20073","Q5T3J3"
144698,"A0A024RD80","O14682"
144707,"O14682","Q6PK50"
144708,"O14682","Q96BE0"
144757,"A4D2P1","O75914"
144881,"P13473","Q5S007"
144882,"P13473","Q5VZM2"
144890,"P11142","P13473"
144923,"P13473","Q8N122"
145133,"P63208","Q9UKC9"
145140,"P63208","Q969H0"
145209,"P28347","Q8IUH5"
145311,"Q8IUH5","Q9UQB8"
145677,"A0A024R9N2","Q969H0"
145742,"O95831","Q63ZY3"
145746,"O95831","Q63ZY3"
146003,"P60468","Q969H0"
146252,"B0LPF3","Q9H2X0"
146372,"B0LPF3","Q14289"
146684,"Q63ZY3","Q8WUK8"
146926,"P05090","Q9Y6E0"
146966,"Q7Z3S9","Q9H2X0"
147156,"Q8N7W2","Q96CJ1"
147322,"O43251","Q7LCB3"
147333,"O43251","Q9BQY4"
147384,"O43251","P26599"
147385,"O43251","Q07666"
147406,"O43251","Q8N9W6"
147533,"Q6A162","Q9P1A6"
147569,"P04198","Q969H0"
147597,"A0A024R732","Q16849"
147719,"B3KUN1","Q9NPH2"
147779,"Q14164","Q9NPH2"
147861,"Q14164","Q9UBB6"
147937,"P00540","Q9NSC5"
147944,"Q9BZS1","Q9UKV0"
148476,"Q5T3J3","Q9Y3T9"
148587,"O43251","P26368"
148660,"Q15796","Q9NRL2"
148756,"A8K9L3","Q16849"
148779,"A8K9L3","Q16849"
148833,"Q5T3J3","Q96D09"
148885,"O95251","Q5T3J3"
148891,"Q16891","Q5T3J3"
148937,"O43251","Q93062"
149054,"O43516","Q5S007"
149188,"Q63ZY3","Q9P2A4"
149189,"Q63ZY3","Q86YR5"
149195,"O15481","Q63ZY3"
149198,"P61968","Q63ZY3"
149202,"P06730","Q63ZY3"
149203,"Q63ZY3","Q9H8S9"
149205,"Q63ZY3","Q8NHQ1"
149211,"Q5T3J3","Q9Y2X7"
149212,"Q70YC5","Q9NXR1"
149288,"P04626","Q14289"
149470,"Q14571","Q9UBN4"
149672,"P62136","Q14CM0"
149938,"P06213","P28347"
150061,"A0A024R4F1","P28347"
150158,"P20226","P28347"
150160,"P14859","P28347"
150429,"P35609","Q9Y561"
150448,"A0A024R778","O15031"
150740,"Q86U70","Q9BWW4"
150744,"P41212","Q9UKV0"
150852,"P05067","Q9NSC5"
150874,"O94915","Q9NSC5"
150954,"Q9NSC5","Q9P2A4"
150981,"A0A024RAL7","Q9UKV0"
151124,"A0A024R320","Q96PU8"
151126,"Q15365","Q96PU8"
151128,"Q96PK6","Q96PU8"
151129,"P84101","Q96PU8"
151187,"Q96PU8","Q9UKA9"
151188,"P26599","Q96PU8"
151189,"P26368","Q96PU8"
151190,"O43251","Q96PU8"
151191,"P09012","Q96PU8"
151192,"P57052","Q96PU8"
151193,"Q96AH0","Q96PU8"
151516,"A0A024R704","Q9NSC5"
151551,"A0A024RD47","Q9UKV0"
151958,"A0A024RD80","Q9NQ86"
151981,"O76003","Q9NQ86"
151982,"Q96NC0","Q9NQ86"
151983,"Q9NQ86","Q9Y228"
152008,"Q96PU8","Q9NTK1"
152009,"Q92530","Q96PU8"
152010,"P14317","Q96PU8"
152011,"Q96PU8","Q9Y6N9"
152012,"Q8WVD3","Q96PU8"
152013,"P61978","Q96PU8"
152014,"Q15366","Q96PU8"
152157,"Q86U06","Q96PU8"
152158,"O43251","Q86U06"
152277,"P55795","Q96PU8"
152279,"P54253","Q96PU8"
152289,"P61978","Q96PU8"
152290,"A0A024R8A7","Q96PU8"
152291,"Q8WVV9","Q96PU8"
152434,"A0A024R1K8","O43251"
152470,"Q96JC9","Q9NSC5"
152496,"A4D1L5","Q9NQ86"
152540,"Q14240","Q9NQ86"
152541,"Q14240","Q9NQ86"
152542,"Q14451","Q9NQ86"
152543,"Q8TAU3","Q9NQ86"
152544,"Q96SQ5","Q9NQ86"
152631,"P12931","Q14289"
152648,"P07947","Q9BWW4"
152657,"A0A024R518","Q9BWW4"
152664,"Q9BWW4","Q9NPJ8"
153045,"Q16204","Q969H0"
153391,"Q969H0","Q9BY76"
153510,"P13497","Q9H2X0"
153581,"O43516","P08631"
153656,"O43759","O43889"
153686,"O43759","Q969F0"
154261,"Q15796","Q9H2G4"
154356,"O43516","P06241"
154367,"O43516","P14317"
154374,"B2RA10","O43516"
154375,"O43516","P13196"
154380,"O43516","Q9NYB9"
154403,"Q7Z2E3","Q9H2G4"
154438,"O15162","Q9H2X0"
154501,"O43251","Q6FIE9"
154823,"Q9BYR5","Q9P1A6"
154880,"O14682","Q53FC7"
155316,"P49454","Q9NXR1"
155404,"P62258","Q9UKV0"
155525,"P15313","Q93050"
155531,"Q93050","Q96EE3"
155532,"Q14586","Q93050"
155550,"A0A024RE19","Q16849"
155699,"A0A024R110","O43251"
155728,"A0A024R110","Q96PU5"
155961,"Q8WVJ2","Q969H0"
156023,"A0A024R328","P17677"
156108,"Q6UXB0","Q92561"
156124,"A0A024R667","Q92561"
156126,"Q6FII3","Q92561"
156127,"Q92561","Q96AD5"
156128,"Q92561","Q92597"
156129,"Q7L5N1","Q92561"
156132,"Q92561","Q99584"
156133,"Q92561","Q9UNP9"
156134,"P56181","Q92561"
156519,"O95206","Q9Y297"
156584,"Q9BYQ4","Q9H2X0"
156652,"A8KA83","P05090"
156884,"Q15744","Q99680"
156894,"O43251","Q9NW64"
157249,"Q63ZY3","Q8IYA8"
157343,"O43169","Q9Y4K3"
157439,"Q93062","Q96PU8"
157567,"O75052","Q8N9E0"
157982,"Q5JST6","Q9UBB6"
158335,"P62937","Q16849"
158398,"A0A024R5T1","Q9BPY8"
158505,"Q6FII1","Q9UBB6"
158553,"O75360","Q9UBB6"
158642,"Q969H0","Q9NR45"
158886,"A0A024R2I1","Q92561"
159329,"Q9BYR5","Q9H2X0"
159909,"Q04206","Q9NYL4"
159961,"O95206","Q9NRR5"
160474,"O15031","Q71F23"
160523,"Q9NRL2","Q9UIG0"
160899,"P41212","Q9UKV0"
160900,"P41212","Q9UKV0"
161070,"P09467","Q969H0"
161215,"P01375","Q86UY8"
161254,"O94818","P43364"
161294,"O43251","Q9BZE0"
161333,"Q99719","Q9P0V9"
161494,"A8MW92","P26378"
161597,"P61247","Q9BV94"
161616,"A0A024R2A8","Q92561"
161642,"A8K3E0","Q92561"
161644,"E9KL36","Q92561"
161645,"Q92561","Q96G25"
161646,"P68104","Q92561"
161647,"A0A024R8Y7","Q92561"
161663,"O43149","Q92561"
162229,"O14967","P51811"
162784,"Q14289","Q8WUM4"
162791,"A0A024RB22","Q92561"
162989,"Q96PU8","Q9NVV9"
163234,"O43251","P54253"
163915,"P01023","Q9UBB6"
163950,"P61289","Q96CJ1"
164047,"Q8IXK2","Q969H0"
164049,"Q8NBJ7","Q969H0"
164337,"Q13526","Q9BWW4"
164986,"P41212","Q9UKV0"
165782,"O43169","P30480"
165806,"O43516","O75554"
165947,"P07550","P13473"
166410,"Q14CM0","Q9NRP7"
166672,"P06493","Q9NXR1"
166772,"Q8NEC5","Q9H2X0"
166779,"P32242","Q9H2X0"
166837,"Q969H0","Q96QR1"
166860,"P48065","Q14160"
167206,"A0A024R0H7","Q96PU8"
167249,"A4QPA9","Q969H0"
167448,"P48065","Q04864"
167563,"O60307","Q9C0A0"
167787,"Q5T3J3","Q9Y6H6"
168312,"O43251","Q9Y5V3"
168824,"A0A024RBP0","Q9C0C9"
168917,"P28289","Q969H0"
168981,"Q14258","Q969H0"
169576,"O75419","Q96NX5"
169627,"Q96PU5","Q9H204"
169652,"O75354","P49841"
169756,"Q8NA61","Q8TER5"
169783,"P01112","Q969H0"
170014,"P20366","Q8TER5"
170218,"O43251","P55795"
170279,"A4D2J9","O43251"
170949,"O43251","P17844"
170951,"A0A090N7U0","Q969H0"
171105,"O00267","Q92561"
171160,"O43251","Q08AM6"
171264,"Q12929","Q9UQB8"
171265,"A0A024R0V4","Q9UQB8"
171273,"A0A024RD80","Q969H0"
171275,"P23025","Q969H0"
171281,"A0A024R2W7","Q969H0"
171285,"P17936","Q969H0"
171365,"A0A024RB77","Q969H0"
171405,"L7RT18","Q9P1A6"
171461,"P27986","Q9UPX8"
171462,"B0LPF3","Q9UPX8"
171464,"Q08499","Q9UPX8"
171465,"P16333","Q9UPX8"
171490,"A0A024R8E2","Q9H2X0"
171514,"O14744","Q92561"
171699,"Q16849","Q92543"
171771,"P17600","Q8TDY2"
172002,"A0A024R5X1","O94818"
172033,"A0A024R5X1","O94818"
172111,"A0A024R8E2","Q9P1A6"
172217,"D0PNI1","Q96PU5"
172219,"P31947","Q96PU5"
