GeneSymbol,GeneSymbol.1,INT
GRM5,HOMER3,PPI
ITPR1,HOMER3,PPI
MAX,TEAD1,PPI
SIN3A,HDAC9,PPI
ZBTB16,HDAC9,PPI
PPP5C,HTR2A,PPI
FBXW7,NOTCH4,PPI
COX17,LRIF1,PPI
STAT3,PTK2B,PPI
SMN1,LRIF1,PPI
FGFR3,PTK2B,PPI
ELL,EAF2,PPI
FGFR2,PTK2B,PPI
LYN,PTK2B,PPI
LAMA4,LRIF1,PPI
MYB,FBXW7,PPI
CALM1,GAP43,PPI
GAP43,RABEP1,PPI
GAP43,PLCD1,PPI
BIN1,SYN1,PPI
PPP3CB,SLC8A2,PPI
EIF3F,HTR2A,PPI
PAX6,HOMER3,PPI
SIN3B,MXD1,PPI
SIN3B,HDAC9,PPI
ZBTB16,SIN3B,PPI
SORBS2,DLGAP2,PPI
SORBS2,PTK2B,PPI
APP,HOMER3,PPI
CCR5,PTK2B,PPI
PTK2,PTK2B,PPI
SHC1,PTK2B,PPI
DLG4,PTK2B,PPI
CIT,DLG4,PPI
DLG4,DLGAP2,PPI
CPNE4,UBE2O,PPI
SUMO1,MKL1,PPI
TEAD1,DKFZp451O0517,PPI
HNRPA1,PHYHIP,PPI
NDUFB10,HTR2A,PPI
GRIN2A,PTK2B,PPI
BRDG1,PTK2B,PPI
HDAC3,HDAC9,PPI
SRF,TEAD1,PPI
SRF,MKL1,PPI
HMGB1,LRIF1,PPI
LCK,PTK2B,PPI
SLC2A1,PTK2B,PPI
RACK1,LRP12,PPI
SNAPIN,LRP12,PPI
PTK2B,ASAP1,PPI
PTPRT,PTPRN,PPI
UBE2I,MKL1,PPI
SULT1E1,LRIF1,PPI
COIL,TSPYL2,PPI
HDAC1,HDAC9,PPI
SIN3B,HDAC1,PPI
QKI,THAP1,PPI
GNB5,RGS7,PPI
WDR62,LRIF1,PPI
JAK2,HTR2A,PPI
NOS1,DLGAP2,PPI
PTK2B,DLG3,PPI
YWHAE,SLC8A2,PPI
SIN3B,IKZF4,PPI
PHYHIP,MAGED4,PPI
PHYH,PHYHIP,PPI
SUPT5H,PHYHIP,PPI
RBFOX2,DAZAP2,PPI
FAS,LRIF1,PPI
RBFOX2,RBPMS,PPI
JAK3,PTK2B,PPI
PLXNB2,RND1,PPI
GAP43,ELAVL4,PPI
TRPC1,ITPR2,PPI
FRYL,HOMER3,PPI
SIN3B,IKZF1,PPI
TGIF1,LRIF1,PPI
TGFB1I1,PTK2B,PPI
PPIA,PTPRN,PPI
LPXN,PTK2B,PPI
MMS22L,FBXW7,PPI
PRKACA,ITPR2,PPI
SRF,HOPX,PPI
RHOH,LRIF1,PPI
MEF2A,HDAC9,PPI
SIN3B,SETDB1,PPI
EGFR,PTK2B,PPI
TCEA1,EAF2,PPI
SYK,PTK2B,PPI
ELAVL4,ELAVL2,PPI
ELAVL4,NFX1,PPI
LRIF1,PLEKHA4,PPI
PRMT5,PHYHIP,PPI
PHYHIP,HDAC11,PPI
PHYHIP,MED8,PPI
DYRK1A,PHYHIP,PPI
EEF1A1,TSPYL2,PPI
LRIF1,NRBP1,PPI
SYP,VAMP2,PPI
RPS3A,EDEM2,PPI
GSTM4,LRIF1,PPI
PTK2B,PITPNM3,PPI
TUBA1B,GRM7,PPI
GFRA2,NRTN,PPI
RFLNA,FBXW7,PPI
SMARCC2,PHYHIP,PPI
KLHL20,LRIF1,PPI
LYST,NCDN,PPI
SEMA4C,NCDN,PPI
NOS1,PTPRN,PPI
TBP,TEAD1,PPI
PDCD5,LRIF1,PPI
ITPR2,TRPC4,PPI
ASAP2,PTK2B,PPI
JUN,FBXW7,PPI
SMARCA5,BAZ1A,PPI
ZAP70,PTK2B,PPI
TRAF2,CFLAR,PPI
CFLAR,PSEN2,PPI
CFLAR,CASP6,PPI
CFLAR,TRAF1,PPI
TNFRSF10B,CFLAR,PPI
CFLAR,DEDD,PPI
CFLAR,DEDD2,PPI
MNAT1,LRIF1,PPI
CEBPB,HOMER3,PPI
CRK,PTK2B,PPI
SYP,GRB2,PPI
PTK2B,RB1CC1,PPI
MSX1,RGS7,PPI
TEAD1,MEF2A,PPI
TUBA4A,GRM7,PPI
HSPE1,LRIF1,PPI
RBFOX2,ATXN1,PPI
ATN1,CHRD,PPI
PRNP,OPCML,PPI
CASK,TSPYL2,PPI
TAC1,ARHGEF40,PPI
GRM7,TUBA1A,PPI
TEAD1,MEF2C,PPI
RASA1,PTK2B,PPI
ATP1B1,LRIF1,PPI
GNAI3,RGS7,PPI
PAFAH1B1,NDE1,PPI
RPL37A,LRIF1,PPI
LIN7A,SLC6A12,PPI
RNF10,LRIF1,PPI
PSMD11,LRIF1,PPI
YWHAQ,RGS7,PPI
YWHAQ,SLC8A2,PPI
FBXW7,HEY1,PPI
SERPINB9,LRIF1,PPI
PTK2B,SH2D3C,PPI
CFLAR,CASP8,PPI
IKBKB,CFLAR,PPI
RIPK1,CFLAR,PPI
CFLAR,RIPK2,PPI
DAXX,CFLAR,PPI
CFLAR,CASP3,PPI
CFLAR,CASP2,PPI
CFLAR,FADD,PPI
MAP2K7,CFLAR,PPI
CFLAR,CASP10,PPI
RBFOX2,RBFOX1,PPI
APOD,POLR2M,PPI
SELENBP1,LRIF1,PPI
ATF3,LRIF1,PPI
NR3A2,RBFOX2,PPI
CUL1,FBXW7,PPI
ARHGEF40,MYCBP,PPI
STC2,ARHGEF40,PPI
NOTCH1,FBXW7,PPI
CHD3,LRIF1,PPI
APTX,TSPYL2,PPI
SIN3B,MAD1L1,PPI
ARHGAP5,PTK2B,PPI
BMP1,CHRD,PPI
TLL1,CHRD,PPI
TWSG1,CHRD,PPI
BMP2,CHRD,PPI
ITGB2,PTK2B,PPI
EPS8,BAIAP2,PPI
RAC1,BAIAP2,PPI
DIAPH1,BAIAP2,PPI
ENAH,BAIAP2,PPI
LIN7C,BAIAP2,PPI
PCBP1,QKI,PPI
PCBP2,QKI,PPI
RBM14,QKI,PPI
RNF138,QKI,PPI
RBPMS,QKI,PPI
QKI,DEPP,PPI
QKI,RBFOX1,PPI
PSMF1,QKI,PPI
NLGN4X,DLGAP2,PPI
CIT,GRIN2D,PPI
GRB2,PTK2B,PPI
BCAR1,PTK2B,PPI
PDPK1,PTK2B,PPI
DDIT4,LRIF1,PPI
SHPRH,FBXW7,PPI
DLGAP1,DLGAP2,PPI
ESR1,RBFOX2,PPI
FLNA,GRM7,PPI
ARL6IP1,FBXW7,PPI
RBFOX2,ATN1,PPI
NPTXR,NPTX2,PPI
HTR2A,MRPL28,PPI
TDGF1,LRIF1,PPI
NOS1AP,SYN1,PPI
CHMP2A,NOL4,PPI
PSEN1,FBXW7,PPI
NOL4,CTBP2,PPI
HTR2A,DLG4,PPI
PTK2B,MYH2,PPI
KANK1,BAIAP2,PPI
HTR2A,ANKS1B,PPI
ELAVL4,EWSR1,PPI
CFLAR,MAP2K4,PPI
GFI1B,TSPYL2,PPI
GNAO1,RGS7,PPI
PTK2,TNS1,PPI
LDB2,LHX9,PPI
GRK5,DLGAP2,PPI
PLXNB2,ARHGEF11,PPI
HOMER1,HOMER3,PPI
GNAZ,RGS7,PPI
SUMO1,HDAC9,PPI
KLK10,LRIF1,PPI
KCNA2,PTK2B,PPI
HTR2A,NME3,PPI
SIN3B,REST,PPI
TEAD1,VGLL4,PPI
HDAC4,HDAC9,PPI
GRIN1,INA,PPI
CANX,GRIN1,PPI
EPHB2,GRIN1,PPI
HRAS,GRIN1,PPI
PRKCB,GRIN1,PPI
EPHB4,GRIN1,PPI
RPS6KA3,GRIN1,PPI
GRIN1,DLG3,PPI
HNRNPU,GRIN1,PPI
PRKCE,GRIN1,PPI
GRIN1,TJP1,PPI
MAP2K2,GRIN1,PPI
GRIN1,DUSP4,PPI
CDH2,GRIN1,PPI
DNM1,GRIN1,PPI
PLCG1,GRIN1,PPI
CIT,GRIN1,PPI
RAP2A,GRIN1,PPI
CALM1,GRIN1,PPI
DRD1,GRIN1,PPI
CLTC,GRIN1,PPI
GRIN1,LRP8,PPI
MYH9,GRIN1,PPI
HEL-S-103,GRIN1,PPI
GRIN1,NANOS1,PPI
NEFL,GRIN1,PPI
GRIN1,SYNGAP1,PPI
PAK3,GIT2,PPI
PAK3,PXN,PPI
S100A8,LRIF1,PPI
TTF1,PTRF,PPI
PITPNM1,PTK2B,PPI
NOL4,PRMT1,PPI
PTK2B,PITPNM2,PPI
MAGEA11,NOL4,PPI
PRKN,FBXW7,PPI
EGF,CPM,PPI
SYN1,GRB2,PPI
SYN1,S100A1,PPI
VIM,SYN1,PPI
NCF1,SYN1,PPI
SYN1,AMPH,PPI
HTATIP,SYN1,PPI
SYN1,PLCG1,PPI
CAMK1,SYN1,PPI
SYN1,PFN2,PPI
MRPS12,LRIF1,PPI
CDK2,TSPYL2,PPI
TUBA3D,GRM7,PPI
PTPRN,MADD,PPI
NOS1AP,LRP1,PPI
NOS1,NOS1AP,PPI
NOS1AP,LRP2,PPI
SYN2,NOS1AP,PPI
NOS1AP,SYN3,PPI
PICK1,GRM7,PPI
VIM,LRIF1,PPI
SHBG,UBE2O,PPI
CPNE2,UBE2O,PPI
CPNE1,UBE2O,PPI
DLGAP3,PTK2B,PPI
BCL6,HDAC9,PPI
ZNF24,LRIF1,PPI
PIK3R1,PTK2B,PPI
YWHAB,SLC8A2,PPI
LRIF1,PCDHA4,PPI
POLR2C,LRIF1,PPI
HTR2A,NTRK3,PPI
LDB2,RLIM,PPI
ETHE1,LRIF1,PPI
VAV1,PTK2B,PPI
PTEN,MAST3,PPI
XK,CSNK2A1,PPI
CKMT2,LRIF1,PPI
PAEP,LRIF1,PPI
UBE2V2,LRIF1,PPI
TSPAN6,LRIF1,PPI
NACA,LRIF1,PPI
MAD2L1BP,LRIF1,PPI
FXR1,LRIF1,PPI
MRPS6,LRIF1,PPI
ID2,LRIF1,PPI
RPLP1,LRIF1,PPI
BMI1,LRIF1,PPI
SAT1,LRIF1,PPI
CETN3,LRIF1,PPI
CPE,LRIF1,PPI
ARL3,LRIF1,PPI
PFDN1,LRIF1,PPI
CCNE1,FBXW7,PPI
PTPRN,SPTBN4,PPI
APOA2,APOD,PPI
FBXW7,LINGO1,PPI
CTSA,LAMP2,PPI
UCHL1,LAMP2,PPI
AP4M1,LAMP2,PPI
PRKCB,GAP43,PPI
SP3,GRIN1,PPI
CTNNB1,GRIN1,PPI
GRIN2D,GRIN1,PPI
GRIN1,AKAP9,PPI
DLG4,GRIN1,PPI
GRIN1,DLG2,PPI
GRIN1,GRIN3A,PPI
PRKCG,GRIN1,PPI
PPP2R2A,GRIN1,PPI
GRIN1,CAMK2A,PPI
NF1,GRIN1,PPI
GRIN1,FUS,PPI
MAP2,GRIN1,PPI
GRIN1,GRIN2A,PPI
GRIN1,GRIN2B,PPI
PPP2R1A,GRIN1,PPI
KEL,XK,PPI
APOD,LEPR,PPI
PPP2CA,ISYNA1,PPI
PXN,PTK2B,PPI
LDB2,LMO4,PPI
TRAF3,GRIN1,PPI
RBFOX2,DMRTB1,PPI
PTPN12,PTK2B,PPI
HDAC2,HOPX,PPI
SNRPN,LRIF1,PPI
FAT1,HOMER3,PPI
NOS1AP,RASD1,PPI
ENC1,TGFBR1,PPI
MYOCD,MKL1,PPI
IMMT,LRIF1,PPI
ZFYVE9,LRP12,PPI
GADD45G,LRIF1,PPI
HSPB3,LRIF1,PPI
GAP43,CSNK2A1,PPI
SYN1,PAK2,PPI
CBL,PTK2B,PPI
SIN3B,MXI1,PPI
MYOT,LRP12,PPI
PTRF,ZNF148,PPI
PAK3,GIT1,PPI
LRIF1,GIT1,PPI
CFLAR,CASP7,PPI
EWSR1,PTK2B,PPI
RAF1,PAK3,PPI
RAF1,CFLAR,PPI
USF1,HDAC9,PPI
MLLT3,LRIF1,PPI
PQBP1,LRIF1,PPI
BAI1,PHYHIP,PPI
RBM5,LRIF1,PPI
SRC,SYN1,PPI
RBFOX2,RHOXF2,PPI
CDKN2C,LRIF1,PPI
PTPRN,UBQLN4,PPI
APOD,POLR2M,PPI
SEPT7,SEPT10,PPI
NEDD4L,RAPGEF2,PPI
KRTAP10-9,CHRD,PPI
PTPRS,PTPRN,PPI
PLCG1,SHANK2,PPI
CRK,SHANK2,PPI
KANK1,BAIAP2,PPI
SYN1,SNCA,PPI
PTK2B,MAP3K4,PPI
BAIAP2,WASF2,PPI
RAC1,BAIAP2,PPI
EVL,BAIAP2,PPI
CDC42,BAIAP2,PPI
QKI,RALY,PPI
PLXNB2,SEMA4A,PPI
SEPT11,TRAF6,PPI
RCC1,LRIF1,PPI
CIT,MYL12A,PPI
HNRPA1,PHYHIP,PPI
SMAD2,NEDD4L,PPI
NCOA1,KANK2,PPI
NOS3,KANK2,PPI
PSEN1,KANK2,PPI
TXLNA,KANK2,PPI
AES,KANK2,PPI
DYNLL1,KANK2,PPI
LMO1,KANK2,PPI
LMO2,KANK2,PPI
KANK2,VPS52,PPI
GOLGA2,KANK2,PPI
SMAD9,BAZ1A,PPI
HTT,BAZ1A,PPI
HACD3,FBXL2,PPI
KRTAP10-8,CHRD,PPI
PPP1CC,FBXL2,PPI
PPP1CC,SIN3B,PPI
HSP90AB1,FBXL2,PPI
HDAC3,HDAC9,PPI
PLXNB2,HMOX2,PPI
PPP1CC,TNS1,PPI
KLF10,TNS1,PPI
ARL6IP1,FBXW7,PPI
RBFOX2,ATN1,PPI
WIPF1,NCK1,PPI
WIPF1,CTTN,PPI
WIPF1,ROBO4,PPI
KRTAP5-9,CHRD,PPI
SEPT5,SEPT11,PPI
SEPT2,SEPT11,PPI
KRTAP10-5,CHRD,PPI
GRB2,WIPF1,PPI
FASTK,WIPF1,PPI
WASL,WIPF1,PPI
WWP2,WIPF1,PPI
SEC24C,WIPF1,PPI
WAS,WIPF1,PPI
RBFOX2,PSMF1,PPI
GRB2,DLGAP2,PPI
FBP2,FBXW7,PPI
UNC13A,EPB41L3,PPI
DNPEP,UNC13A,PPI
TFPT,EAF2,PPI
BEND7,EAF2,PPI
TRIM23,EAF2,PPI
RERE,RBFOX2,PPI
RBFOX2,RBM42,PPI
RBFOX2,SNRPC,PPI
RBFOX2,RNF8,PPI
HNRPF,RBFOX2,PPI
RBFOX2,C1orf94,PPI
RBFOX2,ELAVL1,PPI
SNTB2,PTPRN,PPI
TK1,LRIF1,PPI
ZDHHC17,BAIAP2,PPI
RBFOX2,NAF1,PPI
RBFOX2,PSMA3,PPI
LRIF1,SUV39H2,PPI
CDKN1A,LRIF1,PPI
CBX5,LRIF1,PPI
WNK1,HDAC9,PPI
WNK1,TNS1,PPI
PIN1,LRIF1,PPI
ANXA7,LRIF1,PPI
HSP90AB1,ENC1,PPI
ENC1,HSP90AB1,PPI
ENC1,-,PPI
RAC1,PAK3,PPI
LAMP2,LRRK2,PPI
LAMP2,RRAGB,PPI
HSPA8,LAMP2,PPI
LAMP2,RPTOR,PPI
SKP1,FBXL2,PPI
SKP1,FBXW7,PPI
TEAD1,ZDHHC17,PPI
ZDHHC17,BAIAP2,PPI
FANCC,FBXW7,PPI
AIFM1,KANK2,PPI
AIFM1,KANK2,PPI
SEC61B,FBXW7,PPI
GRB2,CHRD,PPI
GRB2,PTK2B,PPI
KANK2,STAC,PPI
APOD,STK24,PPI
NOTCH2NL,CHRD,PPI
BEND7,EAF2,PPI
RBFOX2,ESR2,PPI
RBFOX2,RHOXF2,PPI
RBFOX2,PTBP1,PPI
RBFOX2,KHDRBS1,PPI
RBFOX2,BOLL,PPI
KRT40,DLGAP2,PPI
MYCN,FBXW7,PPI
SNTB2,PTPRN,PPI
PPP2CA,ISYNA1,PPI
IKBKE,ISYNA1,PPI
IKBKE,NCDN,PPI
MOS,HOMER3,PPI
FOXP3,HDAC9,PPI
LRIF1,NOC2L,PPI
RBFOX2,U2AF2,PPI
SMAD2,BAZ1A,PPI
PLP1,PTPRN,PPI
PLP1,PTPRN,PPI
LRIF1,GPRASP2,PPI
KAT7,LRIF1,PPI
IMMT,LRIF1,PPI
RBFOX2,RBPMS,PPI
WIPF1,LRRK2,PPI
KANK2,ABI3,PPI
KANK2,GPSM1,PPI
MAGEB4,KANK2,PPI
LMO4,KANK2,PPI
EIF4E,KANK2,PPI
KANK2,MOB1A,PPI
KANK2,CEP70,PPI
LRIF1,GIT1,PPI
ZNF365,NDE1,PPI
ERBB2,PTK2B,PPI
ITPR2,TRPC4,PPI
PPP1CA,FRMPD4,PPI
INSR,TEAD1,PPI
ENO1,TEAD1,PPI
TBP,TEAD1,PPI
POU2F1,TEAD1,PPI
ACTN2,LRP12,PPI
PTN,PLXNB2,PPI
LDB1,SSBP3,PPI
ETV6,HDAC9,PPI
APP,HOMER3,PPI
FRYL,HOMER3,PPI
HOMER3,ABI3,PPI
MEF2C,HDAC9,PPI
PCBP4,QKI,PPI
PCBP1,QKI,PPI
RBM14,QKI,PPI
SERF2,QKI,PPI
QKI,PTBP2,PPI
PTBP1,QKI,PPI
U2AF2,QKI,PPI
RBFOX2,QKI,PPI
SNRPA,QKI,PPI
RBM11,QKI,PPI
NABP1,QKI,PPI
SRPK2,HOMER3,PPI
NCOR1,HDAC9,PPI
HSP90AB1,TRIM36,PPI
GLRX3,TRIM36,PPI
ZMAT2,TRIM36,PPI
TRIM36,TRAF3IP3,PPI
QKI,DEPP,PPI
PSMF1,QKI,PPI
HCLS1,QKI,PPI
QKI,USH1C,PPI
RNF138,QKI,PPI
HNRNPK,QKI,PPI
PCBP2,QKI,PPI
RBM23,QKI,PPI
RBFOX2,RBM23,PPI
HNRNPH2,QKI,PPI
ATXN1,QKI,PPI
HNRNPK,QKI,PPI
FUBP3,QKI,PPI
HNRNPLL,QKI,PPI
SF3A1,RBFOX2,PPI
EAF1,HOMER3,PPI
UBE2H,TRIM36,PPI
EIF4A2,TRIM36,PPI
EIF4A2,TRIM36,PPI
GRB7,TRIM36,PPI
ZNF417,TRIM36,PPI
ZNF587,TRIM36,PPI
SRC,PTK2B,PPI
YES1,SSBP3,PPI
IL1F5,SSBP3,PPI
SSBP3,NXT2,PPI
CCDC6,FBXW7,PPI
FBXW7,ANGPTL4,PPI
BMP1,CHRD,PPI
WIPF1,HCK,PPI
SYNGR1,CREB3,PPI
SYNGR1,FATE1,PPI
SMAD2,TSPYL2,PPI
WIPF1,FYN,PPI
WIPF1,HCLS1,PPI
HOMER3,WIPF1,PPI
WIPF1,ALAS1,PPI
WIPF1,ABI2,PPI
APTX,TSPYL2,PPI
PLSCR1,CHRD,PPI
RBFOX2,TOLLIP,PPI
KRTAP4-2,DLGAP2,PPI
ENC1,-,PPI
CENPF,NDE1,PPI
YWHAE,HDAC9,PPI
ATP6V1B1,ATP6V0A1,PPI
ATP6V0A1,SEH1L,PPI
ZNF267,ATP6V0A1,PPI
MAL,PTPRN,PPI
DAZAP2,RBFOX2,PPI
DAZAP2,NEDD4L,PPI
NUDCD2,FBXW7,PPI
PRKCD,GAP43,PPI
FAM131A,PHYHIP,PPI
C14orf150,PHYHIP,PPI
C14orf1,PHYHIP,PPI
PHYHIP,PNPLA2,PPI
PHYHIP,NDRG1,PPI
COPS6,PHYHIP,PPI
PHYHIP,S100A13,PPI
PHYHIP,PPIE,PPI
NDUFV3,PHYHIP,PPI
PCDH8,BTRC,PPI
KRTAP9-2,CHRD,PPI
-,APOD,PPI
CEBPE,GPR22,PPI
RBFOX2,RBM22,PPI
KANK2,CCDC36,PPI
CYB5B,TRAF6,PPI
RBPMS,QKI,PPI
NOS1AP,FAM133A,PPI
EFHC2,NCDN,PPI
PPIA,PTPRN,PPI
TCF12,HOPX,PPI
LOC51064,NCDN,PPI
PROP1,NCDN,PPI
FBXW7,NANS,PPI
HDAC11,PHYHIP,PPI
KRTAP4-2,CHRD,PPI
RELA,FKBP11,PPI
PCDH8,UBQLN4,PPI
PLXNB2,CENPU,PPI
BAZ1A,BAZ1B,PPI
ETV6,HDAC9,PPI
ETV6,HDAC9,PPI
FBP1,FBXW7,PPI
TNF,NT5DC3,PPI
NOL4,MAGEA11,PPI
RBFOX2,GLIS2,PPI
SEPT5,SEPT10,PPI
PHF20L1,ELAVL4,PPI
RPS3A,EDEM2,PPI
MAGED4,PHYHIP,PPI
NFE2,PHYHIP,PPI
TTR,PHYHIP,PPI
PHYHIP,MED8,PPI
EEF1A1,PHYHIP,PPI
C1orf156,PHYHIP,PPI
ZZEF1,PHYHIP,PPI
CLGN,XK,PPI
PTK2B,PDCD6IP,PPI
SMARCC2,PHYHIP,PPI
QKI,THAP1,PPI
RBFOX2,ATXN1,PPI
A2M,NCDN,PPI
PSME3,EAF2,PPI
GALNT12,FBXW7,PPI
SUMF2,FBXW7,PPI
PIN1,SSBP3,PPI
ETV6,HDAC9,PPI
CYB5B,HLA-B,PPI
WIPF1,WBP4,PPI
ADRB2,LAMP2,PPI
FRMPD4,STK36,PPI
CDK1,NDE1,PPI
CATSPER1,CHRD,PPI
OTX1,CHRD,PPI
FBXW7,SCGB3A1,PPI
SLC6A12,SCRIB,PPI
WDR77,QKI,PPI
MAP2K1,FBXW7,PPI
SLC6A12,REL,PPI
MAST3,CNTNAP4,PPI
LRIF1,KCNE3,PPI
RBFOX2,MAGED1,PPI
RNF10,UBE2O,PPI
TMOD1,FBXW7,PPI
TRIM25,FBXW7,PPI
CDC45,CAMK1G,PPI
NEDD4L,MED28,PPI
ENTPD6,GSK3B,PPI
SPERT,ARHGEF40,PPI
HRAS,FBXW7,PPI
TAC1,ARHGEF40,PPI
RBFOX2,HNRNPH2,PPI
CAMK2B,RBFOX2,PPI
RBFOX2,DDX5,PPI
CUL1,FBXW7,PPI
SUPT5H,PHYHIP,PPI
RBFOX2,VAC14,PPI
EPS8,BAIAP2,PPI
VASP,BAIAP2,PPI
HSP90AB1,FBXW7,PPI
XPA,FBXW7,PPI
MAPKAPK3,FBXW7,PPI
IGFBP3,FBXW7,PPI
CDK2,FBXW7,PPI
CRK,DLGAP2,PPI
PIK3R1,SHANK2,PPI
GRB2,SHANK2,PPI
PDE4D,SHANK2,PPI
NCK1,SHANK2,PPI
ABL1,CHRD,PPI
PRMT5,PHYHIP,PPI
PTPRN,SNX19,PPI
SYN1,RB1CC1,PPI
SNAPC5,NOL4,PPI
SNAPC5,NOL4,PPI
ABL1,DLGAP2,PPI
YWHAZ,NEDD4L,PPI
SFN,NEDD4L,PPI
