"Gene.symbol","Cell.type","SUID","name","selected","OG_Gene","ALSOD","DEG"
"FAM162A",NA,168982,"FAM162A","false",FALSE,FALSE,FALSE
"FAM9B",NA,169031,"FAM9B","false",FALSE,FALSE,FALSE
"FANCC",NA,170221,"FANCC","false",FALSE,FALSE,FALSE
"FASLG",NA,168124,"FASLG","false",FALSE,FALSE,FALSE
"FASTK",NA,170155,"FASTK","false",FALSE,FALSE,FALSE
"FATE1",NA,168595,"FATE1","false",FALSE,FALSE,FALSE
"FBP1",NA,170432,"FBP1","false",FALSE,FALSE,FALSE
"FBP2",NA,170167,"FBP2","false",FALSE,FALSE,FALSE
"FBXO6",NA,168720,"FBXO6","false",FALSE,FALSE,FALSE
"FBXW7",NA,167800,"FBXW7","false",TRUE,FALSE,FALSE
"FGFR2",NA,169494,"FGFR2","false",FALSE,FALSE,FALSE
"FGFR3",NA,169490,"FGFR3","false",FALSE,FALSE,FALSE
"FHL2",NA,168093,"FHL2","false",FALSE,FALSE,FALSE
"FKBP11",NA,168055,"FKBP11","false",TRUE,FALSE,FALSE
"FLNA",NA,169796,"FLNA","false",FALSE,FALSE,FALSE
"FLOT2",NA,168980,"FLOT2","false",FALSE,FALSE,FALSE
"FLT1",NA,169426,"FLT1","false",FALSE,FALSE,FALSE
"FOXP3",NA,170250,"FOXP3","false",FALSE,FALSE,FALSE
"FSCN1",NA,167986,"FSCN1","false",FALSE,FALSE,FALSE
"FTSJ3",NA,168457,"FTSJ3","false",FALSE,FALSE,FALSE
"FUBP3",NA,168918,"FUBP3","false",FALSE,FALSE,FALSE
"FUS",NA,170013,"FUS","false",FALSE,TRUE,FALSE
"FXR1",NA,169965,"FXR1","false",FALSE,FALSE,FALSE
"FYN",NA,168880,"FYN","false",FALSE,FALSE,FALSE
"GADD45G",NA,170046,"GADD45G","false",FALSE,FALSE,FALSE
"GALNT12",NA,170463,"GALNT12","false",FALSE,FALSE,FALSE
"GATAD1",NA,168031,"GATAD1","false",FALSE,FALSE,FALSE
"GATM",NA,168901,"GATM","false",TRUE,FALSE,FALSE
"GC",NA,169445,"GC","false",FALSE,FALSE,FALSE
"GDNF",NA,168221,"GDNF","false",FALSE,FALSE,FALSE
"GFI1B",NA,168062,"GFI1B","false",FALSE,FALSE,FALSE
"GINS4",NA,168425,"GINS4","false",FALSE,FALSE,FALSE
"GIT1",NA,168203,"GIT1","false",FALSE,FALSE,FALSE
"GIT2",NA,169887,"GIT2","false",FALSE,FALSE,FALSE
"GLIS2",NA,168692,"GLIS2","false",FALSE,FALSE,FALSE
"GLRX3",NA,170310,"GLRX3","false",FALSE,FALSE,FALSE
"GNA11",NA,169317,"GNA11","false",FALSE,FALSE,FALSE
"GNA13",NA,169410,"GNA13","false",FALSE,FALSE,TRUE
"GNAI3",NA,168935,"GNAI3","false",FALSE,FALSE,FALSE
"GNAO1",NA,169822,"GNAO1","false",FALSE,FALSE,FALSE
"GNAQ",NA,168838,"GNAQ","false",FALSE,FALSE,FALSE
"GNAZ",NA,167868,"GNAZ","false",FALSE,FALSE,FALSE
"GOLGA2",NA,168213,"GOLGA2","false",FALSE,FALSE,FALSE
"GP1BB",NA,168828,"GP1BB","false",FALSE,FALSE,FALSE
"GP6",NA,168436,"GP6","false",FALSE,FALSE,FALSE
"GPR22",NA,169081,"GPR22","false",TRUE,FALSE,FALSE
"GPRASP2",NA,170258,"GPRASP2","false",FALSE,FALSE,FALSE
"GPSM1",NA,168087,"GPSM1","false",FALSE,FALSE,FALSE
"GRB2",NA,169011,"GRB2","false",FALSE,FALSE,FALSE
"GRB7",NA,168294,"GRB7","false",FALSE,FALSE,FALSE
"GRIN2D",NA,169783,"GRIN2D","false",FALSE,FALSE,FALSE
"GRIN3A",NA,168475,"GRIN3A","false",FALSE,FALSE,FALSE
"GRIN3B",NA,168953,"GRIN3B","false",FALSE,FALSE,FALSE
"GRIPAP1",NA,169437,"GRIPAP1","false",FALSE,FALSE,FALSE
"GRK5",NA,167859,"GRK5","false",FALSE,FALSE,FALSE
"GRM2",NA,169235,"GRM2","false",FALSE,FALSE,FALSE
"GSK3B",NA,170504,"GSK3B","false",FALSE,FALSE,FALSE
"GSTM4",NA,169636,"GSTM4","false",FALSE,FALSE,FALSE
"GTF2A1L",NA,168323,"GTF2A1L","false",FALSE,FALSE,FALSE
"GTF3C4",NA,168986,"GTF3C4","false",FALSE,FALSE,FALSE
"H1FX",NA,169102,"H1FX","false",FALSE,FALSE,FALSE
"H3F3A",NA,168790,"H3F3A","false",FALSE,FALSE,FALSE
"HACD3",NA,170125,"HACD3","false",FALSE,FALSE,FALSE
"HBA2",NA,169399,"HBA2","false",FALSE,FALSE,FALSE
"HCFC1",NA,169176,"HCFC1","false",FALSE,FALSE,FALSE
"HCK",NA,170348,"HCK","false",FALSE,FALSE,FALSE
"HCTP4",NA,168887,"HCTP4","false",FALSE,FALSE,FALSE
"HDAC1",NA,168440,"HDAC1","false",FALSE,FALSE,FALSE
"HDAC11",NA,169624,"HDAC11","false",FALSE,FALSE,FALSE
"HDAC2",NA,168801,"HDAC2","false",FALSE,FALSE,FALSE
"HDAC3",NA,168012,"HDAC3","false",FALSE,FALSE,FALSE
"HDAC4",NA,168346,"HDAC4","false",FALSE,FALSE,FALSE
"HECW2",NA,169198,"HECW2","false",FALSE,FALSE,FALSE
"HEL-S-103",NA,169879,"HEL-S-103","false",FALSE,FALSE,FALSE
"HEY1",NA,169712,"HEY1","false",FALSE,FALSE,FALSE
"HEY2",NA,168304,"HEY2","false",FALSE,FALSE,FALSE
"HGS",NA,168672,"HGS","false",FALSE,FALSE,FALSE
"HIF1A",NA,168382,"HIF1A","false",FALSE,FALSE,FALSE
"HINT1",NA,168035,"HINT1","false",FALSE,FALSE,FALSE
"HIPK2",NA,168398,"HIPK2","false",FALSE,FALSE,FALSE
"HIST1H4L",NA,168262,"HIST1H4L","false",FALSE,FALSE,FALSE
"HIST2H3D",NA,168531,"HIST2H3D","false",FALSE,FALSE,FALSE
"HIST3H3",NA,168741,"HIST3H3","false",FALSE,FALSE,FALSE
"HLA-B",NA,170469,"HLA-B","false",FALSE,FALSE,TRUE
"HLA-DMB",NA,169091,"HLA-DMB","false",FALSE,FALSE,FALSE
"HMGB1",NA,169545,"HMGB1","false",FALSE,FALSE,FALSE
"HMOX2",NA,169460,"HMOX2","false",FALSE,FALSE,FALSE
"HNRNPAB",NA,168182,"HNRNPAB","false",FALSE,FALSE,FALSE
"HNRNPH1",NA,168990,"HNRNPH1","false",FALSE,FALSE,FALSE
"HNRNPH2",NA,168695,"HNRNPH2","false",FALSE,FALSE,FALSE
"HNRNPK",NA,168565,"HNRNPK","false",FALSE,FALSE,FALSE
"HNRNPLL",NA,168408,"HNRNPLL","false",FALSE,FALSE,FALSE
"HNRNPU",NA,168145,"HNRNPU","false",FALSE,FALSE,FALSE
"HNRPA1",NA,169535,"HNRPA1","false",FALSE,FALSE,FALSE
"HNRPF",NA,168328,"HNRPF","false",FALSE,FALSE,FALSE
"HOMER1",NA,167884,"HOMER1","false",FALSE,FALSE,FALSE
"HOMER3",NA,167852,"HOMER3","false",TRUE,FALSE,FALSE
"HOPX",NA,169606,"HOPX","false",TRUE,FALSE,FALSE
"HOXA1",NA,168808,"HOXA1","false",FALSE,FALSE,FALSE
"HP1BP3",NA,168139,"HP1BP3","false",FALSE,FALSE,FALSE
"HRG",NA,168803,"HRG","false",FALSE,FALSE,FALSE
"HSP90AA1",NA,167939,"HSP90AA1","false",FALSE,FALSE,FALSE
"HSP90AB1",NA,170133,"HSP90AB1","false",FALSE,FALSE,FALSE
"HSPA8",NA,168159,"HSPA8","false",FALSE,FALSE,FALSE
"HSPB1",NA,169463,"HSPB1","false",FALSE,FALSE,FALSE
"HSPE1",NA,169683,"HSPE1","false",FALSE,FALSE,FALSE
"HTATIP",NA,169909,"HTATIP","false",FALSE,FALSE,FALSE
"HTR2A",NA,168277,"HTR2A","false",TRUE,FALSE,FALSE
"HTT",NA,170123,"HTT","false",FALSE,FALSE,FALSE
"ID2",NA,169969,"ID2","false",FALSE,FALSE,FALSE
"IKBKB",NA,169719,"IKBKB","false",FALSE,FALSE,FALSE
"IKBKE",NA,170246,"IKBKE","false",FALSE,FALSE,FALSE
"IKZF2",NA,168951,"IKZF2","false",FALSE,FALSE,FALSE
"IKZF3",NA,168949,"IKZF3","false",FALSE,FALSE,FALSE
"IKZF4",NA,169574,"IKZF4","false",FALSE,FALSE,FALSE
"IL1F5",NA,170340,"IL1F5","false",FALSE,FALSE,FALSE
"ILF2",NA,168354,"ILF2","false",FALSE,FALSE,FALSE
"IMMT",NA,170042,"IMMT","false",FALSE,FALSE,FALSE
"INPPL1",NA,168585,"INPPL1","false",FALSE,FALSE,FALSE
"INSR",NA,170278,"INSR","false",FALSE,FALSE,FALSE
"ISYNA1",NA,167906,"ISYNA1","false",TRUE,FALSE,FALSE
"ITCH",NA,168727,"ITCH","false",FALSE,FALSE,FALSE
"ITGB2",NA,169762,"ITGB2","false",FALSE,FALSE,FALSE
"ITGB3",NA,169370,"ITGB3","false",FALSE,FALSE,FALSE
"ITPR2",NA,167948,"ITPR2","false",TRUE,TRUE,TRUE
"ITSN2",NA,169022,"ITSN2","false",FALSE,FALSE,FALSE
"IXL",NA,167854,"IXL","false",FALSE,FALSE,FALSE
"JAG1",NA,168118,"JAG1","false",FALSE,FALSE,FALSE
"JAK1",NA,169419,"JAK1","false",FALSE,FALSE,FALSE
"JAK3",NA,169585,"JAK3","false",FALSE,FALSE,FALSE
"JUN",NA,168765,"JUN","false",FALSE,FALSE,FALSE
"KANK1",NA,169814,"KANK1","false",FALSE,FALSE,FALSE
"KANK2",NA,167864,"KANK2","false",TRUE,FALSE,FALSE
"KAT5",NA,169009,"KAT5","false",FALSE,FALSE,FALSE
"KAT7",NA,170260,"KAT7","false",FALSE,FALSE,FALSE
"KCNA2",NA,167961,"KCNA2","false",FALSE,FALSE,FALSE
"KCNE3",NA,170493,"KCNE3","false",FALSE,FALSE,FALSE
"KDM3A",NA,169152,"KDM3A","false",FALSE,FALSE,FALSE
"KDM5A",NA,168314,"KDM5A","false",FALSE,FALSE,FALSE
"KEAP1",NA,168389,"KEAP1","false",FALSE,FALSE,FALSE
"KEL",NA,170021,"KEL","false",FALSE,FALSE,FALSE
"KHDRBS1",NA,168423,"KHDRBS1","false",FALSE,FALSE,FALSE
"KLF16",NA,168607,"KLF16","false",FALSE,FALSE,FALSE
"KLF2",NA,167900,"KLF2","false",FALSE,FALSE,FALSE
"KLF5",NA,168785,"KLF5","false",FALSE,FALSE,FALSE
"KLHL20",NA,169646,"KLHL20","false",FALSE,FALSE,FALSE
"KLK10",NA,169832,"KLK10","false",FALSE,FALSE,FALSE
"KRT40",NA,169156,"KRT40","false",FALSE,FALSE,FALSE
"KRTAP10-1",NA,168681,"KRTAP10-1","false",FALSE,FALSE,FALSE
"KRTAP10-3",NA,168812,"KRTAP10-3","false",FALSE,FALSE,FALSE
"KRTAP10-5",NA,170152,"KRTAP10-5","false",FALSE,FALSE,FALSE
"KRTAP10-8",NA,170128,"KRTAP10-8","false",FALSE,FALSE,FALSE
"KRTAP10-9",NA,170086,"KRTAP10-9","false",FALSE,FALSE,FALSE
"KRTAP4-2",NA,170364,"KRTAP4-2","false",FALSE,FALSE,FALSE
"KRTAP5-9",NA,170146,"KRTAP5-9","false",FALSE,FALSE,FALSE
"KRTAP9-2",NA,170400,"KRTAP9-2","false",FALSE,FALSE,FALSE
"LAMP2",NA,167825,"LAMP2","false",TRUE,FALSE,FALSE
"LCK",NA,169547,"LCK","false",FALSE,FALSE,FALSE
"LDB1",NA,169267,"LDB1","false",FALSE,FALSE,FALSE
"LEPR",NA,170023,"LEPR","false",FALSE,FALSE,FALSE
"LHX4",NA,169224,"LHX4","false",FALSE,FALSE,FALSE
"LHX9",NA,169825,"LHX9","false",FALSE,FALSE,FALSE
"LIN7A",NA,169279,"LIN7A","false",FALSE,FALSE,FALSE
"LIN7C",NA,169770,"LIN7C","false",FALSE,FALSE,FALSE
"LINGO1",NA,169987,"LINGO1","false",FALSE,FALSE,FALSE
"LIPE",NA,168992,"LIPE","false",FALSE,FALSE,FALSE
"LMO1",NA,168089,"LMO1","false",FALSE,FALSE,FALSE
"LMO2",NA,168215,"LMO2","false",FALSE,FALSE,FALSE
"LMO3",NA,169242,"LMO3","false",FALSE,FALSE,FALSE
"LMO4",NA,168132,"LMO4","false",FALSE,FALSE,FALSE
"LOC51064",NA,170417,"LOC51064","false",FALSE,FALSE,FALSE
"LPXN",NA,169601,"LPXN","false",FALSE,FALSE,FALSE
"LRIF1",NA,169308,"LRIF1","false",TRUE,FALSE,FALSE
"LRP1",NA,169041,"LRP1","false",FALSE,FALSE,FALSE
"LRP12",NA,169551,"LRP12","false",TRUE,FALSE,FALSE
"LRP2",NA,168223,"LRP2","false",FALSE,FALSE,FALSE
"LRP8",NA,169875,"LRP8","false",FALSE,FALSE,FALSE
"LRRK2",NA,170210,"LRRK2","false",FALSE,FALSE,FALSE
"LSM8",NA,168843,"LSM8","false",FALSE,FALSE,FALSE
"LYST",NA,168477,"LYST","false",FALSE,FALSE,FALSE
"MAD1L1",NA,169752,"MAD1L1","false",FALSE,FALSE,FALSE
"MAD2L1BP",NA,167918,"MAD2L1BP","false",FALSE,FALSE,FALSE
"MADD",NA,169920,"MADD","false",FALSE,FALSE,FALSE
"MAGEA11",NA,169029,"MAGEA11","false",FALSE,FALSE,FALSE
"MAGEB4",NA,168052,"MAGEB4","false",FALSE,FALSE,FALSE
"MAGED1",NA,168716,"MAGED1","false",FALSE,FALSE,FALSE
"MAGED4",NA,169576,"MAGED4","false",FALSE,FALSE,FALSE
"MAL",NA,168504,"MAL","false",FALSE,FALSE,FALSE
"MAML1",NA,168788,"MAML1","false",FALSE,FALSE,FALSE
"MAP1A",NA,169340,"MAP1A","false",FALSE,FALSE,FALSE
"MAP2K1",NA,170487,"MAP2K1","false",FALSE,FALSE,FALSE
"MAP2K2",NA,169859,"MAP2K2","false",FALSE,FALSE,FALSE
"MAP2K4",NA,169819,"MAP2K4","false",FALSE,FALSE,FALSE
"MAP2K7",NA,169729,"MAP2K7","false",FALSE,FALSE,FALSE
"MAP3K14",NA,167934,"MAP3K14","false",FALSE,FALSE,FALSE
"MAP3K4",NA,170093,"MAP3K4","false",FALSE,FALSE,FALSE
"MAP4K1",NA,168207,"MAP4K1","false",FALSE,FALSE,FALSE
"MAPK1",NA,169359,"MAPK1","false",FALSE,FALSE,FALSE
"MAPK1IP1L",NA,168883,"MAPK1IP1L","false",FALSE,FALSE,FALSE
"MAPK3",NA,169332,"MAPK3","false",FALSE,FALSE,FALSE
"MAPK6",NA,169053,"MAPK6","false",FALSE,FALSE,FALSE
"MAPK8",NA,167847,"MAPK8","false",FALSE,FALSE,FALSE
"MAPKAPK3",NA,170522,"MAPKAPK3","false",FALSE,FALSE,FALSE
"MATK",NA,169428,"MATK","false",FALSE,FALSE,FALSE
"MAX",NA,169476,"MAX","false",FALSE,FALSE,FALSE
"MBD2",NA,167952,"MBD2","false",FALSE,FALSE,FALSE
"MCAM",NA,169389,"MCAM","false",FALSE,FALSE,FALSE
"MCM7",NA,168147,"MCM7","false",FALSE,FALSE,FALSE
"MDM2",NA,169085,"MDM2","false",FALSE,FALSE,FALSE
"MECP2",NA,168319,"MECP2","false",FALSE,FALSE,FALSE
"MED1",NA,168580,"MED1","false",FALSE,FALSE,FALSE
"MED10",NA,168497,"MED10","false",FALSE,FALSE,FALSE
"MED11",NA,168661,"MED11","false",FALSE,FALSE,FALSE
"MED12",NA,168302,"MED12","false",FALSE,FALSE,FALSE
"MED13L",NA,168619,"MED13L","false",FALSE,FALSE,FALSE
"MED14",NA,168033,"MED14","false",FALSE,FALSE,TRUE
"MED16",NA,168081,"MED16","false",FALSE,FALSE,FALSE
"MED17",NA,168859,"MED17","false",FALSE,FALSE,FALSE
"MED19",NA,168780,"MED19","false",FALSE,FALSE,FALSE
"MED20",NA,168028,"MED20","false",FALSE,FALSE,FALSE
"MED22",NA,168126,"MED22","false",FALSE,FALSE,FALSE
"MED24",NA,168782,"MED24","false",FALSE,FALSE,FALSE
"MED25",NA,169119,"MED25","false",FALSE,FALSE,FALSE
"MED26",NA,168840,"MED26","false",FALSE,FALSE,FALSE
"MED28",NA,168770,"MED28","false",FALSE,FALSE,FALSE
"MED30",NA,168510,"MED30","false",FALSE,FALSE,FALSE
"MED31",NA,168491,"MED31","false",FALSE,FALSE,FALSE
"MED4",NA,168377,"MED4","false",FALSE,FALSE,FALSE
"MED6",NA,168312,"MED6","false",FALSE,FALSE,FALSE
"MED7",NA,167944,"MED7","false",FALSE,FALSE,FALSE
"MED8",NA,168342,"MED8","false",FALSE,FALSE,TRUE
"MED9",NA,168544,"MED9","false",FALSE,FALSE,FALSE
"MEF2A",NA,167807,"MEF2A","false",FALSE,FALSE,FALSE
"MEF2B",NA,168344,"MEF2B","false",FALSE,FALSE,FALSE
"MEF2C",NA,168252,"MEF2C","false",FALSE,FALSE,FALSE
"MEOX2",NA,168556,"MEOX2","false",FALSE,FALSE,FALSE
"MKI67",NA,168264,"MKI67","false",FALSE,FALSE,FALSE
"MKL1",NA,167897,"MKL1","false",TRUE,FALSE,FALSE
"MKL2",NA,169346,"MKL2","false",FALSE,FALSE,FALSE
"MLLT3",NA,170068,"MLLT3","false",FALSE,FALSE,FALSE
"MMS22L",NA,169603,"MMS22L","false",FALSE,FALSE,FALSE
"MNAT1",NA,169671,"MNAT1","false",FALSE,FALSE,FALSE
"MOB1A",NA,168506,"MOB1A","false",FALSE,FALSE,FALSE
"MOB4",NA,169394,"MOB4","false",FALSE,FALSE,FALSE
"MORF4L1",NA,168756,"MORF4L1","false",FALSE,FALSE,FALSE
"MORF4L2",NA,168519,"MORF4L2","false",FALSE,FALSE,FALSE
"MOS",NA,169074,"MOS","false",FALSE,FALSE,FALSE
"MPHOSPH6",NA,169310,"MPHOSPH6","false",FALSE,FALSE,FALSE
"MPST",NA,167974,"MPST","false",FALSE,FALSE,FALSE
"MRGBP",NA,168568,"MRGBP","false",FALSE,FALSE,FALSE
"MRPL28",NA,169803,"MRPL28","false",FALSE,FALSE,FALSE
"MRPL44",NA,168767,"MRPL44","false",FALSE,FALSE,FALSE
"MRPL46",NA,169132,"MRPL46","false",FALSE,FALSE,FALSE
"MRPL50",NA,168495,"MRPL50","false",FALSE,FALSE,FALSE
"MRPS12",NA,169915,"MRPS12","false",FALSE,FALSE,FALSE
"MRPS6",NA,169967,"MRPS6","false",FALSE,FALSE,FALSE
"MSX1",NA,169678,"MSX1","false",FALSE,FALSE,FALSE
"MT-ND2",NA,168330,"MT-ND2","false",FALSE,TRUE,FALSE
"MTOR",NA,168663,"MTOR","false",FALSE,FALSE,FALSE
"MVP",NA,168001,"MVP","false",FALSE,FALSE,FALSE
"MXD1",NA,169514,"MXD1","false",FALSE,FALSE,FALSE
"MXI1",NA,168957,"MXI1","false",FALSE,FALSE,FALSE
"MYB",NA,168659,"MYB","false",FALSE,FALSE,FALSE
"MYC",NA,168898,"MYC","false",FALSE,FALSE,FALSE
"MYCBP",NA,169744,"MYCBP","false",FALSE,FALSE,FALSE
"MYCN",NA,168196,"MYCN","false",FALSE,FALSE,FALSE
"MYH2",NA,169812,"MYH2","false",FALSE,FALSE,FALSE
"MYH9",NA,169877,"MYH9","false",FALSE,FALSE,FALSE
"MYL12A",NA,170108,"MYL12A","false",FALSE,FALSE,FALSE
"MYO5A",NA,168275,"MYO5A","false",FALSE,FALSE,FALSE
"MYO6",NA,169276,"MYO6","false",FALSE,FALSE,FALSE
"MYOCD",NA,168375,"MYOCD","false",FALSE,FALSE,FALSE
"MYOT",NA,170055,"MYOT","false",FALSE,FALSE,FALSE
"MYT1",NA,168611,"MYT1","false",FALSE,FALSE,FALSE
"MYZAP",NA,168194,"MYZAP","false",FALSE,FALSE,FALSE
"NABP1",NA,168521,"NABP1","false",FALSE,FALSE,FALSE
"NACA",NA,169962,"NACA","false",FALSE,FALSE,FALSE
"NAF1",NA,170191,"NAF1","false",FALSE,FALSE,FALSE
"NANOS1",NA,169881,"NANOS1","false",FALSE,FALSE,FALSE
"NANS",NA,170421,"NANS","false",FALSE,FALSE,FALSE
"NCF1",NA,169134,"NCF1","false",FALSE,FALSE,FALSE
"NCK1",NA,169272,"NCK1","false",FALSE,FALSE,FALSE
"NCKIPSD",NA,169293,"NCKIPSD","false",FALSE,FALSE,FALSE
"NCOA1",NA,168075,"NCOA1","false",FALSE,FALSE,FALSE
"NCOA2",NA,168070,"NCOA2","false",FALSE,FALSE,FALSE
"NCOA3",NA,168073,"NCOA3","false",FALSE,FALSE,FALSE
"NCOR1",NA,167877,"NCOR1","false",FALSE,FALSE,FALSE
"NCSTN",NA,168609,"NCSTN","false",FALSE,FALSE,FALSE
"NDE1",NA,169357,"NDE1","false",TRUE,FALSE,FALSE
"NDRG1",NA,170387,"NDRG1","false",FALSE,FALSE,FALSE
"NDUFA7",NA,168674,"NDUFA7","false",FALSE,FALSE,FALSE
"NDUFB10",NA,169537,"NDUFB10","false",FALSE,FALSE,FALSE
"NDUFS6",NA,167980,"NDUFS6","false",FALSE,FALSE,FALSE
"NDUFV3",NA,170395,"NDUFV3","false",FALSE,FALSE,FALSE
"NEDD9",NA,169265,"NEDD9","false",FALSE,FALSE,FALSE
"NF1",NA,170011,"NF1","false",FALSE,FALSE,FALSE
"NFATC4",NA,169080,"NFATC4","false",FALSE,FALSE,FALSE
"NFE2",NA,170443,"NFE2","false",FALSE,FALSE,FALSE
"NFE2L1",NA,168483,"NFE2L1","false",FALSE,FALSE,FALSE
"NFE2L2",NA,169121,"NFE2L2","false",FALSE,FALSE,FALSE
"NFKB2",NA,168725,"NFKB2","false",FALSE,FALSE,FALSE
"NFX1",NA,169619,"NFX1","false",FALSE,FALSE,FALSE
"NIF3L1",NA,168552,"NIF3L1","false",FALSE,FALSE,FALSE
"NKX2-1",NA,168998,"NKX2-1","false",FALSE,FALSE,FALSE
"NLGN4X",NA,169781,"NLGN4X","false",FALSE,FALSE,FALSE
"NLK",NA,169100,"NLK","false",FALSE,FALSE,FALSE
"NLRC4",NA,168241,"NLRC4","false",FALSE,FALSE,FALSE
"NME3",NA,169835,"NME3","false",FALSE,FALSE,FALSE
"NOL4",NA,168538,"NOL4","false",TRUE,FALSE,FALSE
"NOLC1",NA,168352,"NOLC1","false",FALSE,FALSE,FALSE
"NONO",NA,168729,"NONO","false",FALSE,FALSE,FALSE
"NOP2",NA,168667,"NOP2","false",FALSE,FALSE,FALSE
"NOP56",NA,168984,"NOP56","false",FALSE,FALSE,FALSE
"NOS1",NA,167882,"NOS1","false",FALSE,FALSE,FALSE
"NOS3",NA,168079,"NOS3","false",FALSE,FALSE,FALSE
"NOTCH1",NA,169238,"NOTCH1","false",FALSE,FALSE,FALSE
"NOTCH2NL",NA,170232,"NOTCH2NL","false",FALSE,FALSE,FALSE
"NOTCH4",NA,169483,"NOTCH4","false",FALSE,FALSE,FALSE
"NPHP1",NA,169402,"NPHP1","false",FALSE,FALSE,FALSE
"NPM1",NA,168149,"NPM1","false",FALSE,FALSE,FALSE
"NPTX2",NA,169801,"NPTX2","false",FALSE,FALSE,FALSE
"NR0B2",NA,168830,"NR0B2","false",FALSE,FALSE,FALSE
"NR2E3",NA,168219,"NR2E3","false",FALSE,FALSE,FALSE
"NR3A2",NA,169740,"NR3A2","false",FALSE,FALSE,FALSE
"NRBP1",NA,169631,"NRBP1","false",FALSE,FALSE,FALSE
"NRIP1",NA,168066,"NRIP1","false",FALSE,FALSE,FALSE
"NRTN",NA,169640,"NRTN","false",FALSE,FALSE,FALSE
"NSD2",NA,168332,"NSD2","false",FALSE,FALSE,FALSE
"NTRK3",NA,169263,"NTRK3","false",FALSE,FALSE,FALSE
"NUDCD2",NA,170378,"NUDCD2","false",FALSE,FALSE,FALSE
"NUP214",NA,169104,"NUP214","false",FALSE,FALSE,FALSE
"NUP93",NA,168010,"NUP93","false",FALSE,FALSE,FALSE
"NXT2",NA,170342,"NXT2","false",FALSE,FALSE,FALSE
"OBFC2B",NA,167928,"OBFC2B","false",FALSE,FALSE,FALSE
"OSGEP",NA,169045,"OSGEP","false",FALSE,FALSE,FALSE
"OTX1",NA,170480,"OTX1","false",FALSE,FALSE,FALSE
"PA2G4",NA,168048,"PA2G4","false",FALSE,FALSE,FALSE
"PAEP",NA,169956,"PAEP","false",FALSE,FALSE,FALSE
"PAFAH1B1",NA,169700,"PAFAH1B1","false",FALSE,FALSE,FALSE
"PAK2",NA,170051,"PAK2","false",FALSE,FALSE,FALSE
"PARP1",NA,169196,"PARP1","false",FALSE,FALSE,FALSE
"PAX6",NA,169512,"PAX6","false",FALSE,FALSE,FALSE
"PBX1",NA,168337,"PBX1","false",FALSE,FALSE,FALSE
"PBX2",NA,167810,"PBX2","false",FALSE,FALSE,FALSE
"PCBP1",NA,168915,"PCBP1","false",FALSE,FALSE,FALSE
"PCBP2",NA,168910,"PCBP2","false",FALSE,FALSE,FALSE
"PCBP4",NA,170295,"PCBP4","false",FALSE,FALSE,FALSE
"PCDHA4",NA,169941,"PCDHA4","false",FALSE,FALSE,FALSE
"PCNA",NA,168122,"PCNA","false",FALSE,FALSE,TRUE
"PDCD5",NA,169654,"PDCD5","false",FALSE,FALSE,FALSE
"PDCD6IP",NA,168629,"PDCD6IP","false",FALSE,FALSE,FALSE
"PDE4D",NA,170530,"PDE4D","false",FALSE,FALSE,FALSE
"PDHA1",NA,168649,"PDHA1","false",FALSE,FALSE,FALSE
"PDPK1",NA,169787,"PDPK1","false",FALSE,FALSE,FALSE
"PDS5B",NA,168931,"PDS5B","false",FALSE,FALSE,FALSE
"PFDN1",NA,168420,"PFDN1","false",FALSE,FALSE,FALSE
"PFN2",NA,169913,"PFN2","false",FALSE,FALSE,FALSE
"PHF20L1",NA,170439,"PHF20L1","false",FALSE,FALSE,FALSE
"PHYH",NA,169578,"PHYH","false",FALSE,FALSE,TRUE
"PIAS4",NA,169124,"PIAS4","false",FALSE,FALSE,FALSE
"PICK1",NA,169927,"PICK1","false",FALSE,FALSE,FALSE
"PIG59",NA,169348,"PIG59","false",FALSE,FALSE,FALSE
"PIK3R1",NA,167886,"PIK3R1","false",FALSE,FALSE,FALSE
"PITPNM1",NA,169894,"PITPNM1","false",FALSE,FALSE,FALSE
"PITPNM2",NA,169897,"PITPNM2","false",FALSE,FALSE,FALSE
"PKN1",NA,167851,"PKN1","false",FALSE,FALSE,FALSE
"PLCD1",NA,169503,"PLCD1","false",FALSE,FALSE,FALSE
"PLCG1",NA,168387,"PLCG1","false",FALSE,FALSE,FALSE
"PLEKHA4",NA,169621,"PLEKHA4","false",FALSE,FALSE,FALSE
"PLOD1",NA,168468,"PLOD1","false",FALSE,FALSE,FALSE
"PLP1",NA,168227,"PLP1","false",FALSE,FALSE,FALSE
"PLSCR1",NA,170361,"PLSCR1","false",FALSE,FALSE,TRUE
"PLXNB2",NA,168018,"PLXNB2","false",TRUE,FALSE,FALSE
"PNKP",NA,169209,"PNKP","false",FALSE,FALSE,FALSE
"PNP",NA,169407,"PNP","false",FALSE,FALSE,FALSE
"PNPLA2",NA,170385,"PNPLA2","false",FALSE,FALSE,FALSE
"POLA2",NA,168455,"POLA2","false",FALSE,FALSE,FALSE
"POLE3",NA,169024,"POLE3","false",FALSE,FALSE,FALSE
"POLR2C",NA,169943,"POLR2C","false",FALSE,FALSE,FALSE
"POLR2M",NA,169734,"POLR2M","false",FALSE,FALSE,FALSE
"POLR3D",NA,168485,"POLR3D","false",FALSE,FALSE,FALSE
"POLR3F",NA,169447,"POLR3F","false",FALSE,FALSE,FALSE
