Genes,P_3A.CEL,P_4Aa.CEL,P_5A.CEL,P_7Aa.CEL,P_8A.CEL,P_MW4.CEL,P_MW5.CEL,P_MW8.CEL
LDHA,265.7571007,262.377527,359.1291298,351.1210739,404.4836004,284.7302281,201.9112339,282.3885809
MLF2,12.51575479,10.27257335,14.68690134,13.1091133,14.29107322,9.090159722,6.926735011,6.480834971
IFIT3,4.991065508,18.0676942,4.151388163,4.73177075,3.98810275,3.005923719,8.216784127,4.140450638
NAP1L1,76.64434025,48.98496342,41.17794907,93.43350063,63.03016485,60.53696438,39.4381736,51.93836362
WWTR1,3.661715943,4.59658581,3.821235876,2.766722908,4.809943303,4.495250748,4.062420031,18.38238683
FAM8A1,47.60725632,47.60725632,50.33836215,43.30289212,54.686919,37.9350373,32.02272314,40.51488405
GNAL,3.043188956,2.720962775,1.810733228,2.691944161,4.537566404,1.680038445,1.94016384,1.863886205
TUBA3C,8.353645442,17.4981559,15.37945101,21.6477548,17.4981559,9.981385739,17.63758584,13.93028165
NCK1,30.75745837,27.52446814,23.64616963,31.56947177,34.00243549,26.75357532,26.94300108,22.73853785
EHBP1,27.30313299,23.50019042,21.48547237,19.58215725,23.50019042,23.50019042,24.3750271,18.73928207
APH1A,6.546156832,7.414421304,6.546156832,7.692820892,6.151599369,6.257707061,7.311224622,6.278873365
MRVI1,7.612092859,17.48462967,13.16694282,8.180933704,6.403101676,10.29379961,20.70102698,32.10861965
SLITRK1,33.55801761,31.72916837,49.44054864,26.59130689,30.14848039,28.06892527,16.31491805,20.53780065
NCS1,17.06774436,24.69603472,16.87711888,20.22194896,17.79501321,15.5506841,15.30523582,22.69517169
RPS23,88.80924249,286.8115823,214.658139,176.068302,145.3028921,131.6637069,145.3028921,156.1329204
SGSM2,30.37478701,26.60895716,33.63309321,30.47399231,29.31814879,33.5490141,30.76259356,37.40657936
FAXC,8.853983013,10.48480235,9.860614179,9.254147259,13.68804146,9.034804703,7.41075105,10.29613885
TUBB3,81.28910729,218.0727572,157.4386563,290.4659139,315.6747912,138.591061,134.8897062,152.2660136
ARHGEF9,8.665481321,11.04875804,13.43020502,11.10499687,11.97837714,9.274134196,6.657114448,9.651388516
CCSER2,12.22503925,10.48480235,7.727133096,8.701498049,10.39389339,8.801461135,8.327337439,5.145541758
SNORA76C,4.053952736,4.455216012,4.606769596,4.606769596,4.986564197,5.284118861,7.594701909,5.843050333
MT1G,141.7450064,239.374532,199.2869928,175.211983,134.9729845,164.8988455,164.8988455,197.1210739
LANCL2,9.399248334,11.80507514,9.700598908,12.41125859,10.96251812,4.060361478,10.3233841,8.039329198
SEMA6A,7.775202669,7.581592598,8.095512206,6.309118818,9.492382495,8.696415356,8.527505888,8.626048432
FAM162A,13.68589995,12.32348214,16.2074993,14.09389774,12.41125859,10.63757135,10.8392947,11.07540904
CAND1,1.523177708,2.008315563,2.008315563,3.14535915,2.174423119,1.217643638,1.556578286,1.714178248
RPL18,5.662781965,9.640034842,12.52369638,9.898824234,5.544826931,5.642526216,7.40786584,6.77727418
STAMBP,13.54060463,8.850877489,15.75943872,12.94796403,12.00644151,8.696415356,7.784104392,12.5930767
BCL2,4.346987989,7.982236879,5.285237704,3.67659568,3.442622493,4.3764703,7.119023002,9.194516082
GNAO1,13.56210528,4.51595235,7.727133096,8.037423496,6.713684475,8.037423496,10.38378057,5.977690157
TUBA4A,50.4070256,113.0135596,59.43969716,156.2484786,135.7847405,69.66652848,56.72090858,77.33356714
SEL1L3,19.78340515,20.13103987,19.39263605,20.04389631,18.68664981,18.68664981,18.68664981,18.68664981
LNP1,7.436818621,9.197831277,8.78722079,15.24008952,10.9028534,8.369467923,9.794606006,10.08760132
ZNF25,22.53437808,17.39846003,28.54341578,24.46022219,21.76680492,18.29913558,14.34561028,18.86846799
SNPH,33.02696128,49.62183012,47.32127274,28.81606169,39.15418298,29.19293298,27.56114222,25.66723221
PSAP,152.4717705,174.7419787,163.499226,176.0291633,191.2551854,144.9862622,158.346133,149.5345888
RBBP8,5.04946803,3.999219629,3.340828003,3.115871962,3.676355113,4.208633613,3.919806754,3.956613589
HADH,15.37945101,18.79635733,16.1977423,13.81179464,16.1977423,6.737858577,14.17521856,12.52177487
CLP1,3.157507619,2.888547692,3.724696873,4.23643616,6.053694274,3.805748671,3.157507619,3.115303138
ALOX5,1.911935086,8.321421767,2.416717831,1.979830928,4.887408572,3.022217087,9.814208038,17.68803717
NCOR2,61.70553223,62.10127909,66.24796232,79.53624776,59.66652848,55.69839451,59.66652848,59.21198303
JAG1,5.154544439,7.756787871,4.171567282,5.931535747,5.972080544,7.599558862,6.188843934,15.31433728
PLA2G6,4.616927274,6.593084405,4.79859984,6.522782821,6.085771321,6.024875485,5.903683197,6.085771321
NOV,1.508753527,1.362394497,1.322744832,0.988961333,1.642925764,1.210482213,1.170482918,1.156490386
CYFIP2,13.78021513,20.91728757,19.41206134,17.83060494,42.83086293,13.61931638,18.03223876,24.07276177
SMIM14,6.838449455,8.075717601,7.200188576,11.98823183,8.575522417,3.802867222,8.162420426,8.075717601
VAT1L,235.8103101,270.9119742,280.875559,303.9354547,323.8930832,237.1210739,220.6187924,239.9672955
RBM11,1.900865583,1.523177708,1.331731059,1.862331755,1.563818404,1.808044944,1.3451109,1.525477564
NUDT4,5.443751094,3.043188956,3.043188956,3.317671196,4.022674505,1.986376359,3.735103483,3.276221738
SLC35A5,1.808859968,1.951131476,1.773059041,1.22298374,1.438281072,1.370675352,1.75280391,1.954338037
NDUFA5,23.86699054,46.59288595,49.71698862,47.12107394,41.24888938,20.99670578,30.39382201,25.84050162
BTG1,4.49990076,5.564525682,6.529142509,3.341643651,3.840033776,5.259896827,5.903683197,5.866041738
EEF1D,127.0582766,138.2783447,102.0301648,145.2999716,125.8535162,117.3938012,137.8483467,124.9863951
BBS7,3.063930625,1.962033967,1.75720901,4.180557138,3.629408446,2.299768223,1.801206666,2.163180517
FBXO38,14.28892864,12.41125859,14.28892864,14.15657027,14.15657027,9.110865521,10.55716158,11.37236904
FAM102B,58.12107394,47.3317315,49.45195584,59.83987793,46.50356323,38.20291248,27.33652507,38.88241473
AGPS,12.31877782,9.56048026,9.270866204,14.92558748,11.23515128,7.521195064,10.49627121,10.95703267
GIT1,11.47802707,13.19690546,11.74963759,13.97167691,13.3006741,12.92661778,10.77147506,10.7687538
SNAPIN,7.843220146,12.41125859,12.41125859,12.7199213,12.9241862,9.08271822,11.76056351,12.41125859
ATRIP,17.62733793,16.61149384,22.11914839,19.32390134,17.91888314,21.80113477,16.26062148,16.93379345
ARHGAP1,11.42729907,13.34228459,13.29645544,10.77266837,14.24687838,13.47503116,16.55711349,14.77385857
OSBPL9,47.02928703,47.02928703,43.22929949,43.72111828,68.20064615,32.30289736,27.88977405,44.21198303
MAK16,4.510646095,3.08079088,4.357554208,5.015310621,4.372474311,3.617695514,4.541289714,4.510646095
BBS10,1.250548553,1.370124989,1.528612189,1.648852992,2.238593403,1.200373377,1.556578286,1.771015721
PLAT,11.64744335,16.93341725,22.62382215,8.180933704,12.08973334,13.8013382,12.22944044,20.13103987
ZNF432,10.48480235,9.330893302,8.889578381,5.328857634,5.69117208,10.90358796,3.32871539,5.69117208
CHGB,7.083148858,5.313732054,8.912036088,11.23515128,7.216796869,3.915007097,6.906771596,7.161131353
PPM1B,9.537511503,11.23586461,9.864138089,9.809743651,12.6027564,8.320319994,10.04460338,12.33039974
TSPYL4,123.9023197,120.3028921,141.8393558,82.90689443,143.5566449,94.00644368,70.06201408,108.5756194
ROBO1,29.8004434,24.96779866,24.2138421,20.53364264,24.2138421,20.07912588,18.70366603,20.11344513
MIR3682,2.490948397,2.490948397,2.383446156,2.383446156,2.348796949,2.383446156,2.169680787,3.342249922
BEX1,620.3980796,719.0339757,732.7574376,802.2291043,871.0301648,475.7611959,432.2206642,730.1712916
CSK,20.40816328,18.95937709,21.1016005,24.45957007,22.73286723,14.50678787,19.31107594,17.43138073
APEX1,24.59660497,32.17791747,22.21643597,38.01828479,31.10178511,23.54821272,21.05730224,24.80050006
RHOT1,108.8048979,84.20133456,96.82002396,81.18254494,94.87818869,81.87625542,58.82110155,78.38175634
CREB3L2,2.353044755,3.479645483,1.847754505,2.535478654,2.894362488,2.210903868,2.635866489,3.276903345
PLCD4,9.305403808,5.990800208,8.097176424,8.17925212,8.17925212,9.814208038,3.822598268,5.95238758
MICU2,18.30981639,20.19965485,19.3932017,15.83439418,18.13875555,14.91165615,18.18339504,16.56119448
NDRG1,12.30259411,17.49355237,19.77785052,13.06035947,13.63504977,20.13103987,25.57264438,20.69189341
PALD1,6.302443492,8.139933636,4.831362096,4.239172342,6.047549976,4.381414855,9.814208038,7.644296252
MFI2-AS1,2.418669208,2.256402744,2.256402744,2.256402744,3.059243074,3.635004114,1.611459249,2.256402744
FGF11,12.28733358,12.91103027,14.25437699,11.9103707,7.473674503,13.09833781,9.814208038,10.25500822
PEG10,15.14488115,13.99724123,13.99724123,5.158850997,23.19293582,7.548259526,4.807227919,8.221074117
C3,7.612092859,21.26219721,7.612092859,6.377096744,12.1153205,6.156451678,11.18301983,13.37854444
AK025288,2.677205054,2.353044755,4.536090668,2.677205054,2.6674054,2.980554993,2.8375583,4.003141057
GATC,8.154093762,8.04181935,5.113690152,8.9304794,6.169997132,7.942539684,5.113690152,6.169997132
STK19,3.523675791,3.600509008,3.452163426,4.712409842,4.10470093,3.669612052,4.320670459,4.131419923
CAMKK2,8.758877875,7.077153302,11.14802322,15.46126386,12.40532261,12.20811487,14.77896472,9.059434519
FOXC1,1.866619608,1.746848035,1.979830928,1.115175461,3.073783553,2.83599238,2.441833127,2.539912091
CADPS,1.170482918,1.170482918,1.170482918,1.576823157,1.170482918,0.835559956,1.051506298,1.235908722
MTIF2,15.34712809,8.948649471,7.213076495,11.77833665,8.948649471,6.257707061,4.975937153,4.9309384
IL6R,2.995050896,2.195673243,2.195673243,3.605961559,2.88913596,2.764546572,2.436818894,2.011883504
ZNF615,5.570609444,3.377465809,3.74706421,2.763808063,3.721779849,4.841011349,3.74706421,2.989809898
HECW1,27.07969943,17.124594,25.40795225,29.01257976,18.08676122,16.01207153,5.993887592,12.27293679
PACSIN2,9.707218702,13.19690546,9.814208038,10.67075734,16.80278084,10.64038196,9.867266989,12.16418274
RP11-250B2.6,1.502903655,1.040336992,1.049897043,1.276055322,1.560248896,1.200373377,1.021698208,1.124916428
MRPS36,5.925777142,8.959586697,4.634941705,8.061729898,5.846800619,4.674242324,3.544988722,6.264219686
SERINC1,24.88111404,50.3855526,54.34243688,39.21198303,50.8301238,28.30821482,33.3935881,35.83191968
TMEM129,9.814208038,9.330443058,7.567520302,8.479347622,6.876778457,3.879761131,6.876778457,7.200188576
TARSL2,3.925257021,5.201726402,3.723179764,3.408120368,5.190778853,3.045425775,4.489543104,4.946995957
NPAS3,6.871945211,4.428209235,5.850477716,6.310676939,13.97565823,8.817828149,6.192194921,11.41476963
ATP6V1A,160.1786234,212.3714799,200.3728675,146.1290869,232.7574376,167.7574376,128.2015399,173.3397531
TRAK1,9.701999389,7.45203652,10.65924934,7.914404632,7.524186339,7.990454229,7.654442329,8.954257432
SERF1A,37.82147607,25.27728876,26.57058708,49.88014568,36.62998479,21.75022854,19.04976607,29.84189638
TAPT1,8.24956462,5.195415357,5.824424291,5.195415357,3.133046106,2.730552169,3.887365894,3.207870985
MAGEE1,101.7621036,100.4992826,94.66652848,120.3884554,100.4992826,74.57561939,68.96394418,98.32757671
RPL32,136.242526,245.7468723,212.4745552,235.4447402,192.2779554,189.6064747,225.6665285,216.8483467
NDUFB6,58.7538392,75.50022232,56.98629406,110.2677191,73.18747152,37.88696372,54.2134391,62.05406242
ETNPPL,4.786318957,4.80252992,5.438903703,1.759590808,3.538438202,2.801014233,4.151538672,3.24314675
LETM1,4.340940342,5.13629929,3.461733002,4.3764703,6.481532579,3.212827543,4.119481043,3.762926815
HN1,8.966664603,10.38310789,10.08464025,10.8599129,13.40495215,7.521195064,5.399618908,9.933739257
PDE7A,1.619792817,2.217342735,2.003630549,2.213391435,2.241765102,2.299768223,2.299768223,2.299768223
COMMD8,8.479535869,5.665762633,5.84095416,4.848947906,6.257707061,5.122885141,5.748937232,6.257707061
TECR,13.12387444,13.01613338,14.18235534,19.23209184,15.9059969,9.124708721,8.85425963,8.129184617
RPSA,134.8637168,197.9088933,220.4025874,218.5564594,176.0301648,149.8238806,189.8421578,176.0301648
KCNE4,1.660050035,1.65429759,1.979830928,1.660050035,1.673385646,1.937238807,1.993745466,4.16905404
NDUFAF4,23.9886952,18.76486501,19.77401402,40.11529221,21.33638282,19.51677996,20.86231198,22.7618866
DTNA,4.395724414,4.420500983,4.282573544,5.630097594,4.151388163,3.003060218,4.641866706,6.881563893
LYRM2,6.200138653,4.642518139,3.33056804,5.560297871,3.9052533,3.563640733,3.043188956,4.735552041
FAHD1,3.378152263,5.587688114,3.95915204,4.302135577,8.187765492,5.178033821,4.421761962,9.314279634
FNIP2,12.8943787,11.09036927,13.65141255,7.49965345,11.0724261,13.33511697,11.25424331,11.0724261
RPL6,7.310497453,9.899981939,8.744272916,9.814208038,10.88071928,4.726782431,9.703496604,5.915326672
SLC38A2,237.8547182,297.2144567,278.0151201,215.2838022,308.7506366,195.3028921,204.5508313,258.7574376
ANO4,3.463277962,3.529109929,3.047893531,3.830409769,4.151388163,2.847072331,2.353044755,3.450979904
MICALL1,3.097887889,2.914175263,2.743991267,2.791314882,2.533208922,2.778855722,3.282018643,3.258206381
PHACTR2,14.08287421,13.22325348,6.926104706,10.9003491,10.73105694,9.213646144,10.02608927,6.266523807
UTP14A,3.872304336,2.804952019,3.590896427,4.237582951,3.209678104,3.478966534,3.430764862,3.115303138
LOC441666,1.331731059,1.459391533,2.464876912,1.263438152,1.531999962,1.331731059,2.284091904,1.331731059
MDH1,103.6756567,197.3083883,149.6710255,168.5548919,191.801352,110.2661471,116.9690168,134.6665285
IPO7,28.1829278,22.3284412,26.0053621,23.56621656,26.73346525,20.95940709,23.01187,20.98145038
EPB41L3,48.57561939,72.23356015,67.04985118,37.51495311,64.2943689,49.14698287,23.03126696,44.73201988
ORC3,2.699489991,2.704816958,3.043188956,3.594848135,2.733856516,2.738501275,3.043188956,2.523731466
MAP1B,693.3560013,785.7574376,728.901607,752.9519215,879.6660422,659.7574376,550.5498115,703.8315696
MT1E,107.8066947,189.1315212,145.8595786,92.6350813,123.5281919,114.6950268,144.5298571,183.5707479
CBR4,3.467011883,3.883597688,3.629408446,3.530530442,3.629408446,3.021950254,3.083103483,3.608301668
RP3-507I15.1,5.224545858,8.671275748,8.78722079,7.332637534,6.950826669,8.060643801,10.19527141,5.361143672
PPCS,2.161401222,2.7426451,1.797435108,1.648915955,1.683330265,1.617863192,1.893350053,2.179075255
RCL1,5.337527573,5.835838844,4.68492548,5.337527573,5.513564186,7.064137055,5.545822626,4.982342944
PPP1R17,2.00351793,1.940446353,2.179380762,1.979830928,1.470848839,1.979830928,1.867321167,2.020309019
RAB9B,24.48486924,22.05539394,23.78380979,24.71853963,22.12186937,14.44026653,18.77918639,23.78380979
PCYOX1,49.8668174,67.60997132,51.19380576,47.78203324,73.98900825,53.96704808,39.3737701,57.48929057
COA5,10.48480235,9.421498657,10.80047121,9.799674927,10.39389339,10.39389339,8.297259874,10.00405028
PDK1,1.661750659,1.843597174,0.998238193,1.470230079,1.683330265,1.432843997,1.624821553,1.929178156
RAB8B,33.75876452,31.03744087,30.03117979,33.67297872,26.3035951,25.81492263,26.3035951,19.53770307
LCLAT1,6.257707061,7.940529241,6.257707061,5.936803675,6.023494781,5.88888003,4.167339425,5.114686581
GALM,5.683946742,5.781260395,4.5530985,5.650947652,4.931141146,4.931141146,4.995725318,4.931141146
PHF1,62.18541497,47.11800641,46.88591841,56.8695938,54.8593414,56.35001888,44.39980125,50.11560231
MVB12B,20.49885182,20.54233144,17.95039359,18.68576526,20.60390388,15.83909302,22.09362157,21.25995482
RBMS1,245.2574376,172.866005,205.0402136,112.6665285,168.9686136,187.5957576,153.0898667,191.9349808
GTF3C3,4.957747372,5.519009906,3.083263468,4.706849106,5.337527573,5.467467877,4.186819624,5.56080094
EBF1,3.394963574,3.582270727,1.523177708,1.470230079,2.123394647,1.917815288,4.295384043,4.291156248
HDAC4,2.986947718,2.910792194,3.31178893,3.679289871,3.629408446,4.853912609,1.84620499,6.36160308
HUS1,5.784668214,3.652208682,4.737207143,3.089638166,4.535352665,4.737207143,3.439278515,3.937086605
CYCS,153.8612785,149.5329857,177.0021635,164.6963317,182.7427008,128.0297039,107.758272,145.3938012
CELF6,3.631145057,3.151542062,3.513274752,5.648034647,4.874950044,1.917815288,3.058234531,4.210655338
HMGXB3,7.526505135,7.638229122,7.705115634,9.111617499,8.036629745,9.22874261,6.918728022,6.890356099
GPR85,2.328557019,2.187106402,1.968687369,1.979830928,1.979830928,1.979830928,1.510731921,1.566301274
CCT2,34.23630379,40.27657562,38.17756219,36.80496363,40.84834666,25.1326047,20.35474939,29.0149289
PTP4A3,3.316108286,2.196089463,2.909700023,3.803959303,2.50491073,3.490604177,5.844476279,6.471599676
LAMP2,16.80370413,14.45923913,11.57294222,10.59347684,12.16739365,17.15865345,19.30246345,17.68420769
GYG1,6.050425952,6.721423018,6.005860221,5.543139342,6.169997132,4.244375123,5.465957112,6.084423311
SDHD,18.33737136,19.04052576,20.82146283,23.60797261,19.76054762,13.48607156,14.77947932,16.67473968
SLC7A6,20.14145378,22.79709534,16.96795525,19.23209184,27.93949651,22.00600717,18.48944265,19.23209184
TPD52L1,153.5155419,113.1839667,133.4307379,151.9529132,87.36322659,108.13968,80.84834666,92.39569065
SLC4A4,6.807181057,7.503734471,7.398069048,3.730134211,4.097275679,2.995748163,7.109286385,8.873129694
PFN2,42.44824946,47.86248295,61.42543215,45.21198303,44.93925575,34.94715913,36.85536357,43.80824643
LYPLA1,4.73977657,4.701121947,4.524852615,5.461921062,6.05279279,3.704821569,3.924191102,5.195415357
RNF115,2.831388564,1.708345104,1.979830928,1.903286715,1.491156444,1.409052875,2.029655611,1.822972452
ZNF638,19.23209184,19.23209184,19.91403537,19.23209184,19.23209184,19.03965044,15.91382639,14.4099226
GRB2,38.84834667,25.1452239,27.31286803,26.83923359,32.85673124,20.91343018,25.45617178,21.6079966
FDPS,13.15242587,11.87834685,11.09133661,13.36321624,16.36835624,7.028005763,4.069720359,9.112569937
TIA1,5.474776103,5.187054037,6.172790779,4.970198647,8.878125456,4.675419656,5.809801234,5.809801234
HCLS1,1.01535264,1.180562903,1.015221036,1.138816663,1.069395381,1.069395381,1.94016384,1.175006822
ADK,5.195927795,3.491354844,3.665937254,5.015310621,4.406123347,4.231021672,2.972855896,3.840507623
IFI16,2.898723685,3.292155599,2.898723685,2.898723685,2.599415492,3.593514606,5.903683197,4.368118455
LILRA2,1.523177708,2.242281494,1.323625573,1.561893791,2.283947674,1.370675352,2.15250362,1.649014303
ELOVL5,43.09743161,51.07369722,56.39949406,56.33140739,54.11334935,39.49881882,37.53050696,71.85702402
IQCB1,3.266764823,2.894697981,2.894697981,2.716662563,2.81291375,2.756080331,3.02734976,2.776505745
EPS15,48.79787494,38.28279935,56.84658869,33.0583615,48.03016485,28.72415402,21.19984963,45.21198303
AMZ2,3.020375566,3.020375566,3.237891324,3.237891324,3.657066023,2.536188767,2.120152672,2.613690101
ELK3,2.055149223,1.863325388,1.63771095,1.705064035,1.272286415,1.917815288,1.858589756,2.296061385
REPS1,8.469541878,7.878713072,10.52098932,13.97366167,11.69150554,7.118211072,8.548360076,10.08467226
SP1,1.372936342,1.523177708,1.384057583,2.019268032,2.267936792,1.923442485,1.474961105,2.447557435
QSER1,5.374328374,5.337527573,5.337527573,6.088767619,5.337527573,4.657380869,5.436539388,8.731684414
KIAA1211,52.43569945,32.93401668,39.89800229,42.1529838,34.66652873,29.26997907,10.57302456,27.33936825
C8orf44-SGK3,2.283947674,2.667641006,2.648555901,1.963832574,1.876254623,1.876254623,2.334030584,1.740540303
