gene.name,SUID,annotation.name.1,annotation.name,annotations,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Degree,Eccentricity,Ensembl.Gene.ID.1,Ensembl.Protein.ID.1,Ensembl.Gene.ID,Ensembl.Protein.ID,Entrez.Gene.ID.1,Entrez.Gene.ID,IsSingleNode,log.score.1,log.score,name,NeighborhoodConnectivity,node.type.1,node.type,NumberOfDirectedEdges,NumberOfUndirectedEdges,PartnerOfMultiEdgedNodePairs,Radiality,RefSeq.mRNA.ID.1,RefSeq.Protein.ID.1,RefSeq.mRNA.ID,RefSeq.Protein.ID,score,selected,SelfLoops,shared.name.1,shared.name,Stress,sumRank,Synonym,TopologicalCoefficient,Uniprot.ID.1,Uniprot.ID,RankVar
NEK4,17563,receptor signaling protein activity,receptor signaling protein activity,GO:0005057,1.85626911,0.00376866,0.53871499,0.26753247,56,3,ENSG00000114904,ENSP00000437703,ENSG00000114904,ENSP00000437703,6787,6787,FALSE,-0.138135559,-0.138135559,H__sapiens__1_-Hs:713656,53.53571429,query,query,0,56,0,0.78593272,NM_003157,NP_003148,NM_003157,NP_003148,0.870980614,FALSE,0,H__sapiens__1_-Hs:713656,H__sapiens__1_-Hs:713656,6054,212.8571429,pp12301,0.1683513,P51957,P51957,4342.966667
NKTR,17621,,,,1.9204893,0.00177052,0.52070064,0.38310709,52,3,ENSG00000114857,ENSP00000408660,ENSG00000114857,ENSP00000408660,4820,4820,FALSE,-0.105727797,-0.105727797,H__sapiens__1_-Hs:713651,55.57692308,query,query,0,52,0,0.76987768,NM_005385,NP_005376,NM_005385,NP_005376,0.899669507,FALSE,0,H__sapiens__1_-Hs:713651,H__sapiens__1_-Hs:713651,3800,372,p104,0.18464094,P30414,P30414,5031.2
NOTCH2,17619,,,,1.88990826,0.00318462,0.52912621,0.17940199,43,3,ENSG00000134250,ENSP00000473427,ENSG00000134250,ENSP00000473427,4853,4853,FALSE,-0.119321316,-0.119321316,H__sapiens__1_-Hs:716200,46.48837209,query,query,0,43,0,0.77752294,NM_024408,NP_077719,NM_024408,NP_077719,0.88752258,FALSE,0,H__sapiens__1_-Hs:716200,H__sapiens__1_-Hs:716200,5022,382,,0.14527616,Q04721,Q04721,6543.766667
NR2C1,17395,,,,1.96024465,0.00171588,0.51014041,0.33333333,40,3,ENSG00000120798,ENSP00000450225,ENSG00000120798,ENSP00000450225,7181,7181,FALSE,-0.094140818,-0.094140818,H__sapiens__1_-Hs:714415,58.1,query,query,0,40,0,0.75993884,NM_003297,NP_003288,NM_003297,NP_003288,0.910154587,FALSE,0,H__sapiens__1_-Hs:714415,H__sapiens__1_-Hs:714415,3152,188.8571429,TR2-11,0.19366667,P13056,P13056,6162.966667
NSMAF,17468,receptor signaling protein activity,receptor signaling protein activity,GO:0005057,1.83792049,0.00438227,0.54409318,0.22402597,56,3,ENSG00000035681,ENSP00000430982,ENSG00000035681,ENSP00000430982,8439,8439,FALSE,-0.132647997,-0.132647997,H__sapiens__1_-Hs:709803,56.51785714,query,query,0,56,0,0.79051988,NM_003580,NP_003571,NM_003580,NP_003571,0.875773313,FALSE,0,H__sapiens__1_-Hs:709803,H__sapiens__1_-Hs:709803,7764,228.8571429,FAN,0.17443783,Q92636,Q92636,10340.3
NUDT21,17644,"RNA splicing|termination of RNA polymerase II transcription|mRNA 3'-end processing|mRNA splicing, via spliceosome|RNA splicing, via transesterification reactions|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|RNA 3'-end processing|mRNA processing","RNA splicing|termination of RNA polymerase II transcription|mRNA 3'-end processing|mRNA splicing, via spliceosome|RNA splicing, via transesterification reactions|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|RNA 3'-end processing|mRNA processing",GO:0008380|GO:0006369|GO:0031124|GO:0000398|GO:0000375|GO:0000377|GO:0031123|GO:0006397,1.96024465,0.00139007,0.51014041,0.33658537,41,3,ENSG00000167005,ENSP00000457942,ENSG00000167005,ENSP00000457942,11051,11051,FALSE,-0.15151732,-0.15151732,H__sapiens__1_-Hs:721412,53.29268293,query,query,0,41,0,0.75993884,NM_007006,NP_008937,NM_007006,NP_008937,0.859402997,FALSE,0,H__sapiens__1_-Hs:721412,H__sapiens__1_-Hs:721412,2622,338.8571429,CPSF5,0.1782364,O43809,O43809,14166.26667
NUP43,17676,,,,2.03058104,0.00085459,0.49246988,0.30952381,28,3,ENSG00000120253,ENSP00000438031,ENSG00000120253,ENSP00000438031,348995,348995,FALSE,-0.082936273,-0.082936273,H__sapiens__1_-Hs:714342,56.17857143,query,query,0,28,0,0.74235474,NM_198887,NP_942590,NM_198887,NP_942590,0.920409801,FALSE,0,H__sapiens__1_-Hs:714342,H__sapiens__1_-Hs:714342,1488,286,FLJ13287,0.19438952,Q8NFH3,Q8NFH3,9238.166667
OGT,17511,,,,1.81039755,0.00429804,0.55236486,0.27599068,66,3,ENSG00000147162,ENSP00000407659,ENSG00000147162,ENSP00000407659,8473,8473,FALSE,-0.144943161,-0.144943161,H__sapiens__1_-Hs:718298,56.63636364,query,query,0,66,0,0.79740061,NM_181673,NP_858059,NM_181673,NP_858059,0.865071462,FALSE,0,H__sapiens__1_-Hs:718298,H__sapiens__1_-Hs:718298,7458,477.1428571,O-GLCNAC,0.17534478,OGT1_HUMAN,OGT1_HUMAN,3349.466667
PABPC1,17562,"RNA splicing|mRNA 3'-end processing|mRNA splicing, via spliceosome|catalytic step 2 spliceosome|RNA splicing, via transesterification reactions|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|RNA 3'-end processing|mRNA processing","RNA splicing|mRNA 3'-end processing|mRNA splicing, via spliceosome|catalytic step 2 spliceosome|RNA splicing, via transesterification reactions|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|RNA 3'-end processing|mRNA processing",GO:0008380|GO:0031124|GO:0000398|GO:0071013|GO:0000375|GO:0000377|GO:0031123|GO:0006397,1.88379205,0.00261465,0.53084416,0.20708749,43,3,ENSG00000070756,ENSP00000430716,ENSG00000070756,ENSP00000430716,26986,26986,FALSE,-0.170154909,-0.170154909,H__sapiens__1_-Hs:710413,53.58139535,query,query,0,43,0,0.77905199,NM_002568,NP_002559,NM_002568,NP_002559,0.843534136,FALSE,0,H__sapiens__1_-Hs:710413,H__sapiens__1_-Hs:710413,4340,546.2857143,PABPL1,0.16640185,PABP1_HUMAN,PABP1_HUMAN,11.86666667
PALLD,17572,,,,1.87155963,0.00457881,0.53431373,0.20478723,48,3,ENSG00000129116,ENSP00000426947,ENSG00000129116,ENSP00000426947,23022,23022,FALSE,-0.132691225,-0.132691225,H__sapiens__1_-Hs:715429,44.77083333,query,query,0,48,0,0.78211009,NM_016081,NP_057165,NM_016081,NP_057165,0.875735455,FALSE,0,H__sapiens__1_-Hs:715429,H__sapiens__1_-Hs:715429,8216,418,SIH002,0.139473,Q8WX93,Q8WX93,11745.76667
PAPOLA,17605,"RNA splicing|termination of RNA polymerase II transcription|mRNA 3'-end processing|mRNA splicing, via spliceosome|RNA splicing, via transesterification reactions|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|RNA 3'-end processing|mRNA processing","RNA splicing|termination of RNA polymerase II transcription|mRNA 3'-end processing|mRNA splicing, via spliceosome|RNA splicing, via transesterification reactions|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|RNA 3'-end processing|mRNA processing",GO:0008380|GO:0006369|GO:0031124|GO:0000398|GO:0000375|GO:0000377|GO:0031123|GO:0006397,1.86238532,0.00223883,0.53694581,0.33091437,53,3,ENSG00000090060,ENSP00000452578,ENSG00000090060,ENSP00000452578,10914,10914,FALSE,-0.114920286,-0.114920286,H__sapiens__1_-Hs:711154,61.22641509,query,query,0,53,0,0.78440367,NM_032632,NP_116021,NM_032632,NP_116021,0.891437201,FALSE,0,H__sapiens__1_-Hs:711154,H__sapiens__1_-Hs:711154,4478,379.4285714,,0.19193234,PAPOA_HUMAN,PAPOA_HUMAN,4487.866667
PCNA,17667,,,,1.91437309,0.00321301,0.52236422,0.21594684,43,3,ENSG00000132646,ENSP00000368458,ENSG00000132646,ENSP00000368458,5111,5111,FALSE,-0.256443114,-0.256443114,H__sapiens__1_-Hs:715964,46.1627907,query,query,0,43,0,0.77140673,NM_182649,NP_872590,NM_182649,NP_872590,0.773799012,FALSE,0,H__sapiens__1_-Hs:715964,H__sapiens__1_-Hs:715964,4564,200,,0.14795766,PCNA_HUMAN,PCNA_HUMAN,4817.866667
PCSK5,17429,,,,2.05504587,0.00114,0.48660714,0.26449275,24,3,ENSG00000099139,ENSP00000446280,ENSG00000099139,ENSP00000446280,5125,5125,FALSE,-0.114990976,-0.114990976,H__sapiens__1_-Hs:711371,43.16666667,query,query,0,24,0,0.73623853,NM_006200,NP_006191,NM_006200,NP_006191,0.891374188,FALSE,0,H__sapiens__1_-Hs:711371,H__sapiens__1_-Hs:711371,1778,144.5714286,SPC6,0.15146199,Q92824,Q92824,2809.466667
PDE4B,17653,,,,1.94189602,0.00174566,0.51496063,0.26794872,40,3,ENSG00000184588,ENSP00000437249,ENSG00000184588,ENSP00000437249,5142,5142,FALSE,-0.127879596,-0.127879596,H__sapiens__1_-Hs:725317,47.275,query,query,0,40,0,0.76452599,NM_002600,NP_002591,NM_002600,NP_002591,0.879959323,FALSE,0,H__sapiens__1_-Hs:725317,H__sapiens__1_-Hs:725317,2762,427.1428571,DPDE4,0.15449346,Q07343,Q07343,2156.166667
PDS5A,17443,,,,1.83792049,0.00228142,0.54409318,0.35768556,59,3,ENSG00000121892,ENSP00000426749,ENSG00000121892,ENSP00000426749,23244,23244,FALSE,-0.121908807,-0.121908807,H__sapiens__1_-Hs:714525,62.6779661,query,query,0,59,0,0.79051988,NM_001100400,NP_001093870,NM_001100400,NP_001093870,0.885229091,FALSE,0,H__sapiens__1_-Hs:714525,H__sapiens__1_-Hs:714525,4614,241.1428571,SCC-112,0.19525846,Q29RF7,Q29RF7,7777.466667
PHF21A,17528,,,,1.9969419,0.00126293,0.5007657,0.20615385,26,3,ENSG00000135365,ENSP00000437110,ENSG00000135365,ENSP00000437110,51317,51317,FALSE,-0.096040087,-0.096040087,H__sapiens__1_-Hs:716398,48.19230769,query,query,0,26,0,0.75076453,NM_016621,NP_057705,NM_016621,NP_057705,0.908427599,FALSE,0,H__sapiens__1_-Hs:716398,H__sapiens__1_-Hs:716398,2160,276,KIAA1696,0.15997956,Q96BD5,Q96BD5,4075.2
PHF3,17480,,,,1.79204893,0.00552321,0.55802048,0.28404928,78,3,ENSG00000118482,ENSP00000425338,ENSG00000118482,ENSP00000425338,23469,23469,FALSE,-0.13639209,-0.13639209,H__sapiens__1_-Hs:714129,56.94871795,query,query,0,78,0,0.80198777,NM_015153,NP_055968,NM_015153,NP_055968,0.872500467,FALSE,0,H__sapiens__1_-Hs:714129,H__sapiens__1_-Hs:714129,9324,248,,0.17964895,Q92576,Q92576,9861.866667
PHIP,17611,,,,1.87155963,0.00299516,0.53431373,0.29419986,54,3,ENSG00000146247,ENSP00000275034,ENSG00000146247,ENSP00000275034,55023,55023,FALSE,-0.094323334,-0.094323334,H__sapiens__1_-Hs:718183,57.42592593,query,query,0,54,0,0.78211009,NM_017934,NP_060404,NM_017934,NP_060404,0.909988484,FALSE,0,H__sapiens__1_-Hs:718183,H__sapiens__1_-Hs:718183,5356,292.5714286,ndrp,0.18230453,Q8WWQ0,Q8WWQ0,8160.666667
PHKB,17535,,,,1.81651376,0.00576141,0.55050505,0.22371032,64,3,ENSG00000102893,ENSP00000461770,ENSG00000102893,ENSP00000461770,5257,5257,FALSE,-0.150453014,-0.150453014,H__sapiens__1_-Hs:712016,54.359375,query,query,0,64,0,0.79587156,NM_001031835,NP_001027005,NM_001031835,NP_001027005,0.860318152,FALSE,0,H__sapiens__1_-Hs:712016,H__sapiens__1_-Hs:712016,9376,238.5714286,,0.16829528,Q93100,Q93100,5186.966667
PHLDA1,17417,,,,2.13149847,0.00047349,0.46915352,0.28947368,20,3,ENSG00000139289,ENSP00000473593,ENSG00000139289,ENSP00000473593,22822,22822,FALSE,-0.107917006,-0.107917006,H__sapiens__1_-Hs:717156,43.8,query,query,0,20,0,0.71712538,NM_007350,NP_031376,NM_007350,NP_031376,0.897702097,FALSE,0,H__sapiens__1_-Hs:717156,H__sapiens__1_-Hs:717156,696,248,TDAG51,0.16590909,Q8WV24,Q8WV24,6177.466667
PIGA,17636,,,,1.9266055,0.00141299,0.51904762,0.28698752,34,3,ENSG00000165195,ENSP00000442653,ENSG00000165195,ENSP00000442653,5277,5277,FALSE,-0.120472279,-0.120472279,H__sapiens__1_-Hs:720950,56.67647059,query,query,0,34,0,0.76834862,NM_020473,NP_065206,NM_020473,NP_065206,0.886501662,FALSE,0,H__sapiens__1_-Hs:720950,H__sapiens__1_-Hs:720950,2764,47.14285714,GPI3,0.17879013,PIGA_HUMAN,PIGA_HUMAN,653.1
PIK3C2A,17630,,,,1.77981651,0.00676874,0.56185567,0.22918919,75,3,ENSG00000011405,ENSP00000438687,ENSG00000011405,ENSP00000438687,5286,5286,FALSE,-0.135415597,-0.135415597,H__sapiens__1_-Hs:709573,53.17333333,query,query,0,75,0,0.80504587,NM_002645,NP_002636,NM_002645,NP_002636,0.873352873,FALSE,0,H__sapiens__1_-Hs:709573,H__sapiens__1_-Hs:709573,10780,323.1428571,PI3K-C2alpha,0.16411523,P3C2A_HUMAN,P3C2A_HUMAN,6648.7
PIKFYVE,17617,,,,1.77370031,0.00536555,0.5637931,0.25981982,75,3,ENSG00000115020,ENSP00000414477,ENSG00000115020,ENSP00000414477,200576,200576,FALSE,-0.125802079,-0.125802079,H__sapiens__1_-Hs:713669,57.61333333,query,query,0,75,0,0.80657492,NM_152671,NP_689884,NM_152671,NP_689884,0.881789354,FALSE,0,H__sapiens__1_-Hs:713669,H__sapiens__1_-Hs:713669,9418,286.2857143,ZFYVE29,0.17672802,Q9Y2I7,Q9Y2I7,5056.8
PKIA,17516,,,,1.96330275,0.00197373,0.50934579,0.21609195,30,3,ENSG00000171033,ENSP00000430887,ENSG00000171033,ENSP00000430887,5569,5569,FALSE,-0.145870459,-0.145870459,H__sapiens__1_-Hs:722392,50.63333333,query,query,0,30,0,0.75917431,NM_181839,NP_862822,NM_181839,NP_862822,0.864269654,FALSE,0,H__sapiens__1_-Hs:722392,H__sapiens__1_-Hs:722392,3706,382.2857143,PRKACN1,0.16386192,P61925,P61925,8004.4
PLEKHA2,17684,,,,2.03058104,0.00063682,0.49246988,0.22380952,21,3,ENSG00000169499,ENSP00000430938,ENSG00000169499,ENSP00000430938,59339,59339,FALSE,-0.076112592,-0.076112592,H__sapiens__1_-Hs:722032,47.42857143,query,query,0,21,0,0.74235474,NM_021623,NP_067636,NM_021623,NP_067636,0.92671186,FALSE,0,H__sapiens__1_-Hs:722032,H__sapiens__1_-Hs:722032,1016,349.4285714,TAPP2,0.1606134,Q9HB19,Q9HB19,6727.366667
PLOD2,17647,,,,1.96330275,0.00157272,0.50934579,0.27272727,33,3,ENSG00000152952,ENSP00000420094,ENSG00000152952,ENSP00000420094,5352,5352,FALSE,-0.154645578,-0.154645578,H__sapiens__1_-Hs:718973,47.81818182,query,query,0,33,0,0.75917431,NM_182943,NP_891988,NM_182943,NP_891988,0.856718764,FALSE,0,H__sapiens__1_-Hs:718973,H__sapiens__1_-Hs:718973,3126,355.4285714,LH2,0.15626857,PLOD2_HUMAN,PLOD2_HUMAN,2638.666667
PLSCR1,17556,,,,1.8440367,0.00425257,0.54228856,0.24318658,54,3,ENSG00000188313,ENSP00000420523,ENSG00000188313,ENSP00000420523,5359,5359,FALSE,-0.166000798,-0.166000798,H__sapiens__1_-Hs:726269,50.87037037,query,query,0,54,0,0.78899083,NM_021105,NP_066928,NM_021105,NP_066928,0.847045558,FALSE,0,H__sapiens__1_-Hs:726269,H__sapiens__1_-Hs:726269,7970,337.1428571,MMTRA1B,0.15700732,PLS1_HUMAN,PLS1_HUMAN,1606.266667
PNISR,17523,,,,1.73394495,0.00686523,0.57671958,0.30362047,90,3,ENSG00000132424,ENSP00000435246,ENSG00000132424,ENSP00000435246,25957,25957,FALSE,-0.147889153,-0.147889153,H__sapiens__1_-Hs:715917,55.86666667,query,query,0,90,0,0.81651376,NM_032870,NP_116259,NM_032870,NP_116259,0.862526718,FALSE,0,H__sapiens__1_-Hs:715917,H__sapiens__1_-Hs:715917,12774,404,SRrp130,0.17242798,Q8TF01,Q8TF01,3894.666667
PNN,17475,"RNA splicing|mRNA splicing, via spliceosome|catalytic step 2 spliceosome|RNA splicing, via transesterification reactions|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|mRNA processing","RNA splicing|mRNA splicing, via spliceosome|catalytic step 2 spliceosome|RNA splicing, via transesterification reactions|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|mRNA processing",GO:0008380|GO:0000398|GO:0071013|GO:0000375|GO:0000377|GO:0006397,1.87767584,0.00141552,0.53257329,0.41291727,53,3,ENSG00000100941,ENSP00000452318,ENSG00000100941,ENSP00000452318,5411,5411,FALSE,-0.134053209,-0.134053209,H__sapiens__1_-Hs:711707,66.39622642,query,query,0,53,0,0.78058104,NM_002687,NP_002678,NM_002687,NP_002678,0.87454353,FALSE,0,H__sapiens__1_-Hs:711707,H__sapiens__1_-Hs:711707,3242,394,memA,0.21145295,Q9H307,Q9H307,10014.96667
POGZ,17622,,,,1.82568807,0.00426587,0.54773869,0.32261072,66,3,ENSG00000143442,ENSP00000472860,ENSG00000143442,ENSP00000472860,23126,23126,FALSE,-0.128840627,-0.128840627,H__sapiens__1_-Hs:717756,56.45454545,query,query,0,66,0,0.79357798,NM_207171,NP_997054,NM_207171,NP_997054,0.879114061,FALSE,0,H__sapiens__1_-Hs:717756,H__sapiens__1_-Hs:717756,8112,263.7142857,ZNF635m,0.17753002,Q7Z3K3,Q7Z3K3,9940.166667
POT1,17570,,,,1.93272171,0.00250263,0.51740506,0.22332859,38,3,ENSG00000128513,ENSP00000477320,ENSG00000128513,ENSP00000477320,25913,25913,FALSE,-0.17743589,-0.17743589,H__sapiens__1_-Hs:715353,52.76315789,query,query,0,38,0,0.76681957,NM_015450,NP_056265,NM_015450,NP_056265,0.837414684,FALSE,0,H__sapiens__1_-Hs:715353,H__sapiens__1_-Hs:715353,4292,195.1428571,hPot1,0.17011885,Q9NUX5,Q9NUX5,6626.166667
PPFIA1,17409,,,,1.97553517,0.00166317,0.50619195,0.22459893,34,3,ENSG00000131626,ENSP00000437024,ENSG00000131626,ENSP00000437024,8500,8500,FALSE,-0.102093862,-0.102093862,H__sapiens__1_-Hs:715802,53.05882353,query,query,0,34,0,0.75611621,NM_177423,NP_803172,NM_177423,NP_803172,0.902944795,FALSE,0,H__sapiens__1_-Hs:715802,H__sapiens__1_-Hs:715802,2604,327.7142857,LIPRIN,0.17627516,Q13136,Q13136,8438.166667
PPP1R12B,17403,,,,2.08256881,0.00081205,0.48017621,0.23157895,20,3,ENSG00000077157,ENSP00000476755,ENSG00000077157,ENSP00000476755,4660,4660,FALSE,-0.099983413,-0.099983413,H__sapiens__1_-Hs:710660,42.75,query,query,0,20,0,0.7293578,NM_032104,NP_115287,NM_032104,NP_115287,0.904852426,FALSE,0,H__sapiens__1_-Hs:710660,H__sapiens__1_-Hs:710660,1506,382.8571429,PP1bp55,0.15267857,O60237,O60237,3003.866667
PPP4R2,17675,,,,2.09480122,0.00037597,0.47737226,0.34666667,25,3,ENSG00000163605,ENSP00000420098,ENSG00000163605,ENSP00000420098,151987,151987,FALSE,-0.080272304,-0.080272304,H__sapiens__1_-Hs:720465,60.64,query,query,0,25,0,0.72629969,NM_174907,NP_777567,NM_174907,NP_777567,0.922865012,FALSE,0,H__sapiens__1_-Hs:720465,H__sapiens__1_-Hs:720465,746,178.2857143,,0.22376384,Q9NY27,Q9NY27,8279.2
PRDX4,17584,,,,2,0.00404525,0.5,0.1954023,30,3,ENSG00000123131,ENSP00000413736,ENSG00000123131,ENSP00000413736,10549,10549,FALSE,-0.190300174,-0.190300174,H__sapiens__1_-Hs:714667,39.56666667,query,query,0,30,0,0.75,NM_006406,NP_006397,NM_006406,NP_006397,0.826710939,FALSE,0,H__sapiens__1_-Hs:714667,H__sapiens__1_-Hs:714667,4394,241.1428571,AOE37-2,0.13355856,Q13162,Q13162,10810.66667
PROSER1,17439,,,,2.14067278,0.00041043,0.46714286,0.33157895,20,3,ENSG00000120685,ENSP00000413879,ENSG00000120685,ENSP00000413879,80209,80209,FALSE,-0.061296965,-0.061296965,H__sapiens__1_-Hs:714395,59.85,query,query,0,20,0,0.7148318,NM_025138,NP_079414,NM_025138,NP_079414,0.94054389,FALSE,0,H__sapiens__1_-Hs:714395,H__sapiens__1_-Hs:714395,662,98.85714286,FLJ12661,0.23,Q86XN7,Q86XN7,1965.866667
PRPF40A,17547,,,,1.9204893,0.00175684,0.52070064,0.34396135,46,3,ENSG00000196504,ENSP00000444656,ENSG00000196504,ENSP00000444656,55660,55660,FALSE,-0.160440233,-0.160440233,H__sapiens__1_-Hs:726751,59.91304348,query,query,0,46,0,0.76987768,NM_017892,NP_060362,NM_017892,NP_060362,0.851768729,FALSE,0,H__sapiens__1_-Hs:726751,H__sapiens__1_-Hs:726751,3106,321.1428571,Prp40,0.19515649,PR40A_HUMAN,PR40A_HUMAN,12215.46667
PRPF4B,17471,"RNA splicing|mRNA splicing, via spliceosome|catalytic step 2 spliceosome|RNA splicing, via transesterification reactions|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|mRNA processing","RNA splicing|mRNA splicing, via spliceosome|catalytic step 2 spliceosome|RNA splicing, via transesterification reactions|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|mRNA processing",GO:0008380|GO:0000398|GO:0071013|GO:0000375|GO:0000377|GO:0006397,1.81039755,0.00320692,0.55236486,0.36066253,70,3,ENSG00000112739,ENSP00000439331,ENSG00000112739,ENSP00000439331,8899,8899,FALSE,-0.13362381,-0.13362381,H__sapiens__1_-Hs:713416,62.5,query,query,0,70,0,0.79740061,NM_003913,NP_003904,NM_003913,NP_003904,0.874919138,FALSE,0,H__sapiens__1_-Hs:713416,H__sapiens__1_-Hs:713416,6516,355.4285714,PR4H,0.19592476,Q13523,Q13523,3383.466667
PRPSAP1,17524,,,,1.94801223,0.00542898,0.5133438,0.14438503,34,3,ENSG00000161542,ENSP00000414624,ENSG00000161542,ENSP00000414624,5635,5635,FALSE,-0.148613689,-0.148613689,H__sapiens__1_-Hs:719998,41.47058824,query,query,0,34,0,0.76299694,NM_002766,NP_002757,NM_002766,NP_002757,0.861902013,FALSE,0,H__sapiens__1_-Hs:719998,H__sapiens__1_-Hs:719998,5704,384.5714286,PAP39,0.13445378,Q14558,Q14558,4827.466667
PRR11,17682,,,,2.02140673,0.00141476,0.49470499,0.36898396,34,3,ENSG00000068489,ENSP00000464392,ENSG00000068489,ENSP00000464392,55771,55771,FALSE,-0.088148296,-0.088148296,H__sapiens__1_-Hs:710329,49.52941176,query,query,0,34,0,0.74464832,NM_018304,NP_060774,NM_018304,NP_060774,0.915625083,FALSE,0,H__sapiens__1_-Hs:710329,H__sapiens__1_-Hs:710329,2564,232,FLJ11029,0.17317976,Q96HE9,Q96HE9,21803.86667
PSAP,17662,,,,1.94189602,0.00224522,0.51496063,0.22857143,36,3,ENSG00000197746,ENSP00000378394,ENSG00000197746,ENSP00000378394,5660,5660,FALSE,-0.187589304,-0.187589304,H__sapiens__1_-Hs:727174,40.72222222,query,query,0,36,0,0.76452599,NM_002778,NP_002769,NM_002778,NP_002769,0.828955086,FALSE,0,H__sapiens__1_-Hs:727174,H__sapiens__1_-Hs:727174,3286,542.8571429,GLBA,0.13136201,SAP_HUMAN,SAP_HUMAN,229.4666667
PTK2,17499,,,,1.85015291,0.00377681,0.54049587,0.21040724,52,3,ENSG00000169398,ENSP00000445742,ENSG00000169398,ENSP00000445742,5747,5747,FALSE,-0.143198347,-0.143198347,H__sapiens__1_-Hs:722012,52.51923077,query,query,0,52,0,0.78746177,NM_153831,NP_722560,NM_153831,NP_722560,0.866582168,FALSE,0,H__sapiens__1_-Hs:722012,H__sapiens__1_-Hs:722012,6510,309.4285714,PPP1R71,0.16209639,Q05397,Q05397,12786.7
PTP4A3,17660,,,,2.01834862,0.00154911,0.49545455,0.1884058,24,3,ENSG00000184489,ENSP00000430332,ENSG00000184489,ENSP00000430332,11156,11156,FALSE,-0.150506197,-0.150506197,H__sapiens__1_-Hs:725291,38.95833333,query,query,0,24,0,0.74541284,NM_032611,NP_116000,NM_032611,NP_116000,0.860272399,FALSE,0,H__sapiens__1_-Hs:725291,H__sapiens__1_-Hs:725291,2254,258.2857143,PRL-R,0.13117284,TP4A3_HUMAN,TP4A3_HUMAN,12103.46667
PTPRA,17462,,,,1.99388379,0.00066396,0.50153374,0.23913043,24,3,ENSG00000132670,ENSP00000414089,ENSG00000132670,ENSP00000414089,5786,5786,FALSE,-0.130693689,-0.130693689,H__sapiens__1_-Hs:715968,56.95833333,query,query,0,24,0,0.75152905,NM_080841,NP_543031,NM_080841,NP_543031,0.877486517,FALSE,0,H__sapiens__1_-Hs:715968,H__sapiens__1_-Hs:715968,1158,310.8571429,RPTPA,0.18674863,PTPRA_HUMAN,PTPRA_HUMAN,8651.866667
PTPRC,17583,,,,1.85015291,0.00285315,0.54049587,0.28860936,54,3,ENSG00000262418,ENSP00000471843,ENSG00000262418,ENSP00000471843,5788,5788,FALSE,-0.190175251,-0.190175251,H__sapiens__1_-Hs:710820,57.2962963,query,query,0,54,0,0.78746177,NM_080921,NP_563578,NM_080921,NP_563578,0.826814221,FALSE,0,H__sapiens__1_-Hs:710820,H__sapiens__1_-Hs:710820,5262,212,T200,0.17793881,PTPRC_HUMAN,PTPRC_HUMAN,7131.866667
PUM2,17553,,,,1.74311927,0.00719679,0.57368421,0.27496947,91,3,ENSG00000055917,ENSP00000440093,ENSG00000055917,ENSP00000440093,23369,23369,FALSE,-0.164112151,-0.164112151,H__sapiens__1_-Hs:710036,56.13186813,query,query,0,91,0,0.81422018,NM_015317,NP_056132,NM_015317,NP_056132,0.84864684,FALSE,0,H__sapiens__1_-Hs:710036,H__sapiens__1_-Hs:710036,11928,405.7142857,PUMH2,0.17541209,Q8TB72,Q8TB72,1325.066667
PXDN,17449,,,,1.98776758,0.00165656,0.50307692,0.25806452,32,3,ENSG00000130508,ENSP00000414098,ENSG00000130508,ENSP00000414098,7837,7837,FALSE,-0.125447824,-0.125447824,H__sapiens__1_-Hs:715604,41.46875,query,query,0,32,0,0.7530581,NM_012293,NP_036425,NM_012293,NP_036425,0.882101787,FALSE,0,H__sapiens__1_-Hs:715604,H__sapiens__1_-Hs:715604,2658,212.2857143,MG50,0.13941498,Q92626,Q92626,11174.56667
PXMP4,17700,,,,2.77675841,0.00004104,0.36013216,0.33333333,3,4,ENSG00000101417,ENSP00000386385,ENSG00000101417,ENSP00000386385,11264,11264,FALSE,-0.06917504,-0.06917504,H__sapiens__1_-Hs:711817,25.66666667,query,query,0,3,0,0.5558104,NM_183397,NP_899634,NM_183397,NP_899634,0.933163325,FALSE,0,H__sapiens__1_-Hs:711817,H__sapiens__1_-Hs:711817,58,49.42857143,PMP24,0.36190476,Q9Y6I8,Q9Y6I8,1122.966667
RAB27A,17481,,,,1.96636086,0.0013531,0.50855365,0.18850575,30,3,ENSG00000069974,ENSP00000458127,ENSG00000069974,ENSP00000458127,5873,5873,FALSE,-0.136727377,-0.136727377,H__sapiens__1_-Hs:710376,47.6,query,query,0,30,0,0.75840979,NM_183236,NP_899059,NM_183236,NP_899059,0.872207978,FALSE,0,H__sapiens__1_-Hs:710376,H__sapiens__1_-Hs:710376,2072,96,RAB27,0.15494028,RB27A_HUMAN,RB27A_HUMAN,1333.2
