"SUID","annotation name","annotations","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","Ensembl Gene ID","Ensembl Protein ID","Entrez Gene ID","gene name","IsSingleNode","log score","name","NeighborhoodConnectivity","node type","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","RefSeq mRNA ID","RefSeq Protein ID","score","selected","SelfLoops","shared name","Stress","Synonym","TopologicalCoefficient","Uniprot ID"
"558","","","1.89908257","0.00235755","0.52657005","0.20625889","38","3","ENSG00000168795","ENSP00000307604","9925","ZBTB5","false","-0.17041675204414372","H__sapiens__1_-Hs:721860","53.44736842","query","0","38","0","0.77522936","NM_014872","NP_055687","0.843313290814127","false","0","H__sapiens__1_-Hs:721860","4136","KIAA0354","0.16598562","ZBTB5_HUMAN"
"559","receptor signaling protein activity","GO:0005057","1.85626911","0.00376866","0.53871499","0.26753247","56","3","ENSG00000114904","ENSP00000437703","6787","NEK4","false","-0.1381355591600133","H__sapiens__1_-Hs:713656","53.53571429","query","0","56","0","0.78593272","NM_003157","NP_003148","0.8709806143422743","false","0","H__sapiens__1_-Hs:713656","6054","pp12301","0.1683513","P51957"
"560","RNA splicing|mRNA 3'-end processing|mRNA splicing, via spliceosome|catalytic step 2 spliceosome|RNA splicing, via transesterification reactions|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|RNA 3'-end processing|mRNA processing","GO:0008380|GO:0031124|GO:0000398|GO:0071013|GO:0000375|GO:0000377|GO:0031123|GO:0006397","1.88379205","0.00261465","0.53084416","0.20708749","43","3","ENSG00000070756","ENSP00000430716","26986","PABPC1","false","-0.17015490877624584","H__sapiens__1_-Hs:710413","53.58139535","query","0","43","0","0.77905199","NM_002568","NP_002559","0.8435341356341584","false","0","H__sapiens__1_-Hs:710413","4340","PABPL1","0.16640185","PABP1_HUMAN"
"561","","","1.86544343","0.0028245","0.53606557","0.2962963","54","3","ENSG00000065135","ENSP00000358867","2773","GNAI3","false","-0.1699003550302821","H__sapiens__1_-Hs:710198","58.38888889","query","0","54","0","0.78363914","NM_006496","NP_006487","0.8437488877400492","false","0","H__sapiens__1_-Hs:710198","5162","87U6","0.18419208","P08754"
"562","","","1.78593272","0.00623397","0.55993151","0.24961948","73","3","ENSG00000176390","ENSP00000463689","51379","CRLF3","false","-0.16816397124322996","H__sapiens__1_-Hs:723540","55.1369863","query","0","73","0","0.80351682","NM_015986","NP_057070","0.8452152323291271","false","0","H__sapiens__1_-Hs:723540","9638","CYTOR4","0.17017588","Q8IUI8"
"563","","","1.80428135","0.00664822","0.55423729","0.25921325","70","3","ENSG00000115816","ENSP00000391881","10153","CEBPZ","false","-0.16752893664525018","H__sapiens__1_-Hs:713800","55.11428571","query","0","70","0","0.79892966","NM_005760","NP_005751","0.8457521437050022","false","0","H__sapiens__1_-Hs:713800","11270","CTF2","0.17169559","Q03701"
"564","","","1.88990826","0.00303641","0.52912621","0.22415796","42","3","ENSG00000206560","ENSP00000397341","23243","ANKRD28","false","-0.13606461371904655","H__sapiens__1_-Hs:730489","54.23809524","query","0","42","0","0.77752294","NM_015199","NP_056014","0.8727862367020822","false","0","H__sapiens__1_-Hs:730489","5890","PPP1R65","0.16896603","O15084"
"565","","","1.87461774","0.00199839","0.53344209","0.25353535","45","3","ENSG00000149311","ENSP00000469471","472","ATM","false","-0.1673606689527919","H__sapiens__1_-Hs:718563","56.4","query","0","45","0","0.78134557","NM_000051","NP_000042","0.8458944684406067","false","0","H__sapiens__1_-Hs:718563","3630","TELO1","0.174613","Q13315"
"566","","","1.8440367","0.00425257","0.54228856","0.24318658","54","3","ENSG00000188313","ENSP00000420523","5359","PLSCR1","false","-0.16600079781728372","H__sapiens__1_-Hs:726269","50.87037037","query","0","54","0","0.78899083","NM_021105","NP_066928","0.8470455584015435","false","0","H__sapiens__1_-Hs:726269","7970","MMTRA1B","0.15700732","PLS1_HUMAN"
"567","RNA splicing|termination of RNA polymerase II transcription|mRNA 3'-end processing|mRNA splicing, via spliceosome|RNA splicing, via transesterification reactions|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|RNA 3'-end processing|mRNA processing","GO:0008380|GO:0006369|GO:0031124|GO:0000398|GO:0000375|GO:0000377|GO:0031123|GO:0006397","1.79510703","0.00445427","0.55706985","0.33333333","70","3","ENSG00000116350","ENSP00000473728","6429","SRSF4","false","-0.16527462139761215","H__sapiens__1_-Hs:713880","60.55714286","query","0","70","0","0.80122324","NM_005626","NP_005617","0.8476608863037085","false","0","H__sapiens__1_-Hs:713880","8560","SRP75","0.18743919","SRSF4_HUMAN"
"568","","","1.93272171","0.00323016","0.51740506","0.20325203","42","3","ENSG00000022267","ENSP00000444815","2273","FHL1","false","-0.165269679543746","H__sapiens__1_-Hs:709694","40.0","query","0","42","0","0.76681957","NM_001449","NP_001440","0.8476650753302875","false","0","H__sapiens__1_-Hs:709694","4930","XMPMA","0.13029316","Q13642"
"569","","","1.74311927","0.00719679","0.57368421","0.27496947","91","3","ENSG00000055917","ENSP00000440093","23369","PUM2","false","-0.16411215148790895","H__sapiens__1_-Hs:710036","56.13186813","query","0","91","0","0.81422018","NM_015317","NP_056132","0.8486468395371225","false","0","H__sapiens__1_-Hs:710036","11928","PUMH2","0.17541209","Q8TB72"
"570","","","1.88073394","0.00432493","0.53170732","0.21853741","49","3","ENSG00000049449","ENSP00000436482","5954","RCN1","false","-0.16389870944924587","H__sapiens__1_-Hs:709945","45.91836735","query","0","49","0","0.77981651","NM_002901","NP_002892","0.8488279957811495","false","0","H__sapiens__1_-Hs:709945","7110","RCN","0.14485289","RCN1_HUMAN"
"571","","","1.81651376","0.00712803","0.55050505","0.23655914","63","3","ENSG00000067955","ENSP00000462932","865","CBFB","false","-0.16340008375447007","H__sapiens__1_-Hs:710310","53.68253968","query","0","63","0","0.79587156","NM_022845","NP_074036","0.8492513487688584","false","0","H__sapiens__1_-Hs:710310","12174","PEBP2B","0.16568685","Q13951"
"572","","","1.80733945","0.00621367","0.55329949","0.23076923","65","3","ENSG00000163565","ENSP00000458084","3428","IFI16","false","-0.1631025265329597","H__sapiens__1_-Hs:720452","52.55384615","query","0","65","0","0.79816514","NM_005531","NP_005522","0.849504087240776","false","0","H__sapiens__1_-Hs:720452","10450","PYHIN2","0.16170414","Q16666"
"573","RNA splicing|mRNA splicing, via spliceosome|RNA splicing, via transesterification reactions|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|mRNA processing","GO:0008380|GO:0000398|GO:0000375|GO:0000377|GO:0006397","1.87767584","0.00164713","0.53257329","0.40045249","52","3","ENSG00000215699","ENSP00000473293","10772","SRSF10","false","-0.14238861568745662","H__sapiens__1_-Hs:726328","61.94230769","query","0","52","0","0.78058104","NM_054016","NP_473357","0.8672841507614018","false","0","H__sapiens__1_-Hs:726328","3696","TASR2","0.19664225","SRS10_HUMAN"
"574","","","1.85932722","0.00654478","0.53782895","0.19375907","53","3","ENSG00000115963","ENSP00000411950","390","RND3","false","-0.16117182115345702","H__sapiens__1_-Hs:713823","44.56603774","query","0","53","0","0.7851682","NM_005168","NP_005159","0.8511458136869838","false","0","H__sapiens__1_-Hs:713823","10326","RhoE","0.1396463","RND3_HUMAN"
"575","","","1.9204893","0.00175684","0.52070064","0.34396135","46","3","ENSG00000196504","ENSP00000444656","55660","PRPF40A","false","-0.160440233304436","H__sapiens__1_-Hs:726751","59.91304348","query","0","46","0","0.76987768","NM_017892","NP_060362","0.8517687294530419","false","0","H__sapiens__1_-Hs:726751","3106","Prp40","0.19515649","PR40A_HUMAN"
"576","","","1.77675841","0.00601406","0.56282272","0.27238551","77","3","ENSG00000167635","ENSP00000400391","7705","ZNF146","false","-0.15984043577143403","H__sapiens__1_-Hs:721557","55.16883117","query","0","77","0","0.8058104","NM_007145","NP_009076","0.852279771481209","false","0","H__sapiens__1_-Hs:721557","10112","OZF","0.17080133","Q15072"
"577","","","1.97859327","0.00173348","0.50540958","0.27272727","34","3","ENSG00000035862","ENSP00000468296","7077","TIMP2","false","-0.15980234538389188","H__sapiens__1_-Hs:709806","42.29411765","query","0","34","0","0.75535168","NM_003255","NP_003246","0.8523122357662838","false","0","H__sapiens__1_-Hs:709806","3032","CSC-21K","0.14098039","TIMP2_HUMAN"
"578","","","1.92966361","0.002465","0.51822504","0.28128461","43","3","ENSG00000135046","ENSP00000414013","301","ANXA1","false","-0.15967202901955585","H__sapiens__1_-Hs:716336","45.90697674","query","0","43","0","0.7675841","NM_000700","NP_000691","0.8524233132355767","false","0","H__sapiens__1_-Hs:716336","4268","LPC1","0.14953413","P04083"
"579","","","1.89602446","0.00220409","0.52741935","0.25555556","45","3","ENSG00000118515","ENSP00000436470","6446","SGK1","false","-0.15774597884032543","H__sapiens__1_-Hs:714139","50.06666667","query","0","45","0","0.77599388","NM_005627","NP_005618","0.8540667054306935","false","0","H__sapiens__1_-Hs:714139","3762","SGK","0.15843882","SGK1_HUMAN"
"580","","","1.75535168","0.00520411","0.56968641","0.28621804","83","3","ENSG00000101972","ENSP00000415103","10735","STAG2","false","-0.1576934556537782","H__sapiens__1_-Hs:711896","58.97590361","query","0","83","0","0.81116208","NM_006603","NP_006594","0.8541115649136578","false","0","H__sapiens__1_-Hs:711896","10066","SCC3B","0.18202439","STAG2_HUMAN"
"581","mRNA 3'-end processing|RNA 3'-end processing|mRNA processing","GO:0031124|GO:0031123|GO:0006397","1.95412844","0.001155","0.51173709","0.31628788","33","3","ENSG00000125107","ENSP00000458057","23019","CNOT1","false","-0.15644990923090654","H__sapiens__1_-Hs:714933","59.48484848","query","0","33","0","0.76146789","NM_206999","NP_996882","0.8551743529711244","false","0","H__sapiens__1_-Hs:714933","2316","NOT1H","0.19303424","CNOT1_HUMAN"
"582","","","1.94189602","0.00170303","0.51496063","0.30588235","35","3","ENSG00000026508","ENSP00000436980","960","CD44","false","-0.15601325749944686","H__sapiens__1_-Hs:709736","47.88571429","query","0","35","0","0.76452599","NM_001202557","NP_001189486","0.8555478478707121","false","0","H__sapiens__1_-Hs:709736","2974","Pgp1","0.15437788","P16070"
"583","","","1.81345566","0.00459489","0.55143339","0.27725011","67","3","ENSG00000008405","ENSP00000447738","1407","CRY1","false","-0.1557673508617544","H__sapiens__1_-Hs:709496","58.17910448","query","0","67","0","0.79663609","NM_004075","NP_004066","0.8557582586350085","false","0","H__sapiens__1_-Hs:709496","8390","PHLL1","0.18124332","Q16526"
"584","RNA splicing|termination of RNA polymerase II transcription|mRNA 3'-end processing|mRNA splicing, via spliceosome|RNA splicing, via transesterification reactions|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|RNA 3'-end processing|mRNA processing","GO:0008380|GO:0006369|GO:0031124|GO:0000398|GO:0000375|GO:0000377|GO:0031123|GO:0006397","1.86238532","0.00503339","0.53694581","0.18989899","55","3","ENSG00000149532","ENSP00000446330","79869","CPSF7","false","-0.15464848728819106","H__sapiens__1_-Hs:718590","46.96363636","query","0","55","0","0.78440367","NM_024811","NP_079087","0.8567162712211229","false","0","H__sapiens__1_-Hs:718590","7404","FLJ12529","0.14815027","Q8N684"
"585","","","1.8470948","0.00161792","0.54139073","0.38855219","55","3","ENSG00000181555","ENSP00000416401","29072","SETD2","false","-0.13067419571752437","H__sapiens__1_-Hs:724564","63.96363636","query","0","55","0","0.7882263","NM_014159","NP_054878","0.8775036222613055","false","0","H__sapiens__1_-Hs:724564","3602","KMT3A","0.19864483","SETD2_HUMAN"
"586","","","1.7675841","0.00930056","0.56574394","0.21890997","82","3","ENSG00000126775","ENSP00000247178","22863","ATG14","false","-0.1543969780860928","H__sapiens__1_-Hs:715176","50.82926829","query","0","82","0","0.80810398","NM_014924","NP_055739","0.8569317703457928","false","0","H__sapiens__1_-Hs:715176","13684","KIAA0831","0.15834663","Q6ZNE5"
"587","","","1.81651376","0.00576141","0.55050505","0.22371032","64","3","ENSG00000102893","ENSP00000461770","5257","PHKB","false","-0.15045301427365504","H__sapiens__1_-Hs:712016","54.359375","query","0","64","0","0.79587156","NM_001031835","NP_001027005","0.8603181517310305","false","0","H__sapiens__1_-Hs:712016","9376","","0.16829528","Q93100"
"588","","","2.0","6.5274E-4","0.5","0.27384615","26","3","ENSG00000103342","ENSP00000456897","2935","GSPT1","false","-0.15379704403085948","H__sapiens__1_-Hs:712100","56.0","query","0","26","0","0.75","NM_002094","NP_002085","0.8574460271424931","false","0","H__sapiens__1_-Hs:712100","1214","ETF3A","0.18604651","P15170"
"589","receptor signaling protein activity","GO:0005057","1.85015291","0.00285626","0.54049587","0.31453634","57","3","ENSG00000113658","ENSP00000446474","4090","SMAD5","false","-0.15374377927384744","H__sapiens__1_-Hs:713530","59.12280702","query","0","57","0","0.78746177","NM_005903","NP_005894","0.8574917000131461","false","0","H__sapiens__1_-Hs:713530","5482","MADH5","0.18533795","SMAD5_HUMAN"
"590","","","1.80733945","0.00481004","0.55329949","0.27132867","66","3","ENSG00000136754","ENSP00000440101","10006","ABI1","false","-0.15199832657799822","H__sapiens__1_-Hs:716669","57.51515152","query","0","66","0","0.79816514","NM_005470","NP_005461","0.8589897181922145","false","0","H__sapiens__1_-Hs:716669","7908","SSH3BP1","0.1775159","Q8IZP0"
"591","","","1.82874618","0.00668508","0.54682274","0.19508197","61","3","ENSG00000049860","ENSP00000426384","3074","HEXB","false","-0.15117990257448147","H__sapiens__1_-Hs:709953","42.45901639","query","0","61","0","0.79281346","NM_000521","NP_000512","0.8596930237581784","false","0","H__sapiens__1_-Hs:709953","9500","","0.1318603","P07686"
"592","","","1.93272171","0.00187213","0.51740506","0.15120968","32","3","ENSG00000188554","ENSP00000467816","4077","NBR1","false","-0.13103282119570586","H__sapiens__1_-Hs:726332","47.0","query","0","32","0","0.76681957","NM_031862","NP_114068","0.8771889835272715","false","0","H__sapiens__1_-Hs:726332","2746","M17S2","0.14863528","Q14596"
"593","","","1.88990826","0.00263068","0.52912621","0.21282051","40","3","ENSG00000091409","ENSP00000413470","3655","ITGA6","false","-0.15083680981587388","H__sapiens__1_-Hs:711216","51.3","query","0","40","0","0.77752294","NM_001079818","NP_001073286","0.8599880288134105","false","0","H__sapiens__1_-Hs:711216","4474","CD49f","0.15882353","P23229"
"594","","","1.9969419","0.00126293","0.5007657","0.20615385","26","3","ENSG00000135365","ENSP00000437110","51317","PHF21A","false","-0.09604008722665307","H__sapiens__1_-Hs:716398","48.19230769","query","0","26","0","0.75076453","NM_016621","NP_057705","0.9084275989957225","false","0","H__sapiens__1_-Hs:716398","2160","KIAA1696","0.15997956","Q96BD5"
"595","RNA splicing|mRNA splicing, via spliceosome|RNA splicing, via transesterification reactions|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|mRNA processing","GO:0008380|GO:0000398|GO:0000375|GO:0000377|GO:0006397","1.82874618","0.00349594","0.54682274","0.34125874","66","3","ENSG00000003756","ENSP00000419534","10181","RBM5","false","-0.1502454048469343","H__sapiens__1_-Hs:709316","57.16666667","query","0","66","0","0.79281346","NM_005778","NP_005769","0.8604967804311683","false","0","H__sapiens__1_-Hs:709316","6568","LUCA15","0.18033649","RBM5_HUMAN"
"596","","","1.94801223","0.00170559","0.5133438","0.28403361","35","3","ENSG00000185022","ENSP00000442060","23764","MAFF","false","-0.14955603096505007","H__sapiens__1_-Hs:725432","47.71428571","query","0","35","0","0.76299694","NM_012323","NP_036455","0.8610901889537106","false","0","H__sapiens__1_-Hs:725432","3264","hMafF","0.15441516","Q9ULX9"
"597","","","1.89296636","0.00292519","0.52827141","0.21881607","44","3","ENSG00000080819","ENSP00000425880","1371","CPOX","false","-0.14609330456784414","H__sapiens__1_-Hs:710796","51.97727273","query","0","44","0","0.77675841","NM_000097","NP_000088","0.8640770770850481","false","0","H__sapiens__1_-Hs:710796","4434","","0.16345054","P36551"
"598","","","1.94801223","0.00542898","0.5133438","0.14438503","34","3","ENSG00000161542","ENSP00000414624","5635","PRPSAP1","false","-0.14861368892135662","H__sapiens__1_-Hs:719998","41.47058824","query","0","34","0","0.76299694","NM_002766","NP_002757","0.8619020128900117","false","0","H__sapiens__1_-Hs:719998","5704","PAP39","0.13445378","Q14558"
"599","","","1.73394495","0.00686523","0.57671958","0.30362047","90","3","ENSG00000132424","ENSP00000435246","25957","PNISR","false","-0.14788915326617477","H__sapiens__1_-Hs:715917","55.86666667","query","0","90","0","0.81651376","NM_032870","NP_116259","0.8625267179128266","false","0","H__sapiens__1_-Hs:715917","12774","SRrp130","0.17242798","Q8TF01"
"600","","","1.86238532","0.00577437","0.53694581","0.17772109","49","3","ENSG00000155850","ENSP00000426053","1836","SLC26A2","false","-0.1360757792423058","H__sapiens__1_-Hs:719288","49.10204082","query","0","49","0","0.78440367","NM_000112","NP_000103","0.8727764916414604","false","0","H__sapiens__1_-Hs:719288","9494","DTDST","0.1520187","S26A2_HUMAN"
"601","","","1.82262997","0.00545121","0.54865772","0.20273224","61","3","ENSG00000094975","ENSP00000477484","51430","SUCO","false","-0.14719937328799776","H__sapiens__1_-Hs:711304","52.73770492","query","0","61","0","0.79434251","NM_016227","NP_057311","0.8631218768142348","false","0","H__sapiens__1_-Hs:711304","8726","OPT","0.16277069","SUCO_HUMAN"
"602","","","1.81345566","0.00634524","0.55143339","0.20386905","64","3","ENSG00000112343","ENSP00000349596","10475","TRIM38","false","-0.13020542406537555","H__sapiens__1_-Hs:713366","50.453125","query","0","64","0","0.79663609","NM_006355","NP_006346","0.8779150675134804","false","0","H__sapiens__1_-Hs:713366","9692","RORET","0.15615325","TRI38_HUMAN"
"603","","","1.97859327","0.0016706","0.50540958","0.15666667","25","3","ENSG00000198722","ENSP00000380006","10497","UNC13B","false","-0.1462383842500425","H__sapiens__1_-Hs:727526","47.64","query","0","25","0","0.75535168","NM_006377","NP_006368","0.8639517261504664","false","0","H__sapiens__1_-Hs:727526","2792","Unc13h2","0.15491857","UN13B_HUMAN"
"604","","","1.96636086","0.00158553","0.50855365","0.27027027","37","3","ENSG00000067082","ENSP00000445301","1316","KLF6","false","-0.14596850818331306","H__sapiens__1_-Hs:710281","46.45945946","query","0","37","0","0.75840979","NM_001300","NP_001291","0.8641849175091321","false","0","H__sapiens__1_-Hs:710281","2450","Zf9","0.15435036","Q99612"
"605","","","2.02446483","0.00125317","0.4939577","0.30804598","30","3","ENSG00000136235","ENSP00000445266","10457","GPNMB","false","-0.12284529571927769","H__sapiens__1_-Hs:716580","42.1","query","0","30","0","0.74388379","NM_002510","NP_002501","0.8844004725169763","false","0","H__sapiens__1_-Hs:716580","2304","HGFIN","0.14606481","Q14956"
"606","","","1.96330275","0.00197373","0.50934579","0.21609195","30","3","ENSG00000171033","ENSP00000430887","5569","PKIA","false","-0.14587045908246046","H__sapiens__1_-Hs:722392","50.63333333","query","0","30","0","0.75917431","NM_181839","NP_862822","0.8642696542173753","false","0","H__sapiens__1_-Hs:722392","3706","PRKACN1","0.16386192","P61925"
"607","","","1.87767584","0.00252604","0.53257329","0.21594684","43","3","ENSG00000097033","ENSP00000473267","51100","SH3GLB1","false","-0.1457783747828048","H__sapiens__1_-Hs:711368","53.76744186","query","0","43","0","0.78058104","NM_016009","NP_057093","0.8643492435476052","false","0","H__sapiens__1_-Hs:711368","4226","PPP1R70","0.16594889","SHLB1_HUMAN"
"608","","","1.85626911","0.00331569","0.53871499","0.22352941","51","3","ENSG00000162924","ENSP00000377989","5966","REL","false","-0.14572553287450726","H__sapiens__1_-Hs:720262","52.7254902","query","0","51","0","0.78593272","NM_002908","NP_002899","0.8643949186178381","false","0","H__sapiens__1_-Hs:720262","5284","I-Rel","0.16323681","REL_HUMAN"
"609","","","1.98165138","0.00182072","0.50462963","0.31746032","36","3","ENSG00000187498","ENSP00000443348","1282","COL4A1","false","-0.145611969402545","H__sapiens__1_-Hs:726044","42.75","query","0","36","0","0.75458716","NM_001845","NP_001836","0.8644930878800585","false","0","H__sapiens__1_-Hs:726044","3332","","0.14393939","P02462"
"610","","","1.83180428","0.00333416","0.54590985","0.31147541","61","3","ENSG00000075413","ENSP00000454169","4140","MARK3","false","-0.14517825198048512","H__sapiens__1_-Hs:710595","58.72131148","query","0","61","0","0.79204893","NM_002376","NP_002367","0.8648681149155231","false","0","H__sapiens__1_-Hs:710595","6300","PAR-1A","0.18293243","P27448"
"611","","","1.81039755","0.00429804","0.55236486","0.27599068","66","3","ENSG00000147162","ENSP00000407659","8473","OGT","false","-0.1449431608573623","H__sapiens__1_-Hs:718298","56.63636364","query","0","66","0","0.79740061","NM_181673","NP_858059","0.8650714616335793","false","0","H__sapiens__1_-Hs:718298","7458","O-GLCNAC","0.17534478","OGT1_HUMAN"
"612","","","1.94189602","0.00117346","0.51496063","0.23790323","32","3","ENSG00000160271","ENSP00000437518","5900","RALGDS","false","-0.14449968098115085","H__sapiens__1_-Hs:719849","53.375","query","0","32","0","0.76452599","NM_006266","NP_006257","0.865455188499581","false","0","H__sapiens__1_-Hs:719849","2042","RGF","0.16998408","Q12967"
"613","","","1.85626911","0.00383361","0.53871499","0.23367199","53","3","ENSG00000133639","ENSP00000447551","694","BTG1","false","-0.14437734585350806","H__sapiens__1_-Hs:716110","52.43396226","query","0","53","0","0.78593272","NM_001731","NP_001722","0.8655610705469501","false","0","H__sapiens__1_-Hs:716110","7012","","0.16334568","P62324"
"614","RNA 3'-end processing","GO:0031123","1.88379205","0.00326214","0.53084416","0.21932367","46","3","ENSG00000083223","ENSP00000365130","79670","ZCCHC6","false","-0.09069418164696896","H__sapiens__1_-Hs:710878","49.47826087","query","0","46","0","0.77905199","NM_024617","NP_078893","0.9132969711711829","false","0","H__sapiens__1_-Hs:710878","5178","PAPD6","0.15510427","TUT7_HUMAN"
"615","","","2.08562691","6.4797E-4","0.47947214","0.35930736","22","3","ENSG00000262552","ENSP00000459805","240","ALOX5","false","-0.14436179115428782","H__sapiens__1_-Hs:709597","45.27272727","query","0","22","0","0.72859327","NM_001256154","NP_001243083","0.8655745341937704","false","0","H__sapiens__1_-Hs:709597","1184","5-LOX","0.16386693","P09917"
"616","","","2.04587156","7.2594E-4","0.48878924","0.27173913","24","3","ENSG00000133805","ENSP00000436987","272","AMPD3","false","-0.09265023968470427","H__sapiens__1_-Hs:716130","44.625","query","0","24","0","0.73853211","NM_001172431","NP_001165902","0.9115122553627863","false","0","H__sapiens__1_-Hs:716130","1278","","0.15494792","Q01432"
"617","","","1.90825688","0.00274075","0.52403846","0.17567568","37","3","ENSG00000198589","ENSP00000446299","987","LRBA","false","-0.1440160444327969","H__sapiens__1_-Hs:727476","49.21621622","query","0","37","0","0.77293578","NM_006726","NP_006717","0.8658738554928711","false","0","H__sapiens__1_-Hs:727476","4560","LBA","0.15380068","P50851"
"618","","","2.11009174","0.00100484","0.47391304","0.2","20","3","ENSG00000095637","ENSP00000475901","10580","SORBS1","false","-0.068484390486974","H__sapiens__1_-Hs:711330","38.65","query","0","20","0","0.72247706","NM_024991","NP_079267","0.9338080362784651","false","0","H__sapiens__1_-Hs:711330","1478","sh3p12","0.14296296","SRBS1_HUMAN"
"619","","","1.81957187","0.00798951","0.54957983","0.1780754","64","3","ENSG00000143162","ENSP00000359540","8804","CREG1","false","-0.1436930194678796","H__sapiens__1_-Hs:717685","45.390625","query","0","64","0","0.79510703","NM_003851","NP_003842","0.8661535995443882","false","0","H__sapiens__1_-Hs:717685","12588","CREG","0.14096467","O75629"
"620","","","1.9266055","0.00245824","0.51904762","0.15630252","35","3","ENSG00000175029","ENSP00000436285","1488","CTBP2","false","-0.1386511710766289","H__sapiens__1_-Hs:723262","45.4","query","0","35","0","0.76834862","NM_022802","NP_073713","0.8705316421160401","false","0","H__sapiens__1_-Hs:723262","3846","ribeye","0.14367089","P56545"
"621","","","1.87155963","0.00369224","0.53431373","0.27597403","56","3","ENSG00000137876","ENSP00000455291","51187","RSL24D1","false","-0.1293225605144216","H__sapiens__1_-Hs:716911","55.30357143","query","0","56","0","0.78211009","NM_016304","NP_057388","0.8786904889727261","false","0","H__sapiens__1_-Hs:716911","6302","RPL24L","0.17668873","RLP24_HUMAN"
"622","","","1.80733945","0.00382229","0.55329949","0.29903846","65","3","ENSG00000123505","ENSP00000433396","262","AMD1","false","-0.14360357093816836","H__sapiens__1_-Hs:714716","58.30769231","query","0","65","0","0.79816514","NM_001634","NP_001625","0.8662310791755394","false","0","H__sapiens__1_-Hs:714716","7486","SAMDC","0.17940828","P17707"
"623","","","1.85015291","0.00377681","0.54049587","0.21040724","52","3","ENSG00000169398","ENSP00000445742","5747","PTK2","false","-0.14319834694791483","H__sapiens__1_-Hs:722012","52.51923077","query","0","52","0","0.78746177","NM_153831","NP_722560","0.8665821679199113","false","0","H__sapiens__1_-Hs:722012","6510","PPP1R71","0.16209639","Q05397"
"624","","","1.82262997","0.00365029","0.54865772","0.31026685","67","3","ENSG00000196792","ENSP00000452542","29966","STRN3","false","-0.14196903124373872","H__sapiens__1_-Hs:726853","59.29850746","query","0","67","0","0.79434251","NM_014574","NP_055389","0.8676481260531896","false","0","H__sapiens__1_-Hs:726853","6844","","0.18647329","STRN3_HUMAN"
"625","","","1.81957187","0.00270869","0.54957983","0.37740385","65","3","ENSG00000065526","ENSP00000400914","23013","SPEN","false","-0.1416069684892945","H__sapiens__1_-Hs:710217","64.30769231","query","0","65","0","0.79510703","NM_015001","NP_055816","0.8679623260002136","false","0","H__sapiens__1_-Hs:710217","5886","SHARP","0.20033549","Q96T58"
"626","","","2.10091743","5.4887E-4","0.47598253","0.16176471","17","3","ENSG00000167380","ENSP00000468779","7769","ZNF226","false","-0.0551478086462238","H__sapiens__1_-Hs:721493","43.17647059","query","0","17","0","0.72477064","NM_015919","NP_057003","0.9463452596037024","false","0","H__sapiens__1_-Hs:721493","778","","0.15657754","ZN226_HUMAN"
"627","","","1.83486239","0.00379669","0.545","0.29924021","59","3","ENSG00000139921","ENSP00000451585","81542","TMX1","false","-0.14122991180341102","H__sapiens__1_-Hs:717249","56.79661017","query","0","59","0","0.7912844","NM_030755","NP_110382","0.8682896587059414","false","0","H__sapiens__1_-Hs:717249","7074","TXNDC1","0.17638699","TMX1_HUMAN"
"628","","","1.90825688","0.00199521","0.52403846","0.21680672","35","3","ENSG00000100219","ENSP00000385162","7494","XBP1","false","-0.14098076972809567","H__sapiens__1_-Hs:711517","46.88571429","query","0","35","0","0.77293578","NM_005080","NP_005071","0.868506013143864","false","0","H__sapiens__1_-Hs:711517","3126","XBP2","0.14560781","XBP1_HUMAN"
"629","","","1.81345566","0.00621047","0.55143339","0.19945355","61","2","ENSG00000112893","ENSP00000261483","4124","MAN2A1","false","-0.13991009960300196","H__sapiens__1_-Hs:713435","51.31147541","query","0","61","0","0.79663609","NM_002372","NP_002363","0.869436394562519","false","0","H__sapiens__1_-Hs:713435","10190","MANA2","0.15691583","Q16706"
"630","","","2.0764526","2.1513E-4","0.48159057","0.51778656","23","3","ENSG00000221978","ENSP00000464685","81669","CCNL2","false","-0.08602307333729949","H__sapiens__1_-Hs:735051","62.95652174","query","0","23","0","0.73088685","NM_030937","NP_112199","0.917573059503202","false","0","H__sapiens__1_-Hs:735051","504","SB138","0.22565062","Q96S94"
"631","","","1.84097859","0.00380157","0.54318937","0.34320465","62","3","ENSG00000004534","ENSP00000443165","10180","RBM6","false","-0.1398030921511848","H__sapiens__1_-Hs:709327","54.14516129","query","0","62","0","0.78975535","NM_005777","NP_005768","0.8695294357135777","false","0","H__sapiens__1_-Hs:709327","6834","NY-LU-12","0.17080493","RBM6_HUMAN"
