"SUID","annotation name","annotations","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","Ensembl Gene ID","Ensembl Protein ID","Entrez Gene ID","gene name","IsSingleNode","log score","name","NeighborhoodConnectivity","node type","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","RefSeq mRNA ID","RefSeq Protein ID","score","selected","SelfLoops","shared name","Stress","Synonym","TopologicalCoefficient","Uniprot ID"
"483","","","1.95412844","0.00117341","0.51173709","0.33143939","33","3","ENSG00000111913","ENSP00000455145","9750","FAM65B","false","-0.14792756322147807","H__sapiens__1_-Hs:713294","52.87878788","query","0","33","0","0.76146789","NM_015864","NP_056948","0.862493588936389","false","0","H__sapiens__1_-Hs:713294","2150","MYONAP","0.17112876","Q9Y4F9"
"484","","","2.03975535","0.0013501","0.49025487","0.23333333","25","3","ENSG00000143183","ENSP00000464127","54499","TMCO1","false","-0.11626969908955775","H__sapiens__1_-Hs:717691","41.2","query","0","25","0","0.74006116","NM_019026","NP_061899","0.8902350953230791","false","0","H__sapiens__1_-Hs:717691","1810","TMCC4","0.14256055","TMCO1_HUMAN"
"485","","","2.06116208","0.00104953","0.4851632","0.15584416","22","3","ENSG00000173926","ENSP00000421979","115123","MARCH3","false","-0.08544254927916968","H__sapiens__1_-Hs:723057","39.59090909","query","0","22","0","0.73470948","NM_178450","NP_848545","0.9181058873840733","false","0","H__sapiens__1_-Hs:723057","1580","RNF173","0.13957597","Q86UD3"
"486","","","1.9266055","0.00141299","0.51904762","0.28698752","34","3","ENSG00000165195","ENSP00000442653","5277","PIGA","false","-0.12047227850259873","H__sapiens__1_-Hs:720950","56.67647059","query","0","34","0","0.76834862","NM_020473","NP_065206","0.8865016621582752","false","0","H__sapiens__1_-Hs:720950","2764","GPI3","0.17879013","PIGA_HUMAN"
"487","","","1.79816514","0.00451246","0.55612245","0.2889336","71","3","ENSG00000067900","ENSP00000462004","6093","ROCK1","false","-0.14213938122403794","H__sapiens__1_-Hs:710309","58.35211268","query","0","71","0","0.80045872","NM_005406","NP_005397","0.8675003348004857","false","0","H__sapiens__1_-Hs:710309","7900","p160ROCK","0.18121774","ROCK1_HUMAN"
"488","","","1.74617737","0.00635982","0.57267951","0.303814","88","3","ENSG00000153914","ENSP00000430894","140890","SREK1","false","-0.14028157979180875","H__sapiens__1_-Hs:719071","58.51136364","query","0","88","0","0.81345566","NM_139168","NP_631907","0.8691134761491215","false","0","H__sapiens__1_-Hs:719071","11962","SRrp86","0.18171231","SREK1_HUMAN"
"489","","","2.03669725","0.00119222","0.49099099","0.30952381","21","3","ENSG00000272204","ENSP00000475940","51433","ANAPC5","false","-0.1332236997353614","H__sapiens__1_-Hs:711102","55.85714286","query","0","21","0","0.74082569","NM_016237","NP_057321","0.8752692727025395","false","0","H__sapiens__1_-Hs:711102","2192","APC5","0.19145803","Q9UJX4"
"490","","","2.23853211","2.9378E-4","0.44672131","0.1969697","12","4","ENSG00000080298","ENSP00000416189","5991","RFX3","false","-0.10251898583325293","H__sapiens__1_-Hs:710779","43.25","query","0","12","0","0.69036697","NM_134428","NP_602304","0.9025610137173481","false","0","H__sapiens__1_-Hs:710779","444","","0.1825565","RFX3_HUMAN"
"491","","","2.03058104","6.4944E-4","0.49246988","0.27667984","23","3","ENSG00000111961","ENSP00000356439","23328","SASH1","false","-0.11361320726021125","H__sapiens__1_-Hs:713295","47.60869565","query","0","23","0","0.74235474","NM_015278","NP_056093","0.892603141535111","false","0","H__sapiens__1_-Hs:713295","1150","SH3D6A","0.16193434","SASH1_HUMAN"
"492","","","1.77981651","0.00676874","0.56185567","0.22918919","75","3","ENSG00000011405","ENSP00000438687","5286","PIK3C2A","false","-0.1354155969793374","H__sapiens__1_-Hs:709573","53.17333333","query","0","75","0","0.80504587","NM_002645","NP_002636","0.8733528734383632","false","0","H__sapiens__1_-Hs:709573","10780","PI3K-C2alpha","0.16411523","P3C2A_HUMAN"
"493","","","1.87461774","0.0037248","0.53344209","0.2394775","53","3","ENSG00000169504","ENSP00000436538","25932","CLIC4","false","-0.134300006934817","H__sapiens__1_-Hs:722033","49.52830189","query","0","53","0","0.78134557","NM_013943","NP_039234","0.8743277208732678","false","0","H__sapiens__1_-Hs:722033","6526","P64H1","0.1572327","Q9Y696"
"494","","","2.06727829","0.00112595","0.48372781","0.35185185","28","3","ENSG00000081923","ENSP00000468751","5205","ATP8B1","false","-0.13308541099807758","H__sapiens__1_-Hs:710840","45.17857143","query","0","28","0","0.73318043","NM_005603","NP_005594","0.875390320954657","false","0","H__sapiens__1_-Hs:710840","1632","PFIC1","0.16356108","O43520"
"495","","","1.73088685","0.00873927","0.57773852","0.27793361","93","3","ENSG00000133858","ENSP00000450044","196441","ZFC3H1","false","-0.13294758150307404","H__sapiens__1_-Hs:716136","55.50537634","query","0","93","0","0.81727829","NM_144982","NP_659419","0.8755109838757889","false","0","H__sapiens__1_-Hs:716136","14900","PSRC2","0.17237695","ZC3H1_HUMAN"
"496","","","1.8470948","0.00344559","0.54139073","0.28374456","53","3","ENSG00000168214","ENSP00000427344","3516","RBPJ","false","-0.13078150355669352","H__sapiens__1_-Hs:721717","58.52830189","query","0","53","0","0.7882263","NM_203284","NP_976029","0.8774094642957718","false","0","H__sapiens__1_-Hs:721717","6568","RBPSUH","0.18064291","SUH_HUMAN"
"497","","","1.78593272","0.00960224","0.55993151","0.21048513","72","3","ENSG00000131873","ENSP00000254190","22856","CHSY1","false","-0.12670949045414787","H__sapiens__1_-Hs:715841","49.76388889","query","0","72","0","0.80351682","NM_014918","NP_055733","0.8809895713051088","false","0","H__sapiens__1_-Hs:715841","15892","KIAA0990","0.15311966","Q86X52"
"498","","","1.91743119","0.00168644","0.5215311","0.22617354","38","3","ENSG00000145012","ENSP00000438891","4026","LPP","false","-0.13045529644244294","H__sapiens__1_-Hs:718006","51.23684211","query","0","38","0","0.7706422","NM_005578","NP_005569","0.8776957281932574","false","0","H__sapiens__1_-Hs:718006","3020","","0.16214191","Q93052"
"499","","","1.85932722","0.00324886","0.53782895","0.23686275","51","3","ENSG00000117620","ENSP00000436938","23443","SLC35A3","false","-0.1289353212746063","H__sapiens__1_-Hs:714059","55.21568627","query","0","51","0","0.7851682","NM_012243","NP_036375","0.8790308182998909","false","0","H__sapiens__1_-Hs:714059","6070","","0.17147729","S35A3_HUMAN"
"500","","","1.82568807","0.00426587","0.54773869","0.32261072","66","3","ENSG00000143442","ENSP00000472860","23126","POGZ","false","-0.12884062715755265","H__sapiens__1_-Hs:717756","56.45454545","query","0","66","0","0.79357798","NM_207171","NP_997054","0.8791140612883412","false","0","H__sapiens__1_-Hs:717756","8112","ZNF635m","0.17753002","Q7Z3K3"
"501","","","1.9204893","0.00177052","0.52070064","0.38310709","52","3","ENSG00000114857","ENSP00000408660","4820","NKTR","false","-0.1057277972528859","H__sapiens__1_-Hs:713651","55.57692308","query","0","52","0","0.76987768","NM_005385","NP_005376","0.8996695072601119","false","0","H__sapiens__1_-Hs:713651","3800","p104","0.18464094","P30414"
"502","","","1.8470948","0.00312541","0.54139073","0.31151373","59","3","ENSG00000122257","ENSP00000460821","5930","RBBP6","false","-0.12612308538058875","H__sapiens__1_-Hs:714568","57.47457627","query","0","59","0","0.7882263","NM_032626","NP_116015","0.8815063395624303","false","0","H__sapiens__1_-Hs:714568","6180","SNAMA","0.18073766","RBBP6_HUMAN"
"503","","","1.88990826","0.00318462","0.52912621","0.17940199","43","3","ENSG00000134250","ENSP00000473427","4853","NOTCH2","false","-0.11932131592900637","H__sapiens__1_-Hs:716200","46.48837209","query","0","43","0","0.77752294","NM_024408","NP_077719","0.8875225797991424","false","0","H__sapiens__1_-Hs:716200","5022","","0.14527616","Q04721"
"504","RNA splicing|mRNA splicing, via spliceosome|catalytic step 2 spliceosome|RNA splicing, via transesterification reactions|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|mRNA processing","GO:0008380|GO:0000398|GO:0071013|GO:0000375|GO:0000377|GO:0006397","1.90825688","0.00146749","0.52403846","0.39130435","47","3","ENSG00000170144","ENSP00000416340","220988","HNRNPA3","false","-0.12165905237997875","H__sapiens__1_-Hs:722174","62.63829787","query","0","47","0","0.77293578","NM_194247","NP_919223","0.885450209185241","false","0","H__sapiens__1_-Hs:722174","2960","HNRPA3","0.20205903","ROA3_HUMAN"
"505","","","1.77370031","0.00536555","0.5637931","0.25981982","75","3","ENSG00000115020","ENSP00000414477","200576","PIKFYVE","false","-0.12580207915541422","H__sapiens__1_-Hs:713669","57.61333333","query","0","75","0","0.80657492","NM_152671","NP_689884","0.8817893540072297","false","0","H__sapiens__1_-Hs:713669","9418","ZFYVE29","0.17672802","Q9Y2I7"
"506","","","2.11314985","0.00108608","0.47322721","0.256917","23","3","ENSG00000122691","ENSP00000416986","7291","TWIST1","false","-0.11831398647021059","H__sapiens__1_-Hs:714615","37.30434783","query","0","23","0","0.72171254","NM_000474","NP_000465","0.8884170578805448","false","0","H__sapiens__1_-Hs:714615","1656","TWIST","0.13971666","TWST1_HUMAN"
"507","","","1.81651376","0.00415712","0.55050505","0.26971154","65","3","ENSG00000171988","ENSP00000444682","221037","JMJD1C","false","-0.11956684364478318","H__sapiens__1_-Hs:722631","57.23076923","query","0","65","0","0.79587156","NM_032776","NP_116165","0.8873046951568778","false","0","H__sapiens__1_-Hs:722631","7102","TRIP8","0.17773531","Q15652"
"508","","","1.82262997","0.00375287","0.54865772","0.29563492","64","3","ENSG00000163349","ENSP00000426695","204851","HIPK1","false","-0.1192965822669691","H__sapiens__1_-Hs:720378","60.84375","query","0","64","0","0.79434251","NM_198269","NP_938010","0.8875445317541566","false","0","H__sapiens__1_-Hs:720378","7220","Nbak2","0.18954439","Q86Z02"
"509","","","2.0030581","3.9476E-4","0.49923664","0.39492754","24","3","ENSG00000119684","ENSP00000452316","27030","MLH3","false","-0.1056784192889514","H__sapiens__1_-Hs:714255","66.16666667","query","0","24","0","0.74923547","NM_014381","NP_055196","0.899713932205392","false","0","H__sapiens__1_-Hs:714255","898","","0.21909492","Q9UHC1"
"510","","","2.02140673","6.4445E-4","0.49470499","0.25108225","22","3","ENSG00000081791","ENSP00000426138","9812","KIAA0141","false","-0.10356704002714619","H__sapiens__1_-Hs:710832","49.86363636","query","0","22","0","0.74464832","NM_014773","NP_055588","0.9016155763829992","false","0","H__sapiens__1_-Hs:710832","1070","DELE","0.16732764","Q14154"
"511","","","1.87155963","0.00299516","0.53431373","0.29419986","54","3","ENSG00000146247","ENSP00000275034","55023","PHIP","false","-0.09432333399272198","H__sapiens__1_-Hs:718183","57.42592593","query","0","54","0","0.78211009","NM_017934","NP_060404","0.9099884844583146","false","0","H__sapiens__1_-Hs:718183","5356","ndrp","0.18230453","Q8WWQ0"
"512","","","1.88379205","0.00254669","0.53084416","0.31935709","54","3","ENSG00000061987","ENSP00000450136","23041","MON2","false","-0.11845800325078285","H__sapiens__1_-Hs:710120","57.5","query","0","54","0","0.77905199","NM_015026","NP_055841","0.8882891201288761","false","0","H__sapiens__1_-Hs:710120","4522","KIAA1040","0.18488746","Q7Z3U7"
"513","","","1.9235474","0.00129593","0.51987281","0.38794926","44","3","ENSG00000244462","ENSP00000411692","10137","RBM12","false","-0.11761187898081174","H__sapiens__1_-Hs:751204","65.68181818","query","0","44","0","0.76911315","NM_152838","NP_690051","0.8890410411766322","false","0","H__sapiens__1_-Hs:751204","3000","SWAN","0.21325266","RBM12_HUMAN"
"514","","","1.9235474","0.00177296","0.51987281","0.25375375","37","3","ENSG00000105483","ENSP00000430836","22900","CARD8","false","-0.11623970034702819","H__sapiens__1_-Hs:712414","55.10810811","query","0","37","0","0.76911315","NM_014959","NP_055774","0.8902618016570707","false","0","H__sapiens__1_-Hs:712414","3096","TUCAN","0.17494637","Q9Y2G2"
"515","","","2.06422018","6.4353E-4","0.48444444","0.37229437","22","3","ENSG00000166340","ENSP00000437066","1200","TPP1","false","-0.11499499642431366","H__sapiens__1_-Hs:721232","45.54545455","query","0","22","0","0.73394495","NM_000391","NP_000382","0.8913706039359547","false","0","H__sapiens__1_-Hs:721232","994","CLN2","0.16077739","TPP1_HUMAN"
"516","","","2.00611621","0.00127421","0.49847561","0.25666667","25","3","ENSG00000112078","ENSP00000440150","222658","KCTD20","false","-0.11243524815437755","H__sapiens__1_-Hs:713308","49.2","query","0","25","0","0.74847095","NM_173562","NP_775833","0.8936552110593629","false","0","H__sapiens__1_-Hs:713308","2324","MGC14254","0.16441472","Q7Z5Y7"
"517","RNA splicing|termination of RNA polymerase II transcription|mRNA 3'-end processing|mRNA splicing, via spliceosome|RNA splicing, via transesterification reactions|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|RNA 3'-end processing|mRNA processing","GO:0008380|GO:0006369|GO:0031124|GO:0000398|GO:0000375|GO:0000377|GO:0031123|GO:0006397","1.86238532","0.00223883","0.53694581","0.33091437","53","3","ENSG00000090060","ENSP00000452578","10914","PAPOLA","false","-0.11492028629163532","H__sapiens__1_-Hs:711154","61.22641509","query","0","53","0","0.78440367","NM_032632","NP_116021","0.8914372008397411","false","0","H__sapiens__1_-Hs:711154","4478","","0.19193234","PAPOA_HUMAN"
"518","","","1.9235474","0.00284513","0.51987281","0.23897582","38","3","ENSG00000170776","ENSP00000453768","11214","AKAP13","false","-0.10010834547212988","H__sapiens__1_-Hs:722323","51.0","query","0","38","0","0.76911315","NM_007200","NP_009131","0.9047393883093361","false","0","H__sapiens__1_-Hs:722323","5306","PROTO-LB","0.16242038","Q12802"
"519","","","1.9969419","8.3417E-4","0.5007657","0.29425287","30","3","ENSG00000182606","ENSP00000413729","22906","TRAK1","false","-0.11212713508502066","H__sapiens__1_-Hs:724800","52.6","query","0","30","0","0.75076453","NM_014965","NP_055780","0.8939306003327276","false","0","H__sapiens__1_-Hs:724800","1330","OIP106","0.17651007","TRAK1_HUMAN"
"520","","","1.9969419","8.5646E-4","0.5007657","0.29885057","30","3","ENSG00000185127","ENSP00000390806","387263","C6orf120","false","-0.11117896009862856","H__sapiens__1_-Hs:725466","53.9","query","0","30","0","0.75076453","NM_001029863","NP_001025034","0.8947786049323763","false","0","H__sapiens__1_-Hs:725466","1476","bA160E12.4","0.18087248","Q7Z4R8"
"521","","","2.06727829","0.00110529","0.48372781","0.22529644","23","3","ENSG00000141338","ENSP00000467271","10351","ABCA8","false","-0.10982505876235642","H__sapiens__1_-Hs:717445","42.52173913","query","0","23","0","0.73318043","NM_007168","NP_009099","0.8959908673379293","false","0","H__sapiens__1_-Hs:717445","1936","KIAA0822","0.15078631","O94911"
"522","","","1.97553517","0.00121574","0.50619195","0.21164021","28","3","ENSG00000089234","ENSP00000441659","8315","BRAP","false","-0.10623486379126824","H__sapiens__1_-Hs:711122","53.78571429","query","0","28","0","0.75611621","NM_006768","NP_006759","0.8992134305977566","false","0","H__sapiens__1_-Hs:711122","2276","RNF52","0.17565359","Q7Z569"
"523","RNA splicing|mRNA splicing, via spliceosome|catalytic step 2 spliceosome|RNA splicing, via transesterification reactions|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|mRNA processing","GO:0008380|GO:0000398|GO:0071013|GO:0000375|GO:0000377|GO:0006397","1.72782875","0.01119669","0.57876106","0.24444444","90","3","ENSG00000122566","ENSP00000354021","3181","HNRNPA2B1","false","-0.2322493958244949","H__sapiens__1_-Hs:714601","53.53333333","query","0","90","0","0.81804281","NM_031243","NP_112533","0.7927483905123731","false","0","H__sapiens__1_-Hs:714601","18226","HNRPA2B1","0.16421268","ROA2_HUMAN"
"524","","","1.96941896","0.00233182","0.50776398","0.28475034","39","3","ENSG00000185201","ENSP00000473587","10581","IFITM2","false","-0.1708157354395956","H__sapiens__1_-Hs:725486","41.28205128","query","0","39","0","0.75764526","NM_006435","NP_006426","0.8429768899275748","false","0","H__sapiens__1_-Hs:725486","3826","1-8D","0.13853037","Q01629"
"525","receptor signaling protein activity","GO:0005057","1.82568807","0.00459575","0.54773869","0.23955579","62","3","ENSG00000254087","ENSP00000428924","4067","LYN","false","-0.227894159488081","H__sapiens__1_-Hs:756198","50.66129032","query","0","62","0","0.79357798","NM_002350","NP_002341","0.7962085264940003","false","0","H__sapiens__1_-Hs:756198","7728","JTK8","0.1573332","P07948"
"526","","","1.89602446","0.00378888","0.52741935","0.16341463","41","3","ENSG00000156508","ENSP00000392366","1915","EEF1A1","false","-0.21758792638455574","H__sapiens__1_-Hs:719377","46.29268293","query","0","41","0","0.77599388","NM_001402","NP_001393","0.804456868826082","false","0","H__sapiens__1_-Hs:719377","5902","LENG7","0.14466463","P68104"
"527","","","1.82568807","0.01028774","0.54773869","0.17921147","63","3","ENSG00000180353","ENSP00000420507","3059","HCLS1","false","-0.21710625958918997","H__sapiens__1_-Hs:724341","42.57142857","query","0","63","0","0.79357798","NM_005335","NP_005326","0.804844442321248","false","0","H__sapiens__1_-Hs:724341","13666","CTTNL","0.13262127","P14317"
"528","","","1.78287462","0.00838225","0.56089194","0.22162162","75","3","ENSG00000104408","ENSP00000430839","3646","EIF3E","false","-0.21669873715126012","H__sapiens__1_-Hs:712213","51.92","query","0","75","0","0.80428135","NM_001568","NP_001559","0.8051725013317007","false","0","H__sapiens__1_-Hs:712213","12740","EIF3S6","0.16074303","P60228"
"529","","","1.87767584","0.00479755","0.53257329","0.18936877","43","3","ENSG00000097007","ENSP00000376971","25","ABL1","false","-0.20838101921676608","H__sapiens__1_-Hs:711366","49.86046512","query","0","43","0","0.78058104","NM_007313","NP_009297","0.8118976291718116","false","0","H__sapiens__1_-Hs:711366","8392","JTK7","0.15429477","P00519"
"530","","","1.77370031","0.00762015","0.5637931","0.27172827","78","3","ENSG00000162607","ENSP00000403662","7398","USP1","false","-0.20191449805325193","H__sapiens__1_-Hs:720169","54.58974359","query","0","78","0","0.80657492","NM_003368","NP_003359","0.8171647941360589","false","0","H__sapiens__1_-Hs:720169","12710","","0.16900849","UBP1_HUMAN"
"531","","","2.04281346","4.4063E-4","0.48952096","0.28104575","18","3","ENSG00000197006","ENSP00000457311","51108","METTL9","false","-0.07095704143553594","H__sapiens__1_-Hs:726920","57.0","query","0","18","0","0.73929664","NM_016025","NP_057109","0.9315019072528209","false","0","H__sapiens__1_-Hs:726920","982","DREV1","0.19322034","Q9H1A3"
"532","receptor signaling protein activity","GO:0005057","1.74311927","0.00835012","0.57368421","0.24489275","89","3","ENSG00000135341","ENSP00000358338","6885","MAP3K7","false","-0.19693076600243414","H__sapiens__1_-Hs:716393","54.92134831","query","0","89","0","0.81422018","NM_145333","NP_663306","0.8212474895911368","false","0","H__sapiens__1_-Hs:716393","13726","MEKK7","0.17056319","O43318"
"533","RNA splicing|mRNA splicing, via spliceosome|catalytic step 2 spliceosome|RNA splicing, via transesterification reactions|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|mRNA processing","GO:0008380|GO:0000398|GO:0071013|GO:0000375|GO:0000377|GO:0006397","2.00611621","9.732E-4","0.49847561","0.33068783","28","3","ENSG00000099995","ENSP00000412715","10291","SF3A1","false","-0.19545964674551083","H__sapiens__1_-Hs:711449","55.03571429","query","0","28","0","0.74847095","NM_005877","NP_005868","0.822456531692283","false","0","H__sapiens__1_-Hs:711449","1702","SF3a120","0.18530544","SF3A1_HUMAN"
"534","","","1.8470948","0.00212879","0.54139073","0.32728592","53","3","ENSG00000146457","ENSP00000351141","9589","WTAP","false","-0.12268049232757362","H__sapiens__1_-Hs:718212","64.62264151","query","0","53","0","0.7882263","NM_152858","NP_690597","0.8845462367253598","false","0","H__sapiens__1_-Hs:718212","4470","MGC3925","0.1994526","Q15007"
"535","","","1.85015291","0.00479411","0.54049587","0.246219","58","3","ENSG00000118503","ENSP00000409845","7128","TNFAIP3","false","-0.19375825129477306","H__sapiens__1_-Hs:714134","47.05172414","query","0","58","0","0.78746177","NM_006290","NP_006281","0.8238570465707107","false","0","H__sapiens__1_-Hs:714134","7796","OTUD7C","0.1479614","TNAP3_HUMAN"
"536","","","1.87767584","0.00299149","0.53257329","0.25177305","48","3","ENSG00000166037","ENSP00000445821","9702","CEP57","false","-0.1167509524942668","H__sapiens__1_-Hs:721152","56.125","query","0","48","0","0.78058104","NM_014679","NP_055494","0.8898067697273059","false","0","H__sapiens__1_-Hs:721152","5128","TSP57","0.17594044","Q86XR8"
"537","","","1.81039755","0.01006106","0.55236486","0.18368298","66","3","ENSG00000151491","ENSP00000445985","2059","EPS8","false","-0.19161225559112113","H__sapiens__1_-Hs:718783","44.27272727","query","0","66","0","0.79740061","NM_004447","NP_004438","0.8256269386642492","false","0","H__sapiens__1_-Hs:718783","15864","","0.13706727","Q12929"
"538","","","2.0","0.00404525","0.5","0.1954023","30","3","ENSG00000123131","ENSP00000413736","10549","PRDX4","false","-0.19030017408069674","H__sapiens__1_-Hs:714667","39.56666667","query","0","30","0","0.75","NM_006406","NP_006397","0.8267109394981904","false","0","H__sapiens__1_-Hs:714667","4394","AOE37-2","0.13355856","Q13162"
"539","","","1.85015291","0.00285315","0.54049587","0.28860936","54","3","ENSG00000262418","ENSP00000471843","5788","PTPRC","false","-0.1901752510966126","H__sapiens__1_-Hs:710820","57.2962963","query","0","54","0","0.78746177","NM_080921","NP_563578","0.8268142211467191","false","0","H__sapiens__1_-Hs:710820","5262","T200","0.17793881","PTPRC_HUMAN"
"540","","","1.97859327","7.6545E-4","0.50540958","0.33068783","28","3","ENSG00000197771","ENSP00000358073","79892","MCMBP","false","-0.10217839325906358","H__sapiens__1_-Hs:727184","57.42857143","query","0","28","0","0.75535168","NM_024834","NP_079110","0.9028684716523456","false","0","H__sapiens__1_-Hs:727184","1646","MCM-BP","0.18767507","Q9BTE3"
"541","","","1.71253823","0.01281165","0.58392857","0.21779913","94","2","ENSG00000165732","ENSP00000346120","9188","DDX21","false","-0.18951442668310628","H__sapiens__1_-Hs:721078","51.73404255","query","0","94","0","0.82186544","NM_004728","NP_004719","0.8273607807395585","false","0","H__sapiens__1_-Hs:721078","20110","RH-II/GU","0.15820808","Q9NR30"
"542","RNA splicing|RNA splicing, via transesterification reactions","GO:0008380|GO:0000375","1.68195719","0.01057711","0.59454545","0.27367475","106","3","ENSG00000119953","ENSP00000358616","10285","SMNDC1","false","-0.18858071429920367","H__sapiens__1_-Hs:714305","56.31132075","query","0","106","0","0.8295107","NM_005871","NP_005862","0.8281336585131138","false","0","H__sapiens__1_-Hs:714305","18434","TDRD16C","0.1732656","SPF30_HUMAN"
"543","","","1.65443425","0.01502873","0.60443623","0.25415713","115","3","ENSG00000153922","ENSP00000422589","1105","CHD1","false","-0.1880708174826198","H__sapiens__1_-Hs:719072","56.48695652","query","0","115","0","0.83639144","NM_001270","NP_001261","0.828556028902803","false","0","H__sapiens__1_-Hs:719072","25124","","0.17380602","O14646"
"544","","","2.17737003","3.1874E-4","0.45926966","0.28571429","15","3","ENSG00000071242","ENSP00000427605","6196","RPS6KA2","false","-0.12137179999932399","H__sapiens__1_-Hs:710436","42.8","query","0","15","0","0.70565749","NM_021135","NP_066958","0.8857045934002672","false","0","H__sapiens__1_-Hs:710436","598","RSK3","0.16890646","Q15349"
"545","","","1.88379205","0.00574976","0.53084416","0.22859216","53","3","ENSG00000113140","ENSP00000444998","6678","SPARC","false","-0.18789421880094578","H__sapiens__1_-Hs:713457","39.54716981","query","0","53","0","0.77905199","NM_003118","NP_003109","0.8287023637260884","false","0","H__sapiens__1_-Hs:713457","8772","ON","0.12675375","SPRC_HUMAN"
"546","","","1.89602446","0.00358774","0.52741935","0.23961353","46","3","ENSG00000162511","ENSP00000294507","7805","LAPTM5","false","-0.18364436939308815","H__sapiens__1_-Hs:720144","41.91304348","query","0","46","0","0.77599388","NM_006762","NP_006753","0.8322317182764972","false","0","H__sapiens__1_-Hs:720144","5432","","0.13305728","Q13571"
"547","","","1.66972477","0.01473095","0.5989011","0.2198437","109","3","ENSG00000127314","ENSP00000446318","5908","RAP1B","false","-0.18310396759100708","H__sapiens__1_-Hs:715224","54.96330275","query","0","109","0","0.83256881","NM_015646","NP_056461","0.8326815793387193","false","0","H__sapiens__1_-Hs:715224","24284","RAL1B","0.16859909","RAP1B_HUMAN"
"548","","","1.81651376","0.00432842","0.55050505","0.24008461","62","3","ENSG00000138434","ENSP00000415625","6744","SSFA2","false","-0.1288751769879192","H__sapiens__1_-Hs:717020","54.38709677","query","0","62","0","0.79587156","NM_006751","NP_006742","0.87908368857134","false","0","H__sapiens__1_-Hs:717020","7228","SPAG13","0.16734491","SSFA2_HUMAN"
"549","","","1.82262997","0.00594404","0.54865772","0.18700565","60","3","ENSG00000131979","ENSP00000445246","2643","GCH1","false","-0.1824271324438469","H__sapiens__1_-Hs:715854","49.2","query","0","60","0","0.79434251","NM_001024071","NP_001019242","0.8332453582691838","false","0","H__sapiens__1_-Hs:715854","9428","GTPCH1","0.15138462","P30793"
"550","","","1.87155963","0.00457881","0.53431373","0.20478723","48","3","ENSG00000129116","ENSP00000426947","23022","PALLD","false","-0.13269122548159004","H__sapiens__1_-Hs:715429","44.77083333","query","0","48","0","0.78211009","NM_016081","NP_057165","0.8757354551594341","false","0","H__sapiens__1_-Hs:715429","8216","SIH002","0.139473","Q8WX93"
"551","","","2.20795107","8.7725E-4","0.45290859","0.18128655","19","3","ENSG00000128591","ENSP00000344002","2318","FLNC","false","-0.1808947230207901","H__sapiens__1_-Hs:715366","35.63157895","query","0","19","0","0.69801223","NM_001458","NP_001449","0.8345232101539859","false","0","H__sapiens__1_-Hs:715366","1364","FLN2","0.14886589","Q14315"
"552","","","1.93272171","0.00250263","0.51740506","0.22332859","38","3","ENSG00000128513","ENSP00000477320","25913","POT1","false","-0.1774358899711597","H__sapiens__1_-Hs:715353","52.76315789","query","0","38","0","0.76681957","NM_015450","NP_056265","0.8374146842944248","false","0","H__sapiens__1_-Hs:715353","4292","hPot1","0.17011885","Q9NUX5"
"553","","","1.8440367","0.00477788","0.54228856","0.212627","53","3","ENSG00000117906","ENSP00000453052","5955","RCN2","false","-0.17704289760308695","H__sapiens__1_-Hs:714082","53.03773585","query","0","53","0","0.78899083","NM_002902","NP_002893","0.8377438465491551","false","0","H__sapiens__1_-Hs:714082","8144","TCBP49","0.16319303","RCN2_HUMAN"
"554","","","1.95718654","0.00214292","0.5109375","0.3089701","43","3","ENSG00000038427","ENSP00000426715","1462","VCAN","false","-0.17586394232183197","H__sapiens__1_-Hs:709833","43.02325581","query","0","43","0","0.76070336","NM_004385","NP_004376","0.8387320915152277","false","0","H__sapiens__1_-Hs:709833","3682","PG-M","0.14437334","P13611"
"555","","","1.64220183","0.01463627","0.60893855","0.25206432","118","3","ENSG00000101126","ENSP00000436181","23394","ADNP","false","-0.17313765797824102","H__sapiens__1_-Hs:711737","55.8559322","query","0","118","0","0.83944954","NM_181442","NP_852107","0.8410218335104362","false","0","H__sapiens__1_-Hs:711737","24910","KIAA0784","0.17133722","Q9H2P0"
"556","","","1.93883792","0.00131111","0.51577287","0.24201681","35","3","ENSG00000116473","ENSP00000443009","5906","RAP1A","false","-0.17289759225763768","H__sapiens__1_-Hs:713886","54.97142857","query","0","35","0","0.76529052","NM_002884","NP_002875","0.8412237582595765","false","0","H__sapiens__1_-Hs:713886","2362","SMGP21","0.17666514","RAP1A_HUMAN"
"557","","","1.83180428","0.00505587","0.54590985","0.24440411","58","3","ENSG00000198646","ENSP00000363929","23054","NCOA6","false","-0.171845954992181","H__sapiens__1_-Hs:727492","52.39655172","query","0","58","0","0.79204893","NM_014071","NP_054790","0.8421088858473529","false","0","H__sapiens__1_-Hs:727492","8686","TRBP","0.16171775","Q14686"
