,logFC,AveExpr,t,P.Value,adj.P.Val,B,GeneID
11834,0.279165001704496,2.73581688173347,1.83080386401051,0.0772913695634569,0.563450137397772,-4.11314626638661,DDX58
15327,-0.272134061729647,7.173567109753,-1.83035196075537,0.0773606744888206,0.563450137397772,-4.29878917838269,KCNN1
1046,0.400068931119993,4.79119198215843,1.82920119990052,0.077537398253286,0.563735018448071,-4.24239375949585,MAN1A2
12819,0.635624091631521,-0.724004684883131,1.82921800543221,0.0775348149210992,0.563735018448071,-4.10360726331115,ALOX12P2
5368,0.196668311213089,4.47636106921193,1.82867922713346,0.0776176721797004,0.563805165614694,-4.22921716954332,RRP1B
9648,0.180619915923709,3.16401258780244,1.82883962567918,0.0775929969968107,0.563805165614694,-4.14377020931262,ZNF606
5707,0.221391164062349,3.24963581334417,1.82834569817305,0.0776690026907064,0.563921462919426,-4.14867263989577,SEMA4G
1396,0.423165430546978,3.86458298624289,1.82716136969603,0.0778515072331483,0.564732923436822,-4.18573029821617,MFHAS1
13601,0.184446878407955,5.42965542615888,1.82733061354636,0.0778254043568965,0.564732923436822,-4.28152945330466,FUT8
4611,-0.192514819643177,6.33193728396099,-1.825706613287,0.0780761870330907,0.564869750262186,-4.30705356956644,RAB40B
4632,-0.267817310291053,3.70460473762259,-1.82549972508524,0.0781081849158146,0.564869750262186,-4.19425522918545,RABEP2
6570,0.237225826655182,2.33986305812163,1.82597628096454,0.0780344963549421,0.564869750262186,-4.10069495218309,SOCS2
6716,0.156014870037309,5.98005307776429,1.82607813073149,0.0780187553191207,0.564869750262186,-4.30142699577801,SPOP
14705,-0.170062112024512,4.78684100792192,-1.82543610812021,0.0781180263421588,0.564869750262186,-4.25941952539508,HSD17B1
15886,-0.275573646600403,6.78415781466327,-1.82611975161307,0.0780123235312465,0.564869750262186,-4.30616997092494,LINC00087
15956,-0.473475685265294,-0.305138240250846,-1.82545448428426,0.0781151834746905,0.564869750262186,-4.08483155182453,LIPT2
3806,0.293748462451057,4.11216809463156,1.82471530337384,0.0782296076640853,0.564909052901306,-4.2096731943925,PLXNA3
8735,0.803737328236847,4.17319288531568,1.82488696683469,0.0782030216140139,0.564909052901306,-4.19836683555975,C1R
9717,0.590128022490602,0.03930093841211,1.82479414995051,0.0782173954909166,0.564909052901306,-4.08644052577114,ZNF699
5287,0.205326684969457,4.38768878218778,1.82429945276488,0.0782940438026246,0.565118762817678,-4.23003795680505,RPRD1B
2730,-0.370410602639168,5.78174516464528,-1.82380099966148,0.078371339065789,0.565421057173243,-4.30413217978514,NTNG2
10475,0.214651195914285,3.99653372876021,1.82343658645194,0.0784278900416122,0.565573483470813,-4.20547467981647,CCDC93
7649,-0.309440252937388,5.96655952877101,-1.82319884728339,0.0784648020950343,0.565584212302175,-4.30804706021435,TMEM129
8203,0.432400396269134,1.71162472165833,1.82247532200997,0.078577230148492,0.565883652030141,-4.08320467434007,TSKU
8256,0.338425705220921,2.88538177736519,1.82270104363123,0.0785421406497417,0.565883652030141,-4.13051212410616,TTC14
1583,-0.514528232470198,-2.13900993639718,-1.82200255359054,0.0786507677161357,0.565908547253167,-4.14539099133139,MIR4664
9244,0.120131851090861,5.28036086765928,1.82199735770051,0.0786515762466978,0.565908547253167,-4.28414326125583,ZFYVE1
5056,-0.316952289478508,6.28475687471028,-1.82163255077976,0.0787083614992009,0.566062026890199,-4.31302508218801,RLTPR
10189,0.516105729334044,4.9032759474,1.82125841346208,0.0787666355345515,0.566226070663958,-4.25823431918093,CALB2
15360,-0.242804615574415,4.19620497090464,-1.82088305885055,0.0788251362563073,0.566391595620253,-4.23274179828042,KCTD5
4027,-0.129476013200883,6.48743190867008,-1.82017798852962,0.0789351251522285,0.566692942239427,-4.31573448855316,PPM1B
7855,0.247778697023602,4.39475092573085,1.82015917148259,0.0789380623537821,0.566692942239427,-4.23541161967287,TMOD3
5502,-0.489574137222414,3.70116688869607,-1.81963769597048,0.0790194980164188,0.566893509511161,-4.20680535120544,SAPCD2
11422,0.527684753562877,-0.676925835800404,1.81952559730713,0.0790370131637131,0.566893509511161,-4.10957645612526,CRTAM
11522,0.624507068267622,-0.0194417955096736,1.8187239522228,0.0791623650853884,0.567537638506202,-4.09396091336755,CTNND1
4407,-0.174246604637303,5.82264925185789,-1.81821854289806,0.0792414824590879,0.567595113926334,-4.31253440023216,BRP44L
12564,0.427628003481417,0.308963667620099,1.81841245579262,0.0792111191143943,0.567595113926334,-4.08691347460752,ALG10
6220,-0.270117729830808,5.14394411072153,-1.81719639412872,0.0794016974982422,0.568041043188046,-4.29130151109769,SLC39A13
7723,-0.303014610231905,1.38805764740823,-1.81662287249913,0.0794917144422252,0.568041043188046,-4.08936144582501,TMEM191A
8879,0.136471101711376,4.58912395904184,1.81667199403973,0.0794840011684809,0.568041043188046,-4.25510026004991,WDR59
9699,0.24509329052798,1.69303083560905,1.81699635484471,0.0794330847117892,0.568041043188046,-4.09099975164687,ZNF674
9985,-0.165213383435813,4.03922011794725,-1.81646055177246,0.0795172072858125,0.568041043188046,-4.22764945447631,C6orf130
13921,-0.279682238567491,6.80349804108226,-1.81740076870439,0.0793696410058674,0.568041043188046,-4.31935843660511,GLTSCR2
1370,-0.245288551160832,2.61293060236084,-1.81359102899364,0.0799690275264519,0.568108231989441,-4.1404214909483,ATG10
2382,0.478969446807683,-0.369221254560192,1.81419676964684,0.0798734684850078,0.568108231989441,-4.10538876865157,NEURL3
5105,0.27637842514925,6.35162241968925,1.81282570377332,0.0800899016110405,0.568108231989441,-4.32579025987907,RNF145
5136,-0.239623369831719,4.75233162372807,-1.81582504055289,0.0796170830406439,0.568108231989441,-4.27318458983535,RNF215
5909,-0.213716586126884,8.28745563424224,-1.815919416918,0.0796022442513333,0.568108231989441,-4.31576422747812,SHANK3
5961,0.254272173669463,3.46438022566461,1.81436725697546,0.0798465907403032,0.568108231989441,-4.18137925884089,C12orf35
6484,0.513022203027488,-0.413783141751135,1.81276541690598,0.0800994298391228,0.568108231989441,-4.1082487312011,C14orf55
6563,-0.163525511902476,5.73472097527125,-1.81354831643597,0.0799757693614303,0.568108231989441,-4.31737496382143,SNX5
6866,0.342689538708093,5.31104251155002,1.81425969085895,0.0798635479018412,0.568108231989441,-4.29301386224901,ST6GAL1
7185,-0.20839661147335,4.25370301561729,-1.81256246508617,0.0801315131178893,0.568108231989441,-4.24802344323662,TAF6L
9859,-0.398924004266751,1.71438665745096,-1.81341460783403,0.0799968773327374,0.568108231989441,-4.10212896337393,ZSCAN1
11072,-0.112148905494527,5.77880475808993,-1.81277659083523,0.0800976637471211,0.568108231989441,-4.31928048247352,CLNS1A
11406,0.563709790707411,2.52918064535023,1.81307479495308,0.0800505434757158,0.568108231989441,-4.12106051809138,CRISPLD1
11846,0.210698007405403,4.03932644705331,1.81543844812858,0.0796778916223477,0.568108231989441,-4.22041069053849,AJAP1
12445,-0.30287268704475,3.91822152804414,-1.81447747848702,0.0798292181633029,0.568108231989441,-4.22552244179304,EID2B
12593,0.188563018389274,4.13763600143048,1.81426364722119,0.0798629241502431,0.568108231989441,-4.22905705520188,ENOX1
15754,-0.177618508502766,6.61664352338922,-1.81331739000117,0.0800122276602566,0.568108231989441,-4.32600749514158,LARP6
13603,-0.232035197014135,4.884843476585,-1.81117914862904,0.0803504848191138,0.569407829836649,-4.28696616328845,FUZ
9394,0.172536228209916,4.68605211630087,1.81062503241631,0.0804383417606266,0.569777535292886,-4.26891418385141,ZNF263
1709,0.176939846729427,5.86733022480773,1.80950071259639,0.0806168585055257,0.570283014133462,-4.32368209900189,MMS19
10427,-0.223637375819549,6.11487361746661,-1.8097039994388,0.080584556085675,0.570283014133462,-4.33002336058323,CCDC56
15132,-0.220681439847976,3.55330490033521,-1.80960822477828,0.0805997733681769,0.570283014133462,-4.20565129522944,ITGAE
38,-0.170103912825054,5.93685593603452,-1.80839697759358,0.0807924358164724,0.570876412822608,-4.32955033102916,LOC100128252
124,0.29136813059351,4.40071828018632,1.78893609061632,0.083942206434272,0.570876412822608,-4.28030247155554,LOC100132273
316,-0.460840789979197,-1.03259722338171,-1.8003602466781,0.08208075232834,0.570876412822608,-4.12736764825337,LOC100506963
327,0.567107052279524,-0.639118451988034,1.8026546296488,0.0817111796107369,0.570876412822608,-4.12452554985529,ARMC3
763,-0.16477805320538,6.90202889926365,-1.79906014415286,0.0822908011678323,0.570876412822608,-4.34693284314347,LPCAT4
930,0.463182028198904,1.96228559422949,1.7905171637069,0.0836824621364121,0.570876412822608,-4.12884891788374,LTK
1551,-0.394210493389907,7.19706695435903,-1.79573126883661,0.0828307150892892,0.570876412822608,-4.35093912229472,ATP5D
1677,0.15465618255247,5.50923311117566,1.7895297338412,0.083844600264409,0.570876412822608,-4.34184030804213,MLLT4
1911,-0.259643946541051,5.20946219510907,-1.78886125959829,0.0839545169301943,0.570876412822608,-4.33635531863705,MSRB2
1959,0.536170046591373,2.5454456151255,1.8047480661287,0.0813752141471164,0.570876412822608,-4.13261061430812,MTHFD2
1972,0.233706261626882,5.27191713629036,1.79471667498158,0.0829958722349207,0.570876412822608,-4.32243158880707,MTMR12
2051,0.475951220021508,2.3878587759315,1.80833338372189,0.080802561990022,0.570876412822608,-4.12184523816278,MYD88
2070,0.374629091967479,2.69720577599166,1.8041170835805,0.0814763531615671,0.570876412822608,-4.14433864528232,B3GNT7
2201,-0.202442079807793,9.7233639758342,-1.80101215633668,0.0819755998736772,0.570876412822608,-4.32748402322196,NAT8L
2253,0.263027161165356,4.20183603362305,1.80508637196804,0.0813210318669935,0.570876412822608,-4.24485865453785,NCOA3
2364,-0.259647249921474,9.47518744678996,-1.80308268807368,0.0816423865141366,0.570876412822608,-4.32607414266904,NELF
2408,0.261590962239506,3.39010338728292,1.79072071359965,0.083649072009638,0.570876412822608,-4.20865893038428,NFKB1
2488,-0.569682254837906,-1.95758545546655,-1.79001854202093,0.0837643035038239,0.570876412822608,-4.16462807236026,NKX2-1
2684,-0.208097532718532,8.07268908870052,-1.79751517546694,0.0825410070976055,0.570876412822608,-4.34483945976682,NRSN2
2708,-0.368030875725631,0.995951111262258,-1.79071476595121,0.0836500474952,0.570876412822608,-4.11452292394287,NSUN5P2
3050,0.628232574694403,-1.30848269297894,1.79672507387196,0.082669213565858,0.570876412822608,-4.15090759840455,PABPC3
3054,-0.280393919925516,4.21895870120344,-1.7969698701951,0.0826294733607848,0.570876412822608,-4.26978347952765,PABPN1
3139,-0.191789315167995,4.96560658798692,-1.79474303596468,0.0829915776060591,0.570876412822608,-4.31503938880177,PARN
3195,0.248814281419782,4.55816175313283,1.79380810285159,0.0831440090416094,0.570876412822608,-4.28449235592492,PCDH20
3277,0.266990129730032,6.25901538568598,1.79137306649314,0.0835421371007777,0.570876412822608,-4.35724385060175,PCNX
3704,0.523052874431518,0.126697871328824,1.80284185687625,0.0816810843169155,0.570876412822608,-4.10655933119347,PLAU
3732,-0.646057795860443,1.41111791603023,-1.79624634539855,0.0827469773643747,0.570876412822608,-4.1170216414106,PLD4
3878,0.158391912519926,5.89151992104535,1.80464576258281,0.0813916049112405,0.570876412822608,-4.33178784162797,POGZ
4340,-0.176809215571689,5.96520280396891,-1.80688252886823,0.0810338789073316,0.570876412822608,-4.33234017288636,PSMB7
4371,-0.104531306171392,6.57553903389893,-1.79609433122864,0.0827716833111025,0.570876412822608,-4.35206591678548,PSMF1
4475,-0.35736719804268,2.49924945575659,-1.79763106739972,0.0825222160596539,0.570876412822608,-4.15682881827202,ACOT4
4828,0.419721413036724,4.16899418706116,1.79148759790732,0.0835233749143674,0.570876412822608,-4.2572402511636,RBMS2
4839,0.271517991488909,4.72504095862452,1.79857446561205,0.0823693864823136,0.570876412822608,-4.28684596444805,BTN2A1
4909,0.186178024452342,4.13631114554077,1.80771963141947,0.0809003466467699,0.570876412822608,-4.23846572601688,REV3L
4978,1.08393096816189,-1.04055913644513,1.79675346719108,0.0826646033629759,0.570876412822608,-4.14700780951379,RGS8
5526,0.278618029816981,4.60578488604809,1.80029374718675,0.0820914850998307,0.570876412822608,-4.2766846624473,SBF2
5639,0.263320839663788,3.14886607141507,1.79123839706293,0.0835642028262945,0.570876412822608,-4.19284991717406,SDK1
5657,0.469258300819035,2.43659726034313,1.79617316232316,0.0827588705839248,0.570876412822608,-4.13937650970669,SEC16B
5762,2.12817663601883,4.82166234788202,1.78974084254431,0.0838099132983632,0.570876412822608,-4.24888582367941,SERPINA3
6141,-0.253591317290928,6.3968992679234,-1.80621343019164,0.0811407469057042,0.570876412822608,-4.33667484360406,SLC27A4
6396,0.138441596351054,6.70175937291318,1.80065896817134,0.0820325545454406,0.570876412822608,-4.345243874686,SMG7
6486,-0.282061943744865,3.71152938243791,-1.80002915357348,0.0821342013830403,0.570876412822608,-4.23206468295294,C14orf79
6524,-0.141306031214315,5.03549374941222,-1.79170521460637,0.0834877354973504,0.570876412822608,-4.32221675873307,SNRPD1
6593,0.194567294703823,5.1170851663174,1.80495523844577,0.0813420302534508,0.570876412822608,-4.3002950013034,SOS1
6858,0.168875041734473,5.34954677916497,1.79230977615175,0.0833887934922722,0.570876412822608,-4.33067520324996,ST3GAL1
7190,-0.353116821614116,1.25075059571845,-1.79787019264009,0.0824834551566959,0.570876412822608,-4.10951550828145,C17orf65
7303,-0.149875794563443,5.63058547193752,-1.80155510606684,0.081888110265619,0.570876412822608,-4.33235227462045,TCEAL8
7327,0.214014551214061,3.8380613069558,1.80038540970308,0.082076691421413,0.570876412822608,-4.22783961220308,TCHP
7504,-0.470133224077177,-1.17526705852175,-1.7905332772082,0.083679818479753,0.570876412822608,-4.14020056032095,TICAM2
7543,0.290642551829856,5.48388438825591,1.78898488324844,0.0839341803565273,0.570876412822608,-4.33933701759718,TJP2
7791,0.253880663998646,3.7403011508052,1.8065285483783,0.0810904014603972,0.570876412822608,-4.21166061482657,TMEM48
7841,-0.270758473442451,1.75539397926515,-1.80085417538989,0.0820010715091826,0.570876412822608,-4.11797729544032,TMEM93
8179,-0.240626658179503,4.04402361325325,-1.80263510719258,0.0817143182354479,0.570876412822608,-4.24951137685265,TRPV6
8244,0.635590407753092,-0.137659684672339,1.79802706759249,0.0824580350097201,0.570876412822608,-4.11770135139751,TSSK3
8247,-0.43190806818716,4.20338080621581,-1.79652904300734,0.0827010489361425,0.570876412822608,-4.27255098743463,TST
8712,0.225468585263422,4.3833452940465,1.79185531402242,0.0834631610356163,0.570876412822608,-4.27637532119931,VCL
9320,0.340442466064216,2.77749206266569,1.7902811001509,0.0837211999840886,0.570876412822608,-4.16819926814413,ZNF154
9322,0.662719754702367,-0.526537188516072,1.79894312162336,0.0823097301743088,0.570876412822608,-4.12595455043383,ZNF157
9493,0.180539803928691,2.46935870615032,1.80731374317034,0.0809650693287471,0.570876412822608,-4.13214451036778,ZNF418
9495,0.410945948094199,2.81665280387858,1.78895897899912,0.0839384413594873,0.570876412822608,-4.17166505498759,ZNF420
9597,-0.226012254612862,4.28403466802409,-1.79542189925082,0.0828810450430204,0.570876412822608,-4.27554674037907,ZNF554
9963,0.244521414099297,3.96624916425947,1.79316645400832,0.0832487613836629,0.570876412822608,-4.24664598054139,C5orf42
9995,-0.230841224638579,3.8934049198969,-1.79309259696451,0.0832608261222017,0.570876412822608,-4.25324709136127,C6orf203
10179,0.148710087803218,4.11308528362508,1.78929910320272,0.0838825088194266,0.570876412822608,-4.26444443954895,CAD
10941,-0.196684689963584,4.88632540104803,-1.79710780639164,0.0826070879883004,0.570876412822608,-4.3073083676739,ADPRHL2
11038,-0.237686273440179,6.21353362432516,-1.79554769835161,0.0828605762073344,0.570876412822608,-4.35209611020961,ADRM1
11667,0.620501018125922,4.01962764557176,1.79224996050129,0.0833985784149772,0.570876412822608,-4.23968943617493,CYR61
11833,-0.149581651601865,5.37429126698227,-1.79412706679531,0.083091978397709,0.570876412822608,-4.33413674289821,DDX56
12177,-0.581978846976899,0.659937599230015,-1.80373996746355,0.0815368515917676,0.570876412822608,-4.09810400591384,DPH3P1
12234,0.224902164416914,8.04674682410244,1.80565309467994,0.0812303358520995,0.570876412822608,-4.33351606576769,DST
12388,0.413120606379718,-0.181015567397692,1.79819407921397,0.0824309796480089,0.570876412822608,-4.11633283053877,EFCAB5
12656,-0.20038076197512,3.51171401511212,-1.80183649437861,0.0818427993728578,0.570876412822608,-4.21369101491646,ALG5
12789,0.165832660858104,5.13473426642387,1.80583996070877,0.0812004494983993,0.570876412822608,-4.30045771580167,EXT2
12947,-0.13803499091418,7.42671711355008,-1.79799091067406,0.0824638933143942,0.570876412822608,-4.34711476897521,FAM171A1
13161,-0.265351638600767,6.16323269776966,-1.7976782780142,0.0825145622456043,0.570876412822608,-4.34856585664893,FASTK
13509,0.142353929253144,4.76902059662514,1.79753921555658,0.082537108871318,0.570876412822608,-4.29375998925321,FOXJ2
13714,-0.271234776700203,9.10069943910553,-1.80095582589333,0.0819846813879324,0.570876412822608,-4.33208805872794,GAP43
13738,-0.212388753885128,7.16183575150078,-1.80672355529134,0.0810592591743247,0.570876412822608,-4.33467576386697,GATS
13759,0.298898547102912,3.49107070406648,1.79403848528718,0.083106425376451,0.570876412822608,-4.2104713221186,GCFC1
13857,0.810564806077853,0.145435402578316,1.7898037939647,0.0837995722063158,0.570876412822608,-4.12130838881496,GJA5
14043,0.195812849219121,6.7346998041692,1.80022776028301,0.0821021363244762,0.570876412822608,-4.34587484440284,GPBP1
14170,0.257833537422964,3.30678920803395,1.79768317225318,0.0825137688231669,0.570876412822608,-4.19401686916175,ANKZF1
14181,0.707904885432271,0.660841736120376,1.79538865241516,0.0828864553723005,0.570876412822608,-4.1087103809532,GRID2
14677,-0.328335779976744,6.18576147496841,-1.80314402877503,0.0816325325233622,0.570876412822608,-4.34051498462737,HRAS
14849,-0.48189914283145,2.21133996520868,-1.7986892991327,0.0823508000484329,0.570876412822608,-4.14224675286383,IFI44L
15003,-0.719648317219553,-0.223367284754094,-1.79113483894959,0.0835811743056389,0.570876412822608,-4.11770558146438,INHA
15165,0.428455518814045,3.37541586969883,1.7919371591281,0.0834497638492448,0.570876412822608,-4.20166748772722,ITPRIPL2
15403,0.438726534991342,1.70791887578611,1.79906231317249,0.0822904503525919,0.570876412822608,-4.11192819438844,AQP9
15524,-0.23478727424267,5.15510324945168,-1.79376749627346,0.0831506349363498,0.570876412822608,-4.32627336522587,KIF17
15799,-0.131726937914867,6.58845421438473,-1.79241685525589,0.0833712794354808,0.570876412822608,-4.35754862779199,LDOC1
15868,-0.355980423873908,3.65744328089633,-1.80392053806559,0.0815078789748133,0.570876412822608,-4.22391866730383,LIMD2
2888,-0.413532702431533,5.51173187397275,-1.78749885385487,0.0841789159417081,0.571920547481044,-4.35177625640667,OLIG2
4040,-0.151371881275264,6.17547620304292,-1.78679674777445,0.0842947575420568,0.571920547481044,-4.36485372519281,PPP1CA
4484,-0.261975558993334,3.00480389824274,-1.78639042797787,0.084361858838652,0.571920547481044,-4.2015560925104,PTRH1
6756,0.233939651905343,3.67511907851751,1.7867625042425,0.0843004109045966,0.571920547481044,-4.2354919580933,SPTY2D1
8192,-0.240719944856347,4.28901516146962,-1.78678816169817,0.0842961750116188,0.571920547481044,-4.28831578189049,TSEN34
14335,0.206209183649669,4.66885752511338,1.78692539470876,0.0842735217345776,0.571920547481044,-4.30200377736269,HADH
14347,-0.427112478798348,0.723133795726642,-1.7864769826044,0.0843475610487297,0.571920547481044,-4.11771557138831,HAR1B
14753,-0.392054546015167,2.31650792321284,-1.7861920322372,0.0843946392249368,0.571920547481044,-4.16312383738313,HSPB3
2385,-0.293167095964706,6.36908741229539,-1.78526127131865,0.0845485710305789,0.572005737870539,-4.36804982640968,NEUROD2
7632,-0.184400025270231,4.08866069615623,-1.78533810398934,0.0845358551933301,0.572005737870539,-4.27631131230256,TMEM11
7833,0.21050280848531,3.78388008840531,1.78584884722632,0.0844513683343965,0.572005737870539,-4.24541269409732,TMEM87B
11167,0.342708150111795,1.31729999561008,1.78524951902794,0.0845505161827929,0.572005737870539,-4.12178650655248,CNTLN
436,-0.391909146335363,3.01173239700658,-1.78450397517154,0.0846739909217621,0.572598449409934,-4.2067867569629,LOC254128
4400,0.160878041006924,6.16869501319091,1.78374128624594,0.0848004638554813,0.572768781741663,-4.36822464125326,PTDSS1
10519,0.188184582026548,4.77041709400538,1.78367665892457,0.0848111880648901,0.572768781741663,-4.31318705290606,CCNT2
11243,0.573107453190401,3.71103099178216,1.78348694184734,0.0848426762381957,0.572768781741663,-4.23199594023072,COLEC12
13026,-0.20456450746382,5.45113498128319,-1.78348721795775,0.0848426304037202,0.572768781741663,-4.35369852716872,FAM214B
7756,-0.288354267925841,6.22597525236006,-1.78325203880342,0.084881677900483,0.572789885612473,-4.37057522226441,TMEM222
6302,0.396308451059237,1.15181036227782,1.78285420890549,0.0849477655790708,0.572993673525747,-4.12279236399507,SLC9A2
4668,0.336027537484971,2.77566408593496,1.78225473214125,0.0850474335677069,0.573181648097091,-4.17874747849081,RAD54L2
10124,-0.317470716040134,1.46862272085201,-1.78234275063575,0.0850327935371405,0.573181648097091,-4.13243271694179,C9orf96
5910,-0.322377065673832,5.45587517499583,-1.78201669302588,0.0850870371185456,0.573206596892278,-4.35723331384626,SHARPIN
2148,-0.178457495397294,8.02675521526436,-1.7800851362603,0.0854089784201158,0.573315909932828,-4.37120655452596,NACA
3897,0.24401792698202,4.6946277518209,1.78160425434594,0.085155693367615,0.573315909932828,-4.31035459736144,ACO1
4844,0.475261073748238,3.92105117621667,1.77880521967019,0.0856228778080547,0.573315909932828,-4.25725873727218,RC3H2
5076,-0.211738052967639,6.11779678801051,-1.77934603196318,0.0855324418932269,0.573315909932828,-4.37555163603265,RND2
5205,-0.183166304194872,3.45988179523029,-1.77782667463838,0.0857867189760728,0.573315909932828,-4.24339222950834,RPF2
7799,-0.332475510034936,5.11030039472095,-1.77818976033899,0.0857258952266149,0.573315909932828,-4.34837669540605,TMEM54
7944,-0.163580786201864,8.39691583061232,-1.78125917756825,0.0852131724604356,0.573315909932828,-4.36711033540732,TOM1L2
8518,-0.145509052314339,6.1606688175872,-1.77761329433247,0.0858224813338335,0.573315909932828,-4.37841999795853,UFC1
8912,0.270864725492771,2.73332368643212,1.78013053916065,0.0854013990463409,0.573315909932828,-4.18110027982113,WDSUB1
9193,-0.337583622502315,4.46043056970804,-1.7783291242547,0.0857025588586502,0.573315909932828,-4.31309310318298,ZDHHC8P1
9923,-0.434556502072061,0.63083499030411,-1.77804346987067,0.0857503972485833,0.573315909932828,-4.12681741210742,C3orf71
10263,-0.215165705946118,6.55501388761172,-1.77905865462026,0.0855804877013826,0.573315909932828,-4.37745508890413,CARM1
12533,0.255832462861711,3.6755105180009,1.78085176920594,0.0852810765198474,0.573315909932828,-4.24271535030787,ELMOD3
13239,-0.20946555050084,3.59759218611768,-1.77797508566113,0.0857618528819407,0.573315909932828,-4.25330368171223,FBXO6
13586,-0.189998726776117,5.37374449596005,-1.78103404195563,0.0852506908511724,0.573315909932828,-4.35408921195375,FUBP3
13831,0.319279911528192,1.16775705423243,1.77994555606531,0.0854322829457651,0.573315909932828,-4.12647383271229,GHR
15073,-0.128596330076349,9.00252848386114,-1.77820571278185,0.0857232237301232,0.573315909932828,-4.3671443114341,IQSEC1
15349,-0.248999925118524,5.90075481457165,-1.77780372734252,0.0857905643155862,0.573315909932828,-4.37508690124477,KCTD13
15379,0.159599090296566,3.72221110940026,1.77805824315421,0.0857479226182431,0.573315909932828,-4.2528736341579,KDM4C
15437,0.299973702151092,2.09146270984396,1.77740535995327,0.0858573431447695,0.573315909932828,-4.15212504231763,KIAA0825
15519,-0.177604444504162,9.03678178965604,-1.7774728624876,0.0858460245027184,0.573315909932828,-4.36783295367895,ARF1
779,0.367019521773116,6.42505489788663,1.77223562606054,0.0867279649150211,0.573488303020993,-4.38677967205873,LPPR4
1103,0.156853066606742,6.11356027235843,1.77504296633805,0.0862542623227098,0.573488303020993,-4.38040638595994,MAP7
1624,0.613243351253308,-2.42736217096048,1.77534864000513,0.0862028167257049,0.573488303020993,-4.20349298415929,MIR641
2102,0.529071965431448,4.10919645835772,1.77454586912045,0.0863379806380876,0.573488303020993,-4.27536196536236,MYO9A
2219,-0.276722763925939,3.58310402880354,-1.77268396776668,0.0866521651354836,0.573488303020993,-4.26170149863797,B9D1
2637,-0.22901081522951,3.17538947809628,-1.77260018287877,0.0866663261188072,0.573488303020993,-4.23108495022755,NR1H3
3226,0.281487662731235,3.66324471089015,1.77494114881166,0.0862714042404533,0.573488303020993,-4.25013373807231,PCDHB4
3920,0.356781830702685,2.97411303011589,1.77421888331255,0.086393087365659,0.573488303020993,-4.20134476624648,BOC
4843,0.163739274430619,4.95658434111848,1.77396711189788,0.08643553860657,0.573488303020993,-4.33829003674786,RC3H1
5010,-0.190386071863396,5.27057814965553,-1.77430549260425,0.0863784882449596,0.573488303020993,-4.3596935872537,RHOT2
5127,0.385940655654466,4.61134386140559,1.77288836433967,0.0866176270940867,0.573488303020993,-4.314715631032,RNF19B
7373,0.216222871916318,5.15914668331651,1.77465910764044,0.0863189035767357,0.573488303020993,-4.34688055543546,C18orf25
7461,0.676749878253067,2.27467440346407,1.77402551059868,0.0864256904095665,0.573488303020993,-4.15708587169562,THBS1
9145,0.455317270071915,3.34742123995284,1.77279266984617,0.0866337956768499,0.573488303020993,-4.22521710225642,ZC3HAV1
9236,0.678956399130615,-0.361674241307242,1.7761685467828,0.0860649531816634,0.573488303020993,-4.14337579713107,ZFP92
9657,0.178800967481535,3.47669270079988,1.77275527801007,0.0866401141137695,0.573488303020993,-4.24232701467486,ZNF615
9825,-0.185458874840737,5.93426068596872,-1.77455331009992,0.0863367269616247,0.573488303020993,-4.3801870181834,ZNF853
10535,0.283979391423062,7.21800700473013,1.77635258085059,0.0860340344529797,0.573488303020993,-4.3804497207021,CCT4
10928,-0.318570692818541,6.97790710600231,-1.77343975549831,0.0865245137110093,0.573488303020993,-4.384866930383,CHRM1
11734,0.236239810397874,3.65895590680836,1.77248504771397,0.0866857890043594,0.573488303020993,-4.25461517488231,DCAF4
12387,-0.585383171596471,0.00220812626289547,-1.77213358625303,0.0867452243389513,0.573488303020993,-4.13518443512348,EFCAB4A
12838,-0.392877390630925,5.9042675866701,-1.77682947089065,0.0859539582251206,0.573488303020993,-4.37694520342396,FAM100A
14508,-0.156762082562716,7.80898139573516,-1.77331389273056,0.0865457606575842,0.573488303020993,-4.38245423174864,HINT1
15583,0.913170231894446,2.53963772214369,1.77237636043576,0.0867041653194282,0.573488303020993,-4.16527552065144,KLF4
135,-0.26374838873676,1.98823003499076,-1.76080238280866,0.0886800511014551,0.573932881195348,-4.17653402787081,LOC100133091
183,0.436566072800047,1.05094856479779,1.76684130675911,0.0876443874106706,0.573932881195348,-4.13977658509932,LOC100288069
768,0.176821369698217,5.90538580009335,1.75891849230505,0.0890052495202105,0.573932881195348,-4.39998743798947,LPIN1
812,-0.644291034730343,-1.53285260120107,-1.76879930722224,0.0873108040866761,0.573932881195348,-4.16903087532343,ASCL2
1177,-0.421720988060027,-0.792648544081435,-1.76249457185765,0.0883888032320106,0.573932881195348,-4.15731907578246,MATN1
1253,0.162523502317744,4.43749132505687,1.77104614181561,0.0869293402560096,0.573932881195348,-4.31165803563907,MDC1
1584,-0.21845768058433,9.01756676458148,-1.76439286389587,0.0880630476583424,0.573932881195348,-4.38721664501463,ATP6V0E2
2442,0.286547522066713,3.56168144159733,1.76821320746253,0.0874105443882418,0.573932881195348,-4.25200142441821,NHS
2714,-0.18801847629987,3.86486836440862,-1.76344075944422,0.0882263056694252,0.573932881195348,-4.29248427988985,NT5C3
3367,0.4321420046807,3.07576296169517,1.76959348429833,0.0871758080412871,0.573932881195348,-4.21282439729558,BICD1
