,logFC,AveExpr,t,P.Value,adj.P.Val,B,GeneID
3278,-0.948795354311802,-1.20166583606676,-3.46774766510279,0.00163959806660763,0.314633037927144,-2.23226877986532,BHLHA9
3303,0.283196144958081,4.36468610095103,3.39350874078807,0.00199202548204402,0.314633037927144,-1.3321610683924,PDCD11
3312,-0.34203064862566,3.86555532230348,-3.33592393627189,0.00231464689568054,0.314633037927144,-1.46556305090929,PDCL3
3767,-0.436317640636163,8.80348785673411,-3.34367728477905,0.00226844573360396,0.314633037927144,-1.41380659234753,PLEKHM2
4075,-0.237388286649705,6.68150850302729,-3.39117263966117,0.00200422478424606,0.314633037927144,-1.30848878334944,PPP1R3F
4151,-0.300093627010521,8.32992224711665,-3.39167230393297,0.00200160945650115,0.314633037927144,-1.30822331383842,PRDX5
4339,-0.315037909731956,6.42878305306985,-3.49586066154629,0.00152255185186376,0.314633037927144,-1.07658568097456,PSMB6
4345,-0.332384770081709,7.3587662593677,-3.58022270943886,0.00121785614195713,0.314633037927144,-0.888520989388433,PSMC3
4446,-0.420740306786595,8.81440487310064,-3.41933656281145,0.00186183618799584,0.314633037927144,-1.24803647319708,BRSK1
4684,0.480246954260204,3.81457664856045,3.39298109264839,0.00199477462519345,0.314633037927144,-1.37031244176792,RALGAPA2
4693,-0.284178269252601,6.61334733977358,-3.54775854501705,0.00132737328399127,0.314633037927144,-0.96074370719897,BTBD6
4696,-0.290377278315994,5.52335544533146,-3.55875388571164,0.00128925206483659,0.314633037927144,-0.940079482757735,RANBP1
5023,-0.53944257464653,1.24567249620923,-3.31752612327149,0.00242792893392237,0.314633037927144,-1.85825539374052,RIIAD1
5091,-0.481404213123313,5.28273176347709,-3.5151295010001,0.00144704259165496,0.314633037927144,-1.03917914099653,RNF126
5437,-0.484120625214172,3.93919089103462,-3.65493189857269,0.000998106991333728,0.314633037927144,-0.784302324136126,RWDD2B
5497,-0.296672749351185,7.38979181612012,-3.68883300072396,0.000911600767477802,0.314633037927144,-0.643885558030314,SAP18
5530,-0.338082542823092,6.04076715265132,-3.45604209161338,0.00169085819820633,0.314633037927144,-1.16541287115647,C11orf31
5759,-0.274489496160787,5.82888686085519,-3.59079924990044,0.00118410886645895,0.314633037927144,-0.865872757168241,SERP2
5987,-0.341017443701947,5.46029300901099,-3.81849791007472,0.000643233282991668,0.314633037927144,-0.356567464034705,SKA2
6329,-0.51920454545467,5.24247755928689,-3.47556933558608,0.00160618696081666,0.314633037927144,-1.12690108923735,SLIRP
6450,-0.308634849295396,5.11801699992228,-3.54318179390778,0.00134356115211611,0.314633037927144,-0.980681228717993,SNF8
6719,-0.275031873454024,5.60985856441745,-3.35314117399692,0.00221325415380095,0.314633037927144,-1.39316536507734,C16orf57
6827,-0.325547101295746,7.1667448629145,-3.30651633950811,0.00249825076703276,0.314633037927144,-1.49415817522371,SSBP3
6985,-0.244298696882027,6.27429565089553,-3.32619618972314,0.00237389514464769,0.314633037927144,-1.45113134012651,STUB1
7029,-0.441525553321517,4.17783987731216,-3.31176861548602,0.00246446249715057,0.314633037927144,-1.50224663283352,SULT1A1
7042,0.259406075198342,5.87554851477165,3.31481985003212,0.00244503591715244,0.314633037927144,-1.47651950166259,SUN1
7295,-0.267070176210671,5.42335217311717,-3.50543968460522,0.00148454950804437,0.314633037927144,-1.05964325357599,TCEAL1
7399,-1.11873512340993,2.27007742068929,-3.61853205139317,0.00109987456519782,0.314633037927144,-1.06004039894702,TEX29
7423,-0.429224300966796,3.6850192155219,-3.45635488106357,0.00168946852853493,0.314633037927144,-1.22412280184677,TFR2
7901,-1.22983443049182,-1.10331380099733,-3.42944244800815,0.00181316463706476,0.314633037927144,-2.23514745419945,TNFRSF4
7947,-0.24338038998968,6.01693540786089,-3.38024216702269,0.00206226814222749,0.314633037927144,-1.33279596840953,TOMM22
7997,-0.680943730622235,3.9455539121276,-3.49694107693283,0.00151821891509814,0.314633037927144,-1.11814477191989,TPGS1
8182,-0.229735884999428,5.91819890376239,-3.32349700278645,0.00239059184144579,0.314633037927144,-1.45724188677609,TRUB2
8589,-0.338058871648748,7.46128616627031,-3.56649554911232,0.00126305067302184,0.314633037927144,-0.919382199691682,UQCRH
8601,-0.333780158950628,4.88482029515644,-3.72994939513537,0.00081644370013747,0.314633037927144,-0.572381991826896,USE1
8608,-0.361764526363831,6.87574308701741,-3.58904109563308,0.00118965512263924,0.314633037927144,-0.868369506996838,USMG5
8997,-0.269241017610931,6.59413031233151,-3.72581135777948,0.000825564390494564,0.314633037927144,-0.559283803603144,C20orf30
9031,-0.532946264957069,2.65667459118404,-3.32755815497282,0.002365512909816,0.314633037927144,-1.58192473755211,YBEY
9094,-0.491463280441473,2.26654445246614,-3.66271190741237,0.0009775747184538,0.314633037927144,-1.01034559628408,C21orf119
9118,-0.400420281728997,7.63061401873469,-3.61244080085279,0.00111786183295897,0.314633037927144,-0.816533391886199,ZBTB7A
9469,0.42339659909885,2.10463261176934,3.33071812358789,0.00234617437712473,0.314633037927144,-1.72423019534216,ZNF382
9595,0.731388597301285,1.52540060963442,3.70067993994329,0.000883127432741621,0.314633037927144,-1.26140866626703,ZNF551
9886,0.246472307828512,5.23400500153785,3.57951109725817,0.00122015994413287,0.314633037927144,-0.902139563425806,ZXDC
9980,-0.269133003767482,8.36164111389257,-3.43977428527963,0.00176467596303684,0.314633037927144,-1.20229511766926,C6orf106
10000,-0.546158600680625,2.34839117392921,-3.37037080649634,0.00211607725048805,0.314633037927144,-1.54496675330118,C6orf226
10276,-0.448110827466743,7.94794540272601,-3.52063356081678,0.00142614813084586,0.314633037927144,-1.02246608350536,CASKIN1
10813,0.471804433225485,2.18823421826296,3.33300327893241,0.00233228444684107,0.314633037927144,-1.70782774572649,CEP89
10868,-0.404609510652955,3.31060169514332,-3.31644634681508,0.00243474060566589,0.314633037927144,-1.5399094179578,CHCHD5
11223,1.06573019885417,4.31729725278254,3.62485626527474,0.00108149699736792,0.314633037927144,-0.867029761066844,COL4A2
11315,-0.429820546176569,7.61698050655792,-3.62269516059039,0.00108774314798207,0.314633037927144,-0.793472917563212,COX6C
11322,-0.342846487070007,7.48124218893779,-3.66921306929502,0.000960733130600605,0.314633037927144,-0.688378453607904,COX8A
11520,-0.305525463066422,6.2395394524317,-3.45231368468727,0.00170750817462042,0.314633037927144,-1.17342102042332,CTNNBIP1
11895,-0.494763626624391,6.23533539644295,-3.42754654411457,0.00182220099403614,0.314633037927144,-1.22829022299558,DGCR5
12480,-0.297691368111432,6.92618423014408,-3.40581435431406,0.00192893770198113,0.314633037927144,-1.27628253287273,EIF3K
12748,-0.462304962317551,4.1603061408957,-3.37746548426002,0.00207726913475502,0.314633037927144,-1.36410973805932,ALKBH6
12954,-0.321720121555365,5.10999055042938,-3.61289957415316,0.0011164971977573,0.314633037927144,-0.826310015902744,FAM174A
13177,-0.440466818345039,5.29579552355165,-3.30280036064825,0.00252242445538484,0.314633037927144,-1.50375371760631,FBLL1
13191,-0.370078033560964,5.72697527246751,-3.74858225963552,0.000776577388861858,0.314633037927144,-0.510837963771182,FBXL15
13192,-0.333470512194803,10.1382032216868,-3.34805917435723,0.00224272863277109,0.314633037927144,-1.40560534923641,FBXL16
13308,-0.268133512909919,5.87126105444642,-3.32344171940521,0.00239093499255073,0.314633037927144,-1.45740778432802,ANAPC13
13386,-0.447726610077741,3.50657230644837,-3.56936621585024,0.00125346688692878,0.314633037927144,-1.00265406279843,FLJ20021
13876,0.468489162326098,3.6683071866348,3.81328324096579,0.000652353964582457,0.314633037927144,-0.510765508481013,GLB1L2
13908,-0.248452674461149,5.49835678928941,-3.54559143082366,0.00133501461077556,0.314633037927144,-0.969812746517136,GLRX5
14509,-0.481593754275959,4.30397391224748,-3.46728216217984,0.00164160755962069,0.314633037927144,-1.16729290106874,HINT2
14933,-0.684696277983675,-0.262107678883483,-3.41545880396081,0.00188084492613147,0.314633037927144,-2.07361830079113,IL11
14981,-0.237711718472008,5.68988941964624,-3.41633536218718,0.00187653172828667,0.314633037927144,-1.25431454302893,IMP4
15075,-0.349263297707094,7.98834458165378,-3.74398688769598,0.000786229450364861,0.314633037927144,-0.520099978662851,IQSEC3
15622,-0.428702361597456,3.00769311487719,-3.32561423877529,0.00237748547728688,0.314633037927144,-1.54895757321428,KLHL35
15682,-0.930156199668921,0.122375439312703,-3.56173687861388,0.00127909439010486,0.314633037927144,-1.73346115278514,KRT81
15944,-0.900362600655536,-0.95459411589246,-3.53902929929005,0.00135841389348,0.314633037927144,-2.07871491635185,LINC00552
7713,-0.522058197699771,5.27194503642406,-3.29580587530154,0.00256853716653266,0.315455880006618,-1.51888943917143,C19orf60
12601,-0.297042347785027,8.29075750311482,-3.29716217213874,0.00255953262357073,0.315455880006618,-1.51476989280251,ENSA
2610,-0.407203622092002,5.60212790766156,-3.28040240784702,0.00267296122239957,0.322090124450667,-1.55133838618064,NPM2
7052,-0.513134311438103,5.3248714963362,-3.27894127461456,0.00268307569534879,0.322090124450667,-1.55511586613593,SURF1
11070,-0.436867424206538,4.78656123644075,-3.28449470385878,0.00264482745535143,0.322090124450667,-1.54730450918339,CLN6
254,-0.266721018736233,9.54502894584677,-3.26817336550512,0.00275875652747441,0.326239026139837,-1.57813825026981,ARL6IP1
333,-0.667340181096703,-0.0177132772552075,-3.26534997507119,0.00277893696323549,0.326239026139837,-2.22397717062175,LOC100507194
2310,-0.284097502303167,6.46434076496074,-3.26566259549681,0.00277669552416384,0.326239026139837,-1.58303877126039,NDUFB4
7296,-0.274749963895103,7.50153992313264,-3.2609297278678,0.00281081590041699,0.327572895372684,-1.59331230868538,TCEAL2
1175,-0.393978304277814,6.64690064015631,-3.25395256992704,0.00286185060586922,0.328721631462647,-1.60844498667094,MATK
3070,0.365918470067425,4.38373026708147,3.25570408381753,0.00284895614224203,0.328721631462647,-1.62173673481687,PAG1
9361,-0.623948583765884,5.37553171734525,-3.25106994154802,0.00288319420401461,0.328807704723552,-1.6150075655022,ZNF219
6817,-0.238223686963215,6.0557653010527,-3.24752741377184,0.00290963301320936,0.329254392679344,-1.62234923089768,SRSF8
10096,-0.532477952021882,4.1805219195552,-3.24503741933371,0.00292835549044638,0.329254392679344,-1.64122911427804,C9orf24
7262,-0.317351565514338,5.03485348208797,-3.23100599748798,0.00303603777710541,0.330812203475559,-1.65948007085575,TBCC
8572,-0.332575519011116,5.01035796114949,-3.23077262971932,0.00303786042368202,0.330812203475559,-1.66012463467303,UPF3A
11317,-0.298588596492043,7.41643582095406,-3.23448274959398,0.00300900750582462,0.330812203475559,-1.65056386185465,COX7A2
12462,0.581864139829137,2.44811089665965,3.22711948356574,0.00306652925681967,0.330812203475559,-1.85929284333102,EIF2C2
13470,0.992412578514982,0.908689353950879,3.22812417891187,0.00305861895314537,0.330812203475559,-2.19792197503922,FMOD
13535,-0.65974456899601,5.30948498199423,-3.23642088610848,0.00299403962115229,0.330812203475559,-1.6466182307793,FRA10AC1
13370,-0.425641304251927,2.63471019697578,-3.22400827165752,0.00309114942107689,0.331230145348414,-1.78744057652071,FKBPL
2034,-0.231793991788434,7.79247732179878,-3.21894471977787,0.00313162463402978,0.33333012604613,-1.68406969317501,MXRA7
2811,-0.337581524951214,5.91201853898467,-3.2152004774397,0.00316188004200791,0.334321700335751,-1.69213298658223,NUTF2
704,-0.622983987677399,2.45872172289418,-3.18773500559982,0.00339253014578647,0.334418216423137,-1.87073782751524,LOC729013
1617,-0.292792103086954,6.8117561581706,-3.19788674729755,0.00330546159614159,0.334418216423137,-1.72955763671163,ATPIF1
1833,-0.364391655907865,4.70010456831914,-3.1876584526551,0.00339319498061808,0.334418216423137,-1.75360464249247,MRPL40
3060,-0.460333183396489,6.12718879266809,-3.19000417487,0.00337287973234107,0.334418216423137,-1.74646580409849,BEGAIN
4878,-0.534993668751304,3.80231239894158,-3.19121949407724,0.00336240021872783,0.334418216423137,-1.76396281303989,RECQL4
7820,-0.336397773338355,4.0760207389444,-3.20504046152936,0.00324539532672494,0.334418216423137,-1.72840131525858,TMEM69
8359,-0.192364213213617,6.43975744163911,-3.1937388434399,0.00334077540567082,0.334418216423137,-1.73851630147625,TUSC2
8478,-0.264569067151335,6.44364781078187,-3.19281160287818,0.00334871884278524,0.334418216423137,-1.7405066277144,UBL7
9925,-0.529271873640069,1.79818313414132,-3.19111172835012,0.00336332820592618,0.334418216423137,-1.96640335398702,C3orf78
11035,-0.571031319523902,3.10528886439908,-3.18902414870352,0.00338135310504139,0.334418216423137,-1.80596967335472,CLEC11A
13349,-0.309858524580007,7.04214236443814,-3.18930114600891,0.00337895610488189,0.334418216423137,-1.74799125098205,FIS1
6083,-0.531589503724789,3.61895926472788,-3.18102885789912,0.00345124585861399,0.338052707844362,-1.79173230944869,SLC25A10
1199,-0.385694722026764,2.7654116315329,-3.17845777251297,0.00347401377538496,0.338207950840221,-1.86049381817544,MBLAC1
366,-1.02033154674383,-1.59219036575341,-3.17409559936734,0.00351297141731192,0.338218993827738,-2.6847589638973,LOC100507634
11306,-0.382215920292982,2.59368187217678,-3.17370338342034,0.00351649461201331,0.338218993827738,-1.88889078768907,COX20
14339,-0.539894353598102,4.4649529951913,-3.16673926861029,0.00357961722939106,0.342228554996752,-1.79933550225076,HAGHL
2063,0.372690679155404,7.52174144726448,3.1527021022078,0.00371015709275261,0.342952460056301,-1.82639528281179,MYH9
2429,-0.267544320924791,8.59777953931673,-3.15948587875951,0.00364651275788286,0.342952460056301,-1.8113975616776,NGFRAP1
3954,-0.330945367837223,5.13723147258947,-3.14765716941029,0.00375817449097796,0.342952460056301,-1.83607390589438,POP7
7540,-0.475779735724763,2.68956167225622,-3.15057572798215,0.0037303239178556,0.342952460056301,-1.91940504497199,TIRAP
7685,-0.59666705489234,5.27891217545518,-3.14707908647569,0.00376371440809448,0.342952460056301,-1.83734632670865,TMEM160
8371,-0.339214301957113,6.37161881413628,-3.14533137571882,0.00378051064574151,0.342952460056301,-1.84231361117786,TXN
11307,-0.36935592340864,9.16796494710641,-3.16257167556761,0.00361790876372025,0.342952460056301,-1.80459674343126,COX4I1
13797,-0.345049009907302,3.60387852103213,-3.14718167584157,0.00376273069891701,0.342952460056301,-1.86327579383259,GEMIN7
14408,-0.420047145679828,6.33092240383214,-3.14918446321562,0.00374357549015004,0.342952460056301,-1.83405673314576,HDDC2
12306,-0.429947126083399,5.38144453744244,-3.13317322412766,0.00389935219078937,0.351734785752221,-1.86691578799464,DYRK1B
7383,-0.362892289654978,4.72077304005442,-3.13094767877004,0.00392148877254955,0.351744324396215,-1.87231002537276,TESC
8239,-0.319094799062624,7.34652965161722,-3.12686805042476,0.00396237897167125,0.353426495316778,-1.88152999470362,TSR2
473,-0.258461914554112,6.33004682109702,-3.12412645107358,0.00399008633335144,0.3534721739324,-1.88756988484987,ARPC5L
6772,0.506394393469558,4.47539236689176,3.1223307577344,0.00400833420089683,0.3534721739324,-1.89655352123135,SREK1
8938,-0.931489739940409,1.15059995092436,-3.12027640136766,0.00402930825853043,0.3534721739324,-2.1813897592977,C20orf201
15173,0.596041523238015,4.12053823490214,3.11708687414822,0.00406207950017815,0.35439978852374,-1.91727406574535,JAG1
7053,-0.46227844735747,4.21716172075906,-3.11338964005787,0.00410038542076409,0.355797574064779,-1.91334255531516,SURF2
12952,-0.540723243759551,4.75902752562346,-3.10895201912742,0.0041468172297009,0.357881534537322,-1.91787669596529,FAM173A
8434,-0.26190113365939,5.19838613481301,-3.09999975390105,0.00424201705864655,0.364129270743821,-1.93651094640185,UBE2D4
2691,0.224503062335518,5.91779006213942,3.09486209056361,0.00429758890023677,0.365354200732755,-1.94886417033589,NSD1
13312,-0.60194114299959,2.52217804537298,-3.09445206607798,0.00430205372277077,0.365354200732755,-2.03907459482614,FGFBP3
2624,-0.852683038777588,5.47289929502409,-3.08686304455592,0.00438549409277505,0.370374793955376,-1.96524506632652,NPTX2
15061,-0.357277581274572,4.74316017557683,-3.08487851303393,0.00440756675757995,0.370374793955376,-1.96815777026584,IPW
2263,-0.325790884498329,10.4696239091137,-3.07640860205421,0.00450296720791498,0.370589558977168,-1.98626864492678,NCS1
3485,-0.323859676616663,6.24014022143801,-3.07696455965275,0.00449664538235428,0.370589558977168,-1.98768399176519,PGP
9814,-0.886451635497052,0.0976522257672349,-3.07923854920447,0.00447087558429215,0.370589558977168,-2.45284180406723,ZNF837
11197,0.296055551534004,3.86768537283228,3.0776233910727,0.00448916471369497,0.370589558977168,-2.00053610160133,COG7
11758,0.360058281146238,4.28386317649992,3.0731644759922,0.00454002544059889,0.371469780539695,-1.99907791038609,DCP1A
12194,1.03870674494845,-0.638420079122097,3.07140936571933,0.00456019522646751,0.371469780539695,-2.75743163934812,DPY19L2P1
6121,-0.424617266652893,3.16593706309793,-3.06463340561496,0.00463886797504716,0.375960233957375,-2.0472070656268,SLC25A45
223,-0.451876198701484,4.19808801046111,-3.05325822500967,0.00477385203441427,0.378567954918543,-2.03642218548113,ARL4D
3386,-0.272223212405711,8.47776027700893,-3.051370020445,0.00479661696918872,0.378567954918543,-2.04054505071643,PDXP
5327,-0.348734234650228,5.94929737907236,-3.04282375379047,0.00490095138132397,0.378567954918543,-2.05928549065557,RPS6KA4
5723,-0.241957250857857,5.2486165624091,-3.04564461903803,0.00486627745722288,0.378567954918543,-2.05042719922977,SEPHS1
5921,0.538701037112172,0.458299291335645,3.04962479556886,0.00481774986646897,0.378567954918543,-2.52052464155551,C12orf26
8043,0.500251193651835,2.61668434413166,3.05328896563882,0.00477348226482783,0.378567954918543,-2.14538103009682,TRAF5
9638,-0.607743760430681,3.55317797609411,-3.04392111388838,0.00488743486793483,0.378567954918543,-2.06798781729062,ZNF593
10316,-0.515290129086847,1.8015845534747,-3.04145780148777,0.00491782587646628,0.378567954918543,-2.22774948170862,CBR3-AS1
12528,-0.267922592174394,7.87747048382095,-3.0460656286876,0.00486112247511545,0.378567954918543,-2.05231818625935,ELMO1
13570,0.50329889524523,5.08675721747429,3.05827128096052,0.00471391021185368,0.378567954918543,-2.02325578573177,FSTL1
15721,0.915914594647574,0.541841980100112,3.04032486815607,0.00493186362414236,0.378567954918543,-2.54591838817549,LAMA1
2443,0.207710218600394,5.57229706104565,3.03215386608405,0.00503424112948633,0.380932198452032,-2.07932941321452,BAHD1
10687,0.34873266106282,4.40541999815837,3.03417775795125,0.00500869650691442,0.380932198452032,-2.075982062022,CDK12
14949,-0.752842528096627,1.40186949518871,-3.03264854169319,0.00502798615746071,0.380932198452032,-2.29297898229216,IL17RE
1567,-0.265918675934947,7.52983214094374,-3.02740853303678,0.00509462075305834,0.381881290813753,-2.09180252703856,ATP5O
14263,-0.254633800433729,5.76025928038572,-3.02778847167895,0.00508976118866189,0.381881290813753,-2.09017176135447,GTF2H5
10859,-0.29363882389733,3.7924241122176,-3.01839518789488,0.00521120574950325,0.38879491119892,-2.11432286220339,CHAF1A
1390,0.349760517052992,4.49331039605727,3.00587089261168,0.00537741571668028,0.392421228552785,-2.13231501055855,MFAP3
3717,0.583489117635227,2.78740755919842,3.00014845359788,0.0054550215751895,0.392421228552785,-2.22746110824194,PLCE1
6351,0.291231688816311,4.22731305498751,3.00384575797799,0.00540475938109217,0.392421228552785,-2.139045876741,C14orf133
7047,-0.205950210884941,5.99358844877376,-3.00133490550724,0.00543884449145514,0.392421228552785,-2.1463351027889,SUPT4H1
11250,-0.41972218711107,4.54391838872738,-3.00011755878209,0.00545544343031989,0.392421228552785,-2.14285008140121,COMMD4
13001,-0.41753435208558,7.19892769911077,-3.00732848385653,0.00535781640947908,0.392421228552785,-2.13407281086624,FAM19A5
13087,-0.335610694422861,5.87067426428409,-3.00004462146873,0.00545643948006503,0.392421228552785,-2.14870979402851,FAM69B
15385,0.404838630509856,3.61397007146187,3.00388398285291,0.00540424204375447,0.392421228552785,-2.15706419379062,KDM6A
1456,-0.444999659655729,6.21337354269029,-2.98711581319552,0.00563575008916498,0.39292744944807,-2.17649236133999,MIB2
1552,-0.354419625668625,6.51611032609649,-2.98895455415551,0.00560991191657897,0.39292744944807,-2.17280555642868,ATP5E
1987,-0.445266539885123,4.69130677806938,-2.99193814100014,0.00556822511241726,0.39292744944807,-2.15969962083884,B3GALT6
2980,-0.579595213622569,1.15727389369044,-2.99015660719094,0.00559308130683272,0.39292744944807,-2.4110018368762,OSCAR
12338,1.03544045820849,-0.828225241243461,2.98766119882405,0.00562807452870488,0.39292744944807,-2.88879349014395,ECEL1
14331,-0.268725448141512,7.58803687512768,-2.98836340069007,0.00561820658866934,0.39292744944807,-2.17346135804312,HABP4
15205,-0.278155916930224,8.50976138750183,-2.99679050158998,0.00550105450669385,0.39292744944807,-2.15476250846424,JPH3
