Gene 1	Gene 2	Weight	Network group	Network
FIGF	KDR	0.066893056	Physical interactions	IREF-SMALL-SCALE-STUDIES
FIGF	NRP2	0.13304538	Physical interactions	IREF-SMALL-SCALE-STUDIES
APP	CNTN4	0.066198155	Physical interactions	IREF-SMALL-SCALE-STUDIES
APP	MAPT	0.003886364	Physical interactions	IREF-SMALL-SCALE-STUDIES
APP	APOE	0.008436858	Physical interactions	IREF-SMALL-SCALE-STUDIES
APP	PSEN1	0.0034890065	Physical interactions	IREF-SMALL-SCALE-STUDIES
APP	SNCA	0.0022931998	Physical interactions	IREF-SMALL-SCALE-STUDIES
APP	MAPK8IP1	0.00812257	Physical interactions	IREF-SMALL-SCALE-STUDIES
APP	DLG4	0.0021548914	Physical interactions	IREF-SMALL-SCALE-STUDIES
APP	SHC1	0.0027029356	Physical interactions	IREF-SMALL-SCALE-STUDIES
DYNLT1	DOC2B	0.21980526	Physical interactions	IREF-SMALL-SCALE-STUDIES
DYNLT1	PVR	0.08201899	Physical interactions	IREF-SMALL-SCALE-STUDIES
DYNLT1	SOD1	0.03282802	Physical interactions	IREF-SMALL-SCALE-STUDIES
IARS	GARS	0.5330325	Physical interactions	IREF-SMALL-SCALE-STUDIES
IARS	AR	0.023035685	Physical interactions	IREF-SMALL-SCALE-STUDIES
IARS	SNCA	0.0374729	Physical interactions	IREF-SMALL-SCALE-STUDIES
ABL1	MAPT	0.004304794	Physical interactions	IREF-SMALL-SCALE-STUDIES
ABL1	PARK7	0.005539785	Physical interactions	IREF-SMALL-SCALE-STUDIES
ABL1	UBC	0.00032180242	Physical interactions	IREF-SMALL-SCALE-STUDIES
ABL1	ABL2	0.012659247	Physical interactions	IREF-SMALL-SCALE-STUDIES
ABL1	RASA1	0.0046768812	Physical interactions	IREF-SMALL-SCALE-STUDIES
ABL1	APP	0.0022235457	Physical interactions	IREF-SMALL-SCALE-STUDIES
NDEL1	LMNB1	0.034323152	Physical interactions	IREF-SMALL-SCALE-STUDIES
NDEL1	DISC1	0.018936602	Physical interactions	IREF-SMALL-SCALE-STUDIES
NDEL1	DYNC1H1	0.046070017	Physical interactions	IREF-SMALL-SCALE-STUDIES
CDK2	LMNB1	0.008942742	Physical interactions	IREF-SMALL-SCALE-STUDIES
CDK2	UBC	0.00035299652	Physical interactions	IREF-SMALL-SCALE-STUDIES
CDK2	COIL	0.011174013	Physical interactions	IREF-SMALL-SCALE-STUDIES
CDK2	RPA1	0.0043652	Physical interactions	IREF-SMALL-SCALE-STUDIES
PIK3R1	PSEN1	0.0034628077	Physical interactions	IREF-SMALL-SCALE-STUDIES
PIK3R1	AR	0.0013991116	Physical interactions	IREF-SMALL-SCALE-STUDIES
PIK3R1	UBC	0.0002883414	Physical interactions	IREF-SMALL-SCALE-STUDIES
PIK3R1	RASA1	0.0041905786	Physical interactions	IREF-SMALL-SCALE-STUDIES
PIK3R1	SHC1	0.0026826398	Physical interactions	IREF-SMALL-SCALE-STUDIES
PIK3R1	SYK	0.0026357102	Physical interactions	IREF-SMALL-SCALE-STUDIES
PIK3R1	ABL1	0.0022068494	Physical interactions	IREF-SMALL-SCALE-STUDIES
IL6ST	LIF	0.17938839	Physical interactions	IREF-SMALL-SCALE-STUDIES
IL6ST	CNTF	0.08241201	Physical interactions	IREF-SMALL-SCALE-STUDIES
IL6ST	AR	0.0045410083	Physical interactions	IREF-SMALL-SCALE-STUDIES
IL6ST	LIFR	0.039803218	Physical interactions	IREF-SMALL-SCALE-STUDIES
IL6ST	UBC	0.0009358515	Physical interactions	IREF-SMALL-SCALE-STUDIES
IL6ST	CNTFR	0.06030363	Physical interactions	IREF-SMALL-SCALE-STUDIES
IL6ST	SHC1	0.008706874	Physical interactions	IREF-SMALL-SCALE-STUDIES
IL6ST	PIK3R1	0.0064178607	Physical interactions	IREF-SMALL-SCALE-STUDIES
EFNA1	EPHA4	0.06310981	Physical interactions	IREF-SMALL-SCALE-STUDIES
NRP1	KDR	0.013895514	Physical interactions	IREF-SMALL-SCALE-STUDIES
NRP1	VEGFA	0.018907592	Physical interactions	IREF-SMALL-SCALE-STUDIES
NRP1	VEGFC	0.09393461	Physical interactions	IREF-SMALL-SCALE-STUDIES
NRP1	NRP2	0.027637158	Physical interactions	IREF-SMALL-SCALE-STUDIES
NRP1	FIGF	0.073173255	Physical interactions	IREF-SMALL-SCALE-STUDIES
PRMT1	TAF15	0.022092048	Physical interactions	IREF-SMALL-SCALE-STUDIES
PRMT1	FUS	0.014321089	Physical interactions	IREF-SMALL-SCALE-STUDIES
PRMT1	AR	0.003139117	Physical interactions	IREF-SMALL-SCALE-STUDIES
PRMT1	HNRNPA1	0.0052881087	Physical interactions	IREF-SMALL-SCALE-STUDIES
PRMT1	ILF3	0.015920633	Physical interactions	IREF-SMALL-SCALE-STUDIES
EMCN	SELL	0.26878974	Physical interactions	IREF-SMALL-SCALE-STUDIES
MALSU1	CHMP2B	0.48577145	Physical interactions	IREF-SMALL-SCALE-STUDIES
MTA3	BCL6	0.009427422	Physical interactions	IREF-SMALL-SCALE-STUDIES
MTA3	GSE1	0.12377518	Physical interactions	IREF-SMALL-SCALE-STUDIES
C4A	CST3	0.1189784	Physical interactions	IREF-SMALL-SCALE-STUDIES
C10orf35	SLC39A11	1	Physical interactions	IREF-SMALL-SCALE-STUDIES
NUP155	GLE1	0.44407153	Physical interactions	IREF-SMALL-SCALE-STUDIES
YBX1	VEGFA	0.019778507	Physical interactions	IREF-SMALL-SCALE-STUDIES
YBX1	FUS	0.018512113	Physical interactions	IREF-SMALL-SCALE-STUDIES
YBX1	APEX1	0.018381204	Physical interactions	IREF-SMALL-SCALE-STUDIES
YBX1	EWSR1	0.02507067	Physical interactions	IREF-SMALL-SCALE-STUDIES
YBX1	UBC	0.00083626143	Physical interactions	IREF-SMALL-SCALE-STUDIES
HSPA2	SOD1	0.04417304	Physical interactions	IREF-SMALL-SCALE-STUDIES
VIMP	VCP	0.017650366	Physical interactions	IREF-SMALL-SCALE-STUDIES
TRIO	DISC1	0.06002056	Physical interactions	IREF-SMALL-SCALE-STUDIES
POLA1	RBMS1	0.44479468	Physical interactions	IREF-SMALL-SCALE-STUDIES
POLA1	RPA1	0.016286328	Physical interactions	IREF-SMALL-SCALE-STUDIES
POLA1	CDK2	0.011056974	Physical interactions	IREF-SMALL-SCALE-STUDIES
FLT1	KDR	0.022230864	Physical interactions	IREF-SMALL-SCALE-STUDIES
FLT1	VEGFA	0.030249478	Physical interactions	IREF-SMALL-SCALE-STUDIES
FLT1	UBC	0.0012789881	Physical interactions	IREF-SMALL-SCALE-STUDIES
FLT1	NRP2	0.044215553	Physical interactions	IREF-SMALL-SCALE-STUDIES
FLT1	SHC1	0.011899312	Physical interactions	IREF-SMALL-SCALE-STUDIES
FLT1	PIK3R1	0.008771015	Physical interactions	IREF-SMALL-SCALE-STUDIES
FLT1	NRP1	0.024317991	Physical interactions	IREF-SMALL-SCALE-STUDIES
APBB1IP	PFN1	0.10453643	Physical interactions	IREF-SMALL-SCALE-STUDIES
EEF1D	GARS	0.16304156	Physical interactions	IREF-SMALL-SCALE-STUDIES
HPCA	NAIP	0.35196948	Physical interactions	IREF-SMALL-SCALE-STUDIES
CHGB	OGG1	0.15498629	Physical interactions	IREF-HPRD
ATXN2	CHGB	0.033187807	Physical interactions	IREF-HPRD
APOE	CNTF	0.12909527	Physical interactions	IREF-HPRD
APOE	MAPT	0.029985461	Physical interactions	IREF-HPRD
VEGFA	KDR	0.025375197	Physical interactions	IREF-HPRD
SOD1	CCS	0.5922524	Physical interactions	IREF-HPRD
SOD1	RNF19A	0.1110274	Physical interactions	IREF-HPRD
LMNB1	PRPH	0.14392309	Physical interactions	IREF-HPRD
TUBA4A	MAPT	0.0131801665	Physical interactions	IREF-HPRD
APEX1	DCTN1	0.033237003	Physical interactions	IREF-HPRD
EWSR1	AGT	0.008378019	Physical interactions	IREF-HPRD
PABPC1	ATXN2	0.029935913	Physical interactions	IREF-HPRD
SQSTM1	GRB14	0.05885815	Physical interactions	IREF-HPRD
PSEN1	MAPT	0.012843643	Physical interactions	IREF-HPRD
VCP	RNF19A	0.048596855	Physical interactions	IREF-HPRD
CX3CL1	CX3CR1	1	Physical interactions	IREF-HPRD
LIFR	LIF	0.32107258	Physical interactions	IREF-HPRD
LIFR	CNTF	0.14823419	Physical interactions	IREF-HPRD
SNCA	MAPT	0.017850917	Physical interactions	IREF-HPRD
SNCA	SQSTM1	0.019629965	Physical interactions	IREF-HPRD
RNH1	ANG	0.254057	Physical interactions	IREF-HPRD
CNTFR	CNTF	0.20795146	Physical interactions	IREF-HPRD
CNTFR	LIFR	0.09994366	Physical interactions	IREF-HPRD
GM2A	HEXA	0.77715117	Physical interactions	IREF-HPRD
DDX20	SMN1	0.019904882	Physical interactions	IREF-HPRD
LMNA	LMNB1	0.031096807	Physical interactions	IREF-HPRD
MAPK8IP1	ARHGEF28	0.17583938	Physical interactions	IREF-HPRD
MAPK8IP1	SNCA	0.026604235	Physical interactions	IREF-HPRD
COIL	SMN1	0.0088839475	Physical interactions	IREF-HPRD
TFRC	HFE	0.31025305	Physical interactions	IREF-HPRD
DLG4	ERBB4	0.00834933	Physical interactions	IREF-HPRD
TRPM6	TRPM7	0.6067133	Physical interactions	IREF-HPRD
TICAM1	TBK1	0.0505544	Physical interactions	IREF-HPRD
TRPC4	ITPR2	0.22608145	Physical interactions	IREF-HPRD
HNRNPL	APEX1	0.07244627	Physical interactions	IREF-HPRD
HNRNPL	HNRNPA2B1	0.1765186	Physical interactions	IREF-HPRD
TFR2	HFE	0.68025815	Physical interactions	IREF-HPRD
MUTYH	APEX1	0.10183806	Physical interactions	IREF-HPRD
NEFM	NEFH	0.43656635	Physical interactions	IREF-HPRD
NEFM	APOE	0.14596294	Physical interactions	IREF-HPRD
DHDDS	LOX	0.21742152	Physical interactions	IREF-HPRD
ITCH	TRPC4	0.07568031	Physical interactions	IREF-HPRD
TNPO1	HNRNPA1	0.058167275	Physical interactions	IREF-HPRD
ILF3	FUS	0.07427905	Physical interactions	IREF-HPRD
ILF3	SMN1	0.033072785	Physical interactions	IREF-HPRD
HSPA13	UBQLN2	0.32303095	Physical interactions	IREF-HPRD
VEGFC	KDR	0.16021879	Physical interactions	IREF-HPRD
NRP2	VEGFA	0.06167816	Physical interactions	IREF-HPRD
ANK2	SIGMAR1	0.41107637	Physical interactions	IREF-HPRD
RPA3	RPA2	0.10464421	Physical interactions	IREF-HPRD
RPA1	MUTYH	0.06275639	Physical interactions	IREF-HPRD
RPA1	RPA2	0.01928538	Physical interactions	IREF-HPRD
RPA1	RPA3	0.09011227	Physical interactions	IREF-HPRD
EFNA4	EPHA4	0.095474295	Physical interactions	IREF-HPRD
VTN	VEGFA	0.033998635	Physical interactions	IREF-HPRD
CALCRL	RAMP3	0.18812922	Physical interactions	IREF-HPRD
AZI2	TBK1	0.21717462	Physical interactions	IREF-HPRD
AZI2	TICAM1	0.16841012	Physical interactions	IREF-HPRD
EFNB2	EPHA4	0.04945641	Physical interactions	IREF-HPRD
EFNB2	PSEN1	0.01882252	Physical interactions	IREF-HPRD
EFNB2	DLG4	0.01046967	Physical interactions	IREF-HPRD
RASA1	KDR	0.012674518	Physical interactions	IREF-HPRD
SHC1	KDR	0.008396279	Physical interactions	IREF-HPRD
SHC1	ERBB4	0.00982016	Physical interactions	IREF-HPRD
SHC1	RASA1	0.0064048604	Physical interactions	IREF-HPRD
SYK	TUBA4A	0.008983919	Physical interactions	IREF-HPRD
SYK	SNCA	0.012167616	Physical interactions	IREF-HPRD
SYK	RASA1	0.0086456975	Physical interactions	IREF-HPRD
SYK	SHC1	0.005727373	Physical interactions	IREF-HPRD
TXN	APEX1	0.074984685	Physical interactions	IREF-HPRD
FIGF	KDR	0.10008354	Physical interactions	IREF-HPRD
APP	APOE	0.014702984	Physical interactions	IREF-HPRD
APP	PSEN1	0.0062977145	Physical interactions	IREF-HPRD
APP	SNCA	0.008752966	Physical interactions	IREF-HPRD
APP	MAPK8IP1	0.012160205	Physical interactions	IREF-HPRD
APP	SHC1	0.004120076	Physical interactions	IREF-HPRD
DYNLT1	DOC2B	0.22317235	Physical interactions	IREF-HPRD
IARS	GARS	0.44429824	Physical interactions	IREF-HPRD
IARS	AR	0.036061853	Physical interactions	IREF-HPRD
ABL1	MAPT	0.008388286	Physical interactions	IREF-HPRD
ABL1	ABL2	0.020834347	Physical interactions	IREF-HPRD
ABL1	RASA1	0.006393997	Physical interactions	IREF-HPRD
ABL1	APP	0.004113088	Physical interactions	IREF-HPRD
NDEL1	DISC1	0.09843876	Physical interactions	IREF-HPRD
NDEL1	DYNC1H1	0.46586502	Physical interactions	IREF-HPRD
CDK2	COIL	0.0064283973	Physical interactions	IREF-HPRD
PIK3R1	PSEN1	0.0057295966	Physical interactions	IREF-HPRD
PIK3R1	RASA1	0.005658364	Physical interactions	IREF-HPRD
PIK3R1	SHC1	0.0037484034	Physical interactions	IREF-HPRD
PIK3R1	SYK	0.005059839	Physical interactions	IREF-HPRD
PIK3R1	ABL1	0.0037420457	Physical interactions	IREF-HPRD
IL6ST	LIF	0.20084864	Physical interactions	IREF-HPRD
IL6ST	CNTF	0.09272868	Physical interactions	IREF-HPRD
IL6ST	AR	0.0076702307	Physical interactions	IREF-HPRD
IL6ST	LIFR	0.044566378	Physical interactions	IREF-HPRD
IL6ST	CNTFR	0.06252029	Physical interactions	IREF-HPRD
EFNA1	EPHA4	0.062473662	Physical interactions	IREF-HPRD
NRP1	KDR	0.02522354	Physical interactions	IREF-HPRD
NRP1	VEGFA	0.038521815	Physical interactions	IREF-HPRD
NRP1	NRP2	0.061309535	Physical interactions	IREF-HPRD
PRMT1	FUS	0.029621752	Physical interactions	IREF-HPRD
PRMT1	AR	0.0058010197	Physical interactions	IREF-HPRD
PRMT1	HNRNPA1	0.035200126	Physical interactions	IREF-HPRD
PRMT1	COIL	0.010741273	Physical interactions	IREF-HPRD
PRMT1	ILF3	0.03998715	Physical interactions	IREF-HPRD
EMCN	SELL	0.2280031	Physical interactions	IREF-HPRD
MALSU1	CHMP2B	0.5355938	Physical interactions	IREF-HPRD
C4A	CST3	0.1823925	Physical interactions	IREF-HPRD
C10orf35	SLC39A11	1	Physical interactions	IREF-HPRD
NUP155	GLE1	0.5773747	Physical interactions	IREF-HPRD
YBX1	VEGFA	0.033571795	Physical interactions	IREF-HPRD
YBX1	FUS	0.040003486	Physical interactions	IREF-HPRD
HSPA2	EWSR1	0.026073921	Physical interactions	IREF-HPRD
POLA1	RBMS1	0.48714846	Physical interactions	IREF-HPRD
POLA1	CDK2	0.019033067	Physical interactions	IREF-HPRD
FLT1	KDR	0.031358298	Physical interactions	IREF-HPRD
FLT1	VEGFA	0.04789092	Physical interactions	IREF-HPRD
FLT1	NRP2	0.07622097	Physical interactions	IREF-HPRD
FLT1	SHC1	0.015846401	Physical interactions	IREF-HPRD
FLT1	NRP1	0.047604695	Physical interactions	IREF-HPRD
EEF1D	GARS	0.118290514	Physical interactions	IREF-HPRD
HPCA	NAIP	0.6715749	Physical interactions	IREF-HPRD
NEFM	SQSTM1	0.22607726	Physical interactions	Behrends-Harper-2010
CHGB	OGG1	0.10007421	Physical interactions	IREF-INTACT
ATXN2	CHGB	0.025448052	Physical interactions	IREF-INTACT
MAPT	SLC1A2	0.30143484	Physical interactions	IREF-INTACT
EPHA4	VAPB	0.43261302	Physical interactions	IREF-INTACT
VEGFA	KDR	0.08555708	Physical interactions	IREF-INTACT
SOD1	CHGB	0.04297916	Physical interactions	IREF-INTACT
DCTN1	MAPT	0.025286945	Physical interactions	IREF-INTACT
DCTN1	ZNF512B	0.0122896815	Physical interactions	IREF-INTACT
FUS	TAF15	0.14365305	Physical interactions	IREF-INTACT
DISC1	KIFAP3	0.024536174	Physical interactions	IREF-INTACT
DISC1	MATR3	0.014960031	Physical interactions	IREF-INTACT
DISC1	DCTN1	0.007585009	Physical interactions	IREF-INTACT
TBK1	OPTN	0.008378667	Physical interactions	IREF-INTACT
DYNC1H1	DISC1	0.012291495	Physical interactions	IREF-INTACT
EWSR1	AGT	0.017675377	Physical interactions	IREF-INTACT
EWSR1	FUS	0.0061147227	Physical interactions	IREF-INTACT
PABPC1	ATXN2	0.025872216	Physical interactions	IREF-INTACT
SQSTM1	SOD1	0.0440755	Physical interactions	IREF-INTACT
PSEN1	APOE	0.030550431	Physical interactions	IREF-INTACT
AR	PARK7	0.033827253	Physical interactions	IREF-INTACT
VCP	OPTN	0.012144608	Physical interactions	IREF-INTACT
LIFR	LIF	0.5028678	Physical interactions	IREF-INTACT
LIFR	CNTF	0.21269266	Physical interactions	IREF-INTACT
SNCA	MAPT	0.03950035	Physical interactions	IREF-INTACT
RNH1	ANG	0.28576475	Physical interactions	IREF-INTACT
LMNA	LMNB1	0.07031329	Physical interactions	IREF-INTACT
EFEMP2	LOX	0.09622175	Physical interactions	IREF-INTACT
COIL	SMN1	0.0043907613	Physical interactions	IREF-INTACT
TFRC	HFE	0.17093374	Physical interactions	IREF-INTACT
DLG4	MAOB	0.019368153	Physical interactions	IREF-INTACT
DLG4	DOC2B	0.07554454	Physical interactions	IREF-INTACT
DLG4	DIAPH3	0.028397694	Physical interactions	IREF-INTACT
DLG4	ATXN2	0.0034307037	Physical interactions	IREF-INTACT
DLG4	ERBB4	0.0035786086	Physical interactions	IREF-INTACT
IKBKAP	ELP3	0.24613841	Physical interactions	IREF-INTACT
TRPC4	ITPR2	0.8206252	Physical interactions	IREF-INTACT
ABL2	ERBB4	0.040054116	Physical interactions	IREF-INTACT
ABL2	DLG4	0.003694057	Physical interactions	IREF-INTACT
ANKS1A	ERBB4	0.18301721	Physical interactions	IREF-INTACT
ANKS1B	ERBB4	0.11322573	Physical interactions	IREF-INTACT
VAC14	FIG4	0.5911667	Physical interactions	IREF-INTACT
RBM3	HNRNPA2B1	0.4930679	Physical interactions	IREF-INTACT
SORT1	GRN	0.12609838	Physical interactions	IREF-INTACT
RPA3	RPA2	0.03392718	Physical interactions	IREF-INTACT
RPA1	RPA2	0.029846441	Physical interactions	IREF-INTACT
RPA1	RPA3	0.042993765	Physical interactions	IREF-INTACT
AZI2	TBK1	0.03198577	Physical interactions	IREF-INTACT
RASA1	ERBB4	0.030811237	Physical interactions	IREF-INTACT
SF3A2	FUS	0.008011724	Physical interactions	IREF-INTACT
SF3A2	HNRNPA2B1	0.0137209585	Physical interactions	IREF-INTACT
SF3A2	HNRNPA1	0.013773743	Physical interactions	IREF-INTACT
SF3A2	SRRM2	0.015078341	Physical interactions	IREF-INTACT
SF3A2	ILF3	0.018307485	Physical interactions	IREF-INTACT
SHC1	KDR	0.023421953	Physical interactions	IREF-INTACT
SHC1	ERBB4	0.019585982	Physical interactions	IREF-INTACT
SYK	ERBB4	0.02857755	Physical interactions	IREF-INTACT
PTBP2	MATR3	0.06992324	Physical interactions	IREF-INTACT
TBKBP1	TBK1	0.05942675	Physical interactions	IREF-INTACT
APP	CNTN4	0.10998105	Physical interactions	IREF-INTACT
APP	MAPT	0.012036741	Physical interactions	IREF-INTACT
APP	PSEN1	0.008073993	Physical interactions	IREF-INTACT
APP	MAPK8IP1	0.019066261	Physical interactions	IREF-INTACT
APP	DLG4	0.0012519851	Physical interactions	IREF-INTACT
APP	SHC1	0.006852205	Physical interactions	IREF-INTACT
DYNLT1	TXN	0.11370523	Physical interactions	IREF-INTACT
ABL1	HEXA	0.029601833	Physical interactions	IREF-INTACT
ABL1	PARK7	0.0100946035	Physical interactions	IREF-INTACT
ABL1	ERBB4	0.006568558	Physical interactions	IREF-INTACT
ABL1	CNTFR	0.016378364	Physical interactions	IREF-INTACT
ABL1	APP	0.0022980263	Physical interactions	IREF-INTACT
NDEL1	DISC1	0.006359049	Physical interactions	IREF-INTACT
CDK2	PABPC1	0.010833234	Physical interactions	IREF-INTACT
CDK2	SORT1	0.05006822	Physical interactions	IREF-INTACT
PIK3R1	ABL2	0.0076613533	Physical interactions	IREF-INTACT
PIK3R1	SHC1	0.00374631	Physical interactions	IREF-INTACT
PIK3R1	SYK	0.0054661725	Physical interactions	IREF-INTACT
PIK3R1	ABL1	0.0012564014	Physical interactions	IREF-INTACT
IL6ST	LIF	0.35959977	Physical interactions	IREF-INTACT
IL6ST	CNTF	0.15209611	Physical interactions	IREF-INTACT
NRP1	KDR	0.12885787	Physical interactions	IREF-INTACT
NRP1	VEGFA	0.19867982	Physical interactions	IREF-INTACT
PRMT1	FUS	0.011671516	Physical interactions	IREF-INTACT
PRMT1	EWSR1	0.0033346724	Physical interactions	IREF-INTACT
PRMT1	COIL	0.0065858644	Physical interactions	IREF-INTACT
PRMT1	ILF3	0.02667043	Physical interactions	IREF-INTACT
YBX1	SF3A2	0.011493985	Physical interactions	IREF-INTACT
HSPA2	EWSR1	0.021855017	Physical interactions	IREF-INTACT
VIMP	VCP	0.23029752	Physical interactions	IREF-INTACT
TRIO	DISC1	0.034801893	Physical interactions	IREF-INTACT
POLA1	VEGFA	0.14511041	Physical interactions	IREF-INTACT
POLA1	RPA1	0.07770059	Physical interactions	IREF-INTACT
FLT1	VEGFA	0.08874301	Physical interactions	IREF-INTACT
FLT1	PIK3R1	0.009206021	Physical interactions	IREF-INTACT
FLT1	NRP1	0.1336562	Physical interactions	IREF-INTACT
EEF1D	SOD1	0.027052572	Physical interactions	IREF-INTACT
EEF1D	DYNC1H1	0.019900188	Physical interactions	IREF-INTACT
EEF1D	SQSTM1	0.011722042	Physical interactions	IREF-INTACT
EEF1D	PIK3R1	0.0031959098	Physical interactions	IREF-INTACT
DLG4	MAOB	0.06108472	Physical interactions	Arbuckle-Grant-2010
DLG4	DOC2B	0.06108472	Physical interactions	Arbuckle-Grant-2010
DLG4	DIAPH3	0.06108472	Physical interactions	Arbuckle-Grant-2010
DLG4	ATXN2	0.06108472	Physical interactions	Arbuckle-Grant-2010
ABL2	DLG4	0.06108472	Physical interactions	Arbuckle-Grant-2010
SRRM2	DLG4	0.06108472	Physical interactions	Arbuckle-Grant-2010
UBC	SPG11	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	MAOB	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	SUSD1	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	SETX	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	SLC39A11	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	FIG4	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	CSNK1G3	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	PON2	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	PRPH	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	SIGMAR1	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	GLE1	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	SMN2	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	TRPM7	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	HFE	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	ATXN2	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	ELP3	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	PVR	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	VAPB	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	TAF15	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	VDR	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	GARS	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	UBQLN2	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	PFN1	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	MATR3	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	LMNB1	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	DCTN1	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	OPTN	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	TUBA4A	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	FUS	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	APEX1	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	TBK1	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	DYNC1H1	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	EWSR1	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	PABPC1	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	SQSTM1	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	PSEN1	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	BCL6	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	SMN1	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	HNRNPA2B1	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	HNRNPA1	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	TARDBP	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	VCP	0.014278431	Physical interactions	Kim-Gygi-2011
UBC	RNH1	0.014278431	Physical interactions	Kim-Gygi-2011
LMNA	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
COIL	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
TFRC	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
TICAM1	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
HNRNPL	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
TFR2	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
ELP2	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
DHDDS	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
ITCH	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
USP36	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
MYO6	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
TNPO1	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
SRRM2	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
RPA2	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
ILF3	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
RPA3	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
RPA1	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
PVRL3	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
LAMB1	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
AZI2	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
EFNB2	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
SF3A2	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
SHC1	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
BRE	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
TXN	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
PTBP2	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
TBKBP1	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
APP	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
DYNLT1	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
IARS	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
CDK2	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
NRP1	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
PRMT1	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
NUP155	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
YBX1	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
AKAP12	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
HSPA2	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
VIMP	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
EEF1D	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
HPCA	UBC	0.014278431	Physical interactions	Kim-Gygi-2011
