Gene 1	Gene 2	Weight	Network group	Network
SQSTM1	PABPC1	0.027452368	Physical interactions	Nakayasu-Adkins-2013
VCP	SQSTM1	0.037839454	Physical interactions	Nakayasu-Adkins-2013
RNH1	SQSTM1	0.03175922	Physical interactions	Nakayasu-Adkins-2013
UBC	SQSTM1	0.031562682	Physical interactions	Nakayasu-Adkins-2013
IARS	SQSTM1	0.06580643	Physical interactions	Nakayasu-Adkins-2013
YBX1	SQSTM1	0.027452368	Physical interactions	Nakayasu-Adkins-2013
HSPA2	SQSTM1	0.03175922	Physical interactions	Nakayasu-Adkins-2013
EEF1D	SQSTM1	0.027452368	Physical interactions	Nakayasu-Adkins-2013
ITCH	EWSR1	0.16017558	Physical interactions	Ingham-Pawson-2005
ITCH	PABPC1	0.08233216	Physical interactions	Ingham-Pawson-2005
ITCH	HNRNPL	0.15583415	Physical interactions	Ingham-Pawson-2005
PRMT1	EWSR1	0.3622304	Physical interactions	Weimann-Stelzl-2013 A
