"ID","tmBestGene","tmBestPv","coBestGene","coBestPv","Flag"
"EPB41L2","EPB41L2",0.0003808733855568,"EPB41L2",0.000217636036192665,FALSE
"IL4R","IL4R",1.52677869612318e-07,"IL4R",0.00706385736437415,FALSE
"IL13RA1","IL13RA1",4.24900490068379e-06,"IL13RA1",0.00662981398383369,FALSE
"SESN1","SESN1",0.0210680164008559,"SESN1",0.146088667373029,FALSE
"ADARB1","ADARB1",0.0643600036564853,"ADARB1",0.960531213446207,FALSE
"PIK3C2B","PIK3C2B",0.00323416662174709,"PIK3C2B",1.09429887411431e-12,FALSE
"ABCB4","ABCB4",0.0108160151893478,"ABCB4",3.57583923057377e-10,FALSE
"GCNT1","GCNT1",0.00371377630690952,"GCNT1",0.0928122136414457,FALSE
"PLAG1","PLAG1",0.227394469562674,"PLAG1",0.081617572624672,FALSE
"DSP","DSP",0.261212712295463,"DSP",0.18236092176338,FALSE
"FAM134B","FAM134B",0.950062225628191,"FAM134B",0.0781286219379577,FALSE
"ITPR1","ITPR1",0.0339595799791013,"ITPR1",0.000912910181468844,FALSE
"SCPEP1","SCPEP1",0.57573408235243,"SCPEP1",0.0178539417560923,FALSE
"P2RY14","P2RY14",0.0932227994995735,"P2RY14",3.0269576106356e-10,FALSE
"TRIB2","TRIB2",0.169996696807239,"TRIB2",1.844694521687e-09,FALSE
"BACH2","BACH2",2.08626162605881e-07,"BACH2",1.98457397966279e-18,FALSE
"MACF1","MACF1",0.00454755054465433,"MACF1",0.151527239993636,FALSE
"CR1","CR1",0.00127383933723288,"CR1",2.6364893447489e-07,FALSE
"CR2","CR2",1.56942492425988e-08,"CR2",4.53520150352372e-05,FALSE
"TPST1","TPST1",0.573056630749804,"TPST1",0.105032016457059,FALSE
"ADK","ADK",0.0225947554017427,"ADK",0.476073270447019,FALSE
"HOPX","HOPX",0.696393550471106,"HOPX",0.942429819733808,FALSE
"TCL1A","TCL1A",1.15470955463271e-06,"TCL1A",1.38405785653834e-19,FALSE
"SNX2","SNX2",0.277911888152595,"SNX2",0.0628043855942648,FALSE
"GABBR1","GABBR1",0.00686804527921575,"GABBR1",0.00110669698735585,FALSE
"AUTS2","AUTS2",0.155971010058623,"AUTS2",0.468308116045186,FALSE
"FMO5","FMO5",0.345877734429535,"FMO5",0.863576213757277,FALSE
"APLP2","APLP2",0.070115458342678,"APLP2",0.325016178641922,FALSE
"HHEX","HHEX",0.697406521499726,"HHEX",1.34159271304459e-12,FALSE
"CLCN4","CLCN4",0.422225974207756,"CLCN4",0.990628845099368,FALSE
"SAMD4A","SAMD4A",0.0283529724063748,"SAMD4A",0.927503716174525,FALSE
"TAF1A","TAF1A",0.36587044568018,"TAF1A",0.0370634442052987,FALSE
"MYO1B","MYO1B",0.00642372975029091,"MYO1B",0.0646928979177509,FALSE
"OPN3","OPN3",0.207056018237861,"OPN3",0.00705860783196406,FALSE
"GIT2","GIT2",0.0126087365194332,"GIT2",0.000555707436483803,FALSE
"ADAM28","ADAM28",0.328042454488841,"ADAM28",2.69048191861326e-10,FALSE
"UTP6","UTP6",0.832736780934996,"UTP6",0.0269568094843298,FALSE
"SMAD3","SMAD3",0.015745411495517,"SMAD3",0.0105729543151469,FALSE
"VAV3","VAV3",0.000680481538907576,"VAV3",0.00257296651070185,FALSE
"FYN","FYN",8.95667284777091e-06,"FYN",4.94771985563957e-05,FALSE
"LAIR1","LAIR1",8.70801930062828e-06,"LAIR1",7.11425779934661e-08,FALSE
"ZBTB16","ZBTB16",0.0103310286296773,"ZBTB16",0.0787193607014413,FALSE
"FAM65B","FAM65B",0.389763742084883,"FAM65B",5.41147970919796e-13,FALSE
"NRIP1","NRIP1",0.000486945984400425,"NRIP1",0.0278446122498184,FALSE
"DENND3","DENND3",0.269011303226423,"DENND3",1.8190770279597e-08,FALSE
"GNAI3","GNAI3",0.0901702857577052,"GNAI3",0.411427043707655,FALSE
"DGKD","DGKD",0.111411392958542,"DGKD",6.90219746482965e-06,FALSE
"CCNG2","CCNG2",0.16439319020952,"CCNG2",0.954471454140686,FALSE
"ARHGAP32","ARHGAP32",0.00417646132730048,"ARHGAP32",0.00370188151044143,FALSE
"USP15","USP15",0.64352411472079,"USP15",0.38899507546285,FALSE
"LAT2","LAT2",0.00143858606244595,"LAT2",2.46738090504329e-05,FALSE
"NAP1L1","NAP1L1",0.391064241315692,"NAP1L1",0.541424052459424,FALSE
"CEP135","CEP135",0.886225654042132,"CEP135",0.0173554558667376,FALSE
"MICAL3","MICAL3",0.334320273106535,"MICAL3",0.918780127539367,FALSE
"APPL1","APPL1",0.146486601752705,"APPL1",0.560215955369011,FALSE
"MCCC2","MCCC2",0.679544727682521,"MCCC2",0.0489159101860577,FALSE
"EVL","EVL",0.000767208814757827,"EVL",6.07716283736739e-05,FALSE
"CCR9","CCR9",4.70299470556531e-09,"CCR9",0.550129777748814,FALSE
"BCL7A","BCL7A",0.336261725554981,"BCL7A",5.06401594118942e-07,FALSE
"ADPGK","ADPGK",0.799724751182006,"ADPGK",0.0121982644685429,FALSE
"DDHD2","DDHD2",0.367710294743515,"DDHD2",0.0412849153165983,FALSE
"CIITA","CIITA",0.00151844855993596,"CIITA",0.410215575106366,FALSE
"TRAF3IP3","TRAF3IP3",0.881067667902371,"TRAF3IP3",6.67246989598283e-12,FALSE
"MYO15B","MYO15B",0.278867583447468,"MYO15B",0.00440598203365703,FALSE
"TLR7","TLR7",3.68195828232843e-07,"TLR7",6.91323720286897e-13,FALSE
"ZNF318","ZNF318",0.922096265709302,"ZNF318",0.47526274816964,FALSE
"RFTN1","RFTN1",0.102172000622428,"RFTN1",0.176354352223295,FALSE
"KIAA0226L","KIAA0226L",0.999999856630008,"",NA,FALSE
"FAM3C","FAM3C",0.519471325805665,"FAM3C",0.246703959653318,FALSE
"CD200","CD200",1.76639088949154e-06,"CD200",1.44335618577263e-09,FALSE
"MPRIP","MPRIP",0.00205821567547698,"MPRIP",0.978441965345294,FALSE
"OXCT1","OXCT1",0.642844776695943,"OXCT1",0.236594254397704,FALSE
"DENND5A","DENND5A",0.790247672086031,"DENND5A",1.52105718289754e-08,FALSE
"TRAK1","TRAK1",0.00358065090815118,"TRAK1",0.000175833035152453,FALSE
"CASP8AP2","CASP8AP2",5.55263323978109e-05,"CASP8AP2",0.0468852366665827,FALSE
"DYRK2","DYRK2",0.594153773957436,"DYRK2",0.0200336559856339,FALSE
"QRSL1","QRSL1",0.792128830028692,"QRSL1",0.0126271245991249,FALSE
"RECQL","RECQL",0.405282039751117,"RECQL",0.0338271356378183,FALSE
"BLM","BLM",0.223378908883352,"BLM",0.262004550515541,FALSE
"BTN2A1","BTN2A1",0.885547091119235,"BTN2A1",2.60509264770616e-05,FALSE
"MEN1","MEN1",0.112279646453389,"MEN1",0.270826244531719,FALSE
"ZNF37BP","",NA,"",NA,FALSE
"KMO","KMO",0.106931929836977,"KMO",1.40145373458703e-13,FALSE
"KYNU","KYNU",0.197600419569721,"KYNU",1.58091320374066e-07,FALSE
"PASK","PASK",0.220529225521717,"PASK",4.6976424445103e-06,FALSE
"BTN2A2","BTN2A2",0.253607062576548,"BTN2A2",1.4202983972586e-05,FALSE
"SQLE","SQLE",0.222703828184655,"SQLE",0.388999446842398,FALSE
"EAF2","EAF2",0.139678412346413,"EAF2",5.82649603715632e-08,FALSE
"EFTUD1","EFTUD1",0.732380440564434,"EFTUD1",0.0689852469341623,FALSE
"CCR6","CCR6",1.94298077102801e-08,"CCR6",4.36206834072979e-19,FALSE
"HAUS5","HAUS5",0.458062885575629,"HAUS5",0.186781341451334,FALSE
"ABCB1","ABCB1",0.00169635614197365,"ABCB1",8.01964410782918e-05,FALSE
"MLXIP","MLXIP",0.00631457393393538,"MLXIP",0.140533077019379,FALSE
"SORL1","SORL1",0.0556278663178512,"SORL1",3.15726754837548e-05,FALSE
"TTC9","TTC9",0.0234610093672804,"TTC9",0.031790145544249,FALSE
"STK38","STK38",0.00468829014523592,"STK38",0.00366384493903642,FALSE
"TIMELESS","TIMELESS",0.011073153392259,"TIMELESS",0.6541640764477,FALSE
"SAV1","SAV1",0.00109765778177145,"SAV1",0.0816857918331095,FALSE
"RPS6","RPS6",0.401794969595782,"RPS6",0.776458134895163,FALSE
"CLEC2D","CLEC2D",0.00049814675665008,"CLEC2D",1.1686781938383e-12,FALSE
"WHSC1L1","WHSC1L1",0.153102007881334,"WHSC1L1",0.0563357469926683,FALSE
"CD86","CD86",5.09571424956143e-09,"CD86",2.68980085490957e-10,FALSE
"SSBP2","SSBP2",0.117563536126179,"SSBP2",0.0257751270801195,FALSE
"BTK","BTK",8.51924703148352e-08,"BTK",3.81184000363412e-15,FALSE
"OXSR1","OXSR1",0.0958194566367488,"OXSR1",0.0951364570644241,FALSE
"ATP8A1","ATP8A1",0.16012592192414,"ATP8A1",0.000144034617923044,FALSE
"PLGRKT","PLGRKT",0.999906070102466,"PLGRKT",0.681317254360066,FALSE
"TRAK2","TRAK2",0.0144588347488522,"TRAK2",0.166025312983101,FALSE
"IRF8","IRF8",1.34426009699124e-06,"IRF8",5.04213684844841e-16,FALSE
"CHEK2","CHEK2",0.0756674210305829,"CHEK2",0.345333486450565,FALSE
"SATB1","SATB1",0.0754697364459033,"SATB1",1.65323971476941e-07,FALSE
"TPR","TPR",0.0242141257194481,"TPR",0.0315524885659927,FALSE
"SIAH2","SIAH2",0.0207450481181447,"SIAH2",0.111530889680294,FALSE
"KIAA0922","KIAA0922",0.450987955060774,"KIAA0922",1.28789050987276e-13,FALSE
"UVRAG","UVRAG",0.27880580437672,"UVRAG",0.000542952936261662,FALSE
"FLI1","FLI1",0.0567134532181394,"FLI1",1.96301005730319e-09,FALSE
"RFX5","RFX5",0.13943757636947,"RFX5",9.93578996461432e-06,FALSE
"NLRP1","NLRP1",0.0019314451398366,"NLRP1",0.971087756951673,FALSE
"UQCC1","",NA,"",NA,FALSE
"TIA1","TIA1",0.0338231635119056,"TIA1",0.312897582801502,FALSE
"ABLIM1","ABLIM1",0.112364003782331,"ABLIM1",5.08856133124712e-06,FALSE
"PRKX","PRKX",0.340596146193163,"PRKX",4.22420350852605e-06,FALSE
"CHKB","CHKB",0.255176670110645,"CHKB",0.000380405423954629,FALSE
"ARID1A","ARID1A",0.0782951049812053,"ARID1A",0.529686025732478,FALSE
"RPUSD2","RPUSD2",0.695033706064264,"RPUSD2",0.546751753720095,FALSE
"EEA1","EEA1",0.0539561607084044,"EEA1",0.220272120298944,FALSE
"HEG1","HEG1",0.284033645684182,"HEG1",0.0053439724888729,FALSE
"MPP6","MPP6",0.631313387917244,"MPP6",0.57199263674544,FALSE
"IKBKB","IKBKB",3.55476856559955e-05,"IKBKB",0.00482898708144248,FALSE
"HIP1R","HIP1R",0.277157206119706,"HIP1R",0.877869855023308,FALSE
"SP140L","SP140L",0.99999983010837,"SP140L",0.025226772078248,FALSE
"FLNB","FLNB",0.0201101355689426,"FLNB",0.00913620030662403,FALSE
"RPP38","RPP38",0.257214684006543,"RPP38",0.510079763250153,FALSE
"MIIP","MIIP",0.79980074809934,"MIIP",0.820935251945979,FALSE
"USP24","USP24",0.234457883777229,"USP24",0.0555052984802785,FALSE
"CXorf57","CXorf57",0.999999898654436,"CXorf57",0.436202526966298,FALSE
"IKZF1","IKZF1",0.000552238579099884,"IKZF1",1.6942924138657e-09,FALSE
"GPA33","GPA33",0.0599640814231343,"GPA33",0.680641602539869,FALSE
"SREK1","SREK1",0.336711678934143,"SREK1",0.41839499525294,FALSE
"OGFRL1","OGFRL1",0.790854061569542,"OGFRL1",9.97185259800955e-05,FALSE
"CHI3L2","CHI3L2",0.794199870387853,"CHI3L2",1.32099412915855e-09,FALSE
"SELL","SELL",1.17930064307536e-06,"SELL",1.57088066419517e-12,FALSE
"WDR19","WDR19",0.797804421283619,"WDR19",0.211700313984324,FALSE
"PSME3","PSME3",0.206282412948869,"PSME3",0.683906267224628,FALSE
"PARP12","PARP12",0.482758000933908,"PARP12",8.56303949530706e-06,FALSE
"METTL18","METTL18",0.956275092623105,"METTL18",0.529695184262853,FALSE
"NUP205","NUP205",0.84176887046942,"NUP205",0.134705100049754,FALSE
"RBM19","RBM19",0.67676880284762,"RBM19",0.318587605844612,FALSE
"SYT17","SYT17",0.0121107574957714,"SYT17",0.0244139917126735,FALSE
"STAT5A","STAT5A",6.81055696245691e-05,"STAT5A",3.53058773904382e-07,FALSE
"MARCKSL1","MARCKSL1",0.00933540418797822,"MARCKSL1",0.0456421326465165,FALSE
"AIDA","AIDA",0.972903755547052,"AIDA",0.0831565035168489,FALSE
"CPSF7","CPSF7",0.74942320831819,"CPSF7",0.000908813040948446,FALSE
"ZNF224","ZNF224",0.469139105817762,"ZNF224",0.250774356384543,TRUE
"RPAP3","RPAP3",0.950169339510382,"RPAP3",0.0393710863455665,FALSE
"ABCC1","ABCC1",0.0102670802519593,"ABCC1",0.0296922200841306,FALSE
"SSBP1","SSBP1",0.210264267702466,"SSBP1",0.266340242823529,FALSE
"FH","FH",0.052059780253606,"FH",0.315986295967984,FALSE
"GEMIN2","GEMIN2",0.208421306823293,"GEMIN2",0.595246450785825,FALSE
"ATP10D","ATP10D",0.0415295497876741,"ATP10D",0.000663251286051378,FALSE
"NCR3","NCR3",3.83298532072555e-06,"NCR3",0.422340023685092,FALSE
"GLE1","GLE1",0.324596315654754,"GLE1",0.0653917648936854,FALSE
"PRPF38B","PRPF38B",0.900619359691695,"PRPF38B",0.0613799390491329,FALSE
"PTGS1","PTGS1",0.0173634174083809,"PTGS1",4.5479229985729e-05,FALSE
"RHBDF2","RHBDF2",0.82255656409465,"RHBDF2",0.000196566782774113,FALSE
"MAPK13","MAPK13",0.000484715907833977,"MAPK13",0.236406114971362,FALSE
"TMEM63A","TMEM63A",0.786141858861196,"TMEM63A",0.353619764460073,FALSE
"HDAC6","HDAC6",0.0718682713210229,"HDAC6",0.477225342127957,FALSE
"MTMR3","MTMR3",0.0259885518329943,"MTMR3",0.186131353431263,FALSE
"WASF1","WASF1",0.000357244775326278,"WASF1",0.0479232816024719,FALSE
"ZMAT3","ZMAT3",0.0746523681461392,"ZMAT3",0.022004692015525,FALSE
"POP1","POP1",0.332254174785892,"POP1",0.24449563001496,FALSE
"PTPRO","PTPRO",0.0503874098524611,"PTPRO",0.00142480404467242,FALSE
"COCH","COCH",0.408705498805154,"COCH",0.388644232887387,FALSE
"SLC15A2","SLC15A2",0.23697584705221,"SLC15A2",0.000119045099724069,FALSE
"SPTAN1","SPTAN1",0.00814028782004891,"SPTAN1",0.525240968964537,FALSE
"FCER2","FCER2",5.52789714911861e-10,"FCER2",0.00403152950747414,FALSE
"LHFPL2","LHFPL2",0.524338323251947,"LHFPL2",7.1436085994042e-06,FALSE
"LRPPRC","LRPPRC",0.0593568195949373,"LRPPRC",0.665688599758806,FALSE
"FIG4","FIG4",0.219433805174576,"FIG4",0.0689295821427054,FALSE
"LMO2","LMO2",0.0236080337981511,"LMO2",1.4097120103125e-10,FALSE
"GTF2E1","GTF2E1",0.277508412425663,"GTF2E1",0.638270925167655,FALSE
"PLEKHF2","PLEKHF2",0.9517630564488,"PLEKHF2",0.379258045646564,FALSE
"MTRF1","MTRF1",0.973974609468588,"MTRF1",0.398520730433665,FALSE
"PENK","PENK",0.0293355552361901,"PENK",0.998833816777276,FALSE
"SYNPO","SYNPO",0.005376701206068,"SYNPO",0.994158153741248,FALSE
"IL21R","IL21R",4.55551784129733e-08,"IL21R",1.60385242936783e-11,FALSE
"TSPYL5","TSPYL5",0.952142407112941,"TSPYL5",0.292305788735732,FALSE
"CHD1L","CHD1L",0.717790421840387,"CHD1L",0.036950917111083,FALSE
"ME2","ME2",0.280011489997651,"ME2",0.0490287757939153,FALSE
"FAT1","FAT1",0.27031060170973,"FAT1",0.0194621209524923,TRUE
"LIPE","LIPE",0.47672629949137,"LIPE",0.835482846466959,TRUE
"ZNF543","",NA,"ZNF543",0.978634214195878,TRUE
"TRIM14","TRIM14",0.482719310846399,"TRIM14",0.00235639400744031,TRUE
"TRPV5","TRPV5",0.205876060078393,"TRPV5",0.996688673084327,TRUE
"CYP2J2","CYP2J2",0.0378788662747825,"CYP2J2",0.237940745309383,TRUE
"HTR2A","HTR2A",0.0568160899624868,"HTR2A",0.992421873293517,TRUE
"ZNF211","ZNF211",0.737402799622443,"ZNF211",0.253094812238011,TRUE
