Gene.Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,Fold Change,C_GSM329660.CEL,C_GSM329663.CEL,C_GSM329664.CEL,C_GSM329666.CEL,C_GSM329667.CEL,C_GSM329670.CEL,C_GSM329672.CEL,C_GSM329674.CEL,P_GRN_GSM329677.CEL,P_GRN_GSM329679.CEL,P_GRN_GSM329681.CEL,P_GRN_GSM329683.CEL,P_GRN_GSM329686.CEL,P_GRN_GSM329689.CEL,P_SP_GSM329692.CEL,P_SP_GSM329694.CEL,P_SP_GSM329697.CEL,P_SP_GSM329700.CEL,P_SP_GSM329703.CEL,P_SP_GSM329704.CEL,P_SP_GSM329707.CEL,P_SP_GSM329709.CEL,P_SP_GSM329711.CEL,P_SP_GSM329714.CEL,countP
RPS23,0.187853695,12.81625655,1.936858983,0.0642613,0.246351573,-4.325306098,1.139067857,7568.316659,8739.126747,6318.327486,6722.635738,5768.899387,4412.524993,7953.170896,6428.266381,7858.742707,7239.212851,8583.829152,6994.964209,8259.952007,8312.612891,7636.561341,7979.341731,6846.953827,7489.692954,7193.88271,7376.036011,8173.699352,7556.595555,5400.04929,8276.733326,24
CACNB3,-0.572514172,8.485596231,-1.944791762,0.064386951,0.246384266,-4.30920175,-1.487261972,553.8978344,392.510129,320.4604338,504.2359644,487.4402015,227.7041987,492.1333628,1199.217892,184.5617107,488.4476565,248.2121547,150.3898228,174.5731066,218.8235931,266.258972,375.4032715,775.085691,439.2175311,200.1882411,406.7586599,219.7925262,657.5588737,419.1100895,441.6566896,21
CD300A,0.426629762,6.695611798,1.935255685,0.06446739,0.246764421,-4.327930133,1.344090017,63.38082395,177.8705846,76.05217169,62.40561818,85.36831186,88.74708928,95.15914564,71.34935098,91.67296817,87.94573767,293.6653317,167.7582525,130.0240079,169.0154137,136.1435223,117.3244267,132.1994071,77.26469571,102.2060175,129.5319747,113.7117881,76.8797639,60.39077487,86.34773332,8
CDC14A,0.258278517,3.965820408,1.935220134,0.064471967,0.246764421,-4.3279883,1.196050676,15.07311239,14.66539155,17.2225818,12.74283499,14.98928123,13.62792669,13.76866477,13.63357606,15.31909012,15.47803999,17.979199,25.23259869,16.69352198,16.54022456,17.23468234,16.46667833,13.60170872,13.9909801,15.78038578,16.71996077,17.94860089,12.08826412,14.89008036,17.42434103,9
HYAL2,0.295238576,7.977812487,1.935465097,0.064440439,0.246764421,-4.327587488,1.227087882,180.2862345,216.6510076,261.305231,167.8735344,258.5405458,262.1878972,246.0904234,191.5991926,356.2560423,217.2523149,333.6542953,498.8822338,318.6500464,367.4804918,269.8433985,307.4259037,220.6182742,208.7462537,197.8325962,257.7696552,315.4342542,207.252999,208.7998022,197.5266864,22
ASXL3,-0.380550967,6.680559021,-1.93458108,0.064554278,0.24692233,-4.329033758,-1.301838935,152.5293672,115.518939,91.242868,98.43751897,156.6673578,93.15517249,103.9600339,208.4217821,90.54861465,91.10018659,63.74189471,78.50132079,56.34199219,70.32393083,109.5093429,81.52265496,101.3281813,139.1785395,56.19657353,109.7054214,93.26989823,109.7826637,172.7136442,163.906517,9
CRY1,0.362908946,7.490707618,1.933988714,0.064630658,0.247087208,-4.330002614,1.286016315,185.7271639,180.2733078,105.3875788,101.6281461,193.8877171,253.7091249,131.6425927,123.2765504,114.6690389,173.3100618,200.975468,235.4487406,365.3556825,189.425223,187.1000023,261.4080555,176.3509281,210.1232726,239.3027597,158.809442,129.3139833,134.1061971,202.6506196,291.1499929,24
AKIP1 ,0.222974478,5.209065487,1.933115702,0.064743368,0.247263504,-4.331430096,1.167137454,36.88237629,37.52909888,32.80589221,28.44713986,44.7830553,34.30684676,33.6168623,23.03915069,41.51401693,32.6356038,53.2585743,41.56811435,43.41871596,38.15745527,47.85987387,37.8045986,41.95451885,31.58047358,32.992529,35.45079024,53.50496485,31.55900177,31.16890725,38.19941827,23
BCAT1,-0.272040161,4.284130064,-1.933127046,0.064741903,0.247263504,-4.33141155,-1.207514205,16.63188158,40.82752843,16.70232473,19.22335344,18.37773022,32.16244289,16.65811977,26.43653099,14.02441563,18.85044078,18.11371939,16.09282464,16.79945016,16.18857732,20.11750014,18.4550761,20.28243962,21.09500313,23.25459954,16.31617901,18.11371939,17.69672626,24.23351085,16.06512072,11
CACNA1I,-0.394661798,7.500735074,-1.932587298,0.064811672,0.247312369,-4.332293876,-1.314634542,290.0237789,151.9393684,171.4592556,192.310187,262.9046559,157.7915688,237.2181631,348.2568705,103.5494061,205.5725355,180.958288,97.49914935,83.22116043,150.4140426,121.4865846,168.8656356,280.2398652,186.639834,175.5451177,268.4833269,174.8728183,225.1410567,142.9650889,232.7994617,24
C16orf45,-0.511295421,9.680284545,-1.93237715,0.064838854,0.24733278,-4.332637356,-1.425329449,1045.330773,1226.15766,608.3876425,1664.154434,818.1517522,1029.508489,1098.994458,1131.608326,376.714285,1010.858326,473.3259143,296.1910423,512.3326115,460.9000657,585.4416595,911.5001528,1412.108326,1192.758666,1036.078837,637.4416595,576.2515394,1758.571251,985.3945748,852.2069218,24
PMP2,0.737267618,10.33514277,1.932361113,0.064840929,0.24733278,-4.332663569,1.667015614,982.2575852,2118.81492,1700.717601,329.3143072,1238.897302,1361.084777,562.9362047,459.0761693,2891.316244,1414.677162,1458.080519,1991.780063,2447.777302,2209.870778,3771.358326,1416.927239,364.6401667,1545.929506,3469.107082,1417.240218,1393.29139,439.6945634,1234.622396,1274.921447,24
IRF8,0.52842768,6.914163814,1.932039354,0.064882568,0.247371035,-4.333189419,1.442356388,97.41660926,104.1730825,104.2913278,73.53316127,72.60489809,101.229135,147.8236905,75.06596515,158.0641969,111.9943616,516.6787087,175.7389554,148.1250952,171.8412112,280.7151744,119.4230926,175.3057642,59.67907353,92.855743,157.0408376,125.1632316,91.28595946,76.22748737,77.56359116,22
GAPDH,-0.294008456,12.95900664,-1.931489875,0.06495373,0.247490859,-4.334087285,-1.226042046,7157.321356,12919.70959,6185.683832,11260.48929,7485.431892,9584.543788,9177.567181,11296.97514,5323.955174,9606.732251,6419.840064,5044.175398,5355.63175,5735.088034,6962.539994,8746.220307,10933.1866,8669.215199,8331.407878,6915.100177,8161.047046,10353.70866,9066.102116,6795.126683,24
IL10RA,0.50379575,6.489336804,1.930636911,0.065064332,0.24770289,-4.335480692,1.417939276,61.69689343,129.7947024,54.01429291,50.21972366,75.89164404,84.30642199,66.36068275,71.47773657,70.4053021,73.54643797,310.1049874,197.840297,82.90546538,156.6722116,240.7389538,75.40710347,78.61594899,82.10558853,87.83633189,91.39468444,74.64682673,83.36115705,59.61306969,80.59012479,21
EXOSC8,0.298397833,7.044889964,1.930361873,0.065100031,0.247711674,-4.335929901,1.22977794,172.7262572,156.7860911,85.98956158,103.2519694,98.600986,86.05928072,116.3067216,129.2456936,128.8141899,131.3421768,175.3256138,253.2302752,193.6459826,112.4430235,187.832892,168.7332381,122.5073154,130.4089736,131.6427067,123.6050075,133.3105327,128.122997,122.9124384,90.99444753,24
FAM189A1,-0.441204883,8.45809842,-1.930320917,0.065105349,0.247711674,-4.33599679,-1.357737784,399.0307929,334.8039434,677.7786014,455.8527751,448.5543834,353.6337617,416.1485465,438.6877359,376.1798874,464.5883903,265.5872611,145.2170186,134.4486229,247.5020632,166.3437007,320.7277433,537.2041112,337.5490655,400.7336967,540.856386,333.1426053,488.9833261,379.6499928,368.3166595,17
AP3B2,-0.854801821,8.127127616,-1.930012229,0.065145438,0.24782188,-4.336500895,-1.808510308,437.896112,434.6749364,172.532082,637.7797138,312.2313911,462.6373109,416.6672193,698.0223465,71.128859,392.3322584,109.8937546,62.86237935,83.36953876,69.33780466,296.0494291,343.8458716,679.7402883,468.4023194,346.1145761,254.4007754,139.8728726,822.6320864,492.7522488,327.8922204,23
THBS4,0.285718207,8.165737816,1.929462235,0.06521692,0.247972931,-4.337398924,1.219016967,246.5041674,221.005316,351.7125999,243.3672218,315.9887237,170.2699692,305.0165017,210.1490885,356.0701854,347.1927305,245.4935089,287.2850343,293.8585456,306.906021,315.4029069,408.5582401,350.3754967,207.2260283,265.7657241,379.3954455,527.1738149,305.7670023,232.8524327,220.8584363,24
VAPB,-0.355467567,7.530167047,-2.42075662,0.100701478,0.248052076,-3.183817873,-1.287787238,321.6962935,304.8014191,251.3332501,349.0612463,353.3388353,242.6675044,274.8798583,416.0880811,233.8255415,324.7504161,273.9855968,212.5949442,212.9721046,185.2579877,221.403154,281.1618961,375.901698,293.7389852,282.0656238,249.3860469,221.4214265,419.5968894,307.7096932,209.7580988,20.5
ULK1,-0.300582287,7.967438849,-1.928920441,0.065287403,0.248057519,-4.338283382,-1.231641417,305.5993845,290.1083262,230.818883,393.611963,267.1325109,256.1793296,321.848341,263.701809,191.3328113,220.6224392,165.3672034,170.3331089,189.0304008,177.0425321,184.3345302,242.8488681,393.8543736,289.5117756,211.9350637,266.4726282,200.7448306,401.582658,245.8445128,343.359968,19
RPRM,-0.488683484,8.319753001,-1.928151559,0.065387544,0.248198654,-4.339538246,-1.403163849,466.8485125,405.6891688,391.1065667,358.5666935,248.2867741,293.921196,374.9975231,910.1068928,235.3109456,364.4296609,265.3361733,229.1911312,158.2516969,235.3969243,186.3939941,496.8654446,808.0073138,286.2893588,136.6622241,297.259132,236.2299961,330.1300208,324.1889589,453.3700624,24
MIR6890 ,0.307621114,8.827328213,1.927779734,0.065436019,0.248333593,-4.340144958,1.237665208,326.2603954,421.9416595,428.680759,440.0246783,312.3166595,229.4058258,509.2876918,613.550602,363.8610442,583.2629471,635.9437184,561.0567712,501.7308623,419.1083261,642.4206661,603.8015673,552.0666595,425.2981607,368.4238991,424.9507247,584.9547712,560.7333261,493.7541595,278.635034,24
RCAN2,-0.7292018,10.35586747,-1.927569516,0.065463439,0.248341197,-4.340487937,-1.65772167,2185.293977,2487.877797,617.9086677,2699.045826,2173.62548,2455.287991,2195.380433,1213.0316,455.5922394,2262.935663,481.2431235,464.5123272,529.0744197,432.9980071,1253.483326,1547.171842,2208.527536,2834.509743,869.7639602,1271.733326,792.609567,2279.925644,2590.965782,1538.187285,24
KEAP1,0.239890748,8.541490016,1.927155724,0.065517442,0.248473282,-4.341162975,1.180903231,334.0436368,298.4690019,295.226642,390.3735638,320.5249928,271.0898279,409.3577049,374.4537259,383.8143144,413.0264757,460.0617644,409.924074,503.2876898,415.7724818,339.7064752,482.7585739,584.9416595,315.8272278,261.7444997,390.6916595,412.985597,472.7526259,272.743505,324.5911226,24
WSB1,0.58674462,8.976445122,1.933054684,0.065594983,0.248486452,-4.32925345,1.501855496,588.7857043,641.6362967,370.5067359,281.9602744,318.4005873,519.737583,411.3646394,391.3286193,680.0128724,450.280127,638.640158,938.3944188,1001.349847,689.9754583,1041.512868,695.587306,202.9193324,655.3166595,1020.07397,695.0536508,540.2862402,172.0923938,821.0419586,387.3631208,24
FAM153A ,-0.938124088,8.024536839,-1.926969064,0.065541815,0.248504704,-4.341467447,-1.91603523,720.1801743,630.9903581,234.3595656,236.5232225,172.3889779,1216.247944,329.4629023,389.58639,67.49060706,227.2214923,138.7908817,80.98329572,67.66407415,44.95796951,381.3406682,282.0131561,144.0779886,566.7216955,493.3583261,263.3759643,156.1571503,272.0428139,945.630811,579.489294,24
SCAF8,0.236150417,7.921839147,1.92692142,0.065548038,0.248504704,-4.34154516,1.177845587,172.1510683,174.7130968,204.4686041,233.0415828,269.3540489,194.7659026,239.4674443,277.4428677,221.9823531,246.9508532,261.7610085,270.6499934,295.9677531,185.6494504,306.6520036,312.6260605,308.528064,285.1687735,280.5556087,197.7816609,187.2427067,237.6109108,368.1208133,209.316226,24
AKAP5,-0.535897069,6.097060199,-1.925538245,0.06572891,0.248794021,-4.343800637,-1.449843389,64.59672822,109.7047344,55.01313404,64.33892666,61.98493369,323.3583261,55.23539888,125.8923753,57.68516576,56.70702027,42.34104798,42.02707663,38.59530727,47.69439863,52.78862199,38.20723245,61.73435055,115.2053858,74.48130055,54.77941011,48.18635566,117.6842296,114.0271406,79.0668665,8
HTR1E,-0.47241703,6.182719455,-1.925502952,0.065733531,0.248794021,-4.343858174,-1.387431967,134.7235328,64.1549498,67.10364524,127.7707963,157.2286303,55.12105619,91.72247295,75.46719406,49.89207391,69.70345317,44.99664971,37.05905834,43.47048106,57.19338185,59.02101854,65.92827485,152.4674236,65.58028387,46.15694555,94.61374487,41.56291381,92.35525095,79.60818432,140.0347426,18
SLC38A1,-0.227587833,9.543582685,-1.925426212,0.065743579,0.248794021,-4.343983274,-1.170875623,808.4322344,755.9067577,800.7749928,876.2635008,850.7721848,863.6784708,842.5869775,840.6027086,473.8791595,703.270856,1014.129159,995.4349212,556.9868683,720.9833261,828.8564083,793.1750775,535.9457623,648.0249928,605.3987746,863.0072458,626.3166595,571.368231,893.4109171,774.5312253,24
POGLUT1,0.214854419,6.848458944,1.924685911,0.065840584,0.248997921,-4.345189916,1.160586795,168.4260332,85.62363188,106.7078861,88.41053598,85.02053056,119.0912693,107.0963346,95.25843688,113.279778,107.3617607,147.3881876,135.8718536,149.7905682,139.6703242,150.4290386,110.331047,116.8808796,124.8361728,116.2767841,109.194508,94.55779792,97.13097064,132.4095504,112.3176627,16
SLC25A12,-0.739759068,8.160266946,-1.96546185,0.068453719,0.249306919,-4.256765764,-1.671213804,555.1643869,503.3994229,120.0310133,779.035388,257.9711427,444.5651151,580.2729245,487.505154,85.57377279,439.995579,161.4661961,119.2248502,118.1393632,117.8232883,247.3869869,319.4266527,645.7711244,565.9460787,293.3197068,173.986744,143.0915333,487.7148455,431.1039528,474.3684147,22.5
ALG5,0.280277376,7.733761879,1.922513131,0.066126014,0.249338053,-4.348729471,1.214428351,207.7337281,209.2950139,145.4789543,212.243884,135.6560547,145.7145706,245.4829453,229.5653011,156.7022904,208.0900714,302.1009937,273.1723131,261.6124906,188.1726363,287.2236139,268.3440383,234.4780065,207.3357915,231.5973259,200.4875173,242.7114774,297.1687582,242.1637632,124.3511663,24
ECSIT,-0.305289562,7.73696046,-1.922850425,0.066081634,0.249338053,-4.348180193,-1.235666622,219.2789007,216.7837981,206.4327478,290.7855942,237.5751738,232.8048003,260.3204117,322.7909758,203.0996353,253.7391929,170.2968522,140.5117466,164.667771,169.3191339,183.7978411,218.9914396,438.2949396,191.1183999,150.436456,188.9163941,163.7888127,335.9108773,165.7446071,198.1695326,22
FAHD2A,0.342734093,7.435027242,1.922853432,0.066081239,0.249338053,-4.348175297,1.26815764,152.7597384,148.7595964,112.6408896,209.8586463,108.9034055,137.2314532,147.3992788,191.4102265,147.2777657,164.2967731,197.0064921,141.554731,142.4933017,136.0241752,233.1508555,315.8206327,330.0867025,185.4429013,170.9880236,132.494485,208.9339246,333.1791198,183.1725812,134.8058186,24
SOX10,0.497192083,8.299068262,2.235023612,0.093202884,0.249461021,-3.619247143,1.433714826,274.1054152,209.1197206,352.015701,195.0581965,325.8929651,151.3224218,359.3601819,336.2306206,721.573068,370.415188,283.2467622,419.6726526,873.8689395,551.5343852,320.5578551,405.0974468,339.5976571,222.1987634,446.2750254,466.2457542,552.2532071,346.5741422,239.4672533,282.1663522,14
ERCC5,0.239441856,7.598904656,1.921710979,0.066231663,0.249551857,-4.35003548,1.180535852,241.1500087,167.8775847,186.3860725,139.4721579,198.5950212,149.0590436,181.2850121,145.7786853,219.9659629,173.0733929,254.0845267,285.4551348,270.2799143,200.5440406,243.1818439,177.1902008,149.6997806,208.3962317,179.4727717,187.5564881,159.0149095,153.9064097,223.1800869,260.7991282,24
SOBP,-0.265568759,10.63460487,-1.921572402,0.06624993,0.249551857,-4.350261062,-1.202109868,1730.095471,1579.830725,1568.307726,1978.534263,1837.429295,1531.001118,1739.792816,2623.675727,1199.821494,1819.941659,1239.147,1000.233326,1264.649993,1388.258908,1267.567272,1403.953651,1859.345218,1521.658289,1304.765081,1776.348027,1221.95697,2530.965673,2099.441659,1732.389935,24
RNASEH2B,-0.383510731,5.481654561,-1.921080294,0.066314832,0.249711886,-4.351062041,-1.304512466,70.30627583,49.4128459,42.57043445,67.43064793,41.48166196,32.01469337,69.81362974,70.9444478,31.89217552,35.12818239,33.49739693,31.60740807,27.58509954,24.02454344,43.17345053,55.29049034,64.64294964,55.36629951,45.37751393,32.54806894,34.37743222,78.94190554,63.74752964,35.64852878,24
CCK,-1.007636269,9.915781893,-1.92027452,0.066421224,0.249746837,-4.35237324,-2.010614182,1397.939461,2137.863075,537.227886,2060.358326,997.0956646,2832.594334,1342.38531,2505.922149,189.0260387,1674.142861,434.7678708,190.3223587,134.4319498,617.3638845,640.727297,1355.750083,3330.753393,2181.244239,737.5716866,620.8972772,308.368614,2643.99445,2148.790839,1258.512663,24
TNFRSF10B,0.487294191,6.47974978,1.920308358,0.066416753,0.249746837,-4.352318185,1.401813275,90.10773621,101.0748214,70.67365115,45.43696741,97.17830331,83.32590021,51.94853682,54.00702401,75.75752195,49.01122376,189.9766858,202.8090152,121.9909706,110.1734483,129.1282434,85.66571345,100.3361501,146.1653918,211.9965358,76.66057032,95.04316063,56.21133609,51.74644775,70.04262876,24
UPF3A,0.379603696,8.237272615,1.920426619,0.066401129,0.249746837,-4.352125766,1.30098443,371.0242036,293.558641,223.627589,233.1083615,107.7209723,234.7492956,342.9164612,248.5968114,265.1635294,196.303098,309.5733217,355.0615697,626.957985,272.2901558,539.3721897,311.8458038,179.133471,397.7725394,376.6897081,292.7880534,193.0205018,269.725284,714.0084004,553.3940898,24
CBR4,0.424913974,7.274832677,1.919739233,0.066491983,0.249914275,-4.353244067,1.342492449,269.5402373,105.4082157,86.306005,137.681233,131.0815075,76.50545808,162.0557236,125.3239867,109.9583219,121.244979,124.5253285,266.1157261,239.983342,127.6115644,243.6192511,144.9044185,121.9973497,222.0001484,200.909518,136.3025228,112.8495113,160.4387605,272.18465,301.5206015,24
IRGQ,-0.275303895,7.497228588,-1.995061425,0.074736031,0.249983348,-4.179582456,-1.211538144,170.2719653,213.2510045,159.4431847,247.1205988,187.7065089,211.7453098,175.3606462,322.3518886,159.2352971,182.0381213,119.7397255,141.4307042,147.3956114,131.8387993,156.7069536,192.2233185,227.9567979,205.5712373,181.9634159,159.4325573,140.8151851,265.5677699,204.0424075,160.3400451,14
DGCR9,-0.450480483,6.804695017,-1.91862927,0.066638919,0.250295583,-4.355049241,-1.366495286,127.9582553,91.32980988,108.9287523,234.0274349,129.242422,93.69880923,113.1737417,315.9416595,112.9742708,153.2490014,50.1905109,61.85801319,77.58796891,83.79035762,61.93245226,113.9057054,111.8186936,137.1553158,76.6675486,130.4270283,102.6455024,191.8947113,125.2357409,120.7116436,10
ERAL1,-0.290890636,7.686598639,-1.9187145,0.066627626,0.250295583,-4.354910655,-1.223395298,227.1284887,219.1501333,172.9483929,275.6443846,236.5387456,213.710794,249.2251365,318.1246996,148.8429076,260.5249947,175.9041418,136.3727291,149.4344084,147.4842337,178.3386616,242.5219284,327.5340134,199.6569904,168.8697312,181.6401503,221.8098974,326.3959459,179.1542695,155.7018672,24
RPL10 ,0.225998994,7.576024376,1.918717935,0.066627171,0.250295583,-4.35490507,1.169586848,169.8259026,192.507333,129.2594746,113.0193913,105.6659245,229.7437317,145.1471859,148.2265519,107.8329926,142.5796751,248.3040797,284.7769017,263.7933973,147.435373,412.7062662,321.139219,134.0596709,293.6310834,291.6722866,143.5162648,177.0796265,143.0213384,273.9156482,339.6984529,23
PIK3R5,0.167746486,5.607144508,1.917794704,0.066749585,0.250417735,-4.356406029,1.123302496,46.05035735,46.41636966,47.3823267,42.4835992,43.47285046,42.02707663,48.76331495,44.71479584,62.40311426,49.78693801,56.02924747,52.67945587,54.99514577,69.86817497,48.47990577,42.42877363,52.27951735,37.73017918,46.56737451,54.32592246,56.13868138,50.23835696,40.49995407,45.703518,14
ZNF593,-0.348828358,6.476352862,-1.9173792,0.066804742,0.250518232,-4.357081371,-1.273525951,85.39216993,85.79460289,107.937717,146.2278669,115.4051979,115.0464121,79.99646868,116.7892127,65.39600728,101.5238073,71.80319111,76.2580244,48.62231739,77.19489775,81.41367275,122.0951423,137.823944,73.36499186,70.41687879,83.5062419,76.27952919,168.6362744,88.56716,46.77056314,24
HIST1H2AC,0.645682106,7.961646641,1.916947388,0.066862106,0.250586666,-4.357783106,1.564478797,348.0331252,216.1085047,110.8882523,138.5395237,301.8989356,104.5997355,212.8615671,176.4721748,212.3975632,189.2380413,725.0815257,771.1568131,448.9169397,303.4008004,459.753033,226.362854,325.3165221,223.618427,335.5041595,185.1904108,320.7570879,160.178287,65.09601848,502.4410636,24
TMCO6,0.24755603,6.234901214,1.916271248,0.066952014,0.25075488,-4.358881669,1.187194267,75.51303931,68.61826634,77.60336063,81.09585686,52.32698497,51.345114,76.47762459,61.88545959,73.43121444,76.00382394,100.9120653,113.3719342,84.99390261,89.70270208,101.8400719,80.72725468,90.75164412,65.84419606,57.00955422,72.3675946,83.94740278,100.4331619,59.61786403,53.98890751,8
METTL2B,-0.283408903,6.326885206,-1.916164819,0.066966176,0.25076576,-4.359054565,-1.217067263,101.6334336,92.76389913,58.69671196,96.76887766,82.42458095,93.170723,97.21758351,122.9766903,68.14510254,73.34738599,55.71839452,58.23555788,73.91929536,62.48143204,49.6277039,81.67820589,138.4529245,86.16314171,82.38223047,69.5789594,74.4011651,115.2414526,82.07856748,71.38481938,3
HPRT1,-1.005286531,9.380410894,-1.915720238,0.067025362,0.250825799,-4.359776719,-2.007342131,1333.395826,1346.883718,285.9187593,1797.198666,832.660505,1290.282532,1140.377432,1415.571716,103.9857384,1086.103888,268.1199109,162.2898342,153.7148727,123.5847236,643.7963018,790.4680653,1376.423057,1603.597222,1086.869684,498.0715272,259.3059184,1796.875812,1681.339218,828.8935024,24
PRDX6,0.419725595,10.24077273,1.915512719,0.067053004,0.250825799,-4.360113759,1.337673101,763.2704399,1193.899993,862.5229012,1219.335867,1429.213872,416.5578315,1664.777265,1024.949546,957.1204846,1427.030717,1696.366178,1406.07716,913.2341179,1007.444401,2225.961285,2466.988169,1464.184189,984.7991742,1174.719483,1361.052463,2090.144193,1246.704934,797.9466724,1262.583639,24
MPHOSPH9,0.314395418,5.681882755,1.914904583,0.067134066,0.250888373,-4.361101308,1.243490441,81.10208396,39.16509304,30.97977803,40.24626775,36.49320659,42.70101274,46.00122961,53.14013555,50.78287588,42.5866704,51.57081853,64.38972851,61.27761431,48.47464442,77.21465628,59.68586217,49.10216623,76.47816655,41.81030696,45.04604122,34.08642095,53.33261966,62.44499531,94.22901338,23
CYCS,-0.332971124,11.16497313,-1.914188446,0.067229634,0.251203382,-4.362263947,-1.259604768,2704.90549,3185.944696,1675.298924,2904.932188,2710.253005,3422.087551,2349.461765,2894.872556,1351.796367,2511.722456,1453.062816,1433.38592,1615.389297,1881.074415,2027.441659,2272.679577,2267.260465,3403.44485,3176.265328,2023.383387,1510.709261,2793.864628,3538.997473,2376.316659,24
BRINP3,-0.575083977,6.916978076,-1.91340736,0.067334006,0.25142468,-4.363531671,-1.489764177,246.4675797,162.446612,112.3528698,101.2042375,98.81443792,90.03321565,132.3582672,710.90072,70.95621187,157.1511029,84.45730959,70.67515566,68.71569215,88.27843277,91.35387918,128.2482235,239.775011,142.5280898,54.74222027,122.6865928,88.70151931,160.4387893,125.3158286,127.4152995,24
IQCK,0.210941941,5.182895064,1.920439191,0.067264916,0.251576435,-4.349795628,1.157731091,37.46800203,43.21651905,43.52589316,37.47090735,37.11897663,35.47753548,49.06083656,39.90434777,43.3376652,47.26894464,67.15271421,49.69989834,46.09187976,38.2207498,55.71241127,54.32967682,32.17475131,37.44188461,44.32364493,52.83595904,64.77054298,43.29270841,49.98521147,42.14889388,16
ACBD4,-0.175275486,7.757010197,-1.912717244,0.067426339,0.251600761,-4.364651435,-1.129180004,252.1701464,174.324639,296.9563818,254.9496733,252.3301253,198.9736377,273.4513793,200.5862961,234.4038679,243.1136293,189.8969133,202.7419593,196.2739532,214.618526,182.3351073,201.0814762,206.5328138,186.2397946,169.3211112,223.042527,247.0942687,250.6309875,205.4180297,192.033112,20
NAP1L2,-0.980545868,9.274304284,-1.912880586,0.067404475,0.251600761,-4.364386428,-1.973211866,1428.015193,828.2457551,410.8042892,1259.551352,1102.461401,1072.477246,1124.493135,996.6871893,100.4595662,1088.866255,274.5531307,124.4857397,119.1460654,109.762438,584.3331309,735.5113809,1613.609017,1451.972217,1018.762081,482.7649006,316.8963227,1015.358682,1555.774993,1027.299023,24
SLC7A2,0.294142398,4.497260331,1.912761711,0.067420386,0.251600761,-4.364579294,1.226155879,16.73958789,17.28078914,19.39401599,16.20485689,19.87047961,33.12586172,21.20636788,17.97940456,19.02554278,22.46110655,38.42763533,28.02137949,19.73105982,29.97593713,24.05266325,32.1776403,16.83411733,29.86286774,22.27585065,23.38596659,23.4461893,14.41137509,21.76520806,33.4976131,5
ZNF804A,-0.589061806,6.300486553,-1.912467453,0.067459786,0.251683413,-4.365056668,-1.504268194,136.025019,88.15419483,62.5618991,82.91163455,95.86720066,119.454643,108.1228179,170.7028182,40.54600566,107.3859645,36.25003091,28.07882792,35.60429809,37.21100727,52.36042629,62.98717748,128.5585873,116.7972579,240.1500087,79.7205366,52.93934826,86.99650965,92.91992345,105.5466112,22
CDH13,-0.611245603,7.324824705,-1.911604131,0.067575499,0.251904182,-4.366456926,-1.527577529,260.0820761,160.0134292,131.6141127,275.1126875,187.2377688,202.230903,197.219757,371.5480505,123.7774499,197.1149041,100.8492594,46.56123195,51.19177608,68.86640473,166.2426489,169.9013436,253.3369846,251.1169042,110.0401748,151.9821961,77.29396505,304.414859,323.2016493,215.4328279,16
EDC4,-0.21217581,6.764063907,-1.911623428,0.067572911,0.251904182,-4.366425633,-1.158433967,111.3203948,145.9804483,88.60021301,108.720789,128.9221527,149.2726421,107.5932839,131.6516017,87.56689074,109.8205752,101.3294378,92.05252143,99.79356717,89.11981316,89.36492293,110.8643134,145.0404756,102.2842308,79.0668665,91.363524,107.1978142,151.2509386,104.3918401,120.7493347,15
MAN2B2,0.329552689,7.232917422,1.91136353,0.067607778,0.251949049,-4.366847086,1.256623695,150.6112104,105.893101,89.08070142,197.7642489,85.85127676,93.19193809,173.1142992,199.2469777,115.6148732,199.1987067,222.9015849,153.4060276,142.0590024,161.9001454,181.0435421,156.1889475,193.1189208,192.7886246,116.7774738,148.8896251,171.8909143,253.1100578,153.1979983,105.1830951,24
AGFG2,0.256394385,6.832054556,1.957689154,0.070435529,0.2520599,-4.266952294,1.196062905,99.99392383,83.08047949,146.5620709,99.19502283,100.6523708,93.65198892,108.1123877,95.05382929,142.7928742,102.0043151,153.5909218,136.254078,130.600527,158.6322328,124.5324894,119.2607783,154.664123,84.32347475,91.23952421,117.5595421,136.6295249,129.1311093,95.53930526,103.9199525,15
TXNL4A,-0.255010847,8.007435021,-2.408253999,0.104247668,0.252067058,-3.200775764,-1.195515355,411.3772782,463.1821679,338.8333632,497.0646907,423.2439643,417.8934981,386.6548836,599.7818321,338.3201071,466.4028957,370.0167346,290.0806029,336.1579224,321.7830082,310.4280497,399.7230148,489.1160648,418.1611677,485.0075429,315.6206596,381.8883161,552.5150906,439.65802,322.3036535,13.5
CCDC6,-0.378666288,7.419016244,-1.910048438,0.067784449,0.252338343,-4.368979012,-1.300139375,174.1533271,290.2044051,182.1330105,203.9219269,190.487575,234.7762461,186.4474137,190.6128065,76.2143127,212.8556693,184.3661632,112.8270354,66.0889442,110.7465372,155.3352569,188.887787,189.1789434,189.8755012,266.6916996,162.4460056,149.7181864,178.920178,209.3582302,211.1365539,24
