Gene.Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,Fold Change,C_JK C 05-07.CEL,C_JK C 12-07.CEL,C_JK C 35-96.CEL,C_JK C 39-97.CEL,C_JK CC2.CEL,C_JK CC4.CEL,P_LC 04-06.CEL,P_LC 299-99.CEL,P_LC 96-06.CEL,countP
GNB2L1 ,-2.831459708,4.169948347,-8.414497626,1.17E-05,0.122091987,3.125789848,-7.117939687,42.57931805,60.27086459,27.51610277,27.51610277,37.64452308,23.56155968,3.251583471,7.301734409,4.848518436,7
IMPDH2,-2.406549874,3.809794895,-7.771227953,2.26E-05,0.122091987,2.656621855,-5.302048526,31.69086799,34.76385449,18.64648358,20.48123052,21.19995277,23.97246544,2.65199743,6.439960071,5.744390461,7
NXF1,-1.310462756,3.792896532,-7.445365223,3.21E-05,0.122091987,2.398875981,-2.48021082,17.8855529,22.15354159,16.48356877,18.27193166,20.34378174,17.96461962,5.711990826,9.758481876,7.765687732,6
RPL11,-2.119472523,4.520508766,-8.334456338,1.27E-05,0.122091987,3.070133648,-4.345350416,46.97380711,51.37430535,26.67244372,26.67244372,32.06582342,50.13399109,8.064524246,9.367253879,8.475894664,7
RPL18,-1.870363206,5.757961666,-7.146223849,4.47E-05,0.122091987,2.149502756,-3.656246163,83.23746597,87.01265623,68.73985715,65.46030938,97.04863776,106.1471917,17.22859004,37.0910185,18.5510363,7
RPL7A ,-1.03470593,6.395400779,-7.90326288,1.97E-05,0.122091987,2.75710043,-2.04869601,115.9471119,104.0887943,103.0066057,115.456413,95.69690672,108.7313815,48.90696963,62.3819719,46.58407866,8
RNU86 ,-2.195134589,7.174871684,-6.912676599,5.82E-05,0.138396145,1.945915285,-4.579323826,372.9885894,332.1087285,158.8192549,157.8717697,231.1597489,265.8377067,50.97391672,57.26381637,49.2860225,9
PFDN5,-1.183311614,4.222932463,-6.835172339,0.000188811,0.139814375,1.729714769,-2.315911089,24.10203282,22.56610895,29.7472283,25.78101536,23.12093468,22.86073326,8.349585108,12.88030124,12.70691898,7.5
DYNC1LI2,-1.081111906,6.570090366,-6.406503854,0.000105744,0.141013191,1.476437666,-2.115666027,110.5516313,171.7153044,111.8738215,126.4555255,107.5878932,113.9871836,51.12293607,62.05349832,60.40968065,8
METTL23,-1.174771007,3.786344742,-6.501068916,9.44E-05,0.141013191,1.56717598,-2.257570447,23.53706535,18.75387308,14.70364409,16.66560165,17.96461962,18.09653305,6.673500269,10.20077298,7.570780183,8
PRELP,-0.946583161,3.529861979,-6.700419769,7.45E-05,0.141013191,1.753854748,-1.927302678,18.77068932,13.84207069,14.21741971,13.68965442,12.46973055,13.98666728,7.361427128,7.893517347,7.139216848,6
RBM10,-1.044705414,4.026846505,-6.495063471,9.50E-05,0.141013191,1.561455752,-2.062945079,19.83431812,21.94278851,20.02914782,16.55882246,19.7485952,28.00577705,10.63716007,9.729467326,9.833648203,3
RPL3,-1.687441161,6.001604937,-6.517028965,9.26E-05,0.141013191,1.582350364,-3.220849301,137.7153044,125.8649498,73.3819711,72.80088549,74.94783066,103.4063821,25.84083763,25.60639191,38.31717993,9
RPL36,-2.181119396,4.362543223,-6.43701226,0.000101917,0.141013191,1.505866948,-4.535052953,51.19133722,36.9449539,26.39789063,23.82471725,23.63038675,55.44769745,5.486884575,7.301734409,10.56458693,5
RPLP2 ,-2.224172144,4.895688899,-6.579548246,8.59E-05,0.141013191,1.641406194,-4.672427066,71.68576511,61.27086458,38.51159764,36.0549035,36.0549035,69.08331441,6.45225576,14.83584278,12.62230777,9
UBC,-1.577140192,8.355455848,-6.628458272,8.12E-05,0.141013191,1.687047673,-2.98386765,628.3993236,681.0552909,399.4435649,469.3113911,440.3026596,449.7405356,133.5171118,229.3767752,154.0981185,9
EIF3G,-1.174257953,4.30911375,-6.339600516,0.000114694,0.145834816,1.411378626,-2.256767748,28.02983204,31.95451005,23.78543982,25.47232829,23.43127567,24.30414079,8.455634272,14.65014726,12.34683279,6
WDR54,-1.01666653,4.885352208,-6.237476772,0.000129981,0.149140571,1.310674977,-2.023238689,37.48015571,48.42932077,38.64243308,40.71197414,29.11477511,32.81782053,17.38751519,18.82009124,19.27343717,8
ARHGEF37,-1.51888874,5.15663453,-5.953662959,0.000185345,0.15074056,1.021786819,-2.865702291,55.18144611,59.16219133,50.80645593,55.63452733,41.62486468,44.0370983,19.57246226,26.16599415,10.79096203,9
ATP5G2,-1.843327795,3.644888008,-5.795755041,0.000226844,0.15074056,0.85518929,-3.58836786,16.26134655,30.43630588,18.22863523,27.92478398,11.85340392,16.51893856,3.735076379,6.488859871,6.271913566,7
CSRP1,-0.988777947,5.607209881,-6.035555926,0.000167126,0.15074056,1.106522359,-1.984503281,55.49318206,55.49318206,72.69641102,50.28379098,65.55565437,71.59842047,31.09681975,26.4138926,35.80659892,9
DUSP1,-1.522100684,6.816966495,-5.787237397,0.000229352,0.15074056,0.846081778,-2.872089455,203.7153044,233.8980979,148.3564702,113.9940188,111.4945946,188.6129789,46.15053905,65.38197122,57.58421757,9
HINT2,-0.911620005,4.127014676,-5.697497332,0.000257673,0.15074056,0.749367155,-1.881156668,21.12136366,22.07044856,23.02823815,22.79362659,16.71508789,24.61870887,14.00953295,10.14403705,10.60672267,7
IFT172,-1.337885717,2.745905338,-6.020522647,0.000170319,0.15074056,1.091051744,-2.52780595,13.3428699,7.41161555,7.534558945,8.426948674,10.78238721,8.599663405,2.781015402,4.086624303,4.156655626,4
MCM3AP,-1.47452238,3.453450685,-6.046744826,0.000164791,0.15074056,1.118012183,-2.778916296,18.2221903,12.85045933,16.48356877,12.16586881,14.90431897,19.06683733,4.499695496,4.405644043,8.58683807,7
NID1,-1.868499712,2.406555565,-5.78292448,0.000230633,0.15074056,0.841465426,-3.651526528,10.39303848,7.065106091,14.90874016,9.07243308,4.538576027,6.571671266,2.029814927,2.343321232,2.350168733,6
PAAF1,-1.125997202,3.566433131,-6.166165916,0.000141961,0.15074056,1.23934592,-2.182523522,19.70538374,15.58542649,18.33775975,14.00953295,11.59158563,14.39864404,6.032012089,7.572850977,7.641358412,6
PSME1,-1.208745824,4.43978701,-5.74501904,0.000242232,0.15074056,0.800755389,-2.311366158,42.16816728,35.49934795,24.30268636,22.60821433,25.95456066,26.14884784,14.00953295,11.43924472,11.93902013,4
RP11-209A2.1,-1.019512758,2.570009287,-5.632390299,0.000280578,0.15074056,0.678326956,-2.027234185,8.329882029,9.059876747,6.256719459,6.439960071,6.956293578,8.518012033,3.856228453,4.4901295,2.942525191,4
RPL19,-1.35709254,6.257206737,-5.897203308,0.000199153,0.15074056,0.9627079,-2.561684034,156.4930822,126.6041933,93.94711934,81.8819711,77.12666304,111.8080547,43.30328774,44.35736046,35.50447229,9
RPL30,-1.336213172,7.746444294,-5.635473271,0.000279446,0.15074056,0.681707511,-2.524877112,420.0409848,310.7702514,316.0959082,305.3539091,196.7153044,252.2094936,90.93384915,143.3509686,119.1597489,9
RPL4 ,-2.268258926,6.210035361,-5.691603455,0.000259661,0.15074056,0.742966481,-4.817414046,169.1597489,148.8216827,92.41958987,87.3819711,100.5419021,141.7464057,20.51078456,40.11741402,33.4734362,9
RPS10,-1.233981232,6.10042637,-6.011933535,0.000172173,0.15074056,1.082195747,-2.352151901,115.2081759,86.39531288,78.75106045,73.59007646,85.16728542,117.5105126,29.7515741,43.55348592,45.05784041,9
RPS15,-1.810009115,7.367735787,-5.652435996,0.0002733,0.15074056,0.70027794,-3.506445038,299.1997052,350.6127117,244.333358,259.6708662,167.194985,224.27086,42.41131126,117.4512878,73.5622258,9
SCAI,1.115826932,2.291142045,5.668696103,0.000267546,0.15074056,0.718032156,2.167191939,3.967595653,2.933462247,4.038537471,3.575839425,4.389172869,3.967595653,5.866114571,9.303814637,10.0899869,9
TAGLN,-2.492041014,2.393889373,-6.123941901,0.000149615,0.15074056,1.196716214,-5.625732728,8.292309958,11.52501968,22.96146669,5.948900129,5.581017033,9.155590961,1.672110695,2.000085133,1.371594786,6
TGFBR2,-1.819033835,3.827258396,-5.675100942,0.000265316,0.15074056,0.725012907,-3.52844821,28.74622471,19.62412847,21.54144495,10.22749466,29.1934919,28.06620114,5.738360835,7.127700529,5.616347131,9
SMAD1,0.164961015,2.802971031,-0.111014264,0.000294277,0.154138661,0.6469983,0.225194766,8.318993626,6.347736435,6.316864366,8.311070336,9.285703602,6.448175318,12.65724538,10.84132089,15.27555889,6
BANF1,-1.410805916,3.291168424,-5.488942355,0.00033919,0.157536763,0.519194089,-2.658856499,16.12142476,16.69010725,9.343980842,11.98648691,12.66098336,16.30341016,5.954914128,6.543629211,3.405157984,7
DDX39A,-1.688970227,3.112733073,-5.520857435,0.000325091,0.157536763,0.554911122,-3.224264786,9.633290345,14.92250816,10.30131502,15.52052512,12.66098336,14.96699275,2.273315845,6.432782476,4.257533019,7
DHX33,1.205183822,2.58387148,5.416933665,0.000373483,0.157536763,0.43794731,2.305666453,3.891971121,3.861083386,4.427465723,3.508405771,6.810771022,5.495457677,12.49929846,9.365503208,9.786889117,9
IFT43,-0.849630539,3.546879413,-5.454846146,0.000354985,0.157536763,0.48083779,-1.802039381,16.45948172,15.3743607,11.22670319,13.10751198,17.16297873,12.94949195,7.587653684,8.394560359,7.718222083,3
LOC401220,1.213326604,0.847048221,5.47398198,0.000346025,0.157536763,0.502389767,2.318716766,1.45333155,1.513908599,1.075876818,1.324778056,1.380175174,1.455867615,4.45314527,2.102767886,3.3419348,3
RPS10L,-1.138415964,3.231461385,-5.389885395,0.000387316,0.157536763,0.407192046,-2.201391842,15.0627181,13.39760599,10.9737938,10.59766221,10.73112826,13.2084769,3.799184056,6.685147245,6.731384573,6
SLITRK5,0.980682421,1.675572093,5.478934104,0.000343746,0.157536763,0.507956636,1.973398641,2.952733879,2.493641342,1.88095741,2.326390955,2.986572289,2.835711984,4.189747659,5.394860503,5.616347131,6
SPATA20,-1.288527207,4.376304103,-5.366744077,0.000399588,0.157536763,0.380776222,-2.442785535,34.6104748,42.55990973,24.42165534,26.26948305,25.69455052,19.7191234,9.843105572,14.00953295,10.88604025,7
TTLL1,-1.093161483,2.230688907,-5.365046273,0.000400505,0.157536763,0.378834436,-2.133410345,5.030585604,6.610382587,5.110588574,8.083626012,6.439960071,5.500079647,2.743085292,3.698554347,2.239199078,3
VPS28,-1.943401784,3.893113364,-5.51509299,0.00032759,0.157536763,0.548473239,-3.84611469,16.76218858,38.87184978,19.31349551,29.68717546,19.30955578,22.05666668,5.050669199,10.83825676,4.050222442,7
ERMN,-0.905176906,4.301681945,-5.293189642,0.000441461,0.168483423,0.296181851,-1.872774125,21.19873551,33.27531133,21.39857979,26.54866333,19.95298573,25.80566163,13.06171614,13.18508728,12.69848298,9
C12orf57,-1.916887652,2.270619968,-5.234615107,0.000478186,0.17074867,0.228126308,-3.776075608,11.05261621,8.043346293,5.994774866,13.52657057,5.445708828,4.584720072,1.775565102,2.907831599,1.52611388,6
EPAS1,-1.661973119,4.598265846,-5.257629294,0.000463379,0.17074867,0.254938647,-3.164490241,32.89681686,28.52199405,41.57528915,19.45957354,49.02770636,54.34495997,8.857568497,11.8793388,13.48756447,9
NACA,-1.829506918,6.358539257,-5.243848725,0.000472185,0.17074867,0.23889516,-3.554155783,220.7713466,156.3401788,114.4930822,109.7075168,96.04062173,116.1910049,20.0738474,51.49432669,33.72508005,9
RP6-201G10.2,1.350677263,1.711956412,5.222315627,0.000486308,0.17074867,0.213758186,2.550318203,2.361305623,3.041336858,1.907525967,2.773591794,2.367658809,2.112826324,8.292309958,3.722561922,7.408358289,5
RPL13A ,-1.83066295,6.622957796,-5.258419377,0.000462879,0.17074867,0.255857443,-3.557004871,238.8202139,168.3507974,104.0645025,79.98103023,144.460334,239.9375267,40.05595514,42.43329007,42.51375357,9
RPL6,-1.159399068,6.776491071,-5.21170276,0.000493435,0.17074867,0.201338617,-2.233643694,134.6066808,141.6041788,143.6159792,185.8264155,126.8393832,134.2404005,57.50825477,97.02026582,47.33264694,9
ZNF32,-0.694124465,2.420388709,-5.211545987,0.000493541,0.17074867,0.201155005,-1.617902271,7.367541821,5.893370363,6.294215758,5.622122814,7.282091906,5.505258688,3.823633635,3.891971121,3.938023981,3
CIPC,-1.243298095,2.455307704,-5.15334767,0.000534686,0.172760122,0.132689327,-2.367391152,9.23534567,9.976072376,5.381758007,8.707640268,5.390519832,6.552387999,2.834205179,3.792158952,2.738457104,6
FBL,-1.511169795,3.401476651,-5.130539239,0.000551804,0.172760122,0.105691595,-2.850410682,17.38908368,20.22867007,11.87440016,12.43876671,16.16718402,13.46562357,3.564171948,9.128675596,4.463321891,7
LOC100233156 ,-0.909194219,3.885154504,-5.134095005,0.000549097,0.172760122,0.109906594,-1.877996298,21.95630168,18.85350851,16.74571059,19.3541313,19.21930715,14.23348875,8.038772945,12.28234802,9.263679165,6
RP4-773N10.4,0.786058936,3.480498378,5.148379096,0.000538365,0.172760122,0.126816099,1.724357531,7.53235865,9.360579683,9.07243308,9.745400948,10.87856707,9.590095222,13.33376162,18.68972678,16.59213345,9
EIF4A1 ,-1.979580652,5.004009857,-5.147926809,0.000659106,0.176050522,0.10766088,-3.949300153,45.29842479,100.77086,43.19355144,54.56830112,36.69839919,45.1747442,8.341698299,23.50475052,10.88314275,7.5
XPC,-1.445202976,3.193230056,-5.101138632,0.000574744,0.176539989,0.07075331,-2.723011313,15.59467993,13.82095333,9.07243308,9.745400948,11.80633646,19.29718517,3.537258771,4.271592641,6.829965921,4
GORASP1,-1.053821976,3.434437655,-5.08493129,0.000587826,0.177685029,0.051426993,-2.07602235,15.22923635,14.96374588,18.28883827,12.66098336,12.66098336,10.29999747,5.613269662,8.702928149,6.001515104,5
TAGLN2,-1.284224491,4.434312259,-5.062924633,0.000606104,0.178165325,0.025109888,-2.435510986,17.16297873,37.88674475,36.6325635,24.91161937,33.90137679,30.11477511,11.88745185,14.00953295,10.23034753,5
SPARCL1,-1.08153402,7.929623104,-5.032470299,0.000632413,0.182360741,-0.011452912,-2.116285135,343.0222486,359.4037577,304.3574896,436.5490364,210.8504467,272.3819711,132.323204,149.8105302,163.2437315,9
RHOG,-0.954064082,3.667894911,-4.989354738,0.000671777,0.185515569,-0.063501238,-1.937322429,17.85350851,18.64100659,12.96322837,13.44033422,16.33646919,16.70351127,10.29999747,8.651116931,6.13940176,4
FAU,-0.84074154,7.215408487,-4.970265613,0.000690038,0.187700503,-0.086651893,-1.790970457,173.27086,202.0779674,208.6176194,216.4930822,146.1074045,149.5517252,95.60374579,116.0427532,92.23449625,9
CLK3,-1.05557797,2.560838904,-4.957120424,0.000702922,0.190258634,-0.102631984,-2.078550745,6.128005569,6.128005569,10.82208537,9.488409242,6.922845283,6.830144873,3.445548504,4.27047292,3.231561077,3
CCNI,-1.349406546,5.449303526,-5.073041675,0.001048739,0.190367138,-0.018987966,-2.551392207,84.4731541,60.25308997,40.14309708,59.17323308,60.71468401,68.4682727,18.81184397,26.24677528,26.58597247,8
TMEM187,-0.945657514,1.857293629,-4.943840176,0.000716201,0.19133613,-0.118807768,-1.926066498,6.32884896,4.161017223,3.665189941,4.099778434,5.491058312,3.862886434,2.228565913,2.228565913,2.581723678,3
C11orf80,2.309753685,2.454029797,4.892112218,0.000770547,0.193770518,-0.182115984,4.957984238,2.169251526,3.635279429,2.21309593,1.934731787,4.002948614,8.146301131,16.29441854,25.20049925,9.848543533,9
LMO2,-1.629013586,4.595285526,-4.908569138,0.000752792,0.193770518,-0.161922786,-3.093014476,48.49238098,27.90651751,27.4502215,24.17867561,36.0549035,58.93248387,7.738788312,16.44693764,11.5993707,8
NPC2,-1.904482016,4.981664458,-4.890234152,0.000772601,0.193770518,-0.184423525,-3.743744597,47.27761231,102.1927489,50.52519703,37.34634243,37.34634243,40.95578218,7.916958152,22.75220833,12.49386933,9
PRKCDBP,-1.094244416,3.724018804,-4.916380994,0.000744519,0.193770518,-0.152354385,-2.135012352,19.39990406,22.62296835,21.12136366,12.8831967,15.77359085,12.8831967,8.050304318,9.442365659,6.659324794,7
RPL23A,-0.897889411,7.60528046,-4.894906016,0.000767501,0.193770518,-0.178684474,-1.86333802,354.85229,229.147549,243.3600139,189.3724678,215.0787212,234.8346726,127.063297,130.2475232,128.4930822,9
FLJ20021,-0.60657476,3.912180668,-4.876870516,0.000787391,0.195684549,-0.200861416,-1.52263987,15.76367116,20.21397553,16.60755916,18.01384695,17.96461962,15.76367116,10.29999747,12.03895564,11.86945727,4
FLJ41455,1.210733607,1.332255981,4.846700248,0.000821908,0.195722311,-0.238090037,2.314553013,1.324778056,2.772015733,1.747358011,1.601003128,2.265019953,2.04444242,3.262203455,5.25559504,4.988251755,7
RNF220,-0.95678104,4.12819115,-4.850731977,0.000817203,0.195722311,-0.233105633,-1.940974333,20.44824706,28.25879709,17.96461962,20.23247478,17.96461962,28.54966087,10.29999747,13.40662312,10.27855319,6
RP3-486D24.1,-0.608382478,4.730138626,-4.832161926,0.000839117,0.195722311,-0.256087874,-1.524548956,33.476338,33.83907785,29.22588622,33.61929766,26.69278869,27.34372461,20.91579365,20.12170541,19.11256367,7
AS3MT,-0.794147873,0.891008788,-4.781177064,0.000902584,0.196175898,-0.319504218,-1.734052854,1.950317521,1.950317521,2.604920796,2.659056127,1.812204746,2.561574294,1.390642875,1.311122922,1.163261698,4
H3F3A ,-1.649914014,5.274653856,-4.785335067,0.00089722,0.196175898,-0.314314955,-3.13814935,106.8215026,43.84192677,65.12408325,35.17485321,45.73062874,67.544809,13.2267488,24.78955518,17.96461962,8
NSMCE1,-1.602244881,4.436613944,-4.771690727,0.000914949,0.196175898,-0.331354914,-3.036153814,38.12031178,36.72325034,29.71524896,41.47516962,24.47232829,22.51284629,9.97666178,18.30744189,6.031164535,7
ROMO1,-1.367517021,2.812867039,-4.798649383,0.000880273,0.196175898,-0.297719262,-2.580261029,8.925028079,14.00953295,9.837623336,13.10575496,5.609383829,8.862796153,2.849600133,4.328221673,4.225239717,3
SWI5,-0.962848683,1.863149469,-4.787869395,0.000893967,0.196175898,-0.311153585,-1.949154814,5.556021631,4.957285101,5.306299895,4.096594806,3.152816292,4.666106395,2.305333137,1.950317521,2.818771975,4
VASH2,0.878022511,0.241345631,4.765464084,0.000923164,0.197164135,-0.339142223,1.837854444,0.924647568,0.812457423,0.908997407,1.004606551,1.191235478,0.988458201,1.384688906,1.704737386,2.363574797,4
AL133493.2,0.725688922,0.903323052,4.730965017,0.000970135,0.198843758,-0.382413785,1.653690125,1.371386232,1.690059227,1.570011229,1.324778056,1.709729178,1.899419202,2.269203008,2.642736361,2.983754443,4
CASC3 ,-1.233276026,3.733875285,-4.707343936,0.001003765,0.198843758,-0.412163819,-2.351002423,21.34839245,16.86185127,15.59467993,16.34335126,17.25165841,19.37037624,4.757607078,12.4911561,7.170146383,7
MTERF4,0.610690803,3.138086824,4.717757903,0.000988787,0.198843758,-0.399035477,1.5269902,7.860292631,7.913346658,7.401892624,8.403421069,8.403421069,6.140774382,11.10384674,11.98551127,11.95411048,6
SEPT4,-1.106835909,3.275404431,-4.714807767,0.000993006,0.198843758,-0.402752595,-2.153727775,11.99462974,13.82028525,11.87440016,11.82879347,9.040412261,18.15964227,4.713471731,7.962454629,5.214533353,6
C18orf32 ,-0.96473467,6.656705171,-4.699589803,0.001015076,0.199308049,-0.421951604,-1.951704545,125.0641732,105.8316262,160.4108594,167.8265578,105.8316262,139.3996292,44.99924866,79.3819711,81.60419332,9
GABARAP,-1.384059238,6.354992212,-4.676696982,0.001049269,0.199997545,-0.450910941,-2.610017062,143.9375267,151.5624143,93.21249916,126.4180588,88.33532093,90.23253333,25.72698321,56.38207073,55.50259085,9
BOLA2 ,1.558377309,1.772653414,4.639248636,0.001107886,0.202587476,-0.498483931,2.945223891,2.92911892,2.374216384,2.131636395,1.140947073,3.293284653,3.293284653,8.292309958,7.949333859,5.249233764,7
RP11-579O24.3,1.072708932,0.985311219,4.629015049,0.001124506,0.203583972,-0.511527628,2.103379153,1.272293791,1.966472076,1.532242003,2.107290436,1.470931367,1.145235761,3.517864873,3.950693111,2.470059288,5
EIF2D,-0.983510081,3.802798088,-4.624519942,0.00113189,0.20424456,-0.517262948,-1.977270265,27.10195526,14.49618146,15.3730845,15.92801322,15.92801322,18.85086803,9.244208364,10.2903164,7.308669968,7
IPO8,-0.686474146,4.290566827,-4.610323137,0.001155554,0.205774716,-0.535400211,-1.609345571,20.47537526,27.19415051,22.23196719,27.67244372,21.34358588,19.89914145,12.9768962,15.670896,14.22999221,7
PDCL,1.106153966,5.327746048,4.601528203,0.001170479,0.205774716,-0.546654169,2.152709977,36.45745354,36.45745354,24.69455052,33.83469898,29.11477511,28.00577705,81.8819711,42.40264245,86.461735,8
FLJ37786,1.268054252,1.406481791,4.590117613,0.00119015,0.208180227,-0.561275505,2.408365327,1.491799996,2.224567935,2.032475044,3.366372806,1.376994541,1.913544594,5.318771546,5.501630941,3.69250901,6
TADA1,-0.848901502,2.419180053,-4.577147885,0.001212937,0.209797721,-0.577922643,-1.801128986,7.540285566,6.4536347,4.831852089,7.102652676,8.403421069,5.412297852,3.624986648,3.322807921,3.915939769,6
KHNYN,-0.608395799,2.291777198,-4.553286002,0.001256089,0.211665068,-0.608627846,-1.524563032,6.274837873,5.306299895,5.306299895,5.306299895,6.439960071,5.306299895,3.854532137,3.16527325,4.140067212,6
TAF10,-1.637835508,4.670816855,-4.546291866,0.001269045,0.211665068,-0.617646843,-3.111985866,35.00893244,60.60419792,34.07271697,31.25941597,34.83761886,33.59645337,7.429874705,24.39464031,9.414923426,8
EIF3D,-1.778982253,4.19554631,-4.53394891,0.001292259,0.212174889,-0.633584197,-3.431839904,21.95630168,41.553577,21.95630168,21.95630168,39.20124838,25.84519919,4.688687045,16.62167605,6.701557728,7
SSR4,-1.355502649,4.443878958,-4.513933653,0.00133087,0.213880588,-0.659485036,-2.558862539,24.93623524,44.43913468,28.73663988,42.62814616,27.77426249,18.4572777,10.24255705,16.32689101,9.414923426,7
ZFYVE21,-0.76588177,5.15018358,-4.512367846,0.001333942,0.213880588,-0.661514243,-1.700408964,54.12069729,47.60781611,47.71892722,36.82839409,37.0130091,34.59359726,26.16443923,26.16443923,22.62296835,9
ABCB1 ,-1.370673258,2.008131718,-4.506992006,0.001344547,0.214323914,-0.668484334,-2.585912139,5.492775788,4.910913173,5.358305419,3.008942807,6.652695957,9.792230406,2.272164191,2.069214622,2.070383834,3
GPX3,-2.233741267,4.714061169,-4.461185914,0.001438853,0.217849298,-0.728090902,-5.220423148,24.42707718,97.7447199,64.53610296,64.3226982,32.36117088,35.84607874,8.326882865,19.92393237,5.719654293,8
SNTG1,0.836426685,1.822235254,4.459833553,0.001441522,0.218390046,-0.729844884,1.785621972,2.255839394,3.008942807,3.302299929,4.025957432,2.696120907,2.520917392,5.318656833,4.620598607,5.737480755,6
HLA-C,-1.805669164,5.918499334,-4.453587873,0.001454914,0.21839638,-0.738000623,-3.495912715,155.9158488,139.4559854,72.37739539,43.59074158,68.13067816,107.1869336,17.76399768,44.92806515,43.10846582,8
APOA1BP,-1.085740838,3.987582824,-4.424560587,0.001518918,0.22131232,-0.77599417,-2.122465109,21.74056239,27.67244372,15.46456306,28.53724398,15.48166159,17.46175222,7.675987665,10.89868483,10.59147973,6
LINC00094,-1.575901819,3.171260941,-4.421670607,0.001525453,0.22131232,-0.779784853,-2.981217884,23.03236747,16.1833894,7.824748533,9.710982763,11.13635502,15.05811936,3.113537141,6.637789997,3.97987111,7
PRPF8,-1.78836195,4.403668874,-4.430254698,0.00150613,0.22131232,-0.768529653,-3.454224737,31.20579098,58.60421625,34.06215361,31.68934124,22.37845393,24.28512038,6.983427728,19.19022528,5.930063852,7
GTF2H1,0.87868228,5.341892862,4.400816054,0.001573503,0.222087777,-0.807181942,1.838695117,33.08338198,38.23117266,43.36914064,36.57875372,23.51808799,27.8972384,65.30059454,65.38197122,52.82679406,9
RPS6,-1.251668732,7.028965104,-4.39459907,0.001588138,0.222087777,-0.815363899,-2.381166878,217.3819711,188.441428,149.3889209,115.6210142,128.8003551,288.2926055,72.90962464,73.82275129,78.14177745,9
EIF4B,-0.887338146,4.67884321,-4.3903487,0.001598226,0.222915814,-0.820961508,-1.849760062,34.95263099,24.87280608,28.77791343,29.21118463,27.88999715,47.40259393,16.12136796,19.39652595,15.70579104,8
RP5-882O7.1,-1.045765284,7.914251937,-4.377300683,0.001629624,0.225309932,-0.838164839,-2.064461171,387.6755026,391.8427015,272.4930822,217.2626002,321.27086,290.6597426,110.0556691,201.0486378,148.8520045,8
RPL13A ,-1.907696446,5.165616105,-4.371318885,0.001644237,0.225309932,-0.846061435,-3.752095234,83.96664705,66.93272491,34.27998428,25.42017041,60.76506467,101.1490284,10.4630084,19.98720592,15.70579104,5
BAMBI,-0.828908636,2.5221779,-4.356578448,0.001680845,0.22558689,-0.865546636,-1.776341094,8.961343923,5.513515647,6.128005569,5.616347131,8.68515762,7.677280091,4.120745349,3.996881801,3.647571374,7
CHURC1,-0.599376798,3.302845379,-4.3619664,0.001667365,0.22558689,-0.858420035,-1.515061962,8.961343923,10.74500897,12.7720467,12.8872505,8.309926905,12.20770594,5.417860702,7.962319878,6.091491361,3
LOC100508408 ,-1.11588513,7.358607901,-4.351480532,0.001693707,0.22558689,-0.872294202,-2.167279364,274.3654489,217.7153044,203.9160722,246.4930822,158.1667459,193.2903927,62.27086458,111.8055311,135.1783489,9
LOC654342,0.747352799,1.924999879,4.36199058,0.001667304,0.22558689,-0.858388063,1.678709739,3.635279429,3.119734064,3.092719805,2.295479745,3.635279429,3.635279429,4.724929598,5.815004452,5.616347131,3
NOL9,-0.823266013,3.402232484,-4.355684721,0.001683093,0.22558689,-0.866729244,-1.769407094,13.3428699,9.856061923,12.77209447,13.01134002,16.82136305,11.89328156,5.674226243,8.561566722,7.769743249,7
PLEKHB1,-2.489805789,4.594393776,-4.357101421,0.001679532,0.22558689,-0.864854686,-5.617023305,46.438325,107.9375267,16.41485784,22.96998364,63.19522697,52.50291108,4.724929598,12.69853871,7.447139253,7
AK094644,1.22679857,1.647441518,4.317514936,0.001782117,0.227815611,-0.917364531,2.340470483,3.04070233,2.045600598,1.945764031,1.858752123,2.246344021,3.414969867,6.867381644,3.459352897,7.089379493,9
FAM102A,-0.727534574,2.87902932,-4.334861668,0.001736367,0.227815611,-0.894321771,-1.655807058,10.2650047,10.7330049,7.301734409,7.993872932,9.534946709,7.087328109,4.760544872,5.431158619,5.616347131,3
HNRNPM,-0.971272714,4.203324264,-4.300940408,0.001827029,0.227815611,-0.939429511,-1.960569403,24.43564463,27.65724576,16.22443598,21.1589734,24.47232829,28.53836744,12.77980141,13.75206906,8.579197563,9
KDM3B,-0.92105207,1.461989482,-4.291790005,0.001852338,0.227815611,-0.951631101,-1.893495601,4.749879842,3.891971121,3.008942807,3.888379874,2.265019953,3.199173855,1.840877234,1.850943682,1.71143902,4
LOC100996696 ,-1.067050537,3.23679629,-4.330857878,0.001746815,0.227815611,-0.899635692,-2.095145645,10.08400851,19.73577602,9.967736635,9.745400948,13.99945649,11.38335354,5.302070395,7.279529241,4.9447131,6
PDCL3 ,-1.52451721,3.509751441,-4.295752878,0.001841332,0.227815611,-0.946345067,-2.876904259,19.28605987,19.80300537,14.49817354,23.61668089,9.866500808,14.00953295,3.240661301,9.303814637,5.922101851,7
RPS2 ,-1.130930745,6.535957168,-4.322084837,0.001769942,0.227815611,-0.911289054,-2.18999981,143.9375267,188.4993582,97.59834831,93.48246389,114.3124819,127.2158266,27.87392556,73.09253304,48.85004337,9
