Gene.Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,Fold Change,C_GSM764196.CEL,C_GSM764197.CEL,C_GSM764198.CEL,P_GSM764189.CEL,P_GSM764190.CEL,P_GSM764191.CEL,P_GSM764192.CEL,P_GSM764193.CEL,P_GSM764194.CEL,P_GSM764195.CEL,countP
C10orf2,0.0621675992159332,6.83766746696989,0.737649387125748,0.475330003331024,0.815805230697555,-5.0749254625123,1.04403320667931,100.104583734091,115.988204638844,117.72296130562,111.460110855604,111.468829603547,119.704379288565,115.96076565907,109.143022915664,116.831179005146,127.483021530993,10
FIGF /// PIR-FIGF,-0.136698721903145,6.97043250255246,-0.737984506376455,0.475133949084501,0.815805230697555,-5.07473500993238,-1.09938654037983,120.25406570774,151.738829112943,131.870354576075,99.8862575167527,138.611886041579,163.235304662698,155.115160912798,106.004091149846,88.0103226970515,122.213221690742,10
RAB11B,-0.0794551680599553,3.78308463824012,-0.737886058056402,0.475191538921463,0.815805230697555,-5.07479096734424,-1.05661893441375,15.5465294616972,14.9270660437967,12.6207907092103,12.5859221497105,14.1379268049235,11.670777933004,13.3349840814809,13.1603587225173,14.3167181963392,15.9974502397113,3
SLC38A10,0.117729055155376,6.75340440421822,0.737635654937683,0.475338038122213,0.815805230697555,-5.0749332650536,1.08502557989102,114.672676223358,90.0924395584306,102.414075442145,157.678596479303,86.4857941123031,101.691754467722,114.841364707721,118.292421782005,95.9323825968944,111.748391158728,6
MRPL51,0.0663544784020975,10.7552867751759,0.737364397534225,0.47549676987205,0.815824454150045,-5.07508736534052,1.04706752083413,1570.69393943176,1810.14242178028,1649.0758584767,1549.41901015409,1657.58663866981,1748.89495029724,1747.09242178029,1787.79938813356,1842.18037087194,1964.34926502001,10
COL13A1,-0.0840100298148915,4.83717017816241,-0.770552710530401,0.573814004677122,0.815858264179983,-4.86251251547159,-1.06173004576908,53.172596966886,56.7636788713002,55.7178138677916,51.8791843031594,52.1228878840587,44.8082182740424,45.2888616596672,44.5594209809093,51.72021810419,59.3893604432253,3.5
AP1B1,0.0580907629453623,6.83495829447488,0.737207439213317,0.475588632249679,0.815876767853258,-5.075176509776,1.041087092578,113.436551512476,112.695075285416,106.955128381425,113.847511742223,104.291761693958,116.105168540721,114.931069073649,127.227524407786,116.321988939073,117.303142851272,4
ENG,0.127446977529593,7.685938633096,0.736531672671145,0.475984261411796,0.815959385853011,-5.07556011874519,1.09235892929379,188.552069507807,185.114045886338,207.805137969272,211.983357207616,166.59290459542,200.226960461516,266.852240827663,177.939821846759,185.101149207552,304.102391097109,10
NME4,0.116029201153464,8.26093514723743,0.736985442135666,0.475718578433583,0.815959385853011,-5.07530256418612,1.08374790243591,294.926934819686,292.390773433055,282.709463564687,338.85040980049,254.960465920231,288.961135022443,359.42197161292,253.833357422312,300.10138250394,442.723587889091,10
OXR1,0.140278595839518,8.36009740730768,0.736700775041357,0.475885240845404,0.815959385853011,-5.07546415456464,1.10211792302903,259.958736139082,319.465372816413,348.267632675374,339.519912193815,429.350841702807,498.539780637982,292.526072141544,294.344884878017,316.984493111076,255.695487663329,10
XPC,0.0866273611694652,7.42196510512095,0.736919284200463,0.475757308305523,0.815959385853011,-5.07534012347385,1.0618848730516,172.711822604181,166.889687091888,154.236865583445,210.692421780282,150.310248830467,175.468462444455,169.689071192138,191.103600484951,145.76607850937,188.358699799797,10
ANAPC11,0.0756023602106845,10.6178962685417,0.736269720900348,0.476137676677543,0.815973779850321,-5.07570873555669,1.05380093159193,1321.4176611226,1604.35850064816,1639.76367783848,1441.5904618595,1515.4479971453,1703.32943191009,1663.89888495448,1470.94242178028,1581.58711180206,1834.14040340435,10
SERPINB9,0.0206576332691625,5.43835406539824,0.0162948147719317,0.476316290712847,0.816130088603913,-5.07573332298788,0.0159228537635394,55.8996690800522,36.9686527543379,40.098191757161,65.3951166193481,35.9288287197704,37.6450251224147,40.1033520983027,39.9570583331287,47.2011766876523,47.2789451271133,9.5
CLDN12,0.126548052959923,8.64111893404845,0.735950311088937,0.476324784493048,0.816140946166011,-5.07588988732173,1.09167850661503,427.492421780282,433.659151004487,285.517054435156,338.191113012745,412.716634433336,533.470822514579,396.380492053543,439.53328323691,323.135793256421,463.699919308369,10
CCZ1B,0.078686963949989,6.22267074671019,0.735732134353762,0.476452616986671,0.816202518669081,-5.07601358509272,1.05605645730161,70.7060814516427,73.9910620434669,70.9990645886635,81.4991631480366,95.7121811521986,72.7663940531741,72.2440492506275,68.9954458428671,74.8501732484467,68.604134528518,10
SFMBT1,-0.00400730849873584,5.96064042005478,0.0599075075532567,0.477438184859879,0.816345208097618,-5.0749629611617,-0.00292865174233181,76.1665378535695,82.4283388999155,78.0992455686429,83.9426773653346,87.7115826225005,72.2487659641434,78.5725250305105,73.2479505034486,89.6101396846769,85.7669058344036,10
