Gene.Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,Fold Change,C_C05.CEL,C_C08.CEL,C_C10.CEL,P_Sp14.CEL,P_Sp20.CEL,P_Sp25.CEL,P_Sp26.CEL,P_Sp29.CEL,P_Sp31.CEL,P_Sp33.CEL,countP
ABCA5,0.36554405249667,5.36322887827422,0.615304396660414,0.551189055282595,0.99997228760791,-4.66138594256822,1.28836739214709,37.0941758851811,37.0076677682407,29.8399047752115,69.8184526484666,63.0546533490362,121.607990796898,15.0184677586428,23.519260967904,23.0854795028552,78.071965131997,9
ABCA8,0.384717130380434,6.34990738929088,0.528000878535044,0.608251950724744,0.99997228760791,-4.67107685421087,1.30560377189508,106.860179910651,40.3184550240589,71.9472281486532,120.598231432117,333.815070123755,65.5444048196305,19.9759058840399,166.136876704662,42.8137424086377,112.164098475108,10
ABCA9,0.0979149352037238,3.18535309858056,0.45389350644256,0.658954511389713,0.99997228760791,-4.67824285653711,1.07022559347133,6.73482913305125,8.29574569505487,12.0264017693725,11.7866487473112,8.85320040583778,11.0123910335044,10.0804968976609,10.2894226771713,7.80572530179018,10.0686290958579,5
ABCB1,-0.187375421113176,5.49598266101436,-0.651018209069398,0.528738998048616,0.99997228760791,-4.65704701019751,-1.13869030289077,45.0853645344351,41.4171282531506,64.655153652833,27.9660092209207,49.5896856158153,27.412071000942,44.8887322275587,61.7499525422185,61.0467431268888,45.1167162738836,10
ABCB10,0.254610729860025,4.00061090830143,0.37555545411025,0.714570608658479,0.99997228760791,-4.68471547187237,1.19301379882722,16.8214176842334,14.0365018038472,11.9904281806027,39.3458005301907,21.298526453203,61.4042963889742,8.26331046425314,8.54556250309385,5.28094246473128,20.3249650407689,9
ABCB4,0.124841900457962,3.37273186936212,0.267853413585712,0.793894508366246,0.99997228760791,-4.69169617009249,1.09038823455806,14.7597567303593,4.42953528779227,14.1749842655403,10.0093549979623,12.7255251822817,4.89358133133654,12.7770559800982,7.48058394887713,21.3377521386508,12.0712172662549,9
ABCB8,0.298937260473137,5.20471279042725,1.7882502037653,0.101990141235874,0.99997228760791,-4.44078679281659,1.23023784334139,32.3305690926805,36.7858353057983,27.2931060147134,30.8209301458199,43.5214129675007,48.7043220706769,42.2028307159607,36.9976029633976,40.2184550240866,34.9416147112638,4
ABCC1,0.430780740425654,6.27132829426763,1.09703065879768,0.296653204555758,0.99997228760791,-4.58697743528455,1.34796285391233,64.7951727737935,67.2632382816034,56.4845563857017,153.063913891222,86.515070123759,158.882968636633,59.2483542673447,58.4332025520166,42.0090479552102,100.371034801041,10
ABCC10,-0.214694119484643,6.10629165839266,-0.380524126931752,0.656529046136159,0.99997228760791,-4.66153552589602,-0.175458155829141,103.604590313086,94.0436711198393,77.6019624935224,144.7235875811,63.4596161068823,89.8990537764051,43.642321037161,59.8512546120643,53.9109039111685,124.386361453748,7
ABCC13,0.0160502306298177,6.43873627664415,0.0229710457191308,0.982095260583319,0.99997228760791,-4.69895560295082,1.01118728696807,94.2161617217411,37.8171408170631,178.977237418982,21.7490294348015,83.74200334385,47.1154573993756,174.29134911101,92.4150701237553,248.361064925829,110.221636447574,10
ABCC5,-0.183210173594392,6.84633907306324,-0.347052664222173,0.749073373538444,0.99997228760791,-4.67506928438059,-0.144796482638382,187.70536816979,184.546793959563,122.407838827673,315.261722237204,154.249390899826,341.696753981817,70.401848829168,65.7416984446022,62.6022409745469,161.036208049406,8.5
ABCC9,0.0100313199740746,4.18175083038821,0.0277679416534104,0.97835728856053,0.99997228760791,-4.69893064474828,1.00697741064622,28.3647300831838,13.0104350021658,15.961929973837,11.2640979762768,19.8140295782213,10.1574453204958,21.9842083066796,22.0560652731357,31.9093523387917,18.7567630417556,10
ABCD3,-0.16134675511629,4.98278793687597,-0.831181388236437,0.528680091608234,0.99997228760791,-4.59693598661162,-1.12065449999232,118.599337638834,111.001703731091,83.0357926729719,178.368691644435,147.881359686499,223.908023376914,34.767776719688,76.8986369663439,46.7506667890645,123.007795298559,6.5
ABCE1,0.0280504040121625,6.2635194183374,-0.0677597297135388,0.69601673345248,0.99997228760791,-4.68219553519635,0.0232916781123292,101.038735195804,96.2515564669087,57.9928112432027,188.858049259227,104.31423503792,213.210411921803,26.0509893082181,51.2981656151842,45.112222130646,103.098955406867,9
ABCF1,0.0293503364628546,5.52849718274359,0.120898242451124,0.90600731696778,0.99997228760791,-4.69751257481913,1.02055245474187,37.870809457923,64.5711878058129,38.5330059024377,62.7091203020628,41.4625095605555,63.3875316755216,48.042117871494,41.1252391042047,33.1481353010318,43.1597340797025,4
ABCG1,0.500729589669038,4.92500417235156,0.756407355356671,0.518121201366897,0.99997228760791,-4.62458529516234,1.46152159644057,29.0348539084506,39.6067273899921,31.0351807391057,130.693617180308,41.6919648645914,76.2912112342865,21.5842643679759,28.7986739347491,23.2480761697074,30.8447551998469,8
ABCG2,-0.848819130546294,6.19158398906763,-2.44584524582906,0.0330032336508173,0.99997228760791,-4.29135449817478,-1.80102615242027,194.540305950552,88.5150701237563,78.0050522587244,55.2810705871549,64.4905169148366,50.4151821541887,39.0060060554971,82.3741158251005,51.8491301702485,108.162844692688,5
ABHD1,-0.124300943543635,5.07224907575639,-0.508910462600632,0.621123018869667,0.99997228760791,-4.67301774664595,-1.08997945621931,36.235664691322,33.9484185134312,37.0953974307304,19.5951100092212,33.3982358109529,25.6970053050254,46.8988728969165,38.9550565995128,40.0073954190492,33.1203634449936,3
ABHD10,-0.188167589530567,7.23326617522973,-0.326408682003998,0.750397249735704,0.99997228760791,-4.68818068796191,-1.1393157172463,188.761941334163,256.374132319541,92.5665768252816,311.982737863441,199.766507173465,289.858821545662,48.9059840216928,92.3714129679695,84.293930211575,192.984467588095,8
ABHD11,-0.191830358781936,6.95946713473664,-1.04972676955983,0.316927346157803,0.99997228760791,-4.59562589610683,-1.14221193044054,110.16617098212,172.103787778968,134.417079075994,100.327247181106,127.871205319984,124.996877885796,159.3916232766,104.978559301346,117.174492272936,111.250116294449,10
ABHD12,-0.370589260530836,5.97733952881411,-0.820615297288814,0.429731338658715,0.99997228760791,-4.63366594805776,-1.29288079256735,63.6256462810331,100.811787207636,66.865911912951,170.531782807137,78.4621184775669,59.9951524015814,31.800615176142,48.0130902925364,33.3377122427825,56.2243099513518,5
ABHD13,0.782620608011825,2.77690611562315,1.72499318778595,0.113191096352474,0.99997228760791,-4.4551305385954,1.72025281913262,4.35376506371953,4.82899947445275,4.90151318596655,14.2194310841001,17.02805034078,13.3308349424974,4.11912531956522,4.75685067450728,5.08653159355859,6.8994944363041,5
ABHD14A /// ACY1,-0.198390914745479,6.04126378862151,-0.609968109936796,0.554589147160831,0.99997228760791,-4.66201590058815,-1.14741788812713,62.3838680310118,122.177915829438,50.021328143624,103.380947792992,57.0939757569801,89.898213018241,43.1724154906737,51.2505866138748,53.6459535318426,63.9104503840694,3
ABHD16A,-0.00223944535242852,6.17189899808466,-0.00739850940624845,0.994232748495658,0.99997228760791,-4.69900410223013,-1.00155347061934,76.5695028056658,81.9603791084879,59.9150732676071,101.610741234919,50.4151821541888,119.509146396057,81.559691404263,52.3685072753409,47.0273521008839,82.0867396196726,3
ABHD17A,-0.255354515078518,5.22084330059596,-1.10784472625367,0.292160533995616,0.99997228760791,-4.58496627881897,-1.19362901880093,38.4713748827556,61.4388579235714,31.8226352540834,30.7639381057925,34.4322366301731,50.7461995828014,29.5068788096956,37.1425973486964,29.8131657712489,39.3888276098815,4
ABHD17B,-0.374329250412782,8.50040434284688,-0.591043135483134,0.566741517130535,0.99997228760791,-4.66421104938422,-1.29623675752986,456.519864892886,586.297114454442,305.977653044612,688.369234704885,493.240936801368,744.230081737718,86.7858629674186,174.606424980472,219.315070123755,564.071569438154,10
ABHD2,-0.268283394427981,5.66824159645104,-0.475034421267437,0.641225986299726,0.99997228760791,-4.65405695684694,-0.226302508652033,59.9463838717651,80.8312681050928,46.0559853009848,78.0952465660536,47.3254997839287,111.460585954276,19.8838617860061,32.437823878895,30.4055112994619,79.6138789086219,6
ABHD3,-0.028512458531669,5.84684833701856,-0.0495456230299307,0.961395308917189,0.99997228760791,-4.69875801810397,-1.01995991779236,65.8321948302137,54.4882426298572,55.400485916326,118.962008414417,73.1609516849587,139.956461326779,17.7029530042699,39.1076619297261,29.9827934063651,79.3692611856177,9
ABHD4,-0.0382767122055208,4.1761959044156,-0.172668965353686,0.866127602003161,0.99997228760791,-4.69595975299743,-1.02688648600713,21.8465096339648,17.5373265773796,16.3054344862091,12.3689199539333,18.7307130093909,13.9636777385534,21.1711960658154,25.3061470051044,20.2553379537249,17.0030841319276,5
ABHD5,0.273846830049074,3.89112935297034,1.1545676555305,0.273515327108235,0.99997228760791,-4.57610083195702,1.21091022825483,17.7345235114556,19.2023120990319,19.154839454818,39.3042495692551,21.7309187917487,37.7724809018201,19.3146676717837,16.0804975237796,19.5973426288496,21.7334949826736,7
ABHD6,-0.101341203918394,6.13857068887291,-0.224182943946142,0.826829237939756,0.99997228760791,-4.69387728239003,-1.07277030185829,70.0617081221661,103.512096745514,55.882272023409,139.01492111879,81.8642981984183,119.756302893573,35.9993108705945,40.538014982942,40.5286314645972,92.2189664433874,8
ABI1,-0.0126719904854682,4.97915962552079,0.0555472153201779,0.793007980078177,0.99997228760791,-4.69130233970702,-0.009694462807325,48.8835369264183,46.6082821732822,31.8390803768573,90.0112719687007,46.0509022405761,93.4764314650835,10.4323278766687,31.4151562113705,18.3625330265204,66.3221452414112,9.5
ABI2,-0.192984664896631,7.88341123596228,-0.385273735300047,0.721904203932019,0.99997228760791,-4.67465444238829,-1.14927400667873,246.443642568473,283.551261004617,261.474852048403,626.764106228946,259.481280896532,422.57578599358,79.6456311461273,177.765376479886,117.363678065073,280.580936013836,9
ABI3,-0.0057849556128925,5.91848439899876,-0.0255132609451587,0.980114182155021,0.99997228760791,-4.69894296347317,-1.00401787577995,57.7150769046341,61.1710732507129,63.2041586834747,42.6707076319436,57.0541094105376,44.8136623852836,84.2257660655754,68.9344305549188,81.3348682472815,56.9963641696003,3
ABI3BP,0.140945544161937,4.03418161441781,0.564335881511749,0.584136830799869,0.99997228760791,-4.66720431836767,1.10262754260275,13.2622423372542,13.9499832770135,19.361447306648,28.7633665230408,16.9132133406839,14.8222746099543,14.6650625926557,12.8928084380493,13.8622292316812,20.5836813155952,9
ABL1,0.163563462050156,5.87997320989603,0.96989825379259,0.353466482679506,0.99997228760791,-4.60963867147562,1.1200502524537,55.762656086816,63.1804383759784,45.6898861043273,58.0386812262126,54.797927527947,81.521795331081,60.1150732674522,60.1204346751107,65.2572004813313,50.9738692153675,8
ABLIM1,-0.0523976109705266,6.36328195805205,-0.25048745345835,0.812393146794944,0.99997228760791,-4.68726631928004,-1.03735344451528,77.7228123460239,125.523682218106,88.5745787604422,118.66688673187,93.0778250281452,181.878152390971,54.8182562538179,84.9085559921844,71.903314849795,92.6562647488377,6.5
ABLIM2,0.105591325026452,4.7653506179483,0.426888210750745,0.677905707171991,0.99997228760791,-4.68060411396384,1.07593529936896,26.3453985634821,22.2983384792842,29.3637976765976,18.4825136853892,28.7256897922464,19.933789135095,42.6162886990165,31.85496814536,32.5578271397198,27.435677064285,4
ABR,0.0577246983400599,6.59994491717627,0.250302673014378,0.807084181800468,0.99997228760791,-4.69261830896229,1.04082296413869,106.212397677087,95.8720702636599,82.4110472324302,145.391125369455,96.6243542097338,136.055859086353,77.1762276431254,92.4726190102699,72.5676219341977,88.7932187508387,7
ABRA,-1.23886252789566,3.94839791557319,-1.15150191235102,0.274554727605859,0.99997228760791,-4.57672387728638,-2.36012378353451,57.5863216635747,48.8152810136227,7.94413344195214,40.8108249992426,4.94437130993947,48.703184546828,4.3974378994071,4.1000406536056,3.68855780197674,52.6807716977558,8
ABRACL,0.0790298787487715,5.15476349639137,0.110582747579207,0.913989815022019,0.99997228760791,-4.69775690637292,1.05630750164501,46.5154583292705,47.1007058854864,18.3920785898693,84.9768734638273,61.8195967335248,106.84575922841,14.7809232657624,13.1099385580671,15.4965590459877,48.4626430480955,7
AC002059.10,-0.0523344490739103,5.17615124816527,-0.206710542048288,0.84010869543626,0.99997228760791,-4.69464336448379,-1.03694145945002,40.978598218531,33.308834032215,37.3678177818957,24.6593042413367,35.9239185599253,24.3352428782247,54.8915792337325,45.915760674516,40.7808526412346,33.7776627066055,8
AC004951.6 /// AX747182,0.556549699889305,5.8202318141177,1.63758429240751,0.130489059843247,0.99997228760791,-4.47477425184902,1.47074761820662,51.9575363650781,36.5578630451349,42.2409423870202,30.2268621470642,57.9794320432912,47.2743776632059,81.9394753336037,87.7732210760213,104.725450969788,66.2339003754489,4
