"","corRvec"
"ANXA1:CCT3",0.683333333333333
"AP2S1:CCT3",0.1
"ARHGAP29:CCT3",0.766666666666667
"ARIH1:CCT3",0.983333333333333
"ATM:CCT3",0.8
"ATP2C1:CCT3",0.95
"ATP5C1:CCT3",0.666666666666667
"ATP5E:CCT3",-0.466666666666667
"AURKAIP1:CCT3",-0.416666666666667
"BBIP1:CCT3",0.833333333333333
"BGN:CCT3",-0.0753144667880151
"BPTF:CCT3",0.883333333333333
"BTN3A3:CCT3",0.95
"C14orf1:CCT3",0.216666666666667
"C1orf61:CCT3",-0.583333333333333
"C6orf106:CCT3",0.933333333333333
"CCDC53:CCT3",0.266666666666667
"CCDC93:CCT3",0.816666666666667
"ACTN1:CDC16",0.7
"ADGRF5:CDC16",0.75
"AHCTF1:CDC16",0.35
"ALDH3A2:CDC16",0.633333333333333
"ALPK1:CDC16",0.466666666666667
"ANKRD17:CDC16",0.716666666666667
"ANXA1:CDC16",0.516666666666667
"AP2S1:CDC16",0.25
"ARHGAP29:CDC16",0.733333333333333
"ARIH1:CDC16",0.833333333333333
"ATM:CDC16",0.55
"ATP2C1:CDC16",0.8
"ATP5C1:CDC16",0.816666666666667
"ATP5E:CDC16",-0.333333333333333
"AURKAIP1:CDC16",-0.266666666666667
"BBIP1:CDC16",0.633333333333333
"BGN:CDC16",-0.234311674451602
"BPTF:CDC16",0.6
"BTN3A3:CDC16",0.883333333333333
"C14orf1:CDC16",0.516666666666667
"C1orf61:CDC16",-0.333333333333333
"C6orf106:CDC16",0.866666666666667
"CCDC53:CDC16",0.7
"CCDC93:CDC16",0.516666666666667
"CCT3:CDC16",0.816666666666667
"ACTN1:CDH11",0.416666666666667
"ADGRF5:CDH11",0.9
"AHCTF1:CDH11",0.7
"ALDH3A2:CDH11",0.516666666666667
"ALPK1:CDH11",0.75
"ANKRD17:CDH11",0.7
"ANXA1:CDH11",0.833333333333333
"AP2S1:CDH11",-0.116666666666667
"ARHGAP29:CDH11",0.883333333333333
"ARIH1:CDH11",0.683333333333333
"ATM:CDH11",0.516666666666667
"ATP2C1:CDH11",0.666666666666667
"ATP5C1:CDH11",0.583333333333333
"ATP5E:CDH11",-0.2
"AURKAIP1:CDH11",-0.116666666666667
"BBIP1:CDH11",0.466666666666667
"BGN:CDH11",0.0585779186129006
"BPTF:CDH11",0.533333333333333
"BTN3A3:CDH11",0.583333333333333
"C14orf1:CDH11",0.416666666666667
"C1orf61:CDH11",-0.0166666666666667
"C6orf106:CDH11",0.65
"CCDC53:CDH11",0.416666666666667
"CCDC93:CDH11",0.566666666666667
"CCT3:CDH11",0.716666666666667
"CDC16:CDH11",0.633333333333333
"ACTN1:CELF1",0.616666666666667
"ADGRF5:CELF1",0.566666666666667
"AHCTF1:CELF1",0.416666666666667
"ALDH3A2:CELF1",0.333333333333333
"ALPK1:CELF1",0.516666666666667
"ANKRD17:CELF1",0.65
"ANXA1:CELF1",0.133333333333333
"AP2S1:CELF1",0.35
"ARHGAP29:CELF1",0.3
"ARIH1:CELF1",0.666666666666667
"ATM:CELF1",0.5
"ATP2C1:CELF1",0.55
"ATP5C1:CELF1",0.3
"ATP5E:CELF1",-0.233333333333333
"AURKAIP1:CELF1",-0.2
"BBIP1:CELF1",0.533333333333333
"BGN:CELF1",-0.0836827408755723
"BPTF:CELF1",0.533333333333333
"BTN3A3:CELF1",0.616666666666667
"C14orf1:CELF1",-0.05
"C1orf61:CELF1",-0.516666666666667
"C6orf106:CELF1",0.7
"CCDC53:CELF1",-0.0333333333333333
"CCDC93:CELF1",0.533333333333333
"CCT3:CELF1",0.683333333333333
"CDC16:CELF1",0.633333333333333
"CDH11:CELF1",0.35
"ACTN1:CEP170B",0.666666666666667
"ADGRF5:CEP170B",0.433333333333333
"AHCTF1:CEP170B",0.15
"ALDH3A2:CEP170B",0.383333333333333
"ALPK1:CEP170B",0.283333333333333
"ANKRD17:CEP170B",0.55
"ANXA1:CEP170B",0.4
"AP2S1:CEP170B",0.716666666666667
"ARHGAP29:CEP170B",0.55
"ARIH1:CEP170B",0.633333333333333
"ATM:CEP170B",0.233333333333333
"ATP2C1:CEP170B",0.533333333333333
"ATP5C1:CEP170B",0.566666666666667
"ATP5E:CEP170B",0.233333333333333
"AURKAIP1:CEP170B",0.266666666666667
"BBIP1:CEP170B",0.433333333333333
"BGN:CEP170B",0.317994415327175
"BPTF:CEP170B",0.45
"BTN3A3:CEP170B",0.633333333333333
"C14orf1:CEP170B",0.633333333333333
"C1orf61:CEP170B",-0.216666666666667
"C6orf106:CEP170B",0.783333333333333
"CCDC53:CEP170B",0.416666666666667
"CCDC93:CEP170B",0.266666666666667
"CCT3:CEP170B",0.616666666666667
"CDC16:CEP170B",0.75
"CDH11:CEP170B",0.4
"CELF1:CEP170B",0.7
"ACTN1:CIAPIN1",0.966666666666667
"ADGRF5:CIAPIN1",0.5
"AHCTF1:CIAPIN1",0.4
"ALDH3A2:CIAPIN1",0.666666666666667
"ALPK1:CIAPIN1",0.583333333333333
"ANKRD17:CIAPIN1",0.833333333333333
"ANXA1:CIAPIN1",0.433333333333333
"AP2S1:CIAPIN1",0.316666666666667
"ARHGAP29:CIAPIN1",0.666666666666667
