"","corRvec"
"ARHGAP29:NSFL1C",-0.5
"ARIH1:NSFL1C",-0.5
"ATM:NSFL1C",0.5
"ATP2C1:NSFL1C",-0.5
"ATP5C1:NSFL1C",-0.5
"ATP5E:NSFL1C",-1
"AURKAIP1:NSFL1C",-0.5
"BBIP1:NSFL1C",-0.5
"BGN:NSFL1C",1
"BPTF:NSFL1C",-0.5
"BTN3A3:NSFL1C",0.5
"C14orf1:NSFL1C",-0.5
"C1orf61:NSFL1C",-0.5
"C6orf106:NSFL1C",0.5
"CCDC53:NSFL1C",-0.5
"CCDC93:NSFL1C",0.5
"CCT3:NSFL1C",-0.5
"CDC16:NSFL1C",-0.5
"CDH11:NSFL1C",1
"CELF1:NSFL1C",-1
"CEP170B:NSFL1C",-0.5
"CIAPIN1:NSFL1C",-1
"CLCN5:NSFL1C",-0.5
"CLNS1A:NSFL1C",0.5
"COA3:NSFL1C",-1
"COL4A1:NSFL1C",0.5
"COPG1:NSFL1C",0.5
"CREB3L2:NSFL1C",1
"CREG1:NSFL1C",-0.5
"CSRP1:NSFL1C",0.5
"CST3:NSFL1C",0.5
"CTDSP2:NSFL1C",-0.5
"CTNNB1:NSFL1C",-1
"CXorf40B:NSFL1C",0.5
"CYP1B1:NSFL1C",0.5
"DCN:NSFL1C",1
"DDX5:NSFL1C",0.5
"DLST:NSFL1C",-1
"DMD:NSFL1C",1
"DST:NSFL1C",0.5
"EIF2S2:NSFL1C",-1
"ERGIC2:NSFL1C",-0.5
"ERH:NSFL1C",-0.5
"FAM120A:NSFL1C",1
"FAM129A:NSFL1C",0.5
"FAM168B:NSFL1C",1
"FBN1:NSFL1C",1
"FBXW7:NSFL1C",1
"GBAS:NSFL1C",-0.5
"GLTSCR2:NSFL1C",0.5
"GULP1:NSFL1C",0.5
"HBB:NSFL1C",-1
"HCFC2:NSFL1C",-0.5
"HMOX2:NSFL1C",-1
"HNRNPH3:NSFL1C",-0.5
"HNRNPUL1:NSFL1C",0.5
"HSP90AB1:NSFL1C",-1
"ID2:NSFL1C",1
"IL1R1:NSFL1C",0.5
"ITGA6:NSFL1C",-1
"JAG1:NSFL1C",0.5
"KAT7:NSFL1C",1
"KCTD12:NSFL1C",0.5
"KDM6A:NSFL1C",0.5
"KLC1:NSFL1C",-0.5
"KPNA6:NSFL1C",0.5
"LYRM1:NSFL1C",-1
"MAN2A1:NSFL1C",-0.5
"MBNL2:NSFL1C",-0.5
"MCMBP:NSFL1C",-0.5
"MEST:NSFL1C",1
"MGAT4A:NSFL1C",0.5
"MLH3:NSFL1C",-0.5
"MON2:NSFL1C",-0.5
"MPHOSPH9:NSFL1C",-1
"MRPL16:NSFL1C",-0.5
"MRPS17:NSFL1C",-0.5
"MXI1:NSFL1C",-1
"MYD88:NSFL1C",0.5
"NACA:NSFL1C",0.5
"NDUFC2:NSFL1C",-1
"NDUFS5:NSFL1C",-1
"NISCH:NSFL1C",0.5
"NKTR:NSFL1C",-1
"NPEPPS:NSFL1C",0.5
"NPTX2:NSFL1C",1
"ACTN1:NUTF2",-0.5
"ADGRF5:NUTF2",0.5
"AHCTF1:NUTF2",1
"ALDH3A2:NUTF2",1
"ALPK1:NUTF2",-0.5
"ANKRD17:NUTF2",-0.5
"ANXA1:NUTF2",-1
"AP2S1:NUTF2",0.5
"ARHGAP29:NUTF2",0.5
"ARIH1:NUTF2",0.5
"ATM:NUTF2",-0.5
"ATP2C1:NUTF2",0.5
"ATP5C1:NUTF2",0.5
"ATP5E:NUTF2",1
"AURKAIP1:NUTF2",0.5
"BBIP1:NUTF2",0.5
"BGN:NUTF2",-1
"BPTF:NUTF2",0.5
"BTN3A3:NUTF2",-0.5
"C14orf1:NUTF2",0.5
"C1orf61:NUTF2",0.5
"C6orf106:NUTF2",-0.5
"CCDC53:NUTF2",0.5
"CCDC93:NUTF2",-0.5
"CCT3:NUTF2",0.5
"CDC16:NUTF2",0.5
"CDH11:NUTF2",-1
"CELF1:NUTF2",1
"CEP170B:NUTF2",0.5
"CIAPIN1:NUTF2",1
"CLCN5:NUTF2",0.5
"CLNS1A:NUTF2",-0.5
"COA3:NUTF2",1
"COL4A1:NUTF2",-0.5
"COPG1:NUTF2",-0.5
"CREB3L2:NUTF2",-1
"CREG1:NUTF2",0.5
"CSRP1:NUTF2",-0.5
"CST3:NUTF2",-0.5
"CTDSP2:NUTF2",0.5
"CTNNB1:NUTF2",1
"CXorf40B:NUTF2",-0.5
"CYP1B1:NUTF2",-0.5
"DCN:NUTF2",-1
"DDX5:NUTF2",-0.5
"DLST:NUTF2",1
"DMD:NUTF2",-1
"DST:NUTF2",-0.5
"EIF2S2:NUTF2",1
"ERGIC2:NUTF2",0.5
"ERH:NUTF2",0.5
"FAM120A:NUTF2",-1
"FAM129A:NUTF2",-0.5
"FAM168B:NUTF2",-1
"FBN1:NUTF2",-1
"FBXW7:NUTF2",-1
"GBAS:NUTF2",0.5
"GLTSCR2:NUTF2",-0.5
"GULP1:NUTF2",-0.5
"HBB:NUTF2",1
"HCFC2:NUTF2",0.5
"HMOX2:NUTF2",1
"HNRNPH3:NUTF2",0.5
"HNRNPUL1:NUTF2",-0.5
"HSP90AB1:NUTF2",1
"ID2:NUTF2",-1
"IL1R1:NUTF2",-0.5
"ITGA6:NUTF2",1
"JAG1:NUTF2",-0.5
"KAT7:NUTF2",-1
"KCTD12:NUTF2",-0.5
"KDM6A:NUTF2",-0.5
"KLC1:NUTF2",0.5
"KPNA6:NUTF2",-0.5
"LYRM1:NUTF2",1
"MAN2A1:NUTF2",0.5
"MBNL2:NUTF2",0.5
"MCMBP:NUTF2",0.5
"MEST:NUTF2",-1
"MGAT4A:NUTF2",-0.5
"MLH3:NUTF2",0.5
"MON2:NUTF2",0.5
"MPHOSPH9:NUTF2",1
"MRPL16:NUTF2",0.5
"MRPS17:NUTF2",0.5
"MXI1:NUTF2",1
"MYD88:NUTF2",-0.5
"NACA:NUTF2",-0.5
"NDUFC2:NUTF2",1
"NDUFS5:NUTF2",1
"NISCH:NUTF2",-0.5
"NKTR:NUTF2",1
"NPEPPS:NUTF2",-0.5
"NPTX2:NUTF2",-1
"NSFL1C:NUTF2",-1
"ACTN1:ORAI2",1
"ADGRF5:ORAI2",-1
"AHCTF1:ORAI2",-0.5
"ALDH3A2:ORAI2",-0.5
"ALPK1:ORAI2",1
"ANKRD17:ORAI2",-0.5
"ANXA1:ORAI2",0.5
"AP2S1:ORAI2",-1
"ARHGAP29:ORAI2",-1
"ARIH1:ORAI2",-1
"ATM:ORAI2",-0.5
"ATP2C1:ORAI2",0.5
"ATP5C1:ORAI2",-1
"ATP5E:ORAI2",-0.5
"AURKAIP1:ORAI2",0.5
"BBIP1:ORAI2",0.5
"BGN:ORAI2",0.5
"BPTF:ORAI2",-1
"BTN3A3:ORAI2",-0.5
"C14orf1:ORAI2",0.5
"C1orf61:ORAI2",-1
"C6orf106:ORAI2",-0.5
"CCDC53:ORAI2",0.5
"CCDC93:ORAI2",1
"CCT3:ORAI2",0.5
"CDC16:ORAI2",0.5
"CDH11:ORAI2",0.5
"CELF1:ORAI2",-0.5
"CEP170B:ORAI2",0.5
"CIAPIN1:ORAI2",-0.5
"CLCN5:ORAI2",-1
"CLNS1A:ORAI2",1
"COA3:ORAI2",-0.5
"COL4A1:ORAI2",-0.5
"COPG1:ORAI2",-0.5
"CREB3L2:ORAI2",0.5
"CREG1:ORAI2",0.5
"CSRP1:ORAI2",1
"CST3:ORAI2",-0.5
"CTDSP2:ORAI2",-1
"CTNNB1:ORAI2",-0.5
"CXorf40B:ORAI2",1
"CYP1B1:ORAI2",-0.5
"DCN:ORAI2",0.5
"DDX5:ORAI2",1
"DLST:ORAI2",-0.5
"DMD:ORAI2",0.5
"DST:ORAI2",1
"EIF2S2:ORAI2",-0.5
"ERGIC2:ORAI2",0.5
"ERH:ORAI2",-1
"FAM120A:ORAI2",0.5
"FAM129A:ORAI2",1
"FAM168B:ORAI2",0.5
"FBN1:ORAI2",0.5
"FBXW7:ORAI2",0.5
"GBAS:ORAI2",-1
"GLTSCR2:ORAI2",1
"GULP1:ORAI2",1
"HBB:ORAI2",-0.5
"HCFC2:ORAI2",0.5
"HMOX2:ORAI2",-0.5
"HNRNPH3:ORAI2",0.5
"HNRNPUL1:ORAI2",1
"HSP90AB1:ORAI2",-0.5
"ID2:ORAI2",0.5
"IL1R1:ORAI2",1
"ITGA6:ORAI2",-0.5
"JAG1:ORAI2",-0.5
"KAT7:ORAI2",0.5
"KCTD12:ORAI2",-0.5
"KDM6A:ORAI2",-0.5
"KLC1:ORAI2",0.5
"KPNA6:ORAI2",-0.5
"LYRM1:ORAI2",-0.5
"MAN2A1:ORAI2",-1
"MBNL2:ORAI2",0.5
"MCMBP:ORAI2",0.5
"MEST:ORAI2",0.5
"MGAT4A:ORAI2",1
"MLH3:ORAI2",-1
"MON2:ORAI2",0.5
"MPHOSPH9:ORAI2",-0.5
"MRPL16:ORAI2",-1
"MRPS17:ORAI2",0.5
"MXI1:ORAI2",-0.5
"MYD88:ORAI2",-0.5
"NACA:ORAI2",1
"NDUFC2:ORAI2",-0.5
"NDUFS5:ORAI2",-0.5
"NISCH:ORAI2",1
"NKTR:ORAI2",-0.5
"NPEPPS:ORAI2",1
"NPTX2:ORAI2",0.5
"NSFL1C:ORAI2",0.5
"NUTF2:ORAI2",-0.5
"ACTN1:OTUB1",0.5
"ADGRF5:OTUB1",-0.5
"AHCTF1:OTUB1",0.5
"ALDH3A2:OTUB1",0.5
"ALPK1:OTUB1",0.5
"ANKRD17:OTUB1",-1
"ANXA1:OTUB1",-0.5
"AP2S1:OTUB1",-0.5
"ARHGAP29:OTUB1",-0.5
"ARIH1:OTUB1",-0.5
"ATM:OTUB1",-1
"ATP2C1:OTUB1",1
"ATP5C1:OTUB1",-0.5
"ATP5E:OTUB1",0.5
"AURKAIP1:OTUB1",1
"BBIP1:OTUB1",1
"BGN:OTUB1",-0.5
"BPTF:OTUB1",-0.5
"BTN3A3:OTUB1",-1
"C14orf1:OTUB1",1
"C1orf61:OTUB1",-0.5
"C6orf106:OTUB1",-1
"CCDC53:OTUB1",1
"CCDC93:OTUB1",0.5
"CCT3:OTUB1",1
"CDC16:OTUB1",1
"CDH11:OTUB1",-0.5
"CELF1:OTUB1",0.5
"CEP170B:OTUB1",1
"CIAPIN1:OTUB1",0.5
"CLCN5:OTUB1",-0.5
"CLNS1A:OTUB1",0.5
"COA3:OTUB1",0.5
"COL4A1:OTUB1",-1
"COPG1:OTUB1",-1
"CREB3L2:OTUB1",-0.5
"CREG1:OTUB1",1
"CSRP1:OTUB1",0.5
"CST3:OTUB1",-1
"CTDSP2:OTUB1",-0.5
"CTNNB1:OTUB1",0.5
"CXorf40B:OTUB1",0.5
"CYP1B1:OTUB1",-1
"DCN:OTUB1",-0.5
"DDX5:OTUB1",0.5
"DLST:OTUB1",0.5
"DMD:OTUB1",-0.5
"DST:OTUB1",0.5
"EIF2S2:OTUB1",0.5
"ERGIC2:OTUB1",1
"ERH:OTUB1",-0.5
"FAM120A:OTUB1",-0.5
"FAM129A:OTUB1",0.5
"FAM168B:OTUB1",-0.5
"FBN1:OTUB1",-0.5
"FBXW7:OTUB1",-0.5
"GBAS:OTUB1",-0.5
"GLTSCR2:OTUB1",0.5
"GULP1:OTUB1",0.5
"HBB:OTUB1",0.5
"HCFC2:OTUB1",1
"HMOX2:OTUB1",0.5
"HNRNPH3:OTUB1",1
"HNRNPUL1:OTUB1",0.5
"HSP90AB1:OTUB1",0.5
"ID2:OTUB1",-0.5
"IL1R1:OTUB1",0.5
"ITGA6:OTUB1",0.5
"JAG1:OTUB1",-1
"KAT7:OTUB1",-0.5
"KCTD12:OTUB1",-1
"KDM6A:OTUB1",-1
"KLC1:OTUB1",1
"KPNA6:OTUB1",-1
"LYRM1:OTUB1",0.5
"MAN2A1:OTUB1",-0.5
"MBNL2:OTUB1",1
"MCMBP:OTUB1",1
"MEST:OTUB1",-0.5
"MGAT4A:OTUB1",0.5
"MLH3:OTUB1",-0.5
"MON2:OTUB1",1
"MPHOSPH9:OTUB1",0.5
"MRPL16:OTUB1",-0.5
"MRPS17:OTUB1",1
"MXI1:OTUB1",0.5
"MYD88:OTUB1",-1
"NACA:OTUB1",0.5
"NDUFC2:OTUB1",0.5
"NDUFS5:OTUB1",0.5
"NISCH:OTUB1",0.5
"NKTR:OTUB1",0.5
"NPEPPS:OTUB1",0.5
"NPTX2:OTUB1",-0.5
"NSFL1C:OTUB1",-0.5
"NUTF2:OTUB1",0.5
"ORAI2:OTUB1",0.5
"ACTN1:PABPC1",1
"ADGRF5:PABPC1",-1
"AHCTF1:PABPC1",-0.5
"ALDH3A2:PABPC1",-0.5
"ALPK1:PABPC1",1
"ANKRD17:PABPC1",-0.5
"ANXA1:PABPC1",0.5
"AP2S1:PABPC1",-1
"ARHGAP29:PABPC1",-1
"ARIH1:PABPC1",-1
"ATM:PABPC1",-0.5
"ATP2C1:PABPC1",0.5
"ATP5C1:PABPC1",-1
"ATP5E:PABPC1",-0.5
"AURKAIP1:PABPC1",0.5
"BBIP1:PABPC1",0.5
"BGN:PABPC1",0.5
"BPTF:PABPC1",-1
"BTN3A3:PABPC1",-0.5
"C14orf1:PABPC1",0.5
"C1orf61:PABPC1",-1
"C6orf106:PABPC1",-0.5
"CCDC53:PABPC1",0.5
"CCDC93:PABPC1",1
"CCT3:PABPC1",0.5
"CDC16:PABPC1",0.5
"CDH11:PABPC1",0.5
"CELF1:PABPC1",-0.5
"CEP170B:PABPC1",0.5
"CIAPIN1:PABPC1",-0.5
"CLCN5:PABPC1",-1
"CLNS1A:PABPC1",1
"COA3:PABPC1",-0.5
"COL4A1:PABPC1",-0.5
"COPG1:PABPC1",-0.5
"CREB3L2:PABPC1",0.5
"CREG1:PABPC1",0.5
"CSRP1:PABPC1",1
"CST3:PABPC1",-0.5
"CTDSP2:PABPC1",-1
"CTNNB1:PABPC1",-0.5
"CXorf40B:PABPC1",1
"CYP1B1:PABPC1",-0.5
"DCN:PABPC1",0.5
"DDX5:PABPC1",1
"DLST:PABPC1",-0.5
"DMD:PABPC1",0.5
"DST:PABPC1",1
"EIF2S2:PABPC1",-0.5
"ERGIC2:PABPC1",0.5
"ERH:PABPC1",-1
"FAM120A:PABPC1",0.5
"FAM129A:PABPC1",1
"FAM168B:PABPC1",0.5
"FBN1:PABPC1",0.5
"FBXW7:PABPC1",0.5
"GBAS:PABPC1",-1
"GLTSCR2:PABPC1",1
"GULP1:PABPC1",1
"HBB:PABPC1",-0.5
"HCFC2:PABPC1",0.5
"HMOX2:PABPC1",-0.5
"HNRNPH3:PABPC1",0.5
"HNRNPUL1:PABPC1",1
"HSP90AB1:PABPC1",-0.5
"ID2:PABPC1",0.5
"IL1R1:PABPC1",1
"ITGA6:PABPC1",-0.5
"JAG1:PABPC1",-0.5
"KAT7:PABPC1",0.5
"KCTD12:PABPC1",-0.5
"KDM6A:PABPC1",-0.5
"KLC1:PABPC1",0.5
"KPNA6:PABPC1",-0.5
"LYRM1:PABPC1",-0.5
"MAN2A1:PABPC1",-1
"MBNL2:PABPC1",0.5
"MCMBP:PABPC1",0.5
"MEST:PABPC1",0.5
"MGAT4A:PABPC1",1
"MLH3:PABPC1",-1
"MON2:PABPC1",0.5
"MPHOSPH9:PABPC1",-0.5
"MRPL16:PABPC1",-1
"MRPS17:PABPC1",0.5
"MXI1:PABPC1",-0.5
"MYD88:PABPC1",-0.5
"NACA:PABPC1",1
"NDUFC2:PABPC1",-0.5
"NDUFS5:PABPC1",-0.5
"NISCH:PABPC1",1
"NKTR:PABPC1",-0.5
"NPEPPS:PABPC1",1
"NPTX2:PABPC1",0.5
"NSFL1C:PABPC1",0.5
"NUTF2:PABPC1",-0.5
"ORAI2:PABPC1",1
"OTUB1:PABPC1",0.5
"ACTN1:PCDH9",-0.5
"ADGRF5:PCDH9",0.5
"AHCTF1:PCDH9",-0.5
"ALDH3A2:PCDH9",-0.5
"ALPK1:PCDH9",-0.5
"ANKRD17:PCDH9",1
"ANXA1:PCDH9",0.5
"AP2S1:PCDH9",0.5
"ARHGAP29:PCDH9",0.5
"ARIH1:PCDH9",0.5
"ATM:PCDH9",1
"ATP2C1:PCDH9",-1
"ATP5C1:PCDH9",0.5
"ATP5E:PCDH9",-0.5
"AURKAIP1:PCDH9",-1
"BBIP1:PCDH9",-1
"BGN:PCDH9",0.5
"BPTF:PCDH9",0.5
"BTN3A3:PCDH9",1
"C14orf1:PCDH9",-1
"C1orf61:PCDH9",0.5
"C6orf106:PCDH9",1
"CCDC53:PCDH9",-1
"CCDC93:PCDH9",-0.5
"CCT3:PCDH9",-1
"CDC16:PCDH9",-1
"CDH11:PCDH9",0.5
"CELF1:PCDH9",-0.5
"CEP170B:PCDH9",-1
"CIAPIN1:PCDH9",-0.5
"CLCN5:PCDH9",0.5
"CLNS1A:PCDH9",-0.5
"COA3:PCDH9",-0.5
"COL4A1:PCDH9",1
"COPG1:PCDH9",1
"CREB3L2:PCDH9",0.5
"CREG1:PCDH9",-1
"CSRP1:PCDH9",-0.5
"CST3:PCDH9",1
"CTDSP2:PCDH9",0.5
"CTNNB1:PCDH9",-0.5
"CXorf40B:PCDH9",-0.5
"CYP1B1:PCDH9",1
"DCN:PCDH9",0.5
"DDX5:PCDH9",-0.5
"DLST:PCDH9",-0.5
"DMD:PCDH9",0.5
"DST:PCDH9",-0.5
"EIF2S2:PCDH9",-0.5
"ERGIC2:PCDH9",-1
"ERH:PCDH9",0.5
"FAM120A:PCDH9",0.5
"FAM129A:PCDH9",-0.5
"FAM168B:PCDH9",0.5
"FBN1:PCDH9",0.5
"FBXW7:PCDH9",0.5
"GBAS:PCDH9",0.5
"GLTSCR2:PCDH9",-0.5
"GULP1:PCDH9",-0.5
"HBB:PCDH9",-0.5
"HCFC2:PCDH9",-1
"HMOX2:PCDH9",-0.5
"HNRNPH3:PCDH9",-1
"HNRNPUL1:PCDH9",-0.5
"HSP90AB1:PCDH9",-0.5
"ID2:PCDH9",0.5
"IL1R1:PCDH9",-0.5
"ITGA6:PCDH9",-0.5
"JAG1:PCDH9",1
"KAT7:PCDH9",0.5
"KCTD12:PCDH9",1
"KDM6A:PCDH9",1
"KLC1:PCDH9",-1
"KPNA6:PCDH9",1
"LYRM1:PCDH9",-0.5
"MAN2A1:PCDH9",0.5
"MBNL2:PCDH9",-1
"MCMBP:PCDH9",-1
"MEST:PCDH9",0.5
"MGAT4A:PCDH9",-0.5
"MLH3:PCDH9",0.5
"MON2:PCDH9",-1
"MPHOSPH9:PCDH9",-0.5
"MRPL16:PCDH9",0.5
"MRPS17:PCDH9",-1
"MXI1:PCDH9",-0.5
"MYD88:PCDH9",1
"NACA:PCDH9",-0.5
"NDUFC2:PCDH9",-0.5
"NDUFS5:PCDH9",-0.5
"NISCH:PCDH9",-0.5
"NKTR:PCDH9",-0.5
"NPEPPS:PCDH9",-0.5
"NPTX2:PCDH9",0.5
"NSFL1C:PCDH9",0.5
"NUTF2:PCDH9",-0.5
"ORAI2:PCDH9",-0.5
"OTUB1:PCDH9",-1
"PABPC1:PCDH9",-0.5
"ACTN1:PDCL3",1
"ADGRF5:PDCL3",-1
"AHCTF1:PDCL3",-0.5
"ALDH3A2:PDCL3",-0.5
"ALPK1:PDCL3",1
"ANKRD17:PDCL3",-0.5
"ANXA1:PDCL3",0.5
"AP2S1:PDCL3",-1
"ARHGAP29:PDCL3",-1
"ARIH1:PDCL3",-1
"ATM:PDCL3",-0.5
"ATP2C1:PDCL3",0.5
"ATP5C1:PDCL3",-1
"ATP5E:PDCL3",-0.5
"AURKAIP1:PDCL3",0.5
"BBIP1:PDCL3",0.5
"BGN:PDCL3",0.5
"BPTF:PDCL3",-1
"BTN3A3:PDCL3",-0.5
"C14orf1:PDCL3",0.5
"C1orf61:PDCL3",-1
"C6orf106:PDCL3",-0.5
"CCDC53:PDCL3",0.5
"CCDC93:PDCL3",1
"CCT3:PDCL3",0.5
"CDC16:PDCL3",0.5
"CDH11:PDCL3",0.5
"CELF1:PDCL3",-0.5
"CEP170B:PDCL3",0.5
"CIAPIN1:PDCL3",-0.5
"CLCN5:PDCL3",-1
"CLNS1A:PDCL3",1
"COA3:PDCL3",-0.5
"COL4A1:PDCL3",-0.5
"COPG1:PDCL3",-0.5
"CREB3L2:PDCL3",0.5
"CREG1:PDCL3",0.5
"CSRP1:PDCL3",1
"CST3:PDCL3",-0.5
"CTDSP2:PDCL3",-1
"CTNNB1:PDCL3",-0.5
"CXorf40B:PDCL3",1
"CYP1B1:PDCL3",-0.5
"DCN:PDCL3",0.5
"DDX5:PDCL3",1
"DLST:PDCL3",-0.5
"DMD:PDCL3",0.5
"DST:PDCL3",1
"EIF2S2:PDCL3",-0.5
"ERGIC2:PDCL3",0.5
"ERH:PDCL3",-1
"FAM120A:PDCL3",0.5
"FAM129A:PDCL3",1
"FAM168B:PDCL3",0.5
"FBN1:PDCL3",0.5
"FBXW7:PDCL3",0.5
"GBAS:PDCL3",-1
"GLTSCR2:PDCL3",1
"GULP1:PDCL3",1
"HBB:PDCL3",-0.5
"HCFC2:PDCL3",0.5
"HMOX2:PDCL3",-0.5
"HNRNPH3:PDCL3",0.5
"HNRNPUL1:PDCL3",1
"HSP90AB1:PDCL3",-0.5
"ID2:PDCL3",0.5
"IL1R1:PDCL3",1
"ITGA6:PDCL3",-0.5
"JAG1:PDCL3",-0.5
"KAT7:PDCL3",0.5
"KCTD12:PDCL3",-0.5
"KDM6A:PDCL3",-0.5
"KLC1:PDCL3",0.5
"KPNA6:PDCL3",-0.5
"LYRM1:PDCL3",-0.5
"MAN2A1:PDCL3",-1
"MBNL2:PDCL3",0.5
"MCMBP:PDCL3",0.5
"MEST:PDCL3",0.5
"MGAT4A:PDCL3",1
"MLH3:PDCL3",-1
"MON2:PDCL3",0.5
"MPHOSPH9:PDCL3",-0.5
"MRPL16:PDCL3",-1
"MRPS17:PDCL3",0.5
"MXI1:PDCL3",-0.5
"MYD88:PDCL3",-0.5
"NACA:PDCL3",1
"NDUFC2:PDCL3",-0.5
"NDUFS5:PDCL3",-0.5
"NISCH:PDCL3",1
"NKTR:PDCL3",-0.5
"NPEPPS:PDCL3",1
"NPTX2:PDCL3",0.5
"NSFL1C:PDCL3",0.5
"NUTF2:PDCL3",-0.5
"ORAI2:PDCL3",1
"OTUB1:PDCL3",0.5
"PABPC1:PDCL3",1
"PCDH9:PDCL3",-0.5
"ACTN1:PFDN1",-1
"ADGRF5:PFDN1",1
"AHCTF1:PFDN1",0.5
"ALDH3A2:PFDN1",0.5
"ALPK1:PFDN1",-1
"ANKRD17:PFDN1",0.5
"ANXA1:PFDN1",-0.5
"AP2S1:PFDN1",1
"ARHGAP29:PFDN1",1
"ARIH1:PFDN1",1
"ATM:PFDN1",0.5
"ATP2C1:PFDN1",-0.5
"ATP5C1:PFDN1",1
"ATP5E:PFDN1",0.5
"AURKAIP1:PFDN1",-0.5
"BBIP1:PFDN1",-0.5
"BGN:PFDN1",-0.5
"BPTF:PFDN1",1
"BTN3A3:PFDN1",0.5
"C14orf1:PFDN1",-0.5
"C1orf61:PFDN1",1
"C6orf106:PFDN1",0.5
"CCDC53:PFDN1",-0.5
"CCDC93:PFDN1",-1
"CCT3:PFDN1",-0.5
"CDC16:PFDN1",-0.5
"CDH11:PFDN1",-0.5
"CELF1:PFDN1",0.5
"CEP170B:PFDN1",-0.5
"CIAPIN1:PFDN1",0.5
"CLCN5:PFDN1",1
"CLNS1A:PFDN1",-1
"COA3:PFDN1",0.5
"COL4A1:PFDN1",0.5
"COPG1:PFDN1",0.5
"CREB3L2:PFDN1",-0.5
"CREG1:PFDN1",-0.5
"CSRP1:PFDN1",-1
"CST3:PFDN1",0.5
"CTDSP2:PFDN1",1
"CTNNB1:PFDN1",0.5
"CXorf40B:PFDN1",-1
"CYP1B1:PFDN1",0.5
"DCN:PFDN1",-0.5
"DDX5:PFDN1",-1
"DLST:PFDN1",0.5
"DMD:PFDN1",-0.5
"DST:PFDN1",-1
"EIF2S2:PFDN1",0.5
"ERGIC2:PFDN1",-0.5
"ERH:PFDN1",1
"FAM120A:PFDN1",-0.5
"FAM129A:PFDN1",-1
"FAM168B:PFDN1",-0.5
"FBN1:PFDN1",-0.5
"FBXW7:PFDN1",-0.5
"GBAS:PFDN1",1
"GLTSCR2:PFDN1",-1
"GULP1:PFDN1",-1
"HBB:PFDN1",0.5
"HCFC2:PFDN1",-0.5
"HMOX2:PFDN1",0.5
"HNRNPH3:PFDN1",-0.5
"HNRNPUL1:PFDN1",-1
"HSP90AB1:PFDN1",0.5
"ID2:PFDN1",-0.5
"IL1R1:PFDN1",-1
"ITGA6:PFDN1",0.5
"JAG1:PFDN1",0.5
"KAT7:PFDN1",-0.5
"KCTD12:PFDN1",0.5
"KDM6A:PFDN1",0.5
"KLC1:PFDN1",-0.5
"KPNA6:PFDN1",0.5
"LYRM1:PFDN1",0.5
"MAN2A1:PFDN1",1
"MBNL2:PFDN1",-0.5
"MCMBP:PFDN1",-0.5
"MEST:PFDN1",-0.5
"MGAT4A:PFDN1",-1
"MLH3:PFDN1",1
"MON2:PFDN1",-0.5
"MPHOSPH9:PFDN1",0.5
"MRPL16:PFDN1",1
"MRPS17:PFDN1",-0.5
"MXI1:PFDN1",0.5
"MYD88:PFDN1",0.5
"NACA:PFDN1",-1
"NDUFC2:PFDN1",0.5
"NDUFS5:PFDN1",0.5
"NISCH:PFDN1",-1
"NKTR:PFDN1",0.5
"NPEPPS:PFDN1",-1
"NPTX2:PFDN1",-0.5
"NSFL1C:PFDN1",-0.5
"NUTF2:PFDN1",0.5
"ORAI2:PFDN1",-1
"OTUB1:PFDN1",-0.5
"PABPC1:PFDN1",-1
"PCDH9:PFDN1",0.5
"PDCL3:PFDN1",-1
"ACTN1:PFDN5",1
"ADGRF5:PFDN5",-1
"AHCTF1:PFDN5",-0.5
"ALDH3A2:PFDN5",-0.5
"ALPK1:PFDN5",1
"ANKRD17:PFDN5",-0.5
"ANXA1:PFDN5",0.5
"AP2S1:PFDN5",-1
"ARHGAP29:PFDN5",-1
"ARIH1:PFDN5",-1
"ATM:PFDN5",-0.5
"ATP2C1:PFDN5",0.5
"ATP5C1:PFDN5",-1
"ATP5E:PFDN5",-0.5
"AURKAIP1:PFDN5",0.5
"BBIP1:PFDN5",0.5
"BGN:PFDN5",0.5
"BPTF:PFDN5",-1
"BTN3A3:PFDN5",-0.5
"C14orf1:PFDN5",0.5
"C1orf61:PFDN5",-1
"C6orf106:PFDN5",-0.5
"CCDC53:PFDN5",0.5
"CCDC93:PFDN5",1
"CCT3:PFDN5",0.5
"CDC16:PFDN5",0.5
"CDH11:PFDN5",0.5
"CELF1:PFDN5",-0.5
"CEP170B:PFDN5",0.5
"CIAPIN1:PFDN5",-0.5
"CLCN5:PFDN5",-1
"CLNS1A:PFDN5",1
"COA3:PFDN5",-0.5
"COL4A1:PFDN5",-0.5
"COPG1:PFDN5",-0.5
"CREB3L2:PFDN5",0.5
"CREG1:PFDN5",0.5
"CSRP1:PFDN5",1
"CST3:PFDN5",-0.5
"CTDSP2:PFDN5",-1
"CTNNB1:PFDN5",-0.5
"CXorf40B:PFDN5",1
"CYP1B1:PFDN5",-0.5
"DCN:PFDN5",0.5
"DDX5:PFDN5",1
"DLST:PFDN5",-0.5
"DMD:PFDN5",0.5
"DST:PFDN5",1
"EIF2S2:PFDN5",-0.5
"ERGIC2:PFDN5",0.5
"ERH:PFDN5",-1
"FAM120A:PFDN5",0.5
"FAM129A:PFDN5",1
"FAM168B:PFDN5",0.5
"FBN1:PFDN5",0.5
"FBXW7:PFDN5",0.5
"GBAS:PFDN5",-1
"GLTSCR2:PFDN5",1
