GSM1676853	GSM1676854	GSM1676855	GSM1676856	GSM1676857	GSM1676858	GSM1676859	GSM1676860	GSM1676861	GSM1676862	GSM1676863
4111	-2.955615355	-2.90378672	-2.302849317	-3.108856051	-1.834079757	-2.829433747	-1.302866206	-2.820240875	-2.625150783	-2.495148977	-1.518487981
4112	-2.849231062	-2.590147103	-1.962172473	-4.03658012	-2.440037631	-2.068219603	-2.32176661	-2.191774652	-2.221048028	-2.480790568	-1.873085281
4113	-1.544805888	-2.327743398	0.085145389	-2.834033829	-1.759668992	0.420527029	-0.496922729	-1.598195635	-1.103058007	-1.228234277	1.26097103
4114	-0.169609538	-3.465140673	-0.701785248	-1.92472531	0.689155289	-1.737328242	-0.573202595	-0.617794505	-0.739043133	-2.252934373	-1.386607234
4115	-0.361473822	-0.448984502	-1.51324245	-3.035146557	-2.111801752	-1.182265683	-2.571950592	-3.131853253	-2.69294224	-0.45841427	-0.44631057
4116 /// 55110	-0.015447509	0.833843776	0.2782709	1.516258378	-1.575517675	0.568274762	0.913124688	-0.802285544	1.476225457	0.059909188	-1.516405639
4117	-1.43874954	-2.484467342	-2.409911767	-4.969232687	-1.301008968	-2.61465742	-1.457926951	-3.083608977	-2.350931273	-1.857415715	-2.852348138
4118	3.821559049	2.619459975	3.868860652	3.544718977	3.447342557	4.271564223	2.800781609	2.56527335	3.443512619	3.791568557	1.572689978
412	1.993491423	1.511224202	0.83567909	1.956334408	1.809720013	1.607197489	1.306911926	2.892160312	1.91454046	0.651745485	-0.535087453
4121	-2.518726475	-2.033300378	-2.964068506	-0.372279487	-1.028315503	-1.687602651	0.41142261	-2.594060011	-0.413627629	-0.107114589	-2.350171133
4122	2.565013717	2.579716445	1.752639517	2.142827687	1.826115644	2.006441599	3.112776128	2.257664635	1.638992744	1.201391421	2.642241064
4123	-2.695838536	-4.496941651	-2.48607598	-4.233784228	-2.26700399	-2.682444359	-3.85040484	-2.943999368	-3.341720559	-1.47389331	-3.060011765
4124	0.968758439	-0.79220737	0.079327051	0.750437185	-2.057252994	0.018776616	-2.220992827	-0.362976007	-0.627753172	1.186610691	-1.783546868
4125	0.183174399	-2.410165838	2.556495271	0.589443783	-0.481154944	0.769722921	2.485209723	2.941240702	0.384306517	1.226129738	-1.24456938
4126	-0.772505516	0.81148983	0.331087975	-0.188215466	-1.943900751	0.030020059	0.958614161	2.046904086	1.897924019	-1.333054231	-1.143964292
4128	2.620891049	3.035461547	3.361284809	3.09113289	2.658835744	0.878266828	1.523528649	3.177214568	2.969449972	1.989573577	0.540726559
4129	-0.682613885	0.951064143	-1.710255971	-0.026911106	-0.309506763	-1.467783412	-1.111927441	0.860763017	1.466717995	-0.714366241	0.76116241
4130	-2.482465832	0.239906555	1.122814562	0.940193847	-1.021329812	-1.280491052	0.441228492	-1.562269347	-0.976990915	1.059690052	0.485918056
4131	9.591982475	11.19936403	10.28615002	10.1720502	9.673875131	9.366278939	10.60825502	10.08405327	10.02078911	9.160629884	11.13731132
4133	7.734528803	8.373193468	7.95103479	7.709208946	7.336316062	7.122939616	8.516498671	8.140923022	8.642119799	7.296362582	8.315306695
4134	-1.079265518	0.506781472	-2.560092665	-3.30373122	-1.083665236	-0.873314369	-1.51493677	-1.467542205	-2.10376709	-1.861617817	-2.392954597
4135	3.985271212	4.279872984	4.088164011	4.330942139	3.683473858	3.239293957	4.810023667	5.275273949	5.361003281	3.470822804	4.855472815
4137	0.99217557	3.18315658	2.342056334	1.757167358	0.21920979	0.897369436	3.228927125	0.407966784	0.642127475	0.146000236	2.556745567
4139	0.65764054	0.106382335	0.514625555	-0.46640152	-0.603620938	1.02988836	1.328991765	-0.996458802	1.666448309	-1.167121245	0.844868768
414	-0.938867271	2.009378953	0.898099706	2.441368298	2.004358393	0.744715371	-0.998822346	1.256660726	2.313371259	-0.577924362	2.303428519
4140	0.522079413	0.600599784	0.430440955	1.365090023	1.863284858	1.341722442	1.284317053	-0.02818919	2.83455032	1.903490714	1.826415911
4141 /// 102465454	0.779991618	0.588183032	-0.92229812	0.027668148	-0.730520799	0.393108142	-0.491305732	0.221988764	-0.766221025	1.586187987	0.579795711
414157	-0.76674745	-1.919112275	-2.412492457	-0.077597116	-1.997722796	-1.342050341	-1.646913224	-0.906916456	0.37916587	-0.500224134	-1.463135314
414189	-0.183007397	-2.393298509	1.298882842	0.409080249	-1.488302929	-0.137411584	-2.895525317	-1.514680614	0.615189301	2.664153328	-0.103103076
414194	-1.240667518	-1.051685668	-2.004345245	-2.905099663	-2.205213696	0.278086988	0.428391429	-2.188507121	0.10287628	0.635896073	-1.109802218
414196	-1.391931685	-1.811460772	-1.586721631	0.23695994	-1.285412361	-1.287300593	-3.37384323	-1.846770689	-1.201959245	-0.505629608	-1.451195745
4142	-0.26129494	0.351731538	-0.606793509	1.793445393	0.859999026	0.247910123	-0.274283232	0.962973211	-0.245449423	0.219197732	-0.135187652
414201	-1.19718465	-0.572308985	-2.188000994	-2.612935489	-0.737630754	-2.173705165	-2.43612537	-2.234804643	0.122276453	-0.141598831	0.071888381
414235	-1.497844405	-1.743629742	-1.319239488	-4.438912757	-2.083834257	-1.34236116	-2.921874509	-2.953344036	-2.156511292	-2.159299438	-1.905487623
414236	-2.091108387	-2.790493145	-3.203913866	-4.15528704	-0.460126078	-2.408821936	-3.242158534	-2.35199273	-2.043155769	-2.385717919	-1.962988813
414243	2.12822053	2.114588808	2.923229786	2.940131588	1.829330608	0.727230302	2.319537876	2.925094652	2.956106409	0.353625962	3.038765238
414245	1.165467619	1.043367891	-0.912216858	0.5296788	0.116766895	1.358048061	1.18440713	0.699244204	0.094035234	2.044000431	0.302853013
414260	-0.106175428	-0.628208809	-2.058309209	-0.91838219	0.696081675	-2.705486767	-2.769200446	-2.650122044	-0.666821744	-1.367029249	-0.563094413
4143	-1.819478212	-3.038530623	-1.509424325	-2.628579761	-1.598336544	-0.542118619	-2.108117189	-1.128244226	-2.752824988	-3.147175415	-2.162778063
414300	-3.318466307	-5.099703086	-4.00505492	-6.236492705	-4.415033533	-3.794668889	-4.722030502	-4.326129765	-4.239547575	-4.337000501	-3.296376838
414301	-1.664407973	-1.543982955	-1.828920359	-2.159755963	-1.674287761	-1.359025816	-1.793626972	-1.782878273	-1.255073837	-1.943970132	-2.068328631
414319	-0.265223426	-0.548126156	-0.206316472	-0.865033404	-2.307713402	-2.477170939	-1.826091622	-0.740041327	-1.419686304	-1.796568818	0.21657139
414328	-0.101796551	-1.060654811	-0.609501488	-0.297555632	-0.67842854	-1.379192375	0.545378998	1.190839105	-0.479584092	-0.04119105	-1.483601733
414332	1.130112975	2.525890061	2.301928436	1.693276892	-0.404829486	2.548453991	1.72774392	2.500574004	1.991603057	2.526289626	2.532330436
4144	-2.552576011	-3.047417431	-1.928193377	-4.764786603	-1.481874237	-1.340615009	-3.099191604	-2.76620571	-1.921480334	-2.292244734	-2.130879144
4145	0.935021884	-0.617448433	-1.823315051	-1.797336318	-2.059961585	-1.803613639	-1.112732022	-1.23245957	-1.128514908	0.431964868	-0.021020621
4146	-0.442016131	-2.815327425	-0.538661024	-0.77229543	0.270033861	-0.993738411	-2.920939311	-0.245065291	-2.504593896	-0.553589244	-2.736032953
4147 /// 100506558	3.756122125	2.613933016	1.122900279	2.462926986	1.076984072	1.455253145	1.391271295	2.80147825	3.658772427	1.239858658	3.064199394
414763 /// 101101776	-1.384652877	-2.45515904	-2.87785544	-3.316527796	-2.854605765	-2.76386262	-1.496628852	-2.546825748	-3.597279883	-2.807892875	-1.837673327
414771	-2.762565715	-2.431123358	0.899430359	-1.326987323	-0.606055422	-1.352890799	-1.401311454	0.739670017	-0.219522985	-0.56103808	-1.173444593
414777	-1.626499802	-0.983016417	-1.912883534	0.913300583	0.938129724	1.24244079	-1.78994312	0.41184374	-1.456576259	-2.512620673	-0.195689825
4148	1.019079801	1.118406422	2.417164126	1.192486674	0.2385152	1.995827705	0.778550775	1.468309411	0.790587531	0.890632725	-0.162967781
414899	0.132423194	-0.755287503	-2.281220617	-3.160774005	-0.575107733	-1.953747592	-0.664122266	-0.057655325	-1.815863444	-1.047351938	-1.770191812
4149	-0.083851259	-0.02458628	-2.13243213	-3.484047889	0.636760252	-2.395203718	-1.749222971	0.295953765	-0.866205634	-1.521064063	-1.772769667
414918	-1.234682624	1.566764642	0.321195713	-1.862233985	1.611107171	0.993605625	-0.172044111	-0.692569012	-1.641760468	1.004137932	0.270376406
414919	1.295851406	2.767207114	2.636943579	2.642992182	0.592244821	2.740420219	2.552533925	2.811661072	2.697327086	1.801096675	2.588992994
414926	-2.753529693	-2.98405444	-1.513642165	-3.829332618	-1.994037208	-1.308636406	-3.309419574	-1.839779905	-2.137910059	-3.104421176	-1.640886183
414927	-0.116687489	-3.277419189	-1.714159057	-2.814157846	-1.162586338	-2.538424445	-2.882388008	-2.070694675	-2.753389822	-1.496710517	-1.844686152
415	0.331128766	-2.660205986	-1.757764222	-1.96146122	-1.4224527	0.918147063	-1.251163156	-1.036728651	-1.780975692	1.722726408	1.321326542
4150	-1.559628188	-2.824958728	-3.197042355	-3.673734071	-2.102519219	-1.708806555	-4.077999154	-1.094958358	-3.973271139	-3.590275499	-2.960951073
415056	-0.551627927	-3.3128713	-2.167697461	-2.877276913	-0.760121565	0.975330517	-1.572912991	-0.33375287	-1.779811094	-1.458597614	-2.057590952
4151	1.685771922	1.611134587	1.258545339	0.924414949	1.914977092	0.80486834	1.941042067	2.079177437	1.741174785	1.566999683	2.016185942
4151 /// 284912	-0.176979765	-0.162903246	1.703618387	-1.148417886	-1.532580167	-2.058139312	-0.666303332	-2.523210702	-2.180154605	-0.778950564	-1.814885403
415116	3.475447905	4.497733097	4.689202055	4.582748708	4.125567411	3.643039655	4.591480996	4.752885869	4.210336176	2.960218301	4.426911085
415117	0.950377848	-2.822099503	-2.171525159	-0.496555264	0.693932043	-0.944886335	-2.198002443	-1.97631864	-2.086423161	-0.033209086	-0.602132282
4152	-1.504519006	1.153237542	-1.302035692	-0.314500769	0.290496969	-1.777332643	0.243287127	0.565713447	-0.633960358	-0.071262316	-0.030961921
4153	-2.469595962	-2.088979555	-1.093049261	-3.372998659	-2.386864123	-0.788266889	-1.371672514	-3.012082093	-0.392496922	0.985460537	-1.890872073
4154	-0.113461193	-2.042800867	1.464781543	-1.160544954	0.264070631	-1.591441176	-0.019030671	-0.349414692	0.847692971	-1.352791086	-0.035934584
4155	2.695024024	1.026530003	2.753097358	0.03611303	2.396740726	1.625071536	0.456266662	-0.943397337	3.174803063	-1.059844112	0.715810075
4157	0.837904674	0.987691456	0.365657255	1.598108468	-0.699279027	1.425996288	1.777207596	0.171882953	1.000886304	1.289221081	0.972269649
4158	-1.301838661	-1.295750631	-2.196660145	-1.657843371	-2.200372244	-2.153583634	-4.291644731	-2.987369521	-3.775362121	-2.053017762	0.469374641
4159	-0.656658789	-1.172403713	-1.249650828	-2.460904	-1.07477123	-1.426009935	-1.433365704	-0.345795541	0.147695385	-2.188022812	-1.665668965
416	0.001737382	-2.806596202	-2.49402934	-4.680522442	0.999536896	-2.77749584	-1.422940534	0.102888431	-0.542938469	-3.902962207	-1.190808191
4160	0.638686571	-2.025586044	-1.964507985	-0.743958676	-0.17783812	-0.930406335	1.006394612	1.430616491	0.244102415	-1.820981651	0.632717304
4161	-2.794804087	-3.925432155	-2.196668676	-4.994948107	-2.576487883	-2.958978199	-2.284427187	-3.108586391	-4.162228134	-2.699192685	-2.568190154
4162	4.05741704	5.041677959	5.122134826	5.006278173	4.460820897	4.442261643	5.045450983	5.012485115	5.615791325	4.37960884	5.688657677
4162 /// 102465453	0.401498595	3.078398482	1.937351835	3.165924828	1.464347776	2.815525506	3.015673729	3.277981114	2.757084795	2.271362073	3.752259242
4163	0.518162149	-0.677740404	-1.022048273	0.304588567	0.311263405	1.431691722	-0.21283258	-0.974972274	0.202987747	1.542605357	0.175168756
4166	-0.027143078	-2.764362268	-1.861911868	-0.336942137	-3.045715693	-2.623900818	-1.774488067	-1.694864068	-3.764829195	-2.210676238	-2.574418917
4168	0.046850523	-4.939790762	-2.684849789	-0.157282558	-1.099336835	-0.097690786	-2.35940361	-3.014840348	-1.636031144	-0.529725535	-3.621817089
417	-0.663485561	-2.082830288	0.864573792	0.739598181	0.141534179	0.914915598	-1.779551822	-1.448068309	1.047635899	-0.592986408	1.272663593
4170	-1.514399883	-3.093021398	-3.34864716	-3.554032281	-1.45504835	-2.303578951	-1.350182418	-2.31516013	-3.966120417	0.151388316	-1.898579916
4171	-2.831245513	-0.620050869	0.18144348	-0.704932936	-0.156846882	-2.458672041	-0.880932873	-2.482803654	-2.109468759	-1.614208756	0.758453887
4172	0.41783199	-3.063785023	-0.852962278	-0.043960174	-1.897944385	0.592797062	1.199226425	-2.046978549	0.098305905	-0.079367062	1.40342261
4173	-1.973528393	1.357801663	-0.771448229	-0.239365136	-0.755473777	0.01347839	-0.687167172	0.550447587	1.312787	0.907910865	-1.231032681
4174	-1.7278238	-2.499800691	-0.52976926	0.147481624	-1.271399721	0.665233191	0.353941801	1.053995668	0.315064616	-0.45695423	-1.313672188
4175	-0.274138569	0.387103462	-0.371021438	0.509592347	-2.505253901	-0.111319739	0.430875549	-1.695967925	0.577533624	-2.303032285	-1.6912026
4176	-1.933727589	-3.836935106	-2.618644163	-3.92490493	-1.328354549	-2.94918037	-3.603304926	-4.279797452	-3.377921533	-3.369852702	-2.601416044
4179	-1.420242569	-3.211412754	0.521047497	0.146843342	-2.452941847	-1.008186085	-2.129282621	-1.471182748	0.227659419	-0.541297983	-2.029411026
4184	-2.436596558	-4.224340547	-2.928054322	-4.975801038	-2.276463238	-2.710927626	-4.286627604	-2.852983225	-3.931486935	-3.005456373	-2.707090667
4185	-2.111033351	-2.448847053	-1.823818573	-3.322489905	-2.221078547	-2.388856063	-2.538447769	-1.872235043	-2.559091054	-0.75002182	-1.567758098
4188	-0.632458201	-0.505976702	0.812132992	1.340450637	1.008907401	0.053523449	2.118215172	1.473211161	0.707286513	1.176073947	0.663441397
4189	1.840598816	-0.701722987	1.013215656	0.996244959	0.092468881	-0.363205024	1.78807883	1.075544501	2.012076362	1.501432526	0.840871043
419	-0.787762949	-2.415762672	-0.900309884	-2.718305336	-1.517490615	-1.191476921	-1.579767742	-2.328586155	-0.531728105	-0.641439939	-2.13860839
4190	5.61560284	5.597752949	6.410426272	5.767993087	4.781580277	4.901470874	6.396044839	6.283200694	7.513253501	5.137894276	6.779417479
4191	5.144778809	5.172673851	5.533539492	5.161766535	4.567771508	4.46628825	5.764745771	6.034284419	6.490434012	4.228606193	5.359405031
4192	-2.042532914	-1.926109223	-0.671149306	-0.505607895	-2.157008606	0.889325291	-0.616485161	0.098611949	-1.127595419	-0.555996529	0.721905657
4193	-3.019913216	-3.876189881	-1.512817558	-4.032024604	-3.012059514	-1.984738065	-3.223223814	-2.851161446	-1.058646031	-4.262968589	-1.807315025
4194	-1.140205277	0.673986504	-1.077902844	-0.068390296	-1.118968737	0.31784863	-0.105550916	1.316073538	-2.294441289	1.679135773	1.825666569
4199	-0.915837627	-0.296483618	-1.143632064	-0.97309037	0.914980994	0.089528985	-1.409758662	0.101788344	1.432797165	-3.06016647	1.058207383
420	-1.208905893	1.101937998	1.153257636	-0.100149703	0.759118148	0.460037216	-2.899087172	0.946495524	-0.117990885	-0.14900617	-1.166275915
4200	2.431781219	1.458462441	0.818152633	0.872085334	2.724384155	2.049959484	1.222650659	2.719155683	2.00818737	2.23297685	2.766073137
4201	4.785746546	4.782899129	4.899094365	4.779686596	4.496686393	3.789560456	5.00016799	5.003037095	5.225464439	3.958306485	4.57867237
4204	2.180198565	1.682577203	-1.354882888	2.078460015	1.241983068	-0.669767359	0.783784999	1.318699374	0.8477909	0.015438003	-0.896649846
4205	-1.236967764	-1.516903511	0.37370757	0.732029952	0.443013807	1.301598418	-0.88584387	1.334791498	1.243900395	0.941337224	-1.13021289
4207 /// 729991 /// 100271849	-2.233343037	-2.801308594	-1.357169835	-3.222913728	-2.615155122	-1.142766403	-3.147586984	-3.02243473	-2.88326327	-2.077884919	-2.688124389
4208	-1.980313687	-0.370280617	0.888947333	4.026116511	-0.349994714	-1.345657765	-0.921286157	-2.386958575	-1.288381584	0.41877087	-1.798348935
4209	-1.02566639	2.067490064	-2.769712185	-0.971664947	-0.017543603	0.564062145	-1.108542545	0.503874465	-1.772301909	-0.061342777	-0.166778064
421	1.038560737	-1.663939247	-0.234279721	-2.117823953	0.481065802	-0.642730615	-1.780507982	-1.523008187	0.637694082	0.640447665	-1.230379967
4210	-1.876022703	-0.355775861	1.076441847	0.524314992	1.414509636	-0.107549581	0.395896306	-0.175752686	-2.091836646	1.003388024	1.403328977
4211	-2.687516816	-1.542545801	-1.273520565	0.292205102	-2.309229828	-0.79308342	-3.193995614	-1.532372724	-1.628414274	-1.270284356	-0.370058774
4212	2.406586506	3.061370034	3.218528711	2.975394262	3.390515545	3.602642818	3.167312702	2.084714143	3.581910049	2.792816736	4.37580438
4213	3.335515358	4.057890622	4.213203417	4.054199912	3.467476307	2.83304949	4.0055707	4.27257761	4.492908943	2.533007626	4.222238211
4214	-1.897938047	-1.647231617	-3.516737091	-2.640396685	-2.046518554	-1.078753173	0.154896285	-0.070568936	-0.824823402	0.596321642	-2.77930043
4215	2.483517221	1.504341893	-0.562627658	0.235534444	1.259529175	1.757412921	1.671034059	1.863396372	1.040151564	-1.882579043	0.535902089
4216	1.566664087	1.25449854	2.827632367	2.814000861	0.353095338	1.154808149	2.550268091	2.717399613	1.87772728	1.027030276	2.775037566
4217	3.141454207	3.784322838	0.595124074	2.777737462	2.845622815	2.785039238	3.098074599	2.712158762	2.574625018	2.434819859	2.816175479
4218	2.897768399	2.680307087	3.134207605	3.280487834	2.370447629	2.028257204	2.737072573	3.173887661	2.400358433	2.174152393	2.895386948
4221	1.955165057	2.319400266	2.366201863	2.005861325	1.991391453	1.987358897	2.462731649	2.202014357	1.363824869	-0.122919441	2.14845206
4222	-1.908921104	-2.736267102	-3.611637041	-4.356589095	-0.424223791	-0.056043024	-2.762142516	-2.148146297	-1.499681461	-2.065530536	-2.16961828
4223	-1.006145247	-2.911805355	-0.594224721	-1.724815744	-1.049408691	-1.775302137	-2.46379933	-3.348583269	-1.751266167	-1.343963598	-2.273500119
4224	-1.218576703	-1.358233616	-0.893915411	-2.026046831	1.02337292	-1.196855802	-1.60458472	-1.660272444	-1.042798828	-1.640064618	-1.252617956
4225	-0.448885499	-0.247329276	-2.497084463	-2.130674604	-1.584387404	0.55404761	-2.147356422	-1.51277043	-3.157407051	1.069863198	0.70824458
4232	4.514297212	3.655196299	2.477370365	3.686026249	2.759385585	1.855216218	3.648863721	1.932871364	4.409033381	3.507696613	2.733616786
4233	0.684425091	-1.702163278	-1.906041652	-1.489369041	-2.311209058	-0.756896339	-0.298525865	-0.016552497	-1.588982292	0.299472478	-0.640831546
4234	2.683694183	3.135910377	1.678128056	2.851814421	1.661838455	1.579070333	3.363319679	2.850773817	3.232478519	2.095737281	2.603741784
4236	3.37027118	3.645136177	3.621642575	3.717467874	3.544708939	3.646731667	3.843282213	3.683678222	4.111640135	3.353349139	4.190239707
4237	-1.947683351	-0.558693556	-1.741088682	-2.329248134	-0.562291801	-2.100562152	-1.540352315	-0.986767455	0.866708613	-1.611275211	-1.715366823
4239	-2.575177181	-3.61790047	-3.047641537	-3.734141297	-2.100469672	-1.61609542	-1.32670573	-3.797627267	-4.658079874	-2.242480388	-1.89475968
4240	0.470067638	1.681947835	0.429680639	0.866273404	1.149290174	1.241740337	1.251785584	0.519933577	0.03496488	2.396444708	1.528026267
4241	-0.934528816	0.298420709	1.257257957	-1.909973446	1.602829205	0.329142121	-0.403202811	-1.5019102	-0.609783671	-0.973045268	-0.229990919
4242	-2.414439221	-0.525013717	-0.513131379	-2.127198912	0.281935897	-1.322079532	-3.200892553	-0.839301175	-0.922094061	-1.548701057	-0.104808369
4245	1.816364985	0.910926767	-0.52432345	1.641719402	0.810770206	0.381578218	0.233212597	-1.314383009	1.217684553	1.209532094	1.668888099
4246	-1.810481311	-3.961245786	-2.595763751	-2.619420169	-2.451586376	-1.355795982	-2.3761768	-2.123542112	-2.595932965	-1.314510755	-0.607155791
4247	-0.973459027	0.295961503	0.089370737	-1.793534947	-1.506189687	-0.486393438	1.675165065	0.859305864	0.681939168	-1.282808651	0.756194162
4248	0.063645503	0.532637901	-1.103743042	0.520861816	1.901971631	1.217110728	0.161669193	0.528514212	-1.255097973	-1.327357026	-1.6032157
4249	1.7235986	2.435851788	1.464890219	1.036154093	2.16141481	2.338959127	1.859627567	1.253807025	1.770260207	2.868398797	2.482265476
4250	0.837696568	-0.264035657	-0.514176103	-2.402373271	-0.440127918	-0.223107897	0.195582139	-1.724538635	-0.110248962	-1.104771235	0.252022014
4253	-1.852774318	-2.649905442	-0.655856657	-0.681634313	-1.919870017	-1.856686545	-1.640673748	-3.057176354	-0.978491411	-0.023352397	-3.243795518
4253 /// 117153	-1.284911423	-0.034788232	-3.442147359	-0.093291143	-1.592099061	-2.119686776	-1.499737478	-3.333206729	-3.253734885	-1.299190472	-2.225705639
4254	1.622281571	0.554230113	2.770378162	2.71359431	0.042983259	1.837036677	2.74976411	1.585052261	1.646004973	0.561270677	1.294939552
4255	1.860303939	0.18346094	2.217223046	1.638909213	-1.344091553	-1.287350748	0.310515064	2.457325853	2.516041948	1.160955317	-1.332057346
4256	2.17184821	-0.61840137	-1.054304422	-3.292712699	-0.744001823	0.812261697	-0.596196962	-2.441266015	-2.381938923	-2.32530943	-2.444327389
4257	0.679244897	-2.615838441	0.053867143	-2.955673952	-2.142245514	0.781880278	-0.294694875	-3.073281713	-3.43578666	-0.526008718	-2.312418161
4258	3.070565024	3.026370039	3.551116608	2.774040089	3.369053667	1.545708902	3.715281492	3.762302967	4.023972776	3.009174905	2.931734646
4259	3.09916082	3.999968615	5.067461634	4.923752214	2.221971691	1.714840367	6.044867581	5.940264856	6.174516605	1.90009865	5.215079608
4261	-1.916175892	-2.59817057	-2.694138611	-3.096873509	0.054605361	-0.588519683	-2.228650861	-0.794217138	0.650648743	0.684461933	-2.688968263
4267	-2.610953398	-0.854123013	-3.4810856	-2.522769886	-2.388293051	-3.620625886	0.509598716	-1.720110182	-1.967232542	-1.292706576	-1.571319836
427	-1.643864004	1.898552065	0.727301109	-0.277020937	1.201168328	1.64026344	1.975223209	1.1739224	-1.913345183	0.003216914	-0.740883377
4277	0.565017835	-2.117224153	1.17647609	-0.853530201	-0.343927515	-1.888809315	-0.452199902	0.954222354	-1.918398571	0.86839444	0.814875855
4277 /// 100507436	-1.038977792	1.233042976	-1.850995113	1.496228569	1.786156387	0.01169235	-1.60114574	0.368170962	-0.52734749	0.954176463	0.609377447
4281	3.283871603	2.305911468	2.206172636	2.096839106	1.869572667	1.280680703	0.214552134	0.049675665	1.476750309	1.462551311	-0.07127871
4282	3.356516236	4.238904221	4.995711903	4.891123144	3.504222689	3.161737636	4.748133385	4.915471971	4.757998507	2.632741944	4.449330386
4283	-0.23086879	-1.967738652	1.846800227	0.74459812	1.453911691	-0.161855297	-0.617936817	-2.090306209	-1.674836311	-2.145110296	-2.659339977
4284	-0.321374978	0.171562417	-0.55861517	-2.154656726	-0.768308847	0.616778447	1.005052281	-0.948719578	0.42736148	1.067722128	0.238170202
4285	-2.857774167	0.696440279	-1.382927902	-0.757320082	0.36991444	-0.851293567	-0.22352486	-0.843343742	0.298502728	0.11359565	1.755150794
4286	-0.383272676	-2.465962425	-1.291908364	-3.057447615	-1.171414012	0.40268795	-3.268023776	-0.347394702	-1.599556189	-0.067236517	-2.3708536
4287	-1.782462932	-2.368876057	-0.472347283	-1.304162559	0.223140109	0.771224254	-1.495590734	0.080159245	-3.184517017	-2.203281435	-2.083981416
4288	0.756760645	1.04170271	0.260474236	-2.319338592	-0.67317529	0.131680351	1.771262063	-2.300250342	0.344811624	-1.033805866	-1.727477
4289	-0.897059587	-2.641129375	-2.218825778	-5.362633519	-0.060559991	-0.09521985	-1.333915049	-2.224191935	-2.57759237	-1.562753211	0.71566337
429	1.160031912	-0.972435085	-1.425825324	0.141147377	0.34005747	-0.091022699	0.079411793	-1.921184198	-2.356049073	-0.403731268	-1.461872682
4291	1.276192667	1.891694345	1.255091773	2.92310253	0.349473065	-0.977784106	2.963255298	2.882570871	1.659893117	2.908618337	2.019706946
4292	2.326474302	2.245149031	2.130079892	2.322690197	0.917059761	1.8069447	2.698952352	2.817411495	3.294411582	1.664859337	3.396071759
4293	-0.456410989	0.370641501	1.128282441	-1.125376048	-0.098951055	0.247551019	-1.612340501	-1.383416161	2.132281825	-1.385504212	-1.481150652
4294	-2.309171543	-3.38994136	-2.66127399	-2.993836537	-2.91149493	-2.565066433	-3.791729429	-3.954560152	-3.638585447	-2.004614242	-2.503340862
4295	-1.773201281	-1.137886261	-2.662899055	-1.446473335	0.78557003	-0.139489298	-2.815747948	-0.706628618	-2.122168782	-1.77032214	-0.992031844
4296	0.39451004	0.719196002	1.034168132	1.923526397	0.500094492	1.347431665	-0.680514268	-1.698396559	0.481236148	1.21233002	-1.517073022
4297	-0.42984775	-2.358071928	-0.022565805	-2.026518126	0.110421396	-0.21718197	-1.282056579	-0.079456437	-2.625326608	-2.624184673	-2.199180308
4297 /// 101929115	-1.467979723	-2.893624841	-2.297140014	-3.291022062	-0.533513072	-1.501740438	0.142560128	-0.849041897	-3.746154261	-1.94025771	-0.596094123
4298	-0.812853915	-3.638159561	-2.633953802	-1.56537326	-1.937754646	-0.587509378	-2.122201914	-0.689557154	-3.472038192	-2.441555877	-3.118102392
4299	-1.584097605	-2.274430882	1.141267239	-3.081223476	-1.089569417	-1.196679722	0.573404724	-1.852306826	-0.130176293	1.145617959	-0.207386714
43	1.374018282	-2.330704151	1.898825451	-2.307446663	-0.068049879	-0.932108464	0.347974818	0.315501775	0.900550495	-0.901106389	0.852730179
430	0.629541574	-2.031800457	-1.859695571	-0.173657307	-1.690792257	-1.441359367	-2.608099938	-1.75851499	-0.724821419	-0.67509403	-0.376082682
4300	-0.338443019	1.264955438	0.830846953	0.448962397	1.567912781	-0.061223541	-1.356495774	0.412006991	0.400748275	-0.948771631	-0.63191185
4301	0.941586824	-1.291636481	-0.128894363	-0.236992734	-2.248638252	1.567866724	-0.100951621	0.278292742	-0.314940012	1.467007368	-2.479946757
4302	0.354208374	0.248457746	-0.79582933	0.237576213	0.669145969	-0.879708067	0.366992992	-0.839345253	1.097935752	0.209138216	-1.209146152
4303	2.597600374	2.406037211	2.033791575	1.478533407	1.927846568	1.616347983	1.90047956	2.255223421	2.075686207	3.322213624	1.858250645
4306	2.9985164	3.657573202	3.158396781	3.292076531	2.386530389	2.287434153	3.486629994	3.740023853	3.614239445	3.540836655	3.903712488
4308	-1.407589944	-2.661017766	-3.400297342	-1.770808318	-1.552760049	-0.637005398	-2.35018911	-0.193218411	-1.094259604	-2.415303613	-0.866055423
4311	-1.621297602	-2.242284082	-3.170851384	-4.715738547	-3.082250635	-0.073706325	-3.516277928	-1.013901119	-1.048514718	-1.704141861	-0.117123769
4312	-0.709157586	-2.98021738	-1.345215202	0.668071742	0.27494502	-1.440056959	0.115557372	-1.158406181	-0.302769941	-1.763084364	0.417406145
4313	0.14005458	-0.268412813	-2.93854591	-4.425879347	0.137700578	-2.489981075	-3.784088819	-3.409530005	-1.158652497	-2.587633658	-2.313164717
4314	0.430809153	-0.498709417	-1.103088296	-0.339048591	-1.291085512	0.088905979	4.874350283	0.433989327	-0.51640822	-0.414293386	-0.928357289
4316	-2.112057931	-2.659611551	-3.669527373	-4.653624917	-2.632773487	-3.265091701	-3.6839965	-3.915422414	-3.317029978	-2.763624711	-3.048620306
