"Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Control_155_Whole_Transcriptome","Control_159_Whole_Transcriptome","Control_170_Whole_Transcriptome","Control_2303_Whole_Transcriptome","Control_155_Nucleus","Control_159_Nucleus","Control_170_Nucleus","Control_2303_Nucleus","hgnc_symbol"
"ENSG00000117152",99.0919977983956,-3.68129335978455,0.406812925714797,-9.04910617900421,1.44143363201964e-19,9.20664252679974e-17,256.874467910333,44.1361601018328,27.4708932722591,17.4841355626046,336.706071581324,50.147632381308,31.0064293000966,28.9101922774071,"RGS4"
"ENSG00000187134",465.980638193264,-2.58973046611914,0.292683904378868,-8.84821620654218,8.89292408762311e-19,5.42185412669494e-16,363.073452876795,534.40539798976,933.247290888137,61.1944744691162,421.062838979643,621.830641528219,724.09131953755,68.9396892768938,"AKR1C1"
"ENSG00000130635",19428.8930464429,2.24191467767033,0.258488007122846,8.67318643763952,4.2019313616096e-18,2.45045675448998e-15,7153.45470530506,17537.5628599229,16197.1439054715,41358.7226733412,8652.69714142926,11300.142111723,19329.7728072014,33901.6481671486,"COL5A1"
"ENSG00000123496",227.784282762604,-4.28736887016226,0.494759038747324,-8.66556956901163,4.49261265144742e-18,2.51080889557768e-15,143.414013886334,145.530041416854,547.891704707835,9.99093460720264,156.456568593463,160.472423620186,652.958922907917,5.55965236103982,"IL13RA2"
"ENSG00000169744",160.94912067646,-2.88189647429835,0.3363321692044,-8.56860193039378,1.04748949138597e-17,5.61999061918401e-15,291.366445933628,108.55109646667,151.852993366099,38.7148716029102,380.686950310362,110.951636643644,153.208238894595,52.2607321937743,"LDB2"
"ENSG00000115129",519.812124491869,2.25768007664732,0.266562702805051,8.46960228452689,2.46232314094547e-17,1.27027462651929e-14,268.674355128829,218.295062125281,373.909380650194,1131.4733442657,254.512298218859,267.036142430465,273.586140883205,1371.01027223242,"TP53I3"
"ENSG00000242265",408.707187390711,-2.30285801517566,0.273014012895521,-8.43494438527936,3.31360341524812e-17,1.64612454106381e-14,598.163513614521,233.80236162052,414.352640189909,143.619684978538,940.181407584681,232.559645168316,543.524466554635,163.453779414571,"PEG10"
"ENSG00000156466",137.314864778269,3.00833163603233,0.357327381765675,8.41897875602802,3.79780256998792e-17,1.81928306683028e-14,52.6456506671353,14.3144303032971,23.6554914288898,360.922512685195,59.8428349919697,18.8053621429905,14.5912608471043,553.741375159566,"GDF6"
"ENSG00000162545",239.685160916418,-2.97069595239405,0.354174696817069,-8.38765721857428,4.95925719654236e-17,2.29374195783527e-14,460.195601521338,323.267551016127,403.669515028475,47.4569393842125,206.205431418113,266.409297025699,176.91903777114,33.3579141662389,"CAMK2N1"
"ENSG00000138379",94.4786113609069,-4.61900718041703,0.552503167262344,-8.36014606631892,6.26406513224698e-17,2.80066352062763e-14,161.567686530174,34.5932065663014,132.775984149253,3.74660047770099,235.766349908122,21.9395891668222,153.208238894595,12.2312351942876,"MSTN"
"ENSG00000075213",254.965461352855,-2.59224328900951,0.312614151636606,-8.29214952502479,1.11219992688595e-16,4.81223794171653e-14,229.643958944573,338.774850511366,260.210405717788,41.2126052547109,345.358047724741,391.778377978969,379.372782024712,53.3726626659823,"SEMA3A"
"ENSG00000111859",258.19103020363,2.25321509131553,0.274053374413147,8.22181115682493,2.00452650011328e-16,8.11205530857927e-14,124.352657610302,52.4862444454228,187.717770693771,534.515001485341,142.757606366386,62.684540476635,211.573282283012,749.441138268168,"NEDD9"
"ENSG00000117318",786.99789410466,2.4028530055917,0.2922665045049,8.22144504606212,2.01065632894948e-16,8.11205530857927e-14,324.950740324732,607.170418698187,1455.19426306106,1233.88042398953,157.177566605415,266.409297025699,1112.5836395917,1138.61680354096,"ID3"
"ENSG00000074590",444.128627941059,2.09824893424713,0.255300134169926,8.21875374671973,2.05628778417725e-16,8.11205530857927e-14,222.382489887037,218.295062125281,231.213351708181,1152.704080306,283.352218696917,203.724756549064,226.164543130116,1015.19252112587,"NUAK1"
"ENSG00000166482",1173.6533575011,2.17637669596538,0.264970604225747,8.21365336854944,2.14558376314124e-16,8.22249000428954e-14,512.841252188474,869.601640925301,949.271978630288,1999.43578826643,584.72938769262,756.602403552984,742.330395596431,2974.41401315631,"MFAP4"
"ENSG00000017427",53.7893502057246,4.49360213679137,0.549590815688257,8.17626861388504,2.92768929960528e-16,1.09080823821127e-13,8.1691526897279,40.5575525260085,9.15696442408638,139.873084500837,6.48898210756298,31.9691156430838,7.29563042355214,186.804319330938,"IGF1"
"ENSG00000134824",319.884463039944,2.213670433935,0.270870856504508,8.17242010639917,3.02263862212176e-16,1.09574734698701e-13,118.906555817151,380.525272229316,165.588440002229,638.170948035069,146.362596426143,376.734088264576,136.793070441603,595.994733103469,"FADS2"
"ENSG00000163710",150.301139475321,-3.81415850363016,0.471577018616582,-8.0880924070884,6.06064188920281e-16,2.13924709631256e-13,134.337177564414,174.158902023448,264.025807561157,7.49320095540198,144.199602390289,230.679108954017,235.284081159557,12.2312351942876,"PCOLCE2"
"ENSG00000123243",128.430642385953,3.46678828911642,0.429023408932403,8.08065065200823,6.44221170547053e-16,2.21562527193529e-13,23.5997744369917,116.90118081026,108.357412351689,271.004101220372,31.7239125258635,92.1462745006534,40.1259673295368,343.586515912261,"ITIH5"
"ENSG00000124875",176.986187278218,-4.84468575800176,0.600912333361104,-8.0622172137886,7.49229167866171e-16,2.51235270714724e-13,151.583166576062,120.479788386084,479.214471527187,1.24886682590033,150.688584497852,93.3999653101861,410.379211324808,8.89544377766372,"CXCL6"
"ENSG00000155792",180.525148274917,2.65695348769266,0.334057139493724,7.95358989099701,1.81183207234268e-15,5.92734233812984e-13,42.6611307130235,345.932065663014,83.1757601854513,206.063026273554,36.7708986095236,337.869673169063,94.8431955061779,296.885436079527,"DEPTOR"
"ENSG00000117525",2137.48377593648,-1.85214516774477,0.233092623232148,-7.94596217616088,1.92689217622826e-15,6.15366779994041e-13,2960.86400821027,1523.2939581092,2974.48727709073,718.09842489269,3167.34426650269,2002.14422282372,2759.5722077086,994.06584215392,"F3"
"ENSG00000144476",345.630149400742,2.12351221830519,0.271029881769387,7.8349745217837,4.68937788202133e-15,1.46275873329191e-12,147.044748415102,322.074681824186,251.053441293702,623.184546124265,169.434532808589,267.036142430465,227.988450736005,757.224651573624,"ACKR3"
"ENSG00000180875",1134.42820468354,-1.83161655608184,0.237950461289208,-7.69747007910048,1.38786573417178e-14,4.23078252101046e-12,1005.71346446872,1188.09771517366,1962.64270822918,239.782430572863,1005.79222667226,1367.14982779541,1977.11584478263,329.131419773558,"GREM2"
"ENSG00000107796",341.621481301063,2.05035953478381,0.269597535902522,7.60526066352904,2.84330230535053e-14,8.47493640481481e-12,163.383053794558,214.716454549457,267.841209404527,724.342759022191,186.738485095424,244.469707858876,204.27765185946,727.202528824009,"ACTA2"
"ENSG00000122641",505.116308291469,1.98963873284733,0.262463907329497,7.58061842899239,3.43911672841921e-14,1.00280157996276e-11,277.751191450749,261.238353035173,244.185717975637,904.179581951839,297.772178935946,267.662987835231,359.309798359943,1428.83065678723,"INHBA"
"ENSG00000204257",51.2189447442877,3.74571981256841,0.498432245842604,7.51500297946463,5.69096381195603e-14,1.62410420446311e-11,15.4306217472638,9.54295353553142,9.15696442408638,167.348154670644,10.8149701792716,10.0295264762616,7.29563042355214,180.13273649769,"HLA-DMA"
"ENSG00000196562",172.683542484523,2.52455955246324,0.338552158991757,7.45692941371764,8.85621171060969e-14,2.47475765988349e-11,52.6456506671353,82.3079742439585,137.354466361296,357.175912207494,91.5667475178332,73.3409123576629,116.730086776834,470.346589743969,"SULF2"
"ENSG00000140416",13595.2807068503,1.71919326055622,0.231268645123798,7.43374986970645,1.05561499439476e-13,2.88958447343202e-11,7150.73165440849,8294.01949156875,17009.0614177405,19418.6302759242,6755.03037397307,9182.65833442226,14386.9831952448,26565.1309115205,"TPM1"
"ENSG00000164308",106.380566883816,2.8317852231603,0.381651818038722,7.41981326779109,1.17285573999444e-13,3.14630280810909e-11,28.1381925979516,81.1151050520171,74.7818761300388,148.615152282139,30.2819165019606,100.295264762616,107.610548747394,280.206478996407,"ERAP2"
"ENSG00000137809",3249.96726762153,1.83567233456657,0.249176935667064,7.36694321106546,1.74584809046886e-13,4.5915804779331e-11,1431.41708796677,2564.66876267407,2328.15820482396,6914.97561501013,2195.43894639214,2375.1172386597,2223.34337157752,5966.61891386794,"ITGA11"
"ENSG00000104332",779.893408775692,-2.01188350587084,0.274266984498193,-7.33549285763228,2.20907022051082e-13,5.69812670532916e-11,332.212209382268,1118.91130204106,1514.71453181762,72.4342759022191,419.62084295574,1156.52977179392,1510.19549767529,114.52883863742,"SFRP1"
"ENSG00000114251",2368.66360793192,1.62798812462287,0.22279413043419,7.30714099806035,2.72886172909346e-13,6.90607969289256e-11,1423.24793527704,1159.46885456707,1371.25542250694,4415.99309638357,1860.17487083472,1130.8291101985,1858.56185039991,5729.77772328764,"WNT5A"
"ENSG00000137962",1720.95226003144,-1.64477019992808,0.227808070950898,-7.21998212382298,5.19944087218892e-13,1.29148334108648e-10,2543.32953740195,1203.6050146689,1429.24953052615,870.46017765253,3517.74930031109,1189.12573284177,1958.87676872375,1055.22201812536,"ARHGAP29"
"ENSG00000041982",9444.25196096999,1.75177622711922,0.242888199161282,7.2122739316619,5.50251369490158e-13,1.34191302163118e-10,3553.58142003164,10003.4010436208,9369.10076657772,13833.697830498,5326.01231428531,8330.14858394002,9230.79639339935,15907.2773354071,"TNC"
"ENSG00000088340",301.335793076521,2.12099450272374,0.294758528543655,7.19570189606781,6.21402616301512e-13,1.48837023079503e-10,206.951868139773,78.7293666681342,64.8618313372785,971.618390550457,181.691499011764,102.802646381681,85.7236574767377,718.307085046345,"FER1L4"
"ENSG00000042493",638.172695530032,-1.95531868335659,0.273840335817896,-7.14036037648184,9.30865432417665e-13,2.19047334123125e-10,884.083857754997,765.822021226397,698.218537336587,199.818692144053,878.175578556857,933.999653101861,490.631145983882,254.632078135624,"CAPG"
"ENSG00000132003",126.173444447625,2.43187051640844,0.340699708277338,7.13787085027039,9.47876245609311e-13,2.19204553144098e-10,58.0917524602873,66.80067474872,65.6249117059524,377.1577814219,57.6798409561154,60.8040042623359,67.4845814178573,255.744008607832,"ZSWIM4"
"ENSG00000203805",87.2889836702474,2.74428669420807,0.385823602599129,7.11280148679599,1.13710780625721e-12,2.58508932293694e-10,30.8612434945276,29.8217297985357,111.409733826384,202.316425795853,24.5139324063491,25.7006615954203,105.786641141506,167.901501303403,"PLPP4"
"ENSG00000106538",69.9270447451494,3.77467084230985,0.534159572182151,7.06656032932172,1.58821142964068e-12,3.55044665096174e-10,22.6920908047997,15.5072994952386,9.15696442408638,179.836822929648,12.2569662031745,5.64160864289715,21.8868912706564,292.437714190695,"RARRES2"
"ENSG00000170421",34.2906802460089,4.86923137935194,0.692914267566432,7.02717725304323,2.10753568135167e-12,4.63416001540491e-10,2.72305089657597,4.77147676776571,8.39388405541252,154.859486411641,5.0469860836601,1.88053621429905,5.47172281766411,91.1782987210531,"KRT8"
"ENSG00000134107",424.570579649196,1.79104998732245,0.25503456548095,7.0227734971722,2.17506670524599e-12,4.70551124475233e-10,186.98282823155,412.732740411734,343.386165903239,651.908483119972,237.929343943976,403.061595264763,341.070722301063,819.49275801727,"BHLHE40"
"ENSG00000213694",127.380297951424,-2.85076720736698,0.407453921316473,-6.99653889243777,2.62362967339723e-12,5.58583250940905e-10,190.613562760318,121.672657578026,135.828305623948,33.7194042993089,219.90439364519,191.814693858503,102.13882592973,23.3505399163673,"S1PR3"
"ENSG00000178726",128.895460128893,-3.23428241567502,0.463682215282877,-6.9752134308233,3.05406808577526e-12,6.40065863039119e-10,96.2144650123508,146.722910608796,265.551968298505,11.239801433103,103.102715709056,144.801288501027,253.523157218437,10.0073742498717,"THBD"
"ENSG00000102466",305.776254351389,1.94033340207835,0.279022912000319,6.9540289296247,3.54998760796086e-12,7.32553596701215e-10,139.783279357566,300.60303636924,120.566698250471,438.352255891016,161.503554677123,351.033426669156,186.03857580058,748.32920779596,"FGF14"
"ENSG00000118523",11199.0552541699,1.80197301745084,0.259817812290068,6.93552532664336,4.04714379225533e-12,8.10214025157027e-10,6143.20282267538,9247.12197592995,7580.44038240618,16047.9387128192,6346.94549920855,9575.69040321076,6480.34372372019,28170.7585133888,"CTGF"
"ENSG00000164761",2933.61971697283,-1.68742651054968,0.243413881232131,-6.93233476253753,4.13950938508445e-12,8.16518226207907e-10,2250.14772420394,3727.71622481696,4400.68448614218,720.596158544491,3334.61580527542,4066.97298612408,3959.70341238293,1008.52093829262,"TNFRSF11B"
"ENSG00000231106",68.6387891945092,-4.35023757843113,0.627722633687945,-6.93019073228723,4.20273594654521e-12,8.16975322478419e-10,127.98339213907,133.60134949744,34.3386165903239,7.49320095540198,89.4037534819789,132.891225810466,20.0629836647684,3.33579141662389,"LINC01436"
"ENSG00000136928",243.686585657804,-2.09792189159227,0.304053331370674,-6.89984839874909,5.2058064479236e-12,9.97506884085703e-10,290.458762301436,96.6224045472557,579.177999823464,79.9274768576211,268.211260445937,94.0268107149525,488.807238377994,52.2607321937743,"GABBR2"
"ENSG00000189223",394.623175765962,-1.85889107469047,0.269542151280484,-6.89647636133954,5.33082308904408e-12,1.0070750717373e-09,904.052897663221,28.6288606065943,309.810629681589,300.97690504198,1064.19306564033,36.9838788812146,269.938325671429,242.400842941336,"PAX8-AS1"
"ENSG00000219438",97.0015498174574,3.38557698313108,0.492337479459171,6.87653718106147,6.13249349897836e-12,1.14243243474718e-09,17.2459890116478,211.137846973633,65.6249117059524,166.099287844744,6.48898210756298,142.920752286728,87.5475650826257,78.9470635267655,"FAM19A5"
"ENSG00000196154",1415.70501691304,-1.90015052190909,0.278489711007443,-6.82305466523432,8.91247213009753e-12,1.63757518741093e-09,1568.47731642776,2209.19374347552,1881.75618914975,363.420246336996,1304.28540362016,2548.75341577998,1050.57078099151,399.183039522659,"S100A4"
"ENSG00000064309",233.471407864383,-2.2821442628503,0.335000066271326,-6.81236958622548,9.60040762815055e-12,1.7401387502214e-09,262.320569703485,323.267551016127,212.136342491335,73.6831427281195,387.175932417925,263.901915406633,286.353494124422,58.9323150270221,"CDON"
"ENSG00000170961",1441.58396974636,-1.45493445362826,0.214172497321251,-6.7932833198742,1.09609818072166e-11,1.96026198640261e-09,1851.67460967166,1197.64066870919,1534.55462140314,645.664148990471,2152.17906567506,1389.716262367,1940.63769266487,820.604688489478,"HAS2"
"ENSG00000189320",263.915643931652,-2.09993798936106,0.309596254941666,-6.78282749174962,1.17846325076616e-11,2.07983257664823e-09,181.536726438398,342.35345808719,409.774157977866,46.2080725583122,247.302318099345,352.913962883455,477.863792742665,53.3726626659823,"FAM180A"
"ENSG00000079931",1498.14144379583,-1.56503571523935,0.23150847308459,-6.76016602929045,1.37833698019493e-11,2.40099141757851e-09,1297.07991040235,2582.56180055319,1038.55238176513,420.868120328411,1630.17650502221,3435.73966352436,1008.62090605608,571.532262714894,"MOXD1"
"ENSG00000180914",945.802021370533,-1.6086241942332,0.238244973013469,-6.75197538855211,1.45845620837379e-11,2.50798373370739e-09,2027.7652343169,399.611179300378,398.327952447758,568.23440578465,2265.37575355143,446.313928193641,594.5938795195,866.193837850004,"OXTR"
"ENSG00000273264",36.7958613116133,4.16200341387441,0.617375206960118,6.74144890652092,1.5681488160245e-11,2.66247848978945e-09,6.35378542534392,2.38573838388286,2.2892411060216,122.388948938232,8.65197614341731,7.5221448571962,9.11953802944018,135.655517609372,""
"ENSG00000176490",226.934007328783,-2.1205276219617,0.314663105819561,-6.73904116098593,1.59435236063575e-11,2.67313102665091e-09,250.520682484989,264.816960610997,456.322060466971,54.9501403396145,170.15553082054,221.903273287288,355.661983148167,41.1414274716947,"DIRAS1"
"ENSG00000071282",1363.63786087528,1.46291468174648,0.217226437963012,6.73451489360413,1.64477756241358e-11,2.7236298079819e-09,1020.2364025838,628.642064153133,885.936308030358,2693.80574346701,1081.49701792716,672.605119314293,820.758422649616,3105.62180887685,"LMCD1"
"ENSG00000119927",299.995842435956,1.90690159487335,0.283588308700214,6.72418973692309,1.76572225990534e-11,2.88824788684272e-09,111.645086759615,171.773163639566,286.918218621373,509.537664967335,178.086508952006,170.501950096447,412.203118930696,559.301027520606,"GPAM"
"ENSG00000064042",233.603122004157,1.87345934974297,0.278914090081895,6.71697636068828,1.8553405363127e-11,2.9982750136822e-09,98.9375159089268,249.309661115758,122.092858987818,393.393050158604,132.663634199065,271.42406026383,149.560423682819,451.443771716434,"LIMCH1"
"ENSG00000119681",6823.94394185463,1.64706115367178,0.246234473066478,6.68899497767361,2.24708443189008e-11,3.58811231963591e-09,3426.50571152476,5653.00710061043,5589.56370053606,11925.4293205223,4743.44592062854,4243.11654486342,5385.99916018737,13624.4840759642,"LTBP2"
"ENSG00000197632",179.331564174642,-4.20740091011687,0.630527474194782,-6.67282724751994,2.5092170381524e-11,3.95954448620449e-09,77.153108736319,268.395568186821,321.256835211697,2.49773365180066,73.5417972190472,277.692514311493,408.55530371892,5.55965236103982,"SERPINB2"
"ENSG00000174697",58.1873817975467,-4.1787257103668,0.629988887543022,-6.63301495152394,3.28898479532858e-11,5.12966896043515e-09,94.3990977479668,71.5721515164857,49.6002239638012,4.99546730360132,96.6137336014933,97.1610377387842,45.5976901472009,5.55965236103982,"LEP"
"ENSG00000147883",118.655823786791,2.31790477052907,0.349593057930553,6.63029404602627,3.35018814742985e-11,5.16506593350305e-09,64.4455378856312,40.5575525260085,64.0987509686047,253.519965657767,53.3538528844068,56.4160864289715,76.6041194472975,340.250724495637,"CDKN2B"
"ENSG00000134198",90.7190736169405,2.53892647689183,0.384462819582782,6.60382837447601,4.00673361207631e-11,6.10708158395222e-09,23.5997744369917,48.9076368695985,105.305090876993,141.121951326737,34.6079045736693,53.9087048099061,120.37790198861,197.923624053018,"TSPAN2"
"ENSG00000069702",653.475913509712,-1.60815318737304,0.244321638983652,-6.58211525619573,4.63801813740757e-11,6.9898581210166e-09,572.748371913145,1022.2888974938,631.067464893286,187.33002388505,744.79094634584,1044.32444434074,780.632455320079,244.624703885752,"TGFBR3"
"ENSG00000107984",1600.09731762969,-1.68384605407558,0.256300539058028,-6.56981081766024,5.03792283380556e-11,7.50818432998155e-09,503.764415866554,3010.80184046016,2379.28458952511,126.135549415933,583.287391668717,3636.95703845436,2343.72127356613,216.826442080553,"DKK1"
"ENSG00000154027",369.007596572956,-1.85768583312841,0.282905540272203,-6.5664526447273,5.15280239762221e-11,7.59500423728646e-09,456.56486699257,255.274007075466,696.692376599239,109.900280679229,382.128946334265,326.586455883268,603.71341754894,121.200421470668,"AK5"
"ENSG00000134769",58.6422436317339,-3.28447114781352,0.501307761944535,-6.5518058908031,5.68454025537974e-11,8.28768896145744e-09,131.614126667838,28.6288606065943,44.2586613830842,19.9818692144053,175.202516904201,22.5664345715886,34.6542445118727,12.2312351942876,"DTNA"
"ENSG00000176170",687.021432036394,1.59640009522874,0.244431767243701,6.53106637173354,6.53030495898607e-11,9.41838499084732e-09,578.194473706297,313.724597480596,606.648893095723,1582.31426841572,359.77800796377,271.42406026383,565.411357825291,1218.67579753993,"SPHK1"
"ENSG00000104881",191.407333771236,2.13535576037788,0.327641977178118,6.51734487372178,7.15627657082847e-11,1.013925738963e-08,93.4914141157748,103.779619698904,176.271565163663,385.899849203202,74.2627952309986,82.1167480243918,266.290510459653,349.146168273301,"PPP1R13L"
"ENSG00000122877",52.8814382000926,3.6766787452316,0.564182881650313,6.51682081256489,7.18131254763922e-11,1.013925738963e-08,19.0613562760318,8.35008434359,3.05232147469546,123.637815764133,10.8149701792716,5.0147632381308,1.82390760588804,251.296286719,"EGR2"
"ENSG00000118898",251.085698948274,-2.31056415790226,0.355150744488802,-6.50586882825785,7.72456086689819e-11,1.07926598862193e-08,177.90599190963,474.761938392688,206.794779910617,56.1990071655149,368.429984107187,458.223990884202,215.221097494788,51.1488017215664,"PPL"
"ENSG00000165757",855.76963072472,1.70690665510953,0.262829496145107,6.49434968351935,8.33928461091034e-11,1.15314252047567e-08,507.395150395322,328.039027783893,445.638935305537,2066.87459686505,693.600087497288,323.452228859437,687.61316741979,1793.54385167145,"JCAD"
"ENSG00000175265",875.052646232982,1.5633374260771,0.241328922044942,6.47803592221724,9.29242339887322e-11,1.27182933723558e-08,621.763288051512,417.5042171795,273.182771985244,1723.43621974246,695.042083521191,584.846762647004,479.687700348554,2204.95812638839,"GOLGA8A"
"ENSG00000196923",1861.8274363524,1.52328019361663,0.236293825391125,6.446550988352,1.14424132923166e-10,1.55027363121054e-08,1506.7548294387,1299.03455002422,1478.08667412128,4017.60457892136,969.021328062739,1043.69759893597,1544.84974218717,3035.57018912774,"PDLIM7"
"ENSG00000198542",2608.66547151209,1.52648707256255,0.236900971023757,6.44356612793062,1.16698388113764e-10,1.56527547976991e-08,976.66758823858,3369.85546723453,2248.79784648188,2496.48478497476,1329.52033403846,3799.93684369361,2409.3819473781,4238.67896005676,"ITGBL1"
"ENSG00000121039",1157.17632556292,-1.68593421735198,0.262558703145307,-6.42117056930667,1.35230397562558e-10,1.79588645792731e-08,2229.27100066352,799.222358600757,933.247290888137,551.999137047946,1851.5228946913,759.736630576816,1400.76104132201,731.650250712841,"RDH10"
"ENSG00000162496",970.481208173082,1.50443506483185,0.234810728728232,6.40701160879695,1.48399524021124e-10,1.95145374087779e-08,515.56430308505,849.322864662297,1146.90979411682,1248.86682590033,429.71481512306,984.147285483169,1152.70960692124,1436.61417009269,"DHRS3"
"ENSG00000157168",156.637135777291,2.18481084419739,0.342629497692791,6.37659880106509,1.81063958714272e-10,2.35456652103562e-08,57.1840688280953,190.859070710628,68.6772331806479,367.166846814697,80.0307793266101,147.935515524859,76.6041194472975,264.639452385496,"NRG1"
"ENSG00000142156",21258.8306857318,1.40918513154667,0.221037088492581,6.37533339385244,1.82565360611127e-10,2.35456652103562e-08,10728.8205325093,25467.7572479495,22382.6733739418,29764.2430616826,11721.9856783066,18751.4534381806,21310.5364671958,29943.1756860883,"COL6A1"
"ENSG00000149218",173.811252965457,-2.01694563710981,0.316648547114485,-6.36966648193899,1.89439689944901e-10,2.41883762148884e-08,217.844071726077,137.179957073264,238.84415539492,58.6967408173155,263.885272374228,160.472423620186,253.523157218437,60.0442454992301,"ENDOD1"
