"Ensembl_ID","hgnc_symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","1-TDPneg","1-TDPpos","2-TDPneg","2-TDPpos","3-TDPneg","3-TDPpos","4-TDPneg","4-TDPpos","5-TDPneg","5-TDPpos","6-TDPneg","6-TDPpos","7-TDPneg","7-TDPpos"
"ENSG00000050165","DKK3",6033.62824370719,0.143718173951745,0.158567984319286,0.906350513117196,0.3647503570598,0.727772838366919,5632,6459,4845,7476,4823,4514,7708,11489,5939,6574,4888,5378,5276,5549
"ENSG00000108960","MMD",1534.90498995889,-0.167448799197933,0.184784544117776,-0.906184010125904,0.364838464919942,0.727821454223877,1257,1124,1702,1918,1383,1093,2667,3328,1681,1322,1715,1062,1028,1223
"ENSG00000088992","TESC",1079.47665002111,-0.190494169219232,0.210279731442479,-0.905908372207244,0.36498435258557,0.727821454223877,1027,1157,1037,1181,1375,988,1013,801,1054,1022,856,702,1402,1289
"ENSG00000110721","CHKA",5203.67672777118,-0.213127763739266,0.23527835774416,-0.905853669596843,0.365013309524608,0.727821454223877,2256,2529,8117,7366,7227,6253,8229,6669,3096,2810,6989,5488,3712,4906
"ENSG00000101400","SNTA1",1044.3115010875,-0.118076949830622,0.130353363201518,-0.905822043487151,0.365030051525269,0.727821454223877,881,992,1071,1215,1345,1172,1148,1335,1303,1110,886,862,855,722
"ENSG00000159176","CSRP1",215.700306780134,0.258338050169734,0.28523920953997,0.905689125230638,0.36510042007204,0.727821454223877,158,235,133,253,195,166,548,643,155,221,122,143,75,180
"ENSG00000173452","TMEM196",2762.49453433739,-0.16515070076615,0.18236274423276,-0.905616448474576,0.36513889961589,0.727821454223877,2394,2369,3300,3083,2192,1799,3227,3823,3747,3388,3958,3290,1589,1612
"ENSG00000109390","NDUFC1",345.606187554557,-0.203345865974043,0.224538934717852,-0.905615171950292,0.365139575508978,0.727821454223877,249,244,280,384,411,418,381,274,320,346,255,272,596,381
"ENSG00000138792","ENPEP",473.72486869774,-0.229295607286945,0.253193745861124,-0.905613235062736,0.365140601052192,0.727821454223877,425,402,605,667,682,532,418,210,488,216,555,358,366,683
"ENSG00000161057","PSMC2",696.729733381403,-0.178346282815004,0.196939790246374,-0.905587858054944,0.365154037836335,0.727821454223877,450,445,632,792,548,497,1339,1231,750,518,1029,807,506,630
"ENSG00000223431","MTND6P21",1.26389000662132,-0.1975024111703,0.218118158760422,-0.905483579600697,0.365209255116132,NA,2,1,0,0,11,2,0,0,0,0,1,0,0,0
"ENSG00000228237","EFCAB14-AS1",14.488629077572,-0.28865293299439,0.318895954097898,-0.905163359036458,0.365378850138918,0.728185500640389,14,10,18,24,14,4,22,9,24,15,15,10,8,20
"ENSG00000168899","VAMP5",3.55557755337958,0.307653077978862,0.339926823961006,0.905056783674576,0.36543530542256,NA,2,4,1,0,5,14,0,6,5,3,4,6,0,1
"ENSG00000100033","PRODH",5.37880450264191,-0.317067309962151,0.350391739620187,-0.904893792033573,0.36552165616725,NA,18,8,6,3,2,1,11,7,4,7,0,2,4,0
"ENSG00000235899","LINC01564",2.35020187876089,-0.295308723207754,0.326354931005125,-0.904869806312553,0.365534364549659,NA,1,0,13,3,2,3,0,1,3,4,2,1,1,0
"ENSG00000237668","RPS15AP38",4.47555424304771,-0.325521711634383,0.359945049653532,-0.904365018904181,0.365801880630801,NA,1,1,8,8,4,1,14,9,3,3,6,5,4,1
"ENSG00000178187","ZNF454",524.231302097627,0.181399843626123,0.200587780274432,0.904341447808747,0.365814375304553,0.728956021323985,393,483,621,852,494,784,676,723,530,594,486,556,222,234
"ENSG00000010361","FUZ",163.91833083244,-0.162931903543913,0.180179706299626,-0.904274442944031,0.365849895003473,0.728956021323985,126,94,188,175,190,173,200,259,196,210,167,186,136,76
"ENSG00000166292","TMEM100",124.55281928207,0.32309093704649,0.357373897634607,0.904069768903019,0.36595840732384,0.729088109837955,275,330,40,66,90,40,134,224,88,218,19,22,13,131
"ENSG00000237057","LINC02087",2.39488590627274,0.264528086585017,0.292607185373743,0.904038245838491,0.36597512173529,NA,3,1,0,1,1,1,0,0,0,8,0,1,4,11
"ENSG00000100652","SLC10A1",242.344847142668,-0.27578790920741,0.305154062443969,-0.903766140285444,0.366119419519926,0.729324749762325,403,248,355,388,190,142,230,73,409,401,94,142,160,149
"ENSG00000176018","LYSMD3",623.615887394694,-0.153943061235895,0.170364621680238,-0.903609327556487,0.366202593550879,0.729406296197247,637,629,672,774,526,518,646,738,1022,718,684,528,371,438
"ENSG00000162688","AGL",2153.16445683487,0.176004814804799,0.194834046959263,0.903357588428061,0.366336141530889,0.729505815298588,1069,1364,2455,3524,1770,2431,2433,2499,2203,2428,3054,3470,1142,1559
"ENSG00000129245","FXR2",428.020707976597,-0.118837272829023,0.131550892321519,-0.903355885557783,0.366337045009517,0.729505815298588,310,292,573,642,415,432,586,535,435,386,423,363,352,422
"ENSG00000100439","ABHD4",280.508473253142,-0.201662131063062,0.223314281076754,-0.903041803196412,0.366503709011118,0.729670239158282,179,202,196,360,166,185,447,377,314,309,314,301,448,208
"ENSG00000053371","AKR7A2",288.252088018641,-0.174277401989811,0.192989461789825,-0.903041028113791,0.366504120357805,0.729670239158282,193,162,297,296,315,231,468,577,310,232,372,228,201,322
"ENSG00000232908","HSD17B7P1",2.47385708922937,-0.257524366818483,0.285190677372649,-0.902990129940272,0.366531133327738,NA,5,1,0,2,15,3,0,0,3,0,1,4,0,0
"ENSG00000140319","SRP14",429.451513317469,0.237152861705279,0.262712077999605,0.902710159011552,0.366679743298324,0.729877330059373,342,402,363,587,403,413,554,1445,389,441,417,327,230,120
"ENSG00000162063","CCNF",229.122328511305,0.189102285115507,0.209506558490586,0.90260794925904,0.366734006106623,0.729877330059373,198,207,165,293,265,180,176,189,211,268,236,270,189,359
"ENSG00000169217","CD2BP2",272.712182140235,0.224158780681969,0.248364310667876,0.902540224395304,0.366769963762919,0.729877330059373,144,145,239,287,387,525,396,582,171,179,204,229,192,310
"ENSG00000235875","ARHGEF7-AS2",9.57295320680208,0.324566815175149,0.359620222660919,0.902526595344385,0.366777200200083,0.729877330059373,3,1,16,10,5,21,8,1,7,8,12,11,1,31
"ENSG00000136100","VPS36",3177.82050985758,-0.0849226508747279,0.0941056965099176,-0.90241774966065,0.366834995749312,0.729908231546823,2944,2695,3211,4054,3220,3398,4057,3652,3968,3350,3041,3138,2204,2545
"ENSG00000149646","CNBD2",44.4986819498699,-0.273468490089043,0.303080435890867,-0.902296742728433,0.366899255417004,0.729951986382055,43,36,63,72,30,52,122,25,48,52,19,37,30,17
"ENSG00000280038","DNM1P41",5.17516090469017,0.324875956629652,0.360105086388541,0.902169863491241,0.366966641056168,NA,4,8,2,7,2,4,10,21,6,2,4,2,1,5
"ENSG00000211795","TRAV8-6",0.535929714957785,-0.144217974090957,0.159914190655057,-0.901846005662141,0.367138677116846,NA,0,0,0,0,0,0,3,0,0,0,0,0,4,15
"ENSG00000188596","CFAP54",2994.93622822803,-0.195973758972791,0.217332976880787,-0.901721228804997,0.367204973066243,0.730476060347996,1690,1728,4051,2638,2954,2386,2101,2481,3837,3674,4590,4262,2887,3031
"ENSG00000129566","TEP1",110.285297024068,0.246504476012033,0.273510290886982,0.901262161700128,0.367448947003423,0.730877201774029,87,106,51,170,51,117,154,180,105,133,51,155,166,56
"ENSG00000186335","SLC36A2",7.62787302545367,-0.307736106095157,0.341550997342843,-0.900996069369567,0.367590409573731,0.731074373249885,1,0,17,16,13,2,1,8,6,1,30,16,2,0
"ENSG00000198373","WWP2",2361.65382324901,-0.157286696650081,0.174597869037627,-0.900851181729971,0.367667450400594,0.731092543033703,1956,1599,2341,2748,3347,3125,3554,4095,2306,1931,1749,1624,2028,1773
"ENSG00000095564","BTAF1",4779.93052411346,-0.125093823317594,0.13886666763812,-0.900819652730361,0.367684216587394,0.731092543033703,3623,3224,6540,6272,4674,4401,5411,5862,5790,4878,6052,5452,2712,4039
"ENSG00000107262","BAG1",178.203411108963,0.241529572807873,0.268154150345082,0.900711670869361,0.367741641746419,0.731122543324765,97,135,236,317,203,191,292,503,140,126,126,149,51,121
"ENSG00000231256","C17orf105",2.73042752909162,0.287726600980175,0.319462024991559,0.900659791998056,0.367769233111304,NA,0,4,1,6,0,4,1,0,10,5,1,7,0,1
"ENSG00000122068","FYTTD1",1117.27461270814,-0.176583906840822,0.196084251671938,-0.900551193352636,0.367826994610788,0.731183522190015,965,836,1740,1887,918,952,1122,1564,1445,1199,1390,1051,671,495
"ENSG00000109320","NFKB1",6086.49351088043,0.121497401048636,0.134932886720663,0.900428383335183,0.367892321668173,0.731183522190015,5813,6139,6243,9294,5254,6468,6301,6444,6956,7454,5916,6028,3588,5030
"ENSG00000124228","DDX27",607.770923239259,0.116357511526683,0.129226507608629,0.900415198707366,0.367899335474494,0.731183522190015,462,596,657,812,686,707,566,725,691,641,572,720,385,472
"ENSG00000171490","RSL1D1",823.353663616661,0.108907829708101,0.120971612980393,0.900275916183345,0.367973434471981,0.731225835487207,636,674,634,1006,834,969,994,1470,778,882,837,740,724,699
"ENSG00000168273","SMIM4",497.441966085539,0.171522382314131,0.190534696128929,0.900216001594098,0.368005312190591,0.731225835487207,504,472,548,826,411,534,444,405,630,703,414,470,249,480
"ENSG00000248371","LINC02056",201.528442007584,0.265780438889089,0.295367496425814,0.899829676945663,0.368210898545595,0.731294706287059,294,247,107,166,109,196,94,119,300,334,205,207,86,306
"ENSG00000106355","LSM5",413.752025594942,0.211424984532903,0.23496812324613,0.89980283968747,0.368225182904434,0.731294706287059,378,371,441,621,306,393,173,376,661,561,448,493,194,466
"ENSG00000166265","CYYR1",65.0389401385177,0.32379282681696,0.359892519280552,0.899693129115999,0.368283580876204,0.731294706287059,45,61,19,66,4,44,7,5,194,281,16,39,58,75
"ENSG00000144524","COPS7B",2040.62198456286,-0.134182421470787,0.149144439918801,-0.899681017568207,0.368290028099832,0.731294706287059,1401,1446,2118,2326,2370,2090,2493,3166,1734,1537,2994,2259,1678,1740
"ENSG00000265630","GLUD1P8",6.33214375440118,0.30820796589539,0.342599113690962,0.899616938803308,0.368324139700896,NA,3,4,6,8,5,11,8,13,5,5,5,11,5,4
"ENSG00000148481","MINDY3",6045.87379619136,-0.175410834810897,0.19498540854331,-0.899610058626179,0.368327802401777,0.731294706287059,5330,4753,7337,7185,5161,4694,4514,5038,6459,5347,10190,8040,4948,6079
"ENSG00000214212","C19orf38",32.7224533940434,0.318914695240541,0.354538359933137,0.899520986391108,0.36837522255222,0.731294706287059,53,70,15,30,12,30,5,12,68,70,12,32,12,23
"ENSG00000103051","COG4",616.426467211106,-0.174676852953779,0.19418910332747,-0.899519334301744,0.368376102125108,0.731294706287059,465,355,483,761,639,918,1042,651,576,531,492,600,807,485
"ENSG00000163072","NOSTRIN",46.347672597473,-0.286856685924009,0.318901730725155,-0.899514359083979,0.368378750940478,0.731294706287059,42,19,47,71,16,55,59,46,60,57,25,49,100,11
"ENSG00000173376","NDNF",129.803463544448,0.305295994351411,0.339563641152794,0.899083286169725,0.368608299985412,0.731490553167321,166,64,3,306,1,66,255,607,207,229,4,125,7,19
"ENSG00000133657","ATP13A3",3696.25455731173,-0.152772344295522,0.169931297752439,-0.899024172216264,0.368639785476491,0.731490553167321,2495,2180,4866,5343,3526,3298,4766,4556,3892,3336,5488,4989,2256,2637
"ENSG00000078699","CBFA2T2",8209.4997580723,-0.0974635764288285,0.108419999174112,-0.898944633566278,0.36868215228493,0.731490553167321,6874,6397,8051,9294,8637,8784,12439,12411,7867,7539,7590,7220,7227,7517
"ENSG00000162511","LAPTM5",30.468263660875,0.285519921155607,0.31761892683345,0.89893862435133,0.368685353257645,0.731490553167321,28,29,16,26,14,26,54,58,57,45,13,29,7,42
"ENSG00000136274","NACAD",952.88647960321,0.128613202719334,0.143073433631456,0.898931405047772,0.368689198840023,0.731490553167321,611,599,817,1099,1111,1115,1218,1578,906,1177,1054,1189,618,769
"ENSG00000135100","HNF1A",139.199676280631,0.293545190371434,0.326607822288903,0.898769626257687,0.368775381795962,0.731556946578446,195,237,52,119,84,69,48,80,242,293,106,92,72,207
"ENSG00000065978","YBX1",864.297222741306,-0.151981017837073,0.169110273104599,-0.898709552334941,0.368807387625916,0.731556946578446,664,663,1132,1306,838,856,1145,1227,1021,880,1056,881,518,395
"ENSG00000119392","GLE1",548.47557715346,-0.185408332198517,0.206337823286049,-0.898566870803341,0.368883411576089,0.73158633433392,367,311,387,540,575,579,888,1119,445,479,724,534,658,355
"ENSG00000163539","CLASP2",32363.3058984339,-0.0930397915481735,0.103547509915137,-0.898522732458028,0.368906931459828,0.73158633433392,25978,23640,34244,38957,29754,32031,39949,35565,37818,32776,39773,39298,24042,29128
"ENSG00000115137","DNAJC27",642.217565450455,-0.166752865457577,0.185604491848589,-0.898431195262287,0.368955711617277,0.731592377381776,519,452,906,1065,636,642,1035,556,692,605,708,712,304,470
"ENSG00000138785","INTS12",190.082777705358,0.192300598558411,0.214065377483624,0.898326487071093,0.369011515515403,0.731592377381776,140,95,154,292,158,355,258,156,215,243,159,237,140,148
"ENSG00000136193","SCRN1",7012.97114014224,-0.121029230687222,0.134743902075435,-0.898216756550996,0.369070001680768,0.731592377381776,6151,5498,7423,9036,6589,6513,9479,12433,8163,6786,8252,6543,4752,4253
"ENSG00000105011","ASF1B",15.1419526480507,0.30552594441043,0.340191799072083,0.898099087761054,0.369132725334789,0.731592377381776,17,18,11,17,14,8,4,51,17,22,16,15,7,5
"ENSG00000148200","NR6A1",6267.16814021679,0.123028630806696,0.136988772769089,0.898092802204129,0.369136076053736,0.731592377381776,5627,6219,6339,7293,5359,5987,5418,6678,6362,7086,6811,6987,4884,7244
"ENSG00000100647","SUSD6",3135.71686051139,-0.147584868409766,0.164341272041036,-0.898038980572783,0.369164768185502,0.731592377381776,3058,3110,3280,4343,3331,2826,4679,3975,3279,3002,1937,2171,3095,2564
"ENSG00000114354","TFG",2959.4476837345,-0.143293541097219,0.159576638026655,-0.897960646803975,0.369206530133892,0.731592377381776,2431,2334,3606,4467,2567,2471,3292,4076,3887,3452,3581,3056,2182,1425
"ENSG00000123106","CCDC91",13685.0315902333,0.144588636858674,0.161080906859322,0.897614991607599,0.369390843778765,0.731873621066486,10937,12324,14713,18590,10377,13219,12210,14492,14239,14454,17680,21512,8976,11419
"ENSG00000198502","HLA-DRB5",0.493041760797229,0.143738946822589,0.160139937261731,0.897583384135239,0.369407700678555,NA,0,0,0,0,0,0,42,4,0,0,0,4,0,0
"ENSG00000258602","LINC01629",47.8200702073731,-0.295238622426403,0.328965326697248,-0.897476416103013,0.36946475242635,0.731924579608661,13,5,43,54,109,50,77,117,46,20,55,48,43,33
"ENSG00000099330","OCEL1",47.3216749678248,0.291719612516493,0.325069160040795,0.897407839242221,0.369501330999381,0.731924579608661,27,27,36,89,62,57,21,185,26,29,37,19,61,32
"ENSG00000226421","SLC25A5P5",13.3761707877557,0.320865240248508,0.357676816222497,0.897081459282814,0.369675451377538,0.732132056160654,2,17,3,17,13,16,1,0,30,28,16,37,6,4
"ENSG00000155886","SLC24A2",61922.0502734417,0.175962197718854,0.196175458109182,0.896963358285733,0.369738469617782,0.732132056160654,72715,80493,43316,66796,51525,64378,58171,64082,58544,71754,42916,54409,59668,70502
"ENSG00000155508","CNOT8",534.852074788946,-0.181954712683203,0.2028749700085,-0.896881033059821,0.369782401992226,0.732132056160654,611,516,758,759,588,420,475,666,751,533,535,482,222,337
"ENSG00000085719","CPNE3",1526.09717574287,0.140505972135289,0.15666181195099,0.896874422588991,0.369785929771949,0.732132056160654,1188,1341,1708,2442,1210,1545,1480,1761,1624,1692,1973,2048,842,1125
"ENSG00000183647","ZNF530",165.783916812823,0.215783571352844,0.240611224842574,0.896814234223799,0.369818051183588,0.732132056160654,105,120,175,256,179,237,203,222,188,189,183,253,41,83
"ENSG00000061273","HDAC7",715.840343907487,-0.122972293401814,0.13715692082113,-0.896581030440202,0.36994252408141,0.732221421300942,589,595,706,743,751,771,1192,914,703,738,591,568,648,712
"ENSG00000225791","TRAM2-AS1",116.029104709862,-0.228753650961515,0.255144074974203,-0.896566580997984,0.369950237350975,0.732221421300942,91,72,154,168,105,123,275,66,124,87,80,101,72,151
"ENSG00000122778","KIAA1549",7558.73729154336,-0.119660990661926,0.133477015432417,-0.896491356764813,0.369990394479821,0.732221421300942,7345,6514,7867,8839,8913,8657,10754,9838,8546,8038,5530,5718,5530,6096
"ENSG00000236052","LINC01643",60.7992955968404,0.316874041474732,0.353647154499119,0.896017506272688,0.370243413457623,0.732638192620566,12,15,21,80,42,146,221,112,12,46,23,132,40,24
"ENSG00000256525","POLG2",258.798549963647,-0.185015074884472,0.206531167356266,-0.895821571401478,0.370348066974171,0.732703942851839,192,186,306,351,261,256,437,188,315,304,336,323,114,171
"ENSG00000261455","LINC01003",21.3656543089924,0.321245374871744,0.358614262292382,0.895796427108717,0.370361498474359,0.732703942851839,6,6,19,50,12,20,58,110,6,14,22,14,4,5
"ENSG00000213133","PPP1R14BP5",2.23217585359617,-0.210380391596954,0.234955923418354,-0.89540365076201,0.3705713497962,NA,3,0,5,0,0,0,0,0,12,7,5,0,0,0
"ENSG00000105520","PLPPR2",549.399697351563,-0.23483112300465,0.262395253802028,-0.894951869753806,0.370812817226964,0.733444922163785,392,271,437,467,658,662,1274,1457,455,396,383,325,614,326
"ENSG00000101928","MOSPD1",278.016581224324,0.148213145630903,0.165613013866067,0.89493658844204,0.370820986473566,0.733444922163785,198,237,291,471,276,283,401,542,243,278,250,229,176,204
"ENSG00000129317","PUS7L",2453.8742026477,0.149028007401186,0.166557252980134,0.89475543535148,0.370917837736759,0.733535095209948,2068,1959,2547,3316,1908,2486,1884,2753,3707,3882,2110,2483,1711,2296
"ENSG00000178913","TAF7",2042.51233227636,0.127651468787087,0.142682296542219,0.894655271751354,0.370971395709127,0.733535095209948,1552,1239,2150,2801,2010,2160,2096,3254,2441,2445,2310,2266,1006,1980
"ENSG00000136630","HLX",8.5484292842276,0.303957080819712,0.339763770218931,0.894612985439421,0.370994007850118,0.733535095209948,8,2,4,11,8,11,11,21,5,10,10,8,4,13
"ENSG00000167637","ZNF283",1153.29825727192,0.15329827914552,0.171413523711862,0.894318463479039,0.371151523961762,0.733758254422079,831,884,1345,1710,1077,1040,1457,1907,1267,1419,1258,1258,421,992
"ENSG00000249306","LINC01411",505.032924482937,-0.273436714707098,0.305788165222135,-0.894203065407925,0.371213252424247,0.733758254422079,227,200,331,326,202,213,703,719,1009,775,436,329,969,719
"ENSG00000185219","ZNF445",3300.16665974342,0.101965377581497,0.1140343589992,0.894163640470958,0.37123434297792,0.733758254422079,2850,3079,2877,3969,3473,3563,3515,3700,3509,3653,2920,3181,2643,3812
"ENSG00000251271","ALG1L7P",6.68496804291281,-0.319697371641836,0.357687890952878,-0.893788634527616,0.371434991323972,0.734070824579271,4,1,4,2,3,9,35,6,5,5,11,14,1,1
"ENSG00000187240","DYNC2H1",12278.8396973142,-0.181282434913792,0.20289325686628,-0.893486741322648,0.371596569294669,0.734179466215269,11875,10377,15112,13580,10675,9300,8954,8362,16006,15022,18045,16464,8989,9868
"ENSG00000186174","BCL9L",548.046694575732,-0.179530507074373,0.200938594503897,-0.893459554236564,0.371611122388401,0.734179466215269,539,366,381,656,647,649,910,988,469,453,400,380,648,403
"ENSG00000099998","GGT5",6.90288181339163,-0.316365278506627,0.354094933321022,-0.89344762868948,0.371617506177988,0.734179466215269,1,6,11,3,6,2,11,6,8,7,12,6,8,10
"ENSG00000229117","RPL41",86.4875915007444,-0.268284773421338,0.30034559126855,-0.89325357594963,0.371721392887598,0.734223938831034,35,25,131,120,142,122,170,204,73,44,86,49,53,45
"ENSG00000143614","GATAD2B",3273.3207396576,-0.14297366716722,0.16007410178103,-0.893171759681634,0.371765198866445,0.734223938831034,2910,2716,3511,4237,3962,3935,4632,5289,2919,2542,2580,2178,3116,2491
"ENSG00000198729","PPP1R14C",3471.11967709812,-0.164697617166386,0.18441862021269,-0.893063926931242,0.371822939452585,0.734223938831034,3367,3653,5322,4605,4087,3549,3425,3511,3858,3210,2634,2052,2531,3217
"ENSG00000169224","GCSAML",61.7385669397779,-0.312956925825261,0.350450884416338,-0.893012230077484,0.371850623243224,0.734223938831034,74,70,31,20,40,14,13,20,108,119,62,56,139,52
"ENSG00000077312","SNRPA",83.8425465663109,0.210575658346407,0.235804754048925,0.893008536641785,0.371852601135921,0.734223938831034,66,58,53,90,109,90,81,73,67,116,70,86,76,142
"ENSG00000025708","TYMP",14.616985510561,0.31671969992454,0.354698379721322,0.892926830320959,0.371896357819585,0.734226386553837,9,14,24,43,8,14,4,5,26,31,8,20,4,4
"ENSG00000100028","SNRPD3",1461.53876874305,-0.0989107673639365,0.110805243044962,-0.892654216044638,0.372042375699068,0.734430702554551,1041,1117,1502,1828,1297,1562,2056,2177,1628,1495,1436,1254,1485,1160
"ENSG00000139973","SYT16",7251.72803166248,-0.0751812970373347,0.0842421619986871,-0.89244263506089,0.372155727371121,0.734570494453295,6481,6197,7900,8917,6833,7128,8015,8671,8220,7302,8329,7335,5430,6587
"ENSG00000111196","MAGOHB",484.20725840406,-0.205632684497342,0.230498981870469,-0.892119708419793,0.372328772250949,0.734789133179354,404,337,682,614,525,418,326,432,661,604,779,675,240,237
"ENSG00000223572","CKMT1A",817.707885520445,0.148562551840633,0.166535547087286,0.892077123707206,0.372351595602092,0.734789133179354,572,542,567,881,792,752,1299,1603,856,950,829,999,514,792
"ENSG00000106052","TAX1BP1",5488.33618258028,-0.106795814279551,0.11974009727939,-0.891896839121182,0.372448229046375,0.734801276433898,4535,4142,6597,7450,4835,4970,5508,7257,6616,5685,7123,6060,4049,4039
"ENSG00000231535","LINC00278",37.5067965043423,0.31875180797617,0.357409733923917,0.891838631468341,0.372479431959408,0.734801276433898,4,8,38,104,11,11,14,11,81,109,38,57,27,41
"ENSG00000250444","CCT5P1",23.3082488689712,-0.316753169113865,0.355173135641808,-0.891827498556395,0.372485400075415,0.734801276433898,34,39,37,18,24,9,4,8,40,42,34,13,13,3
"ENSG00000136933","RABEPK",687.46540253115,0.263511607059393,0.295532412554526,0.891650444638707,0.372580322858955,0.734904579720307,202,208,532,831,848,1427,969,1232,376,352,428,582,833,1140
"ENSG00000169991","IFFO2",656.366257088891,0.153994038703246,0.172741203010546,0.891472538221493,0.372675717782682,0.734963208601682,657,661,582,815,636,601,466,931,650,692,513,566,644,819
"ENSG00000101311","FERMT1",141.720229430688,0.205566521484613,0.230601477513732,0.891436272225842,0.372695165772479,0.734963208601682,98,132,123,112,146,175,264,184,142,185,88,123,64,198
"ENSG00000214954","LRRC69",469.111452370884,0.222042024979361,0.249134790810728,0.891252579604792,0.37279368236906,0.734978012315427,426,397,329,409,461,691,356,272,722,882,351,382,289,619
"ENSG00000118620","ZNF430",526.490203524411,0.177305152351405,0.198942068457771,0.89124011691394,0.372800366846711,0.734978012315427,303,356,412,757,495,635,912,688,696,811,482,576,216,404
"ENSG00000171298","GAA",390.789830470426,0.183197307154893,0.20556984922495,0.891168173959329,0.372838955556485,0.734978012315427,236,202,336,485,429,348,379,721,277,332,448,471,377,581
"ENSG00000177225","PDDC1",475.412440490518,-0.231027807073872,0.259279066014621,-0.891039182703797,0.372908149987307,0.734978012315427,250,239,417,329,746,537,603,556,375,342,436,315,708,803
"ENSG00000127995","CASD1",2213.52860803979,0.192428845812766,0.21596333643059,0.891025527727074,0.372915475355132,0.734978012315427,2210,2415,2177,2840,1375,1904,2568,2883,3113,3126,2186,2868,695,1504
"ENSG00000149313","AASDHPPT",390.706822357548,-0.160263700796939,0.179884575694982,-0.890925195658175,0.372969302369845,0.735000214837939,412,321,476,480,339,363,309,382,568,453,478,461,253,256
"ENSG00000100614","PPM1A",3391.36826355483,0.187653306271614,0.210696349012064,0.890633877385646,0.373125618580149,0.735110505008612,2893,3183,4687,6751,2222,3367,4525,5289,3948,3909,2550,3088,1264,2096
"ENSG00000187514","PTMA",500.949983804558,0.244485901115078,0.274522356245051,0.89058648796107,0.373151050739572,0.735110505008612,417,406,302,494,512,998,924,1422,448,397,321,385,247,188
"ENSG00000163516","ANKZF1",644.519477746349,0.146340688676677,0.164320118425043,0.890582906580807,0.373152972778128,0.735110505008612,449,397,727,779,442,537,787,844,650,802,709,828,466,841
"ENSG00000130066","SAT1",1015.14928312611,0.158613124053886,0.1781479667982,0.890344845942348,0.373280747804885,0.735182630243786,513,670,1060,1417,1066,1053,1583,2135,1064,1238,725,860,719,876
"ENSG00000160285","LSS",69.3994531045792,0.293680751070354,0.329873270304658,0.89028356495548,0.373313643723133,0.735182630243786,64,83,60,206,51,31,121,156,65,70,53,66,9,14
"ENSG00000197601","FAR1",5926.56338818573,-0.120063180703369,0.134860514572522,-0.89027675064078,0.373317301789783,0.735182630243786,3842,3795,7488,8523,5395,5064,8135,8311,6643,6152,7464,6608,4233,4481
"ENSG00000100379","KCTD17",287.947504163586,-0.197416272319015,0.221769026894536,-0.890188657467021,0.37336459404576,0.735191924124997,248,252,277,367,491,401,489,412,234,184,196,189,218,189
"ENSG00000109111","SUPT6H",2180.87553140943,-0.152136068243675,0.170920634631696,-0.890097726184445,0.373413413812209,0.735204223363702,1457,1572,2555,2729,2431,2241,3872,3307,1955,2029,2659,2491,1311,1217
"ENSG00000197696","NMB",14.3446377513514,0.31567392094201,0.354776403909743,0.889782740518218,0.373582555875124,0.735453392317319,10,8,21,23,11,22,4,44,20,16,16,18,0,4
"ENSG00000133805","AMPD3",1538.28550487606,-0.154378633651825,0.173547040203203,-0.889549216575897,0.373707984952554,0.735523222470191,1119,946,1781,1820,1917,1954,1162,1288,1761,1503,1977,1775,1393,1400
"ENSG00000164828","SUN1",3872.7974495463,-0.124277797431873,0.13971444307619,-0.889512885679982,0.373727501143155,0.735523222470191,3702,3026,4763,5241,3998,3634,3979,4794,4393,4147,4930,4191,2161,2653
"ENSG00000125351","UPF3B",954.131477358338,0.113738244998054,0.127870661975062,0.889478815869707,0.373745803299318,0.735523222470191,756,806,963,1068,1010,1239,800,1477,900,921,946,1070,849,810
"ENSG00000225769","CROCCP1",2.58117000508874,0.303793376509906,0.341592035262483,0.889345608648244,0.37381736697178,NA,4,3,1,4,1,1,1,0,2,10,3,3,0,3
"ENSG00000177728","TMEM94",849.289027894867,0.134647223371956,0.151415145511744,0.889258620178864,0.37386410485763,0.735602932649127,717,728,746,1072,936,969,1185,1243,783,973,920,886,362,763
"ENSG00000184788","SATL1",130.873438865469,0.240779855465819,0.270768904384735,0.889244856284143,0.37387150036837,0.735602932649127,130,168,117,147,99,130,89,98,187,229,62,68,111,182
"ENSG00000117228","GBP1",45.0464218911633,0.270290390298271,0.304059157299515,0.888940141447606,0.374035250599806,0.73581496277666,50,54,74,93,42,52,16,29,35,64,35,47,15,32
"ENSG00000090581","GNPTG",678.529128187182,-0.114253999045757,0.128537787809196,-0.888874789220407,0.374070375908881,0.73581496277666,642,525,644,806,892,842,640,847,719,666,665,626,604,529
"ENSG00000116679","IVNS1ABP",1310.98712534228,0.14379815260892,0.161812038624706,0.888674006156206,0.374178304921953,0.73581496277666,1114,1100,1462,2264,966,1095,1467,1511,1664,1839,1211,1542,738,989
"ENSG00000008226","DLEC1",155.920963613296,-0.226642970159953,0.255035089189994,-0.888673675766673,0.374178482535554,0.73581496277666,90,70,166,164,221,164,151,207,156,143,288,268,110,60
"ENSG00000117016","RIMS3",5005.11205332939,-0.119273655417866,0.134219242615438,-0.888647954597732,0.374192310099289,0.73581496277666,4774,4163,4123,5575,5612,5733,5879,6702,4911,4209,4555,4362,5535,4699
