"Ensembl_ID","hgnc_symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","1-TDPneg","1-TDPpos","2-TDPneg","2-TDPpos","3-TDPneg","3-TDPpos","4-TDPneg","4-TDPpos","5-TDPneg","5-TDPpos","6-TDPneg","6-TDPpos","7-TDPneg","7-TDPpos"
"ENSG00000179902","C1orf194",1051.06416437648,-3.11165156824167,0.218138136952897,-14.2645922061467,3.63711785051985e-46,6.28093881606273e-42,1344,109,2290,185,2537,136,2681,236,1923,186,952,327,1628,122
"ENSG00000126759","CFP",452.584999348639,-2.98831006178274,0.255956763721249,-11.6750579993939,1.70949098836143e-31,1.47605999390068e-27,536,74,692,83,902,63,559,45,756,116,833,42,1264,97
"ENSG00000013364","MVP",336.408590808077,-2.7293209122715,0.23955109815179,-11.3934811125019,4.50619751774269e-30,2.59391749779662e-26,367,67,654,48,756,60,914,42,437,67,589,96,484,105
"ENSG00000225882","LINC01456",2436.11844894298,-2.9814339716868,0.269073658806387,-11.0803635885894,1.56236806663146e-28,6.74513353566466e-25,2527,293,4705,403,3706,213,2804,157,5787,385,5647,719,5353,484
"ENSG00000152595","MEPE",394.500294647237,3.1038425619342,0.320530765390627,9.68344663624281,3.54557142927628e-22,1.22456946024344e-18,43,200,6,1404,37,668,21,844,97,488,31,1618,20,542
"ENSG00000013588","GPRC5A",121.428762922584,-2.81421882878344,0.304354437034842,-9.24651815889669,2.31924570140654e-20,6.67517566959827e-17,100,8,175,13,472,18,225,10,142,28,184,11,244,35
"ENSG00000144677","CTDSPL",23391.6353522266,-1.06786314500622,0.117894941416273,-9.05775203056186,1.33166575650314e-19,3.28521942129324e-16,27196,14135,32980,17069,29583,15353,27715,17877,34982,15875,39386,14940,25978,13997
"ENSG00000233124","LINC00456",593.738307873211,-1.84878438283613,0.206945298215213,-8.93368633537878,4.12044457618635e-19,8.89449467327026e-16,749,133,787,168,988,149,1347,485,877,296,922,243,901,280
"ENSG00000183580","FBXL7",3595.77543520132,1.48478639868777,0.171746821991212,8.64520450203003,5.37090186880587e-18,1.03055671524898e-14,1464,5902,2054,5370,1068,4068,2388,6917,2111,7079,2039,4765,1369,5158
"ENSG00000100024","UPB1",133.763552012737,-2.25789382791868,0.265607343506498,-8.50087124139862,1.88173000004513e-17,3.24955953707794e-14,59,18,276,76,226,36,315,24,253,29,275,44,223,40
"ENSG00000134376","CRB1",2821.70871996117,1.35056352139609,0.159936998596297,8.44434704445782,3.05749609942905e-17,4.79999092191275e-14,1299,2601,1099,5716,1051,3721,2300,4748,1807,4673,1464,4682,1536,4459
"ENSG00000151490","PTPRO",20264.0289089604,-0.954620752404095,0.113812489153744,-8.38766254478928,4.95903258398781e-17,7.13646114107379e-14,20375,12119,30508,16022,26503,13428,26121,15489,32871,18027,28786,13678,20220,11658
"ENSG00000111962","UST",1769.9415442963,1.52191061101459,0.184111991105653,8.26622210685472,1.38270839459685e-16,1.83676855894562e-13,865,1778,834,4215,862,4534,1346,2989,842,2386,636,2433,579,1832
"ENSG00000153246","PLA2R1",1984.85517273587,1.62211753265875,0.198821324090037,8.15866980105295,3.38734270958676e-16,4.17828723227526e-13,1004,2733,1246,4144,605,3072,562,2867,1066,2868,974,3131,633,3559
"ENSG00000171126","KCNG3",1319.19088723186,-1.26150947601167,0.155089419799481,-8.13407824752143,4.15084391964341e-16,4.77872824322147e-13,1204,569,2424,910,2028,743,2371,916,1628,746,2307,703,1183,948
"ENSG00000135842","FAM129A",499.881852440409,-2.12431397108925,0.266058229738681,-7.9843948942144,1.41213283537206e-15,1.52413262087751e-12,261,82,829,159,1335,98,672,274,642,272,878,134,1169,102
"ENSG00000127483","HP1BP3",12203.9244362877,-1.29990623568754,0.163270398006161,-7.96167738648183,1.6972252395263e-15,1.72408133302234e-12,13332,6836,18166,7227,16919,6171,18778,9351,24906,10709,16577,4691,13270,5215
"ENSG00000171094","ALK",7925.01869028776,1.83080329327364,0.234584918917655,7.80443730876108,5.97676071609173e-15,5.48489694673187e-12,3531,8178,1714,15665,1357,13188,4803,23004,4417,14308,1621,11889,3240,11157
"ENSG00000117154","IGSF21",26852.7325482694,-1.15421347542345,0.147953416928965,-7.80119512871816,6.13236042721192e-15,5.48489694673187e-12,31768,18456,44751,19231,37799,12741,43373,23383,32752,18564,39498,12286,27748,14641
"ENSG00000250305","KIAA1456",3447.45727201689,1.34971906768799,0.173113086490603,7.79674775055936,6.35230406709349e-15,5.48489694673187e-12,1824,3653,1181,6566,1309,5364,2592,7062,2418,5588,1291,5167,2067,4339
"ENSG00000232044","LINC01105",2241.70663573284,1.3660606241974,0.17594932628649,7.76394347752778,8.23285998934272e-15,6.77015519790283e-12,928,1831,789,5732,1336,3714,1711,5146,1599,3231,874,3381,1057,2259
"ENSG00000145681","HAPLN1",169.387995099578,2.46679073295134,0.318481553206769,7.74547444934688,9.52256008364859e-15,7.47477682202398e-12,46,130,8,469,9,269,76,609,47,345,11,326,10,255
"ENSG00000106852","LHX6",416.081072039685,2.22244559474614,0.287309688944867,7.73536598402924,1.03106061243394e-14,7.7414720504877e-12,175,291,58,951,47,880,153,1964,154,541,49,653,80,474
"ENSG00000198796","ALPK2",143.01161462141,-2.16165596693925,0.280629000746351,-7.70289585605974,1.33016766601878e-14,9.5711105935326e-12,68,48,218,45,503,51,218,37,153,39,279,41,258,22
"ENSG00000183655","KLHL25",744.144329771253,-0.825648039479751,0.107985879282164,-7.64588893444442,2.07506723619415e-14,1.43337344407347e-11,795,441,1027,795,1098,589,1023,692,868,518,922,478,809,463
"ENSG00000182752","PAPPA",3082.63394990865,1.47218757982788,0.193637401714407,7.602805898001,2.89777962147254e-14,1.92468293396959e-11,1334,3355,1121,6481,1037,3717,2885,6558,1446,4085,1144,4555,1618,5751
"ENSG00000110693","SOX6",4616.71869934135,2.26818334193017,0.298838086477021,7.59000758126116,3.19886771870847e-14,2.0459720975695e-11,988,4177,277,12239,309,9772,1763,12669,2536,6932,477,10166,1151,6328
"ENSG00000124191","TOX2",2716.37419034068,1.49809512620471,0.197538483785515,7.58381403712365,3.35541999988262e-14,2.0694552849276e-11,1539,3328,790,4638,1124,4550,1546,5112,1502,3774,817,3731,1576,4997
"ENSG00000107551","RASSF4",798.704709444715,1.55148187805014,0.205123412356901,7.56365087838274,3.91910745322777e-14,2.26612190075111e-11,449,894,215,1651,380,1671,573,1239,428,994,215,1256,310,1303
"ENSG00000123612","ACVR1C",1370.25634819679,-1.37662129552895,0.182018919920153,-7.56306704892459,3.93674544111027e-14,2.26612190075111e-11,1462,352,2278,1030,2354,1006,1620,657,2010,827,1984,739,1998,777
"ENSG00000111799","COL12A1",2646.00250181374,1.58152367822148,0.209856006379203,7.53623260781834,4.83743383842591e-14,2.69476274050894e-11,1352,2310,953,6542,781,5417,1117,4523,1934,4858,827,4645,1256,2572
"ENSG00000259417","LINC01314",742.866317774574,2.41954813226433,0.321259989760884,7.53143313633675,5.01864090594067e-14,2.70834093139654e-11,212,822,22,1732,15,1714,151,2115,224,1422,73,1179,172,1248
"ENSG00000144645","OSBPL10",6260.06229895744,0.949946222388395,0.126829882843781,7.48992430717975,6.89133455385768e-14,3.5978219219844e-11,3856,5741,4677,11346,4866,11495,4436,10325,4267,7404,3576,8160,3155,7589
"ENSG00000124813","RUNX2",2122.06221059325,2.21700282626002,0.296140830136246,7.48631259404534,7.08355697188429e-14,3.5978219219844e-11,857,2857,135,4591,233,4294,724,5709,702,3524,134,3482,669,3410
"ENSG00000156463","SH3RF2",3552.28204978642,-1.58751332050285,0.214364978001922,-7.40565616314719,1.30503564976513e-13,6.43904589594115e-11,2460,1208,7163,1482,6284,1837,3516,1771,4683,1958,8787,2014,4749,1581
"ENSG00000222041","CYTOR",2861.93612351946,-0.929777235275349,0.125643420170677,-7.40012675564161,1.36054564420049e-13,6.52646186936064e-11,2488,1344,4496,2788,4035,1735,3792,2653,4444,2661,3846,1799,3012,1654
"ENSG00000151012","SLC7A11",769.724308288694,-1.77960391786974,0.242403393881599,-7.34149753175067,2.11217050498544e-13,9.8581276893496e-11,817,331,948,250,922,189,1145,346,2040,563,1281,368,1352,145
"ENSG00000101871","MID1",1024.74698086176,1.2390379824215,0.169244064854325,7.32101290221312,2.46106173349149e-13,1.11842302830696e-10,650,1185,428,1772,384,1457,728,1818,726,1548,433,1593,630,1432
"ENSG00000134516","DOCK2",621.145158557456,-1.03264098527489,0.143043275097369,-7.21908097092978,5.23400852521991e-13,2.30081818650056e-10,680,389,826,501,871,411,1311,523,831,469,686,435,650,241
"ENSG00000135919","SERPINE2",4092.50060456909,-1.62291788445302,0.224885988157584,-7.21662517860293,5.32936055706887e-13,2.30081818650056e-10,2134,966,7790,1841,6812,1530,4986,2749,6827,1764,9730,2380,5855,2213
"ENSG00000223145","RN7SKP112",155.690155447659,-2.27901181627758,0.317334788011882,-7.18172700369759,6.88362701979196e-13,2.84088853430647e-10,127,7,399,41,360,73,194,63,210,15,470,45,174,7
"ENSG00000206120","EGFEM1P",6059.18081672003,1.70171313788698,0.2369672204472,7.18121744718756,6.90933571375711e-13,2.84088853430647e-10,3066,8857,1414,10164,1370,6996,4421,10267,3913,15142,1601,10791,1628,8166
"ENSG00000106034","CPED1",1087.30814706374,1.78556614086929,0.249131112350187,7.16717444090018,7.65614533512209e-13,3.01913073658275e-10,311,753,325,2066,545,1942,265,2072,372,1505,276,1969,663,2678
"ENSG00000166510","CCDC68",257.987075426355,1.76965544422249,0.246933524891299,7.16652566718715,7.69249825755059e-13,3.01913073658275e-10,106,192,82,702,45,455,96,786,166,395,82,509,105,207
"ENSG00000167306","MYO5B",1512.04393758277,2.07532214909573,0.290435274656183,7.14555816800314,8.96309255433114e-13,3.43963656268321e-10,302,1272,115,3604,163,3189,703,4549,695,1938,215,2890,703,2418
"ENSG00000266256","LINC00683",134.066767640586,-1.92632434820023,0.271145405332063,-7.10439605583993,1.20849834607397e-12,4.53686042138074e-10,100,42,165,38,283,16,366,111,256,71,235,34,174,28
"ENSG00000112319","EYA4",1456.53909836395,1.90387302141457,0.270346386762969,7.04234683589028,1.89028575865908e-12,6.94539250346462e-10,828,2317,173,2506,329,2157,339,2074,568,2817,349,3716,618,1943
"ENSG00000188730","VWC2",3357.72918925076,1.61278836450258,0.229493318987566,7.02760486282374,2.10108894916764e-12,7.55910522149501e-10,1845,3562,908,8495,855,6197,1655,6718,1938,5263,715,5010,1952,4271
"ENSG00000134812","GIF",203.232249037155,1.72418951976019,0.246753353077424,6.98750188500655,2.79823815812472e-12,9.86179076584811e-10,41,225,89,402,98,253,130,265,59,357,60,257,87,583
"ENSG00000137573","SULF1",1950.13924691721,1.95306322005599,0.282701110053999,6.90857994750332,4.89529086292711e-12,1.69073555823777e-09,385,1701,372,3826,252,3045,1995,6286,838,4443,460,3274,242,2606
"ENSG00000229124","VIM-AS1",24.0849377474433,-2.20200482136603,0.32186323347799,-6.84143012412945,7.84064476698304e-12,2.65490381335353e-09,7,4,29,6,67,6,60,6,51,3,49,6,41,6
"ENSG00000101076","HNF4A",121.411077725476,-1.77507485939282,0.260757099958992,-6.80738840734148,9.93863463365725e-12,3.30058233631975e-09,70,46,177,70,204,69,362,20,219,39,185,47,177,41
"ENSG00000225964","NRIR",237.975869775657,1.40631069980068,0.208207110449804,6.75438363638267,1.43443737786384e-11,4.67383001477937e-09,128,207,106,484,97,326,66,465,142,334,174,460,104,377
"ENSG00000049192","ADAMTS6",962.267541867531,1.59381840548317,0.236600174482657,6.7363365600561,1.62429809777731e-11,5.19444515750303e-09,441,917,242,2413,283,1548,521,1221,599,1474,216,2012,564,1532
"ENSG00000244694","PTCHD4",8451.09931002369,1.68230492543361,0.251373321892326,6.69245611574572,2.1945557258164e-11,6.89050596893152e-09,4383,9613,982,16578,1749,15534,3800,14156,5217,17083,3065,15731,3996,10986
"ENSG00000140090","SLC24A4",7424.61545661298,-0.987163461524213,0.147661632656969,-6.68530777942488,2.30439812360068e-11,7.10618771365358e-09,8142,3071,11195,6657,11249,6080,8034,7024,8548,4904,9605,4705,10526,4314
"ENSG00000121207","LRAT",75.1006858193942,1.85614538913503,0.278522125903515,6.66426548021551,2.65992271315017e-11,8.05863251462988e-09,11,137,21,202,28,84,22,110,51,224,30,107,17,59
"ENSG00000041515","MYO16",7793.12538003834,1.47834932756278,0.223218545156408,6.62287860772011,3.52270309718254e-11,1.04885447905595e-08,2649,7487,1953,13239,1762,11515,5949,13969,4781,14287,3618,14354,5047,12693
"ENSG00000112309","B3GAT2",622.178423252319,1.34720176315082,0.203698379899984,6.61370877771486,3.74808756073774e-11,1.09704617095559e-08,374,941,261,797,250,862,292,1083,440,1373,278,618,323,964
"ENSG00000113396","SLC27A6",493.054169077348,1.24338872911852,0.188554123950781,6.59433325066435,4.27171221959666e-11,1.22946997200358e-08,302,578,214,1017,172,481,443,1047,334,707,231,637,227,809
"ENSG00000140678","ITGAX",83.9414824484042,-2.33351000428591,0.355071962850031,-6.57193540587009,4.96654096653684e-11,1.40601960575614e-08,9,10,203,22,350,6,222,6,27,3,218,14,100,1
"ENSG00000169330","KIAA1024",539.901154946556,1.24477620057101,0.189758865132347,6.55977890520605,5.38876156321531e-11,1.50094392637363e-08,318,483,303,1148,214,962,355,1536,374,687,304,789,225,396
"ENSG00000127328","RAB3IP",1258.68829976634,0.960688651891166,0.147675579508004,6.50539957311693,7.74871361640597e-11,2.12400849907484e-08,708,1285,761,2176,582,1652,802,1883,1286,2010,945,1933,679,1508
"ENSG00000187398","LUZP2",6387.27671786413,1.33135311386712,0.205157100144139,6.48943230788378,8.61604075020436e-11,2.32485012055124e-08,3403,8026,1709,11671,1764,9105,5098,12809,5192,11255,3112,10451,3197,6597
"ENSG00000213949","ITGA1",493.480126061207,1.50515934639818,0.232234910535159,6.48119330091117,9.09999943294289e-11,2.41765984934601e-08,187,664,214,1070,116,452,294,1398,461,1059,193,608,157,502
"ENSG00000231437","LINC01750",2127.06001357416,-1.23611971553399,0.191069061825463,-6.46949173102212,9.83331112327898e-11,2.57290075436219e-08,3326,1293,3459,1632,2416,834,2141,1542,3755,1405,2985,831,2507,1311
"ENSG00000070601","FRMPD1",170.730770090216,1.9234579511371,0.297559176016018,6.46411909351959,1.0189060536325e-10,2.62619233435518e-08,76,224,31,415,36,330,33,714,39,203,28,125,92,232
"ENSG00000115353","TACR1",1813.45011632992,1.20371498324631,0.187210362820575,6.42974547514751,1.27817788173727e-10,3.246007917606e-08,871,1799,684,2877,672,2376,1249,3338,1107,2735,1055,3126,1437,2818
"ENSG00000184194","GPR173",2168.95372121082,-1.03440525231524,0.162278331059811,-6.37426602528954,1.83841241750707e-10,4.60109333883039e-08,1553,937,3654,1873,3332,1285,4703,2023,2386,1588,3279,1362,1890,1337
"ENSG00000019991","HGF",312.575046850314,2.04371795010695,0.320982678984289,6.36706615003043,1.92678091806379e-10,4.75336852486337e-08,139,224,17,817,27,464,35,830,174,672,34,750,80,440
"ENSG00000152463","OLAH",177.15769003193,-2.14296285150217,0.337096009659518,-6.35712909703871,2.05559232884925e-10,4.99972167984474e-08,116,54,288,15,654,24,398,134,331,15,161,8,284,14
"ENSG00000069018","TRPC7",324.29017822235,1.43696129192009,0.227122211899779,6.32681973242745,2.50265433909613e-10,6.00254691414597e-08,165,349,109,527,89,436,116,804,162,669,303,460,134,430
"ENSG00000240875","LINC00886",266.516235146195,1.59456718512575,0.252289562090391,6.32038508416153,2.60912296071198e-10,6.15954982243229e-08,83,134,68,712,100,470,204,568,86,297,94,503,153,499
"ENSG00000160293","VAV2",1297.80537117419,1.85542543345824,0.293645064095211,6.31859908551583,2.63945038427233e-10,6.15954982243229e-08,525,1844,141,2641,220,2300,799,3713,629,2002,82,1614,503,2147
"ENSG00000171444","MCC",3720.26933118613,1.21011998870364,0.192081684437006,6.30002799199999,2.97591896427269e-10,6.85215261253668e-08,2709,5458,1720,7632,1504,5505,2601,4458,2785,5337,1396,5214,1801,5013
"ENSG00000169282","KCNAB1",19962.9725263175,1.40510162862102,0.223105973386582,6.29791128983517,3.0168306944757e-10,6.85495385038169e-08,13200,23009,7202,42366,4915,30975,16636,40704,12105,29879,4742,29227,9586,27452
"ENSG00000248727","LINC01948",106.531994770933,2.00644669143051,0.319919372716633,6.27172613647162,3.57067224709831e-10,8.00804403053776e-08,56,173,6,282,21,202,44,320,28,143,3,148,23,137
"ENSG00000162494","LRRC38",90.6301231854589,2.16469822989654,0.345490897240221,6.2655723991229,3.71458363908636e-10,8.22399293120287e-08,8,58,5,108,3,260,44,342,26,60,13,57,10,350
"ENSG00000138829","FBN2",627.243899395163,1.6622381563684,0.265384790423764,6.26350196525638,3.76426409116336e-10,8.22849070763292e-08,364,920,103,1452,148,741,452,1540,414,1214,118,1069,153,611
"ENSG00000179520","SLC17A8",71.6440301063346,2.03885227583671,0.325951517812631,6.25507833041821,3.97316443217569e-10,8.57657207240525e-08,40,30,3,189,8,138,17,214,21,157,13,181,10,74
"ENSG00000140563","MCTP2",1082.82696703595,1.74641213450265,0.279546662702818,6.24730096083899,4.17605925484783e-10,8.90325521876138e-08,413,1491,379,2419,158,1090,433,1676,858,3905,395,1779,162,817
"ENSG00000152818","UTRN",5284.25575842477,1.29036659765762,0.207804014836959,6.20953641665697,5.31411341185976e-10,1.11307853676125e-07,3221,8522,2480,9697,1173,6474,4058,10790,3922,9402,3082,6517,1927,5518
"ENSG00000181444","ZNF467",30.7397035358852,1.52723989238447,0.246032920235038,6.20746154996443,5.3847277636007e-10,1.11307853676125e-07,17,32,13,56,13,63,11,61,19,41,12,56,10,44
"ENSG00000166436","TRIM66",1352.80936955414,1.13667223123448,0.183139214133354,6.20660210110332,5.41424501059384e-10,1.11307853676125e-07,608,1075,576,2289,630,2398,1341,3177,881,1814,622,1708,939,1865
"ENSG00000101384","JAG1",850.882304131642,-1.09637454768235,0.176858541751055,-6.19916084814044,5.67649966321001e-10,1.15326438451734e-07,711,268,1470,728,1174,517,1809,958,945,580,1041,430,1045,522
"ENSG00000197555","SIPA1L1",63879.6761485802,-0.752518222200542,0.121787499099794,-6.17894470091647,6.45314924816633e-10,1.29580737635563e-07,65896,43247,89467,52748,85088,46619,71296,50804,90721,56187,91399,51756,59468,43291
"ENSG00000174948","GPR149",606.691797977479,2.02878921204203,0.328495436483027,6.17600425066136,6.57442176677589e-10,1.30498493667187e-07,194,379,36,2278,45,1707,126,959,344,770,33,1443,180,679
"ENSG00000138741","TRPC3",526.716387770157,1.59325551474682,0.258240038657978,6.16966882063156,6.84331754802632e-10,1.34292330382803e-07,333,383,139,1354,173,1130,265,1093,233,678,80,1058,270,619
"ENSG00000103876","FAH",103.588761707233,1.61720865829758,0.262964550157305,6.14991129918527,7.75262914946748e-10,1.50427137957476e-07,20,53,18,215,48,132,71,291,66,174,45,196,37,193
"ENSG00000169213","RAB3B",930.279939417801,1.69573313324463,0.276197380217226,6.13956994056552,8.27451869961495e-10,1.58769626026278e-07,304,922,300,2156,292,1456,752,4378,472,795,109,1049,292,1127
"ENSG00000183145","RIPPLY3",27.8364291027002,-2.11782234312869,0.345191688043177,-6.1352066590427,8.50485617315715e-10,1.61396001378298e-07,43,6,42,1,74,11,39,3,61,9,17,4,65,0
"ENSG00000101144","BMP7",69.5030577218567,1.87081078688311,0.305796415377641,6.11783099083345,9.4857591103452e-10,1.78053884865817e-07,30,93,6,185,35,165,8,96,33,133,27,111,6,89
"ENSG00000173706","HEG1",353.766784495387,1.61225954538308,0.264479034555949,6.09598242102633,1.08767366659297e-09,2.01968134928967e-07,125,253,62,861,86,681,385,1102,142,494,114,410,131,532
"ENSG00000165097","KDM1B",2709.55933615722,-0.984753679579077,0.161788538568585,-6.08667145578807,1.15282193510521e-09,2.11788106354595e-07,1656,1115,3965,2070,4433,2124,4222,2386,3662,1873,4787,2102,2728,1582
"ENSG00000125386","FAM193A",7712.95877655289,-0.510889595033107,0.0839791844044763,-6.08352651500477,1.17567464172703e-09,2.13712898820886e-07,6831,5355,8506,7297,9741,7227,11098,8466,8873,6762,9332,6000,8106,5849
"ENSG00000163814","CDCP1",162.635089074012,1.25264041372659,0.206142311504318,6.07658080762499,1.22772149536797e-09,2.18735039468573e-07,87,157,89,347,90,242,108,465,98,171,62,144,84,265
"ENSG00000232790","LINC01162",47.3362234744752,1.68599880872951,0.277463918147465,6.07646147285156,1.22863505868618e-09,2.18735039468573e-07,12,34,12,132,24,106,11,54,30,75,18,103,18,68
"ENSG00000196549","MME",226.296336092956,1.6821528598134,0.277000713193,6.07273837104297,1.25747237499536e-09,2.21584596365253e-07,142,275,35,450,46,354,137,504,147,417,59,553,39,188
"ENSG00000278249","SCARNA2",19.8601220985818,2.14372328876786,0.353873357731907,6.0578826914456,1.37924917764e-09,2.40588424733992e-07,4,46,3,78,0,15,0,33,5,47,5,42,0,16
"ENSG00000164056","SPRY1",365.762509425844,-1.29760028135656,0.21480768754502,-6.04075345806517,1.53396214380217e-09,2.64899922613196e-07,349,97,479,261,486,104,703,355,765,323,638,222,335,151
"ENSG00000105357","MYH14",598.279841766737,1.35711210387456,0.225481120033493,6.01873941229749,1.75780583089183e-09,3.00549989046247e-07,250,562,190,902,412,1056,626,1299,266,718,197,747,224,1272
"ENSG00000179088","C12orf42",502.674368473292,1.34289372049397,0.224047222575653,5.99379766933074,2.04996401692925e-09,3.47066947140698e-07,159,401,225,1096,186,917,447,937,242,764,354,1216,220,326
"ENSG00000224812","TMEM72-AS1",2268.7534095257,1.04101478463733,0.174820297039035,5.95477071180634,2.60436699935207e-09,4.32912334045626e-07,1012,1503,1444,4414,1211,2722,1666,3647,1658,2652,1522,3967,1370,4182
"ENSG00000163817","SLC6A20",407.612701334339,-1.15711342400487,0.194322742270786,-5.95459600087592,2.60715054379206e-09,4.32912334045626e-07,270,221,415,326,685,244,1054,289,570,246,459,281,578,177
"ENSG00000128254","C22orf24",285.389233063898,-1.24518562746797,0.209350259836411,-5.94785804632378,2.7167403592758e-09,4.46813231088893e-07,245,124,477,165,595,121,501,288,375,275,418,131,261,100
"ENSG00000152767","FARP1",11289.6872382752,0.629822594909714,0.105958374780867,5.94405676957815,2.78053233533884e-09,4.52990687726099e-07,7559,10457,8047,17682,7497,14454,12798,22483,10353,14194,8108,13283,6764,11246
"ENSG00000233237","LINC00472",1244.33211770487,1.39770906347491,0.235571452194704,5.93327014140779,2.96959641863082e-09,4.79270659376968e-07,785,2336,436,2202,404,1928,706,1454,868,2444,365,1142,620,1867
"ENSG00000004848","ARX",241.313349972175,1.99241708547637,0.337506130175049,5.9033508056372,3.56191744625355e-09,5.69544003512524e-07,54,143,6,640,7,489,94,857,109,291,19,563,79,352
"ENSG00000183379","SYNDIG1L",129.319884724263,1.6288836599013,0.276317990254652,5.89496057929537,3.74770840773297e-09,5.93753912781107e-07,73,226,32,273,24,198,51,255,111,250,20,147,43,171
"ENSG00000224081","SLC44A3-AS1",613.248444674496,1.6856223016223,0.286209558029533,5.88946893747123,3.8743861934732e-09,5.98222064251362e-07,333,745,82,1593,131,1398,302,1254,378,813,59,758,271,902
"ENSG00000163913","IFT122",5198.49974461674,-0.625573058454621,0.10622351659474,-5.88921435204675,3.88035879875458e-09,5.98222064251362e-07,5222,3253,6531,5088,6614,4468,6201,4993,5986,4453,7244,4876,5455,3081
"ENSG00000113231","PDE8B",25743.757122877,-0.626501170738651,0.106398727631162,-5.88823931156828,3.90331636752489e-09,5.98222064251362e-07,25329,17300,32978,23986,31457,19016,31303,28246,29642,21382,40529,19859,24019,19354
"ENSG00000186654","PRR5",133.546521732684,1.48967864838511,0.253064526600101,5.88655655693354,3.94324858094045e-09,5.98222064251362e-07,59,140,32,200,70,196,133,456,57,179,42,141,39,246
"ENSG00000242268","LINC02082",396.31056279166,1.76068285692143,0.299114839319051,5.88631062547652,3.94911780211102e-09,5.98222064251362e-07,116,489,50,735,90,567,372,932,265,1074,77,542,29,567
"ENSG00000165084","C8orf34",7821.32329474149,1.19377240324109,0.202939988848676,5.88239119364119,4.04381173175329e-09,6.0723986778824e-07,4709,8285,2861,13855,2651,9847,7526,15156,6010,14420,2647,12451,4558,9253
"ENSG00000183856","IQGAP3",130.871149503018,-1.43278443894763,0.24381665922221,-5.87648294221692,4.19074567347812e-09,6.23879198580118e-07,107,28,154,55,266,60,293,143,181,56,201,103,181,41
"ENSG00000184459","BPIFC",63.0123031816266,-1.8390545106034,0.313411976106041,-5.86785014871662,4.41481973564244e-09,6.51619846280421e-07,25,18,114,20,106,12,99,51,68,7,136,22,174,16
"ENSG00000169836","TACR3",263.821923226709,-1.39654998340589,0.238293018936133,-5.86064161527196,4.6108212563306e-09,6.7478196843706e-07,149,71,518,187,243,93,360,193,713,181,498,142,304,126
"ENSG00000148219","ASTN2",39870.3678683187,1.03982401872548,0.178183719377499,5.83568477725236,5.35700912560149e-09,7.77396559579934e-07,33951,59137,20997,70412,20309,50800,27745,70010,25569,49889,17275,50419,23349,49653
"ENSG00000164741","DLC1",10353.7835941347,1.36677319770875,0.234906232908508,5.81837774496638,5.94214962166777e-09,8.55124848471506e-07,5176,17391,3155,15945,3436,13530,11360,19425,6029,17436,2541,11299,4954,17002
"ENSG00000248323","LUCAT1",70.5784483209228,-1.95601280985586,0.336644775078769,-5.81031685223151,6.23547143955219e-09,8.89920299914271e-07,28,20,97,27,137,21,95,5,65,27,126,15,273,4
"ENSG00000158457","TSPAN33",151.080978166378,1.00270397970852,0.172690089878419,5.80637823753793,6.38386591518823e-09,9.03630987617915e-07,80,178,83,285,72,223,146,250,144,243,102,207,57,686
"ENSG00000178803","ADORA2A-AS1",211.753881098039,-1.39595932878516,0.240605736464301,-5.80185389300676,6.55856996977583e-09,9.20812559415113e-07,230,56,311,125,179,95,193,155,486,162,291,98,448,100
"ENSG00000171476","HOPX",1920.07833449614,-0.863961895019158,0.149336214936943,-5.78534748174757,7.23625902464283e-09,1.00776578303675e-06,2412,1161,2804,1641,2406,1691,2176,1813,2501,1292,1965,1046,2600,1266
"ENSG00000178573","MAF",454.407925038895,1.88155164841924,0.325654330563856,5.77775718554523,7.5702951830281e-09,1.0458514201257e-06,184,377,25,1264,27,899,191,1577,255,734,32,901,132,384
"ENSG00000144452","ABCA12",124.590123601034,1.63204269268691,0.283938092381746,5.74788214922808,9.03681873214092e-09,1.23854621178843e-06,42,95,46,186,13,277,78,417,91,186,54,278,24,102
"ENSG00000109790","KLHL5",1608.84664325619,1.34787628171697,0.234879703669834,5.73858132762146,9.54729140541524e-09,1.29820610456784e-06,651,1329,431,3596,441,2831,1430,3295,971,2467,511,2709,1206,1913
"ENSG00000087903","RFX2",1629.35404251304,-1.12763617737438,0.196792021558547,-5.73009092768989,1.00376813786493e-08,1.35422437287418e-06,2050,900,2841,1216,2608,1105,1321,745,2729,1335,1867,972,2019,832
"ENSG00000143479","DYRK3",531.013921673571,-0.892989705403864,0.156546345268853,-5.70431525482274,1.16811708857855e-08,1.56373751958628e-06,362,299,812,438,695,275,873,644,752,441,772,321,593,322
"ENSG00000173905","GOLIM4",1516.75798214698,1.31404678021014,0.230436654941607,5.70242082598849,1.18117779209128e-08,1.56905840704802e-06,1104,1571,680,3535,809,2957,626,3108,1306,2165,538,2576,374,1096
"ENSG00000151812","SLC35F4",3338.97901231714,1.46170146675736,0.256608812827522,5.69622473465021,1.22489397439843e-08,1.61470946899897e-06,2030,4095,677,6435,629,5461,1674,5935,2414,6193,827,5215,2107,4582
"ENSG00000183840","GPR39",460.09133672634,0.98223271925076,0.172712393837188,5.68710037205949,1.29214518558364e-08,1.69045872801848e-06,209,362,290,641,274,686,341,1104,351,622,317,908,285,387
