Gene.Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,Fold.Change,C_C05.CEL,C_C08.CEL,C_C10.CEL,P_Sp14.CEL,P_Sp20.CEL,P_Sp25.CEL,P_Sp26.CEL,P_Sp29.CEL,P_Sp31.CEL,P_Sp33.CEL,countP
METRN,-0.093526064,6.297177004,-0.460716773,0.654204967,0.999972288,-4.677624882,-1.066974771,84.91577205,69.54856555,94.35494708,61.42481337,77.23358865,56.82397509,88.39862222,94.70712513,100.0935993,71.85124851,5
THAP11,0.08371817,6.170607963,0.46068811,0.654224885,0.999972288,-4.677627496,1.059745742,74.05437534,71.73391011,62.28959531,93.13824084,59.91507327,90.55649556,84.61110174,61.35357771,63.21421354,68.55267906,3
LOC102724884 ,0.183095795,6.567380186,0.460598396,0.654287231,0.999972288,-4.677635676,1.135317485,176.8687412,60.85821325,60.70418306,154.8059839,106.4524171,144.6150701,71.54507465,74.66850516,59.34582995,119.2150701,6
GPATCH4,0.083566003,5.115148616,0.46045432,0.654387361,0.999972288,-4.67764881,1.059633972,28.42352008,38.79657931,33.43034551,34.13566782,46.49318875,42.150219,32.53132888,35.77743748,31.64929005,27.53258022,3
FGF9,-0.284326001,7.812443215,-0.460447693,0.654391967,0.999972288,-4.677649414,-1.217841179,237.2771328,328.9880799,220.1119233,394.2255919,207.8610456,527.9150701,69.09262584,109.8150701,120.3089112,485.5617145,10
NMT1,0.207748654,5.527446142,0.460277533,0.654510234,0.999972288,-4.677664921,1.154884563,39.6522839,59.84922218,30.55790221,119.7150701,32.87398829,86.14621628,25.8328847,39.14644321,34.62956609,50.61403208,5
CCR9,0.075223803,2.493293764,0.460146418,0.654601371,0.999972288,-4.677676867,1.053524455,5.621629272,4.564169095,6.235783105,5.075993853,7.221645112,5.471327894,6.207554954,5.715094073,6.007475288,4.683400088,4
PFDN5,0.212019691,4.844876955,0.460118218,0.654620973,0.999972288,-4.677679435,1.158308616,21.3954209,39.49654035,20.62761295,61.94703484,37.16937874,63.91165733,16.56260234,22.15115753,18.77544956,21.74216431,5
THUMPD1,0.233854425,6.69343156,0.46010403,0.654630835,0.999972288,-4.677680728,1.175972583,113.5008352,67.36078199,103.1646073,277.5870813,134.2740086,185.9150701,40.31845502,68.80501276,78.14940796,118.9992907,8
RASD1,-0.259617013,8.563754552,-0.460078042,0.654648901,0.999972288,-4.677683095,-1.197160856,938.004567,420.1387582,200.6150701,390.459782,455.785206,586.0678909,271.0901379,393.5753841,108.6431304,629.6226233,7
LOC101927079 ,-0.077966865,2.824202423,-0.459854403,0.654804368,0.999972288,-4.677703459,-1.055529474,9.013704915,6.436689088,6.858526607,6.93606246,5.918658312,5.739861422,7.388157496,8.782766588,6.901317464,7.560709871,3
RPGR,-0.08331339,3.991351145,-0.459846495,0.654809865,0.999972288,-4.677704179,-1.059448448,14.93181073,14.87238641,20.4514337,17.75756109,18.44674324,13.14378916,15.33923477,14.83058392,12.32178793,18.89243798,7
PIGV,0.205630166,4.350477894,0.459724853,0.654894435,0.999972288,-4.677715252,1.153189947,19.08347482,22.37722423,14.73728813,42.29420503,22.94809552,47.72830361,12.16716914,15.17493023,11.32016995,20.48280653,7
TRIM15,0.116699485,5.139375999,0.459667298,0.654934451,0.999972288,-4.67772049,1.084251534,33.62006431,30.57985528,35.9345279,25.43044176,32.76056299,26.12588052,55.25380866,41.94815052,50.11769489,31.67197288,3
NCOA3,0.09583023,5.927004022,0.459603031,0.654979135,0.999972288,-4.677726338,1.068680226,55.97814778,57.56225826,60.79688271,61.21947044,70.1699098,92.15243059,56.11960278,51.115182,44.37202285,70.42085286,10
LOC100130264,-0.150481404,5.2868801,-0.459547667,0.655017629,0.999972288,-4.677731375,-1.109939779,37.47660656,38.6389411,51.15307903,24.55056188,31.92495107,23.58564556,73.75193943,48.50648186,45.62112575,36.80094892,7
ERVH-4,-0.156224226,5.86175165,-0.459444746,0.655089194,0.999972288,-4.677740738,-1.114366834,57.06951138,61.97513255,69.79539621,39.07482227,60.15396568,29.4439252,78.33764085,104.4150701,67.16134349,47.11642324,9
CCDC90B,0.156637731,5.495238198,0.459395685,0.655123309,0.999972288,-4.677745201,1.114686279,48.09628668,29.87316575,50.84885994,42.55998313,27.83161083,28.69507319,70.75079244,51.45819538,78.49486311,49.12098528,8
DNTTIP2,-0.199021745,7.13053813,-0.459307239,0.655184813,0.999972288,-4.677753244,-1.147919716,120.8048365,182.5913633,166.6353797,174.7638343,170.7877803,336.4678453,70.23560147,72.52566808,108.8433292,142.5686602,10
CLIC4,0.309457941,6.560353156,0.459305397,0.655186094,0.999972288,-4.677753412,1.239241996,87.71507012,84.62179958,72.17801212,107.2213869,171.4425519,392.0688798,21.71227603,95.18122506,60.55665934,116.0081405,10
LINC01111,-0.184918064,6.147455128,-0.45890566,0.655464098,0.999972288,-4.677789748,-1.136752411,84.40713219,62.59855725,88.23889474,39.93322013,69.11407824,29.24705896,104.7935732,118.3243166,84.26088421,81.48218356,10
LOC100506558 ,-0.213390536,4.576811155,-0.45877122,0.655557608,0.999972288,-4.677801962,-1.15940976,23.32481639,23.76722961,33.44822921,51.36625865,13.18724531,38.12444158,9.793082552,29.90648559,26.09288026,16.37427833,5
CDC40,0.139994425,5.735092799,0.458618735,0.655663678,0.999972288,-4.677815812,1.101900858,41.92538874,60.76369453,48.38205567,98.38810357,71.3813781,71.74101264,40.21156853,37.71113963,41.85934941,46.62682591,7
ZNF225,0.093154604,4.841704185,0.458531064,0.655724666,0.999972288,-4.677823773,1.066700086,29.70797001,27.76528729,24.95919232,42.46690168,20.79918679,23.78389028,32.3362914,30.34762853,30.73191575,28.81321985,3
SCFD1,-0.245197874,4.873157425,-0.458499571,0.655746574,0.999972288,-4.677826632,-1.185255324,26.47601218,48.39003034,28.07347863,57.97791914,38.49283955,60.12544415,12.03272465,17.62182792,13.19313208,34.61761727,6
SBF1,0.082298571,5.418388158,0.458437257,0.655789925,0.999972288,-4.677832289,1.058703475,46.67000958,41.02077742,36.24300541,35.72399088,39.53006927,41.31712825,42.12681376,50.12591395,39.19333707,61.07406465,7
ATP5G2,0.161391905,4.978279702,0.458179689,0.655969125,0.999972288,-4.677855664,1.118365611,28.36473008,35.3104133,24.72447655,56.1670431,25.27548506,54.4454786,17.26880467,27.29793492,26.20683676,40.95972713,3
ADAM22,0.110894864,4.762477221,0.458140013,0.655996732,0.999972288,-4.677859264,1.07989786,28.44519669,26.15173996,22.87348465,50.63965621,21.56722736,29.46207886,26.31256208,26.27695709,22.12464664,25.91075714,3
CDC27,0.120824877,7.430472697,0.458078511,0.656039525,0.999972288,-4.677864843,1.087356393,119.4150701,170.7207543,211.1830297,169.5736883,217.0150701,163.9856501,216.1615759,157.8689985,106.7482288,246.5227058,10
LINC01361,0.064904327,2.067053574,0.457974471,0.65611192,0.999972288,-4.67787428,1.046015571,3.821638933,4.185311721,4.185311721,3.816882676,4.775573679,3.597803982,4.226728089,4.808057613,4.826590395,3.875785534,4
VRK1,0.267237061,5.442391141,0.457973984,0.656112259,0.999972288,-4.677874324,1.203500767,36.58090704,39.55587852,38.50933867,158.9881436,34.40788137,108.995852,32.23493269,21.14853334,23.26428648,45.86367498,3
DPAGT1,-0.1126203,4.458184149,-0.457970992,0.656114341,0.999972288,-4.677874595,-1.08119017,22.11166262,29.08438482,19.45604531,25.32936381,18.89978006,30.9735863,17.81169666,17.23027089,15.80427006,29.26114634,10
MBD2,-0.074662936,2.778859309,-0.457857162,0.656193552,0.999972288,-4.677884918,-1.053114963,9.295080804,6.40138086,6.056647882,6.7939851,6.391535014,5.797014733,7.366410961,7.907843194,6.739681163,6.509586228,5
LASP1,-0.082286274,7.614022537,-0.457574263,0.656390433,0.999972288,-4.677910561,-1.058694451,236.1116428,180.8149157,198.5245384,203.8960891,206.9335106,268.7585852,176.0333266,158.7963163,162.2376644,191.0454899,10
CHM,-0.310756303,6.389723617,-0.457517398,0.656430011,0.999972288,-4.677915714,-1.240357761,110.0150701,95.91507012,87.82234389,207.2023939,84.03417958,222.341705,27.75371201,48.35327037,26.26133261,135.864289,9
LINC00661,-0.096916729,5.114461504,-0.45721326,0.65664171,0.999972288,-4.677943262,-1.069485357,42.02237421,33.14928785,34.36618737,26.17165972,38.65547253,29.44705424,51.19943355,34.35234039,36.87193984,26.91383091,3
COX5B,0.250024245,5.729894672,0.457191508,0.656656852,0.999972288,-4.677945232,1.189227101,39.48558361,70.65037532,37.23929026,155.060469,62.13523922,107.9112389,28.66360935,31.94796064,26.10592583,68.66388765,8
ID2,-0.110108916,4.653514267,-0.457044599,0.656759122,0.999972288,-4.677958532,-1.079309716,31.72976529,26.02517966,22.66148286,42.74602589,19.9043249,27.40171148,19.47637887,25.41634717,22.66148286,20.83503892,4
BAZ2B,0.238571675,7.125689626,0.456940761,0.656831413,0.999972288,-4.677967931,1.17982401,132.8469214,120.0078852,120.7150701,234.0998014,257.7518807,236.0498128,35.04839468,142.9455941,133.5806713,153.7982269,9
MAL,0.223517419,7.126721763,0.456306588,0.657272997,0.999972288,-4.678025288,1.167576775,109.5578403,196.5394697,91.55422314,207.3123191,235.4621239,240.6705946,43.87145192,183.9863613,121.5631767,125.0430946,9
MARS ,-0.357759118,6.952896016,-0.456195423,0.657350417,0.999972288,-4.678035334,-1.28143395,126.6134747,258.0105943,97.9795365,331.1069487,176.8003029,306.9679441,24.61415025,73.68670669,43.43682937,187.9634003,8
GHITM,-0.407650483,6.529958793,-0.456010753,0.657479037,0.999972288,-4.678052018,-1.326523729,115.4092541,189.583056,65.28325444,316.0936411,134.7874444,245.0722959,24.15273131,35.22297432,20.50596903,174.526239,4
CDH12,-0.37823069,4.215796793,-0.455973267,0.657505147,0.999972288,-4.678055404,-1.299746878,26.09288026,30.06499153,14.18287281,57.45443609,13.03378496,67.70066565,5.562667315,7.505362894,5.944843951,35.04961802,7
ZNF407,0.134131678,5.407505738,0.455700613,0.657695073,0.999972288,-4.678080025,1.097432098,34.19424877,52.63575292,34.94920466,82.67837322,42.52249963,53.22842841,28.8190574,41.87356312,33.5079088,39.86774918,8
SAR1A,0.25671564,7.042589223,0.455645159,0.657733705,0.999972288,-4.67808503,1.194755691,153.8404103,115.8150701,88.50548353,372.3276285,205.5339079,213.0184697,44.23363513,99.23373594,76.61914259,183.4531122,10
NBR1,0.249120995,5.75724417,0.455640485,0.657736961,0.999972288,-4.678085452,1.188482775,49.61377532,53.86184633,41.20415173,137.0616734,73.53381876,114.4150701,18.6533947,59.79321286,28.01872115,54.0086008,7
AKR1D1,-0.084862109,2.220784677,-0.455624787,0.657747897,0.999972288,-4.678086869,-1.060586367,4.573688077,5.550774948,4.514346886,5.075439475,4.155173785,3.751997496,6.382882895,5.139390352,4.390928992,3.708537251,8
NANS,0.226861993,5.407697308,0.455561209,0.65779219,0.999972288,-4.678092607,1.170286688,49.42554832,39.14936031,28.41498097,138.348487,40.16229168,48.48723978,26.09084718,26.09084718,25.89720725,72.76420367,8
SCP2,0.242433043,5.439764519,0.455502892,0.657832819,0.999972288,-4.67809787,1.182986035,41.18211441,36.14193758,38.6028704,99.20077378,45.44783621,102.1574478,15.03367138,45.91124348,23.85829086,54.45797404,8
UBE3A,0.278933882,5.178173342,0.455498654,0.657835771,0.999972288,-4.678098252,1.213297954,32.33695269,39.97873214,24.46226749,109.922193,39.42972943,101.7959398,13.68945611,30.34426812,17.25399565,38.71132055,8
ATP9A,-0.118201645,5.957237524,-0.455488552,0.657842809,0.999972288,-4.678099164,-1.085381065,64.28833035,63.78040989,69.47440095,35.36345596,63.99645694,48.90882061,88.08430234,76.81507012,76.01169332,52.85723195,8
COMMD10,0.282455993,4.573238028,0.45537671,0.657920731,0.999972288,-4.678109255,1.216263648,25.23426412,21.61381489,16.39702934,54.24202838,23.47045237,86.91681746,9.613080122,13.68816888,13.10951078,34.24328283,10
LOC340085,0.125578552,8.345585444,0.455346411,0.657941842,0.999972288,-4.678111988,1.090945138,356.0990668,240.0159298,335.4421513,215.0123772,350.8768869,215.7895752,444.8276376,456.366907,414.4300447,337.8167208,10
ZBTB24,0.160830907,5.040940431,0.455299209,0.657974731,0.999972288,-4.678116246,1.117930815,32.31989668,30.41353805,28.72199299,66.2086755,28.38809558,50.83042988,25.37814307,18.82955463,25.8803152,44.82774448,3
NAT8L,-0.301734496,7.632171729,-0.455015392,0.658172498,0.999972288,-4.678141838,-1.23262546,240.6150701,358.716346,140.348979,370.3206038,233.7957587,523.2849333,53.8535218,191.3017409,68.7628761,242.8863879,5
RPS19,-0.065954266,5.110674622,-0.45484556,0.658290852,0.999972288,-4.678157145,-1.046777099,32.93665234,41.26213518,33.40886883,36.52382109,32.59253464,31.40259503,40.09355265,35.36927704,35.51660213,28.36473008,8
RWDD3,0.251053831,3.875406815,0.454762044,0.658349058,0.999972288,-4.678164671,1.190076101,13.00054295,15.36511588,10.98087173,30.96659034,25.01572827,42.97594224,6.829598538,11.3691231,8.08442523,10.11345572,8
C18orf21,0.17560707,4.285828206,0.454755544,0.658353588,0.999972288,-4.678165257,1.129439561,15.60160809,19.51375435,18.87843767,56.24701456,16.74490968,26.52513401,14.447541,15.51845466,16.00072338,15.47855157,3
BCAS4,-0.162380321,5.063267618,-0.454752252,0.658355882,0.999972288,-4.678165553,-1.119132086,30.75396535,42.26313647,36.42287907,69.3159805,29.53403872,41.33945998,20.49371229,23.63924861,21.17238527,42.4787838,8
COMMD6,0.264145397,5.983128657,0.454481188,0.658544813,0.999972288,-4.678189969,1.200924453,64.8684719,62.2839901,42.64916588,245.043602,68.817736,90.09682795,22.94725711,84.72890901,34.63118364,58.18463553,10
TNR,-0.275474943,8.04460173,-0.454391694,0.658607196,0.999972288,-4.678198027,-1.210392491,325.8166384,401.6380564,210.0565464,504.1588891,336.4158217,584.7436561,67.45982067,154.0168534,155.6502145,373.5488396,5
TMEM234,0.069063824,5.041145243,0.454365917,0.658625164,0.999972288,-4.678200347,1.049035735,30.67387142,32.97030043,31.91954566,29.67968134,33.81543093,37.69326466,43.28636543,32.42037041,30.4394171,28.70567529,3
TTC39B,-0.469778511,6.541338891,-0.454092419,0.658815828,0.999972288,-4.678224963,-1.384896837,120.5422517,105.944201,125.3654179,382.0585364,95.75056803,332.1204306,15.89156581,44.2303523,15.0181865,239.2910716,9
LOC101926912,-0.100234157,4.045340721,-0.454079172,0.658825063,0.999972288,-4.678226155,-1.071947431,19.72582154,14.72862096,17.92560567,12.07121727,17.41494458,11.63922284,23.88520145,17.58931003,17.41850244,16.14478634,5
FITM2,-0.155374246,7.31109082,-0.45391055,0.658942628,0.999972288,-4.678241324,-1.113710486,164.068348,250.0316027,122.3982057,257.2018887,159.2386605,241.6075794,100.977112,102.7643436,117.3505364,168.5768427,5
ZDHHC6,0.215895539,6.057154728,0.453889972,0.658956976,0.999972288,-4.678243174,1.161424634,66.81466673,89.0804056,36.22602,131.3872348,61.90427999,152.7906903,43.03789723,51.65493206,34.0108694,84.5720165,10
LOC728099,-0.095109434,4.394452687,-0.453685691,0.659099417,0.999972288,-4.678261543,-1.068146428,22.32519097,21.06210898,22.72028873,16.52469365,26.44718858,14.32505229,28.10308267,22.18745696,21.41166564,18.95783607,3
GNL2,0.181298205,5.115233887,0.453577855,0.659174614,0.999972288,-4.678271237,1.133903766,28.36473008,30.67528737,36.75692684,53.4020288,26.93053486,90.52519979,22.9135219,29.97860917,22.111816,39.57144344,6
LOC101927988,0.22882956,2.918738202,0.453532893,0.659205969,0.999972288,-4.678275278,1.171883829,7.601604946,3.42897998,11.88927632,3.709488274,15.16909478,4.974788852,9.056084203,5.072633198,13.369442,11.47403855,8
LOC157503 ,0.151783709,3.268490698,0.453350003,0.659333515,0.999972288,-4.678291712,1.110942162,9.233642212,7.453280304,10.42482281,17.55428788,7.19331687,12.43084857,5.705951124,7.325500543,9.932208906,14.76807357,4
ZNF92,0.196003825,6.108553261,0.453298872,0.659369177,0.999972288,-4.678296305,1.145520935,65.97352858,56.34501439,66.44184968,137.0555811,65.34105978,158.6826649,39.08680913,44.72290537,45.89143492,86.89733287,9
POLR1B,0.159225683,3.23042722,0.452929632,0.659626724,0.999972288,-4.678329461,1.116687634,7.494631855,10.61677731,8.240752663,22.84946465,10.6260032,10.44607913,6.092154069,7.306825022,7.005191725,10.2264791,8
RAB11FIP2,0.319749064,4.780754834,0.45288948,0.659654733,0.999972288,-4.678333065,1.248113439,17.24506001,47.11757568,16.04983787,65.4232267,54.4288981,86.68951693,9.487148472,12.61548844,16.1406514,31.67370477,7
DIEXF,-0.061865715,5.204800996,-0.452723585,0.659770463,0.999972288,-4.678347953,-1.043814766,36.74591862,35.34148735,42.26870548,34.02845915,39.44680534,30.34762853,38.1205658,39.16461455,40.41474582,34.50860516,5
MIPEPP3,0.150181431,4.796828603,0.452706159,0.65978262,0.999972288,-4.678349516,1.109709018,30.82244018,18.40783147,30.41999165,15.99305533,30.1734499,18.89113911,46.20304864,34.40907767,40.41875866,27.23472585,10
DUSP28,-0.170678139,5.912488593,-0.452681353,0.659799926,0.999972288,-4.678351742,-1.125587443,50.35314364,102.3150701,54.38003141,145.6465496,42.49087506,49.8177185,41.84186201,56.00670497,48.58749368,63.91507075,3
ANKRD46,-0.436560576,6.607527324,-0.452508405,0.659920589,0.999972288,-4.678367255,-1.353373998,131.544882,196.5326415,67.71120738,332.1661342,150.9458238,327.3422736,13.81637076,43.08976137,28.26473009,160.7972265,10
DPYD,0.234145083,4.421533509,0.452417563,0.659983973,0.999972288,-4.678375401,1.176209528,22.05266355,22.10230529,14.3590649,30.71585272,27.92424716,50.77026583,5.861050556,19.12954384,24.38862602,24.50735514,9
BMP5,0.118844808,5.007378513,0.452382391,0.660008513,0.999972288,-4.678378555,1.085865043,34.46471708,28.29652513,28.69962898,26.67379801,53.21753117,20.25917317,39.31850159,32.71225674,40.21845502,28.45988018,6
GSTT1,-0.082063935,4.074484645,-0.452344599,0.660034883,0.999972288,-4.678381943,-1.058531304,14.81893122,21.01363685,17.30557218,18.63207465,12.63499534,16.0615781,19.42113652,17.92599273,13.65967818,19.01489988,6
PPA1,-0.433034685,8.508550842,-0.452314889,0.660055614,0.999972288,-4.678384607,-1.350070443,566.9596884,549.5808122,291.1734879,1289.995234,606.0807392,696.7746271,46.49514695,193.736697,97.30891714,947.4833537,8
EEF2,0.306193299,7.207477946,0.452223568,0.660119337,0.999972288,-4.678392793,1.236440914,121.8072641,248.7042708,68.24654357,327.4788969,162.7151112,651.0150701,72.93297975,107.079148,69.71507017,127.3725003,9
MSL2,0.065425197,3.62441219,0.452214778,0.660125471,0.999972288,-4.678393581,1.046393292,14.03120036,10.22957386,11.88115333,15.45231225,12.37694363,11.88115333,12.27959339,12.00858317,12.45795553,11.43322809,3
KBTBD2,-0.202804871,7.484808093,-0.452019418,0.660261802,0.999972288,-4.678411087,-1.150933814,245.5726318,241.5574283,130.1549277,270.6288819,178.8342358,406.334996,100.8863116,147.0150701,82.60144325,182.7955968,10
LINC00844,0.194297493,5.012672527,0.451965224,0.660299624,0.999972288,-4.678415942,1.144166883,39.14249108,21.34486744,30.34762853,66.51507023,54.94708711,37.44058076,14.34354916,31.38198395,20.77143998,37.89398462,10
CECR2,0.182544299,5.955905015,0.45189496,0.660348661,0.999972288,-4.678422236,1.134883572,71.39793859,45.09175422,56.95575697,103.9444667,103.1657246,93.21185175,25.00476862,52.91929134,62.20352174,56.29637068,10
LINC00629,-0.085033307,2.852543876,-0.451778745,0.660429773,0.999972288,-4.678432645,-1.06071223,9.056084203,6.402504316,7.354758049,5.0633064,9.110530072,6.434485827,7.949833219,6.981027195,7.519128598,7.315052061,7
ZNF605,-0.229746253,4.043237219,-0.451626688,0.660535906,0.999972288,-4.678446259,-1.172628684,15.3423969,31.62836538,12.90250884,36.60354351,23.69295596,26.49683855,8.605506751,9.517684136,7.988608398,15.76149443,4
TNFAIP6,0.124145416,3.867868548,0.45159183,0.660560237,0.999972288,-4.678449379,1.089861959,16.95159207,9.944661986,15.40822815,12.5472687,20.03088213,10.1510604,16.92858856,16.11371152,22.15586286,10.98564636,8
ARNT2,-0.182521196,6.383114025,-0.451540219,0.660596264,0.999972288,-4.678453999,-1.134865399,88.80288604,135.4830117,63.03729727,133.4150701,91.17534202,135.5150701,41.14285728,81.65192931,44.3899943,88.0161751,5
ACPT,0.12857337,6.401147186,0.451522972,0.660608303,0.999972288,-4.678455543,1.093212128,93.99060916,64.65528539,82.38423348,66.48651851,78.36752161,57.11507691,114.8512337,112.8546624,139.9560833,68.79756577,8
ZNF557,0.092109544,4.607143751,0.451520113,0.660610298,0.999972288,-4.678455799,1.065927669,17.81249867,22.07008467,32.20388752,19.41484263,26.47890018,20.70118559,29.59834458,26.12760094,28.63101866,24.78647093,5
RCBTB1,-0.070500359,3.313353357,-0.451494097,0.660628459,0.999972288,-4.678458127,-1.050080812,10.55702256,10.56932234,9.755181752,8.586291202,7.530887398,9.716966476,11.63699102,11.28888952,10.11624227,10.36740093,3
NCOR2,-0.235270986,7.424161375,-0.451376733,0.660710388,0.999972288,-4.67846863,-1.177127821,151.8420932,410.9006772,114.3632189,265.6172475,163.976037,386.7135967,72.65396231,136.615331,100.7214603,185.8790301,10
MYL4,0.080715347,5.05460947,0.451182135,0.660846242,0.999972288,-4.678486038,1.057542283,37.97516593,25.72155039,33.41528139,30.43489107,34.92232129,29.15463191,39.48056838,39.41850159,38.57730819,27.07390347,6
LOC100129129,0.329702204,5.04536103,0.451036726,0.660947765,0.999972288,-4.678499041,1.256753933,21.30767484,36.32382353,28.79133997,23.64294782,18.37749869,302.1617965,26.54302074,28.26473009,29.78728171,23.5834292,3
TDRP,-0.323019067,7.952039415,-0.451011784,0.66096518,0.999972288,-4.678501271,-1.250945613,260.4739557,352.8429719,264.4003921,521.9700955,397.1230056,676.72541,55.55868068,123.9662698,103.2047429,357.8308406,9
LOC284513,0.114311852,3.120074926,0.450885995,0.661053011,0.999972288,-4.678512516,1.082458603,10.57020408,7.603871376,6.923513889,8.629767313,15.69591588,10.03968327,8.377692546,6.673722067,8.102604801,7.199357844,4
EPHX4,-0.30448155,3.893834741,-0.450671988,0.661202451,0.999972288,-4.678531641,-1.234974755,17.378524,22.77920477,12.92449809,49.01972934,13.07024994,22.72067619,5.27995465,7.08994266,5.892897809,32.06029685,7
COX16,-0.259740512,5.363029632,-0.450567062,0.661275727,0.999972288,-4.678541014,-1.197263341,38.2192711,58.30091485,45.6603178,106.3771451,37.61566532,70.3742661,13.97360982,22.31936458,22.19522208,70.29918321,9
DEGS1,-0.310028473,9.372457991,-0.450473969,0.661340742,0.999972288,-4.678549329,-1.239732167,889.4150701,787.2193812,653.0722498,1287.24621,876.9817903,1442.378767,103.5150701,473.0700627,454.5535643,987.4219095,10
PHF10,0.234128941,5.340156363,0.450412376,0.661383758,0.999972288,-4.678554829,1.176196368,38.28898677,41.53451376,29.72700009,120.6161927,47.52255231,80.53875284,17.45170555,42.23467368,23.47045237,31.51371669,10
POM121L8P,-0.119486315,3.765352149,-0.450286044,0.661471994,0.999972288,-4.678566109,-1.08634799,16.85803861,10.63933791,16.68264865,9.581977791,14.83566925,12.34972183,17.3734188,20.55030559,9.549456252,12.07121727,5
MESDC1,0.064787595,5.549584253,0.450258022,0.661491567,0.999972288,-4.67856861,1.045930938,52.11420014,38.90586171,46.11545899,41.00037948,46.36253041,42.17435738,51.47711695,48.74865157,53.7420395,50.25752961,7
PGBD1,0.096325722,3.512846047,0.450011761,0.661663584,0.999972288,-4.678590588,1.069047326,10.46205293,11.30956466,10.9259632,11.91395237,13.07369267,16.9208491,9.86206415,11.88623888,7.551416458,12.45319491,6
WDR91,-0.139376585,3.72391157,-0.44978293,0.661823444,0.999972288,-4.678611,-1.101429066,12.56622106,15.43117583,14.5724393,8.837388101,10.74441484,28.32529254,12.20322047,12.42696424,14.5614464,9.665620634,10
CXorf24,0.0839156,3.17787855,0.449749635,0.661846706,0.999972288,-4.678613969,1.059890776,7.103924923,9.057727422,10.19399348,9.931004414,10.92834342,8.604513711,8.786482042,10.98246843,6.551116316,9.514841522,8
PEG3,-0.544757531,8.815697735,-0.449743959,0.661850671,0.999972288,-4.678614475,-1.458775152,513.1732337,944.561422,417.1091364,2558.333792,976.2150701,1329.51507,31.92281795,133.0525419,125.8150701,961.8283317,10
B3GNT1,-0.242991481,7.529486726,-0.449743633,0.661850898,0.999972288,-4.678614504,-1.183444034,204.4601086,247.8792292,177.2415611,491.4187193,243.2287066,216.6242624,70.75143658,130.6338195,78.15260069,275.8616488,10
REV3L,0.261621901,5.778679722,0.449388333,0.662099149,0.999972288,-4.678646176,1.198825686,67.16009693,33.94796497,49.58554062,122.612074,61.14064687,140.4516211,18.00833963,40.517744,33.13721165,86.38817333,5
UBE2H,0.179959506,6.313352419,0.449295393,0.662164094,0.999972288,-4.678654457,1.132852087,67.27657072,99.27708389,57.94937501,126.8463221,97.05173223,178.4456612,58.13811281,54.54078368,45.21025951,83.00732734,6
LSM12,0.170567378,6.330926003,0.44923747,0.662204571,0.999972288,-4.678659617,1.125501031,80.5156036,92.13154291,54.8631956,121.2592895,70.18935332,190.8892577,55.51508436,65.83582996,52.55984989,89.97494501,9
AKR1C1 ,0.097551802,2.780246101,0.449038708,0.662343476,0.999972288,-4.678677319,1.069956247,7.603319124,5.553608956,6.661396134,8.145745411,7.410786848,4.641763193,9.718155719,6.23242544,7.8444534,6.25099532,6
FLJ31306,0.104486943,3.03062145,0.44886499,0.66246489,0.999972288,-4.678692784,1.075111987,7.571407104,8.306230753,7.452303229,8.898807463,14.10736651,7.818816992,8.81354888,5.709861725,8.1431793,7.042377464,3
KPNA4,-0.286544929,6.575067344,-0.448842684,0.662480481,0.999972288,-4.67869477,-1.219715713,185.0276175,88.90080225,79.96102359,196.304709,87.68642349,129.663514,19.9108623,68.51507017,72.99859003,212.3405071,10
HMGN5,0.080157144,2.77508603,0.448712254,0.662571647,0.999972288,-4.678706377,1.057133182,6.844953539,6.753498558,6.174200239,10.15097846,6.547617697,7.857287751,5.738645347,6.632521308,6.227516434,6.392850198,8
NAGA,0.081294086,5.736217054,0.448711938,0.662571869,0.999972288,-4.678706405,1.057966603,50.17840588,50.58391021,53.01512792,44.74948152,46.21601893,47.1154574,78.26982684,56.60300423,61.09059846,52.19785891,9
TGIF1,0.112636058,3.487524342,0.448658654,0.662609114,0.999972288,-4.678711146,1.081201979,11.40053093,8.500960323,12.35807706,9.788766928,7.952974629,18.63415121,11.6304172,12.89138483,13.31994067,9.082095247,6
ZNRD1-AS1,-0.12484607,5.119416895,-0.448440913,0.662761326,0.999972288,-4.678730515,-1.090391386,35.44610293,34.04427888,41.7450099,21.42254287,43.45246472,25.89880431,57.97500782,33.49980112,39.41823004,27.70881414,3
FHDC1,-0.08674677,5.635465948,-0.448427422,0.662770757,0.999972288,-4.678731714,-1.061972767,58.42792117,39.26174554,60.75484663,41.99543728,47.49999307,39.81847063,63.81507075,44.37373337,55.65481349,52.8128673,10
MAP4K3,0.337938871,3.660730097,0.448251524,0.662893731,0.999972288,-4.678747354,1.263949542,20.03840698,6.877646247,8.974974461,57.0323285,16.28376193,32.39998828,3.720306234,7.722211325,6.45000022,15.17953972,8
NUP133,0.200283787,5.859935168,0.448194786,0.6629334,0.999972288,-4.678752398,1.148924334,63.91507075,54.42981176,42.07234031,148.5103984,85.96521652,80.73981736,27.1442773,38.32056566,44.97553555,61.86882691,9
SNAP29,0.102010363,4.099035219,0.448193359,0.662934398,0.999972288,-4.678752524,1.073267996,13.79934178,19.5381532,16.09046536,13.51180546,16.89095013,13.56913438,24.62852422,24.12608365,18.35715277,14.90613016,3
