Gene.Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,Fold.Change,C_GSM329660.CEL,C_GSM329663.CEL,C_GSM329664.CEL,C_GSM329666.CEL,C_GSM329667.CEL,C_GSM329670.CEL,C_GSM329672.CEL,C_GSM329674.CEL,P_GRN_GSM329677.CEL,P_GRN_GSM329679.CEL,P_GRN_GSM329681.CEL,P_GRN_GSM329683.CEL,P_GRN_GSM329686.CEL,P_GRN_GSM329689.CEL,P_SP_GSM329692.CEL,P_SP_GSM329694.CEL,P_SP_GSM329697.CEL,P_SP_GSM329700.CEL,P_SP_GSM329703.CEL,P_SP_GSM329704.CEL,P_SP_GSM329707.CEL,P_SP_GSM329709.CEL,P_SP_GSM329711.CEL,P_SP_GSM329714.CEL,countP
PIK3R5,0.167746486,5.607144508,1.917794704,0.066749585,0.250417735,-4.356406029,1.123302496,46.05035735,46.41636966,47.3823267,42.4835992,43.47285046,42.02707663,48.76331495,44.71479584,62.40311426,49.78693801,56.02924747,52.67945587,54.99514577,69.86817497,48.47990577,42.42877363,52.27951735,37.73017918,46.56737451,54.32592246,56.13868138,50.23835696,40.49995407,45.703518,14
ZNF593,-0.348828358,6.476352862,-1.9173792,0.066804742,0.250518232,-4.357081371,-1.273525951,85.39216993,85.79460289,107.937717,146.2278669,115.4051979,115.0464121,79.99646868,116.7892127,65.39600728,101.5238073,71.80319111,76.2580244,48.62231739,77.19489775,81.41367275,122.0951423,137.823944,73.36499186,70.41687879,83.5062419,76.27952919,168.6362744,88.56716,46.77056314,24
HIST1H2AC,0.645682106,7.961646641,1.916947388,0.066862106,0.250586666,-4.357783106,1.564478797,348.0331252,216.1085047,110.8882523,138.5395237,301.8989356,104.5997355,212.8615671,176.4721748,212.3975632,189.2380413,725.0815257,771.1568131,448.9169397,303.4008004,459.753033,226.362854,325.3165221,223.618427,335.5041595,185.1904108,320.7570879,160.178287,65.09601848,502.4410636,24
ACTL6B,-0.599052534,8.072427107,-1.916480514,0.066924176,0.250692766,-4.358541692,-1.514721471,339.8232217,351.7159884,193.3035839,475.1633097,313.5451414,382.2763101,393.3226076,487.7104622,133.2368274,326.8977971,134.2441183,67.22494621,117.7567028,148.9230354,206.9769476,286.8085593,662.215176,341.8414748,243.4835657,274.2464669,210.1391132,652.9416778,312.1146331,313.2237707,10
TMCO6,0.24755603,6.234901214,1.916271248,0.066952014,0.25075488,-4.358881669,1.187194267,75.51303931,68.61826634,77.60336063,81.09585686,52.32698497,51.345114,76.47762459,61.88545959,73.43121444,76.00382394,100.9120653,113.3719342,84.99390261,89.70270208,101.8400719,80.72725468,90.75164412,65.84419606,57.00955422,72.3675946,83.94740278,100.4331619,59.61786403,53.98890751,8
METTL2B,-0.283408903,6.326885206,-1.916164819,0.066966176,0.25076576,-4.359054565,-1.217067263,101.6334336,92.76389913,58.69671196,96.76887766,82.42458095,93.170723,97.21758351,122.9766903,68.14510254,73.34738599,55.71839452,58.23555788,73.91929536,62.48143204,49.6277039,81.67820589,138.4529245,86.16314171,82.38223047,69.5789594,74.4011651,115.2414526,82.07856748,71.38481938,3
HPRT1,-1.005286531,9.380410894,-1.915720238,0.067025362,0.250825799,-4.359776719,-2.007342131,1333.395826,1346.883718,285.9187593,1797.198666,832.660505,1290.282532,1140.377432,1415.571716,103.9857384,1086.103888,268.1199109,162.2898342,153.7148727,123.5847236,643.7963018,790.4680653,1376.423057,1603.597222,1086.869684,498.0715272,259.3059184,1796.875812,1681.339218,828.8935024,24
SRPK1,-0.244914976,6.078244555,-1.915663934,0.067032861,0.250825799,-4.359868166,-1.185022931,68.96429133,80.40792498,58.15580372,83.01375975,57.46094608,100.8282767,72.64765939,95.33179924,55.55516556,51.69706865,54.25141809,54.47500204,49.41022669,55.8779503,49.8660373,58.12703053,82.67915286,79.12543814,62.81249861,82.94131101,68.06877708,94.91584032,72.72916993,70.14070785,23
PRDX6,0.419725595,10.24077273,1.915512719,0.067053004,0.250825799,-4.360113759,1.337673101,763.2704399,1193.899993,862.5229012,1219.335867,1429.213872,416.5578315,1664.777265,1024.949546,957.1204846,1427.030717,1696.366178,1406.07716,913.2341179,1007.444401,2225.961285,2466.988169,1464.184189,984.7991742,1174.719483,1361.052463,2090.144193,1246.704934,797.9466724,1262.583639,24
MKRN1,-0.67379771,9.15730048,-1.915452514,0.067061025,0.250825799,-4.360211536,-1.595266781,797.8612634,1014.98269,241.0656548,1373.431252,672.606261,830.2978128,863.6988213,1054.555157,212.0478651,874.0759834,272.4023215,229.6264251,254.4921737,225.6744959,403.800833,625.4952722,1084.028207,1052.696652,646.8190361,413.1166866,307.9944573,1256.378512,825.1148778,645.7065289,24
ATMIN,-0.265557755,8.262536393,-1.91522406,0.06709147,0.250835391,-4.36058254,-1.202100699,303.50347,426.9290293,253.0860709,435.8915318,340.4576347,292.6467433,385.5249928,384.499892,214.2641993,355.260837,260.6503205,220.8584363,204.8324926,178.4347255,287.9955212,316.6603259,293.3936548,331.0084342,356.5733205,338.0477372,300.3166595,379.7663847,409.8145103,293.3342414,24
MPHOSPH9,0.314395418,5.681882755,1.914904583,0.067134066,0.250888373,-4.361101308,1.243490441,81.10208396,39.16509304,30.97977803,40.24626775,36.49320659,42.70101274,46.00122961,53.14013555,50.78287588,42.5866704,51.57081853,64.38972851,61.27761431,48.47464442,77.21465628,59.68586217,49.10216623,76.47816655,41.81030696,45.04604122,34.08642095,53.33261966,62.44499531,94.22901338,23
CYCS,-0.332971124,11.16497313,-1.914188446,0.067229634,0.251203382,-4.362263947,-1.259604768,2704.90549,3185.944696,1675.298924,2904.932188,2710.253005,3422.087551,2349.461765,2894.872556,1351.796367,2511.722456,1453.062816,1433.38592,1615.389297,1881.074415,2027.441659,2272.679577,2267.260465,3403.44485,3176.265328,2023.383387,1510.709261,2793.864628,3538.997473,2376.316659,24
BRINP3,-0.575083977,6.916978076,-1.91340736,0.067334006,0.25142468,-4.363531671,-1.489764177,246.4675797,162.446612,112.3528698,101.2042375,98.81443792,90.03321565,132.3582672,710.90072,70.95621187,157.1511029,84.45730959,70.67515566,68.71569215,88.27843277,91.35387918,128.2482235,239.775011,142.5280898,54.74222027,122.6865928,88.70151931,160.4387893,125.3158286,127.4152995,24
PRKAG2,0.390283952,4.293436389,1.913300729,0.067348265,0.25143578,-4.363704708,1.310651341,20.50167557,16.90545347,19.29339238,14.69855829,17.25391741,15.7554877,14.42438387,13.40017504,18.15888722,15.05350247,29.4392356,46.73002799,17.22164735,18.27729665,18.51446166,25.63328337,13.85971403,45.82773557,22.01606522,16.68601244,18.82940658,11.06651497,28.79547664,25.71286205,21
NAP1L2,-0.980545868,9.274304284,-1.912880586,0.067404475,0.251600761,-4.364386428,-1.973211866,1428.015193,828.2457551,410.8042892,1259.551352,1102.461401,1072.477246,1124.493135,996.6871893,100.4595662,1088.866255,274.5531307,124.4857397,119.1460654,109.762438,584.3331309,735.5113809,1613.609017,1451.972217,1018.762081,482.7649006,316.8963227,1015.358682,1555.774993,1027.299023,24
SLC7A2,0.294142398,4.497260331,1.912761711,0.067420386,0.251600761,-4.364579294,1.226155879,16.73958789,17.28078914,19.39401599,16.20485689,19.87047961,33.12586172,21.20636788,17.97940456,19.02554278,22.46110655,38.42763533,28.02137949,19.73105982,29.97593713,24.05266325,32.1776403,16.83411733,29.86286774,22.27585065,23.38596659,23.4461893,14.41137509,21.76520806,33.4976131,5
ACBD4,-0.175275486,7.757010197,-1.912717244,0.067426339,0.251600761,-4.364651435,-1.129180004,252.1701464,174.324639,296.9563818,254.9496733,252.3301253,198.9736377,273.4513793,200.5862961,234.4038679,243.1136293,189.8969133,202.7419593,196.2739532,214.618526,182.3351073,201.0814762,206.5328138,186.2397946,169.3211112,223.042527,247.0942687,250.6309875,205.4180297,192.033112,20
ZNF804A,-0.589061806,6.300486553,-1.912467453,0.067459786,0.251683413,-4.365056668,-1.504268194,136.025019,88.15419483,62.5618991,82.91163455,95.86720066,119.454643,108.1228179,170.7028182,40.54600566,107.3859645,36.25003091,28.07882792,35.60429809,37.21100727,52.36042629,62.98717748,128.5585873,116.7972579,240.1500087,79.7205366,52.93934826,86.99650965,92.91992345,105.5466112,22
EDC4,-0.21217581,6.764063907,-1.911623428,0.067572911,0.251904182,-4.366425633,-1.158433967,111.3203948,145.9804483,88.60021301,108.720789,128.9221527,149.2726421,107.5932839,131.6516017,87.56689074,109.8205752,101.3294378,92.05252143,99.79356717,89.11981316,89.36492293,110.8643134,145.0404756,102.2842308,79.0668665,91.363524,107.1978142,151.2509386,104.3918401,120.7493347,15
CDH13,-0.611245603,7.324824705,-1.911604131,0.067575499,0.251904182,-4.366456926,-1.527577529,260.0820761,160.0134292,131.6141127,275.1126875,187.2377688,202.230903,197.219757,371.5480505,123.7774499,197.1149041,100.8492594,46.56123195,51.19177608,68.86640473,166.2426489,169.9013436,253.3369846,251.1169042,110.0401748,151.9821961,77.29396505,304.414859,323.2016493,215.4328279,16
MAN2B2,0.329552689,7.232917422,1.91136353,0.067607778,0.251949049,-4.366847086,1.256623695,150.6112104,105.893101,89.08070142,197.7642489,85.85127676,93.19193809,173.1142992,199.2469777,115.6148732,199.1987067,222.9015849,153.4060276,142.0590024,161.9001454,181.0435421,156.1889475,193.1189208,192.7886246,116.7774738,148.8896251,171.8909143,253.1100578,153.1979983,105.1830951,24
THUMPD1,0.301072822,8.140772396,1.911259582,0.067621728,0.251949049,-4.367015636,1.232060262,393.0956974,203.4695763,224.5220839,199.832959,240.54246,328.3635077,216.1085047,215.9835047,192.4958532,193.006141,304.1061712,462.0666595,335.7473925,291.749278,345.9416595,282.2199151,245.2285937,445.4386789,346.8407417,304.6410583,205.0193655,348.6542555,374.1153708,320.2056228,24
EEA1,0.284009655,4.036747562,1.911177284,0.067632774,0.251949049,-4.367149078,1.217574167,16.7535505,16.83529245,16.71311839,13.7972106,16.87201432,14.54145512,11.49901139,10.04314176,15.86555503,17.67885354,17.19603962,25.07259746,33.90973556,14.76082777,14.52853987,16.44881692,13.06160463,18.88877774,24.35567119,16.24151791,19.98704062,14.94698464,14.96175464,12.55592207,16
KRT10,0.191891358,8.555453094,1.910663408,0.067701783,0.252163956,-4.367982202,1.142260226,367.7439315,287.8146047,308.8633506,389.0413294,363.3306276,297.5498323,390.7049446,367.5976138,288.6729628,385.8868403,559.6471367,434.6486883,475.5882702,346.7524083,418.2255143,435.6132634,433.4389892,351.9034655,358.2815995,326.4883304,393.4032397,472.5314888,322.7650091,375.8102505,24
CCDC6,-0.378666288,7.419016244,-1.910048438,0.067784449,0.252338343,-4.368979012,-1.300139375,174.1533271,290.2044051,182.1330105,203.9219269,190.487575,234.7762461,186.4474137,190.6128065,76.2143127,212.8556693,184.3661632,112.8270354,66.0889442,110.7465372,155.3352569,188.887787,189.1789434,189.8755012,266.6916996,162.4460056,149.7181864,178.920178,209.3582302,211.1365539,24
TCF25,-0.234887926,9.698277716,-1.90997808,0.067793912,0.252338343,-4.36909304,-1.176815314,910.7686122,883.9284568,1279.110201,1113.550983,1030.145757,746.2926751,796.3635552,770.0669954,704.2432864,1307.161973,789.8166595,835.713602,837.0891817,638.2521295,509.6263235,882.2124928,865.0831935,728.0288071,735.5183962,866.7425223,931.2117363,757.257013,781.3650428,668.9416595,24
RAB40B,-0.30299917,7.737408016,-1.909865865,0.067809008,0.252352367,-4.369274901,-1.23370646,221.8736861,300.3999928,473.7922223,225.2750688,225.2495725,218.3954442,188.2243921,200.1281242,310.6165187,248.9357689,158.5069639,188.9019719,330.7326207,174.8685407,157.3781847,220.6467164,189.2142656,146.439978,236.2993647,178.010649,166.3056443,198.8501789,214.6524642,156.8516004,21
RAD52,0.365941531,5.100740701,1.909663362,0.067836257,0.252375056,-4.369603065,1.2887224,62.09068646,36.81712618,21.72406655,26.41009021,17.84031222,30.71036234,24.52641373,28.19565137,28.21721476,34.68500269,39.94068681,36.35676503,46.17038548,41.96628035,43.82394931,46.26009773,20.72216929,47.89309143,39.84762278,38.93507543,28.66674916,23.14666695,38.73770595,64.69055679,10
VAMP2,-0.593806314,9.404644824,-1.909568004,0.067849092,0.252375056,-4.369757589,-1.509223337,657.4013788,997.3988177,527.4169783,1000.455349,656.9403078,963.0340206,1156.317011,1580.148336,545.3647713,861.5249928,197.9376116,225.6191182,346.8437956,373.0500641,540.2922976,745.2010074,953.7181093,781.7724975,540.8951515,1232.233326,395.2796659,1680.352408,918.0950545,666.4530951,24
ZNF219,-0.261231162,7.047234435,-1.908656617,0.067971867,0.252620833,-4.371234164,-1.198501041,121.3502868,133.73491,229.3168197,144.0372541,165.4006073,188.5849864,130.4108302,112.7930342,194.2196346,135.7267826,102.3450028,120.4864253,143.2970731,181.655937,94.7289331,104.931598,91.56153896,102.5458852,112.0537594,143.5329321,132.9389115,126.5826975,134.4874147,116.1185545,3
ARIH1,0.245008274,7.536586129,1.907693375,0.068101838,0.253019454,-4.372794194,1.185099567,140.742944,202.2462457,116.2322344,202.0019327,171.1894748,152.412684,172.9791968,189.2637829,148.8062918,170.8663491,207.874794,171.7100488,201.5133067,183.3753493,216.4416954,235.6457874,182.8697151,267.733327,302.9939571,130.0709905,188.1949477,189.7819901,243.5250049,171.8656792,24
CCNF,-0.19924822,6.97127335,-1.907488452,0.068129517,0.25308008,-4.373126006,-1.148099931,135.3703124,135.8755713,168.3121131,155.4214542,163.7765575,130.0702874,124.3036491,100.7362788,161.192571,125.0533643,97.99511816,118.6064072,114.2919361,126.9077176,108.8037529,103.1940785,183.8053784,106.6147106,110.2809843,121.6579915,106.8424634,128.8974111,108.5519961,120.5337597,6
PUM2,0.391822934,8.529787312,1.907086446,0.068183843,0.253208558,-4.37377686,1.312050213,496.8999928,315.7984812,173.9234871,291.8093131,170.4670717,454.6877707,335.8999928,394.462227,292.0702578,286.29775,356.5249928,388.4416595,508.2622595,411.7029722,538.0089674,392.6499928,352.1082578,537.1995592,523.8878858,399.3199547,214.5352539,314.7321362,494.9431275,762.1916595,24
SCAMP2,0.252534239,8.031171359,1.907064308,0.068186836,0.253208558,-4.373812698,1.191297913,194.274469,252.2995115,263.9225067,195.9404037,228.6147638,250.1083322,273.705054,217.3191444,247.6500008,261.5785985,404.2532492,357.8305397,324.3174374,370.2519115,295.0485592,330.8263667,271.6432441,199.7423514,214.1795725,309.1612357,352.1517465,222.1699741,181.8778519,217.799981,24
POLG2,0.176006097,6.445647424,1.906855483,0.068215072,0.253228989,-4.374150746,1.129751989,99.05751995,88.30810377,90.91924793,81.09395947,55.45882922,75.95547466,82.44786277,77.59747417,78.05443558,87.51182807,87.83031067,104.7926622,110.8884363,102.5562204,92.22340087,85.68054244,81.72510963,90.00061186,99.08000128,93.12734697,68.17958642,82.16373966,102.4588934,96.68261626,17
RNF128,-0.60612356,5.271691463,-1.906727724,0.068232352,0.253250934,-4.374357551,-1.522163741,60.31505625,42.94613176,37.11528126,50.45721585,38.16705049,170.7304386,39.96557689,36.90743945,20.59385808,40.400421,17.82724302,14.82688082,21.43209159,18.33052217,31.60739548,30.76462793,63.97199572,55.40012902,83.86353127,38.40746834,21.00189393,52.97510919,71.57485757,34.27292236,22
LAT2,0.410428302,6.974152171,1.906115826,0.068315167,0.253459436,-4.375347896,1.329080328,107.7827507,106.0941599,116.2572507,72.28665645,103.6347719,115.9318798,139.3468605,85.1074541,130.9032638,121.2894771,405.5666595,182.8616876,172.5936357,180.3483712,152.2895824,124.4548062,226.6500598,89.10152945,115.7915975,139.2674311,101.7027628,95.27544144,72.48707683,111.8624958,11
PKI55,-0.37436297,7.665077116,-1.905851378,0.068350985,0.253480088,-4.375775828,-1.296267054,356.969366,237.1924555,171.3160179,328.9892296,197.9697165,263.0670269,235.2690809,196.5354006,165.3015506,203.231579,111.9548958,157.751697,141.2520472,102.5262514,199.8185936,202.245568,252.4522128,308.329263,200.0434857,173.4723276,113.8168272,245.2354202,361.3662969,219.6529301,24
TNFAIP6,0.408968712,5.155212329,1.905607878,0.06838398,0.253518042,-4.376169824,1.327736363,22.11281762,30.08923083,44.85250402,19.25872843,38.13857592,46.54238355,20.80651855,27.0090834,56.90959897,33.60804149,33.10078801,52.70649118,63.1678368,85.26155266,40.14368597,25.59204848,25.95247106,33.02221813,60.57121921,30.41470659,37.84788381,29.70402557,26.88282307,34.80197233,4
RGS19,0.373917264,7.942211328,1.905264149,0.06843058,0.253606513,-4.376725933,1.295866647,211.6460298,183.671903,225.8060105,183.1547788,234.6274501,187.6334447,242.910098,195.4734694,213.9869943,254.9906752,699.6800433,334.3999928,353.7298009,405.9559618,333.8142391,238.5668109,323.0453593,165.0603601,200.9006917,283.8733509,268.3817297,209.3050652,138.3916826,206.9308413,24
LOC101930235 ,-0.220921234,4.636896033,-1.905031017,0.068462202,0.253606513,-4.377103068,-1.165477566,30.24604684,29.29601255,25.51675429,26.65452639,28.12751187,23.844086,36.53792053,22.49658237,27.45720199,21.74848913,17.31504669,16.13330572,22.432295,24.56734827,21.30522018,19.16071017,27.40999497,21.73797013,22.15121204,28.11683919,28.41462538,26.23233351,34.48131674,26.60801409,17
PSMC3,-0.357821913,8.860357549,-1.904951827,0.068472946,0.253606513,-4.377231167,-1.281489727,350.3698449,811.1343235,377.642154,734.1957908,390.9661598,613.3583261,572.3397937,755.6637907,278.0666597,608.2112195,381.1243422,354.0556365,396.937608,315.3166074,358.1394553,554.4366498,779.6060297,466.6703962,455.0471726,282.455224,417.1455149,609.1988974,544.9191187,343.7705598,24
HBP1,0.220734529,4.133712182,1.90491898,0.068477403,0.253606513,-4.377284298,1.165326746,14.51113672,18.4941509,18.9103568,13.85766097,15.12097032,16.24243605,14.96733616,15.41992452,16.8194559,16.6073597,15.33251968,18.99182019,24.6542838,22.5302426,17.03721116,16.36347063,14.08579117,20.69135654,19.14803754,17.31832106,17.07842914,14.32275967,19.2439725,32.0726697,14
GSTO1,-0.454467413,9.990650767,-1.904790909,0.068494783,0.253606513,-4.377491455,-1.370276858,1118.543887,2638.77937,653.732903,1463.701264,922.5311902,1625.539734,1143.188074,1272.106915,429.57244,1295.394846,1014.639589,813.1902949,696.4101638,546.9487193,994.9921831,1191.934123,1988.15033,1217.672382,849.6485444,711.3560648,893.2353165,1563.746646,937.6258089,617.7751883,24
NDUFA6,-0.300817815,8.404267394,-1.902999277,0.068738326,0.254281582,-4.380388378,-1.231842505,361.8037056,420.9509595,294.2317063,524.0684815,433.5384005,314.5592615,428.3387021,384.7283744,234.1521947,476.3546386,314.7023699,264.839833,192.7470729,224.4000789,305.0874928,352.3374928,546.0727799,329.8999928,268.6813946,275.745367,394.5230351,478.4856601,322.1498515,282.4492043,24
C3orf62 ,-0.212685192,8.162632064,-1.902554566,0.068798894,0.254430868,-4.381107132,-1.158843055,253.703454,286.6553664,282.3166596,442.4028952,305.5249928,269.9269763,356.1996608,373.9503589,237.9089576,304.7740652,249.9552146,237.983347,211.1444782,275.940365,240.5044868,288.0277445,378.1916595,296.2189896,218.9794834,292.3362042,355.3583261,320.3826212,293.0162972,225.9959879,24
ANKRD36,0.614590059,6.960556898,1.902535264,0.068801524,0.254430868,-4.381138327,1.531122868,135.0809724,75.42032466,275.9665466,71.28140284,119.5447608,65.48093543,65.7176947,57.90660169,220.2050932,117.2926099,238.0628377,241.0489661,362.0110667,266.4126115,90.84354054,112.5505317,59.05462893,109.2839428,131.0211918,143.8847614,251.417752,53.02880391,134.4413631,102.019312,24
OLFM4,-0.181658191,3.736731441,-1.902339731,0.06882817,0.254487161,-4.381454311,-1.134186737,14.33353929,13.86700359,11.3737942,18.01346957,15.8993433,14.7579964,16.64881131,12.27349875,12.52229579,13.27773047,15.94370695,11.84186001,11.3679926,11.39697245,11.15354754,13.73479373,13.86481062,17.80269279,12.39222544,11.42875726,10.6231137,12.08806422,15.50089036,11.72741566,9
CDC6,-0.168186689,4.19440946,-1.901253722,0.068976331,0.254844481,-4.383208889,-1.123645297,20.57299388,19.16791491,19.25738421,19.83052708,24.75493617,17.96164329,15.97198035,21.978423,16.40523057,17.48765804,14.77067268,16.76745025,14.76805178,17.4975064,18.1584277,17.73623087,25.22363876,16.95838907,15.28432842,17.98861876,20.84315841,20.44662052,16.05462148,17.9814412,9
FLJ10038,-0.226399123,6.638402818,-1.901168704,0.068987942,0.254844481,-4.383346216,-1.169911276,104.5216219,116.7558048,90.09715295,137.0485633,111.310508,76.15774427,113.6686717,154.3078612,72.95111884,115.875499,84.56417066,106.0695587,89.8165398,77.41913726,80.72640223,99.3906678,97.3202626,127.3320174,111.3281084,92.7408985,88.45122013,121.2188134,96.98842141,72.42263397,23
ZNF385D,-0.391341913,6.062414181,-1.900769039,0.069042545,0.254983549,-4.383991718,-1.311612824,81.77729605,67.98758895,54.80345821,77.7923852,70.67564839,130.7616602,57.37227698,134.519482,45.52108957,105.2802854,42.4614488,32.71365049,53.23907569,48.34452632,54.66122863,100.3225934,84.76375733,86.52743486,80.75896256,54.96002435,40.73062519,66.88228877,77.08500931,58.00375699,16
MVB12B,0.283061663,7.522563636,1.900519751,0.069076622,0.255067116,-4.384394295,1.216774364,174.4903361,171.2858689,166.8270339,131.2578232,172.555218,123.9635358,152.6710485,214.6947896,314.1916595,177.2675137,180.7785392,211.0948197,274.6998288,191.2646037,225.1243212,242.6291725,191.776611,121.0994275,178.4585938,216.1870718,218.1924224,247.0969157,132.4739524,124.5320988,12
GOLPH3,0.15382091,8.978409345,1.900351972,0.069099565,0.255109549,-4.38466522,1.11251201,524.5460687,465.2822551,367.5560433,483.1670868,450.4454659,423.606162,496.8999928,577.3128854,513.9106479,474.8143703,593.0450396,516.0012746,524.4229859,641.3514446,587.7740522,593.4121669,511.2510112,486.7661987,554.0214141,517.4915184,431.7373991,459.4278677,446.9092314,559.4374969,24
CORO2B,-0.411480114,9.883731679,-1.898916441,0.069296143,0.255581154,-4.386982572,-1.330049662,1136.4964,1105.54168,616.5107627,1585.502001,1174.066408,865.1667674,1373.698262,1694.695687,728.7417848,1189.805499,428.099261,407.0197008,765.2633932,525.6662478,878.0234806,1018.461677,1340.333388,1347.355752,1033.2107,1020.465522,799.3728777,1329.274993,867.3030997,922.0783028,24
MDC1,0.136629932,6.528084582,1.898611343,0.069337985,0.255655652,-4.38747492,1.099334121,83.57585968,83.38101652,89.57261732,104.7738729,68.59911824,82.58607004,95.91881422,89.35735617,105.4706407,91.99338468,84.28520835,100.4533398,116.0966773,90.38725637,101.5892814,93.40838765,104.5853812,90.78095433,88.97678334,81.66743789,101.487549,95.29401968,95.22032076,88.30447639,3
RPL23AP32,0.30921325,7.556077648,1.898496208,0.06935378,0.255655652,-4.387660705,1.23903183,247.5126495,155.8144479,188.8840957,131.8393037,160.9111915,131.6871065,170.181596,144.8507851,301.5511239,166.1990381,227.6942995,321.578484,301.8583261,231.6782395,221.8816102,182.4234772,131.7922393,162.7893285,155.7677107,223.7442524,246.6084835,117.7965751,190.3638433,180.7785392,24
STK38,0.441788918,7.423312149,1.897970114,0.069425996,0.255763671,-4.388509512,1.358287538,252.8015817,136.9050486,176.4404523,115.9176248,87.45585946,144.7392382,138.7735001,118.3584352,166.3769994,116.0215959,361.5871921,374.1631113,287.8336718,243.7957365,308.2969437,184.2418178,132.600196,157.2730645,167.5761921,183.5048916,166.5981417,80.91835658,141.8590731,227.7503585,23
TNC,0.771149466,6.179762962,1.89754669,0.069484167,0.255893334,-4.389192545,1.706628998,31.76742222,96.15692152,28.98400168,33.2211861,34.35974008,120.4709171,32.5765786,111.148414,100.834869,57.71076911,78.26626429,65.23306357,51.27871957,76.43728154,389.0485853,139.4756108,69.48435244,86.52730705,444.6542551,77.02574319,83.46021907,33.72301546,80.01916381,34.34208135,17
JAK1,0.260409813,9.46522438,1.896993771,0.069560191,0.256081839,-4.390084301,1.197818909,659.0556257,822.1754928,380.3231787,746.8062415,614.1064522,636.9981191,751.992949,525.5360456,481.2565641,563.4751937,921.4499509,923.4517319,923.1916595,885.8728752,957.7572323,705.0392793,708.6197755,880.9895598,888.4833261,603.5620161,703.4112288,781.2919551,577.1788223,751.2626143,24
ENG,0.439678188,7.593729938,1.896903597,0.069572596,0.256081839,-4.390229717,1.356301753,128.582356,192.7435999,170.1758705,124.8846099,184.6450448,134.9003258,198.8362237,146.2881415,241.35834,140.9929416,258.4543533,354.773817,376.6854899,376.6211075,242.4000067,261.6495242,131.0236994,146.9431793,125.1892681,217.2439219,481.1378513,131.418907,144.7749863,141.8998987,6
WDR47,-0.564326275,9.993177543,-1.896840093,0.069581334,0.256081839,-4.390332122,-1.47869681,1828.911891,1413.149993,594.0871043,1270.215744,1356.611069,1623.380987,1294.583947,1686.075081,364.6510784,1359.462352,529.6658714,347.161676,473.0399321,510.7097016,931.7098738,1105.018538,1452.196333,1454.768267,1464.297362,1137.025072,617.9896687,1399.496368,1706.415638,1429.420826,24
TSPYL4,-0.564451274,10.59691457,-1.896474365,0.069631673,0.256224774,-4.390921835,-1.478824934,2351.333454,1842.196796,1375.642323,2438.00431,2040.088496,1628.046499,2123.4793,2603.645334,627.2023679,2072.236319,905.7618853,452.6240489,708.2189521,629.8242658,1303.009456,1772.685059,2769.704434,2391.608326,2120.043478,1691.968051,947.0672701,2468.664856,2248.690839,1983.379159,24
CAMTA1,-0.814130632,9.135579626,-1.896289347,0.069657151,0.256276195,-4.391220133,-1.758238319,1017.121929,929.0630743,202.4143653,1105.872769,789.0968861,1113.859398,1160.104416,941.7307501,178.1669241,791.6133518,186.9332909,137.234221,228.4636852,147.4708943,586.400041,651.293811,822.6083261,1411.149755,750.1175889,469.4227262,278.8833629,889.1864065,926.6938054,1130.992156,24
PTPN11,0.267939729,10.42334617,1.895360916,0.069785125,0.256492862,-4.392716688,1.204087077,1723.176585,1115.943746,1285.892647,1018.295826,1156.493653,1155.461296,1094.782735,1274.870365,1855.804642,1156.45,1173.2374,1487.774993,2166.890537,1718.188877,1651.513291,1277.399993,970.8647535,1726.940887,1829.072121,1421.99018,977.7864536,1055.61729,1956.27009,1661.770361,24
POLR3D,-0.210339781,6.049697976,-1.895202352,0.069807002,0.256509667,-4.392972228,-1.156960637,64.46194775,77.68001989,85.33907555,61.24786327,63.316231,88.63639623,53.91229596,101.8959573,89.86469006,61.99228759,62.19359148,48.24906738,56.67053985,61.58433344,62.32426778,64.17671314,82.58810334,54.40206256,58.06280741,66.30326631,71.69588415,65.13953149,55.34655694,60.55234192,4
YARS,-0.465378381,9.147414887,-1.894824599,0.069859144,0.256563945,-4.393580945,-1.380679422,612.8473639,883.6709172,449.8704649,1103.638103,609.5428627,782.1256174,627.9538555,742.2777524,274.3538241,754.9866653,383.6805202,291.6643502,311.0177747,294.9047822,544.2334359,527.2649228,1185.239698,759.8707478,608.3132146,381.2821045,397.5949488,1104.83618,673.3583261,543.1118168,24
ITPK1,0.28109347,6.001862462,1.894803552,0.06986205,0.256563945,-4.393614857,1.215115514,59.02520406,46.27386697,44.6613667,45.34091911,54.53061061,68.99492292,60.23264879,80.26871047,57.0011039,55.09545209,75.36403688,77.64130322,50.00670022,90.1544151,58.14055569,57.97373587,131.4814521,53.83207442,57.03752786,80.09927426,65.42434953,82.16512549,56.57988832,83.2488462,7
CCDC176,0.226799006,5.879197051,1.894704766,0.069875692,0.256571747,-4.393774027,1.170235594,58.48893181,50.03133972,52.9940179,60.59962235,40.53265248,47.63648717,55.38090318,61.98343492,86.89110242,57.80169683,43.52489332,69.40200422,60.41642578,56.86686095,62.14717913,66.37807429,42.8745692,62.96707578,74.38353988,61.18710028,58.82857125,67.15925396,93.61769906,49.11009521,24
