Gene.Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,Fold.Change,C_GSM764196.CEL,C_GSM764197.CEL,C_GSM764198.CEL,P_GSM764189.CEL,P_GSM764190.CEL,P_GSM764191.CEL,P_GSM764192.CEL,P_GSM764193.CEL,P_GSM764194.CEL,P_GSM764195.CEL,countP
FZD3,0.368011826,3.872501792,2.733131945,0.01859642,0.543817038,-3.093557104,1.290573069,11.39274267,14.27103241,11.31072534,15.40116873,16.88596249,19.3878713,16.74651743,16.72382841,12.29092974,14.23519002,8
ZNF529,0.335145285,7.444097164,2.732139785,0.018630209,0.543817038,-3.094719057,1.261504441,145.8136623,160.0924218,138.8846256,218.4076085,213.6540334,182.2631648,163.939812,205.3200246,150.5924218,183.4617705,10
SNRPF,0.271838494,8.239665223,2.731990199,0.018635309,0.543817038,-3.094894243,1.207345425,253.6354051,274.2771009,267.2474049,293.1542757,324.4324697,363.6856774,289.0855075,284.4628664,355.1497886,338.9539776,10
KIAA1107,-0.262845772,3.203538379,-2.731744135,0.018643701,0.543817038,-3.095182422,-1.199843109,10.13363031,11.13985704,10.15313425,9.573239353,7.826819962,8.007168598,9.947745961,8.811183692,9.043875475,8.074764985,5
NAE1,0.261000633,9.006235187,2.730915709,0.018671981,0.543817038,-3.096152647,1.198309547,450.6416483,507.246296,406.8137896,559.9045678,562.4174479,618.4721433,528.8424218,506.9924218,497.5408405,535.0250139,10
HMGCS2,-1.223578296,6.090386136,-2.729959294,0.018704682,0.543817038,-3.097272787,-2.335252088,145.4981467,70.26647004,183.6800771,61.75798998,23.99001578,53.69606241,119.9934989,84.43812856,43.52683752,32.74175182,3
FKBP14,0.406990243,5.785268987,2.728773582,0.018745303,0.543817038,-3.098661509,1.325916793,41.17279555,52.46531326,42.9389775,66.71830878,74.16591384,73.39717329,49.35188921,54.95910199,50.27327924,56.65670516,10
FASTKD1,0.68257597,8.572347875,2.728010449,0.018771493,0.543817038,-3.099555317,1.605002973,239.7802947,267.4826807,318.4146992,362.5584817,521.2234375,424.9364495,294.7403171,822.9322965,424.6317012,378.1761316,10
FOXN3,0.310077513,10.15704855,2.726880564,0.018810335,0.543817038,-3.100878704,1.239774309,941.8424218,1084.673136,927.7526044,1370.930548,1332.692422,1388.981657,1193.017266,1045.361766,1046.11645,1199.825892,10
GFRA1,-0.408136331,6.653135342,-2.723795359,0.018916801,0.543817038,-3.104492423,-1.32697053,145.8271549,99.47735541,127.2992835,101.19916,74.7138609,107.1924219,109.2912678,78.75461251,85.28039837,97.07146517,5
NAPG,0.331379611,5.466489774,2.723671907,0.018921074,0.543817038,-3.104637028,1.258215998,35.35477634,39.5499614,38.16384248,48.95229822,50.6574625,59.28277093,39.74255058,41.14344765,50.67565392,43.93664452,10
RP1-142L7.8,0.919241037,5.903009453,2.721161419,0.019008166,0.543817038,-3.107577741,1.891120164,49.57814038,27.37913273,41.41223281,162.7896577,52.17546827,95.55442822,55.0296608,47.49703858,65.64554181,75.19309216,10
ETF1,0.317228478,8.792960381,2.719678406,0.019059799,0.543817038,-3.109314965,1.245934718,384.5618754,398.7579206,358.6070492,633.8924218,454.2464372,471.0761044,442.6513949,431.0924218,458.6424628,451.4911376,10
NXF1,0.252832798,7.926526964,2.718195897,0.019111553,0.543817038,-3.111051647,1.191544472,220.3703866,224.6121571,201.3488265,249.5581565,229.6924075,294.3999432,263.968012,276.5924218,245.6276648,240.8591745,10
TNFAIP2,0.374625003,6.975457706,2.716369915,0.019175489,0.543817038,-3.113190752,1.296502513,104.5702068,107.4664444,102.7924222,175.3802859,119.1134457,148.5851491,147.3263194,132.1954862,137.7630829,103.5216771,10
HNRNPR,0.340133344,8.248668051,2.716082309,0.019185579,0.543817038,-3.113527683,1.265873589,255.9796694,247.3557872,270.8583708,368.8999099,380.2546331,381.424835,293.5622568,263.5445947,322.8530119,295.6269768,10
SRSF11,0.494581747,8.005151616,2.715332915,0.019211893,0.543817038,-3.114405609,1.408912237,135.4053235,240.2033018,253.8056466,321.3440147,337.0179712,294.5371781,297.3523117,238.5185163,251.4839843,266.7622811,10
CCT4,0.282119747,10.51826208,2.71462806,0.019236676,0.543817038,-3.115231368,1.215980208,1185.242788,1358.578238,1299.270357,1637.508526,1594.533313,1791.392422,1457.292422,1429.539412,1330.34665,1697.52754,10
DCAF8,0.282757455,8.376108226,2.714484685,0.019241721,0.543817038,-3.115399337,1.216517821,283.0784602,304.7720356,281.675277,291.042893,376.9972302,373.396207,347.9128369,410.0924218,352.3638383,327.4605365,10
NUP43,0.299329792,8.721147973,2.714429933,0.019243648,0.543817038,-3.115463481,1.230572615,367.2924218,378.5428068,349.6465333,430.7715179,500.6924218,534.1885715,424.4002255,463.3479438,366.6759325,443.6467752,10
C21orf59,0.257440021,8.005659879,2.713860393,0.019263703,0.543817038,-3.116130724,1.195355732,222.4087954,234.4924218,223.7723655,296.3228194,254.6518559,320.8534638,265.108508,264.3924218,245.3239861,258.7730288,10
LOC101928844,-0.281902672,4.86340858,-2.712784694,0.019301638,0.543817038,-3.117390974,-1.21579726,32.18368404,36.01052231,32.08033181,28.27551716,24.34451158,26.03626797,26.16421046,26.57606832,34.02693716,27.70786294,4
PSMC4,0.317001592,8.33288366,2.711708746,0.019339656,0.543817038,-3.118651539,1.24573879,277.8886707,322.5750391,235.7466455,347.8281231,324.4924218,399.2550491,316.4583941,299.6173287,374.2870106,359.4381966,10
KIAA1468,0.480702353,6.260682564,2.710188226,0.019393508,0.543817038,-3.120432996,1.39542284,58.38057751,62.2383063,61.62420728,114.0047348,85.23788778,111.1286225,61.20501747,75.11773754,70.82977203,89.19244796,10
NEBL,-0.265636844,3.264528206,-2.709848118,0.019405574,0.543817038,-3.120831476,-1.202166601,11.32148516,9.939276251,11.60995012,9.065829976,9.718400868,8.730577675,9.188108416,9.10171229,10.32878185,7.738858793,5
ZNF548,-0.281565006,7.557662916,-2.709574682,0.01941528,0.543817038,-3.121151842,-1.215512733,214.5636788,195.9975019,239.5730366,155.2348383,186.1685536,162.4294422,196.3666436,187.6466277,165.1952494,195.7137599,10
PURA,0.261660961,3.041657662,2.708986148,0.019436187,0.543817038,-3.121841394,1.198858144,7.13071647,7.592717733,7.046083398,9.611542797,9.769531362,9.48719555,8.124771102,8.277579696,7.862715054,7.975023932,3
DNAJC5,0.224217172,6.864900311,2.707613722,0.019485027,0.543817038,-3.123449413,1.168143224,98.86191267,115.8723595,99.7406228,119.3627393,125.4569973,121.007172,129.7106831,127.2035464,112.0800418,120.8788017,4
RAB4B,-0.389543222,6.795664485,-2.70746023,0.019490497,0.543817038,-3.123629256,-1.30997858,139.4021731,112.3139963,154.4002273,86.16403371,105.0357201,79.43138217,115.9417111,117.3540658,111.7924218,108.3507135,3
GREB1L,0.467676641,6.175614822,2.705892447,0.019546453,0.543817038,-3.125466215,1.382880642,70.13849924,52.5368872,51.88803673,75.38989362,89.45869575,114.5305536,65.10896172,71.04590464,66.22114363,86.08578399,10
ALG11 ,0.305038656,6.506622408,2.70588622,0.019546675,0.543817038,-3.125473511,1.23545174,71.86395743,78.39433196,85.59247876,106.7924219,98.36979748,112.704035,86.41316535,93.78140925,80.85812379,103.2504018,9
EBF3,0.485207988,6.573444823,2.705323273,0.019566806,0.543817038,-3.126133124,1.399787654,86.17432706,68.91941753,71.77317652,112.7236425,126.0561919,153.2792003,91.65998873,85.38487399,101.801733,82.98138202,10
RBCK1,0.300425126,7.03079009,2.704001774,0.019614144,0.543817038,-3.127681562,1.231507254,97.36052537,124.2975621,119.308934,163.8460975,126.3965076,141.2684397,125.9510095,133.3848252,154.2755327,133.4895174,10
LOC285638,-0.348213135,4.362002224,-2.703747844,0.019623253,0.543817038,-3.127979103,-1.272982984,29.06509975,23.39277214,21.2302193,19.91626274,21.05054634,14.75839959,19.67956598,20.59449349,18.13737506,20.59091131,9
FRMD6-AS1,0.301733454,4.146062601,2.703458812,0.019633626,0.543817038,-3.128317776,1.23262457,14.29829241,17.72489287,14.1141622,16.28534127,21.89385701,17.22790833,19.26843353,20.73071625,19.02777244,18.12044299,8
GYG1,0.37098632,12.27950163,2.703280617,0.019640024,0.543817038,-3.128526577,1.293236669,4316.192422,4808.284362,3450.485501,6311.921527,5805.980766,4777.592883,4421.072365,4820.884566,5696.686843,6060.229365,10
RAN,0.378358575,10.05725233,2.702796686,0.01965741,0.543817038,-3.129093627,1.299862097,788.2955967,959.8262876,921.5901942,1360.454976,985.5910238,1361.754611,901.6291114,1080.442422,1174.292422,1294.318273,10
ING3,0.334820049,5.636166007,2.702562199,0.019665839,0.543817038,-3.12936839,1.261220084,40.91280565,42.42974765,43.52858312,47.99975472,69.80450068,52.95202078,43.79307798,52.18325787,57.1801931,52.85167872,10
HCFC2,0.533707375,6.187437516,2.701980342,0.019686772,0.543817038,-3.130050194,1.447644514,53.39706269,67.06063035,49.70931933,77.20046682,112.4645318,112.9924218,57.86132962,70.71531486,74.9260076,78.9588413,10
MAGOH2,-0.288895478,5.701327864,-2.700058273,0.019756077,0.543817038,-3.132302464,-1.221704587,58.07966754,68.66814535,53.78506487,45.54244303,51.66249688,52.27217066,54.23427784,41.45661551,51.0854134,47.99975472,3
LOC158402 ,-0.245173702,3.001660043,-2.698299108,0.019819718,0.543817038,-3.134363899,-1.185235466,8.502480606,9.131768078,9.45493063,6.932921221,7.483872639,6.747131451,7.792739172,7.86877822,8.200255844,8.405267791,3
CTRB2,-0.268467108,6.429384477,-2.698296402,0.019819816,0.543817038,-3.13436707,-1.204527313,98.36259158,91.93471723,104.6449335,74.99329368,83.11180697,70.07150926,86.24807619,85.09250101,94.28947366,79.07105951,4
ANKRD50,0.541649896,6.213269047,2.697882427,0.019834822,0.543817038,-3.134852184,1.455636262,71.02251009,50.21047859,52.06425597,115.7783253,63.09783185,99.30263902,88.99933547,65.98903451,96.64891998,66.13257995,10
LINC01231,-0.243515464,5.399315788,-2.697690661,0.019841777,0.543817038,-3.135076905,-1.183873935,50.47129726,45.12675269,47.04689201,40.93495804,40.99167135,38.81917861,42.0719232,41.27260421,43.49138239,34.013931,6
IFT52,-0.320399958,4.90022179,-2.696643698,0.01987979,0.543817038,-3.136303798,-1.248676671,34.16970503,38.78459258,32.03212605,27.03441514,31.06147308,30.80982557,24.46729972,29.4897479,22.78445682,31.22677733,5
APOBEC4,-0.295209191,3.245769482,-2.695299071,0.019928717,0.543817038,-3.137879539,-1.227062889,11.55682637,10.53471914,10.77409236,8.451415888,7.583592327,8.568753643,8.373299521,10.55614267,10.36314203,8.938858222,4
SYNJ1,0.484708375,6.474922562,2.694602593,0.019954106,0.543817038,-3.138695739,1.399302983,70.43875366,89.22284536,55.30129541,114.1984308,111.6983129,131.833191,88.92578387,79.46465,83.29253982,90.13568727,10
CACNB3,-0.248420229,4.748771144,-2.694281741,0.019965813,0.543817038,-3.139071747,-1.18790563,35.12133524,28.89740813,27.49032253,27.20059313,23.99273533,25.00956946,25.42512517,24.00227277,26.71952554,26.57707982,4
ABCE1,0.399775096,8.382927435,2.692554968,0.020028935,0.543817038,-3.141095387,1.319302226,256.4166523,292.4924218,277.1749409,395.3861951,321.0815087,518.7614908,312.2081656,366.5477417,308.3490579,355.7044736,10
SLAIN2,0.236491431,8.393504152,2.691593922,0.020064151,0.543817038,-3.142221676,1.178124031,269.102754,340.7913909,293.8878739,350.1413332,365.853018,342.0526118,376.6730355,333.369966,363.987117,342.5759021,8
CMBL,-0.590878013,11.86721618,-2.691337711,0.020073549,0.543817038,-3.142521943,-1.506163107,4602.214348,6210.343765,4311.345549,2549.102806,4319.878586,2923.715894,5317.43492,3022.340371,3134.669523,2649.437335,10
RNF13,0.396174169,10.21053336,2.689229782,0.02015104,0.543817038,-3.144992369,1.31601339,897.8424218,1036.597072,1004.092422,1285.297205,1485.418494,1775.498695,1254.645136,1105.057794,1162.816478,1068.057189,10
SCO1,0.333419475,7.541773172,2.688226705,0.020188019,0.543817038,-3.146167967,1.259996281,141.4924218,161.7530503,173.9957836,243.9892237,181.2409227,188.1728038,168.6233984,234.5259274,195.1616714,197.3277099,10
DNAJC3,0.537771915,5.674555545,2.686791901,0.020241029,0.543817038,-3.14784957,1.451728748,28.32679988,46.9180396,45.82868741,59.22751376,80.37702677,65.77712731,47.6523116,43.71833233,50.83963597,59.8079869,4
ZNF462,0.612924985,7.988893767,2.684072418,0.020341879,0.543817038,-3.151036909,1.529356755,236.7660802,164.0894054,172.9105335,285.9924218,337.8867455,444.0407871,257.7061427,182.8340751,337.1211498,244.4717209,10
ANAPC10,0.308585868,7.366620827,2.684057335,0.02034244,0.543817038,-3.151054587,1.238493132,149.8453165,141.4130425,135.3668434,199.9186995,189.934322,199.6020718,155.4204805,167.6627297,143.494126,184.3709943,10
KIAA0485,0.477484945,8.359514125,2.683870297,0.020349394,0.543817038,-3.151273808,1.392314323,297.2597324,215.8924218,275.5317884,335.7924218,328.514719,496.2938167,373.4486446,444.6301446,347.695644,261.400364,10
RSRC1,0.71351215,4.899307919,2.68255792,0.020398257,0.543817038,-3.152812004,1.639791231,15.07772893,30.5374848,20.43105319,36.01653647,50.49579456,45.59031821,37.01420877,30.76234401,30.89604979,20.41765374,8
SLMO2,0.359899656,7.878372906,2.682447261,0.020402383,0.543817038,-3.152941704,1.283336635,170.3250036,217.5707052,208.2023447,280.4078702,237.1446682,282.0692227,220.0408581,310.8153112,252.8172385,207.9359077,10
KDM6B,-0.326348803,7.198437843,-2.682398274,0.020404209,0.543817038,-3.152999121,-1.253836126,165.0899838,172.9051677,178.4900763,118.3693972,136.6355076,110.0386193,166.0208549,151.5525254,143.2381696,142.9491659,9
SCN3B,0.889681464,6.316995364,2.682253031,0.020409626,0.543817038,-3.153169358,1.852767002,82.55203109,40.21726311,41.80722006,174.172376,81.36467719,61.30892583,60.61858386,122.6271737,122.6445116,94.37996055,8
C1QTNF1,-0.311531324,5.961512066,-2.681917026,0.020422162,0.543817038,-3.153563184,-1.241024265,71.89555272,70.11184887,75.54869751,50.02731515,64.11221291,53.20845978,55.53268215,63.71902999,53.19018138,72.18403552,5
NFAT5,0.349733515,8.266183484,2.681148349,0.020450868,0.543817038,-3.154464144,1.274325221,216.2904766,296.6805589,273.3332493,339.5924218,339.1238412,354.4924218,308.2713658,277.9696483,303.5682489,410.7358927,10
STRN,0.644285169,5.454546202,2.680451807,0.020476915,0.543817038,-3.155280561,1.562964672,33.58844941,32.34285787,30.38676534,75.56768398,49.65193998,81.01356055,36.49418793,38.77241294,39.98407261,46.31309039,10
GTF2A2,0.253326769,9.165666642,2.68003482,0.020492524,0.543817038,-3.155769316,1.19195252,506.6015336,540.3276901,478.579659,647.8402568,583.3653403,628.50415,605.6924218,511.4924218,673.0717122,601.5317392,10
SPATA5,0.372082901,4.206598576,2.679804892,0.020501136,0.543817038,-3.156038817,1.294220022,17.84527057,13.80757352,14.86207718,20.20190743,18.81647552,24.93365627,21.48796322,19.09574918,21.33901235,15.14888276,10
MBNL2 ,0.929192605,8.259351901,2.678692398,0.020542854,0.543817038,-3.157342794,1.904210019,226.8696069,161.7793159,202.6924218,394.0920817,176.0924218,795.4150702,294.7048575,331.830083,358.8478017,506.3424218,10
UROS,0.310212549,4.267915506,2.678011028,0.020568446,0.543817038,-3.15814145,1.239890357,19.31647902,16.63285503,14.16811577,20.81066048,22.61773632,17.56570284,21.43598447,19.88700854,23.23723425,18.88865938,9
NEB,0.494211058,10.29313769,2.677987678,0.020569324,0.543817038,-3.158168819,1.408550275,1054.940323,1176.17375,775.3687006,1109.447091,1310.288881,2001.746889,1101.004064,1562.756307,1423.885135,1409.893622,10
COL5A2,0.961436152,6.584197309,2.676407851,0.020628785,0.543817038,-3.160020606,1.947247347,75.08654733,52.46643921,55.32158103,258.7514612,85.90277866,174.4548183,65.23281798,82.03338991,105.7098978,138.3327856,10
ZNF431,0.362884002,3.34193054,2.67620835,0.020636306,0.543817038,-3.160254453,1.28599408,8.485658625,9.278924254,7.806906644,12.15898077,13.38550231,10.1452672,8.472262058,9.705755524,12.23691301,11.24748056,9
SPCS3,0.494365341,6.094216481,2.675036852,0.020680524,0.543817038,-3.161627641,1.408700914,56.91088811,59.27253659,46.03175509,89.49144893,63.21094627,101.3659086,63.35206279,54.62271136,81.00932756,88.75205322,10
SOBP,0.349088544,6.358359744,2.673571736,0.020735956,0.543817038,-3.163345022,1.273755649,65.28606596,58.09085448,87.61165739,86.84916158,83.03331027,103.7325271,97.36298775,88.67372518,83.01111518,77.59287913,9
ETNK1,0.497568112,4.978529296,2.673506979,0.02073841,0.543817038,-3.16342093,1.411831692,29.12177908,25.70766315,20.28781647,43.34049819,39.55001721,46.62855428,30.45179538,31.78833808,24.96256195,33.07412046,10
KIFAP3,0.29468413,8.493038902,2.673264717,0.020747591,0.543817038,-3.163704906,1.226616387,331.1905314,296.4835751,310.1783199,377.9317265,371.8385931,496.1532208,382.6475253,351.6212392,371.8924218,346.9202738,10
PAK1IP1,0.438193011,7.041959789,2.672641458,0.020771229,0.543817038,-3.164435488,1.354906232,112.5808034,120.0784668,89.45085429,164.2577817,135.1104641,195.139731,106.2352627,135.0411379,153.7649723,136.6924218,9
GTPBP4,0.417581656,6.958818197,2.671544097,0.020812913,0.543817038,-3.16572182,1.335686708,103.0612107,117.7544605,86.37474119,139.7924218,154.088639,183.609392,109.6584165,113.4865916,130.7120606,131.5889511,10
ADSS,0.417002131,5.818280538,2.669749345,0.020881265,0.543817038,-3.167825665,1.335150276,45.39896197,51.2216292,42.10350681,54.9838859,71.57892969,82.28039373,68.48458827,59.30887769,48.15919358,52.75253301,10
SNRPA1,0.428327042,7.523217238,2.668468951,0.020930162,0.543817038,-3.16932659,1.345672222,149.5531313,160.4260416,139.0910788,214.1924218,204.5661893,302.6452328,168.0924218,169.8469339,187.0633324,187.7606442,10
TOX4,0.345323686,6.29474536,2.665579141,0.021040938,0.543817038,-3.172714191,1.270435988,64.45787944,76.41915381,59.42133612,73.79334808,77.14958965,86.8751509,85.46782845,103.6399501,71.79409276,96.60198454,10
MYOZ2,0.850582661,11.72369906,2.665393722,0.021048066,0.543817038,-3.172931552,1.803229048,1788.423342,2509.656206,2498.985836,6682.279887,1832.901638,4507.319257,3595.200079,4785.395704,3318.703153,5538.739742,10
TRAPPC10,0.353210077,5.180335646,2.665126665,0.021058335,0.543817038,-3.173244617,1.277399753,30.14091004,32.68815734,28.93850639,41.88518449,43.91705386,51.28166547,35.12800775,34.8060854,33.80198854,35.35367414,8
DCAF13,0.416907511,7.430112896,2.66363048,0.021115962,0.543817038,-3.174998568,1.335062712,146.4328815,154.4828868,123.5913495,193.5924218,166.3347018,252.93604,147.154201,163.6312917,221.2914838,191.8120172,10
FAM49B,0.255131184,8.098940837,2.662226553,0.021170177,0.543817038,-3.176644386,1.193444257,228.4792355,242.74517,256.3247538,324.9719338,261.0360466,327.5905139,265.8547093,271.6924218,287.9924218,292.060463,10
ZNF30,0.281021329,6.226533132,2.661443038,0.021200493,0.543817038,-3.177562905,1.215054755,64.95644463,59.50708551,72.15684153,80.35257682,69.18747123,94.49242711,82.25229865,82.32039257,72.10630423,77.48381424,10
ZSWIM6,0.561060535,6.816562114,2.660496699,0.021237166,0.543817038,-3.17867231,1.475353361,86.01936713,98.69187277,74.54347809,156.4866635,152.7253897,191.3095502,109.5924218,92.33484757,104.3392681,108.365286,10
IL6ST,0.461994304,5.878131717,2.660293092,0.021245065,0.543817038,-3.178911003,1.377444608,35.62843824,51.35818548,56.75703997,73.4846725,73.77807361,85.33512153,55.92815806,54.8629953,59.24063363,56.71942838,10
LRRFIP2,0.424684703,8.516527986,2.657616109,0.021349181,0.543817038,-3.182049308,1.34227912,299.7013522,272.3736111,324.2406523,428.8047826,406.5024344,493.1281381,284.0924218,332.0995138,424.922573,475.6224912,10
C2orf27A,-0.298684437,6.829654456,-2.656238908,0.02140294,0.543817038,-3.183663863,-1.23002227,143.7090414,123.4816065,128.0924218,115.3771533,86.24417172,99.7241963,113.2549854,105.0335703,125.2073488,107.9029494,3
RBM39,0.814007918,8.330897012,2.655548622,0.021429935,0.543817038,-3.184473121,1.75808877,211.162529,210.729947,229.4145094,536.1994516,693.4465465,544.6109853,244.2800153,310.4114302,280.2924218,272.6918556,10
FILIP1L,-0.248723698,9.799352487,-2.65527895,0.021440491,0.543817038,-3.184789273,-1.18815553,933.7783189,1097.006912,991.9228085,771.2060831,866.6840905,912.6746395,943.70381,834.5289123,853.0988715,757.5924218,10
DUSP15,-0.418852699,5.822297883,-2.654940434,0.021453748,0.543817038,-3.185186134,-1.336863993,73.05339447,66.43940849,68.67140549,52.58857314,45.30823793,35.21997697,60.72255589,56.67261367,57.28077794,61.01423205,3
ALG6,0.388564656,6.894776697,2.654421276,0.021474095,0.543817038,-3.185794775,1.309090336,108.5751901,95.22708826,92.57132906,162.7924218,121.8683201,168.7361397,122.2859851,109.3570365,111.8840136,118.7555225,10
APOOL,0.343264021,7.902259871,2.653622897,0.021505423,0.543817038,-3.186730768,1.268623543,193.2022179,196.5645941,218.743699,259.8621548,276.9270836,343.5646573,241.4995127,213.4201875,238.499814,243.1995929,10
SOWAHC,0.692887473,5.631531843,2.653492738,0.021510535,0.543817038,-3.186883362,1.616515648,20.02455411,46.60215778,47.62043092,57.06073666,38.71172613,66.74540962,48.68442388,63.98243609,69.38700148,63.31514718,10
CCT6A,0.368815156,8.871789326,2.652444878,0.02155173,0.543817038,-3.188111845,1.291291895,401.1302506,404.4065686,370.4837794,584.6846625,506.4005685,688.0924218,444.1635454,477.7294004,449.2641097,436.0988494,10
UIMC1,0.343597541,7.358487473,2.652379597,0.021554299,0.543817038,-3.188188379,1.268916855,140.7823283,144.6924218,131.5748181,186.8519779,194.5172591,223.0710354,170.8988955,136.0708009,168.0769457,166.7924722,10
UCKL1,-0.387409403,7.218037192,-2.651389575,0.021593296,0.543817038,-3.189349061,-1.308042488,148.9482409,215.3968681,180.787433,143.6347343,119.7683558,121.5592224,152.9994884,134.3268924,120.5625358,178.057081,6
TMEM126B,0.30208398,9.243784843,2.649815777,0.021655431,0.543817038,-3.191194163,1.232924092,493.5211621,576.4436468,504.5922595,629.9902726,712.169018,749.2188528,572.7260357,536.8790921,703.0851671,642.9910371,10
SPG11,0.327997209,8.435048634,2.649136617,0.021682299,0.543817038,-3.191990406,1.255269563,297.011269,303.7427982,285.0895828,366.6283688,331.2152132,424.3748438,413.1058024,400.4035169,282.5924218,398.0710635,10
GPR89A ,0.350405579,6.988095588,2.648738808,0.021698052,0.543817038,-3.192456796,1.27491899,111.7241636,115.670615,95.05950705,114.1859878,143.5385079,178.1193593,125.108439,137.5417565,146.1924218,120.4924218,10
CXXC4,-0.30176741,3.660030937,-2.646687108,0.021779476,0.543817038,-3.194862218,-1.232653582,15.21316969,13.11764006,15.70464271,9.925403133,12.39470745,11.86602443,13.45528522,13.48062679,12.07858452,10.39390593,3
ZNF839,-0.315418541,6.99059134,-2.646235537,0.021797438,0.543817038,-3.195391645,-1.244372606,140.7127672,150.0169139,154.1896561,104.8358275,155.6555445,114.2066706,123.8737844,124.9635078,105.9527686,111.1749958,8
PHKB,0.722453932,6.122058031,2.645810268,0.021814366,0.543817038,-3.195890236,1.64998617,34.51880198,66.38025688,51.51883412,79.16897516,119.6888448,104.0441411,54.61913472,59.30887769,109.6264974,65.00757552,10
NCBP2-AS2,0.271026812,8.65971326,2.644841685,0.02185297,0.543817038,-3.197025819,1.206666345,345.9982092,410.8067391,313.6575926,425.9860453,430.2627991,503.8204184,403.8686269,420.302331,419.1924218,399.5277616,10
NME1,0.588195029,7.563705819,2.644446835,0.021868727,0.543817038,-3.197488749,1.503364694,139.5536443,143.1773844,143.9647788,260.922541,181.8913449,291.5521787,124.9008986,198.8894019,211.7698701,280.5886745,10
C1orf61,-0.284973883,5.320533223,-2.644398955,0.021870639,0.543817038,-3.197544884,-1.218388207,42.8094168,44.72347998,50.46558604,32.33712475,39.55001721,34.36496234,42.04027337,38.97416721,34.72263601,42.98448165,9
KRBOX4,0.385358931,5.1777768,2.644086432,0.021883119,0.543817038,-3.197911293,1.306184715,36.1866869,26.41349548,28.31483452,51.38132072,35.75349388,45.19090356,38.87752712,33.87456721,33.95939878,38.42071048,10
RP11-672L10.6,0.482644176,4.862074754,2.644049169,0.021884607,0.543817038,-3.197954981,1.397302301,21.23958096,26.46791642,21.67282586,51.9212923,28.62580131,32.35245285,30.16135868,31.0493271,25.04542203,31.49781107,10
ACSL6,0.341593817,3.679628496,2.643847611,0.021892661,0.543817038,-3.198191292,1.267155711,9.566441058,12.27445021,10.89783512,11.145685,13.28835762,16.74367865,12.39460397,13.27045886,14.92454675,15.31948347,8
RP1-39G22.7,0.349294621,7.825941155,2.643761302,0.02189611,0.543817038,-3.198292483,1.273937607,227.364759,170.8860295,180.8373995,247.2678777,309.6334164,243.4492492,269.4374405,217.7599259,223.1288887,211.0069127,10
RUFY3,0.367393929,4.871023559,2.642403164,0.021950459,0.543817038,-3.1998848,1.290020443,20.98253947,29.29408149,23.88261201,34.40397399,33.43137532,37.77541757,31.60759715,26.77876595,33.51667333,25.45113619,7
RBM25,0.294862021,7.338973304,2.641488891,0.021987121,0.543817038,-3.200956723,1.226767644,150.6458465,155.0380734,118.2924218,171.8590646,178.2324025,205.621833,166.7666426,153.4413718,172.827562,160.7924218,10
MGST3,-0.197498305,6.898725434,-2.640834618,0.022013393,0.543817038,-3.201723815,-1.146708189,138.5367666,131.7205726,124.108728,114.103121,110.3665236,120.0995383,108.0456988,117.7462711,118.5246232,113.2850083,10
TNIK,0.360806626,7.583382136,2.640013027,0.022046428,0.543817038,-3.202687079,1.284143675,174.1611657,151.7785993,157.8432502,187.7924218,247.0818081,207.2178824,188.0931867,269.2633778,171.7924416,192.9152519,10
TRAPPC12,0.369041394,7.848507861,2.639729979,0.02205782,0.543817038,-3.203018936,1.291494406,192.450943,219.3110284,169.5251103,207.1924218,229.4002424,236.4015586,335.8132069,268.7947257,229.0924218,254.4491534,10
ACBD6,0.268776009,7.293377993,2.639384111,0.022071749,0.543817038,-3.203424446,1.204785247,148.454505,143.8893787,122.1924218,194.1611577,164.0368222,162.2924218,144.6502331,159.2756211,164.7853048,176.1165622,10
PLCG2,-0.292900721,5.839493834,-2.638954551,0.02208906,0.543817038,-3.20392808,-1.225101024,70.83830773,57.71370328,70.33998742,56.21015626,46.18291384,59.21220832,59.79256788,53.89128592,56.71942838,46.9108875,9
LEO1,0.584748332,6.744646884,2.63845835,0.022109073,0.543817038,-3.204509847,1.499777341,88.2229628,82.09760809,72.68665261,113.1531549,154.8186014,179.8924218,107.5408665,82.45291771,149.5924218,91.38008988,10
UBE2N,0.220719211,9.900497798,2.637095188,0.022164145,0.543817038,-3.206108083,1.165314373,868.4353414,881.782909,826.8195662,930.0924218,1017.199549,1143.033811,1000.944521,932.0676631,974.4924218,1021.717721,10
EEPD1,-0.28780132,5.266759276,-2.637061297,0.022165515,0.543817038,-3.206147817,-1.220778382,43.06006058,43.80172361,45.99695394,33.22005904,38.12219802,30.50131569,38.86342363,34.20671322,36.37229519,44.14792481,3
KHDRBS1,0.254970917,9.233555722,2.635093091,0.022245274,0.543817038,-3.208455444,1.193311687,529.3297393,528.3640432,538.1322127,691.4748288,661.3507607,729.0370059,537.8942041,614.2211775,606.0603527,621.9113997,10
FAM110B,0.471801033,7.489265444,2.634505103,0.022269155,0.543817038,-3.209144833,1.386839692,136.6941344,171.3853588,124.5953641,213.0140203,148.1463554,212.9702972,158.3663691,180.8265887,231.7300101,269.3917142,10
SLC25A1,0.474137819,5.699155857,2.633510162,0.022309623,0.543817038,-3.210311358,1.389087827,47.87819444,40.67019785,36.11637536,87.62302038,50.45168865,62.70206714,55.03998752,56.40940137,55.0079172,43.03478316,7
