Gene.Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,Fold.Change,C_GSM764196.CEL,C_GSM764197.CEL,C_GSM764198.CEL,P_GSM764189.CEL,P_GSM764190.CEL,P_GSM764191.CEL,P_GSM764192.CEL,P_GSM764193.CEL,P_GSM764194.CEL,P_GSM764195.CEL,countP
ATG10,0.654669156,5.503410968,7.896929095,5.19E-06,0.103677784,1.046124919,1.574254898,33.13752012,34.07168903,31.87895381,51.64772807,54.07804285,55.12695198,46.4543023,49.5575481,56.71942838,50.97958599,10
KNSTRN,-0.625523195,6.631446027,-7.772036303,6.07E-06,0.103677784,0.991069838,-1.542770211,138.9924218,140.0924218,124.3997062,88.59915981,88.51457522,80.56075963,84.50329348,84.51193272,95.32221042,88.07706777,10
CLCN5,1.099728161,5.368599387,7.598987958,7.59E-06,0.103677784,0.912100093,2.143143066,25.49499305,22.8536459,24.41802392,61.53552308,44.89757013,58.08115836,39.11968761,56.76233978,61.26363289,46.6585434,10
DCP2,0.549612066,5.688928009,6.199537913,5.24E-05,0.409155903,0.141365826,1.463692063,37.9364215,40.05295768,40.59556219,57.88302664,53.22397129,55.35596339,60.17347381,65.74671953,52.49599389,61.09166585,10
ABCG1,1.236061179,6.60243945,5.876599648,8.49E-05,0.522212085,-0.075080929,2.355545467,43.96433301,59.00453962,58.50849274,167.5500862,167.0606529,77.38037019,131.432441,126.8816828,120.6320269,113.476153,10
PRSS23,-1.224856842,8.867112212,-5.539801755,0.000142627,0.522212085,-0.318506818,-2.337322555,813.0924218,1166.805343,638.2210061,358.0637781,435.0195564,289.8528667,260.2797562,366.6205452,531.0508906,355.727948,10
VPS8,0.777489838,4.812338559,5.145883545,0.000267054,0.522212085,-0.627483249,1.714145814,13.88218496,21.65323008,23.79545144,32.26393056,35.24496976,37.00505054,29.53888187,33.42687629,29.05213147,35.51115721,8
GABPB1-AS1,0.525662942,7.529401851,4.980282491,0.0003499,0.522212085,-0.765497845,1.439594945,133.2180698,150.6031076,146.2263678,219.7610425,221.3618987,242.6728949,172.8983602,199.6448253,198.4579134,195.228448,10
PLA2G4C,0.495562743,4.54736774,4.974505372,0.000353238,0.522212085,-0.770401062,1.409870588,19.93191032,18.06548712,17.25866689,24.72890594,23.0286781,30.26078894,23.85389377,26.59222297,28.21611486,25.48999598,3
COA7,0.46062682,6.554611072,4.971565541,0.000354949,0.522212085,-0.772898487,1.376139591,72.61443609,76.53411155,76.44241263,95.89360276,107.0222436,101.656392,108.7141519,103.5473551,119.4364135,90.40090991,10
SNRPE,0.368191644,9.698999679,4.921086102,0.000385738,0.522212085,-0.816023858,1.290733937,736.6924218,689.1028493,661.8233943,928.8762726,856.9883537,933.0782736,935.3680451,855.7342843,876.6391046,898.6545594,10
PKIB,0.640895965,3.462040316,4.883562042,0.000410437,0.522212085,-0.84837873,1.559297238,7.735220152,7.699793091,8.839577342,12.80251027,11.69709089,17.21179551,11.91067619,12.6652948,10.52114723,12.26260065,4
UCHL3,0.676362443,8.762781561,4.830463269,0.000448262,0.522212085,-0.894597504,1.598105269,267.6924218,382.6785657,298.9088453,510.1555678,438.6284895,479.6376398,463.9627467,434.2131972,609.4107951,592.629104,10
KAT6A,0.723200766,3.893977454,4.814923433,0.000460011,0.522212085,-0.908220385,1.650840532,9.832261481,10.43820027,11.17254839,13.296647,21.2273459,22.90372821,16.46811806,15.65076871,16.29902572,16.93259668,5
SERBP1,0.770290408,7.71151462,4.775658497,0.000491161,0.522212085,-0.942836774,1.705613081,153.1292452,126.8461316,154.4924218,256.7797296,294.1730743,314.4513436,200.6012437,183.9722071,232.5837483,267.5144593,10
DRAM2,0.446693566,6.257996312,4.756109997,0.000507486,0.522212085,-0.960175268,1.362913089,60.11057458,64.79947621,60.06594202,77.92310327,87.12514238,92.65080788,85.41223186,73.16534378,80.24741005,93.40710158,10
FASTKD2,0.45088008,6.868026398,4.703607506,0.000554211,0.522212085,-1.007085888,1.36687383,90.40645848,95.82527559,95.44136382,127.3757426,138.2037208,139.9783626,114.4867579,125.1656213,112.9769753,143.3856748,10
LOC100049716,0.886014276,6.597187748,4.687340533,0.000569586,0.522212085,-1.021722022,1.848063432,62.58533017,57.08656225,69.94268895,157.7778727,112.8722377,130.6205433,132.7747662,127.1752122,75.7423204,97.33384722,10
BC069804 ,0.458897389,5.664726604,4.680627663,0.000576061,0.522212085,-1.027775928,1.374490932,47.99975472,36.41008386,38.30004036,54.33136757,55.21181571,51.61290018,53.42203531,60.00861556,56.8733111,59.72866939,9
B3GNT5,1.343757492,8.072866497,4.675514114,0.000581044,0.522212085,-1.03239301,2.538115095,158.1190553,108.4159104,161.0548888,574.524023,210.3859456,488.2117378,273.1612199,260.8924218,420.4221087,410.3924218,10
LOC101928589 ,0.56169359,7.545232622,4.603408565,0.00065633,0.522212085,-1.098004588,1.476000889,147.6785364,126.9502316,153.4586076,190.1175347,203.678951,250.9924218,217.1419987,170.8970486,240.083182,207.4924218,9
LOC728554 ,0.767894986,6.953692601,4.565442857,0.000700008,0.522212085,-1.132931305,1.702783465,72.09369598,84.33930803,102.4349229,125.8985286,167.3959837,207.8016057,135.5762187,131.9114068,119.8418245,146.4995521,8
XPR1,0.479596715,4.538099529,4.556192517,0.000711104,0.522212085,-1.14148093,1.39435384,15.88410735,19.70020827,19.93863026,30.16994369,26.68371624,25.64239884,23.50318698,23.14560916,26.08450132,25.07000907,5
NIFK,0.635486193,7.956953607,4.551824606,0.000716407,0.522212085,-1.145523381,1.553461183,189.7003285,193.8216851,165.4412601,349.7773431,284.4028152,354.9452899,225.1436912,267.7792528,255.7924218,270.8266869,10
KPNA2,0.64203274,7.3155798,4.545352301,0.000724341,0.522212085,-1.151519805,1.560526373,114.7642896,130.6997263,105.8463968,220.0554141,190.182241,220.4493086,156.0924218,145.613452,192.1286157,164.4924218,10
RTN4IP1,0.513300414,7.587327731,4.543776041,0.000726287,0.522212085,-1.152981323,1.427311686,139.682226,157.2801393,153.3681377,176.1315294,229.2484962,256.8052169,198.1774013,231.4237133,214.3436765,201.4939711,10
METTL8,0.710416404,6.162493188,4.439925443,0.000867346,0.522212085,-1.250266789,1.636276326,53.41269814,52.27921809,46.79649584,103.0924222,74.20163377,108.1286032,62.51966349,77.1613321,92.35167783,73.84551086,10
TXNDC9,0.477211479,8.439129726,4.417225688,0.000901823,0.522212085,-1.271792058,1.392050432,270.3494966,313.2221779,246.5131253,429.3262263,377.9872324,393.4533358,323.0611392,422.3328657,357.8283277,389.8716261,10
GLRX2,0.533227728,8.260827158,4.414842905,0.000905525,0.522212085,-1.274056966,1.447163301,211.9924218,274.6153664,228.1068271,309.9305293,294.4433623,358.4123487,333.1793838,333.4366633,359.5181137,424.9353295,10
KCNN3,0.695950838,7.822720216,4.406191233,0.000919097,0.522212085,-1.282289275,1.619951743,169.4706802,169.7017969,146.5159554,275.4485683,250.5878244,222.9959496,224.7924218,332.4276597,343.6790792,212.3924218,9
GLCCI1,0.644335616,6.66423467,4.398327953,0.000931616,0.522212085,-1.289783149,1.563019326,83.46893743,80.27998859,60.94615105,148.0924218,126.081723,104.1102944,92.63679607,120.8924218,105.5021546,122.7847098,10
CTB-31O20.2,0.376707894,5.216348321,4.38455389,0.000953977,0.522212085,-1.302937052,1.298375691,31.31666368,32.78534456,28.92250517,40.55095715,45.50953439,41.11242502,40.92045898,36.71386332,38.11165873,39.1000169,10
RPL31 ,-0.403042155,3.848155435,-4.380139459,0.000961261,0.522212085,-1.30715998,-1.322293242,18.28570875,17.81628002,16.48504544,11.56319456,13.06997377,12.58578682,13.16473798,15.08459059,13.31809798,14.2056886,7
ANXA11,0.471690684,7.293344647,4.369311694,0.000979374,0.522212085,-1.317532917,1.386733619,125.8883091,131.3924218,117.4371251,165.3395706,182.3932158,171.6647458,169.4141978,212.4791352,172.3924218,144.5250338,10
RPL22L1,0.607212076,6.264353543,4.363989715,0.000988407,0.522212085,-1.322639094,1.52331265,57.39261398,66.60445995,49.09741662,103.3419459,83.18049232,102.9940954,66.81405224,85.57433338,85.9390277,88.23746455,8
PRRT3-AS1,0.754382489,7.204502081,4.323116576,0.001060741,0.522212085,-1.362024914,1.686909397,116.5661873,79.50058939,115.4723649,170.7924218,141.4924218,161.7860916,246.144503,146.1970582,193.8384242,166.9474143,10
ZNF605,0.691983496,5.968674138,4.321235486,0.001064199,0.522212085,-1.363844787,1.615503075,38.78075814,43.96220923,52.61477151,70.52553899,83.39809133,75.24465103,62.58476762,94.0227941,53.51066544,74.22935705,10
LUC7L3,1.217438038,6.912163956,4.310253854,0.001084628,0.522212085,-1.374481726,2.325334137,46.98566333,96.70478453,65.35419387,156.0924218,211.6304222,234.5020394,112.9894419,104.9971085,192.9709273,121.9513028,10
GRB2,0.400352398,7.659728099,4.305158351,0.001094245,0.522212085,-1.379424643,1.319830258,160.9987034,175.3016617,163.5789319,216.1836309,198.4376275,216.2136785,204.4138331,212.0920591,247.651128,248.6213297,10
RAPGEF2,0.559381058,4.930256297,4.293811916,0.00111598,0.522212085,-1.390448035,1.473636865,23.72735419,24.0627902,21.99124386,39.66836383,40.01140465,40.69481975,29.93811586,29.26208009,29.21831186,33.44669654,9
MAGI2,0.492576061,6.286650875,4.271945636,0.001159143,0.522212085,-1.411756803,1.406954878,71.96632196,64.79947621,49.81066022,99.49242276,88.43824948,83.83798096,86.67262279,80.48837267,79.53450401,88.43824948,10
ATM,0.323906612,6.404687855,4.271920409,0.001159194,0.522212085,-1.411781436,1.25171543,70.24412235,75.6665229,71.40587269,96.43011348,94.15939582,95.26842664,88.37722973,88.09526654,86.53318936,86.15547292,10
JMJD1C,0.562504982,7.155262469,4.262705605,0.001177901,0.522212085,-1.420786949,1.476831246,128.9211772,101.4339027,97.66605837,151.9284204,142.2620733,204.8601175,167.0900149,150.9743579,139.4924218,174.0385134,10
JAK1,0.632591243,7.216824261,4.218939603,0.001271137,0.522212085,-1.463765682,1.550347093,103.3924222,112.6012173,112.5924218,231.3030932,191.3196038,182.1718096,167.9274317,131.6471085,147.9442525,153.5365051,10
FOXO6,0.569834539,6.796652508,4.215914063,0.00127786,0.522212085,-1.466749394,1.484353322,77.34857641,82.79253984,93.60886669,143.4340203,103.9185578,144.8991253,104.3480148,111.7457237,145.4239342,131.3530591,9
SAMHD1,0.736669925,6.551308209,4.215692391,0.001278354,0.522212085,-1.466968066,1.666325131,55.72539515,83.69250421,60.53208917,97.20724919,103.0230457,132.0574652,118.6744809,86.892461,145.2927444,94.12350148,10
COA1,0.414515552,3.955219883,4.212400256,0.001285714,0.522212085,-1.470216663,1.332851039,12.87381031,12.2208827,12.97383589,18.72315313,17.85009172,17.66628532,18.28646488,16.45213288,14.03386919,15.84258659,5
UBBP1 ,-0.35578831,8.514151235,-4.203785038,0.001305183,0.522212085,-1.478727048,-1.279684629,404.3894542,461.0924218,439.9194103,347.3879527,327.891854,299.4058385,365.1878923,343.4841956,353.315928,344.1883548,10
ABCA1,0.905800085,7.686487542,4.169444637,0.001385883,0.522212085,-1.512780182,1.873583253,166.6988875,116.4397911,120.4876474,341.8027009,197.209221,218.2286216,339.7254682,273.8580845,253.5028536,169.5920656,10
AF086288 ,-0.798276511,6.298234653,-4.145854416,0.001444308,0.522212085,-1.536293667,-1.739022394,106.0820131,147.5935462,99.49571963,63.88915977,54.96618467,61.29119267,92.73545818,76.96058409,77.83198719,48.91801756,4
TMEM47,0.538602704,8.828945095,4.141535625,0.001455279,0.522212085,-1.540609013,1.45256498,309.7439727,358.5615807,386.6166889,552.099221,436.4030357,671.3537415,512.4742067,477.6315959,467.9297756,475.4707117,10
ZDHHC11 ,0.491933844,6.60968453,4.122472189,0.001504745,0.522212085,-1.559696356,1.40632871,69.39477039,69.89766041,93.83571422,126.6458387,98.53227792,106.8926752,108.3288216,98.92064535,100.9619163,120.1350046,10
TERF1,0.43251272,7.933853193,4.119143162,0.001513561,0.522212085,-1.56303609,1.349582077,213.6924218,194.9273994,187.0263649,316.9159631,263.0551832,277.7511625,224.4462063,254.4924218,286.7663279,258.6729033,10
TYW1,0.39765833,7.355810257,4.109674229,0.00153893,0.522212085,-1.572546074,1.317367926,130.0136097,154.2973422,122.8079405,175.4822521,198.4611931,179.9421292,168.1638287,171.4763782,162.386126,192.3508572,10
ZMAT3,0.584248738,7.182994289,4.098713652,0.001568847,0.522212085,-1.583573725,1.49925807,122.2454969,103.3854474,103.7188058,188.8924218,144.9477825,186.4293897,125.652086,167.7860996,199.2534897,149.3294624,10
GART,0.432457376,6.465410694,4.098407069,0.001569693,0.522212085,-1.583882487,1.349530307,68.01074565,77.46487911,69.78815675,98.86507002,87.17806433,115.2163983,84.98749507,92.04348268,106.6133003,95.33175025,10
OSBPL8,1.141179598,9.305996118,4.088196676,0.001598121,0.522212085,-1.594174753,2.205612881,457.4414066,403.3008431,261.0813215,1366.802133,477.3560557,979.3924218,680.9295689,944.4924218,648.8924218,803.7502268,10
PTPN4,0.757644693,7.785104132,4.077085256,0.001629664,0.522212085,-1.605395882,1.690728131,142.3997902,146.211902,171.0813142,249.4737576,336.2087777,343.4561825,298.6066858,218.6532059,218.2929534,186.3818546,10
SLC16A1-AS1,0.331056686,4.835984202,4.051118739,0.001705921,0.522212085,-1.631702288,1.257934397,23.26317823,25.87758815,23.90310287,29.26645034,32.18975076,31.05483882,27.78305466,30.91334716,29.99440185,33.30678652,6
RBM18,0.55305883,6.390012399,4.050474779,0.001707858,0.522212085,-1.63235616,1.467193172,74.49324018,63.2127042,56.0030469,81.47600293,119.1229837,108.9879584,97.55549196,82.38961537,88.88121098,86.37403335,10
TRIM55,0.529334467,8.339666413,4.04172663,0.001734405,0.522212085,-1.641246051,1.443263247,265.4907699,238.2684888,248.7296365,489.1924218,352.2164437,308.5721259,330.84239,387.2077298,320.3872381,370.8236731,10
TIPIN,0.570945479,4.88124095,4.035293939,0.001754198,0.522212085,-1.647791386,1.485496781,24.51759365,21.39236888,21.25849439,36.09508537,38.76539929,38.68181714,31.8958255,36.54089373,27.8992468,25.18984545,8
BBX,0.405427757,8.274115872,4.02658674,0.001781363,0.522212085,-1.656662405,1.324481559,252.210152,280.5795084,232.3572661,359.5925679,367.7376492,359.3429445,285.8174792,309.6559898,342.8915169,340.8889655,10
LINC00969,0.614006551,5.77872804,4.020030233,0.001802105,0.522212085,-1.663350868,1.530503719,41.29120125,42.65841605,38.43235255,69.82989233,78.68731224,54.09763816,63.73333562,47.10477879,75.14874538,54.78577577,5
RP11-50B3.4,0.37725691,8.199550535,4.014989915,0.001818221,0.522212085,-1.668497643,1.29886988,256.4743968,225.603093,253.5450072,271.1147715,326.8360572,357.7049853,319.9924218,319.3286754,306.4064272,331.1150118,10
WASL,0.707032799,7.529858821,4.009681459,0.001835355,0.522212085,-1.673922927,1.632443205,103.4795509,170.6168739,127.7331494,283.8564665,256.3673494,214.2723201,198.5163212,190.8806227,206.5897349,168.7948416,10
EFR3B,0.592048042,6.966904469,4.00755572,0.001842263,0.522212085,-1.676096802,1.507385104,110.6386346,88.93308105,84.04282825,151.7419164,105.7630489,133.8862088,129.8118467,142.6684423,165.2938576,172.5548144,10
OSBPL2,0.344578181,6.004068544,3.99120951,0.00189629,0.522212085,-1.692838968,1.269779667,54.02014628,53.49569276,55.40003477,69.51240295,60.98896431,77.85775517,73.50632909,66.302681,66.96651916,68.7596535,9
ITPKB,0.848087916,6.533584238,3.975370993,0.001950204,0.522212085,-1.70910459,1.800113553,49.36431715,58.99603561,79.44173996,110.3924218,117.5449336,179.8924218,92.89361855,81.32556134,109.1175037,104.592422,10
UBE2Z,0.5397355,7.026698433,3.973724905,0.001955898,0.522212085,-1.710797514,1.453705974,104.8235324,85.16615961,113.1916351,185.9786639,139.5603628,153.2151349,121.4280021,126.2728563,147.3045996,156.5156453,10
ALDH7A1,0.583609217,6.620937878,3.973028144,0.001958313,0.522212085,-1.711514237,1.498593623,73.94816581,67.85917888,81.2513428,156.0924218,90.84194521,118.6580922,98.80645097,108.9257941,100.1764231,115.3440753,10
CBX5,0.592888941,6.736136973,3.971137165,0.001964883,0.522212085,-1.713459811,1.508263966,81.09259029,95.12240399,66.26304892,125.7686739,139.8906924,150.4300707,103.5733067,107.4583766,125.8138676,100.0794343,10
COMMD6,0.441306237,9.248816405,3.967875018,0.001976271,0.522212085,-1.716817565,1.357833173,493.1141226,514.1988502,467.1512053,747.2599995,536.7298364,687.8557444,762.7924218,602.7924218,675.3328998,684.4767535,10
WDR77,0.419926527,7.680781027,3.955949447,0.002018486,0.522212085,-1.729107986,1.337859419,161.0927023,183.4924218,158.5916908,216.5166105,219.0403842,201.2474017,194.5066928,235.1924218,261.4293271,247.1852155,10
LYRM2,0.514118537,6.263030274,3.953713368,0.002026504,0.522212085,-1.731415153,1.428121314,62.10217499,64.30567271,53.6682112,86.91380041,98.70473654,105.7924219,77.27419881,73.20580015,89.44876354,72.52552933,10
BMS1P6,0.534897409,7.040787099,3.950577718,0.002037804,0.522212085,-1.734651912,1.448839123,104.2464597,108.7360589,92.44577776,131.3924218,200.540416,151.2120415,151.30402,151.5924218,129.2753952,126.51927,10
C6orf89,0.4281607,8.357673505,3.945117573,0.002057637,0.522212085,-1.740292079,1.345517076,268.4149524,267.6018268,263.4924218,403.2330846,412.1873026,396.9924218,339.3826165,333.9223702,341.4082444,298.5370148,10
RNF141,0.874518348,9.455876146,3.944608193,0.002059497,0.522212085,-1.74081851,1.833395895,746.7949644,419.1967057,309.7773706,950.9633887,815.6413869,978.3909807,796.5395767,926.6685986,841.1885362,638.4898209,10
ERO1L,0.399916873,5.090650769,3.941864363,0.002069548,0.522212085,-1.743654936,1.319431884,30.87743599,28.11745408,25.46161019,39.48489774,36.51526866,44.16054362,33.89314355,34.28933653,35.18804081,36.66711576,7
NUDT15,0.314572691,6.524781468,3.935783164,0.002092005,0.522212085,-1.749945875,1.243643246,75.67940951,79.31466794,82.27584524,105.936098,89.85937887,105.2342845,97.31715533,98.16296782,93.49293599,99.14372906,10
BBS9,0.803204139,4.323939323,3.921204831,0.002146872,0.522212085,-1.765052303,1.744972305,13.68912194,14.67249568,12.42426752,33.66779617,27.06853969,30.83864989,20.08965201,21.26930518,15.59775918,22.21473725,10
C14orf166,0.291267122,10.80826393,3.920649045,0.002148992,0.522212085,-1.765628927,1.223714597,1554.992422,1636.882765,1482.384228,1922.367116,1832.992422,2016.146408,1816.837302,1901.840835,1864.789222,1989.622968,10
SYNCRIP,0.483966711,7.820407383,3.917145602,0.002162412,0.522212085,-1.769264915,1.398583811,177.2381383,190.5592224,169.0435508,263.695791,274.9428587,276.2183745,242.4761274,204.8576063,293.9407547,208.5485401,10
FERMT2,0.407982333,7.356506086,3.916664566,0.002164261,0.522212085,-1.76976431,1.326828892,125.2037325,138.6608479,139.9924218,177.2388216,179.7260555,186.7530778,164.8109644,147.5577404,200.895525,197.8145691,10
BRWD1,0.507571038,6.857250276,3.910030494,0.002189932,0.522212085,-1.776655521,1.421654642,89.36450811,98.11908294,84.90394846,111.2064415,164.3796856,115.5351301,145.0836226,121.9539038,140.5831032,112.226237,7
NIPBL,0.849432474,6.684658005,3.905179562,0.002208902,0.522212085,-1.781699127,1.801791999,71.31247471,60.89882397,72.79365456,164.40273,159.7336534,166.9695899,111.3344718,83.53531585,95.7924253,107.4444516,10
HHATL,0.665621717,10.82025645,3.90308243,0.002217155,0.522212085,-1.783880768,1.586251708,1270.911026,1699.018522,1038.892422,1649.613524,2441.386479,1953.508834,1881.76384,2135.43644,2710.642422,1942.564978,10
RUVBL1,0.455445049,6.326844219,3.901780656,0.002222294,0.522212085,-1.78523537,1.371205736,62.92929425,77.66785824,54.53809553,92.07795191,80.14110464,86.0094942,76.9842404,93.57859439,94.97489374,95.97545662,7
RACGAP1,0.554892684,5.575980192,3.897106343,0.002240849,0.522212085,-1.790101695,1.469059352,41.27947306,36.34232364,32.26134164,56.99361628,47.18300944,72.02258002,55.56857435,43.28167193,53.27657598,50.79179414,10
ADAT1,0.663021712,5.530624043,3.892055677,0.002261078,0.522212085,-1.795363916,1.583395561,38.95660928,33.23548583,29.06231633,72.97784468,55.64792802,60.33118211,41.39378951,54.26947024,52.27618894,41.1478698,3
WNK1,0.745424719,5.736315272,3.8899059,0.002269745,0.522212085,-1.797605025,1.676467736,30.66192735,53.15211044,31.40935376,66.3051558,66.98677137,74.07821318,45.93926201,54.27554497,58.97957709,74.84002839,10
HAUS1,0.635936714,6.19054889,3.889125281,0.002272901,0.522212085,-1.798418998,1.55394637,60.19983719,43.16784823,59.4088771,91.31765549,66.90750513,112.8416331,74.51946484,75.55151444,76.55319453,94.1514087,10
USP32 ,-0.565984035,5.837510764,-3.878627712,0.002315781,0.522212085,-1.809374911,-1.480396915,62.96515053,81.65372224,82.89253984,47.30266238,44.99531999,41.2117261,53.95212847,48.28403663,64.49631001,59.51767568,4
OR7C1,-0.328231381,4.706583395,-3.870848836,0.002348094,0.522212085,-1.817505184,-1.255473329,31.66801015,28.12545233,32.22877342,25.14385805,25.32576955,23.14833376,23.79399213,21.98125923,26.01437181,25.58681297,3
COX20,0.528891487,6.865418009,3.864184983,0.002376145,0.522212085,-1.824478002,1.44282016,74.79329368,93.4009918,105.0825227,140.7266757,101.4511478,123.2655647,120.346834,143.2361298,140.0955347,148.8799433,10
REEP1,0.384033884,8.228318593,3.859133977,0.002397637,0.522212085,-1.829768065,1.304985597,258.4924218,241.0241369,247.5322392,294.4177816,315.678124,342.6965023,314.572789,320.2867441,398.3120834,298.5143328,10
EMC1,0.397562702,6.503492073,3.842041415,0.002471864,0.522212085,-1.847700653,1.317280608,70.40368565,70.85072007,83.94106624,98.8507948,104.6590336,115.0377243,87.72626922,90.6099509,103.6546473,92.05688192,8
POLR1D,0.370988843,8.926675471,3.837426212,0.00249231,0.522212085,-1.85255087,1.293238931,398.2402596,430.3768336,391.80662,483.4022921,537.6841965,456.4402926,578.3479113,495.8305303,580.6144134,561.403044,10
MYC,0.800071679,7.041862591,3.819136124,0.002575066,0.522212085,-1.871806448,1.741187634,105.027667,83.10234204,81.79804197,222.8206254,137.5591198,118.0967829,118.9924218,178.8675032,135.4526858,211.8056534,5
UBE2W,0.713414839,5.865675806,3.818609434,0.002577491,0.522212085,-1.872361746,1.639680629,36.55015493,43.67966976,43.96125279,99.38414066,73.00141503,80.79323589,56.71942838,56.95465844,68.39546849,49.9911585,10
DUS4L,0.488700973,5.968123692,3.811777143,0.002609157,0.522212085,-1.879569214,1.403180859,54.56948975,50.46098692,43.74298796,77.99293119,72.1428067,82.08520021,53.82290806,64.86138133,65.6671694,72.47923894,10
ARHGEF10,0.513396638,5.94567829,3.810607026,0.00261462,0.522212085,-1.880804343,1.427406887,51.50555832,39.42543814,54.61369337,82.77305202,59.13030852,60.1406697,67.53029678,65.18081101,80.30939089,68.56315588,10
MORF4L2,0.677085291,5.513700145,3.810535987,0.002614952,0.522212085,-1.880879336,1.598906184,28.32936774,42.74919041,29.38829244,61.70291407,45.43758586,66.1193039,44.82702164,65.32362546,44.93727684,45.6337401,10
BRD4,0.341295739,7.811606286,3.805445596,0.00263886,0.522212085,-1.886255182,1.266893929,174.0890319,199.7628581,198.4004856,270.3170324,247.214694,241.0202676,257.2924218,228.0912217,221.6800144,226.5613466,9
SMARCA4,0.539371605,8.371795408,3.803266639,0.002649162,0.522212085,-1.888557608,1.453339348,290.3633834,273.487249,208.754049,437.6252436,377.9361198,430.8033398,312.9744175,342.3382972,404.2906982,310.9163866,10
HN1,0.540254173,8.708045801,3.790635381,0.002709707,0.522212085,-1.901919666,1.4542287,305.1051773,323.3617312,337.6619133,574.4274515,391.820892,437.5823006,379.1924218,542.4924218,560.5164985,432.4992652,10
SLC22A3,-1.296059045,6.009085763,-3.787957638,0.002722724,0.522212085,-1.904755628,-2.455571865,95.24206638,155.9439554,118.6501772,71.38288558,86.7724956,39.49428916,54.33230153,62.72817766,34.36166378,24.32088751,10
HMGN5,0.313719335,3.618881329,3.787353451,0.00272567,0.522212085,-1.905395673,1.242907848,11.17014609,10.79935316,9.736371629,12.46426449,13.90062435,13.54333929,14.0893933,13.26021136,12.35361868,12.31405011,5
OLFML2B,0.565165936,6.354613741,3.784914142,0.002737597,0.522212085,-1.907980349,1.479557675,63.7442252,57.39298599,65.7978018,105.267047,73.78889482,84.20928977,83.66569721,86.12715402,128.7924218,92.16395958,10
IVD,0.303493738,7.083359726,3.778206804,0.002770671,0.522212085,-1.915092313,1.234129457,119.4372167,116.6647766,115.0732306,138.208679,165.7507925,144.9667708,145.1037392,139.5957828,138.2522122,141.0916638,10
DDX24,0.365123238,7.248282471,3.776365977,0.00277982,0.522212085,-1.917045447,1.287991648,126.8924218,128.2810635,126.8924218,186.9918615,185.5874943,168.4225037,159.3710348,158.7172225,145.6937574,148.3284844,10
PAK2,0.78017979,6.79161307,3.766684669,0.00282845,0.522212085,-1.927326298,1.717344877,92.49242992,71.76610824,65.7978018,128.8147695,117.3207468,187.7924218,111.9859011,101.5827773,106.8877108,184.7675974,10
IGLC1,-0.458062647,5.828890968,-3.763596847,0.002844144,0.522212085,-1.93060848,-1.373695883,57.77939201,77.08434525,80.32378504,55.75788828,53.35176293,52.15178278,50.62274566,59.16593765,43.45662273,48.74490577,3
VPS13B,0.477159013,7.443025277,3.761398864,0.00285537,0.522212085,-1.932945736,1.391999808,155.4287032,110.9699041,152.5256546,184.9632169,188.8453413,237.379309,182.7098043,170.7924218,202.1021858,185.0219994,10
TCF4,0.794443668,8.677714257,3.757239112,0.00287674,0.522212085,-1.937371166,1.734408423,288.7747903,283.3924218,263.9924218,778.3924218,432.1791615,557.5175256,432.7342205,438.9445845,317.8609361,541.9944526,10
SON,0.472693868,7.99545913,3.755368933,0.002886402,0.522212085,-1.939361685,1.387698226,201.9808637,205.6956474,201.0315336,309.3014211,314.2863948,350.4715959,247.8443049,254.4802377,283.1013573,230.5661143,10
KLHL24,0.667081345,8.085031222,3.753966206,0.00289367,0.522212085,-1.940855036,1.587857389,152.4924218,212.8871872,233.5655668,320.1393765,437.6435371,370.7924218,265.1857716,272.3695101,283.9862047,269.7528981,10
BRD2,0.402800848,8.264158739,3.75233285,0.002902157,0.522212085,-1.942594308,1.322072092,276.2663489,248.2928849,235.6953183,348.6877863,343.869942,404.1479373,308.4977986,329.4602022,333.4724653,284.097326,10
COX15,0.910984187,8.460198791,3.751261431,0.002907739,0.522212085,-1.943735433,1.880327796,192.8924218,236.9848044,253.7433457,674.5924218,600.7358647,423.3534602,288.4799356,302.7945084,420.4675128,401.6812317,10
MARS ,0.392770807,8.389315199,3.743618728,0.002947872,0.522212085,-1.95188063,1.312912533,286.7901784,306.6885083,241.963361,412.0214564,339.3370277,389.0606896,316.5813929,367.4332811,383.1924218,348.0924218,10
C4orf27,0.483165056,7.601667347,3.741136646,0.002961028,0.522212085,-1.954527886,1.397806883,178.3438518,159.9063527,127.1823188,201.1039464,212.3485938,271.6549137,192.6306965,202.3396286,232.3206289,200.6164404,10
LOC100131581,-0.401644433,5.027516432,-3.730469568,0.00301826,0.522212085,-1.96591585,-1.321012789,41.08149478,34.40127252,44.05383799,29.93765726,30.80565287,25.04947151,29.70481164,34.3473544,31.1599721,29.79641747,6
AIG1,0.957790838,5.896100775,3.730050141,0.003020533,0.522212085,-1.966363988,1.942333372,46.92272891,36.42467948,30.65142366,68.35806242,38.53836688,74.81880618,70.22449929,103.0924222,99.83225482,75.18343371,10
OR7D2,-0.336028772,3.081258258,-3.727531526,0.003034222,0.522212085,-1.969055583,-1.262277206,8.53074193,10.89643082,10.63671112,8.018709781,7.808127717,7.711630006,8.018967449,7.464354898,8.422115661,7.836166352,3
