Gene.Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,Fold.Change,C_MW2.CEL,C_MW3B.CEL,C_MW7.CEL,P_3A.CEL,P_4Aa.CEL,P_5A.CEL,P_7Aa.CEL,P_8A.CEL,P_MW4.CEL,P_MW5.CEL,P_MW8.CEL,countP
GDI2,-0.348424147,5.010502693,-1.243502765,0.236110769,0.869852812,-4.991509428,-1.273169187,21.10287244,41.7437651,64.39380121,19.47504089,42.60292788,32.12107918,32.12107918,33.4363235,29.87710578,26.05575109,30.88102227,11
C1orf21,0.190467902,1.000337513,1.243364392,0.236160054,0.869926604,-4.991654195,1.141133754,1.755313673,1.727086223,1.979830928,2.576401833,2.76872696,1.979830928,2.158402958,1.979830928,1.806644947,1.556578286,2.015693353,3
CS,-0.199986026,6.173752915,-1.243226052,0.236209334,0.869926604,-4.991798914,-1.148687229,60.01764165,89.76914066,94.49260273,57.44103355,76.72549353,73.26869659,80.21198303,86.62504736,61.09883915,60.01764165,66.26040927,7
TMEM107,-0.252044127,1.447541351,-1.242701022,0.236396439,0.870125255,-4.992348045,-1.190893274,2.629813878,3.324128595,3.397801611,4.05081417,2.001173106,1.971254358,2.419695186,2.706718478,2.555699148,2.273772304,3.439189401,5
YY1,0.252407921,4.626776171,1.242517133,0.236462,0.870125255,-4.992540333,1.191193611,21.54004926,15.67255311,30.49503282,24.39604982,21.9388822,24.57747846,20.29576247,27.13631889,24.57747846,30.16548069,37.85225511,11
ANKRD28,0.50786186,1.919503173,1.242282808,0.236545562,0.870125255,-4.99278533,1.421941251,3.904533587,2.887180855,2.227824483,3.807262033,3.999219629,9.150521648,2.199736806,2.075064699,7.234248629,5.94900528,3.303012382,11
RNF182,-0.309755827,2.027702003,-1.242263192,0.236552558,0.870125255,-4.992805838,-1.2394979,5.568287219,3.624462531,5.366331574,6.60820243,4.084743482,4.560468424,3.098449782,3.978492579,2.299768223,3.427423034,3.999219629,7
ZFP82,0.160985686,0.60376694,1.242234714,0.236562716,0.870125255,-4.99283561,1.118050758,1.257598201,1.656923611,1.320314089,1.51234235,1.539302245,1.436094874,1.72532035,1.427707184,1.338461719,1.631719286,2.01758788,7
CHORDC1,-0.219953216,3.467163633,-1.241489729,0.236828556,0.870172214,-4.99361427,-1.164695817,9.651388516,18.14441561,10.77188349,9.814208038,8.254829567,12.07100809,10.48224215,10.77188349,10.37879882,10.77188349,12.99591517,11
WHSC1,0.209407586,1.820635052,1.241284247,0.236901921,0.870172214,-4.993828978,1.15621331,2.819212658,3.441693027,3.309481364,4.203906357,3.756098838,4.378272488,3.599067453,4.807227919,3.441693027,2.485364032,3.251799798,3
LOC439911,-0.339053157,2.361914583,-1.241265578,0.236908588,0.870172214,-4.993848484,-1.264926149,7.187170917,4.439408127,7.109286385,7.274984969,5.3503624,4.273349497,6.066931619,6.691428736,3.225915131,2.887780695,4.641738104,9
RP11-379F4.6,-0.134864265,0.234032728,-1.24119009,0.236935545,0.870172214,-4.993927353,-1.097989506,1.49452284,1.184855085,1.126581688,1.150637706,1.170482918,1.155351047,0.973635493,1.114969813,1.155351047,1.324109883,1.155351047,4
ENSA,0.607637206,2.53119556,1.240805095,0.237073068,0.870172214,-4.994329538,1.523761603,2.772972228,5.802926812,4.788649607,4.755707564,10.75139571,24.70883895,4.272284209,4.151388163,4.788649607,4.03987007,7.208613446,4
TMEM57,-0.238951489,1.226916474,-1.240658237,0.237125544,0.870172214,-4.994482929,-1.18013466,2.519165195,3.049278528,2.39609392,2.477976419,2.353044755,2.39609392,1.852661142,3.401938186,2.284564271,2.094931324,1.489501387,4
MAP6D1,-0.21953188,1.995577053,-1.24000253,0.237359954,0.870172214,-4.995167635,-1.164355719,6.257707061,3.836413838,3.681560289,3.458002277,3.836413838,4.042711933,3.40210931,4.1404322,3.114767536,5.280503265,3.692521703,4
PRKAG2-AS1,-0.162207629,3.648394914,-1.238776661,0.237798685,0.870172214,-4.996446983,-1.118998133,13.40075492,14.34376375,13.1091133,12.67434618,12.47989539,12.41125859,13.1091133,14.44754002,11.26798186,8.708325217,13.1091133,9
PDP1,-0.344764534,4.987312733,-1.238710777,0.237822283,0.870172214,-4.996515714,-1.269943694,25.01469175,46.4847103,46.2301968,36.29277667,32.75527001,55.03016485,30.00436127,24.32920406,28.80167895,19.82320118,22.31520775,11
GAD1,1.03075525,1.342411132,1.238568837,0.237873128,0.870172214,-4.996663779,2.04309353,1.170482918,1.211333779,2.419338308,1.523177708,5.587723154,32.41842882,1.359744635,4.72776007,1.370675352,2.850112088,1.172610928,5
SKIV2L2,-0.178981516,1.982085883,-1.238305755,0.23796739,0.870172214,-4.996938178,-1.132084398,4.273850333,4.03308813,4.689198842,3.714520932,5.057999004,4.406123347,3.739263265,4.21572324,3.052931738,3.644707136,3.117515455,9
CNOT7,0.218008699,5.195496542,1.237630263,0.238209555,0.870172214,-4.997642526,1.163127055,24.42534478,40.1063388,36.12107418,35.939256,42.65868965,47.02422708,37.31686771,46.4847103,35.27125559,27.46308135,37.31686771,11
SERP1,0.228826407,1.634183022,1.237608372,0.238217406,0.870172214,-4.997665347,1.171881268,3.270967973,2.812952801,2.299768223,3.360904649,3.212305639,4.256418495,2.566030679,3.948382711,3.756523319,2.236204518,3.115303138,4
SKA2,-0.251895581,4.199086444,-1.237436494,0.238279057,0.870172214,-4.997844519,-1.190770661,20.34035776,16.33146081,27.30313299,18.08335428,12.34375999,19.92325925,12.68387774,18.08335428,17.68204183,22.60724003,21.70534863,11
HEATR5B,-0.248449685,2.646111574,-1.237254479,0.238344358,0.870172214,-4.998034236,-1.187929884,5.195415357,8.480943336,8.105734517,6.209732718,6.271389051,6.281491432,6.369011577,8.824735363,4.513912914,5.858422957,4.453327666,10
KMT2D,0.340258358,3.317970734,1.236811042,0.238503508,0.870172214,-4.998496352,1.265983286,8.206217429,8.286251738,8.71858072,18.3596055,8.56948122,13.95959749,6.504442665,15.48019876,7.600919412,8.960594732,10.86597192,8
MEIS2,-0.334904131,2.933647064,-1.236105871,0.238756768,0.870172214,-4.999230967,-1.261293591,6.257707061,16.69825023,7.083105149,6.463509556,7.303654766,7.083105149,6.040776825,7.146815704,9.676948413,9.81276594,5.105002367,8
PCSK2,-0.281701919,5.46685118,-1.236033513,0.238782767,0.870172214,-4.999306328,-1.215628091,39.21198303,57.24376712,59.01077485,59.928506,45.34671403,42.4847103,45.77067487,32.41809033,26.32821403,37.50694399,56.51320903,11
AK096592 ,0.241245411,1.40390567,1.235924963,0.238821774,0.870172214,-4.999419377,1.182012597,2.345483734,2.520445492,2.176181879,3.710366987,3.441623326,2.114315916,3.359111426,2.293343805,2.299768223,2.107071261,3.435445155,3
TRIM33,0.323155071,3.018576975,1.235698523,0.238903162,0.870172214,-4.999655178,1.251063546,6.05456033,6.848430624,7.872761097,15.9613161,5.292982483,10.52405027,8.6902098,10.52405027,7.991603905,7.109286385,6.56263731,4
PFKL,0.166730896,1.303495471,1.235638348,0.238924794,0.870172214,-4.999717835,1.122512022,2.709239445,2.296847537,1.877960751,2.283947674,2.447686892,2.676545366,2.353054434,3.249780558,2.84500235,2.428070445,2.242802246,3
CD53,0.188038536,2.046365954,1.235053664,0.239135059,0.870172214,-5.000326517,1.139213807,4.33682248,3.733206749,3.275643078,4.320947954,3.394283558,4.636859205,4.320947954,4.60430678,3.608746533,5.903683197,3.907228763,5
TRIO,-0.1978399,0.582525715,-1.234999002,0.239154724,0.870172214,-5.00038341,-1.146979733,1.580307986,1.881571109,1.523177708,1.38766242,1.581317697,1.807338564,1.683330265,1.533566397,1.109361991,1.066346461,1.547875047,5
TES,-0.220153703,5.132520711,-1.234495103,0.239336067,0.870407042,-5.000907798,-1.164857682,30.69257999,39.09604523,50.18306533,43.75612016,35.13647681,35.48803614,35.83179051,27.27098967,35.38678974,36.10991599,24.12293302,11
DPYSL2,-0.189754113,8.273395112,-1.234103811,0.239476959,0.870476099,-5.001314888,-1.140569305,245.4581089,340.6451946,472.0301648,284.4972774,333.9512235,302.7358362,303.5773478,317.8883018,274.021237,269.1904047,307.9491039,11
HS2ST1,0.367586794,2.327581693,1.233983434,0.239520317,0.870533974,-5.001440105,1.29019291,4.232204478,3.888113915,4.40840787,12.8971766,3.999219629,5.519076291,5.015310621,4.273367886,3.900690014,4.358046951,6.77588185,9
GFM1,-0.212574014,6.4870353,-1.233743463,0.239606768,0.870533974,-5.001689697,-1.158753755,84.39380121,100.1677884,117.7484111,104.1120843,97.67248734,91.57561939,94.68657712,105.5448232,77.54092459,64.39177444,65.40043328,11
REV1,-0.26550637,0.508371555,-1.233499033,0.239694851,0.870533974,-5.00194389,-1.202057884,1.370675352,2.001173106,1.567720545,2.318449432,1.083724987,1.370675352,1.405588926,1.476519164,0.962903292,1.370675352,1.189137396,4
ZNF652,0.171542224,0.278912933,1.233076161,0.239847297,0.870533974,-5.00238356,1.126261802,1.200373377,1.200373377,0.956275622,1.502903655,1.613070928,1.090819811,1.300044713,1.186660511,1.200373377,1.200373377,1.035384945,3
ZNF232,0.243730311,1.491954333,1.233028563,0.239864461,0.870533974,-5.002433041,1.184050252,2.716662563,2.239506416,2.529884632,2.498526422,2.783966817,1.847754505,2.603845569,3.801510552,3.314175272,3.763672597,3.568727111,5
POLDIP2,0.144908917,4.835068885,1.232966833,0.239886723,0.870533974,-5.002497213,1.105660846,24.56045493,30.75745837,24.72522904,28.66660297,28.66660297,33.5020507,28.66660297,34.96168677,28.66660297,24.19002505,28.66660297,8
TNFAIP3,0.277107767,0.860620666,1.232937627,0.239897256,0.870533974,-5.002527572,1.211763174,1.602526746,1.49425067,1.644321733,1.644321733,3.123711995,1.49425067,1.599836239,1.313324393,2.18272857,2.578854429,1.979830928,3
AIP,-0.193604291,3.846714656,-1.232693787,0.23998521,0.870533974,-5.002781025,-1.143617254,21.67105928,13.29645457,13.85068917,15.48092039,13.97565823,11.57113254,16.05858562,12.72739204,11.91212565,13.97565823,16.08055055,8
NOL9,-0.220696748,2.911648797,-1.23254345,0.240039451,0.870533974,-5.00293727,-1.165296229,10.96251812,6.854807257,7.916392514,6.297701986,8.818280115,7.756787871,5.278680471,6.794811893,8.923435438,8.386546445,6.366943807,7
B4GALT6,-0.304752813,2.292751231,-1.232424406,0.240082407,0.870533974,-5.003060982,-1.235206982,5.85993914,6.621132656,4.807227919,8.630503074,3.377465809,6.080093103,4.568919513,4.480662471,3.337567979,4.418183878,3.91713709,11
TNFSF9,-0.181202201,1.661204707,-1.232251259,0.240144898,0.870533974,-5.003240902,-1.133828313,3.377465809,3.431105883,3.59091017,3.377465809,3.377465809,2.457931205,2.991314591,3.89626966,3.592990128,2.655423685,2.441825861,6
SHC4,0.147559334,0.415363821,1.231853801,0.240288393,0.870569243,-5.003653835,1.107693955,1.298569667,1.063657342,1.373814246,1.477463302,1.733013811,1.337441808,1.161320023,1.331731059,1.331731059,1.331731059,1.331731059,4
POC5,-0.261492157,1.965570614,-1.231836442,0.240294662,0.870569243,-5.003671867,-1.198717879,3.902174219,3.999219629,5.669586344,4.564326966,3.999219629,4.24172685,2.862427749,4.974719551,2.299768223,3.877296418,3.708588539,5
FAM58A,-0.254035226,3.717629759,-1.231078851,0.24056837,0.870569243,-5.004458664,-1.19253799,11.4958967,14.86471164,19.56605884,11.50131255,20.27514797,14.58945226,11.41486024,12.70023988,10.20346652,12.08526735,10.04752558,7
STARD7,0.194016954,4.444674497,1.230740603,0.240690654,0.870569243,-5.004809834,1.143944416,17.84743224,18.57877096,23.22305704,19.05028618,30.9285037,24.46627157,25.8904514,23.74922471,21.60297198,17.99046095,19.68333219,11
FBXL14,-0.315794503,1.784768382,-1.230498659,0.240778153,0.870569243,-5.005060976,-1.244696929,2.865765706,4.30038358,5.351433204,2.488399612,3.043188956,3.043188956,6.603406215,3.077953919,2.807982444,3.098864371,3.023667059,9
GPX4,0.394338313,4.056326742,1.230276965,0.240858349,0.870569243,-5.005291065,1.314339804,8.162111058,17.95201603,17.31066712,11.1442422,22.33862981,25.20989763,28.25088876,21.46281005,15.10142987,17.03870681,10.88316343,11
EIF2B1,-0.224637044,2.712544999,-1.230158327,0.240901275,0.870569243,-5.005414182,-1.168483243,6.257707061,5.73347162,11.02501799,5.932143527,6.435277938,7.137503206,5.996090835,8.179099962,5.996090835,5.43273364,5.573572939,3
PPTC7,0.253427217,3.851929321,1.229993583,0.240960893,0.870569243,-5.005585132,1.192035513,11.84216668,16.97003589,10.21117502,16.21505295,16.83269225,11.09843854,12.20543972,20.31285805,11.89463284,16.05420293,19.32952566,9
C15orf40,-0.336265101,1.165702089,-1.229889389,0.240998604,0.870569243,-5.005693241,-1.262483997,2.630724684,2.645313664,2.697974117,2.725177903,1.92984547,2.283947674,3.771559875,2.283947674,1.587442808,1.096131468,2.143198791,6
COLGALT2,0.296269953,1.874704409,1.229665518,0.241079648,0.870569243,-5.005925501,1.227965436,1.90482902,4.053385227,4.080984579,4.088262319,3.457118569,2.747722942,5.198197604,4.931200513,3.136623737,3.999219629,4.100689934,4
AX746755 ,-0.2060082,0.866351565,-1.229305812,0.241209909,0.870569243,-5.00629862,-1.153492161,1.729377858,2.080291269,2.299768223,1.840895091,1.88237172,1.266585585,1.971612944,2.430395931,1.485163724,1.602395312,1.785114674,4
SEMA4D,0.134693555,1.256928216,1.229162332,0.241261884,0.870569243,-5.006447426,1.097859591,2.129953182,2.439736445,2.142597379,2.706718478,2.878814678,2.663553628,2.439736445,2.362240659,2.191743423,2.401845157,2.071717321,3
CRK,-0.463236817,2.557577062,-1.228701593,0.241428842,0.870569243,-5.006925181,-1.378631436,6.257707061,6.969747645,9.426284029,9.000065579,10.48480235,8.212858286,3.87014593,5.736082467,2.498924941,4.097443795,4.065364892,6
MED23,-0.198585388,2.840234506,-1.228559439,0.241480373,0.870569243,-5.007072558,-1.147572569,7.344022488,7.344022488,9.194937556,7.344022488,9.199148465,6.728896546,7.871740925,7.344022488,5.084409213,5.519404915,6.946623983,10
HLA-DQA1 ,0.605807545,0.896893307,1.228478957,0.241509552,0.870569243,-5.007155991,1.521830355,1.388450173,1.230976147,1.511142588,1.105873528,2.270772229,1.436094874,2.45122437,1.57096997,1.555333478,1.715159399,9.751763624,4
CYSTM1,-0.300767092,7.085713981,-1.228326856,0.241564703,0.870569243,-5.007313658,-1.231799197,129.6827387,135.1424851,225.3745684,144.6316907,153.1417502,180.7859055,160.4078,141.9908514,95.93925575,99.38227608,84.57561939,11
MOB1B,0.232798495,1.226005213,1.228041508,0.241668197,0.870569243,-5.007609406,1.175112186,1.317408756,2.649638645,2.578608924,2.180895492,2.619288821,2.29857561,2.353044755,2.321684262,2.353044755,2.353044755,3.209551512,5
MDM2,0.162726763,4.159770571,1.227889584,0.241723312,0.870633868,-5.007766846,1.119400861,18.92444061,15.97096444,14.77118047,19.40771141,22.4557689,18.92444061,18.41245864,17.24956255,15.53489732,21.58684504,15.16668791,10
EEPD1,-0.15910139,0.959090958,-1.227430118,0.241890061,0.87068244,-5.008242906,-1.116591431,1.90482902,2.478323367,1.979830928,2.243836074,1.821363619,1.951073524,2.215386052,1.90482902,1.590453586,1.573550582,1.90482902,3
CREBZF,0.179991314,1.784587171,1.226985657,0.24205145,0.87068244,-5.00870329,1.132877064,3.151448054,2.997487237,3.297298956,3.513528999,4.917509486,3.524280993,3.348682886,2.942428892,2.81797282,4.007027932,3.846207276,8
DYNC1I1,-0.232433298,6.409632873,-1.226970933,0.242056798,0.87068244,-5.008718539,-1.174814761,66.21198303,110.6168468,119.2279003,84.4921332,106.6709963,84.21198303,82.1322559,89.2794641,71.48105699,58.50235779,82.4911519,11
ABHD17B,-0.186790133,5.510410112,-1.226884736,0.242088107,0.87068244,-5.008807807,-1.138228441,44.00607768,43.96091229,64.93804923,60.48296182,40.66875474,40.96357482,37.30289216,41.84834666,43.96091229,46.22335675,43.96091229,11
NRCAM,-0.192517609,6.457763867,-1.226464669,0.242240735,0.87068244,-5.009242779,-1.14275617,75.2387467,96.23957254,125.4847103,84.86396897,92.92483744,108.7761241,84.84834666,83.54994545,76.39380121,67.35578484,85.11175822,11
ACKR1 ,-0.175252861,0.838982808,-1.226189045,0.242340922,0.87068244,-5.00952812,-1.129162296,1.533930838,2.071033712,2.348490615,1.70121647,1.735744826,1.543163994,1.652205838,2.323830038,1.741512892,1.5631021,1.688600957,3
RPS15,0.207356943,6.968328077,1.225761056,0.242496556,0.87068244,-5.009971102,1.154571039,117.0011375,96.34039622,127.3028921,93.32076267,158.1509241,164.5788809,156.7885132,127.3028921,112.3938012,132.7971613,114.3112349,11
HCN4,-0.303170853,1.70932111,-1.225601248,0.24255469,0.87068244,-5.010136478,-1.233853282,6.605131032,2.586112908,3.237891324,2.551690799,4.051494847,3.237891324,3.574629568,3.659091432,2.3695304,2.526248616,3.154181771,5
GTF2H5,-0.310873295,2.025527085,-1.225531797,0.242579957,0.87068244,-5.010208344,-1.24045835,3.909332976,3.464081097,7.974837313,3.587760422,4.053464561,2.716662563,5.57485429,4.886140055,3.135421417,4.153272024,3.366702325,7
AP3M1,-0.307387357,2.114571139,-1.225339242,0.242650023,0.87068244,-5.010407577,-1.237464688,3.584123296,5.926473639,6.086372129,3.919718003,5.22676087,4.080390422,2.929791475,7.083159606,3.01691689,3.457589346,4.294526412,6
NDUFAF3,-0.124885542,2.810073051,-1.225272134,0.242674445,0.87068244,-5.010477007,-1.090421219,7.253938618,7.200188576,7.977283058,6.570351095,7.200188576,7.200188576,7.200188576,7.923320225,6.446799368,5.68511456,6.802922739,6
FNTA,-0.146708775,5.658051785,-1.225189043,0.242704687,0.87068244,-5.010562969,-1.107041093,49.04990511,53.35872956,61.41062476,46.9124479,47.36423895,48.21488908,56.03016485,57.65373204,42.17082579,42.4847103,54.59781421,11
DDX39A,-0.227330029,0.627052644,-1.225126772,0.242727353,0.87068244,-5.010627389,-1.170666411,1.533930838,1.870959593,1.81018718,1.331731059,1.396516921,2.262857006,1.759761497,1.709978379,1.111987521,1.234176792,1.320513875,6
LMLN,-0.475417618,2.285253099,-1.224505221,0.242953685,0.87068244,-5.011270249,-1.390320619,3.199400657,10.31317357,7.204088908,9.056820367,4.080390422,3.644475192,3.835370108,7.920633257,2.651488985,3.73958207,3.828198619,7
ATP6V1D,-0.264005546,7.1275312,-1.224232509,0.243053043,0.87068244,-5.011552232,-1.200808044,119.3028921,167.2199694,204.2960018,135.7097355,140.6665285,129.0249474,182.1344285,167.6395611,111.4862956,83.35341963,140.2877134,11
SERPINB9P1,0.192188502,0.962817096,1.223887407,0.243178821,0.870812546,-5.011908998,1.142495515,1.90482902,1.90482902,1.526056005,2.384903358,1.657310264,1.90482902,2.489135199,2.558348788,1.917815288,1.90482902,1.590453586,4
UBE2A,-0.274032339,5.912503439,-1.223547199,0.243302866,0.870815932,-5.012260629,-1.20918278,45.51483225,89.24122568,81.43041077,66.2691174,52.49830244,66.87153991,73.11234709,70.69436808,50.03016485,39.91787889,47.67293907,11
ZNF672,0.173083259,1.66015916,1.222583981,0.243654338,0.870933638,-5.013255783,1.127465477,2.798757216,2.359566942,3.679558915,3.6820548,2.52941121,3.165795983,3.42518218,3.073783553,3.60528198,3.249848908,3.556227093,3
YIPF5,-0.248343765,2.984259512,-1.222475495,0.243693949,0.870960509,-5.013367828,-1.187842671,7.756787871,6.991683183,13.30153022,6.502852873,7.552148702,7.756787871,7.756787871,9.123063279,5.284118861,7.660805622,9.677800144,11
TACC1,0.211279572,5.308243689,1.221731426,0.243965764,0.871047716,-5.014136106,1.157714542,31.1331067,35.85087748,40.48858411,36.38758374,54.07414905,56.45548993,38.4441611,40.61547828,33.75516476,32.12107918,44.46210991,10
CCP110,-0.194049679,4.907131496,-1.221607372,0.244011105,0.871047716,-5.014264162,-1.143970365,36.89954708,33.27323964,29.5063583,37.30289216,29.5063583,25.59897193,37.30289216,29.5063583,25.78551213,21.43401175,28.58128723,10
